search_position,name,curr_price,orig_price,num_sold,in_stock,num_installments,amt_installments,arrival_time,shipping,free_return,free_return_info,review_avg,num_reviews,seller_link,product_link,five_star,four_star,three_star,two_star,one_star,item_id,color,size,Marca,Línea,Modelo,Tipo de casco,Tipo de visor,Materiales del interior,Materiales del exterior,Edad,Género,Peso,Modelo alfanumérico
856, Casco Para Moto Roda Satellite Neptune Cerrado Svs ,"1,189",NA,0,6,12 meses,117.46,NA,Llega gratis el martes,Devolución gratis,Tienes 30 días desde que lo recibes,NA,NA,https://perfil.mercadolibre.com.mx/GRUPO+AEP,https://click1.mercadolibre.com.mx/mclics/clicks/external/MLM/count?a=BfxQlnMUGBB%2FPEveKPqOKsZpMUoNTKV%2FWARcKTSl55waax%2F%2F7Qi1MdAOUykQ6ik8YjI%2BHR2aZ8Oc7yuzm02dHaI%2FAd66vECYlmr97i5Zu9wpWNE%2Bstr8jc4%2BuVAS16jZzZwtTFIn%2FYH3gSxQHdFBVLgm2MYIGiAPmb8%2FMCWxtt6aaUAA94Q0SmGcpGrVwbNact0UKbLGHYZyppovasdEZjLuYGJt8gfZS07X9AQof5LUyRwzgmBhOuxOdcx8iuca1FyCuIiQPBkoUt4BDQi704uqFrqCJAyU1GlJ8oE45LXmoYOlUspWkYcTS6xkCT%2FHEqYfoX281jQG9sDDmTqq3AmOi5TqXa1WeZk3KYxb64ifPnMavNnxO%2FjgtG7bZJ0Dg50kNKdDlUvrpe3pyKZhwlFm%2BZRO10mQr2cQibpBM3Nj2et7i3FmdlOlknSwji%2BGfj4dNpqNxA%2FdHI2qhOf%2FEtSxEQgIm3tRS0C2xY9uPKScmofVikde9mbAIGV1TvHVnZDwUurLQ%2BRaypo1x51cAB%2BXUui6b6U0aBrEeQaDRHq4wH668ZcbcOewq30tJi3QnsWYzKRZJkmbQxbCYu1cakrbWUZuQ3ODaHvHK8lA5IG2ycDpqH%2FWdAwfOuC5z9uGHXPUCBRL2tiyyCIJF%2BO2KDUtBayTLYiLAZpq6n5ZQSOv9FxcovDE23XgNiQTNk4sV%2BTJHQIp1qlRJ7H4o%2Bqlet3kzDoiLtcN790IZGyi0A19G3eg6FO0vNtLn9UBqR0ZFNXL6VrRtJKchRv6mrk4QLIGM3QMASwKikzsiev6fcYMQ3Vjx9EiJ284XXWYp4kkxaQkAqQpqfEjEdUtRCb8svoZzURJ2xIp%2BvpuVz1WfRDcIMmQQGGU4%2BB1HvqD7c0%2FH0NjMggGzH5GcmQ%2FgGqV6b3CLPUYijLErpBM4awMoWoNuVJjQlD1Ur20ta0oVqjS7tUKx9weC8qhzG3egoHukxbEMAxmWQpxDuydp8HjbkuE5%2B7zJEhXXUrqh6gx69V3LSm%2Fq7IoM24%2B7ICgfahtGI96OavSNdsZgQFuYBgmvv9%2FYG5DxkTTMH3AyDn8bTE%2F8lCiA9z%2BWyL%2F4Rrg37DtjWgX3AmsTeU%2BG1pmG6Okrpm1pG%2Ffj3EDU3uXqTVeq1OrjdidscRf3m3f8DjpEbAT8bpwChEnjPatzs4KtQaPVcQy%2Bb%2Bd5vHBstyYXNXdy99JWGDuL9an1pLz2PQ1J15l2ct5r9scP6XstTzvNH1iuMLUvx7QJ3DOohIrISEdH1OSRkO8YPQ1tL2N08t9UcFlSgWo%2Byf0GD2lPKKS0UngVagq43CF5%2BhV8261bAXWjRUucEvtt9E%2BJaKY5p4IR13ghLmlOgo0xWNjWT2uHJ3xLVHApw7VSpREW7O0M9qNcjL5q%2BA1cQj7EsnvhITTL%2F9uU4jb%2BI5GoqbdxF664Vby6KYD4u24aab5bDiFDN%2FzI1xdrMng7hzV6iR%2FuEDIsIEPgogb%2F8zqwYQc4Yju9WKbx86Gui6sRsRmtQFwWMrwGL0QQgPHqASq0fBA%2BIs%2FoUavQg4KCBDrkuDYsBmV28usccEr1Mf6VXIcOXZKGG2b87o1Rq5YE6uXxPw9l7RDxgldrLarfNLaAP9Gs5wECf1nhDcOyXPNLfHBaVVPCHmoV2W48p6rh6van9ScTNQiIBNVwp5lUWMpR0hX9gTzbI8859xLDRephjKPD2WNap%2Fl%2B8YESVyGAV3xhDVubU2JQoFVkZvCvOeMzoHap4gkBXPkkMDzQylfu9HD%2BGXeemqqPWe3XG0svooQohDzFIlgZ8OZqftxzmgRmBS%2BThibFnuOJMMOE7kWPAGtDw%3D%3D,NA,NA,NA,NA,NA,#699185966,Negro/Amarillo,LARGE,RODA,NA,SATELLITE NEPTUNE,INTEGRAL (CARRADO),Doble,Poliestireno expandido,ABS,Adultos,Unisex,NA,NA
857," Repuesto Mica Casco Carcasa Stealth Kov (plata,negro) ",270,NA,4,98,18 meses,15.00,NA,Envío a todo el país,Devolución gratis,Tienes 30 días desde que lo recibes,NA,NA,https://perfil.mercadolibre.com.mx/LOWEN+GRUPO,https://articulo.mercadolibre.com.mx/MLM-638021351-repuesto-mica-casco-carcasa-stealth-kov-platanegro-_JM?searchVariation=26465318734,NA,NA,NA,NA,NA,#638021351,"Negro,Plata","Carcasa repuesto Negro,Carcasa repuesto Plata",Stealth,Stealth,Stealth,Carcasa repuesto,NA,NA,NA,NA,NA,NA,NA
858, Casco Agv K3 Sv Top Bollo 46 Lentes Humo Xl Rider One ,"6,600",NA,0,3,18 meses,366.67,NA,Envío gratis a todo el país,Devolución gratis,Tienes 30 días desde que lo recibes,NA,NA,https://perfil.mercadolibre.com.mx/RIDERONE1,https://articulo.mercadolibre.com.mx/MLM-627354391-casco-agv-k3-sv-top-bollo-46-lentes-humo-xl-rider-one-_JM?searchVariation=24310354906,NA,NA,NA,NA,NA,#627354391,Negro,XL,AGV,AGV,K-3 SV,Integral,Doble,Poliestireno,Resina,Adultos,Unisex,NA,210421A
859, Casco Abatible Agv Compact Audax Plata Y Negro Mate ,"6,600",NA,1,1,18 meses,366.67,NA,Envío gratis a todo el país,Devolución gratis,Tienes 30 días desde que lo recibes,4.8,6,https://perfil.mercadolibre.com.mx/RIDERONE1,https://articulo.mercadolibre.com.mx/MLM-581790824-casco-abatible-agv-compact-audax-plata-y-negro-mate-_JM?searchVariation=21335858143,5,1,0,0,0,#581790824,Plata,M y XL,AGV,Compact,Audax,Rebatible,NA,NA,NA,NA,NA,NA,NA
860, Casco Corto Tipo Aleman Cascarita Quitamulta Negro Mate ,450,NA,53,1,18 meses,25.00,NA,Envío a todo el país,Devolución gratis,Tienes 30 días desde que lo recibes,5,1,https://perfil.mercadolibre.com.mx/TONYMOTTONY,https://articulo.mercadolibre.com.mx/MLM-651966295-casco-corto-tipo-aleman-cascarita-quitamulta-negro-mate-_JM,1,0,0,0,0,#651966295,NA,EXTRA GRANDE XL,Daytona Helmets,ABIERTO CASCARITA,CASCARITA,Abierto,NA,NA,ABS,Adultos,Unisex,NA,NA
861, Caja De 6 Cascos Modelos Y Diseños En Descripcion ,"3,780",NA,2,10,12 meses,373.43,NA,Envío gratis a todo el país,Devolución gratis,Tienes 30 días desde que lo recibes,NA,NA,https://perfil.mercadolibre.com.mx/MSRYA,https://articulo.mercadolibre.com.mx/MLM-668407930-caja-de-6-cascos-modelos-y-disenos-en-descripcion-_JM,NA,NA,NA,NA,NA,#668407930,NA,NA,Alessia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
862, Casco Abierto Tres Cuartos Economico Marca Alessia Negro ,"1,199",NA,0,100,12 meses,118.45,NA,Envío gratis a todo el país,Devolución gratis,Tienes 30 días desde que lo recibes,NA,NA,https://perfil.mercadolibre.com.mx/INNOVANDO_OFERTAS,https://click1.mercadolibre.com.mx/mclics/clicks/external/MLM/count?a=lhDzwhLarqtDnuPPkXh1Lgp%2Bz8TrPzq%2FQyfRTMFlZbQT50yXz1SeDWZAMrb4V9dG2oUQ%2B4M1hxC9q1cbjJfd8%2FVMu73hAiwpNT%2BXUPtdhV1ZpmA7lqzbvNTWGJ0rZbEzZH0Xq%2Br8EPRsProU2wwdhmkA79TsV0adXFjefIuQeMl61VOI033vvZ7bzJQM%2F%2BgxDcmbMdR8k%2BQLvign8mceSPJAO5NGWm7uccOrS0n0wDlnA6zmuT2Ysvr%2BzXMeJMTO%2F%2FzA5%2BKl5b3z0gB7dwzzkeLR5esM3LQIxO0IsSCUCMaET%2BwkMZGz%2FLlAhAWSlNNesHWg7dYAkzxZueYxxkF7TMPoC7lWZ86l3CG6z1X5Ccd1jS4fYFyZOINMdf30xtwJg59GNOWCgK2Fl3dNCQnTtsKRkY0kmz%2BphCEI3uDg0a3PWYwNxrb2JTIxklCZZuixpe41goslKyVFR%2B9FdhRWd3cC3CiXWh%2Bsd839T13xS5xdZcMfJwwmsxIwCBJNN5RVoXW5s5t%2FGFIeN7koslQz8D%2BXw3IytPj02rGfJ7p%2FbMyzhbZNScXeRNGK5e75PUZ%2F%2BOl0dm4G5ChqO6%2BoW8PDDKuGw9sPoRKs9xWT6Tb%2FH856tTGa%2BqbNSpYVGo%2FqVSgxll%2FNZmdDjRShSyZQEf34Q2ZXPQezgF9UAhQNW%2F1WIeEfHVbO%2B39VK%2Bbs0K2xzK3zYtl9hAj06p6s9B8odytC8g2NPwOyF4V7UID%2FZbpILb68O%2Bb8hVS9ioTQotRZqTxiOCERQS%2FU3KC6krUK5nSNshDFTozEiYAfnk6fshIJyzWEsVZYUcAj5st0eSQ86Sf1vRSxwWOALJOac3CwHKeT7IC3MNHrbZ0mmK59XrzrYcSFDF%2Bnc3LkAA3nrPdFGnWp8leLx0OkkzeTstb%2B%2FgYbDYOBR5JvMnP7Yzm9gJbhzdMdwwoUHJr2quX0qczQCFds3ZF0y7Lanao8WTR8unx0OquS4k5rQIRTriiuxSDDcY5kB0rPKhg6SImzipYAxvWHnVm%2F%2BzGIcDBF%2FbEYzcgPkkUqkdAzPFrhQP%2BeB3a1fRNDQqv3hYyy%2FTkJ%2BQeza77xFEohzKET0%2FLw1KpQE2C2f4dDbtwLJNq4vSH1h%2FxrNnEzvioMwRvYm7XGSrO5734%2BGvhrQc3PCAAoJmncgz0FiupkGvMVNld9nDU9sDwB739daTGcmz88LJKcn4QlzoL9LEeHlQTdwuD6t%2FSbL2r%2BRrn%2FZHZJ2kzAOlEQXBrAgkOjtTDdGtztV8IEVuXTQYVR2tOR%2FReagBbLx%2Fbwh6NjGHERpdHNtpLZQjhjn4fEnak8G9rbvzibmXrFq04imXiff2wDsjwFPZDn563mtfNQLMQpQchudW0mTjRkVxkKNHoZTmAIOtiZGJVB9k67Jh2iE8lfhm8KLD7r9RHoyUxzuKn3FXpxRaBRCmGQ4Q9sPmgia7u012%2FiqNHUI6jysQL1%2FTfoAUv0hXHwdpO%2FrjRId49xyB1ywBm5DrZTL%2BBGsZuJkpKc4fIx14rxkLw22kFqq3SoQ25xOLGLtEuSU%2FlDI2tafOyGU5lM5TyryE%2FilyBquykQ86q5ZKh72i7Ftb60ItuY4VJ8aRG9WCeELkUJkhy3wlii2cAs972xYMEhoRzG%2BLoevi6ihoBFh2sBYe6IVG9m7vGkcAmkOS%2BziXsBzEC5vd7oW9k7WLMS%2FLhiCPQEykpSzWxx7WywYMC3myTfLrs7odR7bYvAN1i5C1t57gRYncQMlfje9ZUISkAIRcc43NYoD%2Btr1%2FILX47IYgjfIXfo4Ss1LK1M1hnzDI9GMTUx09UHteAfMU0nAjnZQUWkUfORgZqQT2QhX44Nihc%3D,NA,NA,NA,NA,NA,#621856615,Negro,M,Alessia,casco,CAS-CER-93,Abierto,NA,NA,Policarbonato,NA,NA,NA,NA
863," Casco Tipo Alemán Cachucha Colores Azul , Rojo ,blanco Y Ros ",184,NA,15,2,12 meses,18.18,NA,Envío a todo el país,Devolución gratis,Tienes 30 días desde que lo recibes,NA,NA,https://perfil.mercadolibre.com.mx/MOTO+RIDE,https://articulo.mercadolibre.com.mx/MLM-566985287-casco-tipo-aleman-cachucha-colores-azul-rojo-blanco-y-ros-_JM?searchVariation=34241413647,NA,NA,NA,NA,NA,#566985287,NA,NA,winmex,NA,TIPO ALEMAN,Rebatible,Simple,NA,NA,Adultos,Unisex,NA,NA
864, Cascos Harley Davidson Nuevos Sin Usar ,"4,600",NA,2,3,12 meses,454.44,NA,Envío gratis a todo el país,Devolución gratis,Tienes 30 días desde que lo recibes,NA,NA,https://perfil.mercadolibre.com.mx/HALOME,https://articulo.mercadolibre.com.mx/MLM-641598318-cascos-harley-davidson-nuevos-sin-usar-_JM?searchVariation=29196218559,NA,NA,NA,NA,NA,#641598318,Negro mate,harley davidson,Harley-Davidson,NA,34,Abierto,NA,NA,NA,NA,NA,NA,NA
865, Casco Cerrado Rocket Force Vector Rojo S-06 Rider One ,"1,998",NA,2,3,18 meses,111.00,NA,Envío gratis a todo el país,Devolución gratis,Tienes 30 días desde que lo recibes,5,1,https://perfil.mercadolibre.com.mx/RIDERONE1,https://articulo.mercadolibre.com.mx/MLM-661369349-casco-cerrado-rocket-force-vector-rojo-s-06-rider-one-_JM?searchVariation=32080448890,1,0,0,0,0,#661369349,Negro/Rojo,M-L-XL,Rocket Force,S-06,Vector,Integral,NA,NA,NA,NA,NA,NA,NA
866, Casco Nolan N100-5 Moto Flat Black ( Negro/cobre) ,"8,532",NA,1,1,18 meses,474.00,NA,Envío gratis a todo el país,Devolución gratis,Tienes 30 días desde que lo recibes,5,15,https://perfil.mercadolibre.com.mx/MOTO+ACCION,https://articulo.mercadolibre.com.mx/MLM-646155798-casco-nolan-n100-5-moto-flat-black-negrocobre-_JM?searchVariation=34250145875,14,0,0,0,0,#646155798,Negro/Dorado,XL (61/62),Nolan,NA,28,Cross,NA,NA,NA,Adultos,Masculino,NA,NA
867, Casco Bkr Modelo Supreme Abatible Xl Negro Rider One ,"2,200",NA,7,2,18 meses,122.22,NA,Envío gratis a todo el país,Devolución gratis,Tienes 30 días desde que lo recibes,3.9,8,https://perfil.mercadolibre.com.mx/RIDERONE1,https://articulo.mercadolibre.com.mx/MLM-605730873-casco-bkr-modelo-supreme-abatible-xl-negro-rider-one-_JM?searchVariation=27888723298,3,3,1,0,1,#605730873,Negro,M-XXL,BKR,NA,Supreme,Integral,NA,NA,NA,NA,NA,NA,NA
868, Casco Estilo Moto Cross Con Lentes Y Mica Doble Propocito ,899,NA,10,90,12 meses,88.81,NA,Envío gratis a todo el país,Devolución gratis,Tienes 30 días desde que lo recibes,NA,NA,https://perfil.mercadolibre.com.mx/INNOVANDO_OFERTAS,https://click1.mercadolibre.com.mx/mclics/clicks/external/MLM/count?a=SSYVKURGFs8JWh1bPUtNBo1TgaIrk1nndrFfGObabudU6x6G%2BGmYllO1VihM8S1mrmHzxaL6kJLooSbyr8YmSF8LFIdIoxtd5kOS%2B%2B5N9Cmkh2%2FYpydm0ig4HfBTmHTjzr23r%2BE2sBko1Fsy1DHmV5V1I2YzJJT3R4nR8Xi5UeJmHZisgvbzXrwZhf0Bi9fG8Mz5bSRb80ze%2BAcg17z0TuIj6iQDp4nfsm4aX8wXCxe9DLEF8jiTI9RsjLPtIx9hMjvCXMLzlcj3tsT4ye8NPcGnbNeNwUKnS0Jmjm%2BMdUsSbNkmawyzIzNP5JNpG1VRyhCGpO52%2FCkTbeIeMUEB9j1borSF6GIKZfCLLAI0JFqAyl2%2FQeGj2XaKeKqSFguXIziKf%2Boncy%2BpEYeKxPJzVT1Ez7riB3v0WSu9em111toD48RseAiHrmFOyfntedP0vpp%2BlR2dSkw9nVeamlnAO28gzX6WTLV03dF%2BOmkTFUXB7s%2FsqDQ90uvCKAZO7Z373r1116KPSV5sMbldYc%2Bv20xc3kkaAeHGNhLmiHnurCTn%2FC5glC3FUmcgornMKtpplAJPFvjHjEXJ8Y8agAB4ypbElAwmPWMo0%2F8w84IUf8YGtJ3RjGeNMaqnVN9%2Bde05iehrEiOypcE7JJP00fSC3q0hfJ15VFj4ZrUl2OfVQ%2BWD9WoNS7pb4H1vXu2oJjklICFOiR5U2yWKBcCzmtbXKZcZ0hamRpd0nbsLkRwxmPQ98IE6Q4aALjivmdLDHP59DnjMn97FpOZT7BkSwJAoIIhm8VQ0zcP4QgOQY0ExKuvhRUI3TtF02clXZGLEoeFiQw%2Bq2r%2FlpEakVhm%2F3Q1mpotZ6p8tqWDNZzACy0S3NwSrgQNdtQUL72XFQKeyIH17wirS%2BSvKyYpC5m%2FA%2FKglN2nrOxBnpOe6t94fkl9Mm%2BrA8QoSW0KsXVoruNgMYUs9PDe6k0ymN%2FAHCI1BYwZc4j07MA4RJ318NBGCiN2ikGpU9r%2FTa1I52oFuixPSbzVtRauijy2y7I0vOZZCaEifN4GLJ6oW5%2BvIn4WZ5hWtEnWogJuL6qYfSzZDa7nhcH0NM6WwLSsDk40HX2ZRgRdoPSDAIFdennSy4%2FOWmKOAh5gyKXAwow9Ry0NcdoO%2FfmGjv3c5uAPXK%2FnNwe%2FWDNhJFl5r%2BVAwoAWRhO3SC%2FTwBmfZQl2H3%2Fp5%2BL%2BcPVKZkk2FTanpAfNxbWdxezVD2zX1MB16rquimNdA8g%2BAQlqRzmYWTrNPzJjsAyS7P9IUVfmKMmEUz3AWXUDwAaPgXhLCkU%2BYRkflKfveNUAly03TMqBU3Ngt5pUk0U5JEC7nYpLY1Wm5JrLbQAtjWvqwvapJF%2Fmt6mP37CadL7vNc1L24adUkEVmySAPAF5EXKK8p8gaf8qf1JsXJaqAmXPziDGTBeBswaqReFIVw39D2ctlTtjZep8BnVgxuDvnCA5tZ2D1KdKwx13F%2FrIFq9ANuM68zPjPVLEmZ7oK4jlK1oSuR8Bn82eN59IW9z7MKLrgu4KgtCDsvzhofoXtGWCc7ca77%2FDudduCrumhhoi35a%2FsiXL%2FOeOTVyiy2A0t%2B8DtWYVD0vCynMeXaK5xZUa1RnPWyjBmLcFzsvGloyoJxCQ8aoLtdXlF7bgNYKByWsiN2SSJIn6zkynYzF5p%2FEo3zLVoyfbGIQWzZaR6iu7d5vEA%2FqkDsKQN89zl2J70vrQlDxJCaSoi1%2BqVWlX9GV7WcAmB3K1Z7xFR2I9GxxnmcpgG9bPefGEPGb%2BqGHMbNnTJcuyk3IkewtDSvzzXfJuIVEzT83b%2Bau5vovYwojCI6jbh2ujZ2jqVE5N5hX%2B8vzGD9Rcx,NA,NA,NA,NA,NA,#593031198,NA,NA,INNOVANDO,CASCOS,Casco,Cross,Simple,NA,Policarbonato,Adultos,Unisex,NA,NA
869, Casco Shaft Vintage Titanium Con Lentes + Regalos Rider One ,"2,098",NA,9,2,18 meses,116.56,NA,Envío gratis a todo el país,Devolución gratis,Tienes 30 días desde que lo recibes,5,2,https://perfil.mercadolibre.com.mx/RIDERONE1,https://articulo.mercadolibre.com.mx/MLM-617563599-casco-shaft-vintage-titanium-con-lentes-regalos-rider-one-_JM?searchVariation=21543094036,2,0,0,0,0,#617563599,Titanium,"M, L y XL",Shaft,Cerrado,Vintage,Integral,NA,NA,ABS,NA,NA,1500 g,NA
870, Casco Cerrado Agv K-3 Sv Top-dreamtime Rider One ,"6,600",NA,1,1,18 meses,366.67,NA,Envío gratis a todo el país,Devolución gratis,Tienes 30 días desde que lo recibes,NA,NA,https://perfil.mercadolibre.com.mx/RIDERONE1,https://articulo.mercadolibre.com.mx/MLM-635978780-casco-cerrado-agv-k-3-sv-top-dreamtime-rider-one-_JM?searchVariation=26069357943,NA,NA,NA,NA,NA,#635978780,Blanco/Naranja,XL,AGV,Cerrado,Dreamtime,Integral,Doble,MIXTO,Tricomposite,Adultos,Unisex,NA,NA
871, Casco Shaft Sh Pro 600 Chopper Azul Mate ,"2,190",NA,2,1,18 meses,121.67,NA,Envío gratis a todo el país,Devolución gratis,Tienes 30 días desde que lo recibes,NA,NA,https://perfil.mercadolibre.com.mx/MOTO-HELMETS,https://articulo.mercadolibre.com.mx/MLM-688560748-casco-shaft-sh-pro-600-chopper-azul-mate-_JM?searchVariation=38611089994,NA,NA,NA,NA,NA,#688560748,Azul mate,L,Shaft,NA,Sh Pro 600 Chopper,Integral,Doble,NA,NA,Adultos,Unisex,NA,NA
872, Casco Integral Shaft Mission Rojo Mate Rider One ,"1,998",NA,6,3,18 meses,111.00,NA,Envío gratis a todo el país,Devolución gratis,Tienes 30 días desde que lo recibes,NA,NA,https://perfil.mercadolibre.com.mx/RIDERONE1,https://articulo.mercadolibre.com.mx/MLM-592081333-casco-integral-shaft-mission-rojo-mate-rider-one-_JM?searchVariation=42065383315,NA,NA,NA,NA,NA,#592081333,NA,"M,L,XL",Shaft,Abatible,MISION,Integral,Doble,Resina termoplástica,Policarbonato,Adultos,Unisex,1500 g,FF370
873, Casco Schuberth C4 Abatible Talla 59 - L - 7 3/8 ,"13,350",NA,2,1,18 meses,741.67,NA,Envío gratis a todo el país,Devolución gratis,Tienes 30 días desde que lo recibes,NA,NA,https://perfil.mercadolibre.com.mx/STEFAN_III,https://articulo.mercadolibre.com.mx/MLM-657007792-casco-schuberth-c4-abatible-talla-59-l-7-38-_JM?searchVariation=42346180173,NA,NA,NA,NA,NA,#657007792,Rojo,59 - L - 7 3/8,Schuberth,Abatible,C4,Rebatible,Doble,"Forro de Impacto de espuma EPS, Forro de confort ShinyTex",Direct Fiber Processing (DFP),Adultos,Unisex,NA,NA
874, Casco Cerrado Adulto Rojo Star Integral Moto Motoneta ,355,NA,28,1,18 meses,19.72,NA,Envío a todo el país,Devolución gratis,Tienes 30 días desde que lo recibes,4,1,https://perfil.mercadolibre.com.mx/BEEPMOTO,https://articulo.mercadolibre.com.mx/MLM-559040361-casco-cerrado-adulto-rojo-star-integral-moto-motoneta-_JM?searchVariation=19445911106,0,1,0,0,0,#559040361,NA,NA,Qlink,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
875, Casco Ls2 Valiant Degrees Cromo Rider One ,"6,815",NA,4,2,18 meses,378.61,NA,Envío gratis a todo el país,Devolución gratis,Tienes 30 días desde que lo recibes,NA,NA,https://perfil.mercadolibre.com.mx/RIDERONE1,https://articulo.mercadolibre.com.mx/MLM-599813499-casco-ls2-valiant-degrees-cromo-rider-one-_JM?searchVariation=41083728389,NA,NA,NA,NA,NA,#599813499,Gris,L,LS2,Rookie,FF399,Rebatible,Doble,Resina termoplástica,KAPA,Adultos,Unisex,1.35 g,FF352
876, Casco Shark Drak Verde Chopper 2019 Con Mascara Dot ,"5,950",NA,2,3,18 meses,330.56,NA,Envío gratis a todo el país,Devolución gratis,Tienes 30 días desde que lo recibes,4.9,12,https://perfil.mercadolibre.com.mx/MOTOCITY+STORE,https://articulo.mercadolibre.com.mx/MLM-690817307-casco-shark-drak-verde-chopper-2019-con-mascara-dot-_JM?searchVariation=39085624603,11,1,0,0,0,#690817307,NA,"CHICO,GRANDE,EXTRA GRANDE",Shark,Metro,Drak,Abierto,Simple,EPS,Policarbonato,Adultos,Unisex,NA,NA
877, Casco 3/4 Torc T50 Negro/cobre Mate Copper Crow ,"1,539",NA,4,2,18 meses,85.50,NA,Envío gratis a todo el país,Devolución gratis,Tienes 30 días desde que lo recibes,4.9,23,https://perfil.mercadolibre.com.mx/MOTOBOUTIQUEBIKE.COM,https://articulo.mercadolibre.com.mx/MLM-676722524-casco-34-torc-t50-negrocobre-mate-copper-crow-_JM?searchVariation=35366816600,21,2,0,0,0,#676722524,"S,XL",NA,Torc,NA,T-50,NA,NA,NA,NA,NA,NA,NA,NA
878, Casco Pro Tork Liberty Mx Pro Vision Negro 60 ,899,NA,4,2,18 meses,49.94,NA,Envío gratis a todo el país,Devolución gratis,Tienes 30 días desde que lo recibes,NA,NA,https://perfil.mercadolibre.com.mx/EG2137361?brandId=1731,https://articulo.mercadolibre.com.mx/MLM-647683058-casco-pro-tork-liberty-mx-pro-vision-negro-60-_JM?searchVariation=28705815352,NA,NA,NA,NA,NA,#647683058,Negro,GRANDE,Pro Tork,PRO VISION,LIBERTY MX,CERRADO,NA,NA,NA,NA,NA,NA,NA
879, Casco Hjc Cross Cs-mx Ii Dakota Gris/ama ,"2,390",NA,2,1,18 meses,132.78,NA,Envío gratis a todo el país,Devolución gratis,Tienes 30 días desde que lo recibes,NA,NA,https://perfil.mercadolibre.com.mx/MOTO+ACCION,https://articulo.mercadolibre.com.mx/MLM-670029869-casco-hjc-cross-cs-mx-ii-dakota-grisama-_JM?searchVariation=34100662249,NA,NA,NA,NA,NA,#670029869,Gris/Amarillo,XL,HJC,CS-MX II,Dakota,Cross,NA,NA,NA,Adultos,Masculino,NA,NA
880, Agv Casco Sol Y Luna Vr46 Valentino Rossi 3 Micas Incluidas ,"5,400",NA,3,NA,12 meses,533.48,NA,Envío gratis a todo el país,Devolución gratis,Tienes 30 días desde que lo recibes,NA,NA,https://perfil.mercadolibre.com.mx/F.O+VAZQUEZ,https://articulo.mercadolibre.com.mx/MLM-657388891-agv-casco-sol-y-luna-vr46-valentino-rossi-3-micas-incluidas-_JM,NA,NA,NA,NA,NA,#657388891,NA,NA,AGV,NA,Solid,Integral,NA,NA,NA,NA,NA,NA,NA
881, Casco Ls2 Ff353 Rapid Grid Carbón / Blanco / Rojo Mica Humo ,"2,488",NA,3,4,18 meses,138.22,NA,Envío gratis a todo el país,Devolución gratis,Tienes 30 días desde que lo recibes,5,1,https://perfil.mercadolibre.com.mx/SIGMA,https://articulo.mercadolibre.com.mx/MLM-644795490-casco-ls2-ff353-rapid-grid-carbon-blanco-rojo-mica-humo-_JM?searchVariation=39578548312,1,0,0,0,0,#644795490,NA,"M,L,XL,XXL",LS2,FF353 Rapid,Grid + MH,Integral,Simple,Hipoalergénico,HPTT (High Pressure Thermoplastic Technology),Adultos,Unisex,NA,NA
882," Casco Cross Negro Mate , Azul Neon ",920,NA,17,8,12 meses,90.89,NA,Envío gratis a todo el país,Devolución gratis,Tienes 30 días desde que lo recibes,5,1,https://perfil.mercadolibre.com.mx/MAFE3726166,https://articulo.mercadolibre.com.mx/MLM-597187157-casco-cross-negro-mate-azul-neon-_JM,1,0,0,0,0,#597187157,Mate / Azul,Alessia,Alessia,Half,Cross,Cross,Simple,Poliestireno,Polipropileno,Adultos,Masculino,NA,NA
883, Casco Cerrado Integral Bkr Elite Alebrije Colores Moto Agv ,"1,899",NA,4,12,18 meses,105.50,NA,Envío gratis a todo el país,Devolución gratis,Tienes 30 días desde que lo recibes,5,2,https://perfil.mercadolibre.com.mx/MOTOSAPIENS+SHOP,https://articulo.mercadolibre.com.mx/MLM-682702915-casco-cerrado-integral-bkr-elite-alebrije-colores-moto-agv-_JM?searchVariation=37061904598,2,0,0,0,0,#682702915,NA,"S,M,L,XL",BKR,NA,Elite,Integral,Doble,Forro Removible y Lavable,Policarbonato,Adultos,Unisex,NA,NA
884, Casco Agv Via Via Missano M 2015 Nuevo Con Micas De Regalo ,"5,863",NA,2,999,18 meses,325.72,NA,Envío gratis a todo el país,Devolución gratis,Tienes 30 días desde que lo recibes,NA,NA,https://perfil.mercadolibre.com.mx/F.O+VAZQUEZ,https://articulo.mercadolibre.com.mx/MLM-677840803-casco-agv-via-via-missano-m-2015-nuevo-con-micas-de-regalo-_JM?searchVariation=39374518780,NA,NA,NA,NA,NA,#677840803,Azul,ML,AGV,NA,K-3 SV,Integral,Simple,Resina termoplástica,Tricomposite,Adultos,Unisex,NA,NA
885, Casco Fox V1 Niño Halyn Motocross Bicicleta All Mountain Trial Enduro Downhill ,"2,160",NA,2,1,12 meses,213.39,NA,Envío gratis a todo el país,Devolución gratis,Tienes 30 días desde que lo recibes,NA,NA,https://perfil.mercadolibre.com.mx/WII-U,https://articulo.mercadolibre.com.mx/MLM-680642466-casco-fox-v1-nino-halyn-motocross-bicicleta-all-mountain-trial-enduro-downhill-_JM?searchVariation=36369803595,NA,NA,NA,NA,NA,#680642466,Negro/Rosa,M,Fox,V1,Halyn,Cross,Simple,Forro EPS lavable mejor ajuste,Policarbonato por inyeccion moldeable,Niños,Unisex,NA,NA
