search_position,name,curr_price,orig_price,num_sold,in_stock,num_installments,amt_installments,arrival_time,shipping,free_return,free_return_info,review_avg,num_reviews,seller_link,product_link,five_star,four_star,three_star,two_star,one_star,item_id,color,size,Marca,Linha,Modelo,Tipo de capacete,Tipo de visor,Materiais do exterior,Idade,Gênero,Materiais do interior,Peso,Posição da ventilação,Tipo de fechamento,Certificado de segurança,Usos recomendados
1542, Capacete Moto Tipo Sanmarino Automático Masculino/feminino ,69,NA,37,3571,12x,5.82,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,4.2,35,https://perfil.mercadolivre.com.br/AT+E-COMMERCE,https://click1.mercadolivre.com.br/mclics/clicks/external/MLB/count?a=x88LEzxnlgaCP08dXhQD2fDKudk4603PVFmY2Ng%2BDwBW1SZoehdsOSemoy4qsb%2FkEDNJjg6LSqAHNDRPAWpIW0OvzjrcQcLTaarKsWqg%2FANETHwIY%2Bu%2FnEnw%2FNOa4Ij5BsYd9xMmhGTyHEZZt4y%2FP%2F32fpnBlLmfXzcNWBXVKht8dzi%2FBp1gYP4erbyJe2%2B54dzaMfQNltd817XVbDVTAjJd20R%2BNy%2BQwQ9OzQ4i6zqWgEyHbUvx6OZue%2FQ%2B%2F9QW0JFFmLjuV%2FbMRJxHmW7%2BxA%2FXlJAcG8NiO7uoF%2Fw1tRFaYzDURHXc4Gexeb%2B%2B97YAlAx0vBoRL1TMk8hvf2IYTuKrcOeumuSnPzM%2BtT0pi0AvjrU8kA%2BZAGhMqRJ2KY08%2BePD64QWfwLcyeXt0BmP7fSxcacw4Y2WIlVZJ8QwrJa%2FyNAB0O4olIAItIbgmDBsMVEzfrYM6tfpLKyUoVGvxjh3VisQeQy4ypbw46qokTyfCbUsZEmN0IJ8brlSAUVBsekgEpJRIw9Mob90TuG1HWIu7UQA4UGoKdso50We2pFk%2F%2Fzd%2FUwPZTGlpJ947HkBKZYWccgB7cfp%2Fdy2ojAt7%2FJrwi1vqPtwOSvXO8WkBVr1uAw%2F48r5ChWwKFOJx0E%2FX%2BaucEXxe24owd4HiEtwhJFE1ZjSkjIeVthcngd6zEATL7W1Rby5CEaT57ZHrPmfoBjOD%2BlEspXwuwhzt83NUfVUzLoyrMopzXTbjFpc%2BASfPr7tM%2FfxP%2FbP%2B1o1dUKLT1DT1u9xAlursuY6XxtxiVgz%2BlegS%2Bh0vb9FexRUtNzLSGBpy1RU9uRNjTx0v15JS3DZKN7pcCmWbH4zBFkih1c%2FK34oMZtIrGMss5daTwnvxmZnRuCpnrheTybWxXMzDGS7VQqS%2FBBW3t9KhWjCyKfvlM0Mxy2psVUtS11me9ZReUErkpbIs7LRXgqmxB46%2BwlZbShDJJECLIVrAoHpkljLTkdkKKlLfkXfol8bULhV4oxiEvrpIZNolbVEqvwU8c7iAVWDwRJ8gs%2Fd4%2FsAeV%2FFNzEi2NHZSVnWzu2vs5otaNnpqZvomTk74P51fkzqszKbUwm25yVlBmmCrDTjs0W9seGjg1sEcFQFoD1S1jnJTLMHF9fHtnHEu7jvPklfOzlcfV9kAw0qVr0qFbmwpdtsvOOVLfozQSg6JPbxeKAUb7DJkUaA6e3p0GB9t5AP%2FoLjRx9xYClFI58NjwPrksUR%2FRmj9eqUdA4n3%2F5g7GFF%2Bs5DSqnLo7XCrNTLYH0fV32bdiQb0xvu9PBgK6qaibphfTH1arqUUSP7vw3Y5sxH00P3VcRzkf2a96ixDyD5jGOwNuCu4ymoh%2FuP9YzuknQKcjGzlGwaM1YgI%2BjeB%2FSn07Zr1Yg4KFBZRD0P5Si12fpNuHQTozlBTeCZ4FReSdUkCzsAq%2BTmOq3DybfuScXewbAKB0r1Et75KCDklr7aBTxSNk69cwmSypsaEvtM6xoskTfaWMPK%2FCciNkcx7bUnqluLlW8lTXt%2F%2Bm81Bi%2FQiI6efzY4%2BdU%2F0khTAA32VU17zJjAe%2BjcNmXI5BETcI3KFfanb1s6zrLKvI1ilKoLmebs%2FmWXkfOCs9kUxeMH%2FNNW3TSX1TVlwDyIHJlSVY7zEtb8n1gy2%2FOwCWEcQSjdDmI%2B2OfzTvuxhqUGC4soFEMCS4ru4XgLi9ePsaVQ9LSmjKNF469QTMuVxXMwcFwOq0ouwkJka2K04I5uJh3kLYtDYISUxhiuzMbz1KFp9%2BqpLV8ajjR067VkFv0qiBMB60gF5VY72fPsrgigH04arbcuLtW8KFr8%2Bgj5FU9C28eqXrwHWosdzhP8UIqi78%2BkJIHoTW%2FmAkTSQzQMTBuMZlXj0C3cPenz7Uq1MS2zbtiiqiJp3tWAaUkuQEtU9NvAOoRu1vFRUQzbBHmPZ8uknP1gBVXtjA%3D%3D,21,5,7,0,2,#1281264225,Rosa,"56,58,60",Pro Tork,NA,Sport Moto 788,Integral,Simple,ABS,Adultos,Unissex,NA,NA,NA,NA,NA,NA
1543, Capacete Moto Preto Fosco G6 Neon Pro Tork Barato ,146,NA,34,1976,12x,12.17,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,5,3,https://perfil.mercadolivre.com.br/ATACADISTASMARTSHOP,https://produto.mercadolivre.com.br/MLB-918550442-capacete-moto-preto-fosco-g6-neon-pro-tork-barato-_JM?searchVariation=20934000176,3,0,0,0,0,#918550442,Cinza,"58,60,G6 Neon Preto/Cinza",Pro Tork,G6 Pro Neon,G6 Neon,Aberto,NA,ABS,NA,NA,NA,NA,NA,NA,NA,NA
1544, Capacete Luvas Mascara Clássico Vintage Moto N Shark Estilo Harley Motoqueiro Motociclista Estrada Proteção ,459,NA,8,1,12x,38.33,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,NA,NA,https://perfil.mercadolivre.com.br/PRLU306620,https://produto.mercadolivre.com.br/MLB-1195676242-capacete-luvas-mascara-classico-vintage-moto-n-shark-estilo-harley-motoqueiro-motociclista-estrada-proteco-_JM,NA,NA,NA,NA,NA,#1195676242,Bege/Tan,57-58,TORC Helmets,NA,Clássico,Aberto,Simple,NA,Adultos,Unissex,NA,NA,NA,NA,NA,NA
1545, Capacete Moto Cross + Oculos Trilha Off Road Factory Neon ,287,NA,2,150,12x,23.92,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,4.6,17,https://perfil.mercadolivre.com.br/MHF+CAPACETES,https://produto.mercadolivre.com.br/MLB-1224280590-capacete-moto-cross-oculos-trilha-off-road-factory-neon-_JM?searchVariation=36357917297,13,2,2,0,0,#1224280590,Vermelho,"56,58,60",Pro Tork,NA,TH-1 Factory Edition Neon,Cross,NA,ABS,Adultos,Unissex,Não se aplica,NA,NA,NA,NA,NA
1546, Capacete Moto Ebf Modelo E0x Titanium Preto E Amarelo Fosco ,175,NA,7,6,12x,16.81,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,NA,NA,https://perfil.mercadolivre.com.br/DRAGON+RACING,https://produto.mercadolivre.com.br/MLB-761020446-capacete-moto-ebf-modelo-e0x-titanium-preto-e-amarelo-fosco-_JM?searchVariation=28057958668,NA,NA,NA,NA,NA,#761020446,Preto - Amarillo,"56,58,60",EBF,E0X,Titanium,Integral,Simple,ABS,Adultos,Unissex,Resina termoplástica,NA,NA,NA,NA,NA
1547, Capacete Moto Taurus San Marino Grafic Preto Fosco 62 ,174,NA,7,7,12x,14.58,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,4.7,311,https://perfil.mercadolivre.com.br/MISTERAUTOBRASIL?brandId=1125,https://produto.mercadolivre.com.br/MLB-1057298750-capacete-moto-taurus-san-marino-grafic-preto-fosco-62-_JM?searchVariation=34967541198,246,50,8,5,2,#1057298750,Preto-fosco,NA,Taurus,San Marino,Grafic,Fechado,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1548, Capacete Tipo Sanmarino Masculino Feminino 56/58/60 Pro Tork ,67,NA,2,1484,12x,5.66,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,4.2,35,https://perfil.mercadolivre.com.br/A.T+STORE,https://click1.mercadolivre.com.br/mclics/clicks/external/MLB/count?a=agiv9kp0%2Fyd0PbYd3VYH9uE0GHykba5J7eZseIP0GH10Jwe%2BrpglR8k1w1x4Fn5c1ZF5s8ZmlfS28i%2BbMXrgYEE%2BqR3Vxh6D0x7j1S1dyn7ycluvzkEwukXFy6IBkOxYbQJA2Zw1RSbV%2Bwf1Ut7M%2BtmMxUq7fPwHblg%2BNqE9BP2bvat3qdpZXug1z3Y%2BaKnYoaBNHOzq%2Fbt%2BMvtx7zc3HypvTTHRlxg5DWnxFZjJOJpgewhlRiVmEtArO8EmXdnDD1Y4pRV2XjZ6ue0y%2B7EJAZj1H%2BjFuS5v3venizMU53dzkwenHFYy%2BpBmww%2BYPTfwTZSBNioxTBL6eFTLGO7hsFy%2FE6RQcvSEXqrHfUQYq2YBJNpglOYeddvaFKrF0XfShHTwcwiYcKrgRImcHBScWZa4zFYRDMEoFXwqMWiZbViqkkOb%2B1u4CT%2FYsCRMwgPPFvkmK6OdGYMKC2pr9Q5qNxEIv%2BJpoFY9qYEUcspqxu3vd6EXJx7IKKXHQzSb6ip6ZD0LVwC5OsM9%2BulgMBqTnVOqHR7f2YR5arV7tm%2F6CbLmH2pCFwppcPRgSYTybeerNmah%2BuWMvOrdeyOpT3uaB7TFURnITAvi0QrCM6MvyW%2BpqHtxOQnwd78bEb%2Fm3WDMNCu5MGNmjuSBzH3Myy0Yr2eKyvE%2B%2Bt%2FJphFQ6RokRJkFAJkQfiutlwzbqhJctWOu2KqfnxPOb0re8kiELd2o4q%2B6Hj%2Frj9CU3%2BBYqmIdJ2HA5%2Bknkbr6fVpBx7RDraJoBr0EcsqZGa9JnvMQvZxCFGApaXKf9ChPj07RLShreDodldKHBFTnAc6721a5ao5oLq2geFYF8CXNqtkHCgirGLf6ZClV70FY1swoCi0IVvM7Yj1AsFirqgwPphsN8AQ7fqggLw2kE1jsxyPWlpERGRRcCLDdoYGUBU2fHHP1ddwOrfBSboVoRadRTTy5kh2bXlUgOycU12WMeFAbnrQhglMDU3JoUO5hYEhc7GAhNSNRKlaxum%2Ft%2Bi%2B2a0w6ypZoROaeniN5I0ZGpyOQrC0bdWzm2RD2HZZ%2F8il0l%2FMp5rQIq0TgdA00L6PcPqMkpzWg0JO6dat76WWDZz5tm2hKgkAQIJd8VvArpugwrdGzZg2vU%2FaIk3p56DIbNcL1fUEzTmvWttcLywzGJvjKyR2Q%2F2NyZ9ysGUGItfNs2%2FJIt54WSItTbFJHM6v%2BKhzBEmQneRnUXeDttMOEYlvQCvjHdrMDZbUrnfCa4lPdHA4cDyTjEsd5WNmThI%2FGPn7WiKgG6ZE%2FHchu09nfPmQO2thEw4fkNjuKKdbPiUyCwTKdVEIefFceczUukVITUBpAoNZwdRjF1IdN0DvKoGtZIQL7bPtPKSdLou0mWMmvxJsH88%2BnqtGWI%2B05GzrQVFVr6a58EZKlDjVF35134jnLh6NvEF%2FoLR2SgYjqGXBmM%2Fobuq88Q%2FBnwAMobXpTUb23FZzfdBViS6NcEdAHaCK0wNFVF0wATDposu4Fg%2BigdQ5MNq4CudjnHjPWcYhB%2Ba8QiXKCoq93Lyl2c1XT3qR%2FlmH8Wruoc%2BQam1t40vhfjxlu5sMnx2bTXZ08BLHVT%2By03fPL6cXdtEeq7JFuHX80brGos%2Bnziw4lgk8KdAawIPsaEAncNgl7grDfz867dpKTuH19Dj1T3SxXMhUS17OuJEUCHP0xv8QFmxvYrZTYnyclRD6k03YmB%2Bu9kzk%2BQToU7fSVVVzxOj6d%2FI0uGP3GMQ30Xb1rFI3To5LoYQPQaBjIRAVFugtFd8FJpBYQU1pWn5QSzQ%2FFjBRh3ixTuRBxOMbqpDpzy5UMuNuCpp9qa%2B2zRUd%2Bj4w4JD5NoUUMONB3koTZHwtnYa8YhOQFXwg08dyAh%2FBPobD1V%2FC6TRr2ixHgxoHlr3HoJOuGufvYzitlSqgzJL6GgmSgGMyu14soNR74YdgUwuwN5140,21,5,7,0,2,#1302048689,Preto,"56,58,60",Pro Tork,NA,Sport Moto,Integral,Simple,NA,Adultos,Unissex,NA,NA,NA,NA,NA,NA
1549, Capacete Moto Mt Revenge Binomy Sharp 5 Estrelas ,799,NA,20,4,12x,66.58,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,5,1,https://perfil.mercadolivre.com.br/COMPETIZIONEMR,https://produto.mercadolivre.com.br/MLB-750227211-capacete-moto-mt-revenge-binomy-sharp-5-estrelas-_JM?searchVariation=39347981255,1,0,0,0,0,#750227211,Branco,"56,58,60",MT,Revenge,Revenge,Integral,Simple,Policarbonato,Adultos,Unissex,NA,NA,NA,NA,NA,NA
1550, Capacete Moto Pro Tork Viseira Iridium Th1 Adventure Laranja ,169,NA,2,1800,12x,16.15,NA,Envio para todo o país,NA,NA,NA,NA,https://perfil.mercadolivre.com.br/SPORTBAY?brandId=721,https://produto.mercadolivre.com.br/MLB-1111618602-capacete-moto-pro-tork-viseira-iridium-th1-adventure-laranja-_JM?searchVariation=28256188861,NA,NA,NA,NA,NA,#1111618602,"Laranja,Amarelo,Azul,Branco,Laranja,Plata,Verde,Vermelho","56,58,60",Pro Tork,TH1,TH1 Adventure,Cross,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1551, Capacete Moto Tipo San Marino Pro Tork Preto Brilho 4 Unid. ,259,NA,3,7,12x,21.66,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,4.4,1579,https://perfil.mercadolivre.com.br/SPEEDMOTOPARTS,https://produto.mercadolivre.com.br/MLB-1022751567-capacete-moto-tipo-san-marino-pro-tork-preto-brilho-4-unid-_JM,977,347,149,57,49,#1022751567,NA,NA,Pro Tork,Sport Moto,Sport Moto,Integral,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1552, Capacete De Moto 4g Carbon Tamanho Nº 58 60 Pronta Entrega ,142,NA,27,990,12x,11.89,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,4.8,5,https://perfil.mercadolivre.com.br/ATACADISTASMARTSHOP,https://produto.mercadolivre.com.br/MLB-913080396-capacete-de-moto-4g-carbon-tamanho-n-58-60-pronta-entrega-_JM?searchVariation=19228834868,4,1,0,0,0,#913080396,Cinza-escuro,"60,4G CARBON PRETO/CINZA",Pro Tork,Evolution G4,Evolution 4g,Integral,NA,ABS,NA,NA,NA,NA,NA,NA,NA,NA
1553, Capacete Zarref Classic Branco Robocop Articulado Tamanho 60 ,218,NA,9,997,12x,20.92,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,4.6,32,https://perfil.mercadolivre.com.br/CANALVMMOTOS,https://produto.mercadolivre.com.br/MLB-1093240222-capacete-zarref-classic-branco-robocop-articulado-tamanho-60-_JM?searchVariation=37141440465,22,8,2,0,0,#1093240222,Branco,60,Helt,MOTOS,MOTO FEMININO MASCULINO ROBOCOP ARTICULADO ESCAMOTEAVEL ZARREF CAPACETE ESTILO HELT ABERTO BIEFFE NORISK,Cross,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1554, Capacete Moto Tipo Sanmarino Automático Masculino/feminino Varias Cores Pro Tork ,67,NA,2,3571,12x,5.66,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,4.2,35,https://perfil.mercadolivre.com.br/AT+E-COMMERCE,https://click1.mercadolivre.com.br/mclics/clicks/external/MLB/count?a=kvYTalWCttiwscVpKjLPY42lH2GlLnVf9jg7kUBGOavks%2FPpED398b70T82lnJ6EkFMjqcq5MXVgrD45BmcuonJvB29lEpvrIaNqO1vbfpmSejGldYZdpRTOAiaWalK1qjNy5rAItXwltDRG2qmEVFHBKev7cK3kdHwH9M1%2BPScfdB69A1lcH20KRRFcR1lbo8%2BxMdNelCWYFex99irIvRw7lMhm6smGJ%2BoPIG3jgCEOYR%2BD0Kx%2F5PNcyeaYWFbdNuSHrYR0TBezK7DtKDFygQG3zpYQH1%2BwSitSpfJu%2BUbVhMiaGzb4978Bt3m5UO2jWRlPHxIcqCU41EC%2FCLHuNyMsM1MZbo9ewuJccMlzknLgkMGTJJkg7XigJ0LApLd9y9qTVNqAy0e1RmGJFUocekXx0nr31SJ9ahJ7c2ho9z198mJ2nVqHqPgoRT0hcDflOeub8Xz9Rpu5heF%2FbR3ST8iIqEICzXST2vnfGvui%2BrPEMa26Q5giMt1a7BUR08qJ1g%2B2rwSylaIKbS6WD6SMKHmaMn%2F9X79F9FCmuH8%2BuHSduB6afPftamNHcQOvXCoYaU523UXIEtiMzyUZnQEre%2FHrULDu2BKYVvwNMJur0b5ZayI0B5bjeH%2Bo6bK6h76v6aYLeRJLPxgeuHCALFCpbNpF7B3IucsmSClTwtY%2BKpMLxW8k02k2f3VTKi4A4X0LPfLVx0SHHMScqwQPgqVfnA%2FU2J%2BaFqUKHXD34I7wppnVkkNcXfZ5mFIPFOt157Atf8Ce5xyfIgiXAXfDmlRuGsLE7xyVWv2uj5qyvX7%2B0ZV1gbGT8qALK6lFxL5NjigyZ5T1T6fjcg1YIxGrlb7gAIx1PkWtnpowXWhZxLFSevBrggmwELtjgCmK%2Bi0CyzGdlTaiaBUgtDXY93TNklH1ROqXQ9Ku%2BHPhGinPotKh%2BMHHr62mSL159EV7wKMayAAeU6SAlA8u0dBsyNdVZbpThEzOYKeTqYymuO00CFFbkke35zHfKp7ZXJeHrx2K9mFxTGyYyGW72joXIDoYiCRx4OCeEHK5Z142978V74XzRXfy9rLYXra1lE4ysHaQ%2BXZL4w93f5fSpTFowzi9Z5oLGYqaepzIJn41lhB2sQq3kA0YdABMA0TYjAHhiIMx%2FFFJcEDBiu1AfHq9N%2FReZF0hakbhvEfhL8IirvxQBMO0N6ZcT8kNezD0JHokWDMtkDpCGRxBnyxxRtq7R8ENmlBQIWWF3G%2F8n1Uvh%2Fyb%2FwtTb3kGAG1fvOD11o2%2BKvGpE5BO90a7PFhvXqM9IqykHLvWUx0trw3nBsMOtxyjk3T1uhrKtnyHklEmVG6wwXdEWqYdnYPVf2ZlelTBJsvQIwnkUKlfYxsOAIB6J2KWh25ylHzzPz2EjrjDaUa64j97Acx0sYAKqZeUKnxUpMTLO76LcZ6ibyf868hVEK2odkEri6hXRqbOYw8BrX1tn3%2FmC2AsoWMsKbfo6XOxFUELQtDl3XBDGcBuI1utUDLAnq4Qyw5m30u%2Bv59a7xH2umfwOgD7INDdCppw4hu%2BqaoRa0g%2FrXuTcvV5jWfH7e%2BL%2BEBwaIioJdqSnuRo1RDCL%2BqeT2G7wZT%2B%2BW0M6YUysoe%2FZwgqwP6ozHthjZk9bAqdL9r%2BbxpT1Zv2eeuxoM07tSKBnLDP4dDUlF8gBKf%2BXTklxFjtmawB%2B2V%2BnCC48bdoJsD7qteUPa7QGi%2FGvTLkvz8iwDvqcKkP6agusZ%2BhLjfjvcp1fl4ZHw8AuzUOWc5r5nwcd0z2IN2vKyytL6GI6%2FxnHaBlUjw2LBbtAmnB%2FesKRNexUvVnYXcoyyNVBbxJpTw3kOS5w3CHEvv%2FVwGDn4La%2Flt7tJU41z0YWWDBK6vQlwXVOUQ%2B30xEQNFXHUu40Z%2F%2BLsDzuYd3pGHXnUF5zuz03SiQb7fV1GvvfE%2BKxBK00Jta7dJPRRhRTEfIx9vRs%2FCbeHirU7WRkwMSM0umwWsA,21,5,7,0,2,#1302037367,Rosa,"56,58,60",Pro Tork,NA,Sport Moto 788,Integral,Simple,ABS,Adultos,Unissex,NA,NA,NA,NA,NA,NA
1555, Capacete Moto Ebf Robocop/articulado E08 Solid Tamanho/cores ,149,NA,23,1,12x,12.50,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,5,1,https://perfil.mercadolivre.com.br/QUALITY+SP?brandId=515,https://produto.mercadolivre.com.br/MLB-798857852-capacete-moto-ebf-robocoparticulado-e08-solid-tamanhocores-_JM?searchVariation=26315510164,1,0,0,0,0,#798857852,"Negro Brillante - Não se aplica,Vermelho - Não se aplica","56,60",EBF,E8,Solid,Aberto,Simple,ABS,Adultos,Unissex,Não se aplica,NA,NA,NA,NA,NA
1556, Capacete Moto San Marino Taurus Feminino Pr Tam 58 ,177,NA,77,3,12x,14.82,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,4.6,5,https://perfil.mercadolivre.com.br/MISTERAUTOBRASIL?brandId=1125,https://produto.mercadolivre.com.br/MLB-843349393-capacete-moto-san-marino-taurus-feminino-pr-tam-58-_JM?searchVariation=34968473394,4,0,1,0,0,#843349393,Preto,NA,Taurus,San Marino,San Marino,Integral,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1557, Capacete Moto Pro Tork Evolution G6 Series + Viseira Fumê ,177,NA,2,300,12x,14.82,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,4.6,91,https://perfil.mercadolivre.com.br/AD-STORE,https://produto.mercadolivre.com.br/MLB-1227320931-capacete-moto-pro-tork-evolution-g6-series-viseira-fum-_JM?searchVariation=36712020958,66,17,7,0,1,#1227320931,"Grafite,Amarelo,Azul,Grafite,Laranja,Rosa,Verde,Vermelho","56,58,60",Pro Tork,NA,Evolution G6 Pro Series,Integral,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1558, Capacete Moto Fechado Mixs Fokker Storm Preto Vermelho Fosco ,163,NA,23,2,12x,13.66,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,4.6,11,https://perfil.mercadolivre.com.br/DRAGON+RACING,https://produto.mercadolivre.com.br/MLB-794143345-capacete-moto-fechado-mixs-fokker-storm-preto-vermelho-fosco-_JM?searchVariation=33620405161,7,2,1,0,0,#794143345,Vermelho 56,NA,Mixs,Fokker,Storm,Integral,Cristal,ABS,Adultos,Unissex,Resina termoplástica,1350 g,Inferior / Superior,Micrométrico,Inmetro,Urbana
1559, Capacete Moto Artic Ebf E08 Robocop Chumbo N Peels Pro Tork ,169,NA,2,2,12x,14.12,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,NA,NA,https://perfil.mercadolivre.com.br/LEOMOTOPARTS,https://produto.mercadolivre.com.br/MLB-1228367786-capacete-moto-artic-ebf-e08-robocop-chumbo-n-peels-pro-tork-_JM?searchVariation=36804420815,NA,NA,NA,NA,NA,#1228367786,Chumbo,"M - 57/58,L - 59/60",EBF,NA,Animals,Escamoteável,Simple,Resina termoplástica,Adultos,Unissex,Resina termoplástica,NA,NA,NA,NA,NA
1560, Capacete Masculino Rosa G6 Speed Pro Tork Evolution Moto ,137,NA,5,1807,12x,13.09,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,4.6,41,https://perfil.mercadolivre.com.br/SPORTBAY+PLUS?brandId=2047,https://produto.mercadolivre.com.br/MLB-1172420262-capacete-masculino-rosa-g6-speed-pro-tork-evolution-moto-_JM?searchVariation=32457978280,33,4,1,1,2,#1172420262,Rosa,"56,58,60",Pro Tork,Capacetes,G6 Speed,Integral,Simple,ABS,Adultos,Masculino,Material antialérgico,NA,NA,NA,NA,NA
1561, Capacete Moto Ls2 Ff320 Stream Orbital Preto Amarelo Fosco ,699,NA,1,5,12x,58.32,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,NA,NA,https://perfil.mercadolivre.com.br/NACAR+OFICIAL?brandId=606,https://produto.mercadolivre.com.br/MLB-1099546584-capacete-moto-ls2-ff320-stream-orbital-preto-amarelo-fosco-_JM,NA,NA,NA,NA,NA,#1099546584,"55/56 - (S),57/58 - (M),59/60 - (L)",,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1562, Capacete Moto Peels Mirage New Classic C/ Óculos Fume Branco ,277,NA,21,3,12x,26.56,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,4.6,368,https://perfil.mercadolivre.com.br/MAGAIVERMOTOSTORE,https://produto.mercadolivre.com.br/MLB-830092499-capacete-moto-peels-mirage-new-classic-c-oculos-fume-branco-_JM?searchVariation=37975749651,268,62,28,7,2,#830092499,Branco,58,Peels,Icon,New Classic,Integral,Duplo,ABS,Adultos,Unissex,Resina termoplástica,NA,NA,NA,NA,Corrida
1563, Capacete Moto Pro Tork Viseira Camaleão V Pro Jet 3 Verde ,157,NA,3,1801,12x,15.01,NA,Envio para todo o país,NA,NA,4.6,1799,https://perfil.mercadolivre.com.br/SPORTBAY?brandId=721,https://produto.mercadolivre.com.br/MLB-1114349148-capacete-moto-pro-tork-viseira-camaleo-v-pro-jet-3-verde-_JM?searchVariation=28419966359,1297,349,97,25,31,#1114349148,"Verde,Amarelo,Azul,Azul-claro,Grafite,Laranja,Rosa,Verde,Vermelho","58,60,62",Pro Tork,V-Pro,V-Pro Jet 3,Integral,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1564, Capacete Moto Mixs Feminino Fokker Racing Girls 2 ,159,NA,2,1200,12x,13.25,NA,Envio para todo o país,NA,NA,4.3,3,https://perfil.mercadolivre.com.br/SPORTBAY?brandId=1034,https://produto.mercadolivre.com.br/MLB-1124922673-capacete-moto-mixs-feminino-fokker-racing-girls-2-_JM?searchVariation=29274025711,1,2,0,0,0,#1124922673,Azul,"56,58,60,62",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1565, Capacete Moto Fechado Mixs Fokker Eddy Preto Grafite Brilho ,152,NA,5,15,12x,14.61,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,4.8,14,https://perfil.mercadolivre.com.br/DRAGON+RACING,https://produto.mercadolivre.com.br/MLB-820380944-capacete-moto-fechado-mixs-fokker-eddy-preto-grafite-brilho-_JM?searchVariation=19750518415,11,3,0,0,0,#820380944,Preto,"56,58,60,62",Mixs,Fokker,Eddy,Integral,Cristal,ABS,Adultos,Unissex,Resina termoplástica,1350 g,Inferior / Superior,Micrométrico,Inmetro,Urbana
1566, Capacete Moto Pro Tork 788 G6 Preto Fosco Cinza ,150,NA,2,98,12x,14.34,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,4.7,443,https://perfil.mercadolivre.com.br/KAZZU+COMERCIO,https://produto.mercadolivre.com.br/MLB-1134187605-capacete-moto-pro-tork-788-g6-preto-fosco-cinza-_JM?searchVariation=29911107203,337,79,20,7,1,#1134187605,Preto-fosco - Cinza,"58,60",Pro Tork,Evolution G4,788,Integral,NA,ABS,NA,NA,NA,NA,NA,NA,NA,NA
1567, Capacete Moto Protork R8 Fechado Viseira Dourada ,120,NA,14,2,12x,11.47,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,4.4,2242,https://perfil.mercadolivre.com.br/LOIBRASILMOVEMENT?brandId=2047,https://produto.mercadolivre.com.br/MLB-1275084200-capacete-moto-protork-r8-fechado-viseira-dourada-_JM?searchVariation=40505446431,1492,420,190,66,74,#1275084200,Vermelho,60,Pro Tork,NA,R8,Integral,NA,ABS,Adultos,Unissex,Forro Antialergico,1200 g,NA,NA,NA,NA
1568, Capacete Moto Pro Tork Evolution G6 Eagle + Viseira Fumê ,159,NA,4,1000,12x,13.33,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,4.5,49,https://perfil.mercadolivre.com.br/ALECARSHOP,https://produto.mercadolivre.com.br/MLB-891186330-capacete-moto-pro-tork-evolution-g6-eagle-viseira-fum-_JM?searchVariation=27058369592,34,10,1,2,1,#891186330,"Amarelo,Azul,Laranja,Rosa,Vermelho","56,58,60",Pro Tork,Fechado,Evolution G6 Eagle,Integral,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
