search_position,name,curr_price,orig_price,num_sold,in_stock,num_installments,amt_installments,arrival_time,shipping,free_return,free_return_info,review_avg,num_reviews,seller_link,product_link,five_star,four_star,three_star,two_star,one_star,item_id,Marca,Modelo,Potencia de salida (RMS),Tipos de filtros del parlante,Peso,Conectores de entrada
1019, Parlante Punktal Pk-25bat 6000w- Vía Confort ,185,NA,NA,10,18 cuotas,356.12,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/CANUS+SA?brandId=48,https://articulo.mercadolibre.com.uy/MLU-463519193-parlante-punktal-pk-25bat-6000w-via-confort-_JM,NA,NA,NA,NA,NA,#463519193,Punktal,NA,NA,NA,NA,NA
1020, Parlante Amplificador Nort Tech Bluetooth ,1590,NA,0,99,18 cuotas,88.33,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/SEMPITERNO+THISELL,https://articulo.mercadolibre.com.uy/MLU-450686568-parlante-amplificador-nort-tech-bluetooth-_JM,NA,NA,NA,NA,NA,#450686568,NA,NA,NA,NA,NA,NA
1021, Parlante Audio Bluetooth Xiaomi Portable Speaker Portatil ® ,55,NA,0,1000,18 cuotas,106.66,NA,Envío a todo el país,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/TECNOCELL.UY,https://click1.mercadolibre.com.uy/mclics/clicks/external/MLU/count?a=7PIytmMu5Sa7Xzmj4BdZ7NL7W24IcdpwZH25IZHXco0llLnD3DBKyhQD0wOGRZ%2FpXV%2FPKiWbQlzAUi4tTYOvUFHakSMWWOC1TbV5aTPRTEJIdgyYFrElRAXMqT7hVxUmU9%2FF66XNkyIZ%2FFhVaF%2Bpkd1iNPHp1qo%2FWKZC7%2B%2FEpw5nZpda3MUzPOJ4kekC%2BB3A0hN9D5lMinLbCSMb4Jvo262HrS0uxZ24XNSc%2B%2BlwBaeyPchpgj6sXkRyIWNf7eQal74wvyq0zO0w9AyS3%2BB0tjk5mYbP5mqDUVxjuJPKyhEK6q9vRKg71ReG%2BxUGo804b%2FbCFFTtPL718yfQmZNHnEfilL2G33f2FaJIlk273aSFel2Qv4Q8%2BpYrYY2bTFwW7ZsRwICI5JDpD5a%2BRO6ePjwv78GtwCTiUmHDNZXGn9LEsNJVY9Vz%2BbGvkKM3nX%2Fs6AaQ%2BL5nayuvSFDYv9JZ8hlHXwuexLE9ARt2ptHQIbuDUkiIA8zRAHvL%2B8HP4ajioMY87YyLV1i7bse%2BLL5DxSzRm9Qk3dewvGyTEwSmeM7FQxGsGdzvQwiB4Io5YBdzRfB%2FE3bYrfa9LGsl9NTCtIv8XBx%2FTq8QR98ktqIG8p%2BZ7SJMrjtlu%2BbIJzY2wSORLf89JqxaKLzv4kYoRSCALFTwTkoE3sohNAcRUxcYGq7xrX5B7weDxkd6XUZZ7hIF%2BbJHU8GyHv%2Bwomz7pwN2BY%2Bi6LnZEcFhp0S%2FBB0oxPP4mbDBsDb%2BktPqdz8d2lBPYhEWgbWyOXlm6zKBmMK73Z6W8nrU9WURXFJrqV7JWzJZFXenwR8nvQ1%2B7Jfch2ollBp21Y7f%2BLNMtbchRPynAAxAmqRFYazrslKlK31f7ZWWIbbXrW%2F%2BtGPbrA%2B7GCXD8m1ZU3Gd9bfFgAaoONAyKNCkfCkirJae0qJscZb2%2FziTEJgtYE39tIXzF6UrdCVkIEBqu0a2jlmOE3NTmsP%2BGdIEOtmgIKVgCF8mfHj5mMlkQ5ES18ZFMS5U4HHx5jKWVNuHAHo%2F6xqNhsLHYO%2BlV417xVsLiYNruZvawYVEVgy7FDuF1%2BJbQb2TEQc1Ug%2FDbI1INQbAJBr0u5TrBwY4xDLvtF4fo%2F4JLnjVxKLKB84aIJdS4GcX818Tv3oVDiw99p8hwFfy973UAWpbgjNOoTG5U%2FAdDucUSGJEakYTUfG7F32iZ3RZonl4P4IfP08k6SIPH%2FxJBHgzqe3SnxJhh5ztCk%2BqVOSijasASuIkDxd9RyeKAhnuAZ4zbh4I7fPD1AlTKB0ki3gXSl3eIDhxDv9gYQO9wMgARauU6R%2B%2FAzG64jFTYtsz%2FYRRqTlc%2Fos0rBdtzJ2l1s9GVOa9wExGcITYiwr%2BJcAvmfpHdP%2B1c7CVsPGmc2WUshRK1KgEpOV0XtFOzdlDImpSmyk4DMUFiMzfIVtp40sTx9LCH6T6utTqylDVJvuswNzq%2Fn9EULfGxciRM0bsmnVVt5kghULHOPzRGbCv2zwP%2BGd5BV%2FNf6PLr7kVK4Il00h91KOx3NjoCdXoE5%2BZOhuTwZEUKXSDKFH7XzPX7HK%2BL02Y16%2FfjRqere%2BrMrJX1LEsZKrz9Oze%2BIDsmKMsEhA4GO0GjB%2BiDjxl%2BYNXliGi%2F0Z3HE9NgfXOAVuSjR0meuNNhgPqrdoXeyOe3deCKlTAkQZZKuljWEs0puLE4pOXFWYDtvUF%2B5y6w1938I4%3D,NA,NA,NA,NA,NA,#464831312,Xiaomi,NA,NA,NA,237 g,NA
1022, Parlante Jbl Charge 4 Inalambrico Bluetooth Verde O Nnet ,207,NA,0,999,18 cuotas,398.48,NA,Envío a todo el país,NA,NA,4.8,44,http://perfil.mercadolibre.com.uy/NNET+URUGUAY,https://articulo.mercadolibre.com.uy/MLU-463248013-parlante-jbl-charge-4-inalambrico-bluetooth-verde-o-nnet-_JM,36,7,0,0,1,#463248013,JBL,Charge 4,30 W,Activo,NA,NA
1023, Parlante Equipo Audio Sony Mhc-v02 Bluetooth Yanett ,329,NA,0,2,18 cuotas,633.33,NA,Envío a todo el país,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/UNIONELECTRODOMESTICOSLTDAU,https://articulo.mercadolibre.com.uy/MLU-464174845-parlante-equipo-audio-sony-mhc-v02-bluetooth-yanett-_JM,NA,NA,NA,NA,NA,#464174845,Sony,MHC-V02,NA,NA,NA,NA
1024, Billboard Bb742 Parlante Bluetooth Negro ,49,NA,0,NA,18 cuotas,94.32,NA,Envío gratis a todo el país,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/ALIRICOURDANETA,https://articulo.mercadolibre.com.uy/MLU-451970731-billboard-bb742-parlante-bluetooth-negro-_JM,NA,NA,NA,NA,NA,#451970731,NA,NA,NA,NA,NA,NA
1025, Parlante Portable Logitech Ue Wonderboom Bluetooth Lila ,89,NA,0,100,18 cuotas,171.32,NA,Envío a todo el país,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/DEACOSRL,https://click1.mercadolibre.com.uy/mclics/clicks/external/MLU/count?a=617vhd%2Bv%2FvC5440T0F10zqNqgl57rfTBhg2MBqimioIjk3ehBWdlFiTPUsel4HcGMZxA9el313%2F0va%2FQyMkBkPGF6cUeFKVJ2xHrps85gLS9p44iG%2FQYJSObfOmnLmUnu82FiFe%2BB1ODIgTtaa2imMZmKgKM2bLj5WahIBDeqbKFoBnN4rkE9cjHkzlrVzDF0%2FY0q%2BDnj0Gd4FfY4o6DSOPFgvs1P9yex%2FAwuQkGGsln8mGlGjkstGjyJovYBzsdeXd0fo7un2Up%2B2%2B6oMwIvp7lGXKtqq5wk63ltuH6I8zkYS42rgB2GmHbWuFo73T4ucaPc5p08gdZDTKAuTB%2FNrxZB78pddfrRR8KicQc%2Bop1v0ku663PoGMISatG37ZSllTbToJTLhauNBAN17jzHIonEav5kZkt3CZ4jBK3qCIekAyMFgUJ9kjo7y9Q0nlNzLiwKKD3bQaglU9IAdZxvsdNNBzCWEOJju98VtrFeemP%2FaqhARDtFmQwIqtGA38B5H8hojDUoL9PbUyceHRLZqkFj77H1zpMIXkgFwvptLvpbe5Yopowp%2B0vTRVca6najnU8mDUxhhOUFzhxCyHjkOpVBbAW4UkEDS1Bm%2BR6GoFzkt2njjskyFpel%2F8dbnjeQcKkBx01vKUHcsWprAaN7%2FtjHd%2FGC7R16EVVifDtZpQlCJujPBm00TquX%2FCI2J%2FGprHhlERHoTH7bXKSZVvCyTKDUjtTzwIb8VjLbSHdhxYkNiOaHPuOssYj7Ed0wbepE10VqQBHCbtkHeiuswbFtCyL8a5uksEN1QwrfFqWAIyKZVNJkWGCpRZ9MS3LB8jcnC0xtmHPcr2fZH46%2FUpOLk4tw2MkHnaNPJ4dbOSMIqdnPnShRa08F%2FT6kBEgghRARzTIi%2FKIiy3KCS8isp4oYPeCySTmE%2BVPdUQqMBYj9Kwwz4ymR7HHUhdCO79NWvKDeek9CE1uV6tVCFmtnecT3ed1jaVtVaTlnME%2BDC1vCUxi1fzYDMXy8h%2FC6M3b2M0qprmBl8iSel%2FUg4WOCbUzdlogk4pEa05Uth60VIN1kboxMg4EyoSC5IsqO%2FOuqHFSHDtW%2Fj%2BUxTWLlOE5UvrbAmfo70iR0seEu7l3%2BSVotWTZza0IKHMS2eL4eN2Jmyv2qTGxcnp8DtCnSHKTXOZdn6D5HIg5CzpCbJoqJ877Y0Re0pBYKqZ%2B6FxAqgogtnKoKxpCdk3Mh2xqhF%2FlmbEWiDuWuauT0TUq8TSK7AlWSWy0NYYHALZaIX90eutmiig7fIRB904lk95W5tIBdp6bnnkZOGRywBUjWh%2F7iNhUC%2BBfq4SNwepmNqrUtoTI78%2Byofv0KqUaAdhHPxwVc10BaGpPiDhErsH%2BYgFWFw2JlOrTrM47X6EIwnhkB9VPqViudaCE1%2F7cNZre%2BXIYUYkvakhZprC66KM8UGsJqlm7sqH0c8CmEgCXekaC1lzFD2eXzfTHllfoRJaRXzmW7l1G1G20vFt4Yk12CwThy0wUz3wifrkryLJSxI4gedNznbGTFaOSlJYuM3XllB1sgIXZW3uztHWjtA0I9TWYejt5fbzuHaaucj5%2BEqC2PKfO7Ff4WVTBtKX1abed5feGy35TeR8E9QUDt0Wol70dDoHJewURalahEmkJPX0YRJJYxKek%2Fbbry8dXtx7s8GVd3NEAiIXyQqxf%2FzTa86skJSRfk0FnUtw%3D,NA,NA,NA,NA,NA,#464615140,Logitech,NA,NA,NA,NA,NA
1026, Parlante Activo (bazooka) 2800w Bluetoot Nordmende Nrd-s1250 ,195,NA,0,NA,18 cuotas,375.38,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/SIEMPRECONESTILO,https://articulo.mercadolibre.com.uy/MLU-452939728-parlante-activo-bazooka-2800w-bluetoot-nordmende-nrd-s1250-_JM,NA,NA,NA,NA,NA,#452939728,Nordmende,NA,NA,NA,NA,NA
1027, Microfono Karaoke De Metal Con Bluetooth Y Parlante ,790,NA,67,932,18 cuotas,43.89,NA,Entrega a acordar con el vendedor,NA,NA,4.8,6,http://perfil.mercadolibre.com.uy/MILENIOMUEBLES,https://articulo.mercadolibre.com.uy/MLU-447969976-microfono-karaoke-de-metal-con-bluetooth-y-parlante-_JM,5,1,0,0,0,#447969976,NA,NA,NA,NA,NA,NA
1028, Parlante Portátil Con Micrófono Con Carro Usb Bluetooth Cont ,2453,NA,0,10,18 cuotas,136.28,NA,Envío a todo el país,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/ELREGALON.COM.UY,https://articulo.mercadolibre.com.uy/MLU-460432285-parlante-portatil-con-microfono-con-carro-usb-bluetooth-cont-_JM,NA,NA,NA,NA,NA,#460432285,NA,NA,NA,NA,NA,NA
1029, Parlante Jbl Charge 4 Inalambrico Bluetooth Negro Nnet ,207,NA,0,999,18 cuotas,398.48,NA,Envío a todo el país,NA,NA,4.8,44,http://perfil.mercadolibre.com.uy/NNET+URUGUAY,https://articulo.mercadolibre.com.uy/MLU-463248018-parlante-jbl-charge-4-inalambrico-bluetooth-negro-nnet-_JM,36,7,0,0,1,#463248018,JBL,Charge 4,30 W,Activo,NA,NA
1030, Parlantes Sony Mhc -v81 - Kanata ,999,NA,0,2,18 cuotas,1.923.07,NA,Envío a todo el país,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/KANATAJUEGUETERIA,https://articulo.mercadolibre.com.uy/MLU-456224021-parlantes-sony-mhc-v81-kanata-_JM,NA,NA,NA,NA,NA,#456224021,Sony,NA,NA,NA,NA,NA
1031, Parlante Activo - Pk-25bat - Punktal - Nuevo - Netpc ,198,NA,0,10,18 cuotas,381.15,NA,Envío a todo el país,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/NETPC+URUGUAY,https://articulo.mercadolibre.com.uy/MLU-464214107-parlante-activo-pk-25bat-punktal-nuevo-netpc-_JM,NA,NA,NA,NA,NA,#464214107,Punktal,PK-25BAT,NA,NA,NA,NA
1032, Parlante Activo Recargable Ailiang Uf 3512 Dt Usb Bluetooth ,59,NA,0,20,18 cuotas,113.57,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/TIO+JUAMPA,https://articulo.mercadolibre.com.uy/MLU-456420578-parlante-activo-recargable-ailiang-uf-3512-dt-usb-bluetooth-_JM,NA,NA,NA,NA,NA,#456420578,AiLiang,NA,NA,NA,NA,Entrada para Micrófono
1033, Parlante Activo Recargable Ailiang Uf 3532 Dt Usb Bluetooth ,62,NA,0,20,18 cuotas,119.35,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/TIO+JUAMPA,https://articulo.mercadolibre.com.uy/MLU-456420624-parlante-activo-recargable-ailiang-uf-3532-dt-usb-bluetooth-_JM,NA,NA,NA,NA,NA,#456420624,AiLiang,NA,NA,NA,NA,Entrada para Micrófono
1034, Parlante Sony Mhcv71 Luces Fiesta Karaoke Bluetooth Guitarra ,31535,NA,0,5,18 cuotas,1.751.94,NA,Envío gratis a todo el país,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/JAKERS+URUGUAY,https://articulo.mercadolibre.com.uy/MLU-463192436-parlante-sony-mhcv71-luces-fiesta-karaoke-bluetooth-guitarra-_JM,NA,NA,NA,NA,NA,#463192436,Sony,NA,NA,NA,NA,NA
1035, Parlante Portatil Jbl Flip 4 Bluetooth Gris ,149,NA,0,6,18 cuotas,286.82,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/TECSYS+ML,https://articulo.mercadolibre.com.uy/MLU-451745722-parlante-portatil-jbl-flip-4-bluetooth-gris-_JM,NA,NA,NA,NA,NA,#451745722,JBL,Altavoces,16 W,Activo,515 g,NA
1036, Parlante Portable Punktal Bluetooth/aux Pk-bt92 ,20,NA,2,NA,18 cuotas,38.50,NA,Envío a todo el país,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/LACOMPRAOK,https://articulo.mercadolibre.com.uy/MLU-448697465-parlante-portable-punktal-bluetoothaux-pk-bt92-_JM,NA,NA,NA,NA,NA,#448697465,Punktal,Generico,NA,NA,NA,NA
1037, Sistema De Parlantes Profesional Activo 38000w Pmpo Xt88-2 ,22150,NA,0,9,18 cuotas,1.230.56,NA,Envío a todo el país,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/COMPRALO_HOY01,https://articulo.mercadolibre.com.uy/MLU-450307656-sistema-de-parlantes-profesional-activo-38000w-pmpo-xt88-2-_JM,NA,NA,NA,NA,NA,#450307656,Xion,Generico,NA,NA,NA,NA
1038, Parlante Portátil Bluetooth Con Luces Pulsation 3 ,1100,NA,1,19,18 cuotas,61.11,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/MOCAIMPORTACIONES,https://articulo.mercadolibre.com.uy/MLU-457257698-parlante-portatil-bluetooth-con-luces-pulsation-3-_JM,NA,NA,NA,NA,NA,#457257698,NA,NA,NA,NA,NA,NA
1039, Parlante Con Bluetooth Emoji Corazón - Mosca ,20,NA,1,7,18 cuotas,38.50,NA,Envío a todo el país,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/MOSCAHNOSSAMOSCAHNOSSA?brandId=330,https://articulo.mercadolibre.com.uy/MLU-457970931-parlante-con-bluetooth-emoji-corazon-mosca-_JM,NA,NA,NA,NA,NA,#457970931,NA,NA,NA,NA,NA,NA
1040, Microfono Con Parlante Karaoke Bluetooth O Auxiliar ,1190,NA,2,8,18 cuotas,66.11,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/MICOMPRAONLINES,https://articulo.mercadolibre.com.uy/MLU-455219837-microfono-con-parlante-karaoke-bluetooth-o-auxiliar-_JM,NA,NA,NA,NA,NA,#455219837,NA,NA,NA,NA,NA,NA
1041, Parlante Jbl Go 2 Recargable Portatil Bluetooth Gris Nnet ,1739,NA,0,999,18 cuotas,96.61,NA,Envío a todo el país,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/NNET+URUGUAY,https://articulo.mercadolibre.com.uy/MLU-461461229-parlante-jbl-go-2-recargable-portatil-bluetooth-gris-nnet-_JM,NA,NA,NA,NA,NA,#461461229,JBL,NA,NA,NA,NA,NA
1042, Portatil Parlante Speaker Bluetooth Portable Xiaomi Audio ® ,75,NA,0,1000,18 cuotas,144.89,NA,Envío a todo el país,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/TECNOCELL.UY,https://click1.mercadolibre.com.uy/mclics/clicks/external/MLU/count?a=K16H4dXObgvN6lxB0v%2Bu89LgWDSN5H4MwQ0mVwnyGkv7Rkh8fO2ZE%2B%2Fo2nFJJ5G6tPI2bAIvMYRTklVWnGtswqxpKRylBDgKtZNSQjFiMwBeRY48qeRlkadbkZ5p70TJYYLT3wxc7fP6Funh%2FSrFbBxcBWpAjOAVvNw41oBq%2BInLs%2FsBTGszpK58iJDYglp2UcOgpTLJAbwaSMJ1CRo4O4sRHE0TuftmJbXMy8u9ejVctUbb6TyK3tjM%2BF5spBQVy6ZT9K1om5gImbG0zTeQAnY2d0F2e9WxYXoBd9R7wfrfA4O7y6Y1zccT25TLFqcZeY4xoVvK2l7JKvBdJckzBk0CxJNqqTTgptcsF0gTrEMjy%2FqimWQdB0telN8RKj0FPOXhnozIGxNPtxljH7W7darzOnqfXSMqp7AghQu%2FlMIEzHxBwosTd5O%2BcoeAxMZSNg3E1n1QpAuw1gEsBm4wSPZ0dVdIFG2frTaRod7UeSsj7JBvArm%2Fgpa0oUk2U%2Fvx9f9xgN98X9j3SLuctQPp3CKyrbWy1WAkBQLcGckx3912aFsiGYrOPrKPyJneV6kP%2FDJF4wwKg2XNdj0o83XdC1FPM%2BNAjYjYUC1%2BuKFS6B%2BOmObLbib6oxQRltH6md7g%2BTyYaCr0RBmH2StYfRStC4wUpgGtKJ1IVvGFlso1MPb7oFKtm1Az%2BT1zu677LhbRljeVYM2eB0Z0AJUzD%2FWec1lppJljJn%2BkjlLPPd3M4NDtU9ReVNAoHTccTNxXrCBPUkCbUA0m17tNUqjVQzOXQqgIj37k0eg6ulbUJmYiAche8HpXm7usA8pwtcohySjtusu4eYp7%2FUoxbzuXO1ZuLOmnu0JQk3oM2ilShUulGUxdrsgYFMZe%2FsGeXNXdaOKIN%2Fj%2BxqMqLBKAnLfJn2DI8veuMcHdshRHKpaeuK7SeKgv9Py9JCQ0vdMLt90A%2BPuE2o5qeL8azubDWC2SZ9b6AsleEhlWpA6ERsYRYwOaAdKEBqmzYa1VwY1%2FqGGUE6%2FuFIU7aEGHwf7HjBQ2l0ix3KHFL2KBaI%2FfjvMJVO0ahfpld6X9zUfUK442nU51I2QK6mCyxDNzPM0Tjacll19kqw1m%2BPffBSKTYpqc6seQkhlfRO2LnfYGC1vqcFvYKzLo0kajjAvoiXhd4S91xyOwZ1dgNIVptKJdUKSOs2ugmCHZOyV8QKF4VUri1FXncqI1Tkw7tZ5dDiSy6V6rFris2ubWfDxnV00JdEpWy87Busm5doaU9RezWpg4QjQK3owfPsU18rDwQTvGQ%2FcytzQTSfVa42bZAQ2LktcEs0KbEujyR6KkSBXVXNEPwL7Hj9eVnKjq8e%2FWsYnv5vBzyJdDwbPHQBGP7VDKOHHWIqyvNqhh7bJMtrbLL6Y6dc7dKJE%2F0t3ELcF5o59WQUandmGpq603F66KuJaM3XdO3X4mGWkyIhZfg4omKs8lV%2BK4ZxXa%2BrNAnflrT28KufC5F5yH9DjopTRJL4%2BqfRn5rEgUrsr7ew%2F%2BkATQclgbBHXxTWVhnHEC2vUxTRnaLgudtt5dV%2BqV9WiTw10AXQ%2BknE7jbCpQ0HyyYylpfeP0O4gdUbGMCPpTK%2FYSAvMAP2XMgEaOW2SDZlH9HEOxI5yqfPWifGz2a%2BAdfderH5xJfF63Hotb0DPrwinaHuza139Trtg5eVwL0TyChfCxVQAAKgdB0RzQcslHytA%3D,NA,NA,NA,NA,NA,#464831305,Xiaomi,NA,NA,NA,270 g,USB
1043, Parlante Portátil Bluetooth Klip Xtreme Celular iPhone Febo ,890,NA,3,99996,18 cuotas,49.44,NA,Envío a todo el país,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/FEBOUY,https://articulo.mercadolibre.com.uy/MLU-445174123-parlante-portatil-bluetooth-klip-xtreme-celular-iphone-febo-_JM,NA,NA,NA,NA,NA,#445174123,Xtreme,NA,6 W,NA,8.8 oz,NA
1044, Sistema De Parlantes Profesional Activo 15000w Pmpo Xt150 ,13999,NA,0,4,18 cuotas,777.72,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/TU-OFERTA,https://articulo.mercadolibre.com.uy/MLU-454697628-sistema-de-parlantes-profesional-activo-15000w-pmpo-xt150-_JM,NA,NA,NA,NA,NA,#454697628,Xion,Generico,NA,NA,NA,NA
1045, Parlante Activo Pk-25bat Punktal Mi Casa ,218,NA,1,5,18 cuotas,419.65,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/MICASA+S.A,https://articulo.mercadolibre.com.uy/MLU-448315653-parlante-activo-pk-25bat-punktal-mi-casa-_JM,NA,NA,NA,NA,NA,#448315653,Punktal,NA,NA,NA,NA,NA
1046, Parlante Bluetooth ,490,NA,0,12,18 cuotas,27.22,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/MI+-COMPRA,https://articulo.mercadolibre.com.uy/MLU-454741039-parlante-bluetooth-_JM,NA,NA,NA,NA,NA,#454741039,NA,NA,NA,NA,NA,NA
1047, Parlante 2.0 Bluetooth Tienda Oficial Thonet & Vander Kürbis ,245,NA,0,13,18 cuotas,471.62,NA,Envío gratis a todo el país,NA,NA,4.7,15,http://perfil.mercadolibre.com.uy/LEAMAUSRL,https://articulo.mercadolibre.com.uy/MLU-463824129-parlante-20-bluetooth-tienda-oficial-thonet-vander-kurbis-_JM,12,1,2,0,0,#463824129,Thonet & Vander,Kürbis Bluetooth,NA,NA,NA,NA
1048, Parlante Jbl Go2 Circuit ,1404,NA,0,20,18 cuotas,78.00,NA,Envío a todo el país,NA,NA,4.8,214,http://perfil.mercadolibre.com.uy/CIRCUIT+OFERTAS,https://articulo.mercadolibre.com.uy/MLU-461781935-parlante-jbl-go2-circuit-_JM,181,29,2,2,0,#461781935,JBL,GO 2,3 W,Activo,184 g,NA
1049, Parlantes Portatiles Bluetooth Ledstar S22r Fm Mp3 Futuro21 ,35,NA,5,10,18 cuotas,67.38,NA,Envío a todo el país,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/FUTUROXXI+DIMM,https://articulo.mercadolibre.com.uy/MLU-455923936-parlantes-portatiles-bluetooth-ledstar-s22r-fm-mp3-futuro21-_JM,NA,NA,NA,NA,NA,#455923936,Xion,NA,NA,NA,NA,NA
1050, Radio Y Parlante Mk 113 Bt Retro Simil Spica Bluetooth Am/fm ,50,NA,3,17,18 cuotas,96.25,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/TIO+JUAMPA,https://articulo.mercadolibre.com.uy/MLU-455606061-radio-y-parlante-mk-113-bt-retro-simil-spica-bluetooth-amfm-_JM,NA,NA,NA,NA,NA,#455606061,Spica,NA,NA,NA,NA,NA
1051, Parlante Jam Zero Chill Bluetooth Portátil Potencia Febo ,3150,NA,2,99974,18 cuotas,175.00,NA,Envío a todo el país,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/FEBOUY,https://articulo.mercadolibre.com.uy/MLU-456689770-parlante-jam-zero-chill-bluetooth-portatil-potencia-febo-_JM,NA,NA,NA,NA,NA,#456689770,NA,NA,NA,NA,1.5 lb,NA
1052, Parlante Inteligente Echo Dot Amazon - Nuevo - Netpc ,52,NA,0,22,18 cuotas,100.10,NA,Envío a todo el país,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/NETPC+URUGUAY,https://articulo.mercadolibre.com.uy/MLU-464677010-parlante-inteligente-echo-dot-amazon-nuevo-netpc-_JM,NA,NA,NA,NA,NA,#464677010,Amazon,AMZECHOD2,NA,NA,163 g,NA
1053, Parlante Activo Punktal 6000w Pmpo 550w Rms Dcshop ,171,NA,0,99,18 cuotas,330.50,NA,Envío gratis a todo el país,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/DCSHOPCOMUY,https://articulo.mercadolibre.com.uy/MLU-463062507-parlante-activo-punktal-6000w-pmpo-550w-rms-dcshop-_JM,NA,NA,NA,NA,NA,#463062507,Punktal,NA,NA,NA,NA,NA
1054, Parlante Portatil Jbl Go2 Bluetooth Verde ,1899,NA,0,5,18 cuotas,105.50,NA,Envío a todo el país,NA,NA,4.8,214,http://perfil.mercadolibre.com.uy/COMPRALO_HOY01,https://articulo.mercadolibre.com.uy/MLU-462570855-parlante-portatil-jbl-go2-bluetooth-verde-_JM,181,29,2,2,0,#462570855,JBL,GO 2,3 W,Activo,184 g,NA
1055, Parlante Activo 2x 12 20000w (pmpo) Nordmende Nrd-s488 ,369,NA,0,NA,18 cuotas,710.32,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/SIEMPRECONESTILO,https://articulo.mercadolibre.com.uy/MLU-452983937-parlante-activo-2x-12-20000w-pmpo-nordmende-nrd-s488-_JM,NA,NA,NA,NA,NA,#452983937,Nordmende,NA,NA,NA,NA,NA
1056, Parlante Sharp Gx-bt7 Bluetooth Usb Nfc 20w Rms Aux ,165,NA,2,NA,18 cuotas,317.62,NA,Envío a todo el país,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/INFINITTECHNOLOGY,https://articulo.mercadolibre.com.uy/MLU-445752215-parlante-sharp-gx-bt7-bluetooth-usb-nfc-20w-rms-aux-_JM,NA,NA,NA,NA,NA,#445752215,NA,NA,NA,NA,NA,NA
1057, Parlante Bose / Soundlink Revolve Plus/ Portable / Bluetooth ,459,NA,0,NA,18 cuotas,883.58,NA,Envío a todo el país,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/PROMUSICA+URUGUAY,https://articulo.mercadolibre.com.uy/MLU-462346483-parlante-bose-soundlink-revolve-plus-portable-bluetooth-_JM,NA,NA,NA,NA,NA,#462346483,NA,NA,NA,NA,NA,NA
1058, Parlante Portatil Xion Bluetooth Usb Sd Sd70bt Pa-pa ,39,NA,0,99999,18 cuotas,75.07,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/FERRESERVI+PASO,https://articulo.mercadolibre.com.uy/MLU-456715175-parlante-portatil-xion-bluetooth-usb-sd-sd70bt-pa-pa-_JM,NA,NA,NA,NA,NA,#456715175,Xion,NA,NA,NA,NA,Entrada para Micrófono
1059, Patineta Electrca Batería Samsung Parlante Bluetooth ,7990,NA,121,8,18 cuotas,443.89,NA,Envío gratis a todo el país,NA,NA,4.3,8,http://perfil.mercadolibre.com.uy/URUGUAYKIDS,https://articulo.mercadolibre.com.uy/MLU-444647689-patineta-electrca-bateria-samsung-parlante-bluetooth-_JM,5,2,0,0,1,#444647689,NA,NA,NA,NA,NA,NA
