search_position,name,curr_price,orig_price,num_sold,in_stock,num_installments,amt_installments,arrival_time,shipping,free_return,free_return_info,review_avg,num_reviews,seller_link,product_link,five_star,four_star,three_star,two_star,one_star,item_id,Marca,Modelo,Potencia de salida (RMS),Tipos de filtros del parlante
23, Parlante Activo A Bateria Mpa200bt Bluetooth + Envio ,1599,NA,2,98,NA,NA,NA,Envío gratis a todo el país,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/SOUNDA+E.I.R.L,https://articulo.mercadolibre.com.pe/MPE-435495287-parlante-activo-a-bateria-mpa200bt-bluetooth-envio-_JM,NA,NA,NA,NA,NA,#435495287,NA,NA,NA,NA
24, Jbl Go 2 Parlante Bluetooth Portatil Acuatico Ipx7 Original ,109,139,9,44,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,4.8,14,http://perfil.mercadolibre.com.pe/FULL+NOVEDADES-,https://articulo.mercadolibre.com.pe/MPE-434444185-jbl-go-2-parlante-bluetooth-portatil-acuatico-ipx7-original-_JM,12,1,1,0,0,#434444185,JBL,GO 2,3.1 W,Activo
25, Parlante Sony Bluetooth Extra Bass Inalámbrico Xb41 (negro) ,549,NA,18,3,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,4,1,http://perfil.mercadolibre.com.pe/SONYPERUSRL?brandId=25,https://articulo.mercadolibre.com.pe/MPE-431904355-parlante-sony-bluetooth-extra-bass-inalambrico-xb41-negro-_JM,0,1,0,0,0,#431904355,Sony,NA,NA,NA
26, Parlante Karaoke Bluetooth + Microfono Y Entrada Guitarra ,120,NA,3,97,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/CIBERVENTAS4000,https://articulo.mercadolibre.com.pe/MPE-431844087-parlante-karaoke-bluetooth-microfono-y-entrada-guitarra-_JM,NA,NA,NA,NA,NA,#431844087,NA,NA,NA,NA
27, Parlante Sony Bluetooth Extra Bass Inalámbrico Xb31 (negro) ,369,499,13,5,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,5,2,http://perfil.mercadolibre.com.pe/SONYPERUSRL?brandId=25,https://articulo.mercadolibre.com.pe/MPE-431904511-parlante-sony-bluetooth-extra-bass-inalambrico-xb31-negro-_JM,2,0,0,0,0,#431904511,Sony,NA,NA,NA
28, Parlante Acuatico Bluetooth Manos Libres Microfono Ducha ,24,NA,47,53,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,4.3,4,http://perfil.mercadolibre.com.pe/SANTOFA+E.I.R.L,https://articulo.mercadolibre.com.pe/MPE-421447296-parlante-acuatico-bluetooth-manos-libres-microfono-ducha-_JM,3,0,0,1,0,#421447296,NA,NA,NA,NA
29, Parlante Bluetooth Klip Xtreme Kws-602wh Altavoz Acuatico ,59,NA,3,2,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/PERU_DE_SHOPPING,https://articulo.mercadolibre.com.pe/MPE-421807319-parlante-bluetooth-klip-xtreme-kws-602wh-altavoz-acuatico-_JM,NA,NA,NA,NA,NA,#421807319,NA,NA,NA,NA
30, Parlante Sony Bluetooth Extra Bass Ip67 Acuatico Xb12 ,189,NA,4,11,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/FULL+NOVEDADES-,https://articulo.mercadolibre.com.pe/MPE-434444306-parlante-sony-bluetooth-extra-bass-ip67-acuatico-xb12-_JM,NA,NA,NA,NA,NA,#434444306,Sony,XB12,NA,NA
31, Parlante Bose Soundlink Revolve Original Bluetooth 12 Hrs ,789,931,3,97,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/TECHNOW+1,https://articulo.mercadolibre.com.pe/MPE-435615350-parlante-bose-soundlink-revolve-original-bluetooth-12-hrs-_JM,NA,NA,NA,NA,NA,#435615350,Bose,Revolve,NA,Activo
32, Parlante Bluetooth Jbl Flip 4 Sellado / Tienda Acuático ,339,NA,5,49,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/APPLEMALLCENTER,https://articulo.mercadolibre.com.pe/MPE-431669846-parlante-bluetooth-jbl-flip-4-sellado-tienda-acuatico-_JM,NA,NA,NA,NA,NA,#431669846,NA,NA,NA,NA
33, Google Home Mini - Masplay ,139,NA,9,9990,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/MASPLAY+PERU,https://articulo.mercadolibre.com.pe/MPE-434654884-google-home-mini-masplay-_JM,NA,NA,NA,NA,NA,#434654884,NA,NA,NA,NA
34, Jbl Charge 3 20w Parlante Bluetooth Acuatico Original ,529,NA,9,994,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/IMANIA.PERU,https://articulo.mercadolibre.com.pe/MPE-429572439-jbl-charge-3-20w-parlante-bluetooth-acuatico-original-_JM,NA,NA,NA,NA,NA,#429572439,JBL,Charge 3,20 W,Pasivo
35, Parlante Portatil Bluetooth Maxtron Zenith 80w Led Ritmico ,130,NA,2,48,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/REYLU+PRODUCTS,https://articulo.mercadolibre.com.pe/MPE-434666116-parlante-portatil-bluetooth-maxtron-zenith-80w-led-ritmico-_JM,NA,NA,NA,NA,NA,#434666116,NA,NA,NA,NA
36, Autoradio Pioneer Dxt-s4069bt Bluetooth + 4 Parlante Pioneer ,569,NA,5,3,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/PERU_DE_SHOPPING,https://articulo.mercadolibre.com.pe/MPE-434645186-autoradio-pioneer-dxt-s4069bt-bluetooth-4-parlante-pioneer-_JM,NA,NA,NA,NA,NA,#434645186,NA,NA,NA,NA
37, Parlante Bluetooth Jbl Flip 4 16w Original Acuatico ,349,NA,5,10,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/IMANIA.PERU,https://articulo.mercadolibre.com.pe/MPE-432749458-parlante-bluetooth-jbl-flip-4-16w-original-acuatico-_JM,NA,NA,NA,NA,NA,#432749458,JBL,Flip 4,NA,NA
38, Parlante Portatil Micronics Sound Master Bluethoot Microfono ,296,NA,1,2,NA,NA,NA,Envío gratis a todo el país,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/REYLU+PRODUCTS,https://articulo.mercadolibre.com.pe/MPE-435201375-parlante-portatil-micronics-sound-master-bluethoot-microfono-_JM,NA,NA,NA,NA,NA,#435201375,NA,NA,NA,NA
39, P Parlante Bluetooth Logitech Ue Megaboom 3 Ip67 ,649,NA,2,1,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/INTECGLOBALPERU,https://articulo.mercadolibre.com.pe/MPE-435567205-p-parlante-bluetooth-logitech-ue-megaboom-3-ip67-_JM,NA,NA,NA,NA,NA,#435567205,Logitech,NA,NA,NA
40, Potente Parlante Recargable Con Bluetooth Usb Sd Cafini ,69,NA,4,96,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/PLAZATECH,https://articulo.mercadolibre.com.pe/MPE-428756009-potente-parlante-recargable-con-bluetooth-usb-sd-cafini-_JM,NA,NA,NA,NA,NA,#428756009,NA,NA,NA,NA
41, Parlante Portatil Altavoz Bluetooth Charge Mini ,39,NA,15,185,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,4,2,http://perfil.mercadolibre.com.pe/PRECIO.PE,https://articulo.mercadolibre.com.pe/MPE-429000664-parlante-portatil-altavoz-bluetooth-charge-mini-_JM,0,2,0,0,0,#429000664,NA,NA,NA,NA
42, Jbl Pulse 3 Parlante Bluetooth Altavoz - Tienda Dlectro ,749,NA,9,91,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/DLECTRO,https://articulo.mercadolibre.com.pe/MPE-433189510-jbl-pulse-3-parlante-bluetooth-altavoz-tienda-dlectro-_JM,NA,NA,NA,NA,NA,#433189510,NA,NA,NA,NA
43, Parlante Jbl Charge 4 Acuatico 30w Bluetooth Portatil Harman ,559,659,2,8,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/FULL+NOVEDADES-,https://articulo.mercadolibre.com.pe/MPE-436114782-parlante-jbl-charge-4-acuatico-30w-bluetooth-portatil-harman-_JM,NA,NA,NA,NA,NA,#436114782,JBL,Charge 4,30 W,Activo
44, Microfono Bluetooth Karaoke Parlanrte Inalambrico Delivery ,99,NA,8,12,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,4,1,http://perfil.mercadolibre.com.pe/IMPORTACIONESMYJASOCIADOS,https://articulo.mercadolibre.com.pe/MPE-434083302-microfono-bluetooth-karaoke-parlanrte-inalambrico-delivery-_JM,0,1,0,0,0,#434083302,NA,NA,NA,NA
45, Parlante Bluetooth Power Bank Usb Radio Fm Aux Sd ,54,NA,4,95,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/SPORTECH+BALHER,https://articulo.mercadolibre.com.pe/MPE-433385771-parlante-bluetooth-power-bank-usb-radio-fm-aux-sd-_JM,NA,NA,NA,NA,NA,#433385771,NA,NA,NA,NA
46, Parlante Bluetooth Radio Usb Halion 8w Manos Libres ,49,NA,16,5,NA,NA,NA,Envío gratis a todo el país,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/OSWALDO+VALVERDE,https://articulo.mercadolibre.com.pe/MPE-432544632-parlante-bluetooth-radio-usb-halion-8w-manos-libres-_JM,NA,NA,NA,NA,NA,#432544632,Halion,HA-S35,30 W,Pasivo
47, Parlante Jbl Charge 4 Bt 100% Original 20horas 30w Acuático ,535,NA,3,17,NA,NA,NA,Envío gratis a todo el país,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/NO2125288,https://articulo.mercadolibre.com.pe/MPE-436598987-parlante-jbl-charge-4-bt-100-original-20horas-30w-acuatico-_JM,NA,NA,NA,NA,NA,#436598987,JBL,Charge 4,30 W,Activo
48, Skullcandy Parlante Bluetooth Acuatico Barricade Mini + Gafa ,179,NA,1,29,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/FULL+NOVEDADES-,https://articulo.mercadolibre.com.pe/MPE-435362133-skullcandy-parlante-bluetooth-acuatico-barricade-mini-gafa-_JM,NA,NA,NA,NA,NA,#435362133,NA,NA,NA,NA
49, Parlante True Wireless Soundcore Motion B ,139,199,16,6,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,5,2,http://perfil.mercadolibre.com.pe/ANKER+PERU?brandId=144,https://articulo.mercadolibre.com.pe/MPE-434836116-parlante-true-wireless-soundcore-motion-b-_JM,2,0,0,0,0,#434836116,NA,NA,NA,NA
50, Oferta! Pk08 Parlante Karaoke Bluetooth Radio Fm 8 Pulgadas ,169,NA,17,94,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,5,1,http://perfil.mercadolibre.com.pe/VELBRO+PERU,https://articulo.mercadolibre.com.pe/MPE-433317574-oferta-pk08-parlante-karaoke-bluetooth-radio-fm-8-pulgadas-_JM,1,0,0,0,0,#433317574,NA,NA,NA,NA
51, Parlante Bluetooth® Inalámbrico Portátil - Seisa ,59,NA,213,66,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/TODATECNOLOGIAPERU.COM.,https://articulo.mercadolibre.com.pe/MPE-426675372-parlante-bluetooth-inalambrico-portatil-seisa-_JM,NA,NA,NA,NA,NA,#426675372,NA,NA,NA,NA
52, Parlante Tv Soundbar Infini Mini ,299,NA,4,NA,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/ANKER+PERU?brandId=144,https://articulo.mercadolibre.com.pe/MPE-434547085-parlante-tv-soundbar-infini-mini-_JM,NA,NA,NA,NA,NA,#434547085,NA,NA,NA,NA
53, Google Home Asistente Parlante Bluetooth Español - Masplay ,489,NA,2,997,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/MASPLAY+PERU,https://articulo.mercadolibre.com.pe/MPE-435415850-google-home-asistente-parlante-bluetooth-espanol-masplay-_JM,NA,NA,NA,NA,NA,#435415850,NA,NA,NA,NA
54, Parlante Altavoz Speaker Bluetooth Honguito Colores Latino ,35,NA,4,22,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/LATINO.,https://articulo.mercadolibre.com.pe/MPE-426527385-parlante-altavoz-speaker-bluetooth-honguito-colores-latino-_JM,NA,NA,NA,NA,NA,#426527385,NA,NA,NA,NA
55, Parlante Activo Bluetooth 12 Pulgadas +microfono Inalambrico ,395,NA,4,96,NA,NA,NA,Envío gratis a todo el país,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/INNOVA+LEDS,https://articulo.mercadolibre.com.pe/MPE-428023951-parlante-activo-bluetooth-12-pulgadas-microfono-inalambrico-_JM,NA,NA,NA,NA,NA,#428023951,NA,NA,NA,NA
56," Parlante Tronsmart Element Mega 40w,.bluetooth 4.2, Nfc ",215,NA,11,3,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,5,1,http://perfil.mercadolibre.com.pe/FLOYDTEC.,https://articulo.mercadolibre.com.pe/MPE-421964989-parlante-tronsmart-element-mega-40wbluetooth-42-nfc-_JM,1,0,0,0,0,#421964989,Tronsmart,Element Mega,40 W,Activo
57, Parlante Tronsmart T6 Plus Bluetooth 40w Power Bank ,315,NA,1,6,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/ANDREUS+STORE,https://articulo.mercadolibre.com.pe/MPE-436501908-parlante-tronsmart-t6-plus-bluetooth-40w-power-bank-_JM,NA,NA,NA,NA,NA,#436501908,NA,NA,NA,NA
58, Parlante Micronics Jazz 1 70w Bluetooth Radio Usb Sd -negro ,159,NA,4,6,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/KOBYINVERSIONESSAC,https://articulo.mercadolibre.com.pe/MPE-431001610-parlante-micronics-jazz-1-70w-bluetooth-radio-usb-sd-negro-_JM,NA,NA,NA,NA,NA,#431001610,NA,NA,NA,NA
59, Parlante 2.1 Cybertel Para Pc Newton - Cyb S1000bt - Negro ,69,NA,8,4,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/OSWALDO+VALVERDE,https://articulo.mercadolibre.com.pe/MPE-433420666-parlante-21-cybertel-para-pc-newton-cyb-s1000bt-negro-_JM,NA,NA,NA,NA,NA,#433420666,NA,NA,NA,NA
60, Parlante Bluetooth Xm6 Radio Fm Puerto Usb Puerto Microsd ,79,NA,4,46,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/DIGITAL-PERU,https://articulo.mercadolibre.com.pe/MPE-431306432-parlante-bluetooth-xm6-radio-fm-puerto-usb-puerto-microsd-_JM,NA,NA,NA,NA,NA,#431306432,NA,NA,NA,NA
61, Parlante Cafini Bluetooh Recargable Con Migrofono Vincha Isc ,59,NA,9,8,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/INNOVASYSTEMCORP,https://articulo.mercadolibre.com.pe/MPE-432430252-parlante-cafini-bluetooh-recargable-con-migrofono-vincha-isc-_JM,NA,NA,NA,NA,NA,#432430252,Cafini,ISC,NA,NA
62, Parlante Portatil Bluetooth Recargable 8 Pulgadas + Pedestal ,285,NA,8,95,NA,NA,NA,Envío gratis a todo el país,NA,NA,4,1,http://perfil.mercadolibre.com.pe/INNOVA+LEDS,https://articulo.mercadolibre.com.pe/MPE-425798995-parlante-portatil-bluetooth-recargable-8-pulgadas-pedestal-_JM,0,1,0,0,0,#425798995,NA,NA,NA,NA
63, Parlante Bluetooth Portatil Inalambrico Seisa S2025 Radio Fm ,65,NA,1,9,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/SEISA+TECNOLOGIES,https://articulo.mercadolibre.com.pe/MPE-436147832-parlante-bluetooth-portatil-inalambrico-seisa-s2025-radio-fm-_JM,NA,NA,NA,NA,NA,#436147832,NA,NA,NA,NA
64, Jbl Flip 4 Nuevos Originales ,344,NA,4,6,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,4.8,9,http://perfil.mercadolibre.com.pe/DISTRIBUIDORA+DACSA,https://articulo.mercadolibre.com.pe/MPE-431754808-jbl-flip-4-nuevos-originales-_JM,7,2,0,0,0,#431754808,JBL,Flip 4,16 W,Activo
65, Minicomponente Panasonic Bluetooth Sc-ua3pu-k 300w One Box ,469,NA,3,NA,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/PERU_DE_SHOPPING,https://articulo.mercadolibre.com.pe/MPE-426399387-minicomponente-panasonic-bluetooth-sc-ua3pu-k-300w-one-box-_JM,NA,NA,NA,NA,NA,#426399387,Panasonic,NA,NA,NA
66, Parlante Bluetooth Xiaomi Mi Rabbit Mdz-20-da Delivery Peru ,105,NA,1,868,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/DIGITAL-PERU,https://articulo.mercadolibre.com.pe/MPE-433174796-parlante-bluetooth-xiaomi-mi-rabbit-mdz-20-da-delivery-peru-_JM,NA,NA,NA,NA,NA,#433174796,NA,NA,NA,NA
67, Amazon Echo Dot 3ra Gen Español Alexa Tienda En San Isidro ,238,NA,16,11,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,4,1,http://perfil.mercadolibre.com.pe/DIGITALZ+PERU,https://articulo.mercadolibre.com.pe/MPE-434754150-amazon-echo-dot-3ra-gen-espanol-alexa-tienda-en-san-isidro-_JM,0,1,0,0,0,#434754150,Amazon,NA,NA,NA
