search_position,name,curr_price,orig_price,num_sold,in_stock,num_installments,amt_installments,arrival_time,shipping,free_return,free_return_info,review_avg,num_reviews,seller_link,product_link,five_star,four_star,three_star,two_star,one_star,item_id,color,Tipo,Marca,Modelo,Tipo de casco,Línea,Edad,Género,Tipo de visor,Materiales del interior,Materiales del exterior
71, Casco Moto Cross Thor Sector Covert ,295,NA,0,3,18 cuotas,582.13,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/AMERICANDREAM+URUGUAY,https://click1.mercadolibre.com.uy/mclics/clicks/external/MLU/count?a=bYOsDuJ%2BUo9AbTk0PFG%2BRLWDEPJVwqZAFvmsKY8JSXy9nK4xmniz%2BPWHff2fyxtdc27u52jR9yUocIMkA9s0M%2FH%2F4%2Bt6jRfsDhAa9RtIk3HRYQfv7xVC9xYsuv%2Fn6O6vEiSEpxmiUUC%2FK52n341p%2BcKiTiB5UQJLmLuNt%2Bd5zDwJz69xDzppPpHnnVkBnu%2BakvMPGvL4hmR1YOBd3fBjbQo98N8CuS771Au6%2BOpdIF%2BQ5P%2FlZ0vRF4f0HFFO%2BSK41zzmFmanebfK0xaoGD5aIEEYz78xmJyyuKaqS3MLXXitmzgWJ3ZyaoDfsN%2BI9BJ%2BlJfKaliSIQZrlq2ViI98viRNiENzfhdnf5yjlS5jMR6RBgqO%2FxqTeQoqOlzUNJlCz4ZcoI94DnzGesJrkBd2AlOb6hiQ0agJAxkpLqqlmYqcnfgW5DCpPVz2ndIZBinMyQ2IWveiQq%2FFo%2FdBqTWN82LEJjDPFx0Jwqbwdi3zQh28srUg%2B37%2Fj8FgEadz3kUoNlhzB61i3Hn1YO4aKl4odrbar%2BVkmIbit3vyqdNx93JdPpCLNhTgBleMLwktxYHDOZOdA4hh2ofB5pj9tueFp8y4cbFQc4RSFLrDco%2Bhc3d%2BYrs12ffDAFY1ETw%2F6QAT8M4k1QNYMpAG9xnilz3ByrnT9sZ2JCzZeYQPFxHCXCK8gI7ga2bOEaaEpDRmuK5gKnr70jGaA2fqGOPGFeSpRc6DVZLWce1jYD%2F7ajS59vVpqlP6vxICLfu%2FYNwdw32H8XcALfarrRc2TpDRiaM3BGjhJgK9rCiQVTloOl8%2FgdNK7BZT%2FH6hsj2I%2BIJymkXcP%2BmydxBTS6Ywjml0HICKF9MvvBzCUtkkvTw54CH2A5MEwWdodhVBaocuOKeSz%2Be%2BsWvyvEBZKKNLB6tcnb1g239pd7GfQMX33y7siBy4nX6Vzq6jDv%2BRIj9Qzmlpcl4jaaHdpsPMf6a%2Fef0nUawqNjcWl%2BHRjlUe2mxp9Pl0lkEJGknS%2BGP8HYiOX2A4B1GblOaa7Ypq9H8iQIx3cW%2BO711U93T2%2Fmkjs5mBttVCmBNg45Bi5m%2Bn4YM7A%2F2e6bAaZfWZlVQRA5GSYnlt9yjsE2q098TBOw%2Fd6oqJhDQQVyM2U5%2FVBSryqRcBo50MtcNp2zOba9bnTeAixEEg1JEIbuJXkSS45kRizmE%2FjmJwOt0Cq7WMuHeu1PSXQMhkoc5nikEKQTE4sP956oZvSKE7ylztsAWuPIZVTmQRC0ZfNPQ4zdMKqN18FUUp4Umqe2qIPWRmfCnAvNZ1teNZhDEeRAKU%2B9Wq09WaknJ%2B3ovo%2B%2F6DyZCNPMXmQqOEpzTovsV01ZC%2B6AXW9IjKDHghjXTcVIe5GSQJAEl3kFP3tiVbvSMHae29B7B1zDD9b4uRaDJt9oeNNOTq3mxzwMiqJAaRBHNwKHcJbUn1z0g%2Bwea2HnkQRi6Y6%2BDiCO%2FcnokLgPb8iFjlB5At8eLBOZeNIkjxEi%2FWGRLk%2FoMG%2FBToCvZ2j285ecejcUXhD%2Ba2I4nyoYg1HlBoDl6VgThhzvUJxVWNEgeok6FMBuPzt9XdHLT%2FYYSo%2BBpXZEA3WCRSXbAJXO%2BpHXV%2Bu4txffLGyiPo57RZDE%2Fa38hVZHYN%2FVily8MPlfGsukxO8qllsdCF,NA,NA,NA,NA,NA,#454965472,NA,Cross,Thor,NA,NA,Sector,NA,NA,NA,NA,NA
72, Cascos Motos Hjc Cs-15 Integral Liso Negro Brillo ,3950,NA,1,5,18 cuotas,219.44,NA,Envío a todo el país,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/MOTO_TORRE,https://articulo.mercadolibre.com.uy/MLU-460422561-cascos-motos-hjc-cs-15-integral-liso-negro-brillo-_JM,NA,NA,NA,NA,NA,#460422561,NA,Integral,HJC,NA,NA,CS-15,NA,NA,NA,NA,NA
73, Visor Casco Moto Hjc Hj-09 Claro Cs-15 Cl-st Cl-17 ,29,NA,9,31,18 cuotas,57.23,NA,Envío a todo el país,NA,NA,5,2,http://perfil.mercadolibre.com.uy/MOTO_TORRE,https://articulo.mercadolibre.com.uy/MLU-449890138-visor-casco-moto-hjc-hj-09-claro-cs-15-cl-st-cl-17-_JM,2,0,0,0,0,#449890138,NA,Integral,HJC,NA,NA,NA,NA,NA,NA,NA,NA
74, Casco Moto Hjc Is-33 Negro Mate Lentes Integrados ,159,NA,4,2,18 cuotas,313.76,NA,Envío a todo el país,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/MOTO_TORRE,https://articulo.mercadolibre.com.uy/MLU-449739180-casco-moto-hjc-is-33-negro-mate-lentes-integrados-_JM,NA,NA,NA,NA,NA,#449739180,NA,NA,HJC,NA,NA,IS-33,NA,NA,NA,NA,NA
75, Cascos Abiertos Para Motos / Mt Le Mans Sv Hardcore ,119,NA,1,5,18 cuotas,234.83,NA,Envío a todo el país,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/URURACER,https://articulo.mercadolibre.com.uy/MLU-464578011-cascos-abiertos-para-motos-mt-le-mans-sv-hardcore-_JM?searchVariation=39823193641,NA,NA,NA,NA,NA,#464578011,Gris,NA,MT,Le mans sv,Abierto,NA,Adultos,Unisex,Doble,Poliestireno,Resina
76," Casco Mt Integral Stinger Gris, Rojo, Amarillo ",86,NA,2,8,18 cuotas,169.71,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/RUBIBIKES,https://articulo.mercadolibre.com.uy/MLU-456689628-casco-mt-integral-stinger-gris-rojo-amarillo-_JM,NA,NA,NA,NA,NA,#456689628,"gris, rojo, amarillo",NA,MT,Stinger,Integral,NA,NA,NA,NA,NA,NA
77, Casco Integral Para Moto Vento Gráficos En Rojo ,1290,NA,2,8,18 cuotas,71.67,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/GKMOTOS,https://articulo.mercadolibre.com.uy/MLU-459777779-casco-integral-para-moto-vento-graficos-en-rojo-_JM,NA,NA,NA,NA,NA,#459777779,NA,NA,Vento,NA,Integral,NA,NA,NA,NA,NA,NA
78, Cascos Para Motos / Mt Helmets Stinger / Divided Gris ,86,NA,2,99,18 cuotas,169.71,NA,Envío a todo el país,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/URURACER,https://articulo.mercadolibre.com.uy/MLU-456453433-cascos-para-motos-mt-helmets-stinger-divided-gris-_JM,NA,NA,NA,NA,NA,#456453433,NA,NA,MT Helmets,Stinger,Integral,Divided,Adultos,Unisex,Simple,Poliestireno,Resina
79, Cascos Para Motos / Mt Helmets Stinger / Brave Naranja ,86,NA,1,72,18 cuotas,169.71,NA,Envío a todo el país,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/URURACER,https://articulo.mercadolibre.com.uy/MLU-463059872-cascos-para-motos-mt-helmets-stinger-brave-naranja-_JM,NA,NA,NA,NA,NA,#463059872,NA,NA,MT Helmets,Stinger,Integral,Brave,Adultos,Unisex,Simple,Poliestireno,Resina
80, Cascos Para Motos / Mt Helmets Stinger / Brave Amarillo ,86,NA,1,72,18 cuotas,169.71,NA,Envío a todo el país,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/URURACER,https://articulo.mercadolibre.com.uy/MLU-463059818-cascos-para-motos-mt-helmets-stinger-brave-amarillo-_JM,NA,NA,NA,NA,NA,#463059818,NA,NA,MT Helmets,Stinger,Integral,Brave,Adultos,Unisex,Simple,Poliestireno,Resina
81, Casco Ls2 Ff327 Squadron Naranja Fluor Con Lentes ,14033,NA,1,98,18 cuotas,779.61,NA,Envío gratis a todo el país,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/POCHOMOTOSPB,https://articulo.mercadolibre.com.uy/MLU-463468278-casco-ls2-ff327-squadron-naranja-fluor-con-lentes-_JM,NA,NA,NA,NA,NA,#463468278,NA,NA,LS2,NA,Integral,NA,NA,NA,NA,NA,NA
82, Casco Moto Hjc Cs-15 Rafu Mc-1 ,109,NA,2,3,18 cuotas,215.09,NA,Envío a todo el país,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/MOTO_TORRE,https://articulo.mercadolibre.com.uy/MLU-460325396-casco-moto-hjc-cs-15-rafu-mc-1-_JM,NA,NA,NA,NA,NA,#460325396,NA,NA,HJC,Rafu,Integral,CS-15,NA,NA,NA,NA,NA
83, Cascos Para Motos / Mt Helmets Stinger / Affair Verde ,86,NA,1,72,18 cuotas,169.71,NA,Envío a todo el país,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/URURACER,https://articulo.mercadolibre.com.uy/MLU-463419539-cascos-para-motos-mt-helmets-stinger-affair-verde-_JM,NA,NA,NA,NA,NA,#463419539,NA,NA,MT Helmets,Stinger,Integral,Affaire,Adultos,Unisex,Simple,Poliestireno,Resina
84, Casco Hjc Moto Cs-15 Trion Mc-4f Mate ,109,NA,4,2,18 cuotas,215.09,NA,Envío a todo el país,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/MOTO_TORRE,https://articulo.mercadolibre.com.uy/MLU-454979247-casco-hjc-moto-cs-15-trion-mc-4f-mate-_JM,NA,NA,NA,NA,NA,#454979247,NA,NA,HJC,Trion,Integral,CS-15,Adultos,NA,Simple,NA,"po, Policarbonato"
85, Casco Airoh Twist 2019 De Cross Great Red ,279,NA,1,9,18 cuotas,550.56,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/RUBIBIKES,https://articulo.mercadolibre.com.uy/MLU-457117890-casco-airoh-twist-2019-de-cross-great-red-_JM,NA,NA,NA,NA,NA,#457117890,NA,Cross,NA,NA,NA,NA,NA,NA,NA,NA,NA
86, Casco Airoh Cross Twist 2019 Twgr32 Ls2 Agv Acerbis ,279,NA,1,9,18 cuotas,550.56,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/RUBIBIKES,https://articulo.mercadolibre.com.uy/MLU-457116600-casco-airoh-cross-twist-2019-twgr32-ls2-agv-acerbis-_JM,NA,NA,NA,NA,NA,#457116600,NA,Cross,NA,NA,NA,NA,NA,NA,NA,NA,NA
87, Casco Niño Azul Y Rosado ,350,NA,4,96,18 cuotas,19.44,NA,Envío a todo el país,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/MADEINCHINAUY0,https://articulo.mercadolibre.com.uy/MLU-459768058-casco-nino-azul-y-rosado-_JM,NA,NA,NA,NA,NA,#459768058,NA,Integral,NA,NA,NA,NA,NA,NA,NA,NA,NA
88, Casco Moto Cross Thor Sector Hype ,295,NA,0,3,18 cuotas,582.13,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/AMERICANDREAM+URUGUAY,https://click1.mercadolibre.com.uy/mclics/clicks/external/MLU/count?a=XEhAVhifd5LEMec7%2BlnObuobMQSLqk82FqFeuDYz7hti55cQsbv%2Feq8GY0BZYwPoF9zerzWjJvxV7zYLNnM2A%2Fs%2B7PU7J91PQG4fsUVLJR2MtHwBBdApLSR6sYJuZ%2FmwjmrhFlDZ%2B8UukWRUW%2BTfUm3bUwoHZOdQIeQxlIz80NP5rJzNUdJQmp%2Bp1XpDewZZQhJE3h1k%2B3sjKwdBhsyf03fER8yXXqIXrgH%2BTdB6dz1RL4FiWYMnnbZUtegZNl%2FIjH2VF5di%2FKAG3HWEH2cYD6eswV0UDF%2B9XQiRaqEFNzeRq%2BVDcSI26%2FPppnb%2Fz7v6wfffSLP08quezrnW2bkCbm9emFcP2T7YUjt9jyOkcfsUpwKgy%2F6OwQ71VFbPNbBTv3JfF7ggpNLKGPCgnzDRDq6BCJdv1BrT3RUT2zuKjdDQPZm0tav2XHgOdpqs%2F83IpGpMCZEMWi8KvMoBDiA%2BkepeL4c%2FvwxXrDA%2FsQQSKGw7OPgezJzXihYBx81w5go7T2DBElxPwmaSZ7KIvy4u25wxo9ySL3D5xOCg8Mc0RwDzJkQOpxYerdoTktaV8rmai4IKqtF0ao3DvzY2tHhDy0k4GqdFPe1gEofwhasxja3Zr2KhQXjoB28Mu%2FBJtGUkHFqMotUTh0dhPcfLJ2or22QtXoQgHK3s37G9UoS2Nmau8JaV2Gn1Q3ejxph%2FWuvxPrbDnafoeJVi0Uq8IaYaHS07xnZZc2z8B3lvUmn741qADdE1omDY2Z3iyrKqZ9DJtSTNcgnSpcGW8OB%2FDdrwT8yM3phfxl%2BK7dqGPi%2BrBTlfqBkDrZ8O8TiJ0H6Z5hqLbgVo%2BEQaDUtn2Nx%2F6T80H%2FRWzQ%2FsMDf%2FO%2BhncVFLRGbXKEa75bB01KxUzWxeozXYy8j%2FIT5QtD6WdGIaFNhOA63TdTROzGTuNjWNJuu5RFh4dgUm86j1ueOblZT0iwjpTS08s%2F5Se3y9GoLGiFyr1pUZKJcPx5X5lr3z3zBTAerOxSaqY054A77ltGl3ydEcsUejrV%2FF3WP4BX5vEi0vdJ4lVVYKFItBSpMHFOVbyI9JFr4a3nvE3iACQpTjQ48Yofdt5qJCYZIQEgnJ4ze3GORURBTefPVtggScVmdiPKYIfFw398hbykNYCsrC6VCDEZc%2BDWZJQ7jrUTGaMP4JB0%2FVAPFexBwrPcqfLIJZu%2BHwBjwTc%2B%2FDwamt05ugl%2FEe%2Bv3Rcut1PLyK%2BhtKkpZsWB2Qmn0VVy1wKmN%2FpfdSP8jdFKNUctzuudsAXguS9L%2BCOW93nEOCUhrC9OuULfoCPnhBQKnl3MwF8qK3pHjTwybCKnv4aXqgoPRk1Wn%2FCsyjlSZw0XTmKitpybAu9YSvRVLcZbzdRDidQid3KxSjjnMC2vO%2BPtYp9gMSdYBLRq8q0pcNJSxL85H1Fh30MoiRiD5FmrSSR0inyB4iOxkxuK0BflYXacOkJ3JG0bwyyJxeyOOqDksW8ddhvePsApYcyuxOiwmersV1LnyEuQpRzRb5qJ7%2BWuo0PXmXfeA45eTYTJFUDxlGeDItP7mEZl5iIExciWZqNqWJVOTU4l10qSJfgW9MUQMBAq%2BcqSlGnPObIWSipO80NBS%2BZp0xKAUtzaj94VQVVdR%2B%2Bp4W23M4YMJB34LphmsBwQ%3D%3D,NA,NA,NA,NA,NA,#454965431,NA,Cross,Thor,Hype,NA,Sector,NA,NA,NA,NA,NA
89, Cascos Motos Hjc Cs-15 Treague Mc-5sf Terminacion Mate ,109,NA,1,5,18 cuotas,215.09,NA,Envío a todo el país,NA,NA,5,4,http://perfil.mercadolibre.com.uy/MOTO_TORRE,https://articulo.mercadolibre.com.uy/MLU-449739531-cascos-motos-hjc-cs-15-treague-mc-5sf-terminacion-mate-_JM,4,0,0,0,0,#449739531,NA,NA,HJC,Treague,Integral,CS-15,NA,NA,NA,NA,NA
90, Casco Cross ,2690,NA,20,2,18 cuotas,149.44,NA,Entrega a acordar con el vendedor,NA,NA,5,1,http://perfil.mercadolibre.com.uy/WINSTONG2010,https://articulo.mercadolibre.com.uy/MLU-447312849-casco-cross-_JM,1,0,0,0,0,#447312849,NA,Cross,NA,NA,NA,NA,NA,NA,NA,NA,NA
91, Visor Humo Casco Moto Hjc Original Hj-09 Cs-15 Cl-st Cl-17 ,35,NA,5,15,18 cuotas,69.07,NA,Envío a todo el país,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/MOTO_TORRE,https://articulo.mercadolibre.com.uy/MLU-450257863-visor-humo-casco-moto-hjc-original-hj-09-cs-15-cl-st-cl-17-_JM,NA,NA,NA,NA,NA,#450257863,NA,Integral,HJC,NA,NA,NA,NA,NA,NA,NA,NA
92, Casco Moto Abierto Dama/niña Shiro Tres Chics Talles Chicos ,55,NA,11,6,18 cuotas,108.53,NA,Envío a todo el país,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/MOTO_TORRE,https://articulo.mercadolibre.com.uy/MLU-445838116-casco-moto-abierto-damanina-shiro-tres-chics-talles-chicos-_JM,NA,NA,NA,NA,NA,#445838116,NA,Abierto con Visera,Shiro,TRES CHICAS,NA,NA,NA,NA,NA,NA,NA
93, Visor Anti Empañante Casco Moto Hjc Hj-09 Cs-15 Cl-st Cl-17 ,39,NA,1,3,18 cuotas,76.96,NA,Envío a todo el país,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/MOTO_TORRE,https://articulo.mercadolibre.com.uy/MLU-459823298-visor-anti-empanante-casco-moto-hjc-hj-09-cs-15-cl-st-cl-17-_JM,NA,NA,NA,NA,NA,#459823298,NA,Integral,HJC,NA,NA,NA,NA,NA,NA,NA,NA
94, Casco Integral Acerbis | Mt Helmet Ls2 Bell Atom Givi ,99,160,3,3,18 cuotas,195.36,NA,Envío gratis a todo el país,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/CAFERACEUY,https://articulo.mercadolibre.com.uy/MLU-460096318-casco-integral-acerbis-mt-helmet-ls2-bell-atom-givi-_JM,NA,NA,NA,NA,NA,#460096318,NA,Integral,NA,NA,NA,NA,NA,NA,NA,NA,NA
95, Cascos Ls2 Ff353 Grid Blanco/rojo ,103,NA,3,2,18 cuotas,203.25,NA,Envío a todo el país,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/ALLROADURUGUAY,https://articulo.mercadolibre.com.uy/MLU-452835323-cascos-ls2-ff353-grid-blancorojo-_JM,NA,NA,NA,NA,NA,#452835323,NA,NA,LS2,NA,Integral,NA,NA,NA,NA,NA,NA
96, Casco Ls2 Ff324 Metro Evo Negro Sólido ,267,NA,2,7,18 cuotas,526.88,NA,Envío a todo el país,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/ALLROADURUGUAY,https://articulo.mercadolibre.com.uy/MLU-452881520-casco-ls2-ff324-metro-evo-negro-solido-_JM,NA,NA,NA,NA,NA,#452881520,NA,NA,LS2,NA,Integral,NA,NA,NA,NA,NA,NA
97, Casco Integral De Moto Para Niño.aprobado. Color Negro ,1090,NA,1,9,18 cuotas,60.56,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/GKMOTOS,https://articulo.mercadolibre.com.uy/MLU-461149756-casco-integral-de-moto-para-ninoaprobado-color-negro-_JM,NA,NA,NA,NA,NA,#461149756,NA,NA,NA,NA,Integral,NA,NA,NA,NA,NA,NA
98, Casco Hjc Integral Cs-15 Songtan Mc-1sf ,109,NA,4,1,18 cuotas,215.09,NA,Envío a todo el país,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/MOTO_TORRE,https://articulo.mercadolibre.com.uy/MLU-454978696-casco-hjc-integral-cs-15-songtan-mc-1sf-_JM,NA,NA,NA,NA,NA,#454978696,NA,NA,HJC,Songtan,Integral,CS-15,NA,NA,NA,NA,NA
99, Casco Peels Mirage C/lentes Negro Fosco Italiano ,4900,NA,14,1,18 cuotas,272.22,NA,Entrega a acordar con el vendedor,NA,NA,4,1,http://perfil.mercadolibre.com.uy/NAHUELARAUJO10,https://articulo.mercadolibre.com.uy/MLU-448403765-casco-peels-mirage-clentes-negro-fosco-italiano-_JM,0,1,0,0,0,#448403765,NA,NA,Peels,Mirage,Integral,NA,NA,NA,NA,Resina termoplástica,Policarbonato de cristal
100, Casco Deportivo Agv K-1 Edge Vr46 ( Aprobados) ,295,NA,1,17,18 cuotas,582.13,NA,Envío a todo el país,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/URURACER,https://articulo.mercadolibre.com.uy/MLU-458943527-casco-deportivo-agv-k-1-edge-vr46-aprobados-_JM,NA,NA,NA,NA,NA,#458943527,NA,NA,AGV,K-1,Integral,NA,NA,NA,NA,NA,NA
101, Casco Moto Hjc Cs-15 Sebka Mc-1 ,109,NA,5,1,18 cuotas,215.09,NA,Envío a todo el país,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/MOTO_TORRE,https://articulo.mercadolibre.com.uy/MLU-444548622-casco-moto-hjc-cs-15-sebka-mc-1-_JM,NA,NA,NA,NA,NA,#444548622,NA,Integral,HJC,Sebka,NA,CS-15,NA,NA,NA,NA,NA
102, Casco Ktm Cross Enduro | Multipropósito | Con Y Sin Visor ,87,95,2,2,18 cuotas,171.68,NA,Envío gratis a todo el país,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/CAFERACEUY,https://articulo.mercadolibre.com.uy/MLU-460289987-casco-ktm-cross-enduro-multiproposito-con-y-sin-visor-_JM,NA,NA,NA,NA,NA,#460289987,NA,Cross,KTM,NA,NA,NA,NA,NA,NA,NA,NA
103, Casco Airoh Cross Twist Negro Mate 2019 ,245,NA,4,10,18 cuotas,483.47,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/RUBIBIKES,https://articulo.mercadolibre.com.uy/MLU-449021200-casco-airoh-cross-twist-negro-mate-2019-_JM,NA,NA,NA,NA,NA,#449021200,NA,Cross,NA,NA,NA,NA,NA,NA,NA,NA,NA
104, Casco Mt Helmets Kre Sv (con Lentes De Sol) Intrepid 2019 ,280,NA,1,14,18 cuotas,552.53,NA,Envío a todo el país,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/URURACER,https://articulo.mercadolibre.com.uy/MLU-460038782-casco-mt-helmets-kre-sv-con-lentes-de-sol-intrepid-2019-_JM,NA,NA,NA,NA,NA,#460038782,NA,NA,MT Helmets,KRE sv,Integral,Intrepid,Adultos,Unisex,Doble,Poliestireno,Tricomposite
105, Casco Deportivo Italiano Agv K-1 Negro Mate ( Aprobados) ,240,NA,3,25,18 cuotas,473.60,NA,Envío a todo el país,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/URURACER,https://articulo.mercadolibre.com.uy/MLU-458943880-casco-deportivo-italiano-agv-k-1-negro-mate-aprobados-_JM,NA,NA,NA,NA,NA,#458943880,NA,Integral,AGV,K-1,NA,NA,NA,NA,NA,NA,NA
106, Deflector Nariz Casco Moto Hjc Cl-st Fs-15 Cl-16 Cl-y ,149,NA,8,22,18 cuotas,8.28,NA,Envío a todo el país,NA,NA,5,1,http://perfil.mercadolibre.com.uy/MOTO_TORRE,https://articulo.mercadolibre.com.uy/MLU-459817475-deflector-nariz-casco-moto-hjc-cl-st-fs-15-cl-16-cl-y-_JM,1,0,0,0,0,#459817475,NA,Integral,HJC,NA,NA,NA,NA,NA,NA,NA,NA
107, Casco Mt Stinger Integral Comun Brillnte Varios Colores ,2920,NA,2,3,18 cuotas,162.22,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/MOTOSHOPSRLMOTOSHOPSRL,https://articulo.mercadolibre.com.uy/MLU-456383864-casco-mt-stinger-integral-comun-brillnte-varios-colores-_JM,NA,NA,NA,NA,NA,#456383864,NA,Integral,NA,NA,NA,NA,NA,NA,NA,NA,NA
108, Casco Integral Negro Mate Con Gráficos En Violeta Ideal Dama ,2990,NA,2,8,18 cuotas,166.11,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/GKMOTOS,https://articulo.mercadolibre.com.uy/MLU-463328418-casco-integral-negro-mate-con-graficos-en-violeta-ideal-dama-_JM,NA,NA,NA,NA,NA,#463328418,NA,Integral,NA,NA,NA,NA,NA,NA,NA,NA,NA
109, Casco Ls2 Ff352 Lighter Negro Mate Azul ,2880,NA,2,97,18 cuotas,160.00,NA,Envío a todo el país,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/POCHOMOTOSPB,https://articulo.mercadolibre.com.uy/MLU-463416102-casco-ls2-ff352-lighter-negro-mate-azul-_JM,NA,NA,NA,NA,NA,#463416102,NA,NA,LS2,NA,Integral,NA,NA,NA,NA,NA,NA
110, Casco Cross Niño Danger Rojo Negro Consulte Talles ,1790,NA,2,1,18 cuotas,99.44,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/MOTOSHOPSRLMOTOSHOPSRL,https://articulo.mercadolibre.com.uy/MLU-460886283-casco-cross-nino-danger-rojo-negro-consulte-talles-_JM,NA,NA,NA,NA,NA,#460886283,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
111, Casco Ls2 Ff323 Arrow R Evo Techno Blanco Negro ,258,NA,1,8,18 cuotas,509.12,NA,Envío a todo el país,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/ALLROADURUGUAY,https://articulo.mercadolibre.com.uy/MLU-452723026-casco-ls2-ff323-arrow-r-evo-techno-blanco-negro-_JM,NA,NA,NA,NA,NA,#452723026,NA,NA,LS2,NA,Integral,NA,NA,NA,NA,NA,NA
112, Casco Mt Helmets Kre Sv (con Lentes De Sol) Negro Mate 2019 ,250,NA,1,14,18 cuotas,493.33,NA,Envío a todo el país,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/URURACER,https://articulo.mercadolibre.com.uy/MLU-460038899-casco-mt-helmets-kre-sv-con-lentes-de-sol-negro-mate-2019-_JM,NA,NA,NA,NA,NA,#460038899,NA,NA,MT Helmets,KRE sv,Integral,Solid,Adultos,Unisex,Doble,Poliestireno,Tricomposite
113, Cascos Club Nacional De Football - Nany Motos ,2500,NA,1,2,18 cuotas,138.89,NA,Envío a todo el país,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/NANY+MOTOS,https://articulo.mercadolibre.com.uy/MLU-459658109-cascos-club-nacional-de-football-nany-motos-_JM?searchVariation=39434326971,NA,NA,NA,NA,NA,#459658109,Azul,NA,Halcon,NA,NA,NA,Adultos,Unisex,Simple,Espuma,"Fibra de vidrio, Plastico"
114, Casco Cross Power Maxx Niño Homologado Negro - Vaimacamotos ,1650,NA,2,1,18 cuotas,91.67,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/VAIMACAMOTOS,https://articulo.mercadolibre.com.uy/MLU-460123845-casco-cross-power-maxx-nino-homologado-negro-vaimacamotos-_JM,NA,NA,NA,NA,NA,#460123845,NA,Cross,NA,NA,NA,NA,NA,NA,NA,NA,NA
115, Casco Mt Rebatible Atom Con Lentes ,185,NA,1,6,18 cuotas,365.07,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/RUBIBIKES,https://articulo.mercadolibre.com.uy/MLU-453057040-casco-mt-rebatible-atom-con-lentes-_JM,NA,NA,NA,NA,NA,#453057040,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
116, Casco Integral Para Moto Power Maxx Blanco Con Rosado ,1490,NA,1,9,18 cuotas,82.78,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/GKMOTOS,https://articulo.mercadolibre.com.uy/MLU-460818302-casco-integral-para-moto-power-maxx-blanco-con-rosado-_JM,NA,NA,NA,NA,NA,#460818302,NA,NA,NA,NA,Integral,NA,NA,NA,NA,NA,NA
