search_position,name,curr_price,orig_price,num_sold,in_stock,num_installments,amt_installments,arrival_time,shipping,free_return,free_return_info,review_avg,num_reviews,seller_link,product_link,five_star,four_star,three_star,two_star,one_star,item_id,color,Tipo,Marca,Modelo,Tipo de casco,Línea,Edad,Género,Tipo de visor,Materiales del interior,Materiales del exterior
194, Casco Moto Cross Evs T5 Fury ,195,NA,0,5,18 cuotas,384.80,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/AMERICANDREAM+URUGUAY,https://click1.mercadolibre.com.uy/mclics/clicks/external/MLU/count?a=E%2FYx0aIfnKb0OH1khXmIXe8YqtaqQCu%2BVMGvPK6goCNCLGgIq891tNcjl6ut2PL47jUqn09OYBr6VSDtC6%2BRjr74fFhLXJ5ufYrecg%2FKGSipshm57lSbZ%2F9qGuT5RzvdYuE%2F%2B2fFng7LE%2Bnv4l0nvrw75ctskMBhSpR0diuyWjiBdphUWGMoviNPoLxL6WPchO14h5mVYB%2BxPXxh7yg7qP8cHo%2BfZPfnvlB1g%2BkYY8C4evBTO1YAywU%2BBrbBCKY5Ejry0EdOO5CxeW%2FzaGyt5YZlKUx0le1fvNOow93EoNrtglWj1AT4m9D0gC95MvXBkSR2J%2BqlP%2Bn%2FI4BVfGnR%2BgsvHi4S49MD7jTfCUcfR5sRaS3Zhex0PynhXFmpqR5scX0BDIHfwNYoGOU7WwSs9%2F6BXDA%2FWkvtnOEMSVR7T%2B%2FoBPMCT8f%2BHYIH%2BV4w4LcCDTLTcWibnRkh0Dzq6I7r1Tgf1fr30AVqeJO6zoOA%2FR%2BEf2X0g9KbQvnYfZRLsLK%2BYYVAYAqXfyjUTJykuuaypKeLzyR%2BqB9GWEyYC2jgFHZ9UBgz0gzhEViNeOmjry3MNoCC%2BPK5TGtNCemxL%2BpmDqsuNbN0qRTTIXzLXilz3D6WCgxZcYOQMH0wbEFNthfdhO7Q3a5wifO61K67j1%2Bd%2BKpbQqj7JzMFK2k%2FXliHTX2mi1DnUv64bzvkBWbXAE%2FAgY49QTgS5mQHP6HxuSA4nq5ZGLTS3WvfBHgFQW5EgKBlG9VecJCaRX1YrhYI2R88gPvkhmnKYWOOZdVce25oyHzyMfPTRucUKmyc0d%2Fuf6EtgvpghY0Tlbsk6kDIAjrbEP9SxEVvS4RLhxagUP%2BUMdDSc3q0Kz0vyFiVJNdYompa3RYMeLnLlB1hS3ZH7tkk5o3yjpjGDFVE5B5W7kuZ6nBwzz1fvgIDWRS0PKjgmWdLqRmTpvG76Hal003UNPq2njRbOklWn1R74usCWKddNjyU1QHEeCfnXfXjJrb2ce6iBt4NQcp4QgcXecb9JHNjFxLYBjWKmkcXTF7iEW5ty4QFUAF1bZdtXD9PlbLXPPDfqvHD1F7hFLJn1T2x7nvT7XoB8J2bittGIQvjFBJ0RKsZQkzASgXQjUgHpprZFIvAIhxOXHk7rDoity2PxrSdOgVWdh5EtqC7otcIXQiGXjtPAXG6yk71INmReM18eG9LJ02lTBZWPgq228Du8QobHPEuAFSarWHZQcEJAQQesYtrhqLw9TTtHOT72FxCVQt9y9j%2Bg4QuZ%2F9yougfMm3weGwkQQ%2BY2g6b1ol8RLditmEabnUvPyoOSiyFc%2FGr1P6r%2BkIPJYvG0HFd8%2F6BNf8QXWLAZtmg6Y1JOkWsF%2FFM%2BP0rSwFdaVOCTpaAK%2BChgU6JWJHLG%2FwoGSCWVrVicNJTMsIDgze6BT9JQIPfXJax3%2BWwzQfbBZ3XWs64oXs8Xyj3ouFnC2jDcyhxcnDEgHoyCQ4hAkg6TV9qzVdfbqnLrTHUNkBhPbKfeTgqXy%2F8z2wd4g4wIVrYUnMX5lxQ2R%2FPTEhuGOduDODQkMReVKpBjzr70B%2Bj2ezUSThz08VfaSnQVHe5qkgE1%2F6XBHoR32H7%2BT7d7k3duGgXrFpLbg9YEu9S4JgmoLVUMNOernixqs1oaw4OaOoumWI%3D,NA,NA,NA,NA,NA,#450229406,NA,Cross,NA,NA,NA,NA,NA,NA,NA,NA,NA
195, Casco Moto Hjc Is-17 Lorenzo Replica Mc-5 Xl Lentes De Sol ,181,NA,0,5,18 cuotas,357.17,NA,Envío a todo el país,NA,NA,5,1,http://perfil.mercadolibre.com.uy/MOTO_TORRE,https://articulo.mercadolibre.com.uy/MLU-448766406-casco-moto-hjc-is-17-lorenzo-replica-mc-5-xl-lentes-de-sol-_JM,1,0,0,0,0,#448766406,NA,Integral,HJC,Solid,NA,IS-17,NA,NA,NA,NA,NA
196, Cascos Para Motos Shiro Action Sh-821 Gris Talle M - Fama ,89,NA,0,999,18 cuotas,175.63,NA,Envío a todo el país,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/FAMAELECTRODOMESTICOS,https://articulo.mercadolibre.com.uy/MLU-453510479-cascos-para-motos-shiro-action-sh-821-gris-talle-m-fama-_JM,NA,NA,NA,NA,NA,#453510479,NA,NA,NA,NA,Integral,NA,NA,NA,NA,NA,NA
197, Casco Moto Hjc Cs-15 Liso Negro Mate Con Visor Oscuro Incl. ,139,NA,0,5,18 cuotas,274.29,NA,Envío a todo el país,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/MOTO_TORRE,https://articulo.mercadolibre.com.uy/MLU-458020862-casco-moto-hjc-cs-15-liso-negro-mate-con-visor-oscuro-incl-_JM,NA,NA,NA,NA,NA,#458020862,NA,NA,HJC,NA,Integral,CS-15,NA,NA,NA,NA,NA
198, Casco Ls2 Nuevos Diseños - Nany Motos ,2700,NA,0,10,18 cuotas,150.00,NA,Envío a todo el país,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/NANY+MOTOS,https://articulo.mercadolibre.com.uy/MLU-463331102-casco-ls2-nuevos-disenos-nany-motos-_JM?searchVariation=39434327101,NA,NA,NA,NA,NA,#463331102,Rojo,NA,LS2,NA,Integral,NA,Adultos,Unisex,Simple,Espuma,"Fibra de vidrio, Plastico"
199, Cascos Para Motos / Mt Helmets Thunder 3 Con Lentes /negro ,125,NA,0,64,18 cuotas,246.67,NA,Envío a todo el país,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/URURACER,https://articulo.mercadolibre.com.uy/MLU-460035725-cascos-para-motos-mt-helmets-thunder-3-con-lentes-negro-_JM?searchVariation=39807256949,NA,NA,NA,NA,NA,#460035725,Negro,NA,MT Helmets,Thunder 3 SV,Integral,Solid,Adultos,Unisex,Doble,Poliestireno,"re, Resina"
200, Cascos Rebatibles Para Motos / Agv Compact St Vermont ,370,NA,4,12,18 cuotas,730.13,NA,Envío a todo el país,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/URURACER,https://articulo.mercadolibre.com.uy/MLU-448139859-cascos-rebatibles-para-motos-agv-compact-st-vermont-_JM,NA,NA,NA,NA,NA,#448139859,NA,NA,AGV,Compact ST,Integral,NA,NA,NA,NA,NA,NA
201," Nuevo Casco Halcon H57 Negro C/g Para Moto Talles S,m,l ",1700,NA,1,19,18 cuotas,94.44,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/ROUMAX+DIRECTO,https://articulo.mercadolibre.com.uy/MLU-453904441-nuevo-casco-halcon-h57-negro-cg-para-moto-talles-sml-_JM,NA,NA,NA,NA,NA,#453904441,NA,NA,Halcon,H57,Integral,NA,NA,NA,NA,NA,NA
202," Casco Integral Para Moto Vento ,verde/negro ",1290,NA,0,10,18 cuotas,71.67,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/GKMOTOS,https://articulo.mercadolibre.com.uy/MLU-460684876-casco-integral-para-moto-vento-verdenegro-_JM,NA,NA,NA,NA,NA,#460684876,NA,Integral,Vento,NA,NA,NA,NA,NA,NA,NA,NA
203, Casco Moto Hjc Integral Rpha10 Solid Black Fibra De Carbono ,349,NA,1,2,18 cuotas,688.69,NA,Envío a todo el país,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/MOTO_TORRE,https://articulo.mercadolibre.com.uy/MLU-454189216-casco-moto-hjc-integral-rpha10-solid-black-fibra-de-carbono-_JM,NA,NA,NA,NA,NA,#454189216,NA,Integral,HJC,NA,NA,RPHA 10,NA,NA,NA,NA,NA
204, Casco Integral Para Moto Power Maxx Dama ,1390,NA,0,10,18 cuotas,77.22,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/GKMOTOS,https://articulo.mercadolibre.com.uy/MLU-459214685-casco-integral-para-moto-power-maxx-dama-_JM,NA,NA,NA,NA,NA,#459214685,NA,Integral,NA,NA,NA,NA,NA,NA,NA,NA,NA
205, Casco Integral Para Moto Negro Mate Con Franja Roja ,2012,NA,NA,42,18 cuotas,111.78,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/SALVADOR+LIVIO?brandId=210,https://articulo.mercadolibre.com.uy/MLU-461280582-casco-integral-para-moto-negro-mate-con-franja-roja-_JM,NA,NA,NA,NA,NA,#461280582,NA,NA,RITSUKA,NA,Integral,NA,NA,NA,NA,NA,NA
206, Visera Para Cascos Mt Helmets V-12 Max Vision ,30,NA,2,98,18 cuotas,59.20,NA,Envío a todo el país,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/URURACER,https://articulo.mercadolibre.com.uy/MLU-457742943-visera-para-cascos-mt-helmets-v-12-max-vision-_JM,NA,NA,NA,NA,NA,#457742943,NA,NA,NA,NA,Integral,NA,NA,NA,NA,NA,NA
207, Casco Moto Hjc Rpha-11 Chakri Mc5sf Mate Fibra De Carbono ,599,NA,0,2,18 cuotas,1.182.03,NA,Envío a todo el país,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/MOTO_TORRE,https://articulo.mercadolibre.com.uy/MLU-460329370-casco-moto-hjc-rpha-11-chakri-mc5sf-mate-fibra-de-carbono-_JM?searchVariation=39315894483,NA,NA,NA,NA,NA,#460329370,Negro,NA,HJC,Chakri,Integral,RPHA 11,Adultos,Unisex,Doble,Multicool,Tricomposite
208, Casco Integral Para Moto Negro Mate C/dibujos Verdes ,1850,NA,NA,23,18 cuotas,102.78,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/SALVADOR+LIVIO?brandId=210,https://articulo.mercadolibre.com.uy/MLU-461280586-casco-integral-para-moto-negro-mate-cdibujos-verdes-_JM,NA,NA,NA,NA,NA,#461280586,NA,NA,RITSUKA,NA,Integral,NA,NA,NA,NA,NA,NA
209, Cascos Abiertos Para Motos / Mt Helmets Le Mans Sv Love ,119,NA,2,12,18 cuotas,234.83,NA,Envío a todo el país,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/URURACER,https://articulo.mercadolibre.com.uy/MLU-446379640-cascos-abiertos-para-motos-mt-helmets-le-mans-sv-love-_JM,NA,NA,NA,NA,NA,#446379640,NA,NA,MT Helmets,Le mans,Integral,Love,Adultos,Unisex,Doble,Poliestireno,Resina
210, Casco Moto Abierto Speedy Talle M Niños Aerodinámico Aire ,940,NA,0,10,18 cuotas,52.22,NA,Envío a todo el país,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/VIRTUAL+SHOP.,https://articulo.mercadolibre.com.uy/MLU-462966059-casco-moto-abierto-speedy-talle-m-ninos-aerodinamico-aire-_JM,NA,NA,NA,NA,NA,#462966059,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
211, Casco Moto Hjc Fg-70s Aries Mc-3 Retro Bobber Vintage ,179,NA,0,3,18 cuotas,353.23,NA,Envío a todo el país,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/MOTO_TORRE,https://articulo.mercadolibre.com.uy/MLU-454979992-casco-moto-hjc-fg-70s-aries-mc-3-retro-bobber-vintage-_JM,NA,NA,NA,NA,NA,#454979992,NA,NA,HJC,NA,NA,NA,NA,NA,NA,NA,NA
212, Casco Moto Hjc Is-17 Lank Mc-40 Lentes Incluidos ,259,NA,2,1,18 cuotas,511.09,NA,Envío a todo el país,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/MOTO_TORRE,https://articulo.mercadolibre.com.uy/MLU-455010433-casco-moto-hjc-is-17-lank-mc-40-lentes-incluidos-_JM,NA,NA,NA,NA,NA,#455010433,NA,NA,HJC,Lank,Integral,IS-17,NA,NA,NA,NA,NA
213, Cascos Motos Hjc Cs-15 Songtan Camo Mc4 ,109,NA,0,2,18 cuotas,215.09,NA,Envío a todo el país,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/MOTO_TORRE,https://articulo.mercadolibre.com.uy/MLU-454978691-cascos-motos-hjc-cs-15-songtan-camo-mc4-_JM,NA,NA,NA,NA,NA,#454978691,NA,NA,HJC,Songtan,Integral,CS-15,NA,NA,NA,NA,NA
214, Casco Moto Rebatible Hjc Is-max Dova Mc-2 Mate Con Lentes ,249,NA,0,6,18 cuotas,491.36,NA,Envío a todo el país,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/MOTO_TORRE,https://articulo.mercadolibre.com.uy/MLU-454760138-casco-moto-rebatible-hjc-is-max-dova-mc-2-mate-con-lentes-_JM,NA,NA,NA,NA,NA,#454760138,NA,Rebatible,HJC,Dova,NA,IS-Max II,NA,NA,NA,NA,NA
215, Casco Moto Hjc Is-33 Niro Negro Mate Lentes Integrados ,159,NA,1,3,18 cuotas,313.76,NA,Envío a todo el país,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/MOTO_TORRE,https://articulo.mercadolibre.com.uy/MLU-449739169-casco-moto-hjc-is-33-niro-negro-mate-lentes-integrados-_JM,NA,NA,NA,NA,NA,#449739169,NA,NA,HJC,Niro,Abierto con Visera,IS-33,Adultos,Unisex,Doble,NA,Policarbonato
216, Casco Vans | Moto Cross Y Enduro | Talle Xl ,88,96,0,5,18 cuotas,173.65,NA,Envío gratis a todo el país,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/CAFERACEUY,https://articulo.mercadolibre.com.uy/MLU-460290617-casco-vans-moto-cross-y-enduro-talle-xl-_JM,NA,NA,NA,NA,NA,#460290617,NA,Cross,NA,NA,NA,NA,NA,NA,NA,NA,NA
217, Casco Moto Evs T5 Venture Dual Sport ,295,NA,0,1,18 cuotas,582.13,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/AMERICANDREAM+URUGUAY,https://articulo.mercadolibre.com.uy/MLU-459347885-casco-moto-evs-t5-venture-dual-sport-_JM,NA,NA,NA,NA,NA,#459347885,NA,Cross,NA,NA,NA,NA,NA,NA,NA,NA,NA
218, Auriculares Bluetooth Motocicleta Intercomunicador Casco ,1490,NA,0,30,18 cuotas,82.78,NA,Envío gratis a todo el país,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/JUGUECTILCOM,https://articulo.mercadolibre.com.uy/MLU-463126883-auriculares-bluetooth-motocicleta-intercomunicador-casco-_JM,NA,NA,NA,NA,NA,#463126883,NA,NA,NA,NA,Integral,NA,NA,NA,NA,NA,NA
219, Casco Azul Liso Power Maxx ,1200,NA,3,30,18 cuotas,66.67,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/RUBIBIKES,https://articulo.mercadolibre.com.uy/MLU-452465359-casco-azul-liso-power-maxx-_JM,NA,NA,NA,NA,NA,#452465359,NA,Integral,NA,NA,NA,NA,NA,NA,NA,NA,NA
220, Casco Moto Mt Helmets Acero Integral - Mac Moto - Gris Claro ,86,NA,0,4,18 cuotas,169.71,NA,Envío a todo el país,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/MACMOTOUY,https://articulo.mercadolibre.com.uy/MLU-456359954-casco-moto-mt-helmets-acero-integral-mac-moto-gris-claro-_JM,NA,NA,NA,NA,NA,#456359954,NA,Integral,MT Helmets,NA,NA,NA,NA,NA,NA,NA,NA
221, Casco Moto Hjc Fg-70s Luko Retro Bobber Vintage En Keblar ,179,NA,2,4,18 cuotas,353.23,NA,Envío a todo el país,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/MOTO_TORRE,https://articulo.mercadolibre.com.uy/MLU-449737269-casco-moto-hjc-fg-70s-luko-retro-bobber-vintage-en-keblar-_JM,NA,NA,NA,NA,NA,#449737269,NA,NA,HJC,NA,NA,NA,NA,NA,NA,NA,NA
222, Casco De Moto Para Niño Integral ,800,NA,4,96,18 cuotas,44.44,NA,Envío gratis a todo el país,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/ALARMAS+URUGUAY,https://articulo.mercadolibre.com.uy/MLU-459953156-casco-de-moto-para-nino-integral-_JM,NA,NA,NA,NA,NA,#459953156,NA,Integral,NA,NA,NA,NA,NA,NA,NA,NA,NA
223, Casco Para Moto Cross Integral Simil Carbono ,2461,NA,NA,43,18 cuotas,136.72,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/SALVADOR+LIVIO?brandId=210,https://articulo.mercadolibre.com.uy/MLU-461280591-casco-para-moto-cross-integral-simil-carbono-_JM,NA,NA,NA,NA,NA,#461280591,NA,NA,RITSUKA,NA,Cross,NA,NA,NA,NA,NA,NA
224, Cascos Motos Rebatible Hjc Is-max Negro Mate Lentes Incl. ,8860,NA,0,2,18 cuotas,492.22,NA,Envío a todo el país,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/MOTO_TORRE,https://articulo.mercadolibre.com.uy/MLU-455050780-cascos-motos-rebatible-hjc-is-max-negro-mate-lentes-incl-_JM,NA,NA,NA,NA,NA,#455050780,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
225, Casco Moto Hjc Integral Cl-17 Redline Mc-10 Oferta ,99,NA,4,7,18 cuotas,195.36,NA,Envío a todo el país,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/MOTO_TORRE,https://articulo.mercadolibre.com.uy/MLU-444505746-casco-moto-hjc-integral-cl-17-redline-mc-10-oferta-_JM?searchVariation=16665628941,NA,NA,NA,NA,NA,#444505746,"L,XL",NA,HJC,Redline,Integral,CL-17,NA,NA,NA,NA,NA
226, Casco Moto Husqvarna Motorcycles Gotland ,890,NA,0,2,18 cuotas,1.756.27,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/AMERICANDREAM+URUGUAY,https://click1.mercadolibre.com.uy/mclics/clicks/external/MLU/count?a=p8RCWsc6mZtugRo3O8fAmuu2Ir82Hs0J9178GbTd2%2BabObKOOSt18fd2GeMcdUUk0ML1wYk7airgyz2Td%2B5H7oeSNcQTOVbAWbuTn0j3%2FTKmcd2aLV%2B7M3u10wJ0DvCmnaR7%2FNdIWfo%2F5u5bqOAZyArqEMN7CKEwi39NJDw4V5ZY98AOnpZfCCXMsDiMnPjX0DF9iSedUSxPHURxrRBddB6MrV7JwTdLG3t0fxLNaeUjGHep8wmBFEKSZOc2pU1QW9m%2B8cPbopo%2FovRDSWqHvVixoB4sXWZL0LdnoG8QpOH%2BGBVr6fo8ky9P89%2BUvBHHEY0imXjuzH8jvU1KTs7OR%2BWCbn9qUrt%2FA85L1c5mqaHPJkBMFRmvPcGcppARUAiz1piiHnGEX0Ao8mvnkqG2gnkrkbCQyloUbTNFGzFHA0CDE6QCRgnsDTwoVRWCXG%2BgkTrW8ZdpsMhPg4827TQMuwmXZ2GBace51niTozifpJxmGV6QgKoGgY122ooEmkYnMhdZ%2BPI70PZvTtf9sXPYaKSx%2BAXaORfc1UXqSSjPNBTxNJ67RbPTBjZKZC6p7y%2BfPgK6asTw7v4DNhMp4%2BqaT3HHvD5NqLJ12rRkg2VF6caKdijDHsAJmWTSwV8kxjzUe4W4ksp6%2BI%2BdOg8UD3Bd2qFQG3VP3fxoQwxJW6UhLA3KubjjwYqiRJM4lDpLGjfg2Mqo74eavKBWWqdyUN6OVHe8LNcM2d931cZyCPmkk68ZjMs6x1QjYY9t10CdIhnUSaGPzxDo6En1nko7Y6NnBc5qDe8YqiQmx8aDialK5g5bCWgLJF2UGaLAv%2BzhTGoBHljvMgrshol22yAoH7Z0W%2FhXA3tRnwq9LYd5V1nYWTvrJLpAlIwcxmxuv0jie2Hyvys0zDSQT%2FOrvexnSdLHGkFG3%2BUgMhuJG3ra72s%2Fq0t2XgB9fdRuR5RaXRyt9mO36e9xQd51nL0Od9%2FLeQfbxHWd8a8UqCLNVA1on0f71JjQz1LXjY6NEy1v3i7Tv2VG2JCSWiIlR1XjjDl%2BQBhaich4TLoJT2oGsqA8MJOGYkw8leNnaM%2BEe8iMKlgMpSKw95uloCPR5ZqH9kM7Gu3FDNS6t%2F0ixKiSOCnJQ%2BMv0cHgyZxpwzIsx6tdAHcCMdg6blZYb%2FOJhLSOIChyZpj1KEu6kLLQFZwAUWDyqS%2BptoopCXtbyQjFeCaGwlsaZXBWQ8RJd4AbH6i4tsm54UXhf0zdb0jFteVsa2imXZnhqn7BBrIiz%2ByrJZ6aCvsvJuT%2F%2FSIsbbWxEwOyzDkNWj691zPPngjqlLx19x0wF9j51TwsL5VP5taUPMK8BlL2CTm874LjuIxRCtvZ08NU76RjU1w%2B6I89lC2Gp0z%2FqkZZGLqkMfpShGmC3SQ%2Fi%2FLxKd1zu%2FrxdZDgilVOm1%2BGuapxc19p2I9xuHbvY4c2eB%2Bgm4mGnhpQ3TAvprfrgvYyC%2FIi6zV15sF7fDozp61C%2F9TZr%2B9kSFeTOcyOX%2BpzFFlbwphd2%2BfHzqda9FTmD23jDc8SFSHfTTGY79bYqd4%2BXGqNvTxVppVW4GYESp7Br0opI2%2Fg%2B0l21axZVu9ieWp%2BcOE%2FuvZIhgpqxKG7wq2LtI%2FpRlEGXPtRE35RKw4iMAf%2BjI4anTeDyecXADlCmnzDpNXnSKAg8Q%3D%3D,NA,NA,NA,NA,NA,#459369166,NA,Integral,NA,NA,NA,NA,NA,NA,NA,NA,NA
227, Casco Moto Hjc Rpha-11 Spicho Mc-1 Fibra De Carbono ,599,NA,0,2,18 cuotas,1.182.03,NA,Envío a todo el país,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/MOTO_TORRE,https://articulo.mercadolibre.com.uy/MLU-448767291-casco-moto-hjc-rpha-11-spicho-mc-1-fibra-de-carbono-_JM,NA,NA,NA,NA,NA,#448767291,NA,NA,HJC,Spicho,Integral,RPHA 11,Adultos,Unisex,Doble,Multicool,Tricomposite
228, Casco Moto Hjc Integral Cl-17 Blanco Brillante ,99,NA,1,3,18 cuotas,195.36,NA,Envío a todo el país,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/MOTO_TORRE,https://articulo.mercadolibre.com.uy/MLU-444506139-casco-moto-hjc-integral-cl-17-blanco-brillante-_JM,NA,NA,NA,NA,NA,#444506139,"L,M",Integral,HJC,NA,NA,CL-17,NA,NA,NA,NA,NA
229, Casco Mt Helmets Acero Integral - Mac Moto - Amarillo ,86,NA,0,4,18 cuotas,169.71,NA,Envío a todo el país,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/MACMOTOUY,https://articulo.mercadolibre.com.uy/MLU-456362797-casco-mt-helmets-acero-integral-mac-moto-amarillo-_JM,NA,NA,NA,NA,NA,#456362797,NA,Integral,MT Helmets,NA,NA,NA,NA,NA,NA,NA,NA
230, Casco Moto Husqvarna Motorcycles Pilen ,595,NA,0,1,18 cuotas,1.174.13,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/AMERICANDREAM+URUGUAY,https://click1.mercadolibre.com.uy/mclics/clicks/external/MLU/count?a=1tNzYoSdWPM%2B1KAo5qusg0Ix6IJT9HhwkyIARb6N3rdbxGZnJUxcMaT0dIOx5Cibpe1OdzV4A0%2B6hSwKpNFtDh93MPXPOVpfyqfVRZHzzd8%2BhAEvQlGUStGdEhqokOd79CcywLaYIzpFeiG45k0VbHMzSJIBzkkf%2BnToeg1bpSdv2CMJFMeH1im6GMF%2F0e%2BuXWJqvrKKKM90e4eLoFrpkG7JlwKyAvgUz2KeQaTOqaJM5FHXBgN8G6Acc5mhKUk8BoI95FIxrvN6jAEtkLolIKb6V80jFeUT4OeDWjPY9JjPC%2FGvUnQrHHiEeeQzL56s7YAfkeKlJtiFKVl2wQydCXFTTW0Xm99VVsC93g4ITxzJEbwrgXBBSjhQ8KL168I12Mw0H2QSE4BXUVcqL93HRTx2xsmQBtXlg4f%2Bmmp%2F%2BKsn9fnFGGCcbNeDU%2BuG975FVrs57ARwRl36B8wXP%2BDkypNPdhsLJDzrFxQMmNX%2BvbbWPwPPSogmvAOjxIrIuo87RZqKjDWslRp0DtU2STvTsSbSkwbyL0ABG%2BEpJxBlQYVnpkj1t0%2BzW%2FhP1v%2BGpPx8%2BOfGuohi4p0B%2BLsAdgDYyHvLGlFOs4EIoEe0pvEWZ1r5j7sQlkJH4F%2FNHVUnx%2BkI9O2T5K6XMMeGtdgGko0pJ%2BJoK5H1W3J6hBJEtaxVTRUH4DfacAE655NgwvZnCKrhWbcpcXTxhjyga9Xx1p92EbKDkNAloixlSYqBC1Qn2mRDC98E7UmPZZXZQJXOvACKnk04ua54%2F1oMnLlAs8LHbBmQJG9YLQMMFGTqUNMy0NQ3UqrhwwlpkfYR2cxo1geFhG2QhVJdYtzCkKVLdGKWpCgMrOZpibDJdaPo0HiAc%2BGhQ2Rj%2FS9rkZV7c2yRd4Kg4ByRY%2Bw5Jc0NTmbw08vqJq5xhr07%2Bmw9pDosy2SOamDBjfIfBRrf9DRy8VMX31jztNB%2BR9DIF0qOcsyxhFn4Vj72PvB8PgK%2BuVCQvXaJfDkQwD2HprZv%2FKYYqDejmKyweDq%2FFjG13vvuJUyUqmD7hOkkHm9UXggF%2BF1YOvdpxGnpVFc%2BvVJn0a5N1waJ069q9suuiqDoX8vG2F9aaRosxhh2teeI1XKJZ%2FxeCRGDDmYgun6VXeTKqHFuiRMIkHaO8ccYJZH%2B5ZB%2BBjN0m27z75ZkgFxZCShW2%2FQKLqn6oso2FoC6IjHIeNW58NZloGZ1dB6J6ae9Kv38XK6Sq5LRNeGkWcq2MaIaV%2BwTm70GU4qDTNwA1dkUaPY%2FpSzLBPCk%2BCcpqkUBywQGep0owPGK0xK%2BIPkodFPiuBOyXh26msSX03Ic8mzS%2F%2FTZ52X%2Ffp4%2Bshi6%2BwvNWjsxIXMr0nLfwogApES0LJFSX%2B59twRhGlzI%2FlfsaGFv00DAU36kmGpoIC0i9SEN8b9tULrPJOiwAnKrpuFx3TIkOEZkkAklEEDlSf%2BnX9IwgDqEeng%2FY2mrJeLCSxqNELXDHmtAOk4I0ESH%2B%2FFnPfzdEnwG%2BaWJY6ZFsFPnuW1%2FMrvnQUCpCqYApkMSSDxMStqdJ4zZkiiFh%2FVRfttu8RHkeoNzYcYSbdd12aX94p7d4QmorDJSZ86YFxblMFIn8M6rBMlSEuFhypPSebCbKDaicMnEus6jwe9ur0bjMIjhSxRFIkeNBNvXeQo%3D,NA,NA,NA,NA,NA,#463828974,NA,Integral,NA,NA,NA,NA,NA,NA,NA,NA,NA
231, Cascos Para Moto Shiro Action Sh-821 Gris Talle L - Fama ,89,NA,0,999,18 cuotas,175.63,NA,Envío a todo el país,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/FAMAELECTRODOMESTICOS,https://articulo.mercadolibre.com.uy/MLU-453510450-cascos-para-moto-shiro-action-sh-821-gris-talle-l-fama-_JM,NA,NA,NA,NA,NA,#453510450,NA,NA,NA,NA,Integral,NA,NA,NA,NA,NA,NA
