search_position,name,curr_price,orig_price,num_sold,in_stock,num_installments,amt_installments,arrival_time,shipping,free_return,free_return_info,review_avg,num_reviews,seller_link,product_link,five_star,four_star,three_star,two_star,one_star,item_id,Marca,Modelo,Línea,Modelo alfanumérico,Tipo de alimentación,Tipos de cabezales,Tiempo de funcionamiento,Cantidad de cabezales,Peso
543, Repuesto Afeitadora Braun 21b Foil Serie 3 310s Original ,2649,NA,4,6,6 cuotas sin interés,NA,NA,Envío gratis a todo el país,Devolución gratis,Tenés 30 días desde que lo recibís,4.7,23,https://perfil.mercadolibre.com.ar/RADARLP,https://articulo.mercadolibre.com.ar/MLA-763881538-repuesto-afeitadora-braun-21b-foil-serie-3-310s-original-_JM,19,1,3,0,0,#763881538,Braun,21B,Series 3 Linea 2018,310s,NA,Flexibles,NA,NA,NA
544, Philips Oneblade Repuesto Qp210 Hoj Afe ,599,NA,0,20,12 cuotas,NA,NA,Envío a todo el país,Devolución gratis,Tenés 30 días desde que lo recibís,NA,NA,https://perfil.mercadolibre.com.ar/SANTA-ANA+FARMA,https://click1.mercadolibre.com.ar/mclics/clicks/external/MLA/count?a=tevMtqGgaSNslF2fzgz8O9VYo2Y5J28Z%2FMmMJYI901z4iWWWtBD3S68ROrMqR%2BKdDkdnlEUtxSyOiFrFou27eg6CH7qyoFNesO4clXItkwh45FfPaLtu2zbFOrblxUOonflBzX0QINoe7HBzoT4wULbgHC3nj134pI07Ym6OS2KSqoKVjSqabvF0hTr3dJ3VYWcOvhsZI9aYwHvS6BmRynnI3IC5O5skX0FaWleZsDicbhuVpMpoNhqM6eMAkR9kccPGo8z0LV5%2B6VXQ%2F%2FNU6n6uF7Z%2BsIFoNGUC46MGaOuTNva8NKXy49DsFPpa0%2FRzB%2FQFk8POrP1SdowPn1TIcM7WwAtH2%2B%2FiKWAE%2B4KC8CoJLlzISAJz%2BEd3jcFiG4H0CXm%2BnXRnRue3x7ENZPvFGkV7TJ%2FXffMvwfZSjDo2KhEL803Dqk31aBDcDJoRljs2WQKN5cJgXw3QIeWXUgmpWncsk%2FCCiOB1M1ysk8lrher9KYUZgVOxW6L9%2FLGXi1UxWOPe8yVVYA3fmY5A1caAdOFweb8Be91hGPXzQ3nI7Kyc%2BPJaOpRXbIYO9OSAWR8hiPs5GNWjuKeN2Zvxe5YuoKLwMfsy%2Bc6516hEPc5sUdyQsNdc1mqTc7vSQu4gAU5FpOcuBgqMQSvIMiubzs26gRzONN5aJhDfTiqO48stGtvP7b2duCyUS3A2clUWOEFVDjI95pn69Z9cHSDt9er9A2d0B0PrEWDxHR9jqUwXWTO9TvB7oe0zm5lUTKXfi13YsIYwGUf718VN%2FVxDPjJlImovW%2BQe0sDp8DblTuPvQQEcQwOV9SSdbfJrvKyP5q8fOEV5TRemJp%2Btd1osv1lAy0SFqjjH9UIha8QLHrWJ%2FWHA8%2BAYGj6IhfB9AfdavuX2DGf7NnFQFgDcN5BdLuXaKMEwyNkO5ycC1CeFo23pgNTOGT7J%2FKD%2FG6sVmox0%2Fw7nrp8%2F0E4E23bFPJRexj4pmxRhrGJ%2B%2FsW7j0spJe9YC0nhRDlQX%2FDM94YWtlbuHOl%2F4vKJYeAgJ53jym4HVBC0WOiUUw%2BtH3E3VRHfapggXYo04jInvA88kYUZXJWxlr46wpL3P6DLt6rhl5jOrGsippb599TmT70fM7pjxzMzaLyWD%2BMYao%2Fc6aTn4VJt2Qprx3x8o%2FvX6a6uz04Sw0xFnx6e0hzNk5g2rvc9WSQSxx5G3ZYR0JEut803sNqCBR4pa%2FNkaNKYaZpHJiabnWsnliuBK%2BESHUoEnZJrVZiI%2BrlCbZlqU%2BC9Zq4XJUS98tIVnPQ%2Bc%2FELZYXemmwrY5QnehgXFbytzrrjSD4U29lY4n9MgDyFs1YWlZTLU3ODSCpH30U%2Fu43pOh1tq12gp1rHTbUocW7GPIgEIbMaJdxEAzQZa%2F5dGI30nHytQdp8JDcCvhgHquW4v5PToWz%2BA7xuqz4cbwWApCmasyX0Uzh6dx2ccUCF%2FzoikfX6uxT%2FgV7i58pL%2FnVK6s9W6saePGvEAvPmP6GwmZc3Y2ZDT7yWivIav%2B3nLAF4MZ0GpHHYrMOV4Xknj9G3Gh9lv7HXN6OR%2BjJhHOBD2e5I1Gd8i%2FWEbUt5fD0ay9kjoDlOHxv70Vt%2Fumxlq3oX%2BTqr,NA,NA,NA,NA,NA,#794748438,Philips,OneBlade,OneBlade,NA,NA,NA,NA,NA,NA
545, Afeitadora Multifunción Braun Mg5050 Recargable Perfila Eps ,2499,NA,2,3,12 cuotas,NA,NA,Llega gratis mañana,Devolución gratis,Tenés 30 días desde que lo recibís,4.7,13,https://perfil.mercadolibre.com.ar/EPARTNERSHOP1,https://articulo.mercadolibre.com.ar/MLA-792366541-afeitadora-multifuncion-braun-mg5050-recargable-perfila-eps-_JM,10,2,1,0,0,#792366541,Braun,MG5050,MG5050,NA,Recargable,Planos,NA,NA,NA
546, Afeitadora Hombre Panasonic Er-sb40-k A Pedido! ,12733,NA,1,1,12 cuotas,NA,NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.com.ar/PS3ARGENTINA,https://articulo.mercadolibre.com.ar/MLA-756945189-afeitadora-hombre-panasonic-er-sb40-k-a-pedido-_JM,NA,NA,NA,NA,NA,#756945189,Panasonic,ER-SB40-K,Trimming,NA,NA,NA,NA,NA,NA
547, Afeitadora Remington Recargable Pr1335 + Detallador Mb06 ,2390,NA,2,31,12 cuotas,NA,NA,Llega gratis mañana,Devolución gratis,Tenés 30 días desde que lo recibís,4.4,7,https://perfil.mercadolibre.com.ar/BOSAROND_ONLINE,https://articulo.mercadolibre.com.ar/MLA-795501789-afeitadora-remington-recargable-pr1335-detallador-mb06-_JM,5,1,0,1,0,#795501789,Remington,Pr1335+Mb06A,Power series Flex,NA,Batería,Giratorios,NA,3,NA
548, Afeitadora Cabeazal Waterproof Gama Gsh930 Resits Agua *12 ,3130,NA,6,8,12 cuotas,NA,NA,Llega gratis mañana,Devolución gratis,Tenés 30 días desde que lo recibís,4.4,13,https://perfil.mercadolibre.com.ar/CONFORTSURSA,https://articulo.mercadolibre.com.ar/MLA-678975481-afeitadora-cabeazal-waterproof-gama-gsh930-resits-agua-12-_JM,9,2,1,0,1,#678975481,GA.MA Italy,GSH 930,Waterproof,NA,Batería,NA,70min,NA,NA
549," Afeitadora Ga.ma. Gsh 860 Sistema Double Track, 3 Cabezales ",1499,NA,53,4,12 cuotas,NA,NA,Llega mañana,Devolución gratis,Tenés 30 días desde que lo recibís,4.3,94,https://perfil.mercadolibre.com.ar/HOGARSTORE,https://articulo.mercadolibre.com.ar/MLA-673171442-afeitadora-gama-gsh-860-sistema-double-track-3-cabezales-_JM,47,33,12,2,0,#673171442,GA.MA Italy,GSH 860,GSH,NA,Batería,Giratorios,50 min,NA,144 g
550, Gillette Afeitadora Electrica Fusion Proglide Styler 3 En 1 ,1064,NA,4,6,12 cuotas,NA,NA,Envío a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.com.ar/FARMA365,https://click1.mercadolibre.com.ar/mclics/clicks/external/MLA/count?a=cuT1aYeegJV3VyCE0Vi3qbPHggw6u6IlYKCNkm87Vt%2F3QyLOElZaXcu78qgmg9PcCXjzo2MFxibXC%2BegXvmE%2B2DsKMxucgfFhlg3cLP7Fu0uxMW4%2FnVkelac1zQrTZh8Pfl01VovBKwph6DoB5liNeh%2B7n4N52xXHpgL4kHsm07QdkKOkh3lr2Yegm4ieTvDomYvfyaD1Za9v7fE6MklMubuzjPLEjIQ0QzumVtlvWUVZIjxU8ffrM7LID05L9kJ5sSrvSGPqo4GVL9M4s4tvbcVPpx3SGkGnxp4lD7%2Bb4HkvOX2tRNF%2BcIw24cUCc3N2NygZO%2B6LmQDvfX8fJ0puIN5SshEgR0jHIpzOL2AlwtCuwnCO85R%2By%2BKWxtiL8otkYXwbY8B5hY6VVoIIWwUVqEbsGe9NHJLy39eT%2FAl377fLZNbrLZtIecF%2FhSVeKkhmi35T6zcBspgbSUij1UOJUUc5e3F8H%2Fb%2FIyW11AgTb4GI5gYlp5qdQv4VY12MnMa1Ur%2BTAZ7RfcWPftB9VwqCfgt6xbY%2FKDtJP6t0uWCSEVyAlkJ5eklzPQJAIqicl%2FxfQ4JX8cwDerNF%2FCQcWttsQAVOn3Hmm2E2ym7JNSMv%2FOwKc6I2aJ2qyICCg88QtZ7gYSCZBC7PyEiOjZTbhZJO1bMqpDolbuED2BbDwZ%2Bw7mBW%2Fo0dPntxjMfZJBUEzWyuHu%2F%2BmJUc9Nbq%2Fwtog0%2Bw6%2B8cTe61qET5UeJOX4Cny2bNu1X2wYl0%2BaXd7PAXPxY%2BQ8Gtby0SAO8QSJsfaNW0qYbgAMT7RhYx2cWHdBMgHSVvWtN09jzyBUMWr7Kc2jqCiUqiVSm3MpzbRlUOIr8W7o8cnPAFev41ogBSYtCxuRCnm1MCb6jWOheU%2BllhHBV1x76m3xqqpGyMf8v7KjBlu%2FeTW%2BfGSrjHo2SUt5N8fKNLcR3Jy5qJG52FJXc%2FaqYJPDswX9fK1hT0SrQReIfgKUafR2kQzgSmkIagmAzKrX721nW8IDRRMK4PsqzncBqrLD6xRU56O96L%2FDOOK3SHK2aFW1JjnxWtEcEIFnqUR8znbusZPRiHXoPb8ptxEK4FW9lZzHRPUiGkDjuQ0mB7R6jbpAmygGUOaUsi%2BWd0O02tuY%2B%2FjGcQjXWUJbFjqUyJSd1oXDjHi%2BRaozBNt0M7g%2BktSrQ7IIxBxCXz2y0XZ%2FKtP%2F69EUOun3UdnHcMGNzlkp35WPs8SfEiOV8JBIRB2DrXSFhOkxYnLolDongyexEUFF1qHJQRY9sH0et6QulxZVfA7nizrWFtd3VQiJGYeGhSkR%2FvZpdKT8PlcgWAuqrF66YR%2Bge5khYfaR9VFqPsUwwfuQ%2B6xuKA46jtrvvcMo7pL6CQ%2BTEaEGuFj5teJusPGxDjvaAaisf3csa6iGQ8f925rZVBZgVW6QsTXVWqBNTIb9%2BvsshzoDgNgJLKZVNyeKT7%2FlF0c%2B656NSsPlqj4nEay15fZndlDWY1BiXE%2BANfSJ9UXPwoMxCLUUUz0%2BUUhXV7mPZ0KrPmqCWVMLwXQMUctxcuG52hMx9lVIPFCb3UXZueAaPpyLtBZEAP8rHarDPuOcOYBrgz%2Bsx6DXSkEFFvUYx4Yp8%2B4Q9tRb4QKVeMdguLkebAbLC4Bs%3D,NA,NA,NA,NA,NA,#788831986,GILLETE,NA,NA,NA,NA,NA,NA,NA,NA
551, Afeitadora Inalambrica Gama Gsh895 Corta Patillas Y Bigote ,2590,NA,5,30,12 cuotas,NA,NA,Llega gratis mañana,Devolución gratis,Tenés 30 días desde que lo recibís,4.2,5,https://perfil.mercadolibre.com.ar/TECNOFAST_,https://articulo.mercadolibre.com.ar/MLA-728409983-afeitadora-inalambrica-gama-gsh895-corta-patillas-y-bigote-_JM,2,2,1,0,0,#728409983,GA.MA Italy,GSH 895,afeitadora,NA,Batería,Giratorios,70 m,NA,700 kg
552, Afeitadora Rotativa Remington Xr1390 Con Trimmer De Regalo ,2299,NA,4,4,12 cuotas,NA,NA,Llega gratis mañana,Devolución gratis,Tenés 30 días desde que lo recibís,4.4,17,https://perfil.mercadolibre.com.ar/ELECTROANDPOWER,https://articulo.mercadolibre.com.ar/MLA-706863351-afeitadora-rotativa-remington-xr1390-con-trimmer-de-regalo-_JM,11,4,1,0,1,#706863351,Remington,XR1390,Hyperseries,XR1390,Batería,"Ergónomicos, Flexibles, Removibles",NA,3,NA
553, Philips Oneblade Qp2510 Afeitadora Cortabarba ,1799,NA,18,2,12 cuotas,NA,NA,Envío gratis a todo el país,Devolución gratis,Tenés 30 días desde que lo recibís,4.6,236,https://perfil.mercadolibre.com.ar/PHILIPSSTORE,https://articulo.mercadolibre.com.ar/MLA-746918798-philips-oneblade-qp2510-afeitadora-cortabarba-_JM,169,49,11,3,4,#746918798,Philips,OneBlade,OneBlade,NA,Batería,Flexibles,30 Minutos,NA,NA
554, Cortabarba Beardtrimmer Philips Bt3226 Recargable ,2499,NA,3,886,6 cuotas sin interés,NA,NA,Llega gratis mañana,Devolución gratis,Tenés 30 días desde que lo recibís,NA,NA,https://perfil.mercadolibre.com.ar/TRES+MARES,https://articulo.mercadolibre.com.ar/MLA-713819683-cortabarba-beardtrimmer-philips-bt3226-recargable-_JM,NA,NA,NA,NA,NA,#713819683,Philips,BT3226,Beardtrimmer,BT3236/14,Carga,NA,60 min,NA,NA
555, Afeitadora Teknikpro Fading & Shaving Recargable Usb ,2490,NA,3,998,6 cuotas sin interés,NA,NA,Llega gratis mañana,Devolución gratis,Tenés 30 días desde que lo recibís,4.7,29,https://perfil.mercadolibre.com.ar/NEWPLAMIER,https://articulo.mercadolibre.com.ar/MLA-763817144-afeitadora-teknikpro-fading-shaving-recargable-usb-_JM,21,7,1,0,0,#763817144,Teknikpro,Fading & Shaving,Teknikpro,NA,220V,Ergónomicos,NA,NA,NA
556, Afeitadora Eléctrica Fading Shaving Teknikpro ,2500,NA,3,8,12 cuotas,NA,NA,Llega gratis mañana,Devolución gratis,Tenés 30 días desde que lo recibís,4.7,29,https://perfil.mercadolibre.com.ar/CENTRAL-DE-BELLEZA,https://articulo.mercadolibre.com.ar/MLA-777603509-afeitadora-electrica-fading-shaving-teknikpro-_JM,21,7,1,0,0,#777603509,Teknikpro,Fading & Shaving,NA,NA,Recargable USB,NA,NA,NA,NA
557, Cable Para Afeitadora Philips ,490,NA,47,1,12 cuotas,NA,NA,Envío a todo el país,Devolución gratis,Tenés 30 días desde que lo recibís,NA,NA,https://perfil.mercadolibre.com.ar/ATTENDANCE_PARTS,https://articulo.mercadolibre.com.ar/MLA-620813778-cable-para-afeitadora-philips-_JM,NA,NA,NA,NA,NA,#620813778,Philips,Varios,VARIOS,NA,NA,NA,NA,NA,NA
558, Cortabarba Philips Bt3226/14 Recargable 20 Posiciones Cuotas ,2299,NA,4,7,6 cuotas sin interés,NA,NA,Llega gratis mañana,Devolución gratis,Tenés 30 días desde que lo recibís,4.8,16,https://perfil.mercadolibre.com.ar/LHCONFORT,https://articulo.mercadolibre.com.ar/MLA-746355975-cortabarba-philips-bt322614-recargable-20-posiciones-cuotas-_JM,13,3,0,0,0,#746355975,Philips,BT3226/14,Series 3000,BT3226/14,Batería,Removibles,60min,NA,NA
559, Afeitadora Rotativa Remington Pr1330 Power Fex ,2199,NA,4,96,12 cuotas,NA,NA,Envío gratis a todo el país,Devolución gratis,Tenés 30 días desde que lo recibís,4,1,https://perfil.mercadolibre.com.ar/IPFIJO?brandId=573,https://articulo.mercadolibre.com.ar/MLA-725250007-afeitadora-rotativa-remington-pr1330-power-fex-_JM,0,1,0,0,0,#725250007,Remington,PR1330,Power Fex,NA,Corriente directa,Rotativos,Uso con cable,3,NA
560, Cortabarba Remington Mb4130 Titanio Beard Boss Profesional ,1899,NA,2,997,12 cuotas,NA,NA,Envío a todo el país,Devolución gratis,Tenés 30 días desde que lo recibís,NA,NA,https://perfil.mercadolibre.com.ar/IPFIJO?brandId=573,https://articulo.mercadolibre.com.ar/MLA-760929145-cortabarba-remington-mb4130-titanio-beard-boss-profesional-_JM,NA,NA,NA,NA,NA,#760929145,Remington,MB4130,Titanio,NA,Batería,Pivotantes,Hasta 50 minutos sin cable,3,NA
561, Afeitadora Recargable Philips S7310 Cortapatilla Aquatouch ,8399,NA,12,887,6 cuotas sin interés,NA,NA,Llega gratis mañana,Devolución gratis,Tenés 30 días desde que lo recibís,4.5,133,https://perfil.mercadolibre.com.ar/TRES+MARES,https://articulo.mercadolibre.com.ar/MLA-613175732-afeitadora-recargable-philips-s7310-cortapatilla-aquatouch-_JM,88,32,10,1,2,#613175732,Philips,S7310,AquaTouch,S7310/12,100-240 V,Flexibles,50 min,NA,NA
562, Afeitadora Cortabarba Multigroom Philips Mg3730/15 ,2199,NA,6,4,12 cuotas,NA,NA,Envío gratis a todo el país,Devolución gratis,Tenés 30 días desde que lo recibís,NA,NA,https://perfil.mercadolibre.com.ar/FARMA+YA,https://articulo.mercadolibre.com.ar/MLA-742848097-afeitadora-cortabarba-multigroom-philips-mg373015-_JM,NA,NA,NA,NA,NA,#742848097,Philips,MG3730/15,Series 3000,MG3730,NA,NA,60,NA,NA
563, Corta Barba Philips Bt5502/15 ,2081,NA,2,5,12 cuotas,NA,NA,Envío gratis a todo el país,Devolución gratis,Tenés 30 días desde que lo recibís,NA,NA,https://perfil.mercadolibre.com.ar/PETENATTIHOGAR,https://articulo.mercadolibre.com.ar/MLA-787072599-corta-barba-philips-bt550215-_JM,NA,NA,NA,NA,NA,#787072599,Philips,BT5502/15,Beardtrimmer,BT5502/15,Batería,Planos,NA,NA,NA
564, Afeitadora Remington Sensitive Sf4880 Inalambrica Recargable ,2119,NA,4,8,12 cuotas,NA,NA,Envío gratis a todo el país,Devolución gratis,Tenés 30 días desde que lo recibís,4,2,https://perfil.mercadolibre.com.ar/0LIMPYA,https://articulo.mercadolibre.com.ar/MLA-758480088-afeitadora-remington-sensitive-sf4880-inalambrica-recargable-_JM,0,2,0,0,0,#758480088,Remington,SF4880,sensitive,SF4880,Foil,Foil,45 minutos,3,NA
565, Cortabarba Beardtrimmer Philips Bt3206/14 ,1299,NA,4,6,12 cuotas,NA,NA,Llega mañana,Devolución gratis,Tenés 30 días desde que lo recibís,4.6,43,https://perfil.mercadolibre.com.ar/HOGARSTORE,https://articulo.mercadolibre.com.ar/MLA-764560344-cortabarba-beardtrimmer-philips-bt320614-_JM,29,12,2,0,0,#764560344,Philips,BT3206/14,Series 3000,BT3206/14,Batería,NA,45,NA,NA
566, Depiladora Gama Skin Pro Go 2 Zona Sensible Cabezales Afeita ,1999,NA,93,21,12 cuotas,NA,NA,Llega gratis mañana,NA,NA,4.2,5,https://perfil.mercadolibre.com.ar/TECNOFAST_,https://articulo.mercadolibre.com.ar/MLA-615782829-depiladora-gama-skin-pro-go-2-zona-sensible-cabezales-afeita-_JM,3,0,2,0,0,#615782829,Gama,SKINPRO,NA,NA,NA,NA,NA,NA,NA
567, Maquina Afeitadora Finale Wahl Accesorios Barbero Solingen ,7990,11248,1,998,12 cuotas,NA,NA,Envío gratis a todo el país,Devolución gratis,Tenés 30 días desde que lo recibís,4.4,43,https://perfil.mercadolibre.com.ar/-LASMARGARITAS-?brandId=100,https://articulo.mercadolibre.com.ar/MLA-734093138-maquina-afeitadora-finale-wahl-accesorios-barbero-solingen-_JM,26,11,4,1,1,#734093138,Wahl,Finale,5-Star,NA,Batería,NA,80 Minutos Continuos,NA,NA
568, Maquina De Afeitar Recorta Barba Pelos Naris Afeitadora 3en1 ,1700,NA,3,7,12 cuotas,NA,NA,Envío gratis a todo el país,Devolución gratis,Tenés 30 días desde que lo recibís,NA,NA,https://perfil.mercadolibre.com.ar/TIENDAMS-ONLINE,https://articulo.mercadolibre.com.ar/MLA-762475609-maquina-de-afeitar-recorta-barba-pelos-naris-afeitadora-3en1-_JM,NA,NA,NA,NA,NA,#762475609,Pailipu,3 en 1,Afeitadora,NA,Recargable,3 Cabezales intercambiables,NA,NA,NA
569, Afeitadora Gama Sport Recargable Inalambrica Cuotas Envio ,1999,NA,2,4,6 cuotas sin interés,NA,NA,Llega gratis mañana,Devolución gratis,Tenés 30 días desde que lo recibís,NA,NA,https://perfil.mercadolibre.com.ar/TITANIUM+HOMEANDKIDS,https://articulo.mercadolibre.com.ar/MLA-776750242-afeitadora-gama-sport-recargable-inalambrica-cuotas-envio-_JM,NA,NA,NA,NA,NA,#776750242,GA.MA Italy,BECSH156,GSH SPORT,NA,Batería,Flexibles,NA,NA,1 kg
570, Combo Remington Afeitadora R5150 + Trimmer Pg155 ,1999,NA,1,9,12 cuotas,NA,NA,Envío gratis a todo el país,Devolución gratis,Tenés 30 días desde que lo recibís,NA,NA,https://perfil.mercadolibre.com.ar/FLADIMAR,https://articulo.mercadolibre.com.ar/MLA-729877989-combo-remington-afeitadora-r5150-trimmer-pg155-_JM,NA,NA,NA,NA,NA,#729877989,Remington,R5150 + PG155,Combo,NA,NA,NA,30 minutos,3,NA
571, Afeitadora Rotativa Remington Xr1400 Rasura Corta Limpia ,1998,NA,6,2,12 cuotas,NA,NA,Envío a todo el país,Devolución gratis,Tenés 30 días desde que lo recibís,4.8,4,https://perfil.mercadolibre.com.ar/IPFIJO?brandId=573,https://articulo.mercadolibre.com.ar/MLA-723680097-afeitadora-rotativa-remington-xr1400-rasura-corta-limpia-_JM,3,1,0,0,0,#723680097,Remington,XR1400,Rotativa,XR1400,Batería,NA,45min de uso,3,NA
572, Afeitadora Eléctrica Philips Shaver S7310/12 Recargable ,6999,NA,156,23,12 cuotas,NA,NA,Llega gratis mañana,Devolución gratis,Tenés 30 días desde que lo recibís,4.5,133,https://perfil.mercadolibre.com.ar/TC+SHOP+-+TIENDAS+OFICIALES?brandId=221,https://articulo.mercadolibre.com.ar/MLA-611034543-afeitadora-electrica-philips-shaver-s731012-recargable-_JM,88,32,10,1,2,#611034543,Philips,S7310/12,Series 7000,S7310/12,NA,NA,45,3,NA
573, Afeitadora Philips Hq6998 - Recargable - 3 Cabezales ,4440,NA,5,1,12 cuotas,NA,NA,Envío gratis a todo el país,Devolución gratis,Tenés 30 días desde que lo recibís,4.7,3,https://perfil.mercadolibre.com.ar/MARRAPODI+HOGAR,https://articulo.mercadolibre.com.ar/MLA-617910534-afeitadora-philips-hq6998-recargable-3-cabezales-_JM,2,1,0,0,0,#617910534,Philips,HQ6998,NA,NA,Batería,Planos,NA,NA,NA
574, Afeitadora Corporal Philips Bg3005 Apta Ducha Inalámbrica ,2419,NA,2,2,12 cuotas,NA,NA,Llega gratis mañana,Devolución gratis,Tenés 30 días desde que lo recibís,4.5,67,https://perfil.mercadolibre.com.ar/TIENDA+FARAONE,https://articulo.mercadolibre.com.ar/MLA-742088169-afeitadora-corporal-philips-bg3005-apta-ducha-inalambrica-_JM,39,22,5,1,0,#742088169,Philips,BG3005,Series 3000,BG3005/15,Batería,NA,40 Minutos,NA,NA
575, Afeitadora Philips Oneblade Qp2521 Recorta Modela Lavable ,1799,NA,53,887,12 cuotas,NA,NA,Llega mañana,Devolución gratis,Tenés 30 días desde que lo recibís,4.5,92,https://perfil.mercadolibre.com.ar/TRES+MARES,https://articulo.mercadolibre.com.ar/MLA-657455854-afeitadora-philips-oneblade-qp2521-recorta-modela-lavable-_JM,59,28,2,2,1,#657455854,Philips,QP2521,OneBlade,QP2521,Recargable,Removibles,45 min,NA,NA
576, Philips S1030/04 Aquatouch Afeitadora Electrica Seco/mojado ,1799,NA,2,4,12 cuotas,NA,NA,Llega mañana,Devolución gratis,Tenés 30 días desde que lo recibís,4.5,533,https://perfil.mercadolibre.com.ar/PHOTOSTORE,https://articulo.mercadolibre.com.ar/MLA-787907152-philips-s103004-aquatouch-afeitadora-electrica-secomojado-_JM,357,120,35,13,8,#787907152,S1030/04,S1030/04,AquaTouch,NA,Batería,Giratorios,NA,NA,NA
577, Nueva Afeitadora Philips S9031 Tope De Linea Recargable Gtia ,8499,NA,116,3,12 cuotas,NA,NA,Llega gratis mañana,Devolución gratis,Tenés 30 días desde que lo recibís,4.5,81,https://perfil.mercadolibre.com.ar/PHOTOSTORE,https://articulo.mercadolibre.com.ar/MLA-617718246-nueva-afeitadora-philips-s9031-tope-de-linea-recargable-gtia-_JM,57,16,5,0,3,#617718246,Philips,S9031,Series 9000,NA,Batería,Giratorios,50 minutos,NA,NA
578, Afeitadora Rotativa Remington Pr1330 Power Flex + Envio ,1869,NA,2,3,12 cuotas,NA,NA,Envío gratis a todo el país,Devolución gratis,Tenés 30 días desde que lo recibís,4,1,https://perfil.mercadolibre.com.ar/SVS+FULLTRADING,https://articulo.mercadolibre.com.ar/MLA-768019225-afeitadora-rotativa-remington-pr1330-power-flex-envio-_JM,0,1,0,0,0,#768019225,Remington,PR1330,Power Fex,NA,220v,Rotativos,Uso con cable,3,NA
579, Afeitadora Braun S3 310s Recargable Wet & Dry Triple Accion ,4699,NA,6,3,6 cuotas sin interés,NA,NA,Envío gratis a todo el país,Devolución gratis,Tenés 30 días desde que lo recibís,4.7,23,https://perfil.mercadolibre.com.ar/RADARLP,https://articulo.mercadolibre.com.ar/MLA-787129308-afeitadora-braun-s3-310s-recargable-wet-dry-triple-accion-_JM,19,1,3,0,0,#787129308,Braun,310S,Series 3,NA,Batería,Flexibles,NA,NA,NA
580, Afeitadora Panasonic Er2403 Cortadora Barba Pelo Bigote ,1919,NA,5,888,6 cuotas sin interés,NA,NA,Llega mañana,Devolución gratis,Tenés 30 días desde que lo recibís,5,1,https://perfil.mercadolibre.com.ar/TRES+MARES,https://articulo.mercadolibre.com.ar/MLA-665867985-afeitadora-panasonic-er2403-cortadora-barba-pelo-bigote-_JM,1,0,0,0,0,#665867985,Panasonic,ER2403,Trimmer,NA,2 pilas AA,Planos,NA,NA,NA
581, Afeitadora Gama Gsh900 Inalambrica Lavable C/ Corta Patillas ,1729,NA,18,8,12 cuotas,NA,NA,Llega mañana,Devolución gratis,Tenés 30 días desde que lo recibís,4.2,5,https://perfil.mercadolibre.com.ar/TECNOFAST_,https://articulo.mercadolibre.com.ar/MLA-624057347-afeitadora-gama-gsh900-inalambrica-lavable-c-corta-patillas-_JM,2,2,1,0,0,#624057347,GA.MA Italy,GSH 900,AFEITADORA,NA,Batería,Giratorios,70 m,3,177 g
582, Patillero Afeitadora Philips S9031 ,450,NA,4,1,12 cuotas,NA,NA,Envío a todo el país,Devolución gratis,Tenés 30 días desde que lo recibís,NA,NA,https://perfil.mercadolibre.com.ar/ATTENDANCE_PARTS,https://articulo.mercadolibre.com.ar/MLA-765962643-patillero-afeitadora-philips-s9031-_JM,NA,NA,NA,NA,NA,#765962643,Philips,S9031/13,Series 9000,NA,no,no,no,NA,NA
583, Afeitadora Shaver Cortapelo Gama Gsh1000 Recarg Env *12 ,4534,NA,3,8,12 cuotas,NA,NA,Llega gratis mañana,Devolución gratis,Tenés 30 días desde que lo recibís,4.2,33,https://perfil.mercadolibre.com.ar/CONFORTSURSA,https://articulo.mercadolibre.com.ar/MLA-668777841-afeitadora-shaver-cortapelo-gama-gsh1000-recarg-env-12-_JM,19,5,6,1,2,#668777841,GA.MA Italy,GSH 1000,Shavers,NA,Batería,3 TRACK SYSTEM,NA,NA,NA
584, Afeitadora Recargable S1520/42 Philips Gtia Oficial Cuotas!! ,4191,NA,2,2,6 cuotas sin interés,NA,NA,Envío gratis a todo el país,Devolución gratis,Tenés 30 días desde que lo recibís,5,1,https://perfil.mercadolibre.com.ar/LACASAGARCIA,https://articulo.mercadolibre.com.ar/MLA-782982983-afeitadora-recargable-s152042-philips-gtia-oficial-cuotas-_JM,1,0,0,0,0,#782982983,Philips,S1520/42,Series 1000,NA,Recargable,Giratorios,45 m,NA,NA
585, Afeitadora Inalambrica Gama Gsh855 Sport Corta Patillas ,1560,NA,3,96,12 cuotas,NA,NA,Llega mañana,Devolución gratis,Tenés 30 días desde que lo recibís,4.2,6,https://perfil.mercadolibre.com.ar/TIENDAS+OFICIALES?brandId=156,https://articulo.mercadolibre.com.ar/MLA-752653294-afeitadora-inalambrica-gama-gsh855-sport-corta-patillas-_JM,4,1,0,0,1,#752653294,Gama,GSH 855,Sport,NA,NA,NA,50 minutos,NA,0.144 kg
