search_position,name,curr_price,orig_price,num_sold,in_stock,num_installments,amt_installments,arrival_time,shipping,free_return,free_return_info,review_avg,num_reviews,seller_link,product_link,five_star,four_star,three_star,two_star,one_star,item_id,Marca,Modelo,Línea,Modelo alfanumérico,Tipo de alimentación,Tipos de cabezales,Tiempo de funcionamiento,Cantidad de cabezales,Peso
1220, Afeitadora Y Patillera Inalambrica Recargable Shinon ,1399,NA,0,12,6 cuotas sin interés,NA,NA,Envío gratis a todo el país,Devolución gratis,Tenés 30 días desde que lo recibís,NA,NA,https://perfil.mercadolibre.com.ar/BUYNDBOAST,https://articulo.mercadolibre.com.ar/MLA-782482536-afeitadora-y-patillera-inalambrica-recargable-shinon-_JM,NA,NA,NA,NA,NA,#782482536,Shinon,SH-7070,Estetica Facial,NA,220,Planos,NA,NA,NA
1221, Afeitadora Gama Gsh950 2 En 1 Sistema 3 Track 3 Cabezales ,2785,NA,0,12,12 cuotas,NA,NA,Envío gratis a todo el país,Devolución gratis,Tenés 30 días desde que lo recibís,4.4,14,https://perfil.mercadolibre.com.ar/ARTICULOS-EXCLUSIVOS,https://articulo.mercadolibre.com.ar/MLA-749231169-afeitadora-gama-gsh950-2-en-1-sistema-3-track-3-cabezales-_JM,10,2,1,0,1,#749231169,GA.MA Italy,GSH 950,3 track system,NA,Batería,NA,70 s,NA,164 g
1222, Babyliss Maquinas Super Motor + Stealth + Afeitadora Fx02 ,12490,16070,0,11,12 cuotas,NA,NA,Llega gratis mañana,Devolución gratis,Tenés 30 días desde que lo recibís,NA,NA,https://perfil.mercadolibre.com.ar/TIENDADEPELUQUERIA,https://articulo.mercadolibre.com.ar/MLA-755524816-babyliss-maquinas-super-motor-stealth-afeitadora-fx02-_JM,NA,NA,NA,NA,NA,#755524816,BaByliss,Super Motor,Pro,NA,NA,NA,NA,NA,NA
1223, Afeitadora Cortabarba Remington Beardboss Profesional Mb4130 ,1999,NA,0,15,12 cuotas,NA,NA,Llega gratis mañana,Devolución gratis,Tenés 30 días desde que lo recibís,NA,NA,https://perfil.mercadolibre.com.ar/TENDEX,https://articulo.mercadolibre.com.ar/MLA-788247556-afeitadora-cortabarba-remington-beardboss-profesional-mb4130-_JM,NA,NA,NA,NA,NA,#788247556,Remington,MB4130,Beard Boss,NA,Corriente directa,Removibles,NA,3,NA
1224, Afeitadora Cortabarba Philips One Blade Pro 6510 Cortadora ,2999,NA,55,999,12 cuotas,NA,NA,Llega gratis mañana,Devolución gratis,Tenés 30 días desde que lo recibís,4.5,248,https://perfil.mercadolibre.com.ar/GAMESTATION+ARG,https://articulo.mercadolibre.com.ar/MLA-723951642-afeitadora-cortabarba-philips-one-blade-pro-6510-cortadora-_JM,158,66,18,3,3,#723951642,Philips,QP6510/20,OneBlade Pro,NA,Corriente directa,Flexibles,60,NA,NA
1225, Afeitadora Gama Gsh 930 Recargable Resistente Al Agua Envios ,2343,NA,0,999,12 cuotas,NA,NA,Envío gratis a todo el país,Devolución gratis,Tenés 30 días desde que lo recibís,4.4,13,https://perfil.mercadolibre.com.ar/SURBATDIGITAL,https://articulo.mercadolibre.com.ar/MLA-681365544-afeitadora-gama-gsh-930-recargable-resistente-al-agua-envios-_JM,9,2,1,0,1,#681365544,GA.MA Italy,GSH 930,NA,NA,NA,NA,50 s,3,500 g
1226, Afeitadora Eléctrica Philips Norelco 3 Unidade ,13852,NA,0,3,6 cuotas sin interés,NA,NA,NA,NA,NA,NA,NA,https://perfil.mercadolibre.com.ar/SIMAROAR,https://articulo.mercadolibre.com.ar/MLA-735501116-afeitadora-electrica-philips-norelco-3-unidade-_JM,NA,NA,NA,NA,NA,#735501116,Philips,NA,Norelco,NA,NA,NA,NA,NA,NA
1227, Philips Aquatouch S1030 Maq Afe ,1799,NA,0,20,12 cuotas,NA,NA,Envío a todo el país,Devolución gratis,Tenés 30 días desde que lo recibís,NA,NA,https://perfil.mercadolibre.com.ar/SANTA-ANA+FARMA,https://click1.mercadolibre.com.ar/mclics/clicks/external/MLA/count?a=JSenwV%2F1awSRWBDmrm0c%2BHQGaWWjC2Y5axK9DmepnNZMHUd5zjfvGViUlk6IsuiweqbQnDr%2Fk%2BpUFBwOu25zk%2Fbhz1SHDzaHQbWTzkG4Ifu8xPP4balEhphekhoiD1cpYGbsDAvbAKnzQNcEP2VIs25V7kdcp7IDVtGFHERmmGIT3ASdV8BIhu39OgP6Xn3iwnFhDOXsIWdw0k2Fhpcj2EuEoZjc4u7GCDztCurMEFsJLutOSLRvodwyreL4pw19hCvn48KbTmgxWPJ8yv4Htsh9uR1Z0yrbyOXYaZj%2BaFQFNakN1hITsW%2B0VkiXTd9GkVQkJyM0FEMpHc5bH08DkkMtOuM1%2B6PO0hnSNjR%2F4KgZ8Yk2xCZDH7sGHBtPnpCW4585dUrh%2BMWW5Pbxdxi9byeFkjYlo5vOy%2BIMwZWYESBT77u5ROF4xyc6mwl1JegqJ8HGyk7vDJidWdbYNbYUzrKMqM%2FYLwDjs%2FmIVV3oyC6YXz24uXkj2LzHZQAWi10fzJdOErGAfIcqqRQxGXSW6Dzw%2FAw0gV7iC4JPZ5LUvrrRtL8P0o9HADEJsVjwjJWzKCmuwnrFNOJfaffvYb63hxMi%2BF0kpT40DlhB8%2FhupYO5vx45Awnlsqlp%2FWHfhdNpChzkeM4F8wFwCW3ZWNK8BR5a6i0n8n3gIMLge6RhZUCbMloz6Mt1dicHTodia0R%2B9bLya%2BY7FyW9R0%2BlsANUqrdlNaRTyYd8CCuKhXwE2Yn%2F5qtpXrpwMj5QDky6zRCAne81Y0%2FO70imXKp8bUy8oDGsCgLjYVCKB%2FRHsVloEgCY0p66b4m7X88735fY3AgVXMnEtrkd5%2BorDIlGYTPYdgBS4OmWUZS6dkFtLtSxFJMXvPOJiDP01lxRPePu6tVEmMpySqyZqEY0m3JM2WFmTyhEWWOVzpFAuAv6zLpuCVpCDyvfvTi11fiVaodJoM8Z4y847TsmX%2BVIOdKKT6U9Kg2anUqiSF6Xwmz91Qe57PJGIHSe5HqFmpS8YCd5iuIVxy2cHSbKQSogQVMdE1vlfAQUb%2BQg4%2Fc7ilfgrYfNz3CkRbNmwMLL37csIh4QWa5t9pV8rmLXhWCxhg%2FonW2Hxw6JFmLIpnMbz%2FTO7jH9vco9jYsCX4Xi9xHCVbHKx9khcXJqXSnNVxkgFw7EZvwEG6rX0xmAnwKQMC14pXs7dROT43UCoLkiMbykE3UpyV19GLHaajH0DquPXTSW%2Bi%2FwtmO1cMOZe1Rdo0eo0uKuUVFg7Zl4ZAi4dQFAoVJrT23M%2Bf%2BdJMhabQC6H8TmiA8wCAMMNd5RT6YYqC%2FgzuKHMpFRHQeIDrDRcSRyKA%2FO0MfrpxRPjCvI2qJ%2B02N1TiGboJYXYaAGsW9ffBDT3dG8mERLKIERfTpGpOmEsaITeOLfB%2BsWZSFJu1iOqk5pOJZ%2FNnkHD4kK%2BeQVSOMaE8pH%2BlMtzd7llMuc1RtD08IQgCGo0zW3Qisjhg2h8BY7XXA1hEAfIJyTKD4T2WYKMIcQEslPpXDkq3NvWj7c9DQn3oGIUDUiOGW55GbZoPKBeocYsKyp1mCGR%2BpKb%2BX%2Fml7fxkFXeBXosVBttb3AKUltU3GafNoilA%3D%3D,NA,NA,NA,NA,NA,#794748457,NA,NA,NA,NA,NA,NA,NA,NA,NA
1228, Recortadora Y Afeitadora Eléctrica Híbrida Philips Norelco O ,2400,NA,0,100,6 cuotas sin interés,NA,NA,NA,NA,NA,NA,NA,https://perfil.mercadolibre.com.ar/CLUBENVIOSAR,https://articulo.mercadolibre.com.ar/MLA-792346305-recortadora-y-afeitadora-electrica-hibrida-philips-norelco-o-_JM,NA,NA,NA,NA,NA,#792346305,Philips Norelco,QP2520/90,NA,NA,NA,NA,NA,NA,NA
1229, Afeitadora Philips S1100/02 Nueva ,1399,NA,0,NA,12 cuotas,NA,NA,Envío a todo el país,Devolución gratis,Tenés 30 días desde que lo recibís,4.3,76,https://perfil.mercadolibre.com.ar/TOMYCARO_,https://articulo.mercadolibre.com.ar/MLA-739643596-afeitadora-philips-s110002-nueva-_JM,37,26,10,1,2,#739643596,Philips,S1100/02,Series 1000,S1100/02,NA,NA,NA,NA,NA
1230, Afeitadora Recargable Inalambrica Winco W812 Lavable En Agua ,1099,NA,27,990,12 cuotas,NA,NA,Llega mañana,Devolución gratis,Tenés 30 días desde que lo recibís,4.2,23,https://perfil.mercadolibre.com.ar/ELECTRO+POINT,https://articulo.mercadolibre.com.ar/MLA-672846306-afeitadora-recargable-inalambrica-winco-w812-lavable-en-agua-_JM,13,5,3,0,2,#672846306,Winco,W-812,NA,NA,Batería,"Cabezales con doble cuchilla,Corta patillas desplegable",NA,NA,NA
1231, Afeitadora Philips One Blade Rec Qp2521/10 Antezana Hogar ,2351,NA,0,7,6 cuotas sin interés,NA,NA,Envío gratis a todo el país,Devolución gratis,Tenés 30 días desde que lo recibís,4.6,763,https://perfil.mercadolibre.com.ar/ANTEZANA+HOGAR,https://articulo.mercadolibre.com.ar/MLA-782791172-afeitadora-philips-one-blade-rec-qp252110-antezana-hogar-_JM,575,130,42,6,10,#782791172,Philips,QP2521/10,OneBlade,QP2521/10,Batería,Planos,NA,NA,NA
1232, Maquina De Afeitar Corta Barba Pelo Regulable Recargable ,1398,NA,0,20,12 cuotas,NA,NA,Envío a todo el país,Devolución gratis,Tenés 30 días desde que lo recibís,NA,NA,https://perfil.mercadolibre.com.ar/KIEROUNO,https://articulo.mercadolibre.com.ar/MLA-792432014-maquina-de-afeitar-corta-barba-pelo-regulable-recargable-_JM,NA,NA,NA,NA,NA,#792432014,Surker,Corta Pelo / Barba,Corta / Afeita / Recorta,NA,Recargable,Planos,NA,NA,NA
1233, Phillips One Blade Qp2510/10 Afeitadora Recortador De Barba ,1299,NA,1,500,12 cuotas,NA,NA,Envío a todo el país,Devolución gratis,Tenés 30 días desde que lo recibís,4.6,236,https://perfil.mercadolibre.com.ar/SANTA-ANA+FARMA,https://click1.mercadolibre.com.ar/mclics/clicks/external/MLA/count?a=hQB%2Bo5GYV3yhvCNle0C2EJWoShPF6oRsSvM4GOVw6G2q3g44bvRoaYunK53sEpfl%2BZ9XG463obTQQ8oRzklwYvNxbGCMbau4st3gxfGzf6cbVjUIQByeLZo5hVya5XztO3on4ZPu4Tys3T1qt4Ngt4RLb3ef874YGmFsLbMQOpBeeK2LhAxGAPppmVfmSM3mCxjwBvbkVL%2BnamdgWkQ%2Bh0FhiYLbrbUhSuTUnOojurMfyumydpKdqiNdRh3fSDELbkFlwfILW%2B5DB2FduJJ%2F5lgslKI%2B8Gfx%2FL5%2BcNZAwATTlRAbm39cymoFsogU2z9qVeMTsE0cz%2FD4y2qJHaPUXkXN1TgRknLvK1RHjoAF2h0vM%2F7uC4aH9n2Zb6HvwLKidihzlfgxivn0bksNY%2FV2Edl66%2FWmU9RikI7JjAdLdvKVucaNLQ%2BHxPk9j9rrU8Gz2OE1qHOfs1GpNpjZ2MV%2FBQg%2F%2BFZos6tf4aUsG3H%2Fc9wKP2mNyx2c2%2BjYm1I%2BKa1QUsbHVTuiYQ7tpilduvXJzr0EAjiG%2BUVk8aytwMiBJLvDmNuBKCU%2FSxjeI7hbOhbSMkEt3T0IDYOeh3iDQx6qU2BT7FG831KaEo%2FY1dBbcHWFkPAunViOP6dO%2F7udWZvw5sQPnCPA%2B2FMzDhixqSkv%2F3nf9fb58AaBefCKofL9HKPLCcdj2KDTJCVbcrARjms846fqaKv5ausEHUXnv0bNWV%2FJVqzKhKtJUDrPK9EYogk5Sf4nEDfcus5rzEehPeDVuLYKPM%2Fufsc9QWqNOPfGzal7qPYZzdhFWijOEGpmB%2BPeII6yI20Xqbgsz4WB6CCqhnExZN75FQllCOWNDj7x%2FnQ07%2FXwDdzxdcK62hzJoJZ1qJLZQD5%2Fz1W6zlwMd3yHJ1vY2NMtd5k2hnDA4MfxhS4YuLaz1%2BnwrIjpapLzoHLx1%2FXDDCd4rqh9PB%2Fbtty4%2BH0%2Bxi9ZrS%2ByXGBRik5veZHJLS2FN9n5HQpMQ2SpbFy2sYdRLNXkr0rdHLH%2FL2ahrh9A2N%2FEb0XohyMI4uGJzRbhpGmVfnxHDoJF8vJh%2Fs8FayKYHRg%2B%2Ff3CyLuUAooWKDqPUhGftt55tBAcFdsQUSGv%2B5CKppPT4c8%2F%2FD2pxoZj1iblnNG60I0%2B502Cs0HIoWsNqS3ZhxaPQDoOaWarcpELuTKRDw5QkzORpF75VH5fBdfF3T8w%2FC8stG03G03VFCs6kpqCHUGAFFlWTE%2FB9RyFWkXEZPrH1AcV4vagAfxv6M0P9RvTgxb72ehz9nPwJ8dn1G4VnI3V%2FBkiUx%2FYWh5Ka1wLZHAt1cYIU0kuD7jD%2BrwOtatW7PoI1N0bFgTSJiCwN2898NvDUXeIqQEGWwc2PHVDOMS4ju26xYTDMIBuT59GkekKGyb2ps2KHcS2r%2F68orIm7NjnDpLLePUZH1cH1V3lLrSavHJ1s80bdz%2BxKRlb6dSXd7xpqf6Pr1I2Ff%2FiqPYmopPTO6mVADEGLYdw8ZJ9eGEyhDZ9hN4HU4g%2B2ILcGpfuGywpZKEucmbj3QR1J7KyUs534dNtw9SQpbdODGyTrV3GTul%2FDDBU7xutmSY1R%2Bc4Bhw2yACXi%2FWuGHmPU877pdzU2P5dQciVOlkxYuG78h1sVooEAiUBuk%3D,169,49,11,3,4,#788036643,Philips,QP2510/10,OneBlade,NA,Batería,Planos,NA,NA,NA
1234, Maquina De Afeitar Rasuradora Linterna Led Portatil A Pila ,350,NA,2,NA,12 cuotas,NA,NA,Envío a todo el país,Devolución gratis,Tenés 30 días desde que lo recibís,3.7,40,https://perfil.mercadolibre.com.ar/LUCIANO-ROSARIO,https://articulo.mercadolibre.com.ar/MLA-735800748-maquina-de-afeitar-rasuradora-linterna-led-portatil-a-pila-_JM,18,7,6,2,7,#735800748,Pailipu,PQ206,De viaje,NA,NA,NA,8,NA,NA
1235, Afeitadora Corta Pelo Nariz Trimmer Recargable 3 En 1 Hombre ,1490,NA,0,2,12 cuotas,NA,NA,Envío a todo el país,Devolución gratis,Tenés 30 días desde que lo recibís,NA,NA,https://perfil.mercadolibre.com.ar/SOYLINDAONLINE,https://articulo.mercadolibre.com.ar/MLA-756687611-afeitadora-corta-pelo-nariz-trimmer-recargable-3-en-1-hombre-_JM,NA,NA,NA,NA,NA,#756687611,Surker,SK-721,Afeitadora - corta pelo - saca pelo nariz,NA,220v,Removibles,NA,NA,NA
1236," Braun Groomer Afeita,perfila + Delantal De Regalo ",3850,NA,1,6,12 cuotas,NA,NA,Envío gratis a todo el país,Devolución gratis,Tenés 30 días desde que lo recibís,4.7,13,https://perfil.mercadolibre.com.ar/DISTRISUR+PROFESIONAL,https://articulo.mercadolibre.com.ar/MLA-709818525-braun-groomer-afeitaperfila-delantal-de-regalo-_JM,10,2,1,0,0,#709818525,Braun,MG5050,Afeitadora Multigroomer,NA,NA,NA,NA,NA,NA
1237, Afeitadora Remington Sensitive Sf4880 Inalambrica Recargable ,2499,NA,5,999,12 cuotas,NA,NA,Envío gratis a todo el país,Devolución gratis,Tenés 30 días desde que lo recibís,4,2,https://perfil.mercadolibre.com.ar/IPFIJO?brandId=573,https://articulo.mercadolibre.com.ar/MLA-619638002-afeitadora-remington-sensitive-sf4880-inalambrica-recargable-_JM,0,2,0,0,0,#619638002,Remington,SF4880,sensitive,SF4880,Batería,Pivotantes,45 minutos,3,NA
1238," Afeitadora Eléctrica Panasonic Arc5 P/hombre, Seco/mojado ",36548,NA,0,3,6 cuotas sin interés,NA,NA,NA,NA,NA,NA,NA,https://perfil.mercadolibre.com.ar/SIMAROAR,https://articulo.mercadolibre.com.ar/MLA-735501126-afeitadora-electrica-panasonic-arc5-phombre-secomojado-_JM,NA,NA,NA,NA,NA,#735501126,Panasonic,ES-LV61-A,NA,NA,NA,NA,NA,NA,NA
1239, Philips Oneblade Repuesto Qp210 Hoj Afe ,599,NA,0,20,12 cuotas,NA,NA,Envío a todo el país,Devolución gratis,Tenés 30 días desde que lo recibís,NA,NA,https://perfil.mercadolibre.com.ar/SANTA-ANA+FARMA,https://click1.mercadolibre.com.ar/mclics/clicks/external/MLA/count?a=2bzq%2BB%2B6CVPIzOWLaUhsvuTG6Jk1S7diA3aSJ18YwK2DndGsgqRpKqfSJR5a8bO8%2FvZA6wqsafMLRd%2BtmBTaBRRqLZFITL%2FWj2hmC8pMeHrgI8jOxQnUyANykwObynLzO0FDXHg88njn4PLlFlos1rCLHjTiQucxNMfEmyYnDSZQAlK6t4gjc9zOS%2FcrxIuuSnooaMbLBvoFX0JeQu3D7tIbvd5%2FOhobdtjp3%2FIOZtU5BJb2VUl4%2By3cBmwqIN9Man4RQ4vTFl2d%2BmZOt%2F1Z5eQLZ1Ahnsmeb2aIozj0VwuwzoLuVfSWAX03c35t9mRblLZOnAvtH8KuYiWzCm1kkTh8unyb30UWA2HhN3kxlR8bmu%2FwCb1hWFJWjtLGHAGxWDGuputR5V5GcF%2B0bA0YxCMZQy14JW%2FANNfwxjUWkVeHC7MERprIMjnUmg2cs99gPjP4SJIcpmSQbFp4Lgxdr6CB2jr5s5iUapVtjmdHw8gKlVC%2FcGU0yqfV%2BwHGBBjfAlamuzKxozPUjRf4FfOCC55HLUjSElkTiuuxUnsSY%2FrTetN9E%2F27nwFMVMy54ta94D1y9mFteiDJ3aRuY2EypTllvVh0%2BMc8rzNbTAOMb15c1P6tbGv1hKV3VoqOEhAE0c6u%2BxxmNAUWDF2HlYbRKe0YHgFLBYIFXM7VLghXgvN4Isz1wjrRGokbBD6jmQjoZz8h9hzI9CzIS75Cn%2BLIXDSnup5dIZqaB0ypDOcdfa%2B4wVq%2ByMdcMd45iOdLV5soRXg7sNSjQ2Qdxgq5mo%2FGl%2BB3JRdaibPgQLKRNL%2FCCRQB8xpVPI6jfrAVrMbZSDExkyWZ6qUdWYkEBymF1C%2BJeDlQDTBxpA%2BxtbiPly8UxoxpC8E0HnXnB4zaDs9KZkgS%2BLpGXKUI8D3dWD8THaAOMppOTq11XDya0nE91w3IJ65ITJBiftQE2cfdbRt3i8BMx0KB%2Bqj%2FgAWXyoV0PBiplIaiFHF083p3ZYWFRZKUUADnRDtktu1HRrRYjb6xNDUkELyEbUafJW5%2FGuiFqUlNX7OsPGk6u5ACvWmEoQvXpGeKy8Z9qrK22y5iQh2qzXrxNI2Rbx22oq%2FkcEhHm8s9ALSA9oseim2fWfvWv5L5J%2FJMc3%2FQBaPS65IT4JhZ3n79Ekcebq6AGOSYBcBBFCl3pYHCUpnoJLrAcQCmztAyTsI0ZoLm8pQPOSVjgziOlyrNXlAreqSQ%2BhAhjxCzNe%2FlNYF2NxEFWuFyVesQWukVCW2dUvUNPZdma9A8mYzGyT8Rp%2B1VyX1h74rPhXT1jpadZqeOnWrEli2lx9w1wD7FU2NSO90BnCIFQDNCnkzYHgXKBKQBGmCeWHAC0qOF1aRq%2FjgZ7b5A56FglE05K%2Fdk4Akg8Ix4itqBbfRi6tlvDp02AQmkkL6F%2Bzpq6Fm9%2B5FZjfiA25Ils2N2%2BK7EGWrsVVPGktQH6saYDec7DkVKGBUoKWolKoO18Ux9e59W6kxKtpdPg%2FQTApGM1%2FUChL9yLehq9XpabpGpqHp%2Bs9L2%2FCwWeM%2BZEDZaIRTO1zGrVIWDM%2B9cL%2F9s2A1Gpza2OxPkaW4RR82HuYbDEhn74E1GktRrMUW5flkXfn2V8TvwRw%3D%3D,NA,NA,NA,NA,NA,#794748438,Philips,OneBlade,OneBlade,NA,NA,NA,NA,NA,NA
1240, Kit Aseo Viajes Nasal Mini Trimmer Travel Gear Wahl + Cera ,1150,NA,0,100,6 cuotas sin interés,NA,NA,Llega mañana,Devolución gratis,Tenés 30 días desde que lo recibís,NA,NA,https://perfil.mercadolibre.com.ar/CO+NLINE,https://articulo.mercadolibre.com.ar/MLA-778950740-kit-aseo-viajes-nasal-mini-trimmer-travel-gear-wahl-cera-_JM,NA,NA,NA,NA,NA,#778950740,Wahl,CERA,HOGAR,NA,Pila,Removibles,NA,NA,NA
1241, Braun En10 Trimmer Precision P/nariz Y Oidos Cabezal Lavable ,948,NA,0,20,12 cuotas,NA,NA,Llega mañana,Devolución gratis,Tenés 30 días desde que lo recibís,NA,NA,https://perfil.mercadolibre.com.ar/TELRIV,https://articulo.mercadolibre.com.ar/MLA-780104033-braun-en10-trimmer-precision-pnariz-y-oidos-cabezal-lavable-_JM,NA,NA,NA,NA,NA,#780104033,Braun,En10,EN,NA,Pilas,Giratorios,NA,NA,NA
