search_position,name,curr_price,orig_price,num_sold,in_stock,num_installments,amt_installments,arrival_time,shipping,free_return,free_return_info,review_avg,num_reviews,seller_link,product_link,five_star,four_star,three_star,two_star,one_star,item_id,color,Marca,Tipo de casco,Tipo de visor,Edad,Tipo,Modelo,Línea,Materiales del exterior
1035, Casco Ls2 Ff397 Vector Class Carbono Mate ,452,NA,"
			
				Nuevo
			
			
				
					 - 
				
				1
				vendido
			
		",NA,"
	
		
			Hasta
		
		18 cuotas de
		
			
				$ 93062
		
		 sin interés
		
	

	
		",62,NA,Envío a todo el país,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/ALLROADURUGUAY,https://articulo.mercadolibre.com.uy/MLU-445069183-casco-ls2-ff397-vector-class-carbono-mate-_JM#position=30&type=item&tracking_id=831cbbe0-fdba-49d3-bc99-0bc0e38de33b,NA,NA,NA,NA,NA,#445069183,NA,LS2,Integral,NA,NA,NA,NA,NA,NA
1036, Casco Integral Power Máx Homologado Negro Y Rosado - Rayo ,1400,NA,"
			
				Nuevo
			
			
		",NA,"
	
		
			Hasta
		
		18 cuotas de
		
			
				$ 7778
		
		 sin interés
		
	

	
		",78,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/VAIMACAMOTOS,https://articulo.mercadolibre.com.uy/MLU-448486830-casco-integral-power-max-homologado-negro-y-rosado-rayo-_JM#position=31&type=item&tracking_id=831cbbe0-fdba-49d3-bc99-0bc0e38de33b,NA,NA,NA,NA,NA,#448486830,NA,Max,NA,NA,NA,Integral,NA,NA,NA
1037, Casco Mx - Fox Head Racing - V4 Negro Matte Carbon ,672,NA,"
			
				Nuevo
			
			
				
					 - 
				
				1
				vendido
			
		",NA,"
	
		
			Hasta
		
		18 cuotas de
		
			
				$ 1.38357
		
		 sin interés
		
	

	
		",57,NA,Envío a todo el país,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/ALLROADURUGUAY,https://articulo.mercadolibre.com.uy/MLU-445417564-casco-mx-fox-head-racing-v4-negro-matte-carbon-_JM#position=32&type=item&tracking_id=831cbbe0-fdba-49d3-bc99-0bc0e38de33b,NA,NA,NA,NA,NA,#445417564,NA,NA,NA,NA,NA,Cross,NA,NA,NA
1038, Casco Hjc Rpha 70 Gadivo Mc5 Fibras Compuestas Con Lentes ,629,NA,"
			
				Nuevo
			
			
		",NA,"
	
		
			Hasta
		
		18 cuotas de
		
			
				$ 1.29504
		
		 sin interés
		
	

	
		",04,NA,Envío a todo el país,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/MOTO_TORRE,https://articulo.mercadolibre.com.uy/MLU-460326762-casco-hjc-rpha-70-gadivo-mc5-fibras-compuestas-con-lentes-_JM#position=33&type=item&tracking_id=831cbbe0-fdba-49d3-bc99-0bc0e38de33b,NA,NA,NA,NA,NA,#460326762,NA,HJC,Integral,Doble,Adultos,NA,GADIVO,RPHA 70,FIBRAS COMPUESTAS
1039, Casco Ls2 Ff320 Retaker Cool Rojo Y Gris Con Lentes ,4584,NA,"
			
				Nuevo
			
			
		",NA,"
	
		
			Hasta
		
		18 cuotas de
		
			
				$ 25467
		
		 sin interés
		
	

	
		",67,NA,Envío a todo el país,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/POCHOMOTOSPB,https://articulo.mercadolibre.com.uy/MLU-463422397-casco-ls2-ff320-retaker-cool-rojo-y-gris-con-lentes-_JM#position=34&type=item&tracking_id=831cbbe0-fdba-49d3-bc99-0bc0e38de33b,NA,NA,NA,NA,NA,#463422397,NA,LS2,Integral,NA,NA,NA,NA,NA,NA
1040, Casco Moto Husqvarna Motorcycles Moto 9 Gotland ,890,NA,"
			
				Nuevo
			
			
		",NA,"
	
		
			Hasta
		
		18 cuotas de
		
			
				$ 1.83241
		
		 sin interés
		
	

	
		",41,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/AMERICANDREAM+URUGUAY,https://click1.mercadolibre.com.uy/mclics/clicks/external/MLU/count?a=dSHs%2BJkuv3MdKVSlvIk%2BYbTo9TPqef3YotJpfVuSOCQQtcOYIkLOlDn6PfqFtXRWKhLSnSvA38HSIsVWFco%2B43%2FV2Qqe3bzseRW2WAI8khBqg66tJV%2BRJa5m2C6dLVfhmRoK5zOGHz5a%2Fz0G2pZJTlDKmwHqN3vQrr%2Bc1lT4KKbAuvvZZDhu71DTRjVHh87xSJp69kblKa0dS1O5dfYYHpemUANQzU%2Bx7iEavu%2F%2F34tAAJZskw0pM1y%2Fp%2Fnx%2FMvS2o5WnpaDnU7X3jRxolRjxR%2BcGg3UtBe7LQOm%2Ft2C3mPJIYNaeL9Ny5lBXDysqwCyI0eKgX3EoowuojUpU4bwqkXRlY1D59IlkwpKtksZUEneXTnSu4eVQwLU2GQo2%2BcQy6cKI98KpsKKL3WoMmL2sXeRfblJrF%2BSOcyTNmrZPohleQ9V5nahRqHzAXd5dRAELmykjiB9j5PTbYWOpKd39T53kvrnOIU%2FhMf2noXpqp9LoAlOEIlDPFGj3klhi0ykvFjpl%2BJD4O8bcBfQKfoCkjvA17%2BHAh1Z20yBXMzBL%2FngEHW5r18G0c8HgUEu9qwfBt0U4Kptw7xBebXRPIWsf4xWMgxKFoQpAlS0F4fyr3ypGxS9XyMzKWQon0Oafoeu7unZ1D2ctexoaFSua4RKE7i6DNnaHc0TTeXPSuReSKbCVxA%2FzqoRLFJLrm%2BmvQ%2Bj5c3hPvyXr5NOVz35ccwkXBERJoPWRCw6f5Sk7vo2RVb5YzrqkNhtUrqlrjEizvEBku3CZPJlypnpGRXifkcte7hC76zqkEoHRlbRQjVoV55zbCG13STIXkn3T4aK4RhZb9r8%2Fg8thBkszi0nf7cwEDHzlUqGYRRpzBgikEC39V%2BqcUO%2BAr6byCpKq%2FKCNN2osvnaQRDbdLeQ0y7lDbeQFINw2HYOpUAHnAwijVAf7rMKVSkQXjiNDsthdz0%2FQKoxWjqjUdQpxKJQmTJcHJFVO4jnStYf7Q28WyiHhhipxQ6IZyyW5L6qDJLwlXcCvA24sQpGTUbOReazAaUjWOWUkCNfPfJ2CBVuH6RfFGvPCqDxN1oWAydcc9Hndt301EJh69z8B1SRT%2FoYRiQcpKUlG6i69FRdKS%2Bzmn8OnF%2BUSGRONXn7MvbfdsgheT3yCrNwrCaEoKdCChOcKpc7FW4v3Aze0jep5MjqngAzGGlaiCLqAa9%2FHdkIp7KAyi%2FZkHJUmV8iEcrba8RViPvH3mVTdDI2qUbOapbDwJ0weW5m%2FVbxpBYkag0E5EN1iDfmFw7zgQqdvFm6yFeDN34hUerMzsN8L2odxuXjQRR6fkxpnhHoE14a5dEqiNod%2BRCUO1vnmD2BzbpW5c%2FM5Dswx4osZTxPjrncju1z9nOBFmvLNOzcahSbuh87A5vMQb24fAetVMkvxlRcZkAuc0u7xW5r9T8NDf3fGBE4GFPvh0g%2BN3aetUfqgSKXkYDgxSNIZO5O%2BpGRp0xnUQW4v%2FYmlQfDPf5k%2FheuISbfVm%2B1EhGThK%2F%2F48yCkVnRMvBdG9guilZ4SSUmfhOyxWD4QgqJCQq2hEuaIsyyLeSFPDSzMiORq3gwpR%2F226KhlYjjmjQxsqaENf1VQEEaSd9MJM2GaurTF2ZnHqGHlgXWuLnhJz2cVsGig%2BywGghPB3cr0DmmLUsaHp6Z2h7RJmQBwBDQAmiIaqryKY77tq2%2FKDnf74Qx4xco%2BiHIwX9PwNNdgB3Y2gOG35YibuGDwhv9rM3zPBLEsZDAszUGG0%2FpgPtPAvTJ8Gwwmbyt1ozJSSvnufL8%2BBPKBrLTm%2B7WRU59%2FbV8rMI0J2xBONQGPDW%2F10dHJ9wrfojKUOxZlzM%2FuBhOlztGew21c3xWaH0uFU8s%2FqFIl6%2F448B5Ijra8T1SjIANsnklcKfcUMAqYuy2BmKGCruU6RuDIPKFL2NoZZiWiRcgQCwAQ4p4Qo9j9IVBpbh2Y0%2F49WQqg4i2SF0sIXr8o%2FWxIADUErl8aw1vHDAo2OrVinCQZA%3D%3D,NA,NA,NA,NA,NA,#459369166,Azul oscuro,Husqvarna Motorcycles,Integral,Simple,Adultos,NA,Moto 9 Gotland,NA,Policarbonato ligero
1041," Casco Abierto , Harley ,cafe Racer, Vespa ,custom, Burbuja , ",2090,NA,"
			
				Nuevo
			
			
				
					 - 
				
				51
				vendidos
			
		",NA,"
	
		
			Hasta
		
		18 cuotas de
		
			
				$ 11611
		
		 sin interés
		
	

	
		",11,NA,Entrega a acordar con el vendedor,NA,NA,4.5,6,http://perfil.mercadolibre.com.uy/SPEEDSHOP+URUGUAY,https://articulo.mercadolibre.com.uy/MLU-445614821-casco-abierto-harley-cafe-racer-vespa-custom-burbuja--_JM#position=36&type=item&tracking_id=831cbbe0-fdba-49d3-bc99-0bc0e38de33b,3,3,0,0,0,#445614821,NA,380888,NA,NA,NA,NA,NA,NA,NA
1042, Casco Integral Power Máx Homologado Azul - Line-- ,1400,NA,"
			
				Nuevo
			
			
		",NA,"
	
		
			Hasta
		
		18 cuotas de
		
			
				$ 7778
		
		 sin interés
		
	

	
		",78,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/VAIMACAMOTOS,https://articulo.mercadolibre.com.uy/MLU-463890327-casco-integral-power-max-homologado-azul-line--_JM#position=37&type=item&tracking_id=831cbbe0-fdba-49d3-bc99-0bc0e38de33b,NA,NA,NA,NA,NA,#463890327,NA,Max,NA,NA,NA,Integral,NA,NA,NA
1043, Boquera Cubre Nariz Abrigo Para Cascos Ls2 ,481,NA,"
			
				Nuevo
			
			
		",NA,"
	
		
			Hasta
		
		18 cuotas de
		
			
				$ 2672
		
		 sin interés
		
	

	
		",72,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/MOTOSHOPSRLMOTOSHOPSRL,https://articulo.mercadolibre.com.uy/MLU-463412944-boquera-cubre-nariz-abrigo-para-cascos-ls2-_JM#position=38&type=item&tracking_id=831cbbe0-fdba-49d3-bc99-0bc0e38de33b,NA,NA,NA,NA,NA,#463412944,NA,LS2,Integral,NA,NA,NA,NA,NA,NA
1044," Calcomanias Personalizas,moto,cuatriciclo,auto,carteles!! ",56,NA,"
			
				Nuevo
			
			
				
					 - 
				
				39
				vendidos
			
		",NA,"
	
		
			Hasta
		
		18 cuotas de
		
			
				$ 312
		
		 sin interés
		
	

	
		",12,NA,Entrega a acordar con el vendedor,NA,NA,5.0,1,http://perfil.mercadolibre.com.uy/PEDROVILLARROEL040,https://articulo.mercadolibre.com.uy/MLU-444106403-calcomanias-personalizasmotocuatricicloautocarteles-_JM#position=39&type=item&tracking_id=831cbbe0-fdba-49d3-bc99-0bc0e38de33b,NA,NA,NA,NA,NA,#444106403,No aplica,NA,NA,NA,NA,NA,NA,NA,NA
1045, Casco Mt Modelo Stinger Shell ,86,NA,"
			
				Nuevo
			
			
				
					 - 
				
				6
				vendidos
			
		",NA,"
	
		
			Hasta
		
		18 cuotas de
		
			
				$ 17706
		
		 sin interés
		
	

	
		",06,NA,Entrega a acordar con el vendedor,NA,NA,5.0,1,http://perfil.mercadolibre.com.uy/YACAREMOTOS,https://articulo.mercadolibre.com.uy/MLU-450712890-casco-mt-modelo-stinger-shell-_JM#position=40&type=item&tracking_id=831cbbe0-fdba-49d3-bc99-0bc0e38de33b,NA,NA,NA,NA,NA,#450712890,NA,NA,Integral,NA,NA,NA,NA,NA,NA
1046, Casco Repuesto Visor Mica Azul Ls2 Ff320 - Ff353 ,41,NA,"
			
				Nuevo
			
			
				
					 - 
				
				1
				vendido
			
		",NA,"
	
		
			Hasta
		
		18 cuotas de
		
			
				$ 8441
		
		 sin interés
		
	

	
		",41,NA,Envío a todo el país,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/ALLROADURUGUAY,https://articulo.mercadolibre.com.uy/MLU-450828836-casco-repuesto-visor-mica-azul-ls2-ff320-ff353-_JM#position=41&type=item&tracking_id=831cbbe0-fdba-49d3-bc99-0bc0e38de33b,NA,NA,NA,NA,NA,#450828836,NA,LS2,Integral,NA,NA,NA,NA,NA,NA
1047, Casco Cross Airoh Twist Blanco White Gloss Ls2/ Hjc ,245,NA,"
			
				Nuevo
			
			
		",NA,"
	
		
			Hasta
		
		18 cuotas de
		
			
				$ 50443
		
		 sin interés
		
	

	
		",43,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/RUBIBIKES,https://articulo.mercadolibre.com.uy/MLU-451752324-casco-cross-airoh-twist-blanco-white-gloss-ls2-hjc-_JM#position=42&type=item&tracking_id=831cbbe0-fdba-49d3-bc99-0bc0e38de33b,NA,NA,NA,NA,NA,#451752324,NA,HJC,NA,NA,NA,Cross,NA,NA,NA
1048, Casco Ls2 Cross Mx436 Element Mate Titanium C/lentes ,8358,NA,"
			
				Nuevo
			
			
		",NA,"
	
		
			Hasta
		
		18 cuotas de
		
			
				$ 46433
		
		 sin interés
		
	

	
		",33,NA,Envío a todo el país,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/POCHOMOTOSPB,https://articulo.mercadolibre.com.uy/MLU-463422972-casco-ls2-cross-mx436-element-mate-titanium-clentes-_JM#position=43&type=item&tracking_id=831cbbe0-fdba-49d3-bc99-0bc0e38de33b,NA,NA,NA,NA,NA,#463422972,NA,LS2,Integral,NA,NA,NA,NA,NA,NA
1049, Casco Ls2 Ff320 Axis Azul Blanco Verde ,128,NA,"
			
				Nuevo
			
			
				
					 - 
				
				1
				vendido
			
		",NA,"
	
		
			Hasta
		
		18 cuotas de
		
			
				$ 26354
		
		 sin interés
		
	

	
		",54,NA,Envío a todo el país,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/ALLROADURUGUAY,https://articulo.mercadolibre.com.uy/MLU-452834390-casco-ls2-ff320-axis-azul-blanco-verde-_JM#position=44&type=item&tracking_id=831cbbe0-fdba-49d3-bc99-0bc0e38de33b,NA,NA,NA,NA,NA,#452834390,NA,LS2,Integral,NA,NA,NA,NA,NA,NA
1050, Cascos Retro Chopper Harley Vintage Vespa Abierto 3/4 ,1100,NA,"
			
				Nuevo
			
			
				
					 - 
				
				293
				vendidos
			
		",NA,"
	
		
			Hasta
		
		18 cuotas de
		
			
				$ 6111
		
		 sin interés
		
	

	
		",11,NA,Entrega a acordar con el vendedor,NA,NA,3.3,3,http://perfil.mercadolibre.com.uy/FT1977,https://articulo.mercadolibre.com.uy/MLU-444795597-cascos-retro-chopper-harley-vintage-vespa-abierto-34-_JM#position=45&type=item&tracking_id=831cbbe0-fdba-49d3-bc99-0bc0e38de33b,0,2,0,1,0,#444795597,NA,Vespa,NA,NA,NA,NA,NA,NA,NA
1051, Casco Ls2 Ff323 Arrow Carbono Sting Rojo Amarillo Flúo ,489,NA,"
			
				Nuevo
			
			
		",NA,"
	
		
			Hasta
		
		18 cuotas de
		
			
				$ 1.00680
		
		 sin interés
		
	

	
		",80,NA,Envío a todo el país,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/ALLROADURUGUAY,https://articulo.mercadolibre.com.uy/MLU-459639348-casco-ls2-ff323-arrow-carbono-sting-rojo-amarillo-fluo-_JM#position=46&type=item&tracking_id=831cbbe0-fdba-49d3-bc99-0bc0e38de33b,NA,NA,NA,NA,NA,#459639348,NA,LS2,Integral,NA,NA,NA,NA,NA,NA
1052, Visor Casco Nenki Nk-826 Transparente O Ahumado ,527,NA,"
			
				Nuevo
			
			
		",NA,"
	
		
			Hasta
		
		18 cuotas de
		
			
				$ 2928
		
		 sin interés
		
	

	
		",28,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/MOTOSHOPSRLMOTOSHOPSRL,https://articulo.mercadolibre.com.uy/MLU-448621863-visor-casco-nenki-nk-826-transparente-o-ahumado-_JM#position=47&type=item&tracking_id=831cbbe0-fdba-49d3-bc99-0bc0e38de33b,NA,NA,NA,NA,NA,#448621863,NA,Nenki,NA,NA,NA,Integral,NA,NA,NA
1053, Casco Ls2 Mx436 Pioneer Elev Negro Amarillo Matte ,200,NA,"
			
				Nuevo
			
			
		",NA,"
	
		
			Hasta
		
		18 cuotas de
		
			
				$ 41178
		
		 sin interés
		
	

	
		",78,NA,Envío a todo el país,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/ALLROADURUGUAY,https://articulo.mercadolibre.com.uy/MLU-459915937-casco-ls2-mx436-pioneer-elev-negro-amarillo-matte-_JM#position=48&type=item&tracking_id=831cbbe0-fdba-49d3-bc99-0bc0e38de33b,NA,NA,NA,NA,NA,#459915937,NA,LS2,Cross,NA,NA,NA,NA,NA,NA
1054, Casco Cross Airoh Twist Avanger Grey Matt Nolan/hjc/ls2 ,273,NA,"
			
				Nuevo
			
			
		",NA,"
	
		
			Hasta
		
		18 cuotas de
		
			
				$ 56208
		
		 sin interés
		
	

	
		",08,NA,Envío gratis a todo el país,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/POCHOMOTOSPB,https://articulo.mercadolibre.com.uy/MLU-453174666-casco-cross-airoh-twist-avanger-grey-matt-nolanhjcls2-_JM#position=49&type=item&tracking_id=831cbbe0-fdba-49d3-bc99-0bc0e38de33b,NA,NA,NA,NA,NA,#453174666,NA,NA,NA,NA,NA,Integral,NA,NA,NA
1055, Casco Ls2 Ff320 Kub Rojo Y Negro Con Lentes! ,4584,NA,"
			
				Nuevo
			
			
		",NA,"
	
		
			Hasta
		
		18 cuotas de
		
			
				$ 25467
		
		 sin interés
		
	

	
		",67,NA,Envío a todo el país,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/POCHOMOTOSPB,https://articulo.mercadolibre.com.uy/MLU-463421544-casco-ls2-ff320-kub-rojo-y-negro-con-lentes-_JM#position=50&type=item&tracking_id=831cbbe0-fdba-49d3-bc99-0bc0e38de33b,NA,NA,NA,NA,NA,#463421544,NA,LS2,Integral,NA,NA,NA,NA,NA,NA
1056, Cascos Hjc ,3490,NA,"
			
				Nuevo
			
			
				
					 - 
				
				3
				vendidos
			
		",NA,"
	
		
			Hasta
		
		18 cuotas de
		
			
				$ 19389
		
		 sin interés
		
	

	
		",89,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/MAAR_126,https://articulo.mercadolibre.com.uy/MLU-452729719-cascos-hjc-_JM#position=51&type=item&tracking_id=831cbbe0-fdba-49d3-bc99-0bc0e38de33b,NA,NA,NA,NA,NA,#452729719,NA,HJC,NA,NA,NA,NA,NA,NA,NA
1057, Casco Airoh Flip Up Rides Rebatible Mate Lentes 1580gr Talle ,11136,NA,"
			
				Nuevo
			
			
				
					 - 
				
				2
				vendidos
			
		",NA,"
	
		
			Hasta
		
		18 cuotas de
		
			
				$ 61867
		
		 sin interés
		
	

	
		",67,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/MOTOSHOPSRLMOTOSHOPSRL,https://articulo.mercadolibre.com.uy/MLU-444353345-casco-airoh-flip-up-rides-rebatible-mate-lentes-1580gr-talle-_JM?searchVariation=39377888858#position=52&type=item&tracking_id=831cbbe0-fdba-49d3-bc99-0bc0e38de33b,NA,NA,NA,NA,NA,#444353345,Negro,NA,Integral,NA,NA,NA,NA,NA,NA
1058, Casco Sol Integral - Ss-1 Flat Black - - ,3520,NA,"
			
				Nuevo
			
			
		",NA,"
	
		
			Hasta
		
		18 cuotas de
		
			
				$ 19556
		
		 sin interés
		
	

	
		",56,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/VAIMACAMOTOS,https://articulo.mercadolibre.com.uy/MLU-457378110-casco-sol-integral-ss-1-flat-black--_JM#position=53&type=item&tracking_id=831cbbe0-fdba-49d3-bc99-0bc0e38de33b,NA,NA,NA,NA,NA,#457378110,NA,NA,NA,NA,NA,Cross,NA,NA,NA
1059, Casco Cross Nenki Nk-315 Varios Colores ,3790,NA,"
			
				Nuevo
			
			
		",NA,"
	
		
			Hasta
		
		18 cuotas de
		
			
				$ 21056
		
		 sin interés
		
	

	
		",56,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/MOTOSHOPSRLMOTOSHOPSRL,https://articulo.mercadolibre.com.uy/MLU-461748030-casco-cross-nenki-nk-315-varios-colores-_JM#position=1&type=item&tracking_id=255b5111-e125-40b4-ae15-9230b3b69d0a,NA,NA,NA,NA,NA,#461748030,NA,Nenki,NA,NA,NA,Integral,NA,NA,NA
1060, Casco Ls2 Ff327 Fibra De Carbono Challenger Incluye Pinlock ,21460,NA,"
			
				Nuevo
			
			
		",NA,"
	
		
			Hasta
		
		18 cuotas de
		
			
				$ 1.19222
		
		 sin interés
		
	

	
		",22,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/MOTOSHOPSRLMOTOSHOPSRL,https://articulo.mercadolibre.com.uy/MLU-465688855-casco-ls2-ff327-fibra-de-carbono-challenger-incluye-pinlock-_JM#position=2&type=item&tracking_id=255b5111-e125-40b4-ae15-9230b3b69d0a,NA,NA,NA,NA,NA,#465688855,NA,NA,Integral,NA,NA,NA,NA,NA,NA
1061," Visores Burbuja Para Cascos Harley , Vespa , Cafe Racer ",990,NA,"
			
				Nuevo
			
			
				
					 - 
				
				45
				vendidos
			
		",NA,"
	
		
			Hasta
		
		18 cuotas de
		
			
				$ 5500
		
		 sin interés
		
	

	
		",00,NA,Entrega a acordar con el vendedor,NA,NA,4.0,1,http://perfil.mercadolibre.com.uy/SPEEDSHOP+URUGUAY,https://articulo.mercadolibre.com.uy/MLU-445614786-visores-burbuja-para-cascos-harley-vespa-cafe-racer-_JM#position=3&type=item&tracking_id=255b5111-e125-40b4-ae15-9230b3b69d0a,NA,NA,NA,NA,NA,#445614786,NA,380888,NA,NA,NA,NA,NA,NA,NA
1062, Casco Agv K-3 Sv Camodaz Con Doble Visor !! ,350,NA,"
			
				Nuevo
			
			
				
					 - 
				
				1
				vendido
			
		",NA,"
	
		
			Hasta
		
		18 cuotas de
		
			
				$ 72061
		
		 sin interés
		
	

	
		",61,NA,Envío a todo el país,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/URURACER,https://articulo.mercadolibre.com.uy/MLU-444962245-casco-agv-k-3-sv-camodaz-con-doble-visor--_JM#position=4&type=item&tracking_id=255b5111-e125-40b4-ae15-9230b3b69d0a,NA,NA,NA,NA,NA,#444962245,NA,AGV,Integral,NA,NA,NA,K-3 SV,K-3 SV,NA
1063, Casco Agv Balloon K-3 Sv ,350,NA,"
			
				Nuevo
			
			
		",NA,"
	
		
			Hasta
		
		18 cuotas de
		
			
				$ 72061
		
		 sin interés
		
	

	
		",61,NA,Envío a todo el país,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/URURACER,https://articulo.mercadolibre.com.uy/MLU-452495864-casco-agv-balloon-k-3-sv-_JM#position=5&type=item&tracking_id=255b5111-e125-40b4-ae15-9230b3b69d0a,NA,NA,NA,NA,NA,#452495864,NA,AGV,Integral,NA,NA,NA,Balloon,K-3 SV,NA
1064," Casco Modelo Aguila Daytona Ideal Para Harley, Chopper ",1100,NA,"
			
				Nuevo
			
			
				
					 - 
				
				34
				vendidos
			
		",NA,"
	
		
			Hasta
		
		18 cuotas de
		
			
				$ 6111
		
		 sin interés
		
	

	
		",11,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/FT1977,https://articulo.mercadolibre.com.uy/MLU-444795587-casco-modelo-aguila-daytona-ideal-para-harley-chopper-_JM#position=6&type=item&tracking_id=255b5111-e125-40b4-ae15-9230b3b69d0a,NA,NA,NA,NA,NA,#444795587,NA,NA,NA,NA,NA,NA,NA,NA,NA
1065, Casco Cross Twist Airoh Iron Azul Nolan/hjc/ls2 ,277,NA,"
			
				Nuevo
			
			
		",NA,"
	
		
			Hasta
		
		18 cuotas de
		
			
				$ 57031
		
		 sin interés
		
	

	
		",31,NA,Envío gratis a todo el país,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/POCHOMOTOSPB,https://articulo.mercadolibre.com.uy/MLU-453173088-casco-cross-twist-airoh-iron-azul-nolanhjcls2-_JM#position=7&type=item&tracking_id=255b5111-e125-40b4-ae15-9230b3b69d0a,NA,NA,NA,NA,NA,#453173088,NA,NA,NA,NA,NA,Integral,NA,NA,NA
1066, Casco Hjc Rpha 70 Gadivo Mc10 Fibras Compuestas Con Lentes ,629,NA,"
			
				Nuevo
			
			
		",NA,"
	
		
			Hasta
		
		18 cuotas de
		
			
				$ 1.29504
		
		 sin interés
		
	

	
		",04,NA,Envío a todo el país,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/MOTO_TORRE,https://articulo.mercadolibre.com.uy/MLU-460326732-casco-hjc-rpha-70-gadivo-mc10-fibras-compuestas-con-lentes-_JM#position=8&type=item&tracking_id=255b5111-e125-40b4-ae15-9230b3b69d0a,NA,NA,NA,NA,NA,#460326732,NA,HJC,Integral,Doble,Adultos,NA,GADIVO,RPHA 70,FIBRAS COMPUESTAS
1067, Casco Infantil Niño Ls2 Mx437j Fast Mini Strong ,129,NA,"
			
				Nuevo
			
			
		",NA,"
	
		
			Hasta
		
		18 cuotas de
		
			
				$ 26560
		
		 sin interés
		
	

	
		",60,NA,Envío a todo el país,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/ALLROADURUGUAY,https://articulo.mercadolibre.com.uy/MLU-445069403-casco-infantil-nino-ls2-mx437j-fast-mini-strong-_JM#position=9&type=item&tracking_id=255b5111-e125-40b4-ae15-9230b3b69d0a,NA,NA,NA,NA,NA,#445069403,NA,LS2,Cross,NA,NA,NA,NA,NA,NA
1068, Casco Ls2 Ff324 Metro Evo Firefly Negro ,306,NA,"
			
				Nuevo
			
			
		",NA,"
	
		
			Hasta
		
		18 cuotas de
		
			
				$ 63002
		
		 sin interés
		
	

	
		",02,NA,Envío a todo el país,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/ALLROADURUGUAY,https://articulo.mercadolibre.com.uy/MLU-452881606-casco-ls2-ff324-metro-evo-firefly-negro-_JM#position=10&type=item&tracking_id=255b5111-e125-40b4-ae15-9230b3b69d0a,NA,NA,NA,NA,NA,#452881606,NA,LS2,Integral,NA,NA,NA,NA,NA,NA
1069, Visor Ahumado Para Casco Power Maxx 626 ,388,NA,"
			
				Nuevo
			
			
		",NA,"
	
		
			Hasta
		
		18 cuotas de
		
			
				$ 2156
		
		 sin interés
		
	

	
		",56,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/MOTOSHOPSRLMOTOSHOPSRL,https://articulo.mercadolibre.com.uy/MLU-447488392-visor-ahumado-para-casco-power-maxx-626-_JM#position=11&type=item&tracking_id=255b5111-e125-40b4-ae15-9230b3b69d0a,NA,NA,NA,NA,NA,#447488392,NA,NA,NA,NA,NA,Integral,NA,NA,NA
1070," Kingree Pasamontañas Máscara De Esquí, Casco De Motocicle ",42,NA,"
			
				Nuevo
			
			
		",NA,"
	
		
			Hasta
		
		18 cuotas de
		
			
				$ 8647
		
		 sin interés
		
	

	
		",47,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/AKAESURUGUAY,https://articulo.mercadolibre.com.uy/MLU-456473711-kingree-pasamontanas-mascara-de-esqui-casco-de-motocicle-_JM#position=12&type=item&tracking_id=255b5111-e125-40b4-ae15-9230b3b69d0a,NA,NA,NA,NA,NA,#456473711,NA,KINGREE,NA,NA,NA,NA,NA,NA,NA
