search_position,name,curr_price,orig_price,num_sold,in_stock,num_installments,amt_installments,arrival_time,shipping,free_return,free_return_info,review_avg,num_reviews,seller_link,product_link,five_star,four_star,three_star,two_star,one_star,item_id,Marca,Línea,Modelo,Modelo alfanumérico,Tiempo de funcionamiento,Tipo de alimentación,Tipos de cabezales,Peso
11, Afeitadora Philips Aquatouch S5070/02 Eléctrica Recargable ,4499,NA,"
			
				Nuevo
			
			
				
					 - 
				
				643
				vendidos
			
		",(18 disponibles),12 cuotas,NA,NA,Llega gratis mañana,Devolución gratis,Tenés 30 días desde que lo recibís,4.6,210,https://perfil.mercadolibre.com.ar/TANGOHOGAR,https://articulo.mercadolibre.com.ar/MLA-728426848-afeitadora-philips-aquatouch-s507002-electrica-recargable-_JM,139,54,13,0,3,#728426848,Philips,AquaTouch,S5070/02,S5070/02,40 m,220v,NA,NA
12, Recortador De Barba Philips Oneblade Qp2510/10 ,1199,NA,"
			
			
				
				1763
				vendidos
			
		",(68 disponibles),12 cuotas,NA,NA,Llega hoy,Devolución gratis,Tenés 30 días desde que lo recibís,4.6,243,https://perfil.mercadolibre.com.ar/TC+SHOP+-+TIENDAS+OFICIALES?brandId=221,https://articulo.mercadolibre.com.ar/MLA-694466683-recortador-de-barba-philips-oneblade-qp251010-_JM,174,50,12,3,4,#694466683,Philips,OneBlade,QP2510/10,QP2510,30 m,Batería,Plano,NA
13, Cortadora De Pelo Gama Gcx685 Trimmer Afeitadora 6 Cabezales ,3617,NA,"
			
				Nuevo
			
			
				
					 - 
				
				64
				vendidos
			
		",(42 disponibles),12 cuotas,NA,NA,Llega gratis hoy,Devolución gratis,Tenés 30 días desde que lo recibís,4.6,34,https://perfil.mercadolibre.com.ar/TECNOFAST_,https://articulo.mercadolibre.com.ar/MLA-624059346-cortadora-de-pelo-gama-gcx685-trimmer-afeitadora-6-cabezales-_JM,22,9,2,0,0,#624059346,GA.MA Italy,AFEITADORA,GCX 685,NA,NA,NA,NA,NA
14, Cortabarba Multigroom Philips Mg5730/15 ,2499,NA,"
			
			
				
				1955
				vendidos
			
		",(45 disponibles),12 cuotas,NA,NA,Llega gratis mañana,Devolución gratis,Tenés 30 días desde que lo recibís,4.7,297,https://perfil.mercadolibre.com.ar/TC+SHOP+-+TIENDAS+OFICIALES?brandId=221,https://click1.mercadolibre.com.ar/mclics/clicks/external/MLA/count?a=K2hFjxtHvKfPnpHvN7jZ7VkII4X21AIxBxou%2FM4vrlAqbKgyqUz5sco19E6ztFTC3IL3BhYO9PHe33KZaVkr77iH08U1HV%2BF49it4xsoVpOg73v180Gx2Mmf8JP8pMeVxsGe2yWAFJIoX1TeOJVmKWb%2Fato4yZsqGq7nXQgjURXHj6N2o3dvY19FDGyoXUK1oKW9gxlMDhwAy9rBuas%2B%2BSUD7WdwOFldIxx9ae02qSnUbb7GaNc1zDo9Q%2Bq5KWKrjsEGZQ%2B8YCiWfWUfr%2B59dk30Bt0iv0xPpfdK2EF6p%2BRGRQk4yaBhkjtO4%2FzAxJ0YYvPMTG5up3ieFbRKaqTOwP2sJKcpLDjdGVWRjCMRP5aGNI9S0upvfmgg8hG%2FkiF%2Bxb0dO2SgsAaaqZmG3nXbJqZsCFKLft%2BDLSGmrQiPEtbFeC0fFJkogJdzSVATQwtJ0hI6sNltMizjUDF63niCVfSZhI4%2FohJaQVltrZ1tMbIWdCu3%2FGLq0OiTk%2B2pOBdb4Sz3vJ3eFkvrQLG9HvN6VOvzsnTTIOKw6qaRfx6Nc7S8tsx820aH2TmUAJGXqbs5c0szC3jzP52LGbijwA2R1XnkR9Z5P%2BrTg8AhF8S2ymp0wxoktg6IpupnzQZcHCwp587sPn3vba78fTiDrKNI%2BbfiWGoCcDuON2bIF6AAxuoerRfGHIUc1rYvhcbz1VdRC49Y8XzoGO%2BCiBjh5rgbYdBlk3CvV0ot3atjfbCe8b42RcEdYIptU9TI1rCTCFL5xQpGxp7x004FWVUwVA0lYyQin05YCrR3y0JdK48BzI4wkP53wEMapKE9FmKc58wlIJp8wBSZLIHErbIscaIFDF6Hc%2FC379fuVyc%2FZd0ZbOhZlvrnjtBU5dJ0s%2FD23p7OuZQe4uW%2BVLVZh%2BDi7iea3DTcBXctuHOXLgySfVcQzsD2s3hHRsdTsQt0EyilGT3e3oWreJL33vJHb%2FaelPstuViuVArXGQwvVgMpiZqBlfSK%2F3BXVNh69Twwo0Dmh8Nf3EBXrA1OhQ%2BYUhE5mzChaCpU5TAPVLo6%2Fv8bH2EzDV43FQCgJHDcdubSr8Wa5iaFYDwOXVlARPDBjr%2FxioCUH23mKwb6dtGp%2BF5SqUq%2FWuomV6hkdeEjCqN0iMrPVVOf1D5yInH6DIu3AohSn1gcHCsoAaDQD9zmHedE8eAO3kqCQMHWNKotf%2F5iRZQfNOWfmwrszZlW8rvA0%2FaOY%2FNla8KfVD0lxMBjoUrEk144ipU5uP3Ib5O155XkUYU79mTdxQLvp55o4bAZk7hmtDIT%2FJCfiFE4jx9LlTn98jNbI275i4%2FkE1xASMowmwcY%2FyqBJXWzGttvnKS2Row%2FP7n6jOrie1u4YKxBE8UplSh2Ek1DsHR0IWwOSTHAuNRY24DbApwxUNLB9A47VRvPdxrkHB9DC29Fv6EF2zWbvdq8cb1rKawv%2BErJUpasv%2BDkh7k%2FrDAdqpY4K0Dc01S7Mxfdw1alX0OJg9ZtsQ9LxWPi5GI%2F%2FHvwuWiawWImy%2Btc%2B%2BQHMwiyMe6NTdhbEfKwkvgVFB%2B6CYuD3i1FlfcQCQvc84eIHU509c3PnIVJdpPqvnk2HfaCT7ZBaNo%2BNXPCPn0TavDQ%2FoChDJTg3JBONx7iIBs3HHWPyzjaGxJSpRvAoE9ugK2w%2BejGZ2fJWaoI7rnpT7hQ9PNCerEoBg13HRChlzpRRRC6eYxyoyP4h5SlydTSum25TRNwgkPv2EkmHM4JIhVCw4VHeg%3D%3D,219,72,4,1,1,#687451947,Philips,Multigroom series 5000,MG5730/15,MG5730/15,80,220v,Planos,NA
15, Philips Oneblade Qp2521/10 Recortá Modelá Y Afeitá ,1799,NA,"
			
			
				
				3879
				vendidos
			
		",(43 disponibles),12 cuotas,NA,NA,Envío,Devolución gratis,Tenés 30 días desde que lo recibís,4.6,878,https://perfil.mercadolibre.com.ar/TC+SHOP+-+TIENDAS+OFICIALES?brandId=221,https://articulo.mercadolibre.com.ar/MLA-694476063-philips-oneblade-qp252110-recorta-modela-y-afeita-_JM,657,157,43,8,13,#694476063,Philips,OneBlade,QP2521/10,QP2521/10,45 m,Batería,Planos,NA
16, Recortador Multigroom Philips 11 En 1 Mg5730/15 ,1999,2499,"
			
			
				
				342
				vendidos
			
		",(143 disponibles),12 cuotas,NA,NA,Envío gratis a todo el país,Devolución gratis,Tenés 30 días desde que lo recibís,4.5,21,https://perfil.mercadolibre.com.ar/WALMART+ARGENTINA?brandId=176,https://articulo.mercadolibre.com.ar/MLA-780584124-recortador-multigroom-philips-11-en-1-mg573015-_JM,12,8,1,0,0,#780584124,Philips,Multigroom,MG5730/15,MG5730/15,NA,Batería,Cuchillas Autoafilables,NA
17, Afeitadora Gama Corta Patilla Inalambrica Gsh Sport - Luico ,1035,NA,"
			
				Nuevo
			
			
				
					 - 
				
				119
				vendidos
			
		",(18 disponibles),12 cuotas,NA,NA,Envío,Devolución gratis,Tenés 30 días desde que lo recibís,4.5,28,https://perfil.mercadolibre.com.ar/LUICO+HOGAR,https://articulo.mercadolibre.com.ar/MLA-624061468-afeitadora-gama-corta-patilla-inalambrica-gsh-sport-luico-_JM,18,8,1,0,1,#624061468,GA.MA,GSH Sport,GSH Sport,NA,NA,A batería,3 Cuchillas de Acero,0.144 kg
18, Repuesto Afeitadora Braun 32s 32b Foil Serie 3 320s 340s 380 ,3058,NA,"
			
				Nuevo
			
			
				
					 - 
				
				391
				vendidos
			
		",(78 disponibles),12 cuotas,NA,NA,Llega gratis mañana,Devolución gratis,Tenés 30 días desde que lo recibís,4.9,50,https://perfil.mercadolibre.com.ar/RADARLP,https://articulo.mercadolibre.com.ar/MLA-614330177-repuesto-afeitadora-braun-32s-32b-foil-serie-3-320s-340s-380-_JM,46,4,0,0,0,#614330177,Braun,Series 3,32/S,NA,NA,NA,Flexibles,NA
19, Maquina De Cortar Pelo Y Cortabarba Bodygroom Philips Mg7730 ,3599,NA,"
			
				Nuevo
			
			
				
					 - 
				
				625
				vendidos
			
		",(420 disponibles),12 cuotas,NA,NA,Llega gratis hoy,Devolución gratis,Tenés 30 días desde que lo recibís,4.8,20,https://perfil.mercadolibre.com.ar/TECH_SOURCE,https://articulo.mercadolibre.com.ar/MLA-747481161-maquina-de-cortar-pelo-y-cortabarba-bodygroom-philips-mg7730-_JM,16,3,1,0,0,#747481161,NA,NA,NA,NA,NA,NA,NA,NA
20, Recortador De Barba Philips Oneblade Qp2510/10 ,1199,NA,"
			
			
				
				1763
				vendidos
			
		",(68 disponibles),12 cuotas,NA,NA,Llega hoy,Devolución gratis,Tenés 30 días desde que lo recibís,4.6,243,https://perfil.mercadolibre.com.ar/TC+SHOP+-+TIENDAS+OFICIALES?brandId=221,https://click1.mercadolibre.com.ar/mclics/clicks/external/MLA/count?a=V44Aoafd%2BKHD8C2VOzRwvfXdBRVu9np9zroMZhz12hVi%2FW9sUVz%2FyPx2BGT2ltc2%2Fvu6fANV9Tp9kEqUm5K7nzOKLqGVnMh8xjdcABIBZPoff2AoJPGg6bVtgJqYW7szrm0A7llz8kY%2BH3o7fdcqXvmYkHGt8AsM7uuE9f%2B9UQDi1qRl5IV5YztShBymRPiR2RPZazeEPndQJ5V%2B%2F7JIGpNhzWaVT52gKqvDDGoDsXwM19L2x1I9saQRKwzhgcnBgH6q%2B7yKqfn8%2B7pfGpbZbuBuGNkGemS%2BPNaegZtYby6YDx1ZxEeGSYXSNdFl08ol4Zjjlezobww458ppgfUMyK4QQonHp2xMTdJIOW8HlesZYr3Hx5KeIuiFkiE5Yp%2F8cDl9EqdUD%2FVZxb8urPsmEIqrXsqyUD%2FrkzbiDheEQR8glHKU84C9D2GFQKczEci6mt%2FFDWmmtouMrMIZGw8hT81JGhMQHF5l0cUhtDhbD%2BsT3uDl76rOqLquUsx0msbLM0gwbKVOo6PFbdK4L%2BxnQH7j6%2BlSZpGe3IX9H%2FI4Shi3AemFthNfeNaIgCS59gG2pUhQxVo9B2VBaTTaRq4s2Oy1A38cSDvGxpWcUep4RpVaTZaLdKASBaRTPE%2BibtqXs2p2R5WQN2vVOioDFai2xCtIwlpv%2FoAM%2B%2B7wFdz%2BODwkvgtQu3rBAstTzDXyYvX7KD9ziNQQg6Qmt5OFunj4uJw3GC%2FPwVMpU5%2BUFumB3a83sW0c1UetfSLaJRaZ5dpsr5RkJt3mK6PECERtrL52b9XvuxMU5FMcv8r7f0Yno7whjRYoFIejvoQyUBrPz7vP9PM8k1snVaKTvlo3TEIjejjFKWHYiAGcHuvkFyqdrv6LI2VL8wiwDY6WWVjkUb1xlHFs2eouw%2Bf%2Bw8M3W1hdk7dahfSHjQCRfESasfl4jkn7hYGDIAlBlwaYYXdBnwnlMbEt%2Bu0KP4UthybdDjFeVN0NN1PIKgGDLjGoqGNQw4Unh2JL9YSRWcDfom8uIsByU39TA6UTuB6IFyHhmXug1LpiS8E0%2FVJsylpfqVolUduj54L%2Fbwi52ewU0JvLMMq8qfCMykJKhkwM7KVq4Z%2B7ebq2uIDFkLi0WpAvR4VZG3yDNoa7sSspqJoNGeWp1yU9SQX0zihdCyrqcBFm3cG6Q2EsDiBD5p8jAOfJx14eZ1MCzR4L48spqb6%2BdSiUQB3Fuon%2FmQFPY7ZdzMBESdZFcq8AOKKePxsAYmo%2FcuHGpKIWDkgWb3D9Jv4f6GZQb1QK9JLF8%2FCGxeaDa9b96AN7MYV38F2xkuJLhHH3cHIufVS%2BSVYogTbkP7qoRgV7cprdiQJ7EkrD76EmcQnDV6iU4RiJGwoiHN3PCKiMpK96EZ2tnxu8SpgL44ehNy9lkITr%2FItBRdhSo1HBe3U5UJTI7szff4GrkDPs0M%2FNhvFpuhnU2w%2BEoikI3XvKor6MMV%2F%2FcCiXrQL78urtpG2wydT4jkRnCpuPYbCp2O9scn2Xgjrk11voHyP94t4oOmwx88r%2F%2FYFd%2B0cuwYNBwwFWjIDgoOsRao9U5D6rfyMT1E52%2BjI2UZAoBf9lnYAUMDimKfjE8wAbrfrbGsPaVS4hFD3gVa3WXDFaXZzUXJ7csCIT9a0WlmQwgWdhG4YeEOmpXgJ7BaH1YGIXNcJUxaHlW7s1N94fhuBYgS15bOTsg%2FoYbVs%2Fdo9OdzJg9l5d77GYNf4tOlZJTKnGaWFmqrXwc6JyvH5VzDDmYV8Ue3n2%2BJY%3D,174,50,12,3,4,#694466683,Philips,OneBlade,QP2510/10,QP2510,30 m,Batería,Plano,NA
21, Rasuradora Electrica De Barba Y Patillas Trimmer Gt 555 Gama ,2950,NA,"
			
				Nuevo
			
			
				
					 - 
				
				3
				vendidos
			
		",(97 disponibles),6 cuotas sin interés,NA,NA,Llega gratis hoy,Devolución gratis,Tenés 30 días desde que lo recibís,4.5,93,https://perfil.mercadolibre.com.ar/FULL_PROF,https://articulo.mercadolibre.com.ar/MLA-756788500-rasuradora-electrica-de-barba-y-patillas-trimmer-gt-555-gama-_JM,61,20,6,2,3,#756788500,GA.MA Italy,NA,GT 555,NA,NA,NA,NA,NA
22, Afeitadora Gama 855 Inalambrica Cortapatilla Dia Del Padre ,1017,NA,"
			
				Nuevo
			
			
				
					 - 
				
				195
				vendidos
			
		",(5 disponibles),12 cuotas,NA,NA,Envío,Devolución gratis,Tenés 30 días desde que lo recibís,4.3,96,https://perfil.mercadolibre.com.ar/-MILYON-,https://articulo.mercadolibre.com.ar/MLA-670005766-afeitadora-gama-855-inalambrica-cortapatilla-dia-del-padre-_JM,47,34,13,2,0,#670005766,GA.MA Italy,GSH SPORT,GSH 855,NA,50 MINUTOS,Inalámbrica,3 cabezales,NA
23, Afeitadora Braun Serie 7 7840s Wetdry Alemana Sonica Premium ,13078,NA,"
			
				Nuevo
			
			
				
					 - 
				
				232
				vendidos
			
		",(4 disponibles),12 cuotas,NA,NA,Llega gratis mañana,Devolución gratis,Tenés 30 días desde que lo recibís,4.7,142,https://perfil.mercadolibre.com.ar/RADARLP,https://articulo.mercadolibre.com.ar/MLA-617927378-afeitadora-braun-serie-7-7840s-wetdry-alemana-sonica-premium-_JM,110,30,3,2,1,#617927378,Braun,Series 7,7840s Wet&Dry,NA,50 minutos,Batería,Flexibles,400 g
24," Recortador Philips Para Nariz, Orejas, Cejas Nt3160/10 ",1099,NA,"
			
				Nuevo
			
			
				
					 - 
				
				382
				vendidos
			
		",(10 disponibles),12 cuotas,NA,NA,Envío a todo el país,Devolución gratis,Tenés 30 días desde que lo recibís,4.5,22,https://perfil.mercadolibre.com.ar/TANGOHOGAR,https://articulo.mercadolibre.com.ar/MLA-733195547-recortador-philips-para-nariz-orejas-cejas-nt316010-_JM,14,4,4,0,0,#733195547,Philips,Series 3000,Nosetrimmer,NT3160/10,NA,Pila,Giratorios,NA
25, Afeitadora Razor Shaver Andis Profoil Lithium ,6900,NA,"
			
				Nuevo
			
			
				
					 - 
				
				221
				vendidos
			
		",(63 disponibles),12 cuotas,NA,NA,Envío gratis a todo el país,Devolución gratis,Tenés 30 días desde que lo recibís,5.0,15,https://perfil.mercadolibre.com.ar/E-SHOP+PELUQ,https://articulo.mercadolibre.com.ar/MLA-674516231-afeitadora-razor-shaver-andis-profoil-lithium-_JM,15,0,0,0,0,#674516231,Andis,ProFoil,Pro Foil,NA,80 min,220v,Ergónomicos,140 g
26, Corta Pelo Afeitadora Gama 545 Clipper Electrica Inalambrica ,1459,NA,"
			
				Nuevo
			
			
				
					 - 
				
				6
				vendidos
			
		",(12 disponibles),12 cuotas,NA,NA,Envío a todo el país,Devolución gratis,Tenés 30 días desde que lo recibís,1.0,1,https://perfil.mercadolibre.com.ar/PPSTOREPEPPERSRL,https://articulo.mercadolibre.com.ar/MLA-737092131-corta-pelo-afeitadora-gama-545-clipper-electrica-inalambrica-_JM,NA,NA,NA,NA,NA,#737092131,GA.MA,NA,GC 545,NA,NA,NA,NA,NA
27, Afeitadora Philips Aquatouch S5420/24 Eléctrica Recargable ,5999,NA,"
			
			
				
				93
				vendidos
			
		",(15 disponibles),12 cuotas,NA,NA,Llega gratis mañana,Devolución gratis,Tenés 30 días desde que lo recibís,NA,NA,https://perfil.mercadolibre.com.ar/TC+SHOP+-+TIENDAS+OFICIALES?brandId=221,https://articulo.mercadolibre.com.ar/MLA-723885768-afeitadora-philips-aquatouch-s542024-electrica-recargable-_JM,NA,NA,NA,NA,NA,#723885768,Philips,AquaTouch,S5420/24,NA,45,NA,Pivotantes,NA
28, Cortabarba Y Cortacabello Philips Mg3730 Kit Profesional ,2099,NA,"
			
				Nuevo
			
			
				
					 - 
				
				1653
				vendidos
			
		",(40 disponibles),12 cuotas,NA,NA,Envío gratis a todo el país,Devolución gratis,Tenés 30 días desde que lo recibís,4.6,43,https://perfil.mercadolibre.com.ar/TECH_SOURCE,https://articulo.mercadolibre.com.ar/MLA-747798332-cortabarba-y-cortacabello-philips-mg3730-kit-profesional-_JM,26,15,2,0,0,#747798332,Philips,3000,MG3730/15,MG3730/15,60 min,220,Planos,400 g
29, Philips One Blade Afeitadora Recortadora Qp2510 Oneblade ,1299,NA,"
			
				Nuevo
			
			
				
					 - 
				
				209
				vendidos
			
		",(72 disponibles),12 cuotas,NA,NA,Envío a todo el país,Devolución gratis,Tenés 30 días desde que lo recibís,4.8,6,https://perfil.mercadolibre.com.ar/FARMACIA+SELMA,https://articulo.mercadolibre.com.ar/MLA-784833769-philips-one-blade-afeitadora-recortadora-qp2510-oneblade-_JM,5,1,0,0,0,#784833769,Philips,OneBlade,QP2510,NA,NA,Batería,Planos,NA
30, Cortabarba Multigroom Philips Mg7730/15 ,3599,NA,"
			
			
				
				1143
				vendidos
			
		",(119 disponibles),12 cuotas,NA,NA,Llega gratis hoy,Devolución gratis,Tenés 30 días desde que lo recibís,4.7,157,https://perfil.mercadolibre.com.ar/TC+SHOP+-+TIENDAS+OFICIALES?brandId=221,https://articulo.mercadolibre.com.ar/MLA-690160611-cortabarba-multigroom-philips-mg773015-_JM,119,35,3,0,0,#690160611,Philips,Series 7000,MG7730/15,MG7730/15,120,220v,Planos,NA
