search_position,name,curr_price,orig_price,num_sold,in_stock,num_installments,amt_installments,arrival_time,shipping,free_return,free_return_info,review_avg,num_reviews,seller_link,product_link,five_star,four_star,three_star,two_star,one_star,item_id,color,size,Marca,Modelo,Tipo de casco,Línea,Tipo de visor,Materiales del exterior,Edad,Materiales del interior,Género,Modelo alfanumérico,Peso
14, Cascos Para Motociclistas Distintos Modelos ,"3,500",NA,0,12,12 meses,345.77,NA,Envío gratis a todo el país,Devolución gratis,Tienes 30 días desde que lo recibes,NA,NA,https://perfil.mercadolibre.com.mx/BAJAJ+POLANCO,https://click1.mercadolibre.com.mx/mclics/clicks/external/MLM/count?a=FJimQSyYv2SwJJ9otI%2F0RnGDR7XCbFwODlmwU3Ik4lyqxTpswA%2Bu43AVnotjVqR05hZuamNNAnZFS0K52pyzsncsvtoZqyty0PPg9ikz4FIzbre10MOCqXqJB1AwyJ6QReqP0UDrgjLhlqVCuXKKCT8gOzPKFUj6s4Tt1ldNYArDmZvFi21v3CFy8QCR4qR5bGWC%2BdypTJWp129tY3BpmIXAMIW%2F82ja9Dmw3HMMi6p%2FZ5HS9pM44ZJFyJU1kM3NH7aKUzOdCDqgfEroNaIakhnOGZ0dfaxPPAaGssiPImRiuqgu%2F3jv9CVr1RKQl2%2BmNojCcvjlEJgSbYgkz%2Ff6Ve6ScN66evxUjjhXJCPuF0sO1gpDRiOsUzrnUDiFQunfFNSD27AbVhjKvFp%2BSCY%2BKoSvbOYdFwp0h0xT9dYVuH4x53w5ojB17ZgD8H9kKnTTna5teTPkDclATgU0mO2d2rOYIW4AwAeUo4tAGgGJGzU1v5FXW0m6UnwPTWC3fJove1gp%2B%2BIJMqsY8GbaYHVh26kQNxKRNcGx8VvvA%2BvMVJQcl64W4Vsi768Xvca%2B4nL9Sl2tgG5YghjmywDQ7%2B0jvdpmtyKmuo7oORofFEXrK%2F6vb2xksY8MQNSnPxN0khTwf8824oHuBiBDkYPZGgpU5DYm%2Fbx2vQqCGhMAQEHHbqxJPP3zp4xe0fJ4FGKVO%2BGfOTTM7VfpJBkZtQbryXH5sUrjWnnf29lEIUf9brkuPSlrJWW2RIxKfbygNFdqrjFGU0gwsCfTbNYl3rY3RootpL6mAaYIIIdqTqAqtUzhU4dsxHuK9SEHgSH3sYj8rkeQKYeVUdXpkAG9QMWOUHl%2BZHp5i9Jl0kmx8ZzfdbY1gLp4Lt35NnnjuoFD%2FM%2BOZqvEWQUMNziO2NRX7BMikRuv9vFjT3WSr6zKkH%2FCfZZsxMgyw8NCYSkFPDPHCinHYboRgdENRw9V05o6QRbkw5Z%2FsZDIy23nueDJT%2BfVg%2FCmJl4UKxKwkS1UxoOtQmFBgk%2FeQb2GpqDZ1b4vwiKG5RkMZFaa8cCEP8UesQWcjTFVYEse%2B9izrdiZbrGIKvh37lgtHQAShQIUGEXIPHbmIYnjZuNRuk2DzcCq8dKA61RoJSLOWw9nhAL4SlQ9n8mq5eFTN9ncY2TQLRC93g15mCsDOkR8WlVm4gzpzBqyrIH7pYU4FEV5wFsep%2FWPDPsljEYGM%2FGjg3iYtCfMTfch0jbGTLPaemQiOB9DkGsApcb%2Fnahq8O42Up9eFKJDKd7Rdn78oa4PruomCzlUlRyjaXS3fHfHoM90e8dE8LI4Han5Ul5%2Blb%2BUp%2F0FpubYYzxKd%2Bfqe40zHKubPg5GiDP8y6NpSMERjMhzdDjl8Vq06VQs7NVLLP1p8RcW%2BmP88dB1vqZzgWvR1Vjo2h%2FizADSqVIl5fMJ79p0m2D5cLl%2BuF40ARzwU93%2Fjc8HZ4ZfkE4xoUqDdOP4KNCXUBwTGVWvXmq4YtpKgT7BatwKfiM5HCmcGVxHAPHUNQyDu18aUvKKI02u3n1jvS%2BjP%2FCXSceqpk%2BsRJ8osEYxLFjLqPJCuoqeGr%2FbG18Q%2Fdc03QmuuJY4np4tWG9wmYrfe6Y%3D,NA,NA,NA,NA,NA,#674640633,Negro,"M,L y XL",Shaft,Varios,Integral y Abatible,NA,Doble,Tela,Adultos,fibra,Masculino,NA,NA
15, Casco Roda Revenge Abatible Gafa Interna Certificado Dot ,"1,199",NA,591,9,18 meses,66.61,NA,Envío gratis,Devolución gratis,Tienes 30 días desde que lo recibes,4.7,123,https://perfil.mercadolibre.com.mx/SHOP+IGARTUA,https://articulo.mercadolibre.com.mx/MLM-610191804-casco-roda-revenge-abatible-gafa-interna-certificado-dot-_JM?searchVariation=22702583702,95,20,5,1,2,#610191804,"Negro/Naranja,Blanco,Negro Matte,Negro brillo,Negro/Morado,Negro/Naranja,Negro/Plata,Negro/Rojo,Rojo brillo","L y XL,S,M,L,XL",RODA,2019,Rebatible,Revenge,Simple,ABS Alto Impacto,Adultos,Resina termoplástica,Unisex,NA,NA
16, Casco Abatible Deportivo Modular Cafe Racer Fassed Trooper ,"1,459",NA,72,39,18 meses,81.06,NA,Envío gratis,Devolución gratis,Tienes 30 días desde que lo recibes,4.7,7,https://perfil.mercadolibre.com.mx/ACCESORIOSEXCLUSIVOSMX,https://articulo.mercadolibre.com.mx/MLM-689955419-casco-abatible-deportivo-modular-cafe-racer-fassed-trooper-_JM?searchVariation=38914188673,6,0,1,0,0,#689955419,NA,"S,M,L,XL",Faseed,Trooper,Multi-Modular,NA,Simple,ABS,Adultos,Poliestireno,Unisex,NA,NA
17," Casco Depredador, Envío Gratis!!! ",899,NA,664,388,18 meses,49.94,NA,Envío gratis a todo el país,Devolución gratis,Tienes 30 días desde que lo recibes,4.1,53,https://perfil.mercadolibre.com.mx/JK+MOTORS,https://articulo.mercadolibre.com.mx/MLM-568733170-casco-depredador-envio-gratis-_JM?searchVariation=23088464886,27,14,6,2,4,#568733170,Negro,"negro,MEDIANO,CHICO,EXTRA GRANDE,GRANDE",JK,Negro,Integral,DEPREDADOR,Simple,Fibra de vidrio,Adultos,Esponja,Masculino,EDN,NA
18, Casco Abatible Risky Samurai Negro Naranja Dot Y Ece2205 ,"1,499",NA,72,44,18 meses,83.28,NA,Envío gratis,Devolución gratis,Tienes 30 días desde que lo recibes,5,6,https://perfil.mercadolibre.com.mx/VALERIARIOU,https://articulo.mercadolibre.com.mx/MLM-660197893-casco-abatible-risky-samurai-negro-naranja-dot-y-ece2205-_JM?searchVariation=31791606682,6,0,0,0,0,#660197893,NA,"S,M,L",Risky,CAS-VA-32,Rebatible,ABATIBLE / MODULAR,Doble,Plastico ABS,Adultos,Resina termoplástica,Unisex,NA,NA
19, Casco Moto Accesorio Alebrije Kov Dot Abatible Rojo / Rosa ,"1,289",NA,44,1,18 meses,71.61,NA,Envío gratis,Devolución gratis,Tienes 30 días desde que lo recibes,5,2,https://perfil.mercadolibre.com.mx/LOWEN+GRUPO,https://articulo.mercadolibre.com.mx/MLM-666658333-casco-moto-accesorio-alebrije-kov-dot-abatible-rojo-rosa-_JM?searchVariation=33492521652,2,0,0,0,0,#666658333,NA,S,KOV,ALEBRIJE,Rebatible,NA,NA,NA,NA,NA,NA,NA,NA
20," Casco Tipo Cross Moto Negro Mate Dot Tallas S, M, L Y Xl ",739,NA,983,80,12 meses,73.01,NA,Envío gratis a todo el país,Devolución gratis,Tienes 30 días desde que lo recibes,4.8,35,https://perfil.mercadolibre.com.mx/VALERIARIOU,https://articulo.mercadolibre.com.mx/MLM-583170040-casco-tipo-cross-moto-negro-mate-dot-tallas-s-m-l-y-xl-_JM?searchVariation=32245623358,30,3,2,0,0,#583170040,NA,"S,M,L,XL",Alessia,TIPO CROSS,Cross,NA,NA,NA,NA,NA,NA,NA,NA
21, Casco Abatible Dama Risky Pink Ultra Negro Rosa Dot Ece2205 ,"1,499",NA,133,27,18 meses,83.28,NA,Envío gratis,Devolución gratis,Tienes 30 días desde que lo recibes,4.9,8,https://perfil.mercadolibre.com.mx/VALERIARIOU,https://articulo.mercadolibre.com.mx/MLM-660198062-casco-abatible-dama-risky-pink-ultra-negro-rosa-dot-ece2205-_JM?searchVariation=31791591046,7,1,0,0,0,#660198062,NA,"S,M",Risky,CAS-VA-31,Rebatible,ABATIBLE / MODULAR,NA,NA,NA,NA,NA,NA,NA
22," Casco Moto Vintage Negro Mate Roda, 3/4 Dot Gogles Gratis! ",999,NA,46,14,18 meses,55.50,NA,Envío gratis,Devolución gratis,Tienes 30 días desde que lo recibes,5,3,https://perfil.mercadolibre.com.mx/SELLATODO,https://articulo.mercadolibre.com.mx/MLM-664359717-casco-moto-vintage-negro-mate-roda-34-dot-gogles-gratis-_JM?searchVariation=32919947420,3,0,0,0,0,#664359717,NA,"XL - extra grande,L - grande,M- mediano",Roda,Vintage,Abierto,NA,NA,NA,NA,tela,Unisex,NA,NA
23, Casco Faseed Fs-901 Abatible Certificado Ece 2205 ,"1,600",NA,211,2,18 meses,88.89,NA,Envío gratis,Devolución gratis,Tienes 30 días desde que lo recibes,4.8,20,https://perfil.mercadolibre.com.mx/SKULLGUARD_MOTO,https://articulo.mercadolibre.com.mx/MLM-556194048-casco-faseed-fs-901-abatible-certificado-ece-2205-_JM?searchVariation=37330862859,16,4,0,0,0,#556194048,Rojo,XL (61 cm),Faseed,FS-901,Rebatible,Faseed,NA,Termoplástico,NA,NA,NA,FS-901,1.65 kg
24, Casco Negro Mate Integral Cerrado Doble Certificado Dot Ece ,999,NA,380,139,18 meses,55.50,NA,Envío gratis a todo el país,Devolución gratis,Tienes 30 días desde que lo recibes,4.8,34,https://perfil.mercadolibre.com.mx/REMATESCENTRO,https://articulo.mercadolibre.com.mx/MLM-588323187-casco-negro-mate-integral-cerrado-doble-certificado-dot-ece-_JM?searchVariation=28662643986,29,4,0,0,1,#588323187,NA,"M  MEDIANO 57-58,L GRANDE 59-60,XL EXTRA GRANDE 61-62,M MEDIANO 57-58",WINMEX,DP802,Integral,CERRADO,Simple,Tricomposite,Adultos,Poliestireno,Unisex,802,1.4 kg
25, Casco Abatible Caberg Duke 2 Smart Negro 100% Italiano 2019 ,"3,699",NA,350,7,18 meses,205.50,NA,Envío gratis,Devolución gratis,Tienes 30 días desde que lo recibes,4.8,39,https://perfil.mercadolibre.com.mx/MOTOCITY+STORE,https://articulo.mercadolibre.com.mx/MLM-549258203-casco-abatible-caberg-duke-2-smart-negro-100-italiano-2019-_JM?searchVariation=26388914704,33,6,0,0,0,#549258203,Negro,"Brillante,L,M,S,XL,S,M,L,XL",Caberg,Duke,Rebatible,SMART II,Doble,Policarbonato,Adultos,EPS,Unisex,NA,NA
26, Casco Abierto Ls2 Airflow Solid Of562 Negro/mate 2019 ,"1,301",NA,153,6,18 meses,72.28,NA,Envío gratis,Devolución gratis,Tienes 30 días desde que lo recibes,4.8,26,https://perfil.mercadolibre.com.mx/MOTOCITY+STORE,https://articulo.mercadolibre.com.mx/MLM-599846131-casco-abierto-ls2-airflow-solid-of562-negromate-2019-_JM?searchVariation=32169910453,20,6,0,0,0,#599846131,Negro,"Mate,S,XL",LS2,OF562,Abierto,CHOPPER,Simple,Policarbonato,Adultos,EPS,Unisex,OF562,NA
27, Casco Abatible Bkr Deidad Quetzal Svs Con Certificacion Dot ,"1,299",NA,63,4,18 meses,72.17,NA,Envío gratis,Devolución gratis,Tienes 30 días desde que lo recibes,NA,NA,https://perfil.mercadolibre.com.mx/GRUPO+AEP,https://articulo.mercadolibre.com.mx/MLM-660786514-casco-abatible-bkr-deidad-quetzal-svs-con-certificacion-dot-_JM?searchVariation=31940900484,NA,NA,NA,NA,NA,#660786514,NA,"S,G",BKR,Deidad Quetzal,Rebatible,MODULAR ABATIBLE,NA,NA,NA,NA,NA,NA,NA
28, Casco Para Motocicleta Cross Enduro Con Mica Gafas ,969,NA,904,164,18 meses,53.83,NA,Envío gratis a todo el país,Devolución gratis,Tienes 30 días desde que lo recibes,4.6,45,https://perfil.mercadolibre.com.mx/INNOVANDO_OFERTAS,https://articulo.mercadolibre.com.mx/MLM-552218965-casco-para-motocicleta-cross-enduro-con-mica-gafas-_JM?searchVariation=36754939909,33,7,5,0,0,#552218965,NA,"L,XL",INNOVANDO,MX009000,NA,NA,NA,Policarbonato,Adultos,NA,Unisex,NA,NA
29, Casco Joe Rocket Rkt 14 Negro Iridio / 2 Micas ,"2,599",NA,74,7,18 meses,144.39,NA,Envío gratis,Devolución gratis,Tienes 30 días desde que lo recibes,5,2,https://perfil.mercadolibre.com.mx/ZAMUDIO8AA,https://articulo.mercadolibre.com.mx/MLM-661020862-casco-joe-rocket-rkt-14-negro-iridio-2-micas-_JM?searchVariation=31987498574,2,0,0,0,0,#661020862,"S,M,L,XL",,Joe Rocket,Rkt-14,Integral,Rkt,Doble,ABS,Adultos,Resina termoplástica,Unisex,NA,NA
30, Casco Integral Roda Asteroid Pro Con Certificacion Dot ,849,NA,62,24,12 meses,83.87,NA,Envío gratis,Devolución gratis,Tienes 30 días desde que lo recibes,4.9,8,https://perfil.mercadolibre.com.mx/GRUPO+AEP,https://articulo.mercadolibre.com.mx/MLM-660783834-casco-integral-roda-asteroid-pro-con-certificacion-dot-_JM?searchVariation=31940579166,7,1,0,0,0,#660783834,Negro,L,RODA,Asteroid PRO,Integral,CERRADO,NA,NA,NA,NA,NA,NA,NA
31, Casco Alessia Matte Negro Motocross Enduro Utv Atv ,739,NA,176,68,12 meses,73.01,NA,Envío gratis a todo el país,Devolución gratis,Tienes 30 días desde que lo recibes,4.8,4,https://perfil.mercadolibre.com.mx/VALERIARIOU,https://articulo.mercadolibre.com.mx/MLM-623927155-casco-alessia-matte-negro-motocross-enduro-utv-atv-_JM?searchVariation=23386214027,3,1,0,0,0,#623927155,NA,"S,M,L,XL",Alessia,Colores,Cross,CAS-CRO-15,NA,ABS,NA,NA,NA,NA,NA
32, Casco Depredador Con Luces Envío Gratis Con Descuento!!! ,999,NA,182,383,18 meses,55.50,NA,Envío gratis a todo el país,Devolución gratis,Tienes 30 días desde que lo recibes,2.7,6,https://perfil.mercadolibre.com.mx/JK+MOTORS,https://articulo.mercadolibre.com.mx/MLM-621431018-casco-depredador-con-luces-envio-gratis-con-descuento-_JM?searchVariation=23088432417,0,1,3,1,1,#621431018,Negro,"ROJO,grande,chico,extra grande,mediano",JK,DEPREDADOR LUCES,Integral,DEPREDADOR,Simple,Fibra de vidrio,Adultos,Esponja,Masculino,EDL,NA
33, Casco Integral Ls2 Rapid Para Moto Negro Mate Seguridad Euro ,"1,749",NA,104,13,18 meses,97.17,NA,Envío gratis,Devolución gratis,Tienes 30 días desde que lo recibes,4.9,56,https://perfil.mercadolibre.com.mx/MOTOCITY+STORE,https://articulo.mercadolibre.com.mx/MLM-640623530-casco-integral-ls2-rapid-para-moto-negro-mate-seguridad-euro-_JM?searchVariation=27207815085,52,4,0,0,0,#640623530,NA,"Mate,M,L,XL,S,M,L,XL,XXL",LS2,Rapid,Integral,TOURING,Simple,Policarbonato,Adultos,EPS,Unisex,NA,1250 g
34, Casco Híbrido Crossover Moto Faseed Trooper Certificado Ece ,"1,469",NA,103,5,18 meses,81.61,NA,Envío gratis a todo el país,Devolución gratis,Tienes 30 días desde que lo recibes,5,5,https://perfil.mercadolibre.com.mx/NINJAMOTOSHOP,https://articulo.mercadolibre.com.mx/MLM-686224257-casco-hibrido-crossover-moto-faseed-trooper-certificado-ece-_JM?searchVariation=40049216136,5,0,0,0,0,#686224257,NA,"L 59-60cm,M 57-58cm,XL 61-62cm,S 55-56cm",Faseed,Fs-726X,Multi-Modular,NA,Simple,ABS,Adultos,Poliestireno,Unisex,NA,NA
35, Casco Abatible Roda Revenge Con Certificacion Dot ,"1,285",NA,119,23,18 meses,71.39,NA,Envío gratis,Devolución gratis,Tienes 30 días desde que lo recibes,4.7,123,https://perfil.mercadolibre.com.mx/GRUPO+AEP,https://articulo.mercadolibre.com.mx/MLM-660781205-casco-abatible-roda-revenge-con-certificacion-dot-_JM?searchVariation=31940340066,95,20,5,1,2,#660781205,NA,"S,L,XL",RODA,Revenge,Rebatible,MODULAR (ABATIBLE),NA,NA,NA,NA,NA,NA,NA
36, Casco Joe Rocket Rkt 13 Negro Mate ,"2,199",NA,26,1,18 meses,122.17,NA,Envío gratis,Devolución gratis,Tienes 30 días desde que lo recibes,4.9,22,https://perfil.mercadolibre.com.mx/ZAMUDIO8AA,https://articulo.mercadolibre.com.mx/MLM-668024905-casco-joe-rocket-rkt-13-negro-mate-_JM?searchVariation=33750094683,20,1,1,0,0,#668024905,NA,L,Joe Rocket,Rkt 13,Integral,RKT 13 Series,Doble,ABS,Adultos,Resina termoplástica,Unisex,NA,NA
