search_position,name,curr_price,orig_price,num_sold,in_stock,num_installments,amt_installments,arrival_time,shipping,free_return,free_return_info,review_avg,num_reviews,seller_link,product_link,five_star,four_star,three_star,two_star,one_star,item_id,color,size,Marca,Linha,Modelo,Tipo de capacete,Tipo de visor,Materiais do interior,Materiais do exterior,Idade,Gênero,Peso
550, Capacete Moto Fechado Mixs Fokker Gtx Preto Vermelho Fosco ,152,NA,12,7,12x,14.61,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,4.2,29,https://perfil.mercadolivre.com.br/DRAGON+RACING,https://produto.mercadolivre.com.br/MLB-870346636-capacete-moto-fechado-mixs-fokker-gtx-preto-vermelho-fosco-_JM?searchVariation=19429656649,16,7,4,1,1,#870346636,Vermelho,"56,60",Mixs,Fokker,GTX,Integral,Cristal,Resina termoplástica,ABS,Adultos,Unissex,1350 g
551, Capacete Feminino Aberto New Liberty 3 Moto Original ,60,NA,12,293,12x,5.73,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,4.6,1562,https://perfil.mercadolivre.com.br/CIADAMOTO1,https://produto.mercadolivre.com.br/MLB-1152581334-capacete-feminino-aberto-new-liberty-3-moto-original-_JM?searchVariation=39501996311,1154,275,100,15,18,#1152581334,Preto,"56,58,60",Pro Tork,New Liberty,New Liberty Three,Aberto,NA,NA,NA,NA,NA,NA
552, Capacete X11 Volt Dash Moto Motoqueiro Motociclista Motoboy ,329,NA,11,39,12x,27.42,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,NA,NA,https://perfil.mercadolivre.com.br/PREMIUMSHOP-SP,https://produto.mercadolivre.com.br/MLB-1039623865-capacete-x11-volt-dash-moto-motoqueiro-motociclista-motoboy-_JM?searchVariation=24206391034,NA,NA,NA,NA,NA,#1039623865,Preto,"56,58,60,62,64",Pro Tork,FECHADO,VOLT DASH,Aberto,NA,NA,ABS,NA,NA,NA
553, Capacete Moto Peels Icon Sonic Branco Vermelho ,337,NA,41,90,12x,28.08,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,4.7,116,https://perfil.mercadolivre.com.br/DISTRIMIX77,https://produto.mercadolivre.com.br/MLB-937064316-capacete-moto-peels-icon-sonic-branco-vermelho-_JM?searchVariation=39066510954,93,18,3,0,2,#937064316,Branco-brilhante - Preto-Vermelho,"56,58,60",Peels,Icon,Icon Sonic,Integral,Duplo,Revestimento interno em tecido antialérgico removível e lavável,ABS,Adultos,Unissex,1.45 kg
554, Capacete De Moto Pro Tork Aberto New Liberty 3 Fosco ,60,NA,22,297,12x,5.73,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,4.6,1562,https://perfil.mercadolivre.com.br/CIADAMOTO1,https://produto.mercadolivre.com.br/MLB-1139469556-capacete-de-moto-pro-tork-aberto-new-liberty-3-fosco-_JM?searchVariation=30210579221,1154,275,100,15,18,#1139469556,Preto-fosco,"56,58,60",Pro Tork,New Liberty,New Liberty Three,Aberto,NA,NA,NA,NA,NA,NA
555, Capacete Masculino/feminino Sport Moto Sm 788 Promoção ,62,NA,11,94,12x,5.95,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,4.4,794,https://perfil.mercadolivre.com.br/KAZZU+COMERCIO,https://produto.mercadolivre.com.br/MLB-1134980597-capacete-masculinofeminino-sport-moto-sm-788-promoco-_JM?searchVariation=29954350534,479,186,89,21,19,#1134980597,Preto c/vermelho,"56,58,60",Pro Tork,Sport Moto Pro Tork,SM Sport Moto 788,Integral,NA,NA,ABS,NA,NA,NA
556, Capacete Feminino X11 Volt Branco Rosa Lançamento Moto ,299,NA,19,193,12x,24.99,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,5,1,https://perfil.mercadolivre.com.br/CIADAMOTO1,https://produto.mercadolivre.com.br/MLB-1057797972-capacete-feminino-x11-volt-branco-rosa-lancamento-moto-_JM?searchVariation=28759649221,1,0,0,0,0,#1057797972,Branco/Rosa,"58,60",X11,Fechado,Volt,Cross,NA,NA,ABS,NA,NA,NA
557, Kit 6 Unidades Capacete Coquinho Moto Custom Couro Revenda ,334,NA,32,160,12x,32.02,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,5,4,https://perfil.mercadolivre.com.br/PISTAMOTO,https://produto.mercadolivre.com.br/MLB-1052340406-kit-6-unidades-capacete-coquinho-moto-custom-couro-revenda-_JM?searchVariation=24819345495,4,0,0,0,0,#1052340406,Preto,Unico,Pro Tork,Coquinho,Coquinho,Aberto,NA,NA,Coquinho,NA,NA,NA
558," Capacete Moto Aberto New Liberty 3 Pro Tork 56,58,60.cores!! ",59,NA,19,5,10x,6.81,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,4.6,1562,https://perfil.mercadolivre.com.br/HEPA8039495,https://produto.mercadolivre.com.br/MLB-1195767905-capacete-moto-aberto-new-liberty-3-pro-tork-565860cores-_JM?searchVariation=34161781629,1154,275,100,15,18,#1195767905,Preto,"56,58,60",Pro Tork,NA,New Liberty Three,Aberto com Viseira,NA,NA,NA,NA,Unissex,NA
559, Capacete Moto Sm Automatico Pro Tork Motoboy Preto Fosco ,58,NA,11,292,10x,6.70,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,4.4,1547,https://perfil.mercadolivre.com.br/EMPORIUM+LIVRE,https://produto.mercadolivre.com.br/MLB-1153323673-capacete-moto-sm-automatico-pro-tork-motoboy-preto-fosco-_JM?searchVariation=31056800887,960,334,148,56,49,#1153323673,"Preto-fosco,Azul,Branco,Negro Brillante,Plata,Preto-fosco,Preto/Branco,Preto/Rosa,Preto/Verde,Preto/Vermelho,Rosa,Vermelho","56,58,60",Pro Tork,Sport Moto,SM Sport Moto,Integral,NA,NA,NA,NA,NA,NA
560, Capacete Moto Aberto Inmetro Pro Tork New Liberty Three Cor ,59,NA,11,2692,10x,6.70,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,4.6,1562,https://perfil.mercadolivre.com.br/SPORTBAY+2?brandId=721,https://produto.mercadolivre.com.br/MLB-1180367339-capacete-moto-aberto-inmetro-pro-tork-new-liberty-three-cor-_JM?searchVariation=34229302642,1154,275,100,15,18,#1180367339,"Preto-fosco,Amarelo,Azul,Branco,Prata,Preto-brilhante,Preto-fosco,Rosa,Vermelho","56,58,60",Pro Tork,NA,New Liberty Three,Aberto,NA,NA,NA,NA,NA,NA
561, Capacete Moto Fechado Protork R8 Lançamento Viseira Iridium ,142,NA,26,1476,12x,11.91,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,NA,NA,https://perfil.mercadolivre.com.br/ALECARSHOP,https://produto.mercadolivre.com.br/MLB-1145978744-capacete-moto-fechado-protork-r8-lancamento-viseira-iridium-_JM?searchVariation=30592458373,NA,NA,NA,NA,NA,#1145978744,"Azul-escuro,Amarelo,Azul-claro,Azul-escuro,Laranja,Prateado,Rosa,Verde,Vermelho","56,58,60",Pro Tork,R8,R8,Integral,NA,NA,NA,NA,NA,1200 g
562, Capacete Peels Spike Veloce Chumbo E Branco Fosco Moto C/ Nf ,248,NA,8,18,12x,20.70,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,4.4,90,https://perfil.mercadolivre.com.br/CICLO-BETO?brandId=1910,https://produto.mercadolivre.com.br/MLB-1193792660-capacete-peels-spike-veloce-chumbo-e-branco-fosco-moto-c-nf-_JM?searchVariation=34021441183,57,21,7,3,2,#1193792660,Chumbo Fosco / Branco,"56,58,60,62",Peels,NA,Spike,Integral,NA,NA,NA,NA,NA,NA
563, Capacete De Moto Masculino/feminino Sm Automatico Oferta ,60,NA,16,1959,12x,5.00,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,4.4,1547,https://perfil.mercadolivre.com.br/JULLIANADECASTROSOUZACASTRO,https://produto.mercadolivre.com.br/MLB-1220801218-capacete-de-moto-masculinofeminino-sm-automatico-oferta-_JM?searchVariation=36088204116,960,334,148,56,49,#1220801218,"Azul,Branco,PRETO COM ROSA,PRETO COM VEERMELHO,PRETO COM VERDE,PRETO COM VERMELHO,Preto com Branco,Preto-brilhante,Preto-fosco,Rosa,Vermelho","56,58,60",Pro Tork,NA,Sport Moto,Integral,Simple,Poliestireno,Policarbonato,Adultos,Unissex,NA
564, Capacete Sm Automatico Masculino Feminino Motoboy 2 Unid ,143,NA,12,394,12x,11.95,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,4.4,1547,https://perfil.mercadolivre.com.br/EMPORIUM+LIVRE,https://produto.mercadolivre.com.br/MLB-1149425681-capacete-sm-automatico-masculino-feminino-motoboy-2-unid-_JM?searchVariation=30787352178,960,334,148,56,49,#1149425681,"Preto/Vermelho,Branco,Negro Brillante,Preto-fosco,Preto/Branco,Preto/Rosa,Preto/Verde,Preto/Vermelho","56,58,60",Pro Tork,SM788 SPORT MOTO,SM Sport Moto,Integral,Simple,NA,ABS,Adultos,Unissex,NA
565, Capacete Moto Texx Gladiator Escamoteavel Robocop Articulado ,560,NA,4,4,12x,53.56,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,4.5,36,https://perfil.mercadolivre.com.br/BRING.IT?brandId=1867,https://produto.mercadolivre.com.br/MLB-1201839167-capacete-moto-texx-gladiator-escamoteavel-robocop-articulado-_JM?searchVariation=34569857599,24,8,3,0,1,#1201839167,Preto-fosco,"58,60",TEXX,NA,GLADIATOR ARTICULADO,Modular,NA,NA,NA,NA,NA,NA
566, Capacete Moto Masculino Ebf Spark Ilusion Esportivo ,129,NA,17,4,12x,12.42,NA,Envio para todo o país,NA,NA,4.8,11,https://perfil.mercadolivre.com.br/CONNECT+PARTS?brandId=170,https://produto.mercadolivre.com.br/MLB-1071873446-capacete-moto-masculino-ebf-spark-ilusion-esportivo-_JM?searchVariation=25843479842,9,2,0,0,0,#1071873446,Preto-fosco,56,EBF,New Spark,Fechado,Integral,NA,NA,ABS,NA,NA,NA
567, Capacete De Moto Mixs Mx2 Carbon X Fosco - Linha 2019 ,119,NA,42,8,12x,11.46,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,4.6,15,https://perfil.mercadolivre.com.br/POLOBRISA,https://produto.mercadolivre.com.br/MLB-1150856987-capacete-de-moto-mixs-mx2-carbon-x-fosco-linha-2019-_JM?searchVariation=30885657075,10,4,1,0,0,#1150856987,"Grafite,Laranja,Vermelho","56,60",Mixs,Capacete,Carbon-X,Integral,Simple,Poliestireno,ABS,Adultos,Unissex,NA
568, Capacete Moto Fechado R8 Viseira Fumê Pro Tork Azul ,93,NA,16,1796,12x,8.97,NA,Envio para todo o país,NA,NA,5,1,https://perfil.mercadolivre.com.br/SPORTBAY?brandId=721,https://produto.mercadolivre.com.br/MLB-1108191590-capacete-moto-fechado-r8-viseira-fum-pro-tork-azul-_JM?searchVariation=27937319131,1,0,0,0,0,#1108191590,"Azul,Amarelo,Azul,Azul-claro,Laranja,Prata,Rosa,Verde,Vermelho","56,58,60",Pro Tork,R8,R8,Integral,NA,NA,NA,NA,NA,NA
569, Capacete Nolan N64 Motogp (62) + Viseira Fumê -s700/ls2 ,990,NA,4,79,12x,82.50,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,4.9,10,https://perfil.mercadolivre.com.br/LOJA+TOLEMAN,https://produto.mercadolivre.com.br/MLB-1155640306-capacete-nolan-n64-motogp-62-viseira-fum-s700ls2-_JM?searchVariation=31209379729,9,1,0,0,0,#1155640306,"56 - S,58 - M,60 - L,61/62 - XL",NA,Nolan,"Nolan N64, Ideal para Motos o Dia a Dia, Motos Street, Naked",Capacete Nolan N64 MotoGP (62),Integral,NA,NA,NA,NA,NA,1480 g
570, Capacete Moto Ebf Spark Cartoon Branco Ou Preto Tamanhos ,121,NA,15,1,12x,10.17,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,NA,NA,https://perfil.mercadolivre.com.br/QUALITY+SP?brandId=515,https://produto.mercadolivre.com.br/MLB-951738547-capacete-moto-ebf-spark-cartoon-branco-ou-preto-tamanhos-_JM?searchVariation=31854387524,NA,NA,NA,NA,NA,#951738547,Branco-brilho - Cartoon,60,EBF,New Spark,Cartoon,Integral,Simple,NA,ABS,Adultos,NA,NA
571, Capacete De Moto Attack Escamoteável Robocop Preto Fosco ,389,NA,62,538,12x,32.42,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,4.4,345,https://perfil.mercadolivre.com.br/RACE+ACTION,https://produto.mercadolivre.com.br/MLB-867588496-capacete-de-moto-attack-escamoteavel-robocop-preto-fosco-_JM?searchVariation=15737728284,226,71,29,14,5,#867588496,"56,58,60,62",NA,Pro Tork,Attack,Escamoteável,Modular,Duplo,EPS,ABS,Adultos,Unissex,NA
572, Capacete Bieffe 3 Sport Amarelo Mototaxi Moto Taxi Motoboy ,433,NA,31,14,12x,36.12,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,5,2,https://perfil.mercadolivre.com.br/MOTOXWEAR,https://produto.mercadolivre.com.br/MLB-704590470-capacete-bieffe-3-sport-amarelo-mototaxi-moto-taxi-motoboy-_JM,2,0,0,0,0,#704590470,"56,58,60,61",,Bieffe,3 Sport,Classic,Cross,NA,NA,ABS,NA,NA,NA
573, Capacete Moto Ebf New Spark Ilusion Diversas Cores/tamanhos ,121,NA,20,4,12x,10.17,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,5,2,https://perfil.mercadolivre.com.br/QUALITY+SP?brandId=515,https://produto.mercadolivre.com.br/MLB-951737869-capacete-moto-ebf-new-spark-ilusion-diversas-corestamanhos-_JM?searchVariation=31768627365,2,0,0,0,0,#951737869,Preto-fosco - Amarillo,"56,60,61",EBF,New Spark,Ilusion,Integral,Simple,NA,ABS,Adultos,NA,NA
574, Capacete Sport Moto Automatico Marino Pro Tork Azul Motoboy ,89,NA,37,58,12x,7.42,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,4.4,1547,https://perfil.mercadolivre.com.br/JP+MOTOPE%C3%87AS,https://produto.mercadolivre.com.br/MLB-743853216-capacete-sport-moto-automatico-marino-pro-tork-azul-motoboy-_JM?searchVariation=16914622905,960,334,148,56,49,#743853216,Azul,"56,58,60,ABS",Pro Tork,Sport Moto,Sport Moto,Integral,NA,NA,NA,NA,NA,1.04 g
575, Capacete Moto Honda Aberto Hnj Original - Diversas Cores ,365,NA,17,4,12x,30.42,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,4.9,8,https://perfil.mercadolivre.com.br/OTSUBO+HONDA,https://produto.mercadolivre.com.br/MLB-1015491084-capacete-moto-honda-aberto-hnj-original-diversas-cores-_JM?searchVariation=31655545053,7,1,0,0,0,#1015491084,Branco c/ Vermelho,"56,58,60",Honda,Dreamer,HNJ,Aberto,NA,NA,NA,NA,NA,NA
576, Capacete Moto Tork R8 + Viseira Cromada+ Rede Elástica Touca ,134,NA,9,597,12x,12.90,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,NA,NA,https://perfil.mercadolivre.com.br/PISTAMOTO,https://produto.mercadolivre.com.br/MLB-1180214913-capacete-moto-tork-r8-viseira-cromada-rede-elastica-touca-_JM?searchVariation=33062009162,NA,NA,NA,NA,NA,#1180214913,"Azul,Azul-claro,Prateado,Rosa,Verde,Vermelho","56,58,60",Pro Tork,NA,R8,Integral,NA,NA,NA,NA,NA,1200 g
577, Capacete Moto Infantil Viseira Camaleão New Liberty Branco ,114,NA,14,589,12x,10.90,NA,Envio para todo o país,NA,NA,4.6,1033,https://perfil.mercadolivre.com.br/SPORTBAY?brandId=721,https://produto.mercadolivre.com.br/MLB-1114416956-capacete-moto-infantil-viseira-camaleo-new-liberty-branco-_JM?searchVariation=28424305009,744,196,63,12,18,#1114416956,Branco,54,Pro Tork,New Liberty,New Liberty 4 Kids,Integral,NA,NA,NA,NA,NA,NA
578, Capacete Mixs Storm Integral Moto Motoqueiro Várias Cores ,114,NA,175,178,12x,9.58,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,4.5,1572,https://perfil.mercadolivre.com.br/JN.MOTOS,https://click1.mercadolivre.com.br/mclics/clicks/external/MLB/count?a=qxuKvApyf%2FJ0Y%2FzZSsBx7mLn95oTDKNbsDotwbURVT%2BlB8jptP%2FVpLTs3cy5TpjrzMP4%2FR1zHilWl%2FmlAAM%2Bi%2F4cnmYepH1JD1H%2F1%2FC4kAW0gMngA7zhQJxd3vRfA4Ooqx97gvJwzGPP1sG4seD4rwlJ2e9rGv77geUBOQUk6pek4FiziiLrZFR9LwaGZvuNcR%2BX2HlYvB%2BkzhqaWPO2W%2F6hfqkl3ZDHEA3roOs4%2F7bK97cbH%2FxW83c1juQ9ylybdxVphK5%2FqnOS7GTrAse7v2cq9EuDBIE3ae2VLS2eftW9vCF1vdx%2BPN2o7HWKIEZzeD0QO9Pf199n1IIqHNE9z9mLozYmfRj54M1G4I4ny1OT2ZCAsDqJkG1oj1GCnmyBS1X0%2Bl7xf7j4w0fnp5OwadAvvcE0VuE2e24YxwrOyypSVE4mtfwrQNGL59%2F0oWtZWlFTdYOvm7PtCEeFoy52NE3O%2Ba80q9rrwh83pxtuPiGBx4W%2FcvY%2BWAV2K3dgyFZn9%2FcFvqq9AdrOaA5E4tKo0lrNUmdB8NsXDMTZ6vc2huKem84oxmtfvQRlwCp1RGiniGyx8YV%2BPF3sNJ%2BMbI%2BRYCQe0ybTKeKFVMfevZKhIPx4kuJE032AVuvHpx7ZUEHYIbipgZZU1BrH4xgzlbpCWKXbVfLsGl0dRciUls%2F2%2B%2BZeYmw53r%2FgsAcKRVy8cUr7AOEAVi8JnLHNvSPOspZ%2BwrgcZO6WnJuXRNoS%2F3RBc4nUVdDyY0vrwR33R5WJqahd0Ae39fmi4jUau%2FVsrakJoxSBFFJv7an8x8jgK6RrK1KHAWFNSfgErR13GIRPTu0eszjZ1AlFA5Nki02Mf%2F0k8lo4OFe9Vkiw22FAS7aJDMmHgFdtp7bKEnC5n%2B%2F2NRVP%2Fm1wnU9iLTrAWWnuPgJEhYnj%2F2qP1c%2BrZiM4nlTyVxt9w0H5zHLhIwvAEuyvkMPIt3CqkOc327RIQ6hF33CEpy4NuSRWVE4naO%2BdXMb3Z9mO1QK%2BFTm7kOmsXAHEU8RVYJJqQXY7BxZvj8TZSm8cjJd0qF3wAc%2B0MFWcrMmO1BBwLwfmisyXLvNhwc8dDmwp1v%2Fz5Je%2Fq2zIRt8q4g1vgFJZpiBcr1VbMdhEaIzzJ6ui9nCR1k%2BgE%2F4a1lOou9f%2FVI%2F00krs5n3QjCrxH%2BOWjgH%2FVnNsbyc1fs703PXyU1ZVYzmeBTpDjRl%2F%2BdvDof81CYXOzs%2BdtIn4YAW3Eesz59JOfL67IgcSdKF%2Bzq4xha9MZLdLoyWiV9Au1cfyoq9wltmIHnbEnMPfkYU4FsPpyYSwebTWDh8iT7sUTtqbMAqrV1Ch40tjiGkebgGkaUqD3sYjAPSVw9q3arHTmgcjRhMtjJNC%2BVA4fsVqCt4ieZHhDMZmdEL6yIO0y7XQFt4p8gRuK8gTBlJx1RkICZR7SCRV3X472h1SXjHA5FJrUN3aTKmAHaYx7dGtnB1lJfkTqBrOsniFfVRmyAAfqcfB%2BTbrCFyLccE8nE353DjqcdESWBG4kLWBaACKLUDjUWzM26RPveczggSJLj7IyOKu0p1NRMgt%2BGCRefmOBZ%2FVOuX14QX0IcCd1zYS0%2FNk7PbLf6hEgY0iwKvPOsF3QXdQHSelValBo8%2BoRrou9RIXdacHOiiXqIAYm%2FquKEqEHdYLI%2FeLOpf3gJB9MusyCAzseLrnF%2B2JRHXc9K%2BxvAswoefJfg%3D%3D,1039,335,143,32,23,#1122939289,"Verde,Amarelo,Azul,Azul-claro,Laranja,Prata,Rosa,Verde,Vermelho","56,58,60",Pro Tork,Capacete,R8,Integral,Simple,Berço Antialérgico,ABS,Adultos,Unissex,NA
579, Capacete Moto Fechado R8 Viseira Fumê Pro Tork Vermelho ,119,NA,14,2,12x,11.47,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,4.6,145,https://perfil.mercadolivre.com.br/YESSMOTO,https://produto.mercadolivre.com.br/MLB-1179924305-capacete-mixs-storm-integral-moto-motoqueiro-varias-cores-_JM?searchVariation=33043148478,110,19,11,3,2,#1179924305,Azul/Vermelho,"56,58,60,62",Mixs,NA,Storm,Integral,NA,NA,NA,NA,NA,NA
580, Capacete Moto New Liberty Four Pro Tork R8 Fechado ,134,NA,10,1787,12x,12.81,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,5,1,https://perfil.mercadolivre.com.br/SPORTBAY+PLUS?brandId=2047,https://produto.mercadolivre.com.br/MLB-1180323996-capacete-moto-fechado-r8-viseira-fum-pro-tork-vermelho-_JM?searchVariation=33067420940,1,0,0,0,0,#1180323996,"Vermelho,Amarelo,Azul,Azul-claro,Cinza,Laranja,Rosa,Verde,Vermelho","56,58,60",Pro Tork,R8,R8,Integral,NA,NA,ABS,NA,NA,NA
581, Capacete Protork Moto Fechado Integral R8 Viseira Cromada ,142,NA,30,1485,12x,11.91,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,5,2,https://perfil.mercadolivre.com.br/ALECARSHOP,https://produto.mercadolivre.com.br/MLB-1147318508-capacete-protork-moto-fechado-integral-r8-viseira-cromada-_JM?searchVariation=30662034496,2,0,0,0,0,#1147318508,"Prateado,Amarelo,Azul-claro,Azul-escuro,Laranja,Prateado,Rosa,Verde,Vermelho","56,58,60",Pro Tork,R8,R8,Integral,NA,NA,NA,NA,NA,1200 g
582, Capacete Moto Honda Hfs Fechado - Diversas Cores ,179,NA,23,11,12x,14.92,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,4.4,8,https://perfil.mercadolivre.com.br/OTSUBO+HONDA,https://produto.mercadolivre.com.br/MLB-974907119-capacete-moto-honda-hfs-fechado-diversas-cores-_JM?searchVariation=28504863452,4,3,1,0,0,#974907119,"Branco/Grafite,Branco/Rosa,Preto/Verde,Preto/Vermelho","56,58,60,61",Honda,Dreamer,HFS,Aberto,NA,NA,ABS,NA,NA,NA
583, Capacete Fechado Moto Street R8 Viseira Dourada Pro Tork ,117,NA,18,2377,12x,9.83,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,NA,NA,https://perfil.mercadolivre.com.br/MK+MOTO,https://produto.mercadolivre.com.br/MLB-1163987785-capacete-fechado-moto-street-r8-viseira-dourada-pro-tork-_JM,NA,NA,NA,NA,NA,#1163987785,"Amarelo / 56,Amarelo / 58,Amarelo / 60,Azul Claro / 56,Azul Claro / 58,Azul Claro / 60,Azul Escuro / 56,Azul Escuro / 58,Azul Escuro / 60,Laranja / 56,Laranja / 58,Laranja / 60,Prata / 56,Prata / 58,Prata / 60,Rosa / 56,Rosa / 58,Rosa / 60,Verde / 56,Verde / 58,Verde / 60,Vermelho / 56,Vermelho / 58,Vermelho / 60",NA,Pro Tork,G6,R8,Integral,NA,NA,NA,NA,NA,NA
584, Capacete Moto Ebf E0x Frost Preto Azul Vermelho Fosco ,129,NA,219,166,12x,10.75,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,4.5,1572,https://perfil.mercadolivre.com.br/JN.MOTOS,https://click1.mercadolivre.com.br/mclics/clicks/external/MLB/count?a=Cqu7nqsK5fE7wbH8h5GlKljOgeznFiCBqWWI7EKthaZYh9djwlt%2F4q8nl4XjzG4gyP5nAgob%2BZm3AJFSgn6gM0ypX7dG3JpYvEFBt%2B9vSn74f0oSc5Ps40rJWyVaJJRmS0%2F8CjXePBjCWlIvI%2BHmcQWhRx5q4BNZ3sCv4WwzC5TuN4ItXyM6Zpe2hYdgBtsGNo5hmjzj802%2F7nbcYm%2BVkCbxnVhzrHT8jtuI30SSpNdcqkn34995Fq%2BhGisVu85V2M9k4aBchn8C7WT%2BjGge%2BIEuAnPHg38uNQORgfcJV4W2vc%2FyKVLrYqD%2BptjnqFOb71GpOk%2BWjEnXWRn3Vl15zNQD0981KaPxwIknb5GCkIUQEeNEX1vRqIQq0v%2BB%2B59orDnwPW%2BtdOn4SFYGreqpjJT6%2B24bcVHRgw5VPK8%2FMEJrrz75Z2rpBOFJtH5CQt2QvXLwbfoRyL8hCVbp6Llm1wNmZHsERxfjA9AidtcviAiAFlO%2BAvg8LxX7UExiuZ317U6%2BrPnsO%2BERfEXEGa1BKW6taMVwC%2Fbi3prIuBH%2BCdE%2F0h0z1koBNCZCm3OyH7qtVUnDuJ8pYq8rAzRE6LmSOGvpvw0p4PkIfqsVFr5uxG639ZXT4MT5d%2F3FyNanKP237Dc2SDLBAbJLN%2FihVmiCy4exgdCtCGWa012Guw46zoTbQqysNXwkiJRADLM1MkWX6snOYMuXBmiyprj6mnMwmVQbxmzVcxQOD17fRey4QvE%2FIpAdSW5gqH7%2F0jNntm0lOwjjP0C%2BqAYU0FC7uiCbEI0EfqZk%2FaL%2FkIaLE8M%2FtXrok8WWtCfJ4YmRNHUZGOAxSyVd7Y%2FfEA%2FdOqM8icHzhLQ8rlRL0%2BmNIdjcLpjjTzuUw%2FkfLIq3yR6BgHljqFfFSOvqNTgYCXAcbmhiFyjPQ5bPsserV%2FTOs5Sf9khAj5KHXU%2BTH%2BYVYrpPSjeNit1FdNBumDTABQXxnMeCeLEspuJ5txgWC0Kjn%2Bzd2WWp01wkKXfFgj2EvLL3lD7J3X4%2BB%2Bpl8ZFn%2F8XAVTKeHRuvteCV8G0vudSv0Ssm6eQTTKGSi0PScmvsrz1BlM30jHM2fhuAVlhWP%2BJa7vvlNfV6tN0b%2F5LaAWkvCIkR7LS2Muy5giOYr7rkT0qDe5yt7lchLot6caO%2B2kV%2Fw9vNLXRm9Z%2B6ZuNh7GXFgSCnKe0u1sb2RS5DpWKoOwfWwdqFRD61WohtaZw38K%2Bm3edk%2Fdw%2FG%2BVQrwPmaubi5HkNv4KZnSe2VmX2y0%2FywWYnCOuh07YX4tU5jg5S6Nx9esA9Vn3gG6EpELRJ%2BnwQF9jZphPAcce8Po2OAN9%2BjvCTm6Kk%2BRt%2FupQqHcoqMX14zTBc9CbeDoKnR4J5T1uaWD9JuSqp9A4tSEV5uCtQ2gcqiWTi%2F5ek6l2vsCoH7DrSft70Atz6U65Kv%2BBpWJy5KN0qfy%2FYVpM1AqqroCIxsyUCynLcpsikhTjBIkPxaWUyluaPRoyDXd%2B92SosClDWxFXZrzjUJmnNDu1%2BJ535%2B1FsP8oZoiGZvqZHLOF0eTDKSlJ2gPYm20oghybDHm9jBMrzQTDlBdm%2FnARpvDH%2BmBqImXHD%2FZlxs%2FMz2brPQAX%2Ftqs%2Byl5zbMFlDouRvN%2BiwYdysN1VVMrAUvkuBLTXyKzplUXuCcF08uFtNAaQk4tTeCVdlD%2FiXo1eq8ckVvQF4rTaE99Zjt84xag%3D,1039,335,143,32,23,#1122944031,"Verde,Amarelo,Azul,Azul-claro,Laranja,Plata,Rosa,Verde,Vermelho","56,58,60",Pro Tork,Capacete,R8,Integral,NA,NA,NA,NA,NA,NA
