search_position,name,curr_price,orig_price,num_sold,in_stock,num_installments,amt_installments,arrival_time,shipping,free_return,free_return_info,review_avg,num_reviews,seller_link,product_link,five_star,four_star,three_star,two_star,one_star,item_id,color,size,Marca,Linha,Modelo,Tipo de capacete,Tipo de visor,Materiais do interior,Materiais do exterior,Idade,Gênero,Peso
37, Capacete Moto Mixs Fokker Storm Fundo Preto Fosco Vermelho ,120,NA,324,10,12x,11.47,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,4.6,145,https://perfil.mercadolivre.com.br/KAZZU+COMERCIO,https://produto.mercadolivre.com.br/MLB-1133428848-capacete-moto-mixs-fokker-storm-fundo-preto-fosco-vermelho-_JM?searchVariation=36656706757,110,19,11,3,2,#1133428848,"Cinza-claro,Amarelo,Azul,Azul-escuro,Cinza-claro,Laranja,Rosa,Verde","58,60",Mixs,Capacetes,MX2,Fechado,NA,NA,NA,NA,NA,NA
38, Capacete Pro Tork New Liberty Three 3 Moto Motoqueiro Motobo ,65,NA,337,149,12x,6.21,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,4.6,1562,https://perfil.mercadolivre.com.br/CMC+RIDERS,https://produto.mercadolivre.com.br/MLB-1130342691-capacete-pro-tork-new-liberty-three-3-moto-motoqueiro-motobo-_JM?searchVariation=29629708493,1154,275,100,15,18,#1130342691,"Preto-fosco,Azul,Branco,Prata,Preto,Preto-fosco,Rosa,Vermelho","56,58,60",Pro Tork,CAPACETE,New Liberty 3,Cross,NA,NA,NA,NA,NA,NA
39, Capacete Moto Tork R8 + Viseira Azul + Rede Elástica *touca ,119,NA,204,194,12x,11.47,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,4.4,2081,https://perfil.mercadolivre.com.br/PISTAMOTO,https://produto.mercadolivre.com.br/MLB-1187002364-capacete-moto-tork-r8-viseira-azul-rede-elastica-touca-_JM?searchVariation=33550143589,1380,394,178,62,67,#1187002364,"Amarelo,Azul,Azul-claro,Prateado,Rosa,Verde,Vermelho","56,58,60",Pro Tork,NA,R8,Integral,NA,NA,NA,NA,NA,1200 g
40, Capacetes Moto Mixs Foker Storm Fundo Preto Viseira Fume ,159,NA,139,10,12x,13.32,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,3.3,6,https://perfil.mercadolivre.com.br/KAZZU+COMERCIO,https://produto.mercadolivre.com.br/MLB-1194191270-capacetes-moto-mixs-foker-storm-fundo-preto-viseira-fume-_JM?searchVariation=34048540503,1,1,3,1,0,#1194191270,Grafite,"58,60",Pro Tork,NA,788,Integral,NA,NA,NA,NA,NA,NA
41, Capacete Moto Fechado R8 Viseira Fumê Pro Tork Rosa ,98,NA,240,1637,12x,8.24,NA,Envio para todo o país,NA,NA,5,1,https://perfil.mercadolivre.com.br/SPORTBAY?brandId=721,https://produto.mercadolivre.com.br/MLB-1108206634-capacete-moto-fechado-r8-viseira-fum-pro-tork-rosa-_JM?searchVariation=27938281942,1,0,0,0,0,#1108206634,"Rosa,Amarelo,Azul,Azul-claro,Laranja,Plata,Rosa,Verde,Vermelho","56,58,60",Pro Tork,R8,R8,Integral,NA,NA,NA,NA,NA,NA
42, Capacete De Moto Pro Tork New Liberty Four 4 Preto Fosco ,60,NA,1119,739,12x,5.83,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,4.5,1572,https://perfil.mercadolivre.com.br/FGOLDSHOP,https://produto.mercadolivre.com.br/MLB-976779410-capacete-de-moto-pro-tork-new-liberty-four-4-preto-fosco-_JM?searchVariation=21592696088,1039,335,143,32,23,#976779410,"Preto-fosco,Azul,Branco,Cinza claro,Preto,Preto-fosco,Rosa,Vermelho","56,58,60",Pro Tork,New Liberty,New Liberty Four,Integral,NA,NA,Casco injetado em ABS,NA,NA,NA
43, Capacete Moto Cross Pro Tork Preto Mxpro Trilha + Óculos 788 ,159,NA,174,164,12x,15.29,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,4.6,241,https://perfil.mercadolivre.com.br/EMPORIUM+LIVRE,https://produto.mercadolivre.com.br/MLB-1193560008-capacete-moto-cross-pro-tork-preto-mxpro-trilha-oculos-788-_JM?searchVariation=34009613384,175,45,14,2,5,#1193560008,Preto,"58,60",Pro Tork,NA,Libety Mx Cross,Cross,NA,NA,ABS,Adultos,Unissex,NA
44, Capacete Moto Pro Tork Viseira R8 Fechado Promoção ,90,NA,852,64,12x,7.50,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,4.4,2081,https://perfil.mercadolivre.com.br/KAZZU+COMERCIO,https://produto.mercadolivre.com.br/MLB-917557595-capacete-moto-pro-tork-viseira-r8-fechado-promoco-_JM?searchVariation=17757880686,1380,394,178,62,67,#917557595,Vermelho,"56,58,60",Pro Tork,LIberty R8,R8,Integral,NA,NA,NA,NA,Unissex,NA
45, Capacete Moto Mixs Fokker Carbon X Fundo Fosco Lançamento ,129,NA,680,31,12x,10.82,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,4.5,28,https://perfil.mercadolivre.com.br/HELMET+WORLD,https://produto.mercadolivre.com.br/MLB-1161394046-capacete-moto-mixs-fokker-carbon-x-fundo-fosco-lancamento-_JM?searchVariation=31626934854,17,9,2,0,0,#1161394046,Amarelo,"58,60",Pro Tork,Capacetes,Carbon-X,Integral,NA,NA,NA,NA,Unissex,NA
46, Capacete Moto Mixs Gladiator Escamoteavel Robocop Articulado ,179,NA,1002,83,12x,14.99,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,4.7,23,https://perfil.mercadolivre.com.br/KMMOTOSHOP,https://produto.mercadolivre.com.br/MLB-680213247-capacete-moto-mixs-gladiator-escamoteavel-robocop-articulado-_JM,18,2,3,0,0,#680213247,"Preto brilhante 56,Preto brilhante 58,Preto brilhante 60,Preto brilhante 62,Preto fosco 56,Preto fosco 58,Preto fosco 62,RPM 56,RPM 58,RPM 60,RPM 62,Selecione a cor e tamanho desejada entre as opções,Wolf azul 56,Wolf azul 58,Wolf azul 60,Wolf azul 62",NA,Mixs,Capacete,Gladiator Mixs,Integral,Simple,NA,ABS,Adultos,Unissex,1.74 kg
47, Capacete Moto Ebf Aberto Unissex Varias Cores/tamanho ,82,NA,149,3,12x,6.92,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,5,4,https://perfil.mercadolivre.com.br/QUALITY+SP?brandId=515,https://produto.mercadolivre.com.br/MLB-798336971-capacete-moto-ebf-aberto-unissex-varias-corestamanho-_JM?searchVariation=27796449361,4,0,0,0,0,#798336971,Preto-brilho - Azul,"56,60",EBF,Thunder Open,Mandala,Aberto,Simple,NA,ABS,Adultos,Unissex,1.4 kg
48, Capacete De Moto Retro Branco Azul Pro Tork Vintage ,167,184,196,2596,12x,13.99,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,4.6,82,https://perfil.mercadolivre.com.br/SPORTBAY+PLUS?brandId=2047,https://produto.mercadolivre.com.br/MLB-1172424994-capacete-de-moto-retro-branco-azul-pro-tork-vintage-_JM?searchVariation=32457692709,61,14,6,1,0,#1172424994,Azul-escuro,"56,58,60",Pro Tork,Capacete,Vintage,Aberto,NA,NA,ABS,NA,NA,NA
49, Capacete Protork Coquinho Moto Custom Couro Boulevard Harley ,66,NA,150,43,12x,5.50,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,4.3,3,https://perfil.mercadolivre.com.br/VEGASMIX,https://produto.mercadolivre.com.br/MLB-1181903476-capacete-protork-coquinho-moto-custom-couro-boulevard-harley-_JM?searchVariation=33198145839,1,2,0,0,0,#1181903476,Preto,UNICO,Pro Tork,NA,Coquinho,Aberto,NA,NA,NA,NA,NA,NA
50, Capacete Moto New Liberty Four Pro Tork R8 Fechado ,129,NA,219,166,12x,10.75,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,4.5,1572,https://perfil.mercadolivre.com.br/JN.MOTOS,https://produto.mercadolivre.com.br/MLB-1122944031-capacete-moto-new-liberty-four-pro-tork-r8-fechado-_JM?searchVariation=29027404207,1039,335,143,32,23,#1122944031,"Verde,Amarelo,Azul,Azul-claro,Laranja,Plata,Rosa,Verde,Vermelho","56,58,60",Pro Tork,Capacete,R8,Integral,NA,NA,NA,NA,NA,NA
51, Capacete Axxis Snake Preto Vermelho Brilho Capacete Moto ,399,NA,53,8,12x,33.25,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,4.7,3,https://perfil.mercadolivre.com.br/COMPETIZIONEMR,https://produto.mercadolivre.com.br/MLB-799776132-capacete-axxis-snake-preto-vermelho-brilho-capacete-moto-_JM?searchVariation=27716038042,2,1,0,0,0,#799776132,Preto,"56,58",Axxis,Axxis,Eagle Snake,Integral,Simple,NA,ABS,Adultos,Unissex,NA
52, Capacete Moto Ebf Shield Solid Diversos Tamanhos E Cores ,57,NA,67,8,10x,6.59,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,5,1,https://perfil.mercadolivre.com.br/QUALITY+SP?brandId=515,https://produto.mercadolivre.com.br/MLB-798872313-capacete-moto-ebf-shield-solid-diversos-tamanhos-e-cores-_JM?searchVariation=31963346637,1,0,0,0,0,#798872313,Vermelho,"56,60",EBF,Shield,Shield,Aberto,Simple,NA,NA,Adultos,Unissex,NA
53, Capacete Moto P/ Mulher Fechado Rosa Com Viseira Espelhada ,119,NA,204,194,12x,11.47,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,4.4,2081,https://perfil.mercadolivre.com.br/PISTAMOTO,https://produto.mercadolivre.com.br/MLB-1187002364-capacete-moto-tork-r8-viseira-azul-rede-elastica-touca-_JM?searchVariation=33550143589,1380,394,178,62,67,#1187002364,"Amarelo,Azul,Azul-claro,Prateado,Rosa,Verde,Vermelho","56,58,60",Pro Tork,NA,R8,Integral,NA,NA,NA,NA,NA,1200 g
54, Capacete Sm Moto Pro Tork Sport Moto 788 Marino Automático ,159,NA,65,48,12x,13.32,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,4.6,145,https://perfil.mercadolivre.com.br/KMMOTOSHOP,https://produto.mercadolivre.com.br/MLB-1133297836-capacete-moto-mixs-fokker-storm-fosco-ou-brilhante-2019-_JM?searchVariation=31513588498,110,19,11,3,2,#1133297836,"Clique na cor desejada,Azul com Vermelho Brilhante,Azul com Vermelho Fosco,Clique na cor desejada,Preto com Amarelo Brilhante,Preto com Amarelo Fosco,Preto com Azul Brilhante,Preto com Azul Fosco,Preto com Grafite Brilhante,Preto com Grafite Fosco,Preto com Laranja Brilhante,Preto com Laranja Fosco,Preto com Rosa Brilhante,Preto com Rosa Fosco,Preto com Verde Brilhante,Preto com Verde Fosco,Preto com Vermelho Brilhante,Preto com Vermelho Fosco","56,58,60,62,TAMANHOS DISPONÍVEIS",Mixs,Fokker,Mixs Fokker Storm,Cross,Simple,Isopor interno com aletas para absorção e dissipação de choque;,Casco construído em resina termoplástica ABS de alto impacto;,Adultos,Unissex,1.6 kg
55, Capacete Moto Sm Automatico Marino Pro Tork Motoboy ,59,NA,3551,1809,10x,5.90,NA,Envio para todo o país,NA,NA,4.6,1562,https://perfil.mercadolivre.com.br/SPORTBAY?brandId=721,https://produto.mercadolivre.com.br/MLB-808714522-capacete-moto-aberto-pro-tork-new-liberty-3-three-_JM?searchVariation=19635871969,1154,275,100,15,18,#808714522,"Preto,Amarelo,Azul,Branco,Prateado,Preto,Preto-fosco,Rosa,Vermelho","56,58,60",Pro Tork,Capacetes,New Liberty 3,Integral,NA,NA,ABS,NA,NA,NA
56, Capacete Moto Pro Tork Viseira R8 Fechado Promoção ,129,NA,653,183,12x,10.75,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,4.4,2081,https://perfil.mercadolivre.com.br/RACE+ACTION,https://produto.mercadolivre.com.br/MLB-1119741753-capacete-moto-p-mulher-fechado-rosa-com-viseira-espelhada-_JM,1380,394,178,62,67,#1119741753,Viseira Cromada,"56,58,60",Pro Tork,R8,R8,Integral,Simple,EPS,ABS,Adultos,Unissex,NA
57, Capacetes Moto Mixs Foker Storm Fundo Preto Fosco Lançamento ,113,NA,112,1163,12x,10.89,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,NA,NA,https://perfil.mercadolivre.com.br/GRIFE_DO_CAPACETE,https://produto.mercadolivre.com.br/MLB-1079191256-capacete-moto-san-marino-todas-cores-_JM?searchVariation=26246879449,NA,NA,NA,NA,NA,#1079191256,"Preto,Branco,Branco/Rosa,Classic Fosco,Classic Preto,Lilás,Preto,Preto-fosco,Preto/Rosa,Rosa,Vermelho","60 - G,58 - M,56 - P",Taurus,San Marino,San Marino,Integral,Simple,NA,ABS,Adultos,Unissex,NA
58, Capacete Moto New Liberty Four Pro Tork R8 Fechado ,149,NA,102,20,12x,14.33,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,4.6,145,https://perfil.mercadolivre.com.br/KMMOTOSHOP,https://produto.mercadolivre.com.br/MLB-1128417774-capacete-moto-mixs-fokker-storm-fosco-ou-brilhante-_JM?searchVariation=31512411066,110,19,11,3,2,#1128417774,"Clique na cor desejada,Azul com Vermelho Fosco,Azul com vermelho Brilhante,Clique na cor desejada,Preto com Amarelo  Brilhante,Preto com Amarelo Fosco,Preto com Azul Brilhante,Preto com Azul Fosco,Preto com Grafite Brilhante,Preto com Grafite Fosco,Preto com Laranja Brilhante,Preto com Laranja Fosco,Preto com Rosa Brilhante,Preto com Rosa Fosco,Preto com Verde Brilhante,Preto com Verde Fosco,Preto com Vermelho Brilhante,Preto com Vermelho Fosco","56,58,60,62",Mixs,Capacete,Fokker Storm,Aberto,Simple,NA,ABS,Adultos,Unissex,1.6 kg
59, Capacete De Moto Peels Mirage Techride Várias Cores ,129,NA,236,7,12x,12.42,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,4.9,7,https://perfil.mercadolivre.com.br/HELMET+WORLD,https://produto.mercadolivre.com.br/MLB-1161388141-capacete-moto-mixs-fokker-storm-fundo-preto-fosco-lancamento-_JM?searchVariation=32041711518,6,1,0,0,0,#1161388141,"Rosa,Amarelo,Azul,Azul/Vermelho,Grafito,Laranja,Rosa,Verde,Vermelho","58,60",Pro Tork,Capacetes,Storm,Integral,NA,NA,NA,NA,Unissex,NA
60, Capacete De Moto Pro Tork New Liberty Four 4 Preto Fosco ,96,NA,2,23,12x,8.00,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,4.6,1033,https://perfil.mercadolivre.com.br/SHOPCAR+AC%C3%89SSORIOS,https://click1.mercadolivre.com.br/mclics/clicks/external/MLB/count?a=IscPaf7QLQY0f5c6lMfr52FDY6XK4NNwWPnj5O7PWr8cSCLqv59wYaNnKOrBZw1D7O5T9xCheZ0yEPMNvd6HWZbv062XO7IucMWZMTHxr7oyhks6aNUPOVRRqQ1fr5r5U27qWZd19wVhayXJTtdgAj3QAiYQt8XsjQorghwXit7SohahIa8fO%2FRtKHpLzxnJ9vqGvPzEh99lLrkD15RRyJPb0oRK6TO4CWwPcESv6LSWvR3OP0ayWy%2FNEryFYLGq%2FgXJN3efFW2TscDf8EgRxdTI%2BqeNWzJX2WrMTOVsntGsLVEothVzhMkEgM0Ij9temeO2wVU1jCtTVzK2AkyU6w%2BKmCHiSptcAWr0%2F2NTMcppT9FuoXRhPaXq7URCpR5LofvRnil7jzxsHqLwu0zma725qOOcVmm4NYPyjSubU%2B4E2xTU0p%2BWnbLC9PI7iLcxO0VqYIej1hPqZCpcf%2BDtCWOOJFwAF7equ7Rx1jpG6JmaJiE%2FYNSijQR0uX8c61rMOp6nL08fvN9j5%2By2UItmdTNqtFX%2FfVVKQbqjEbcpjVehUEZrZ6F%2FDnfGXZoXDNct6Unjt%2Fw7fQEPPCZJsnt3BCUun%2FInNGp%2BtpOKbeZXho7hpecU8HVdw6Whj%2B0769DGOYrsM4%2F%2BC0jpFTLUfj85yphwKi5HfYUcPjZ1PF7WRc%2FjFHfv2BOKGyh2ABKBUaueSXJh%2FpzsYe2j74kHrazVN0dhiqTqF26roa%2FKepTBnWfFhNqCfn4euLAS%2BWbghSLXx4XtMACAtSxgXCuZqeJDqagOsxPYd3joz7i%2F0x%2B3d9TxKdB0nWIEFuWSTyPbGxJvkBtOx4%2Bhoo%2FcEunQLTMLI6D0%2F7tPtukLlazUjMluAp342ePwBFyZvRxh81TMcbEMgACX97TpbrqEV0WcYGse5TVWy726Qwv%2F6LE257urlcFKfc84l3fIE7XZ4giuUZwPB%2FX0BBbbMBWWA52otl46vf3k8X00kF8cOh%2FR5uKCYexkC0DvLpyUADpKiDIEgHkjbxLp%2BX57nQbkICm%2FRbLaKTGYqQTSc%2F5EJV3ioAR%2B99uYofk0uW7IykI6CeVNIrGSY7dONTRNI71%2FhDcjA2HdJ3u4liX2XVU4PjEiQXaOjuXhSFvQbbrUjtjNuJ9pi1BpiI2rt0rZvNZLWwWlsyKUqzt31lN24YLbxbMoYtOcQZEv3ZuAlVSzKKS4hUgcTTM5Z2EFdxlKaUKyeS3P9vdWYCittzLEuQuzaH%2F4XbAaKXyt4uI4v00lcoi2AHd9dNNf67QA8zB4IODwMK%2F6T3fx9q1HFE4wzu3S5I9lPa4GUEuZDOqXh04pJmexQl9zsrZ0tnWi9ZJhEzPaMCL8Ig%2BJimj7FRttGDNYCHPp1Vl3uhgAqPsK%2FxRHnJ5YsvKaNEjoro0bltF6ZgOGmLKv38vihIeYMMyOUr1A6xxMyApZAomlT%2BIRDIHRmerEFiReUAYP0UkVFS1eXRJaT7ylATGphDBKs27e40aLbb9AZeMY7%2ByCVDC4491Pz9W8tEjChHhq8MeHnxnAdItlOb%2BTNcvehPG5725P%2Bge3fy9Fd9GP5IPBbbPcR4DB1gn0EWIS9%2FcLL8UuzswWibUvV2XHDXVSyEncfLEXvM7NMH65gTJsEwgBrMlTdW4cyoiv5F3gp6wBpTWWdbZ%2BX2RPe7N8Vli9YQN53nBFLIBE%2BPcKNXdN787b91fWTw%3D%3D,744,196,63,12,18,#1194550553,Preto,56 58,Pro Tork,NA,New Liberty 3,Aberto,NA,NA,NA,NA,NA,1290 g
61, Capacete Moto Tork R8 + Viseira Azul + Rede Elástica *touca ,399,NA,97,435,12x,33.25,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,5,2,https://perfil.mercadolivre.com.br/RS1+OFICIAL?brandId=36,https://produto.mercadolivre.com.br/MLB-1178433100-capacete-moto-feminino-axxis-eagle-lady-catrina-vermelho-_JM,2,0,0,0,0,#1178433100,"55/56-(P/S),57/58-(M/M),59/60-(G/L),61/62-(GG/XL)",NA,Axxis,Eagle,Lady,Integral,Simple,"Exopor, multi tecidos",ABS,Adultos,Unissex,NA
62, Capacete Moto Fechado R8 Protork Top #touca # Viseira Fume ,59,NA,291,1690,10x,6.81,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,4.6,763,https://perfil.mercadolivre.com.br/KAZZU+COMERCIO,https://produto.mercadolivre.com.br/MLB-743674709-capacete-aberto-pro-tork-moto-liberty-three-_JM?searchVariation=27721029534,539,153,52,10,9,#743674709,Preto,"58,60",Pro Tork,Capacetes,Liberty Three,Aberto,NA,NA,ABS,NA,NA,NA
63, Capacete Moto Pro Tork Evolution G6 Series + Viseira Iridium ,179,NA,1002,83,12x,14.99,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,4.7,23,https://perfil.mercadolivre.com.br/KMMOTOSHOP,https://produto.mercadolivre.com.br/MLB-680213247-capacete-moto-mixs-gladiator-escamoteavel-robocop-articulado-_JM,18,2,3,0,0,#680213247,"Preto brilhante 56,Preto brilhante 58,Preto brilhante 60,Preto brilhante 62,Preto fosco 56,Preto fosco 58,Preto fosco 62,RPM 56,RPM 58,RPM 60,RPM 62,Selecione a cor e tamanho desejada entre as opções,Wolf azul 56,Wolf azul 58,Wolf azul 60,Wolf azul 62",NA,Mixs,Capacete,Gladiator Mixs,Integral,Simple,NA,ABS,Adultos,Unissex,1.74 kg
64, Capacete Moto New Liberty Four Pro Tork R8 Fechado ,154,NA,698,2423,12x,12.92,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,4.7,320,https://perfil.mercadolivre.com.br/ALECARSHOP,https://produto.mercadolivre.com.br/MLB-984292838-capacete-moto-pro-tork-evolution-g4-las-vegas-viseira-extr-_JM?searchVariation=21128485402,251,48,14,1,6,#984292838,Branco,"56,58,60",Pro Tork,Masculino,Evolution las Vegas,Integral,NA,NA,ABS,NA,NA,NA
65, Capacete Aberto Pro Tork Moto Liberty Three ,59,NA,284,149,10x,6.80,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,4.5,1572,https://perfil.mercadolivre.com.br/FGOLDSHOP,https://produto.mercadolivre.com.br/MLB-999962878-capacete-moto-feminino-pro-tork-new-liberty4-vermelho-preto-_JM?searchVariation=35005331228,1039,335,143,32,23,#999962878,Vermelho,"56,58,60",Pro Tork,New Liberty 4,New Liberty 4,Integral,NA,NA,ABS,NA,NA,NA
66, Capacete Infantil Moto Criança Pro Tork Liberty Azul ,129,NA,219,166,12x,10.75,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,4.5,1572,https://perfil.mercadolivre.com.br/JN.MOTOS,https://click1.mercadolivre.com.br/mclics/clicks/external/MLB/count?a=CoavoP6ftzCRFLsgmiGo00OqEl%2Fdzh%2ByPJKI9GWFfE1D%2BFv8YD%2F1UB7z1m9NMnaVxtZ4h%2ByCZZ21dnL6cwrNDmaxMhUvJav78XStVepjmWl4Um5ZSnsYubkgXyLfkxsczX31Vze4pZPd10GcbhgoLDO7RzPptEMkf65w5IZGUu3xaPgeAT0Bd0qx%2BFqHmPI8yQ%2ByuQWiFVfFOUBDF55kuQh3UKzHucvgvRINfX4hcqtwW6aTK9otHpeZvDpfb4npMOHIQwDBJ%2F0zaHnxJ9snpVP7ziMvQkQ87DNkRhNZ962yuz5%2FimrTncp%2B%2F5ITO8CqAYGPQdVstSZVAMxx3eSqTA4PDJ4uNIY4q2MN3s%2BESfzpAuDNvYVlQbQkZCr8p2zImVXLMw56A65NUygwuPBsE4Pnl1ZM4HtRXFEWm9A65Ry2YqIQ9c%2BY%2FWAFl2gaHSz6hmZWuA9%2FslzzH1ZGvNNtQyCL0R9rjVsH45%2Fa3LcPrgGnuqexB7gsooaH5bT0aHRWYAs6cb%2BjzA0Rn3GwlA%2Fq6gMeqRkCnSW%2FosJ6HDL9JDLI62ObHE8GZXPIHXjM2rGh8tXq%2FcvO5Bw1jkBL0TAbOIXXHT3uR2oIaji2vFW19VrPz7Aat6x7%2FHpUkPowV66v%2BiCJBEU0Psb49%2BFE9RgLkIIbrhgao9jb%2FD8UXdpT2x54uz4n0MLfdT7UwF0Exj8h%2F8VkxxGXwtz%2FwfdZaRj0giPGAu2%2FUw7K5KDXRxlESTCQyADbrY9Al%2B6jIFrOvDZl4HyFCW9iS6QZk3m6uRMq9HSop4NbQZ3eo2M0U6gLI1PcHlFX75KUxMIto%2B7b31KizcIHbh5oMdzaSzDjjnftId3l1yQw6q%2Bgn6JL65TLl5%2BZyCJSNDyq9dG0OGMocDBp6L%2FlKfApuc%2Fg4df8QV%2BnBKddfQz0n2pr8SlqnWSsCMDq0lrlxfZFQG0BUuQJkIxQOnFrTcsJmqgv1s5VtgX5FQ4nEY1T7p7nwmBbsk4GKMlGS3WEwcQJOjRqfpqZX6g%2FcJh6c6D4NTtClPo8m%2FgKOx1xvmnn6Uezq06TFnqA2g8kTq96C2zb1So0VNQkp%2F0Twq1EYmc1EBd3UMbxlMles0wcCNetrSK6sOs92ea1mS0FbGzaztS96Ik1eUCJJ7mp5nfaYOir6u2th8nJslWyYfrTCdqPyQ0uAHSpMkgSnHUBRPsMGLkrJtLMRTXgVNwYrv3ZPcac%2BF9xZQL%2FaLz2ITfLKy3rG4IlM28hAIdf4aERWZAYSPhU51GYLmGoUvfHbGuJET2cqN5fu00STHc94jzo3hzCHm7D3xb7gKi7o%2FMIFc%2FF2rqJRjpM5wzjdfDKjH86gNkhCrF2SzcUzp%2Bc9Ol5kzWSzsXR%2FoKWnlD90kdjyiTG8ggPK8yP1UcwUnWLfc77%2FWe3CjhQWoEQ6tCKTpohrMdBV3J%2Fkr%2FfxsF1NxxCH5J%2B0cBSmJuaLx5W9adeAe1nqwIhDYXmuUfVl3Bcn1dHJIM9CDJW9YtEpU34jA%2BzvILQyXV%2Bj6JolT9Oal6JHO781SKVM73N4rJFVXlz%2BpexW3kXhaD4VBWL%2By9KMs8haQo1LACiDI7YhytIrWgnzyK5wOiqWCSeKGzHkXQrtJF%2BEYoOkFsuTTbGpD0m2uh2C434jGd5plSf361SuC0xOM3FiCudkOAzR5iZ0m6bzDaEYAVVkwJrtq%2Fl9NpINgZx,1039,335,143,32,23,#1122944031,"Verde,Amarelo,Azul,Azul-claro,Laranja,Plata,Rosa,Verde,Vermelho","56,58,60",Pro Tork,Capacete,R8,Integral,NA,NA,NA,NA,NA,NA
67, Capacete Moto Fechado R8 Viseira Fumê Pro Tork Rosa ,119,NA,403,132,12x,11.44,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,4.9,13,https://perfil.mercadolivre.com.br/FGOLDSHOP,https://produto.mercadolivre.com.br/MLB-942694177-capacete-moto-masculino-feminino-pro-tork-788-g6-fosco-_JM?searchVariation=22690508179,12,1,0,0,0,#942694177,"Preto/Vermelho,Amarelo racing,Azul eagle,Azul/Preto,Cinza-fosco,EAGLE AMARELO,Gris Rosa,Laranja Factory,Laranja racing,Preto/Vermelho,Rosa Pro Neon,Rosa preto fosco,vermelho pro neon","58,60",Pro Tork,Evolution G6,788,Integral,NA,NA,ABS,NA,NA,NA
68, Capacete Moto Pro Tork Evolution G6 Series + Viseira Fumê ,120,NA,663,10,12x,11.47,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,4.6,145,https://perfil.mercadolivre.com.br/KAZZU+COMERCIO,https://produto.mercadolivre.com.br/MLB-767896994-capacetes-moto-mixs-foker-storm-fundo-preto-fosco-lancamento-_JM?searchVariation=37766864279,110,19,11,3,2,#767896994,"Cinza-claro,Amarelo,Azul,Azul-escuro,Cinza-claro,Laranja,Rosa,Verde","58,60",Mixs,Evolution G4,MX2,Fechado,NA,NA,NA,NA,Unissex,NA
69, Capacete Moto San Marino Todas Cores ,283,NA,63,1595,12x,23.58,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,4.5,269,https://perfil.mercadolivre.com.br/GRIFE_DO_CAPACETE,https://produto.mercadolivre.com.br/MLB-1176757891-capacete-de-moto-peels-mirage-techride-varias-cores-_JM?searchVariation=32802089716,186,46,26,7,4,#1176757891,Vermelho fosco,"58 - M,61 - GG,60 - G,56 - P",Peels,NA,Techride,Integral,NA,NA,NA,Adultos,Unissex,NA
70, Capacete Moto Aberto Liberty Pro Tork Preto Fosco ,132,NA,550,1495,12x,12.71,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,4.4,2081,https://perfil.mercadolivre.com.br/PISTAMOTO,https://produto.mercadolivre.com.br/MLB-917311676-capacete-moto-fechado-r8-protork-top-touca-viseira-fume-_JM?searchVariation=17748339319,1380,394,178,62,67,#917311676,"Azul-escuro,Amarelo,Azul-claro,Azul-escuro,Prateado,Rosa,Verde,Vermelho","56,58,60",Pro Tork,Capacetes,R8,Integral,NA,NA,ABS,NA,NA,1200 g
