search_position,name,curr_price,orig_price,num_sold,in_stock,num_installments,amt_installments,arrival_time,shipping,free_return,free_return_info,review_avg,num_reviews,seller_link,product_link,five_star,four_star,three_star,two_star,one_star,item_id,Marca,Línea,Modelo,Tipos de cabezales,Cantidad de cabezales,Sistema de afeitado,Tipo de alimentación,Tiempo de funcionamiento,Tiempo de carga,Modelo alfanumérico
960, Máquina De Afeitar Eléctrico Fs302us Flyco Afeitadora Nava ,430,NA,0,200,18 meses,23.91,NA,NA,NA,NA,NA,NA,https://perfil.mercadolibre.com.mx/DRESSTOPMX,https://articulo.mercadolibre.com.mx/MLM-663210900-maquina-de-afeitar-electrico-fs302us-flyco-afeitadora-nava-_JM,NA,NA,NA,NA,NA,#663210900,Flyco,NA,NA,NA,NA,NA,NA,NA,NA,NA
961, Kemei Km-6619 Afeitadora Eléctrico Afeitadora De Cabello Tri ,505,NA,0,200,18 meses,28.07,NA,NA,NA,NA,NA,NA,https://perfil.mercadolibre.com.mx/XSTECHMX,https://articulo.mercadolibre.com.mx/MLM-675740896-kemei-km-6619-afeitadora-electrico-afeitadora-de-cabello-tri-_JM,NA,NA,NA,NA,NA,#675740896,Kemei,NA,no model,NA,NA,NA,NA,NA,NA,NA
962, Jinding 4 En 1 Afeitadora Eléctrico Recortadora De Cabello L ,614,NA,0,200,18 meses,34.14,NA,NA,NA,NA,NA,NA,https://perfil.mercadolibre.com.mx/XSTECHMX,https://articulo.mercadolibre.com.mx/MLM-675838261-jinding-4-en-1-afeitadora-electrico-recortadora-de-cabello-l-_JM,NA,NA,NA,NA,NA,#675838261,no brand,NA,no model,NA,NA,NA,NA,NA,NA,NA
963, Afeitadora Eléctrica De Xiaomi Youpin ,516,NA,0,208,18 meses,28.71,NA,NA,NA,NA,NA,NA,https://perfil.mercadolibre.com.mx/VERDECASTILLOMX,https://articulo.mercadolibre.com.mx/MLM-677436536-afeitadora-electrica-de-xiaomi-youpin-_JM,NA,NA,NA,NA,NA,#677436536,Xiaomi,NA,Afeitadora eléctrica,NA,NA,NA,NA,NA,NA,NA
964, Protector Para Afeitadora Eléctrico Para Braun Shaver Eva Re ,169,NA,0,200,18 meses,9.39,NA,NA,NA,NA,NA,NA,https://perfil.mercadolibre.com.mx/GLOBALBUYMX,https://articulo.mercadolibre.com.mx/MLM-680162713-protector-para-afeitadora-electrico-para-braun-shaver-eva-re-_JM,NA,NA,NA,NA,NA,#680162713,No Brand,NA,no model,NA,NA,NA,NA,NA,NA,NA
965, Cargador Auto Multiuso 2 Puertos Usb Rasuradora Remax Rtsp01 ,420,NA,0,100,18 meses,23.33,NA,Envío a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.com.mx/LIDERT,https://click1.mercadolibre.com.mx/mclics/clicks/external/MLM/count?a=oFzMOYszP0Yw6di1VLrEGVfKB%2FDiybNsJF893TLmcd2JqzBlWsSFcKMthX%2FTCaxIbO9FTptMz77OMqBXbQlPAVpro8Bg7Pe1ebggH3ax2rdi88D3VeBShj9iZFW91lQt4W0Zxy0j8Bua8RJFayABuwo%2FS2%2BmgwkitD83j%2BwjcWTdizBjUZdcGy0Uj%2B7l%2BNMtA%2FJy5oZnj8MC0jiCPc4pVl5qL5Q6SnXvQjeQCOrgPRy4xR780sD%2B7apFEbeDxYcdurpAp1q25ELvgrb6mPMvQTQKGKP6aEG2w94fEKXPToij3UR2tmifq3mFa76ms%2BDJxNOrYA8bYygJk7YXrhKRoya1oCGl00tCwbqiAAdNUX9tELMGz5uTSlpfHRqzL4tfANcuiBjVG0gDSO1QhapLry%2FFcNSUpJG7yGq7of0bInFGXgld8RKSpvjBM8xI69ZO4eDwAwfscSaT%2BkJqVHff7mwd7kq0DTU%2BL8Rw3%2BAG7ckUYdPf9P8bIcG80AhBLkHISyTLP0gdQss8AHDSzw58tLQ2RwS%2BguG3Smhyee0xjKAw0KUpjJGWi5saLfrPWm9tw%2Bk5UEv2IYyw3JpThUZ8vY5MSNgT%2BodL8sqK1q9MELeL502%2FzmT2AkQootXNPApYYKiFy6oDZI8wcVdMf9SMQwFGU1s53ioMbFhux%2Ba2cDPd6CtqFTt%2FMhpxpv2B9ZxsCdtsPIPeMU%2BRo5KsJGAtyhanKJjhoOJs4iIvt%2BsvTNOzIoOd2%2FGKuz5oRA1i48HIsqYoDj7siWmWqvCuTW9K3SsOv9POj7fImhBPKHgr8kUgtwIjQpDPgYq32c5y72B9ysUnT8%2F90Pi1sxBNLWKrCbGD3Ld1g5HHENHQnpxT63itqzCyelr2%2FLXQbFcvrHHPWEN4EzCXsVI0%2F%2BQuWO3zVwhRD%2FD68xpJMNblq17pK%2BNlwf0xxRtvRjlNk3q7ryPVnK7xo87F3D47hlif9tUaXHcljUIpTLdvIjZwkXpVVfQuL%2BRmXpVtkK%2BMYO9qd70f43EI6N6RCKGWMx9uAN71mUFVrr11FZGVlCp%2FMrO9bW6g5GfIfWvkTHMaIi%2Bhbdt966%2BkwMCdumogRFvb9kUvHWVszJvp0jecLaSBNxpNTtYMTHVl8dX4t4%2BiFPVhduhCIYkpPRzs87iNLWEWvlv6ABQR2TMp1JlLv6nE3uW9xd7LtwLfI8dk3JsukmAMCHy1VZ%2Brjfp0GBfsfUhSkTpS2GkP3bFNZzTX3ZKKdcEHxrpSRLLY2WJOXjYvQv8zot9azCT1J9Pxf%2FwRUqKMUB5%2FELvcNtke9b34IydMOPacjHP9O%2BeHlM4NxY2dQKSYlBFfUGxTo1qvB%2FVkDKxtZm3o8EbgbILOB8Uep8443vuK%2B73olJNdytv0HWZzeXCrS8EPO5Ykk3u6CKBGc3YdWlFKDmYB3fqQScwJ1r8BI749EOlAHEAmWAzhZY009enQdgVtoL0Ep38R2I%2BJzTXzKD3xMUrmqtyomX3TcOkCJnnwjeQ%2BQuc6p%2Bgq6paxgd8KmkJ1xseKiDrUMQsjuCoPoUxGiLz%2BjeukWGN37OZirJnTRwBlWgRn8REOLJEEqr38Iq1gSulEJk6HROS32S88SK9sJgw%2BX%2FYa8xgMGP27C%2B8xB0ua0nleSZu5TfiiGyjVaZ1Hmn2jGDO9ifngNyZ9vp5CQUYXGrfGIB6D0QwrppstbMOLUAwdAvUh88e1H2jX0bhdlRZClStMA7YT0MJ5YjWq0FnoaQajIR9ympMg%2FnbwHp2VWMj69O3OhebLSBuYMj3%2Bef1O9efyIOLzNQ1FTNAmrsEPRB2j8kMCOCl6pGkX8OyDjgzI7uGp7PS81VG%2BxvFH7U%2Bm43Ez7QaQ,NA,NA,NA,NA,NA,#668126416,RCA,RASURADORA,PM22,Flexibles,NA,NA,Recargable,30 m,NA,NA
966, Protector Para Afeitadora Eléctrico Para Braun Shaver Eva Re ,189,NA,NA,200,18 meses,10.53,NA,NA,NA,NA,NA,NA,https://perfil.mercadolibre.com.mx/DODOCOOLMX?brandId=1813,https://articulo.mercadolibre.com.mx/MLM-680556299-protector-para-afeitadora-electrico-para-braun-shaver-eva-re-_JM,NA,NA,NA,NA,NA,#680556299,No Brand,NA,no model,NA,NA,NA,NA,NA,NA,NA
967, W482 Afeitadora Eléctrica Recargable 4 Cortador Impermeable ,"1,343",NA,0,5,18 meses,74.64,NA,NA,NA,NA,NA,NA,https://perfil.mercadolibre.com.mx/JANEEYREMX,https://articulo.mercadolibre.com.mx/MLM-680816801-w482-afeitadora-electrica-recargable-4-cortador-impermeable-_JM,NA,NA,NA,NA,NA,#680816801,SMATE ST,NA,W482,NA,NA,NA,NA,NA,NA,NA
967, W482 Afeitadora Eléctrica Recargable 4 Cortador Impermeable ,"1,343",NA,0,5,18 meses,74.64,NA,NA,NA,NA,NA,NA,https://perfil.mercadolibre.com.mx/JANEEYREMX,https://articulo.mercadolibre.com.mx/MLM-680816801-w482-afeitadora-electrica-recargable-4-cortador-impermeable-_JM,NA,NA,NA,NA,NA,#680816801,SMATE ST,NA,W482,NA,NA,NA,NA,NA,NA,NA
968, Rasuradora Eléctrica En Seco Y Húmedo Serie 6000 Philips ,"2,999",NA,NA,3,12 meses,296.28,NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.com.mx/IBUSHAK+OFICIALES?brandId=270,https://articulo.mercadolibre.com.mx/MLM-682675168-rasuradora-electrica-en-seco-y-humedo-serie-6000-philips-_JM,NA,NA,NA,NA,NA,#682675168,Philips,Rasuradoras,S6630/11,Flex de 5 direcciones,NA,NA,Batería,NA,NA,NA
969, Afeitadora Eléctrico Flyco Mini Shaver Portátil Prueba De Im ,437,NA,0,200,18 meses,24.30,NA,NA,NA,NA,NA,NA,https://perfil.mercadolibre.com.mx/CIMAALEGRIAMX,https://articulo.mercadolibre.com.mx/MLM-683239908-afeitadora-electrico-flyco-mini-shaver-portatil-prueba-de-im-_JM,NA,NA,NA,NA,NA,#683239908,Flyco,NA,no model,NA,NA,NA,NA,NA,NA,NA
970, Afeitadora Elctrica Flyco Fs370ru Con Cabezas Flotantes 3 ,502,NA,NA,200,18 meses,27.93,NA,NA,NA,NA,NA,NA,https://perfil.mercadolibre.com.mx/DODOCOOLMX?brandId=1813,https://articulo.mercadolibre.com.mx/MLM-683347493-afeitadora-elctrica-flyco-fs370ru-con-cabezas-flotantes-3-_JM,NA,NA,NA,NA,NA,#683347493,Flyco,NA,No Model,NA,NA,NA,NA,NA,NA,NA
971, Afeitadora 3en1 Recargable Kit De Aseo Recortador De Barba ,349,NA,3,10,18 meses,19.39,NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.com.mx/LIBELLE+BS,https://click1.mercadolibre.com.mx/mclics/clicks/external/MLM/count?a=qCFGnRX5EHqt0b8gqSWL4SF%2BJ%2FeqLUkdsbEHulIhy52JZ4CZAM9QU67TH0CnSrTj7BQi44D25Ugx3gdT1lL0L%2FvVjN4yKVGq0Fod8uuy4k%2FvjDubYe0LKbMbPrWg3cMg6eYcotRoxWTB7Tsqr198AZFUoWoB7sP1xeIRlMclt0ypXGlTnWgWvQYwqAFQr7kH0gjBBR%2BIIgrJkSkR4X13Qc9%2BPQaa8PdltPLn9We5fE81v4qqyitkU%2FWOLP3mdctm7E2TmFr%2F%2BdwKZ3i%2BmvNDQX7sGtwga9AkwFTQWbc4oVDgoI1tERsmUIwE0lxL%2BHu%2BXIOebePk%2FZYbWwGA464LoGbqqNkG9VmJcOPP5wLl9ZxZ3eXo1j%2B9TBqtMAFcnwbGprKkHimVwVOFR%2B4uyUpipMrNaLrWCLibZdVs3065o%2BlIpdHYuzeXbKAkuKCnzjAk%2FP7YyPiLpU%2Fx%2BVyFFFMUd2G2KQwTQMlyQxieEQv7zJMWF088kZ1L8%2F8HaPBEXXqgjQvE762sLHpQdhBDN3pNAvkOlzuQRJFX0jrZdcRP2IWyNQqFq0ryhqQfO2qPBKhJrFaIvUMuDNrKUN93DzZOY6s1kkocikI8IBrFSMBBB0ddOn7kABn9nhiVt3Wl%2BO2dRAMg1fm4R%2FrZOsh%2Bn%2Be8C9Q1ElslduZZqLI%2Bku15U6XKqapzJTF5noAGNnrmSsfN0qEBEYs0DM%2Bk5c8nsvGMkOKRal0MhPR38qS6C%2Fka1R0vadhdjNScYd%2Bty43Lr3mQhBjyjPYfNGMnJtfGsS%2FYs1QVFpee56YUF443CdWpepXKuNF%2BxisPNqr%2F9ohg7ssxmcLduuhkRZz6zJyLzn%2BZI%2BbTXfB5Pr87qfw%2FgieHeWK956XZHA5tjZ3VY77nsaFYDHysvkATxO3Wz46Y6PNOh5%2BpGuhpBNnGEHGQiVDuzRp3LTRM3EULpwlOnW9WEBiET7oqKlqjwijdfcbHnjtc%2F%2FKiFfHActPZexLbdkhQ9MzBa1ByzdesFz2DA9kYAmaJcbDgnHUVYZ%2FIOLbfq7wLpft%2BQJAyzzCbZap4cGGdQmvG0ghYuADTnX5HmLrQxyUO5jBcDI0B7Ulc3UIurhefudcscI9WJ6nxNrSLlwKphN%2BvnTmsfXiwGpcJGL3aACJ%2BkoLxrxUo2K6oA%2F5xJ1oAy5ChZwC8UvcgiZfcWr8vqlyB5d7MICdx0rMN8YUrPFpwRMUu2ZBbZac9d7kspZkIL2Zbv9QXgkWYw5UJYI0%2Fn0qLsS7%2FHvfQFIUALcmDWbk7soE4xY9MIGiQJ2btLtiRH1LfI2QPqS%2FXM7BYC0Aq0YSD2MyuCIiExPBm4k6nKONZm6f5RSFV9N2zIJlTeEL9FY84Q8x3i89knO51ZHS0NLmvzHOR%2BqroNq79Uzbj0w399yreRh724cpidgLpcAFsILMU2UG%2BpjJ1BqiEMzP4CWo6ELYhJXrbt8iia0YI4%2FqafcwwtdCdWKYIsJ4vCzOs%2FL7a3%2BqVwLEd6w8O%2B4PmCJNFB9nlZV0CefZhsoLCYO3ydJMHtR1FBLdAlDE3d17U9sfMxt%2F%2BAovRO7haeMARF5k5MRFRHToOKLMQSH0bm5M7gm2k8bB0zAe4YZLkdz138e8YoCIKcnt0Ez0SMDT1KLQeUC2XfTOL8Bq5CCgLWF5UbOvSwWSg4W7oEAkrP40xeu7H7dUtqe1ygy9rJ1l7cGojXlh7eyf8MNAscraMsm2vxpDUxfBn5TNydcJHPcROBGUW3LwQ90U%2Fuu54ZbIFD6ezY2E2bPJC3TMxdMdxde%2Bygf6koSA760KlPzzdn1IBfd9Ar%2FAG%2FjgHLhpEIJnGWT8GdH1ug669kcRuln8wvP0nqt9IUsHvs7KzjuBTfvWPfrZfgi4%3D,NA,NA,NA,NA,NA,#646805738,Lord,Afeitado,L122,NA,NA,Láminas,NA,NA,NA,NA
972, Timco Bsk-9000 Rasuradora Eléctrica Recargable De 3 Cabezas ,493,NA,0,10,18 meses,27.39,NA,Entrega a acordar con el vendedor,NA,NA,4.7,3,https://perfil.mercadolibre.com.mx/GJ926447,https://articulo.mercadolibre.com.mx/MLM-688211859-timco-bsk-9000-rasuradora-electrica-recargable-de-3-cabezas-_JM,2,1,0,0,0,#688211859,Timco,NA,BSK-9000,NA,NA,NA,NA,NA,NA,NA
973, Afeitadora Elctrica Flyco Fs377eu Recortadora De Barba Co ,780,NA,0,200,18 meses,43.34,NA,NA,NA,NA,NA,NA,https://perfil.mercadolibre.com.mx/AUTOSTARMX,https://articulo.mercadolibre.com.mx/MLM-690150225-afeitadora-elctrica-flyco-fs377eu-recortadora-de-barba-co-_JM,NA,NA,NA,NA,NA,#690150225,Flyco,NA,FS377EU,NA,NA,NA,NA,NA,NA,NA
974, Rasuradora Electrica Philips Edición Especial Star Wars ,"1,999",NA,0,1,18 meses,111.06,NA,Envío gratis a todo el país,NA,NA,5,3,https://perfil.mercadolibre.com.mx/COLLARE.MX,https://articulo.mercadolibre.com.mx/MLM-690175179-rasuradora-electrica-philips-edicion-especial-star-wars-_JM,3,0,0,0,0,#690175179,Philips,Edición Especial,SW5700/07,NA,NA,NA,Corriente directa,NA,NA,NA
975, Protector De Afeitadora Elctrica Para Afeitadora Braun Eva ,182,NA,0,200,18 meses,10.14,NA,NA,NA,NA,NA,NA,https://perfil.mercadolibre.com.mx/CASATECNICAMX,https://articulo.mercadolibre.com.mx/MLM-693103600-protector-de-afeitadora-elctrica-para-afeitadora-braun-eva-_JM,NA,NA,NA,NA,NA,#693103600,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
976, Marske Men 4 In 1 Afeitadora A Prueba De Agua Elctrica ,632,NA,0,200,18 meses,35.13,NA,NA,NA,NA,NA,NA,https://perfil.mercadolibre.com.mx/BETTERONEMX,https://articulo.mercadolibre.com.mx/MLM-697033781-marske-men-4-in-1-afeitadora-a-prueba-de-agua-elctrica-_JM,NA,NA,NA,NA,NA,#697033781,Marske,NA,no model,NA,NA,NA,NA,NA,NA,NA
977, Rasuradora Electrica Braun En Seco O Bajo La Ducha Serie 3 ,"2,199",NA,0,2,18 meses,122.17,NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.com.mx/PEMA9713169,https://articulo.mercadolibre.com.mx/MLM-699279481-rasuradora-electrica-braun-en-seco-o-bajo-la-ducha-serie-3-_JM,NA,NA,NA,NA,NA,#699279481,Braun,3080,3080,NA,NA,NA,Recargable,NA,NA,NA
978, Rasuradora Conair Eléctrica Multiusos Hombre Vello Cabello ,499,NA,NA,1,12 meses,49.30,NA,Envío a todo el país,NA,NA,NA,NA,NA,https://articulo.mercadolibre.com.mx/MLM-700302819-rasuradora-conair-electrica-multiusos-hombre-vello-cabello-_JM,NA,NA,NA,NA,NA,#700302819,Conair,Doméstica,HC97WES,Removibles,NA,NA,Eléctrica,NA,NA,NA
979, Rasuradora Electrica Taurus Modelo Argus ,346,NA,0,NA,18 meses,19.22,NA,Envío gratis a todo el país,NA,NA,4,16,https://perfil.mercadolibre.com.mx/ALMACENADORA+DIANA,https://articulo.mercadolibre.com.mx/MLM-700629208-rasuradora-electrica-taurus-modelo-argus-_JM,10,1,2,1,2,#700629208,Taurus,Taurus,Argus,NA,NA,NA,0,NA,NA,NA
980, Rasuradora Electrica Taurus Modelo Tantalo ,421,NA,0,NA,18 meses,23.39,NA,Envío gratis a todo el país,NA,NA,2,1,https://perfil.mercadolibre.com.mx/ALMACENADORA+DIANA,https://articulo.mercadolibre.com.mx/MLM-700629247-rasuradora-electrica-taurus-modelo-tantalo-_JM,0,0,0,1,0,#700629247,Taurus,Taurus,Tántalo,NA,NA,NA,0,NA,NA,NA
981, Rasuradora El Ctrica Barba Y Bigote Afeitadora Profesional ,507,NA,0,88,18 meses,28.17,NA,NA,NA,NA,NA,NA,https://perfil.mercadolibre.com.mx/CKEYINMX,https://articulo.mercadolibre.com.mx/MLM-701139782-rasuradora-el-ctrica-barba-y-bigote-afeitadora-profesional-_JM,NA,NA,NA,NA,NA,#701139782,Ckeyin,NA,RC014RQ,NA,NA,NA,NA,NA,NA,NA
982, Afeitadora Eléctrico Kemei Km-1102 3d Eléctrico Hombres Nava ,383,NA,0,200,18 meses,21.29,NA,NA,NA,NA,NA,NA,https://perfil.mercadolibre.com.mx/TONGTAOOMX,https://articulo.mercadolibre.com.mx/MLM-701169858-afeitadora-electrico-kemei-km-1102-3d-electrico-hombres-nava-_JM,NA,NA,NA,NA,NA,#701169858,Kemei,NA,no model,NA,NA,NA,NA,NA,NA,NA
983, Rasuradora Electrica Taurus Modelo Baco ,521,NA,0,1,18 meses,28.94,NA,Envío gratis a todo el país,NA,NA,4.6,9,https://perfil.mercadolibre.com.mx/ALMACENADORA+DIANA,https://articulo.mercadolibre.com.mx/MLM-702949798-rasuradora-electrica-taurus-modelo-baco-_JM,7,0,2,0,0,#702949798,Taurus,RASURADORA,Baco,Giratorios,NA,NA,Recargable,NA,NA,NA
984, Xiaomi Enchen Black Stone 3d Afeitadora Eléctrica Cabezales ,412,NA,0,200,18 meses,22.92,NA,NA,NA,NA,NA,NA,https://perfil.mercadolibre.com.mx/BUENSUERTEMX,https://articulo.mercadolibre.com.mx/MLM-704059719-xiaomi-enchen-black-stone-3d-afeitadora-electrica-cabezales-_JM,NA,NA,NA,NA,NA,#704059719,Xiaomi,NA,No Model,NA,NA,NA,NA,NA,NA,NA
985, Rasuradora Delineadora Philips Norelco Oneblade Eléctrica 3p ,"1,090",NA,0,1,12 meses,107.68,NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.com.mx/REMATEROS,https://articulo.mercadolibre.com.mx/MLM-704190085-rasuradora-delineadora-philips-norelco-oneblade-electrica-3p-_JM,NA,NA,NA,NA,NA,#704190085,Philips,Norelco,OneBlade,NA,NA,NA,Batería,NA,NA,NA
986," Rasuradora Electrica, Cortador De Pelo Rca Pm17 ",450,NA,0,2,12 meses,44.46,NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.com.mx/CLAYARMAS,https://articulo.mercadolibre.com.mx/MLM-704451284-rasuradora-electrica-cortador-de-pelo-rca-pm17-_JM,NA,NA,NA,NA,NA,#704451284,RCA,ELECTRODOMESTICOS,RC-PM17,Ergónomicos,NA,NA,Recargable,30 MINUTOS,NA,NA
987, Afeitadora Eléctrica Panasonic Es-lv95 S Arc 5 ,"6,500",NA,0,NA,18 meses,361.11,NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.com.mx/RAOR9458420,https://articulo.mercadolibre.com.mx/MLM-615703330-afeitadora-electrica-panasonic-es-lv95-s-arc-5-_JM,NA,NA,NA,NA,NA,#615703330,Panasonic,Arc 5,ES-LV95-S,NA,NA,NA,NA,NA,NA,NA
988, Rasuradora Afeitadora Norelco Axe 2 Cabezas +3 Peines Xa9146 ,549,NA,0,50,18 meses,30.50,NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.com.mx/ALANVELAZQUEZ0,https://articulo.mercadolibre.com.mx/MLM-642897617-rasuradora-afeitadora-norelco-axe-2-cabezas-3-peines-xa9146-_JM,NA,NA,NA,NA,NA,#642897617,XA913/42,Home,Xa9146,Plano,1,Láminas,Eléctrica,NA,0 m,XA9146/42
989, Rasuradora Eléctrica Recargable Multifunción 3 En 1 ,348,NA,0,20,18 meses,19.35,NA,NA,NA,NA,NA,NA,https://perfil.mercadolibre.com.mx/MXBUYWITHUS,https://articulo.mercadolibre.com.mx/MLM-645514561-rasuradora-electrica-recargable-multifuncion-3-en-1-_JM,NA,NA,NA,NA,NA,#645514561,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
990, Afeitadora Eléctrica Xiaomi Mijia 360 Grado Float Afeitado ,993,NA,0,50,18 meses,55.19,NA,NA,NA,NA,NA,NA,https://perfil.mercadolibre.com.mx/MXBELLA,https://articulo.mercadolibre.com.mx/MLM-650942923-afeitadora-electrica-xiaomi-mijia-360-grado-float-afeitado-_JM,NA,NA,NA,NA,NA,#650942923,Xiaomi,Mijia,MJTXD01SKS,NA,NA,NA,NA,NA,NA,NA
990, Afeitadora Eléctrica Xiaomi Mijia 360 Grado Float Afeitado ,993,NA,0,50,18 meses,55.19,NA,NA,NA,NA,NA,NA,https://perfil.mercadolibre.com.mx/MXBELLA,https://articulo.mercadolibre.com.mx/MLM-650942923-afeitadora-electrica-xiaomi-mijia-360-grado-float-afeitado-_JM,NA,NA,NA,NA,NA,#650942923,Xiaomi,Mijia,MJTXD01SKS,NA,NA,NA,NA,NA,NA,NA
991, Rasuradora De Precisión De La Nfl ,"1,300",NA,0,NA,12 meses,128.43,NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.com.mx/VAKA5774144,https://articulo.mercadolibre.com.mx/MLM-657135067-rasuradora-de-precision-de-la-nfl-_JM,NA,NA,NA,NA,NA,#657135067,NFL,BrAun,NA,Removibles,2,Rotativo,Eléctrica,NA,50 m,NA
992, Rasuradora Electrica Sephora Men ,300,NA,0,100,12 meses,29.64,NA,Envío a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.com.mx/COBR1662339,https://articulo.mercadolibre.com.mx/MLM-663716240-rasuradora-electrica-sephora-men-_JM,NA,NA,NA,NA,NA,#663716240,Sephora,Skyn & care Sephora,CFW568,Ergónomicos,NA,NA,Eléctrica,6 horas continuas,NA,NA
993, Surker Afeitadora Eléctrica Rotativa Húmeda Y Seca 3 En 1 ,600,NA,0,NA,18 meses,33.33,NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.com.mx/GAIV9606563,https://articulo.mercadolibre.com.mx/MLM-677807642-surker-afeitadora-electrica-rotativa-humeda-y-seca-3-en-1-_JM,NA,NA,NA,NA,NA,#677807642,Surker,Afeitadora,RSCX-9598,Giratorios,NA,NA,Eléctrica,NA,NA,NA
994, Rasuradora Electrica 4 Cabezales Pelo Y Barba Sonar ,249,NA,0,99,12 meses,24.60,NA,Envío a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.com.mx/NAKEDPRO,https://articulo.mercadolibre.com.mx/MLM-687262120-rasuradora-electrica-4-cabezales-pelo-y-barba-sonar-_JM,NA,NA,NA,NA,NA,#687262120,Sonar,rasuradora,etceo,Removibles,NA,NA,Eléctrica,NA,NA,NA
995, Rasudadora Electrica Para Hombre Panasonic Es-rf31-s581 Gris ,"2,600",NA,0,1,18 meses,144.44,NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.com.mx/AUDIOPLAZA+MEXICO,https://articulo.mercadolibre.com.mx/MLM-687806628-rasudadora-electrica-para-hombre-panasonic-es-rf31-s581-gris-_JM,NA,NA,NA,NA,NA,#687806628,Panasonic,ES-RF,ES-RF31-S581,Removibles,NA,NA,Recargable,NA,NA,NA
996, Rasuradora Y Recortadora Electrica Panasonic Er-gk40-s581 ,"1,000",NA,0,1,18 meses,55.56,NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.com.mx/AUDIOPLAZA+MEXICO,https://articulo.mercadolibre.com.mx/MLM-687808343-rasuradora-y-recortadora-electrica-panasonic-er-gk40-s581-_JM,NA,NA,NA,NA,NA,#687808343,Panasonic,ER-GK,ER-GK40-S581,Ergónomicos,NA,NA,Corriente directa,NA,NA,NA
997," Afeitadora Eléctrica Solo, Recargable Envio Gratis ",549,NA,0,90,18 meses,30.50,NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.com.mx/ZENIFFVELEZ,https://articulo.mercadolibre.com.mx/MLM-692155440-afeitadora-electrica-solo-recargable-envio-gratis-_JM,NA,NA,NA,NA,NA,#692155440,NA,NA,NA,NA,NA,NA,Recargable USB,NA,NA,NA
998, Protector Para Afeitadora Eléctrico Para Braun Shaver Eva R ,146,NA,0,200,18 meses,8.12,NA,NA,NA,NA,NA,NA,https://perfil.mercadolibre.com.mx/COMPRALEGREMX,https://articulo.mercadolibre.com.mx/MLM-699874137-protector-para-afeitadora-electrico-para-braun-shaver-eva-r-_JM,NA,NA,NA,NA,NA,#699874137,Braun,NA,NA,NA,NA,NA,NA,NA,NA,NA
999, Edición Especial Star Wars - Afeitadora Eléctrica ,750,NA,0,5,12 meses,74.09,NA,Envío gratis a todo el país,NA,NA,4.7,11,https://perfil.mercadolibre.com.mx/OUTLET-REMATEROS,https://articulo.mercadolibre.com.mx/MLM-700784980-edicion-especial-star-wars-afeitadora-electrica-_JM,8,1,1,0,0,#700784980,Philips,Star Wars,SW175,Giratorios,NA,NA,Corriente Electrica,NA,NA,NA
1000, Afeitadora Rotativa Remington Comfort Series Flex Foil ,500,NA,0,2,18 meses,27.78,NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.com.mx/OUTLET_NORTE85,https://articulo.mercadolibre.com.mx/MLM-702203543-afeitadora-rotativa-remington-comfort-series-flex-foil-_JM,NA,NA,NA,NA,NA,#702203543,Remington,Comfort,PF7200 (BV) F,Flexibles,NA,NA,Eléctrica,NA,NA,NA
1001, Afeitadora Eléctrica Panasonic Eslt41k ,"4,787",NA,0,3,18 meses,265.98,NA,NA,NA,NA,NA,NA,https://perfil.mercadolibre.com.mx/SIMAROMX,https://articulo.mercadolibre.com.mx/MLM-623294938-afeitadora-electrica-panasonic-eslt41k-_JM,NA,NA,NA,NA,NA,#623294938,Panasonic,Arc 3,ES-LT41-K,NA,NA,NA,NA,NA,NA,NA
1001, Afeitadora Eléctrica Panasonic Eslt41k ,"4,787",NA,0,3,18 meses,265.98,NA,NA,NA,NA,NA,NA,https://perfil.mercadolibre.com.mx/SIMAROMX,https://articulo.mercadolibre.com.mx/MLM-623294938-afeitadora-electrica-panasonic-eslt41k-_JM,NA,NA,NA,NA,NA,#623294938,Panasonic,Arc 3,ES-LT41-K,NA,NA,NA,NA,NA,NA,NA
