search_position,name,curr_price,orig_price,num_sold,in_stock,num_installments,amt_installments,arrival_time,shipping,free_return,free_return_info,review_avg,num_reviews,seller_link,product_link,five_star,four_star,three_star,two_star,one_star,item_id,Marca,Modelo,Potencia de salida (RMS),Color,Tipos de parlante,Peso,Conectores de entrada,Línea,Tipos de filtros del parlante
1077, Parlante Bluetooth Tronsmart Element Force T6 Plus ,309,NA,0,NA,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/MULCOTEC,https://articulo.mercadolibre.com.pe/MPE-437094366-parlante-bluetooth-tronsmart-element-force-t6-plus-_JM#position=24&type=item&tracking_id=7c4dd6f4-1d53-4fa4-8742-dd3ad38e7588,NA,NA,NA,NA,NA,#437094366,NA,NA,NA,NA,NA,NA,NA,NA,NA
1078, Parlante Fujitel Karaoke 8 1 Año De Garantía ,271,NA,0,10,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/INHOUSESHOP+PERU,https://articulo.mercadolibre.com.pe/MPE-436988531-parlante-fujitel-karaoke-8-1-ano-de-garantia-_JM#position=25&type=item&tracking_id=7c4dd6f4-1d53-4fa4-8742-dd3ad38e7588,NA,NA,NA,NA,NA,#436988531,NA,NA,NA,Negro,NA,NA,NA,NA,NA
1079, Parlante Usb Bluetooth Fpf Peru Blanquiroja ,55,NA,0,99,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/CIBERVENTAS4000,https://articulo.mercadolibre.com.pe/MPE-430929546-parlante-usb-bluetooth-fpf-peru-blanquiroja-_JM#position=26&type=item&tracking_id=7c4dd6f4-1d53-4fa4-8742-dd3ad38e7588,NA,NA,NA,NA,NA,#430929546,NA,NA,NA,NA,NA,NA,NA,NA,NA
1080, Parlantes Micronics Imagine-mic S7053bt ,130,NA,0,100,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/JUANMANUE+MURAYARIVELA,https://articulo.mercadolibre.com.pe/MPE-433423584-parlantes-micronics-imagine-mic-s7053bt-_JM#position=27&type=item&tracking_id=7c4dd6f4-1d53-4fa4-8742-dd3ad38e7588,NA,NA,NA,NA,NA,#433423584,NA,NA,NA,NA,NA,NA,NA,NA,NA
1081, Parlantes Micronics Bogart - Mic S7003bt ,255,NA,0,100,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/JUANMANUE+MURAYARIVELA,https://articulo.mercadolibre.com.pe/MPE-433508669-parlantes-micronics-bogart-mic-s7003bt-_JM#position=28&type=item&tracking_id=7c4dd6f4-1d53-4fa4-8742-dd3ad38e7588,NA,NA,NA,NA,NA,#433508669,NA,NA,NA,NA,NA,NA,NA,NA,NA
1082, Parlante 2.1 Bluetooth Carusso+ 80w Woofer Luz Led Fm Usb ,159,NA,1,9,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/MARKETLINCE,https://articulo.mercadolibre.com.pe/MPE-427551971-parlante-21-bluetooth-carusso-80w-woofer-luz-led-fm-usb-_JM#position=29&type=item&tracking_id=7c4dd6f4-1d53-4fa4-8742-dd3ad38e7588,NA,NA,NA,NA,NA,#427551971,Micronics,ISC,80 W,Verde lima,Woofer,NA,NA,NA,NA
1083, Parlante Bluetooth Radio Fm Star Wars Darth Vader Memory Usb ,88,NA,0,999,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/ENERGYZONE_MIRAFLORES,https://articulo.mercadolibre.com.pe/MPE-434660634-parlante-bluetooth-radio-fm-star-wars-darth-vader-memory-usb-_JM#position=30&type=item&tracking_id=7c4dd6f4-1d53-4fa4-8742-dd3ad38e7588,NA,NA,NA,NA,NA,#434660634,NA,NA,NA,NA,NA,NA,NA,NA,NA
1084, Ultimate Ears Megaboom Parlante Bluetooth 20 Hrs Sumergible ,690,NA,0,NA,NA,NA,NA,Envío gratis a todo el país,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/JAVIERZINHO77,https://articulo.mercadolibre.com.pe/MPE-435138994-ultimate-ears-megaboom-parlante-bluetooth-20-hrs-sumergible-_JM#position=31&type=item&tracking_id=7c4dd6f4-1d53-4fa4-8742-dd3ad38e7588,NA,NA,NA,NA,NA,#435138994,Ultimate Ears,MEGABOOM,NA,NA,NA,NA,NA,NA,Activo
1085, Parlante Bluetooth Inalambrico Altavoz Radio Fm Mp3 Usb ,79,NA,0,NA,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/NOWTECH+PERU,https://articulo.mercadolibre.com.pe/MPE-436778459-parlante-bluetooth-inalambrico-altavoz-radio-fm-mp3-usb-_JM#position=32&type=item&tracking_id=7c4dd6f4-1d53-4fa4-8742-dd3ad38e7588,NA,NA,NA,NA,NA,#436778459,NA,NA,NA,NA,NA,NA,NA,NA,NA
1086, Parlante Bluetooth Jbl Go 2 Sellado Garantia ,120,NA,7,7,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,4.8,15,http://perfil.mercadolibre.com.pe/MVH+STORE,https://articulo.mercadolibre.com.pe/MPE-424316817-parlante-bluetooth-jbl-go-2-sellado-garantia-_JM#position=33&type=item&tracking_id=7c4dd6f4-1d53-4fa4-8742-dd3ad38e7588,13,1,1,0,0,#424316817,JBL,GO 2,3 W,NA,NA,NA,NA,GO,Activo
1087, Parlante 10 Watts Klip Enkore Bluetooth Nfc ,140,NA,0,3,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/NANDOXSM,https://articulo.mercadolibre.com.pe/MPE-426191274-parlante-10-watts-klip-enkore-bluetooth-nfc-_JM#position=34&type=item&tracking_id=7c4dd6f4-1d53-4fa4-8742-dd3ad38e7588,NA,NA,NA,NA,NA,#426191274,NA,NA,NA,NA,NA,NA,NA,NA,NA
1088, Parlante Bluetooth Leotec Con Soporte Para Tablet Y Teléfono ,115,NA,0,10,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/VEGA.COM+SAC,https://click1.mercadolibre.com.pe/mclics/clicks/external/MPE/count?a=%2FJOPIk82zqV6s%2BFpt5mkqe1z7HoYzINOAZ20WVnt%2FHxVu96%2FT97J8b87mjK3WARbM9tBOJh5rQralQE4OP%2FYrk0EEIxMxKi1Wo9%2B%2FzL3LHSoEaYKrtMhrLD5bAg2qVLPHEOnKm08Jt8Fs3wuIN15FbwU385yqNNeSZ4%2FuVA2FG4skFmmo0gNh2E738x4%2B6pTPaUVfk4CIbIXEa%2BvjRIpr51cms9frpHFts8QaTMEw3Fv2iSwIHDo3cyDEK2oqNs3ieZcCgtC1ZHYh4a9Ej5itpqJC9OZQlFyz60pFOnsGGSWoPRmYgblv%2FY5lGNUAAyPWjABKwm3WLnSQdKHvadnfZk4BJNbZLnqf2pw9u5NVy3TgzEim21ro8WIAhcTSGeqnaYpIqO22rz2i7NoczatrTPkgMhKprENOflkifs44P%2BBATyqTKzD8RLNJBoWbIeltYffJKIN22vVpDIb%2F986avMznfG9LOrn2ZxM6jqn3T0xvS%2FiT4286SM5EtXoRvAY2MT7Tz2nK4DGXGIRE%2FHFy9vy0IymontnfFTqQt93P9uubLoclNKq7wXFVdwwbC2D%2FVCYw387rg0f3yjm5Log90663cSmIAjZnmFU4NwOG73q2dElFct%2FjgDpSR5JrhZym7ZeB6HvHXD2WOLiB9R%2FZS5OlDNfSQb9NaJxI8swTSHaXi6OQs%2BMhn%2Bu13SMEbTi3ysC%2FXvb9mc72%2BCFY2dCfJSWNK%2FY6ws5P0olL63A6R6w5%2FKvzMdjUJPG9QmIgdtiIFVVHzQjqKMsp9sy1NYdqF1GcdcAuJNwHsZNpzkCLTiGr%2BhUDOV78gihzApbuihopfByGnJz7m5lSV3cjUWw3jC8z7lFi9CcgUk%2BGVN%2FYDus%2Fk%2F%2BOY1sS2AoShQZkU1nQNvKhUgKWvQfYISbCqS4CysjoNGEQn4QyzLjaPMKhfRrtXQ3NRFWONuQeMildAgoNRFMaS9YN0FSoKjZebh9ytnCim4ciwNkEePewyipf9OeYGd2ni259D0QFE%2BKaHsCBaO0ajEL%2BJVlqtgyky8ouWIWDsWhYEuMKpPXOKKBLwZdK9O0UQqRYo9vjlq3ZTv%2B6kMAIcR2rNw86dhvRIFdJKQXESCfDqIL3%2BcfXtuEMjtb1RmAIeMplQiHgp3i0fsjUdG6qBtdxWbwF4p4imNLe0EB7kvIiNt4xHQjnHP0bQGQHO6uGnI4o31uB2tv3lJx4dKfzhDkt8XlsVcPrkTAZT1pEAIYpSi3Fo5eQui2XdFAzPeM8oWCL%2BWnTUvNFZE4Spp6Aqb9DmKY0X%2FdlTiPmoKoxD5H3dMN5H5d8RayYVedzNwuPglOCKmCC9S3AX2BZS1VVFXmqVHT1pYqCie%2B9h0GDGHHcpmGuXWwddCNCA%2BNdiA8Z208O0i%2BYBJ2%2BZPimRrRt%2B1HvsDLBgJ9n%2BfaRwPXHYchny9tpABlVDjUjg7NgZFpUp8qrwNlDuqsBs39RR31s38WVlirvHUdPIlqWh01xtC2Jj%2BvStFpbRqZT0%2F9xG7DUBlvG924uDYy0%2FxRHTIUSxye0%2FLPexWEtQI4tITC0rp9KcSRUhUFk7aW7XwEWHxGNVJ7vJ58KFOQS9wTCKmkzlALTAbZd3OhXUseDOvv%2BcIGMLll3OjOVOf2mdzuwpgSr0PmDO8%2Bv2eLp3sxe592jtZwC8nfPlpIXCt78knNDJgQLFt7EP97ekkNnVRYccezcLHZJWiOpLTvrGqp9%2FzKVTBEPAasUjVMGzJ48MLMN7ohOtU8HQ%3D%3D,NA,NA,NA,NA,NA,#432762908,NA,NA,NA,NA,NA,NA,NA,NA,NA
1089," Parlante Bluetooth Aukey Crdc S107, Bt 4.1, 5w ",75,NA,0,2,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/FLOYDTEC.,https://articulo.mercadolibre.com.pe/MPE-426919354-parlante-bluetooth-aukey-crdc-s107-bt-41-5w-_JM#position=36&type=item&tracking_id=7c4dd6f4-1d53-4fa4-8742-dd3ad38e7588,NA,NA,NA,NA,NA,#426919354,CRDC,S107,5 W,NA,Bluetooth,NA,NA,NA,N/A
1090, Parlante Leon Bluetooth/sd/usb ,69,NA,0,120,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/LA.CAJA.TECNOL%C3%93GICA,https://articulo.mercadolibre.com.pe/MPE-436701594-parlante-leon-bluetoothsdusb-_JM#position=37&type=item&tracking_id=7c4dd6f4-1d53-4fa4-8742-dd3ad38e7588,NA,NA,NA,NA,NA,#436701594,NA,NA,NA,NA,NA,NA,NA,NA,NA
1091, Sistema De Parlantes Bluetooth Klip Xtreme Kws-615 Bluwave ,199,NA,0,3,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/PERU_DE_SHOPPING,https://articulo.mercadolibre.com.pe/MPE-421807395-sistema-de-parlantes-bluetooth-klip-xtreme-kws-615-bluwave-_JM#position=38&type=item&tracking_id=7c4dd6f4-1d53-4fa4-8742-dd3ad38e7588,NA,NA,NA,NA,NA,#421807395,NA,NA,NA,NA,NA,NA,NA,NA,NA
1092," Parlante C/bluetooth Barril Llamadas/sd,radio Itelsistem ",49,NA,0,100,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/ITELSISTEMSAC,https://articulo.mercadolibre.com.pe/MPE-424924435-parlante-cbluetooth-barril-llamadassdradio-itelsistem-_JM#position=39&type=item&tracking_id=7c4dd6f4-1d53-4fa4-8742-dd3ad38e7588,NA,NA,NA,NA,NA,#424924435,NA,NA,NA,NA,NA,NA,NA,NA,NA
1093, Jbl Boombox - Parlante Bluetooth 60w - Facturado ,1650,NA,2,4,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/CHAGUAVILLAJUANBECKER,https://articulo.mercadolibre.com.pe/MPE-427809804-jbl-boombox-parlante-bluetooth-60w-facturado-_JM#position=40&type=item&tracking_id=7c4dd6f4-1d53-4fa4-8742-dd3ad38e7588,NA,NA,NA,NA,NA,#427809804,JBL,Boombox,60 W,NA,NA,5.25 kg,NA,NA,Activo
1094, Karaoque Inalambrico Bluetooth Microfono Parlante ,89,NA,0,10,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/PERUOUTLETCENTER,https://articulo.mercadolibre.com.pe/MPE-426621619-karaoque-inalambrico-bluetooth-microfono-parlante-_JM#position=41&type=item&tracking_id=7c4dd6f4-1d53-4fa4-8742-dd3ad38e7588,NA,NA,NA,NA,NA,#426621619,NA,NA,NA,NA,NA,NA,NA,NA,NA
1095, Parlantes Micronics Nazareth - Mic S8057bt ,590,NA,0,5,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/JUANMANUE+MURAYARIVELA,https://articulo.mercadolibre.com.pe/MPE-433504379-parlantes-micronics-nazareth-mic-s8057bt-_JM#position=42&type=item&tracking_id=7c4dd6f4-1d53-4fa4-8742-dd3ad38e7588,NA,NA,NA,NA,NA,#433504379,NA,NA,NA,NA,NA,NA,NA,NA,NA
1096, Parlante Micronics Vesubio - Mic S7805bt ,360,NA,0,100,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/JUANMANUE+MURAYARIVELA,https://articulo.mercadolibre.com.pe/MPE-433508173-parlante-micronics-vesubio-mic-s7805bt-_JM#position=43&type=item&tracking_id=7c4dd6f4-1d53-4fa4-8742-dd3ad38e7588,NA,NA,NA,NA,NA,#433508173,NA,NA,NA,NA,NA,NA,NA,NA,NA
1097, Parlantes Micronics Ludwig - Mic S6014bt ,130,NA,0,100,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/JUANMANUE+MURAYARIVELA,https://articulo.mercadolibre.com.pe/MPE-433543270-parlantes-micronics-ludwig-mic-s6014bt-_JM#position=44&type=item&tracking_id=7c4dd6f4-1d53-4fa4-8742-dd3ad38e7588,NA,NA,NA,NA,NA,#433543270,NA,NA,NA,NA,NA,NA,NA,NA,NA
1098, Parlante Inalambrico Logitech Ue Boom 3 Bluetooth Recargab ,525,NA,NA,10,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/LOGINSTORELOGINSTORE?brandId=21,https://articulo.mercadolibre.com.pe/MPE-435432215-parlante-inalambrico-logitech-ue-boom-3-bluetooth-recargab-_JM#position=45&type=item&tracking_id=7c4dd6f4-1d53-4fa4-8742-dd3ad38e7588,NA,NA,NA,NA,NA,#435432215,LoginStore,NA,NA,Azul,NA,NA,USB,NA,NA
1099, Parlante Bluetooth Recargable 150w Led Con Rueda C/microfono ,296,NA,0,9,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/CARLA+JEFADEVENTAS,https://articulo.mercadolibre.com.pe/MPE-431537250-parlante-bluetooth-recargable-150w-led-con-rueda-cmicrofono-_JM#position=46&type=item&tracking_id=7c4dd6f4-1d53-4fa4-8742-dd3ad38e7588,NA,NA,NA,NA,NA,#431537250,NA,NA,150 W,NA,NA,NA,NA,NA,NA
1100, Parlante Logitech Bluetooth Ue Roll Violet/aqua 984-000547 ,335,NA,NA,NA,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/DISTRIBUIDORAMESAJILHNOS?brandId=153,https://articulo.mercadolibre.com.pe/MPE-435549762-parlante-logitech-bluetooth-ue-roll-violetaqua-984-000547-_JM#position=47&type=item&tracking_id=7c4dd6f4-1d53-4fa4-8742-dd3ad38e7588,NA,NA,NA,NA,NA,#435549762,Logitech,NA,NA,NA,NA,NA,NA,NA,NA
1101, Parlante Logitech Inalambrico Ue Wonderboom Bt Phantom Black ,260,NA,0,10,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/HUANCAYOVENDE.COM,https://articulo.mercadolibre.com.pe/MPE-436433153-parlante-logitech-inalambrico-ue-wonderboom-bt-phantom-black-_JM#position=48&type=item&tracking_id=7c4dd6f4-1d53-4fa4-8742-dd3ad38e7588,NA,NA,NA,NA,NA,#436433153,Logitech,WONDERBOOM,NA,Negro,NA,NA,NA,NA,Activo
1102, Parlante Portátil Bateria Maxtron Genesis Karaoke Luces Led ,480,NA,0,10,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/INHOUSESHOP+PERU,https://articulo.mercadolibre.com.pe/MPE-437171217-parlante-portatil-bateria-maxtron-genesis-karaoke-luces-led-_JM#position=49&type=item&tracking_id=7c4dd6f4-1d53-4fa4-8742-dd3ad38e7588,NA,NA,NA,NA,NA,#437171217,NA,NA,NA,NA,NA,NA,NA,NA,NA
1103, Parlantes Micronics Clipper - Mic S7400bt ,100,NA,0,10,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/INHOUSESHOP+PERU,https://articulo.mercadolibre.com.pe/MPE-437210196-parlantes-micronics-clipper-mic-s7400bt-_JM#position=50&type=item&tracking_id=7c4dd6f4-1d53-4fa4-8742-dd3ad38e7588,NA,NA,NA,NA,NA,#437210196,NA,NA,NA,NA,NA,NA,NA,NA,NA
1104, Tronsmart Parlante Bluetooth Portatil Acuatico Element Blaze ,169,NA,0,20,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/FULL+NOVEDADES-,https://articulo.mercadolibre.com.pe/MPE-437673755-tronsmart-parlante-bluetooth-portatil-acuatico-element-blaze-_JM#position=51&type=item&tracking_id=7c4dd6f4-1d53-4fa4-8742-dd3ad38e7588,NA,NA,NA,NA,NA,#437673755,Tronsmart,Blaze,NA,NA,NA,424.5 g,NA,NA,NA
1105, Parlante Portatil Bluetooth Jbl Boombox 60w Dlectro ,1450,NA,13,298,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/DLECTRO-PERU,https://articulo.mercadolibre.com.pe/MPE-432812143-parlante-portatil-bluetooth-jbl-boombox-60w-dlectro-_JM#position=52&type=item&tracking_id=7c4dd6f4-1d53-4fa4-8742-dd3ad38e7588,NA,NA,NA,NA,NA,#432812143,NA,NA,NA,NA,NA,NA,NA,NA,NA
1106, Parlante Bluetooth House Of Marley Chant Mini Denim ,185,NA,0,10,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/REBAJAS-RODIEL,https://articulo.mercadolibre.com.pe/MPE-432737814-parlante-bluetooth-house-of-marley-chant-mini-denim-_JM#position=1&type=item&tracking_id=fdd2ec3a-6fc5-470b-aece-96353308fe3d,NA,NA,NA,NA,NA,#432737814,House of Marley,NA,NA,NA,NA,NA,NA,NA,NA
1107, Parlantes Micronics Soundexpert 10-mic S8003bt ,460,NA,0,10,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/JUANMANUE+MURAYARIVELA,https://articulo.mercadolibre.com.pe/MPE-433353857-parlantes-micronics-soundexpert-10-mic-s8003bt-_JM#position=2&type=item&tracking_id=fdd2ec3a-6fc5-470b-aece-96353308fe3d,NA,NA,NA,NA,NA,#433353857,NA,NA,NA,NA,NA,NA,NA,NA,NA
1108, Parlantes Micronics Blaster - Mic S7070bt Ktv ,240,NA,0,100,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/JUANMANUE+MURAYARIVELA,https://articulo.mercadolibre.com.pe/MPE-433516454-parlantes-micronics-blaster-mic-s7070bt-ktv-_JM#position=3&type=item&tracking_id=fdd2ec3a-6fc5-470b-aece-96353308fe3d,NA,NA,NA,NA,NA,#433516454,NA,NA,NA,NA,NA,NA,Entrada para Micrófono,NA,NA
1109, Parlantes Micronics Mirage - Mic S7008bt ,160,NA,0,100,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/JUANMANUE+MURAYARIVELA,https://articulo.mercadolibre.com.pe/MPE-433522707-parlantes-micronics-mirage-mic-s7008bt-_JM#position=4&type=item&tracking_id=fdd2ec3a-6fc5-470b-aece-96353308fe3d,NA,NA,NA,NA,NA,#433522707,NA,NA,NA,NA,NA,NA,NA,NA,NA
1110, Parlante Rhythmic Mic S7075bt - (woofer: 5 Satélite: 3 X2) ,122,NA,0,10,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/WWW.CORPORACIONDASH.COM,https://articulo.mercadolibre.com.pe/MPE-432980744-parlante-rhythmic-mic-s7075bt-woofer-5-satelite-3-x2-_JM#position=5&type=item&tracking_id=fdd2ec3a-6fc5-470b-aece-96353308fe3d,NA,NA,NA,NA,NA,#432980744,NA,NA,NA,Negro brillante,NA,NA,NA,NA,NA
1111, Parlante Bluetooth Inalámbrica Huawei 4.0 Rosado Am08 ,170,NA,0,10,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/WWW.DLECTRO.COM,https://articulo.mercadolibre.com.pe/MPE-437505963-parlante-bluetooth-inalambrica-huawei-40-rosado-am08-_JM#position=6&type=item&tracking_id=fdd2ec3a-6fc5-470b-aece-96353308fe3d,NA,NA,NA,NA,NA,#437505963,Huawei,Swan,NA,NA,NA,NA,NA,NA,Activo
1112, Parlante Bose Soundlink Revolve Plus Revolve + Nuevo Gray ,1100,NA,0,NA,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/DAVIDRICARDO7,https://articulo.mercadolibre.com.pe/MPE-437781693-parlante-bose-soundlink-revolve-plus-revolve-nuevo-gray-_JM#position=7&type=item&tracking_id=fdd2ec3a-6fc5-470b-aece-96353308fe3d,NA,NA,NA,NA,NA,#437781693,Bose,Revolve+,NA,NA,NA,NA,NA,SoundLink,Activo
1113, Jbl Pulse 3 Parlante Bluetooth Altavoz ,699,NA,0,98,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/DLECTRO-PERU,https://articulo.mercadolibre.com.pe/MPE-432812144-jbl-pulse-3-parlante-bluetooth-altavoz-_JM#position=8&type=item&tracking_id=fdd2ec3a-6fc5-470b-aece-96353308fe3d,NA,NA,NA,NA,NA,#432812144,JBL,Pulse 3,NA,NA,NA,960 g,NA,NA,NA
1114," Parlante Ha-r37 C/bateria, Negro C/plata 50w ",91,NA,0,10,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/HUANCAYOVENDE.COM,https://articulo.mercadolibre.com.pe/MPE-436329676-parlante-ha-r37-cbateria-negro-cplata-50w-_JM#position=9&type=item&tracking_id=fdd2ec3a-6fc5-470b-aece-96353308fe3d,NA,NA,NA,NA,NA,#436329676,NA,NA,50 W,Gris,NA,NA,USB,NA,NA
1115, Parlante W-king S20 Altavoces Bluetooth Inalámbrico - Lima ,109,NA,0,5,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/PACHERRESJUAN,https://articulo.mercadolibre.com.pe/MPE-436575842-parlante-w-king-s20-altavoces-bluetooth-inalambrico-lima-_JM#position=10&type=item&tracking_id=fdd2ec3a-6fc5-470b-aece-96353308fe3d,NA,NA,NA,NA,NA,#436575842,NA,NA,NA,NA,NA,NA,NA,NA,NA
1116, Parlante Portatil Bluetooth Recargable 15 Pulgadas\tripode ,599,NA,0,50,NA,NA,NA,Envío gratis a todo el país,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/CIROXELECTRONIC,https://articulo.mercadolibre.com.pe/MPE-435397872-parlante-portatil-bluetooth-recargable-15-pulgadastripode-_JM#position=11&type=item&tracking_id=fdd2ec3a-6fc5-470b-aece-96353308fe3d,NA,NA,NA,NA,NA,#435397872,NA,NA,NA,NA,NA,NA,NA,NA,NA
1117, Parlante Karaoke En Casa S2150fm Bluetooth Microfono Usb Fm ,119,NA,0,5,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/OSRA6692680,https://articulo.mercadolibre.com.pe/MPE-436823999-parlante-karaoke-en-casa-s2150fm-bluetooth-microfono-usb-fm-_JM#position=12&type=item&tracking_id=fdd2ec3a-6fc5-470b-aece-96353308fe3d,NA,NA,NA,NA,NA,#436823999,Cafini,ISC,NA,Verde lima,NA,NA,Entrada para Micrófono,NA,NA
1118, Parlante Karaoke 12 Fujitel 1 Año De Garantía ,327,NA,0,10,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/INHOUSESHOP+PERU,https://articulo.mercadolibre.com.pe/MPE-436988776-parlante-karaoke-12-fujitel-1-ano-de-garantia-_JM#position=13&type=item&tracking_id=fdd2ec3a-6fc5-470b-aece-96353308fe3d,NA,NA,NA,NA,NA,#436988776,NA,NA,NA,Negro,NA,NA,NA,NA,NA
