search_position,name,curr_price,orig_price,num_sold,in_stock,num_installments,amt_installments,arrival_time,shipping,free_return,free_return_info,review_avg,num_reviews,seller_link,product_link,five_star,four_star,three_star,two_star,one_star,item_id,Marca,Línea,Modelo,Modelo alfanumérico,Tiempo de funcionamiento,Tipo de alimentación,Tipos de cabezales,Peso,Tiempo de carga
270, Cortabarba Philips Bt5502/15 40 Longitudes De Barba! ,2499,NA,161,24,12 cuotas,NA,NA,Llega gratis mañana,Devolución gratis,Tenés 30 días desde que lo recibís,4.8,26,https://perfil.mercadolibre.com.ar/TECH_SOURCE,https://articulo.mercadolibre.com.ar/MLA-628395520-cortabarba-philips-bt550215-40-longitudes-de-barba-_JM,19,6,0,0,0,#628395520,Philips,Beardtrimmer,Bt5502/15,BT5502/15,90 Min,Batería,NA,NA,NA
271, Philips Cortabarba Beardtrimmer Bt3206/14 ,1699,NA,30,20,12 cuotas,NA,NA,Envío a todo el país,Devolución gratis,Tenés 30 días desde que lo recibís,4,1,https://perfil.mercadolibre.com.ar/NETFULL+OK,https://articulo.mercadolibre.com.ar/MLA-757902219-philips-cortabarba-beardtrimmer-bt320614-_JM,0,1,0,0,0,#757902219,Philips,Series 3000,BT3206/14,BT3206/14,45,NA,NA,NA,NA
272, Remington Pg181 Kit Para Vello Facial 6 En 1 Con 3 Cabezales ,1119,NA,30,5,12 cuotas,NA,NA,Llega mañana,Devolución gratis,Tenés 30 días desde que lo recibís,5,1,https://perfil.mercadolibre.com.ar/PHOTOSTORE,https://articulo.mercadolibre.com.ar/MLA-624145275-remington-pg181-kit-para-vello-facial-6-en-1-con-3-cabezales-_JM,1,0,0,0,0,#624145275,Remington,PG,PG181,NA,NA,Batería,NA,NA,NA
273, Afeitadora Gama Gsh Sport - Flores Norte ,1299,NA,96,13,12 cuotas,NA,NA,Envío a todo el país,Devolución gratis,Tenés 30 días desde que lo recibís,4.2,6,https://perfil.mercadolibre.com.ar/CORDONAT+TECHNOLOGY,https://click1.mercadolibre.com.ar/mclics/clicks/external/MLA/count?a=wykgo4nfnnuo71Hhg32NqzcaP%2BncbpriSxRMV5x4yuJA0%2BaOCkdzUGutRBck4vQFhEejqoyJSI%2Ft99TDX7Mlq40l0uyPZfeDT9Ma5R1hy8XK64fF1LSznWVr%2BEmtpK5TY7%2BXJlJqnMiyMtkP6Hu1eqJtdWqNpwZb2WAt6lbdjebHeT9DPZ0S1emPf2VY1SICpHSgfx%2FfrLIrEWUKZiatPH6IKiWfHekVU2wqvGnjcQtZSL6QGiLu2AG42hIqpKXLI5EO5%2Fz8DYTKoe0Mk12GrjjGTx05gfsu9KyjzJynQyyYoPAnyhrDO3Gnfr5gr60Ra9etBqqMbsxFK65hr8qVt6F7JNzBOskf6bmcDF8xZSG6vm95E0oGhESlt2u%2BWwCJz4OhW50C%2Bf%2BoVTEBRE5Q9%2BAj0GMolqZxdnASBmePn5jDHHWevgQB2%2B1S2sRcbVqGVI2P3UG9h%2F%2FApoX3CK9f%2B9UWt1JD67xpuOWsGPaHmOq0bcYbbcR59JEChnyOzEOz4V96TClksxU9ICrZy1885Ws6avgg%2BIYJDYlXK5RPxyQVxWdws%2FlG9JIidCffJ3UwuBoqEdOt%2BJ8%2FU%2BkGPlQj3CDPqwzVB4dh%2FsJK53wMQgEQaKfevzCLR8H%2BcfYwuwMCK6D%2FWgsbAujqnSCdXLNEq6PGKAYiTRURgXLKbyS5Mxnegnu%2ByMW20DgkW18wyAWoCKGG9TrmCx%2B%2FsxaWtLXrNBrIqUyODqp2HlHbOQtsiGkEm3LMtsunqtYZHqFPxgJzvw6cb7UdweO2Zws4rAGypKMsZd%2FVjrM1QxvxoLno%2F4XBLVTiBDVKtU4MgpQW1TdpOyyKl4N%2BFX9btWBwrH0PQQCVdL%2Fn2%2FeAt3gL7AeaTZYTDjK0IO1v8SEmUVrXVR0QBQAzhysPljb1iRpwX8s9Oy5WmBmuLC%2FoxBYKMfniASuS%2FPbvf1aJnI8wasLWNiyKUYOYvkyEmEzn3EMWSlbJjdnB2OJDWtzlVBJWjvSqGZQ6OC0fG%2FCCMksCEohuLS5RJEmJEztMJEuC3lbj1PtvVnGVsPQgYj8ZwPaW3JNX42mO1ZE1HjYuOr781kzCH%2FKQWt357V%2FVlfhMeTlyNhrTosjt2EjH1nPSoDKW3uTHvtHchbszMaOh8Bg%2B%2BFfSkV4OkTpt7jiBKk7LSfy%2BBDTAcn4BFm%2BDhQ%2F9uEuPkOyV0GgLfV0PGd2gZs2taOX6XK7WrOugVbxlLI6VVyRqgrE1jl4tJa%2BEghFhZDya0RLdtalYfP0x0uJxGJAefllpyez8e%2BIg6Je9O2e7Uq6dxOT8lkNyjmnzIgXj%2FJDg56pfw%2FKTz0mjGa9dmZ5hE45T%2B3bi4b8JFYiB8rdVRH06cPceCf6771AYcgf%2FkBJeDruFlb7gEkG2DVJ1vFr%2Br4BX1KTivNBGgGzIBsMC%2BbEDziWNyYwDzooV7FZ4ONWF0qJcmJDHhqjv4L67k6XqHCSzzcEbWOFEVYuCBv%2BAHudnV9HmbBj3FbouAOa3en75z%2F4LgoHcIg9TjGtdkKNP4eL2Qwd0PpIJX0ExVR%2Ffp1Lu19%2FCX0bdS9J04QGfjpOt2Q5bPchfFQciovBcBw6i6JS8Ha1fXlDpnH1uhVqpWWazTKdTklEjotkQt%2F2w4QxEOfCRPdN4saVLcvzIIoFsrDl%2FkiW2uaHfMGyFIjdp8TNzWg1TrqkpBXSdhHuV7nNPI364TEO8crZ7MSPHWVeTHa5IHgyL1AWwX2uw89TBgnWV%2FES%2FBln3ToVfeKoCOQuqHnthkxiH%2BuSDtsfv7B0z4ENTasmyV4ZYHwe2uu47,4,1,0,0,1,#729796422,GA.MA Italy,GSH,855,NA,50 MINUTOS,NA,NA,NA,NA
274, Afeitadora Eléctrica Philips Shaver S7310/12 Recargable ,6699,NA,7,1,12 cuotas,NA,NA,Envío gratis a todo el país,Devolución gratis,Tenés 30 días desde que lo recibís,4.5,129,https://perfil.mercadolibre.com.ar/NETFULL+OK,https://articulo.mercadolibre.com.ar/MLA-789496723-afeitadora-electrica-philips-shaver-s731012-recargable-_JM,84,30,11,2,2,#789496723,Philips,Series 7000,S7310/12,NA,45 s,Eléctrica,Flexibles,NA,1 m
275, Afeitadora Inalambrica Philips Aquatouch S1030/04 Cuotas ,2479,NA,43,24,6 cuotas sin interés,NA,NA,Envío gratis a todo el país,Devolución gratis,Tenés 30 días desde que lo recibís,4.5,561,https://perfil.mercadolibre.com.ar/TIOMUSA,https://articulo.mercadolibre.com.ar/MLA-732897185-afeitadora-inalambrica-philips-aquatouch-s103004-cuotas-_JM,378,123,38,13,9,#732897185,Philips,AquaTouch,S1030/04,S1030/04,45,220V,Giratorios,NA,NA
276, Afeitadora Philips S1520 Electro5 ,3498,NA,8,12,12 cuotas,NA,NA,Envío gratis a todo el país,Devolución gratis,Tenés 30 días desde que lo recibís,5,2,https://perfil.mercadolibre.com.ar/ELECTRO_5,https://articulo.mercadolibre.com.ar/MLA-778029253-afeitadora-philips-s1520-electro5-_JM,2,0,0,0,0,#778029253,Philips,NA,S1520,NA,NA,Batería,NA,NA,NA
277, Repuesto Afeitadora Teknikpro Cabezal Con 2 Cuchillas ,1390,2145,13,87,12 cuotas,NA,NA,Envío a todo el país,Devolución gratis,Tenés 30 días desde que lo recibís,NA,NA,https://perfil.mercadolibre.com.ar/BARBERSHOP.COM.AR,https://articulo.mercadolibre.com.ar/MLA-772036011-repuesto-afeitadora-teknikpro-cabezal-con-2-cuchillas-_JM,NA,NA,NA,NA,NA,#772036011,Teknik Pro,Teknikpro,Repuesto Fading & Shaving,NA,NA,NA,NA,NA,NA
278, Vondom Afeitadora Portatil A Pila ,739,NA,74,7,12 cuotas,NA,NA,Envío a todo el país,Devolución gratis,Tenés 30 días desde que lo recibís,4.5,8,https://perfil.mercadolibre.com.ar/VONDOM?brandId=454,https://articulo.mercadolibre.com.ar/MLA-657038978-vondom-afeitadora-portatil-a-pila-_JM,5,2,1,0,0,#657038978,Vondom,accesorios,VDM23,NA,a pila,Pilas,Giratorios,NA,NA
279, Afeitadora Corporal Philips Bodygroom Bg3005/15 Apta Ducha ,2990,NA,20,28,12 cuotas,NA,NA,Envío gratis,Devolución gratis,Tenés 30 días desde que lo recibís,5,1,https://perfil.mercadolibre.com.ar/TECNOLIFE+ARG,https://click1.mercadolibre.com.ar/mclics/clicks/external/MLA/count?a=hRZnY%2F6f0HQQCuKGlKmQeauNXrJs%2FmI9Nunqn%2FUJVoww3w%2FX4jCk0EaD9rhIsDPOINPYxhYsuq%2BMUsIeWZILBNcbrVd1lvIrTbpMBRsAW8CNqsfVATTi1FbtAb%2FOpHsenB%2Fm9RgGnyXwu66BJjbbqkrv9PkyQFB4QANuccPj%2F8vfm1ZEKxPsyxFdP3BJygmBtrko66s36kfMrt8%2B2jay1iMuWog6GLjJDImbB8DVbKKZSzK5OarOQUu%2F4uztfqTvVaI41W1lRKLah2NhBIrhH5SSrFlU4Moh9CMSWM3quaIx4cW0R0esHy6HXQ8w2Q2vSaFnb7%2FpwsHlXq4gCFmdDgX63nChywTXwPBD2sHqH8NQVfy%2BV1y1qfn6pTF%2BbN4UlTJhba7lD3zojSmPuooR1cHLWzfFYLUtf90KwJUwxr%2Faa7jp7YOlFekXPKOsySz2ymwGcyxyziYOWypAKL1bIJfQkeHCFa4sjqoUHYkYS0GcRx1oKnHqLQl5viNXSTM43bZAXIH7amU8U2Co6niB%2Bf9lw5WtoTDAp%2FiOyzbt%2Bh%2FTuy0P5hPWf%2Fo4sGUdcGHHjMo4mMV1RQX6F%2BMiKZ9VChjq7Y%2FEVvpjTLIbpbpboW%2BrMs1pz5WAKp0MvcRlvacz40QkCOnIXvgQQugFb641aNpgzZp9RReo5q%2Fptk2jYlcbmCwgjGCyhGrdIDLKnTmXDT3%2BZ7R9VbcwyOEXpCzArhx6%2F5TB7xCNBnEdB%2FOwicQ6bpxjzwyJSQJN3sAvJo9%2F8obaW0lrlBxXXG0ulOZ9JncoYvx%2Bc0Z1KAJ%2B9RMWZodat976j9i7dAlHOQWriZJQ28bQ2N22Qtc1%2BhdHye%2FeBsV504%2BGRUd7ad3uZ6LRwkEOM8dTzBWDJ6r9d7hgxEP%2FqHpnYzToSX0DIQHbFBl%2F22TRy89G59h53Z2SDx6qEK9Q1n9OCDFwaj0Ng0ShLihVbGVKXxW1OQ11XJ9OFlAeihILryCKfKeE7YVGuy6SxavpeIDnBTDa8%2FYge3TORqArajFWHz2rIUMpYaioSLQ0KuUMDZR5np8xeRsiSwHUpQV%2BR6lPEGzsuRKccJhirrygG0wVQAiUSPynCSrWMVThkoYO3N%2FWT2DYdKfRlW4QhuR44KLA6%2FMSUC9HfTXgtHm%2BQFpEhfBl%2FDH%2FqVs7%2BNACK%2BUob%2FmxEC6%2Blwc%2BO%2B0lMtMNDosN1pxKsc2sRxF1%2BkjfFHwkxLVdQMOt6NtOqNeYn8j1WFOvPnnQrkyNw%2By3o%2B978vjf6ofMHdWyEzWo%2FmSKjshfmrMqCAp%2Ff1atidEzokSwtBWpSFW3fJ%2F%2B7KnDBHMR31C5y5Bh10NwLxMQc0Ge%2Bpk7SUSfy7qupx%2FzrhC4OsEgWre26mlrkQdGk6jpzWZ5tZhSCdSRzdXXNMgS8RamTbfyTAQQTZuUMgDG%2BSXDI9lKxEQlcw112kE2dQDOzxmRHjZLeIOOn8GEAAPDl8tZoWnyaFG6vPraad5nzttx0Gu%2FFOuaoVCrJdvWc3SkGuavNd6%2FRdT4wqrfQb7OG5rEydhTVD%2BKyOCJxhADcEXjKo3uj7xnW1ahiuitytOs6ONShkstxngazE6%2F8z11H34stxigOkeVk3safgrQZwkbztpiXL4O7I3jR2popXz%2BlKcTxr7zKBew2SP2Wa%2F3EyxRfMz%2BwfREsTvZUIchrayxD5Zk4k%2FSiuGVJjByY01M1Hyclg9jWXi0lyHrngiAVRyMdWtGImfQYLQ2Iw3UaDGiLc%2Fkcym%2BlJfoVAUzajvvXmxwNA623U6l6iVFo4uNI8EO3LrwswifiDpleuWaZRL4GqKIyP1rpqYiC%2Bt9xCc%3D,1,0,0,0,0,#636700390,Philips,Bodygroom Series 3000,BG3005/15,BG3005/15,NA,Batería,Ergónomicos,NA,NA
280, Afeitadora Portatil De Viaje Mini Usb Conexion A Celular ,138,NA,44,56,12 cuotas,NA,NA,Llega mañana,Devolución gratis,Tenés 30 días desde que lo recibís,3,1,https://perfil.mercadolibre.com.ar/JBD-HITECH,https://articulo.mercadolibre.com.ar/MLA-757506594-afeitadora-portatil-de-viaje-mini-usb-conexion-a-celular-_JM,0,0,1,0,0,#757506594,Genérico,NA,17292,NA,NA,NA,NA,16 g,NA
281, Maquina Afeitadora Recortadora Cable Usb Recargable ,899,NA,7,8,12 cuotas,NA,NA,Llega mañana,Devolución gratis,Tenés 30 días desde que lo recibís,NA,NA,https://perfil.mercadolibre.com.ar/FLORIDAPLAY,https://articulo.mercadolibre.com.ar/MLA-783611699-maquina-afeitadora-recortadora-cable-usb-recargable-_JM,NA,NA,NA,NA,NA,#783611699,Solo,MicroTouch,Recargable,NA,NA,Inalámbrica,Removibles,NA,NA
282, Afeitadora Gama Inalambrica Gsh930 Recargable Envíos Gtia ,2499,NA,10,3,12 cuotas,NA,NA,Llega gratis mañana,Devolución gratis,Tenés 30 días desde que lo recibís,4.5,42,https://perfil.mercadolibre.com.ar/ELECTROSTORE.COM.AR,https://articulo.mercadolibre.com.ar/MLA-734806180-afeitadora-gama-inalambrica-gsh930-recargable-envios-gtia-_JM,28,9,4,0,1,#734806180,GA.MA,SHAVERS,GSH 930,NA,50 s,Batería,Giratorios,500 g,1 m
283, Afeitadora Electrica Recargable Braun Serie 3 310s Wet & Dry ,2799,NA,4,8,12 cuotas,NA,NA,Envío gratis a todo el país,Devolución gratis,Tenés 30 días desde que lo recibís,4.7,24,https://perfil.mercadolibre.com.ar/COLLINSHERRAMIENTAS,https://articulo.mercadolibre.com.ar/MLA-808796825-afeitadora-electrica-recargable-braun-serie-3-310s-wet-dry-_JM,19,1,3,0,0,#808796825,Braun,Serie 3,310S,NA,30 m,NA,NA,NA,1 h
284, Afeitadora Recargable Braun Serie 3 310s Wet & Dry Alemana ,3299,NA,5,30,12 cuotas,NA,NA,Envío gratis a todo el país,Devolución gratis,Tenés 30 días desde que lo recibís,4.7,24,https://perfil.mercadolibre.com.ar/CLIMAX+TIENDAONLINE,https://articulo.mercadolibre.com.ar/MLA-789187973-afeitadora-recargable-braun-serie-3-310s-wet-dry-alemana-_JM,19,1,3,0,0,#789187973,Braun,Series 3,310S,NA,NA,220,Flexibles,NA,NA
285, Afeitadora Philips Aquatouch S5420/24 Eléctrica Recargable ,7679,NA,93,15,12 cuotas,NA,NA,Envío gratis,Devolución gratis,Tenés 30 días desde que lo recibís,5,1,https://perfil.mercadolibre.com.ar/TC+SHOP+-+TIENDAS+OFICIALES?brandId=221,https://click1.mercadolibre.com.ar/mclics/clicks/external/MLA/count?a=OgDiqS0Rofa98iV0fncRDqwB3NPpcQvOKEicruBcqvqtijUrr65XKeYi1dNGOCR6EFJuIni9N7EA8NuS6EoiaEz0i%2Fhv7J3Bx44Bir02cK03qRRJq7PJ8pqJQwYik4uFoqNB%2BwLHA16tZ7Lofnhs2OQuw0T7dkNFpG8wbRtWbSB%2BXAfyeDhGaGeN%2BTdZ1Qvt4xKY9cTUa6%2Bw%2BOF8EdKNOP2FiyW7ut8PiZmm2o8ypMn%2FG8FEmu5ETTid6siJaEs76zNCTSxDe01zbxBV8cFeFA8vjfvsggtTjNGIe3pERKqrMYBLn1pRl1uxsns7yxjJsaHswwtHYMFx0%2B%2FVcpNhcAjLIweyykgtej99UnY4jNicFvgsijULoojM72%2BUrYX8F%2BIT5JZSBCnHRAMPBuprQNaxGLYM5SIR9PgzGT3PgVSo3A1ykedJzyKQm7izMtbrHrnaJoe4pxMTI3JRjD%2FNhQi5G%2Bos19hi9EKEBvjdktW9%2B3%2BOO45AkFjUwTgYlY8tDX1p34j5hgowxebtQ%2BsPRiehVIDcqPUcJnAlxHnMV5%2B0aNkuawjqVFPEpICpYJ7BfEl0Hbp%2FLzpiVIHtDmiwQpYlF%2F04sz%2BKoi5xi8Qe5pnzGDqBj%2FoCuk3gR402psQnp0Zp%2Bu%2FNcpsRBJJLRMJHQ5SX8CQdx7dI5YKUw83VlnKVzQ1RHxTt9L4cT5Ub%2BdGQSBfCjjy84mOJty9GjEhU7hpgAJKFBFTPcVA5hy48c%2BvdCzPI%2BgzfiGLmatN5%2Br%2FmeeKJmf9NSyhLb0QKkhnEUASn3uSlfJl1I5Qlos%2F%2FcQpLfrGQThV5Nn3sbbU651Ph1sjPTDdCr%2FNzQzxRWczJZ4h%2FL%2FpbNuOIHVAaBd0ULi0lXvGKBNuFfjQAYMZMh%2FKW4aQjSXgFFVr1Z94PglSHzWrlTXCsSgDvVNtt8LJhdOITfHnB4H%2B8U6EVeoUyOxtF5duHfFqnUmFmJPDcm8ycK3B0iiAQdvC1is1DhW0Ll%2F6exf9l%2BLJWICau1dZI85ga%2F6bT7XrUKHYZg1FDbmk8cxRPpxriQSOBiNUpHmShDDGfr0w57zhNfrM4a6Pqie%2B77mASiJ9g%2FT%2Fpsll1PBte7%2Fsv%2BS4%2FfK4sJ0Vfa%2BGQSA8H8%2BI55Z%2Brh8dLckXC4xrZplR7y2mAmEVtL79PVOYXl6W5msRmdoPhDADYJyXptKEFZjSO2WqzCccP49Eeq5iHl1ebkHqhUENfp%2FdioCR4e4Whfe6q%2BwU7rx85sU%2BWAK0QFzh86ctLBtrut6eZHD20IrOYu2Ej8xR1ZHd%2FSP26FnioaQVBkms%2B9vUi4uKmyT7bV15wwXqbr93HDquvWBQOS%2Bfp%2Fi6Hom0EjHdcL%2FT8%2BLTqWqwKGvzvP0NOcWsC3qGqxYw%2Bs574QmSEvM3P8nkV6obG0WoQK45MYH3gq67PrNDCOsZ25u4tj5sjCNd23oJuMeW8oGAMl3SqW1QC8b%2BpIinExWj0NKHEeSMlvOmCisOeTTl8FzoUIqB7pmgdbT8gGx%2FbgWVyt9uztO3fVABBlMYrxIwn55CYxnAWVGuqPpve2uvSxdcNo2VSpbLMI7T3ETQEPuu%2FUNG0md%2BebqGep%2FP2c366Q%2BdRQuZWyKovJKxUXHaaHsEK1O%2BMBBi4erOvqoN%2BDm4%2FbO9nTZojqAfrGtW0h6hcECCgzXdAfSL%2FrDLoWYLQviF3OKMvG3tMPPhsDZRBNGizZ4rfW1EYnZ6%2BUe5h6a00Gv5sxJ0j7ydKsP%2F7A%2FyRjtbykjbfWm9t2Vsqmg%2FmbT9cUpBFDLiXKgJ27f87JnU0y8nVsA%2BOGmGGMjgPLP4g%2Fw5GGRt0uHA%3D,1,0,0,0,0,#723885768,Philips,AquaTouch,S5420/24,NA,45,NA,Pivotantes,NA,1 h
286, Repuesto Afeitadora Braun 32s 32b Foil Serie 3 320s 340s 380 ,3478,NA,10,9,6 cuotas sin interés,NA,NA,Envío gratis a todo el país,Devolución gratis,Tenés 30 días desde que lo recibís,NA,NA,https://perfil.mercadolibre.com.ar/RADARLP,https://articulo.mercadolibre.com.ar/MLA-757274169-repuesto-afeitadora-braun-32s-32b-foil-serie-3-320s-340s-380-_JM,NA,NA,NA,NA,NA,#757274169,Braun,Series 3,32/S,NA,NA,NA,NA,NA,NA
287, Cortabarba Multigroom Philips Mg3730 Recargable 8en1 ,3199,NA,21,884,6 cuotas sin interés,NA,NA,Envío gratis a todo el país,Devolución gratis,Tenés 30 días desde que lo recibís,4.5,4,https://perfil.mercadolibre.com.ar/TRES+MARES,https://articulo.mercadolibre.com.ar/MLA-686569096-cortabarba-multigroom-philips-mg3730-recargable-8en1-_JM,2,2,0,0,0,#686569096,Philips,Series 3000,MG3730,MG3730,60 min,Recargable,Removibles,NA,NA
288, Afeitadora Rotativa Remington Pr1342 Power Seires Aqua ,1998,NA,8,95,12 cuotas,NA,NA,Envío a todo el país,Devolución gratis,Tenés 30 días desde que lo recibís,4.5,6,https://perfil.mercadolibre.com.ar/IPFIJO?brandId=573,https://articulo.mercadolibre.com.ar/MLA-625519524-afeitadora-rotativa-remington-pr1342-power-seires-aqua-_JM,4,1,1,0,0,#625519524,Remington,Lithium Power Series,PR1342,NA,Tiempo de uso continuo 45 minutos,Batería,NA,NA,NA
289, Depilador Afeitadora Masculina Body Groom Cortadora Cuerpo ,2238,NA,5,2,12 cuotas,NA,NA,Llega gratis mañana,Devolución gratis,Tenés 30 días desde que lo recibís,NA,NA,https://perfil.mercadolibre.com.ar/COSMETIC+SOLUTIONS,https://articulo.mercadolibre.com.ar/MLA-603433787-depilador-afeitadora-masculina-body-groom-cortadora-cuerpo-_JM,NA,NA,NA,NA,NA,#603433787,Philips,Body,1024,NA,NA,Pila,Ergónomicos,NA,NA
290, Afeitadora Electrica Philips Aquatouch S1030 Seco Y Humedo ,2289,NA,8,15,6 cuotas sin interés,NA,NA,Llega gratis mañana,NA,NA,5,1,https://perfil.mercadolibre.com.ar/24STORE,https://articulo.mercadolibre.com.ar/MLA-780428936-afeitadora-electrica-philips-aquatouch-s1030-seco-y-humedo-_JM,1,0,0,0,0,#780428936,Philips,NA,NA,NA,NA,NA,NA,NA,NA
291, Afeitadora Inalambrica Philips Aquatouch S5420/24 Recargable ,4899,NA,3,4,12 cuotas,NA,NA,Envío gratis a todo el país,Devolución gratis,Tenés 30 días desde que lo recibís,5,1,https://perfil.mercadolibre.com.ar/LHCONFORT,https://articulo.mercadolibre.com.ar/MLA-792103276-afeitadora-inalambrica-philips-aquatouch-s542024-recargable-_JM,1,0,0,0,0,#792103276,Philips,AquaTouch,S5420,NA,45 m,Batería,Giratorios,NA,1 h
