search_position,name,curr_price,orig_price,num_sold,in_stock,num_installments,amt_installments,arrival_time,shipping,free_return,free_return_info,review_avg,num_reviews,seller_link,product_link,five_star,four_star,three_star,two_star,one_star,item_id,Marca,Modelo,Cor,Potência de saída (RMS),Formato do alto-falante,Conectores de entrada,Sensibilidade de entrada,Largura,Profundidade,Altura,Peso,Linha,Voltagem,Tipos de alto-falante,Tipos de filtros do alto-falante,Lugares de colocação,Configuração de canais,Quantidade de alto-falantes,Resposta máxima em frequência,Resposta mínima em frequência
25, Caixa De Som Bluetooth Amplificada Com Microfone Mp3 Usb ,189,NA,968,40,12x,15.82,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,4.5,168,https://perfil.mercadolivre.com.br/123INBOX,https://produto.mercadolivre.com.br/MLB-1097049569-caixa-de-som-bluetooth-amplificada-com-microfone-mp3-usb-_JM,117,27,14,6,4,#1097049569,IMPORTADO RPC,FBX-103,NA,25 W,Torre,"Entrada para Microfone P2 e P10, USB",NA,NA,NA,NA,2.4 kg,NA,NA,Subwoofer,Subwoofer Embutido,"Festas em Geral, Praia, Sítios, Eventos Diversos",BLUETOOTH,NA,NA,NA
26, Caixa Som Bluetooth Amplificada Torre Mp3 Fm Usb Sd Pc 500w ,36,NA,784,4,6x,6.84,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,4.3,31,https://perfil.mercadolivre.com.br/MAGAZINE+NOBREAK,https://produto.mercadolivre.com.br/MLB-1190350399-caixa-som-bluetooth-amplificada-torre-mp3-fm-usb-sd-pc-500w-_JM,22,2,3,2,2,#1190350399,Goldenultra,Torre,NA,10 W,Caixa,USB,NA,NA,NA,NA,NA,Caixa de Som,Bivolt,NA,Ativo/Passivo,NA,NA,NA,NA,NA
27, Caixa Som Amplificada Bluetooth Portátil Mp3 Rádio Fm Usb P2 ,71,74,2502,5,12x,6.81,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,4.7,175,https://perfil.mercadolivre.com.br/FIXEXPLODE,https://produto.mercadolivre.com.br/MLB-1154336658-caixa-som-amplificada-bluetooth-portatil-mp3-radio-fm-usb-p2-_JM,144,18,9,2,2,#1154336658,Altomex,AL-M01,NA,10 W,Caixa,USB,NA,NA,NA,NA,700 g,Caixa de Som,NA,Tweeter,Tweeter,Portátil,Não,NA,NA,NA
28, Caixa Som Bluetooth Portátil Amplificada Mp3 Usb 2 Microfone ,224,NA,209,17,12x,21.49,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,4.8,13,https://perfil.mercadolivre.com.br/GOLD_TECH,https://produto.mercadolivre.com.br/MLB-1228293421-caixa-som-bluetooth-portatil-amplificada-mp3-usb-2-microfone-_JM,10,3,0,0,0,#1228293421,Briwax,FBX-107,NA,40 W,Caixa,Entrada para Microfone,NA,NA,NA,NA,2.75 kg,NA,NA,Tweeter,Tweeter,NA,2.1,NA,NA,NA
29, Kit 10 Mini Caixinha Som Bluetooth Portátil Usb Mp3 P2 Sd ,159,NA,484,2,12x,15.29,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,4.9,32,https://perfil.mercadolivre.com.br/MAGAZINE+NOBREAK,https://produto.mercadolivre.com.br/MLB-1208611850-kit-10-mini-caixinha-som-bluetooth-portatil-usb-mp3-p2-sd-_JM,31,0,1,0,0,#1208611850,Goldenultra,Ws-887,Pele,3 W,NA, ,NA,NA,NA,NA,NA,NA, ,NA, ,NA,NA,NA,NA,NA
30, Caixa De Som Portátil Bluetooth Amplificada Microfone Grátis ,189,NA,323,3,12x,18.16,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,4.9,12,https://perfil.mercadolivre.com.br/123INBOX,https://produto.mercadolivre.com.br/MLB-1097047029-caixa-de-som-portatil-bluetooth-amplificada-microfone-gratis-_JM,11,1,0,0,0,#1097047029,IMPORTADO RPC,FBX-103,Preto,25 W,Torre,Entrada para Microfone P2 e P10,NA,NA,NA,NA,2.4 kg,BLIETOOTH,BIVOLT AUTOMÁTICO 110/220V,Subwoofer,AMPLIFICADO,"Festas em Geral, Praia, Sítios, Eventos",BLUETOOTH,NA,NA,NA
31, Caixa Caixinha De Som Portátil Bluetooth Exbom M33bt Mp3 Fm ,49,NA,488,21,6x,9.25,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,4.6,36,https://perfil.mercadolivre.com.br/BREVISTORE,https://produto.mercadolivre.com.br/MLB-939772594-caixa-caixinha-de-som-portatil-bluetooth-exbom-m33bt-mp3-fm-_JM,25,8,3,0,0,#939772594,Exbom,CS-M33BT,NA,10 W,Caixa,"Bluetooth, P2 Auxiliar, USB Pendrive, SD Cartão",NA,NA,NA,NA,NA,Bluetooth,110/220v Bi-volt ou 5v USB,Subwoofer,Ativo/Passivo,"Sala, Quarto, Cozinha, Praia, Sítio",1.1,2,20 kHz,85 Hz
32, Caixa De Som Portátil Bluetooth Amplificada Microfone Grátis ,199,NA,469,2,12x,16.67,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,4.5,168,https://perfil.mercadolivre.com.br/123INBOX,https://produto.mercadolivre.com.br/MLB-1097032335-caixa-de-som-portatil-bluetooth-amplificada-microfone-gratis-_JM,117,27,14,6,4,#1097032335,Briwax,FBX-103,NA,25 W,Torre,Entrada para Microfone P2 e P10,NA,NA,NA,NA,2.4 kg,NA,NA,Subwoofer,AMPLIFICADO,"Festas em Geral, Praia, Sítios, Eventos, Conexões com Vilão",5.1 - Bluetooth,NA,NA,NA
33, Caixa Som Portátil Bluetooth 5w Celular Sd Usb Radio Fm Ws ,24,NA,269,7,4x,6.73,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,4,5,https://perfil.mercadolivre.com.br/DNR+IMPORT,https://produto.mercadolivre.com.br/MLB-1081373892-caixa-som-portatil-bluetooth-5w-celular-sd-usb-radio-fm-ws-_JM,3,1,0,0,1,#1081373892,Importado,WS-887,NA,5 W,Caixa,NA,NA,NA,NA,NA,249 g,Caixa De Som Portátil,110V/220V (Bivolt),Subwoofer,Subwoofer,Portatil,7.1,NA,NA,NA
34, Kit Caixa Som Bluetooth Caixinha Usb Sd Rádio - Atacado 4 Un ,125,NA,353,58,12x,11.99,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,4.5,12,https://perfil.mercadolivre.com.br/TG-SANTOS,https://produto.mercadolivre.com.br/MLB-1078576031-kit-caixa-som-bluetooth-caixinha-usb-sd-radio-atacado-4-un-_JM,9,2,0,0,1,#1078576031,Grasep,D-BH1064,NA,6 W,Caixa,NA,NA,NA,NA,NA,NA,NA,NA,Subwoofer,Mini tweeter,Portátil,2.1,NA,NA,NA
35, Mini Caixinha Som Bluetooth Portátil Usb Mp3 P2 Sd Rádio Fm ,19,NA,901,10,3x,7.08,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,4.7,30,https://perfil.mercadolivre.com.br/MAGAZINE+NOBREAK,https://produto.mercadolivre.com.br/MLB-1196773201-mini-caixinha-som-bluetooth-portatil-usb-mp3-p2-sd-radio-fm-_JM,26,1,2,0,1,#1196773201,Goldenultra,Ws-887,NA,3 W,NA, ,NA,NA,NA,NA,NA,NA,NA,NA, ,NA,NA,NA,NA,NA
36, Caixa Bluetooth Jbl Go2 Original Lacrada Várias Cores ,159,NA,650,85,12x,13.25,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,4.9,1587,https://perfil.mercadolivre.com.br/VRJ+IMPORTS,https://produto.mercadolivre.com.br/MLB-1222327188-caixa-bluetooth-jbl-go2-original-lacrada-varias-cores-_JM,1456,101,19,5,6,#1222327188,JBL,GO 2,NA,3 W,Caixa,Auxiliar,80 dB,71 mm,31 mm,86 mm,NA,NA,NA,Caixa bluetooth,Woofer,De piso,5.1,1,NA,NA
37, Caixa Amplificada Ativa Edifier - R1700bt - Bluetooth 66w ,899,NA,78,4,12x,74.92,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,5,26,https://perfil.mercadolivre.com.br/ELETROHALEN,https://produto.mercadolivre.com.br/MLB-1000777273-caixa-amplificada-ativa-edifier-r1700bt-bluetooth-66w-_JM,25,1,0,0,0,#1000777273,Edifier,R1700BT,NA,66 W,Caixa,RCA,NA,NA,NA,NA,3.3 kg,NA,NA,Woofer,Tweeter,"Estudios, Som Ambiente, Sala, Quarto",2.0,NA,NA,NA
38," Caixa Multiuso Amplificada 50 Rms 8 Bluetooth,usb+sd+fm+cont ",339,NA,2432,851,12x,32.49,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,4.5,281,https://perfil.mercadolivre.com.br/PIU+SHOP?brandId=1849,https://produto.mercadolivre.com.br/MLB-680896899-caixa-multiuso-amplificada-50-rms-8-bluetoothusbsdfmcont-_JM,191,58,24,3,4,#680896899,Datrel,DMU-8.50 BLUETOOTH,NA,50 W,Caixa,RCA,NA,NA,NA,NA,NA,Multiuso,110V/220V (Bivolt),Woofer,Caixa,De piso,NA,1,NA,NA
39, Caixinha Caixa De Som Usb Bluetooth Charge 2 Mini ,69,NA,310,95,12x,6.68,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,3.8,10,https://perfil.mercadolivre.com.br/ARTFLEXSUPORTES,https://produto.mercadolivre.com.br/MLB-1170112341-caixinha-caixa-de-som-usb-bluetooth-charge-2-mini-_JM,3,3,3,1,0,#1170112341,Importado,MS-144BT,NA,15 W,Caixa,USB,80 dB,NA,NA,NA,NA,Top,NA,Super tweeter,Ativo,todos,5.1,2,NA,NA
40, Kit 2 Caixa Som Bluetooth Portátil Rádio Fm Mp3 Usb Sd 300w ,54,NA,578,2,10x,6.25,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,4.5,28,https://perfil.mercadolivre.com.br/TROPARDI+ELETRO,https://produto.mercadolivre.com.br/MLB-1175966463-kit-2-caixa-som-bluetooth-portatil-radio-fm-mp3-usb-sd-300w-_JM,21,3,2,1,1,#1175966463,Goldenultra,GT-356BT,Pele,8 W,Caixa,"P2, USB,Leitor SD, Auxiliar P2",NA,NA,NA,NA,518 g,NA,Bivolt,NA,Portátil ,NA,NA,NA,NA,NA
41," Caixa De Som Jbl, Wind, Bluetooth, 3 Watts, Preto - Jblwind ",202,NA,1212,622,12x,16.92,NA,Envio para todo o país,NA,NA,4.8,259,https://perfil.mercadolivre.com.br/GLOBALDISTRIBUIODEBENS?brandId=1397,https://produto.mercadolivre.com.br/MLB-1068923654-caixa-de-som-jbl-wind-bluetooth-3-watts-preto-jblwind-_JM,217,27,11,1,3,#1068923654,JBL,28910851,Preto,3 W,Caixa,NA,NA,NA,NA,NA,340 g,NA,NA,Woofer,Ativo,"Moto, bicicleta",.,1,NA,NA
42, Caixa Som Bluetooth Amplificada 500w Portátil Led Falante 15 ,729,NA,43,26,12x,60.83,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,4.5,170,https://perfil.mercadolivre.com.br/TOCADOSPEIXES,https://produto.mercadolivre.com.br/MLB-1188732226-caixa-som-bluetooth-amplificada-500w-portatil-led-falante-15-_JM,120,29,12,4,5,#1188732226,AMVOX,ACA501 NEW,NA,500 W,Caixa,AUX/CARD/USB/Microfone ou instrumento,NA,NA,NA,NA,13.72 kg,ACA,NA,Tweeter,Tweeter,"chao, bancada",2.1,1,NA,NA
43, Mini Caixa Caixinha Som Portátil Bluetooth Mp3 Fm Sd Usb Hi ,24,NA,5776,1,4x,6.75,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,4.3,211,https://perfil.mercadolivre.com.br/ESPA%C3%87O+VENDASS,https://produto.mercadolivre.com.br/MLB-765932866-mini-caixa-caixinha-som-portatil-bluetooth-mp3-fm-sd-usb-hi-_JM,133,44,18,6,10,#765932866,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
44, Caixa De Som Portatil Jbl Boombox Original Bluetooth Usb ,1847,NA,178,18,12x,154.00,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,4.5,553,https://perfil.mercadolivre.com.br/QUALITYSP?brandId=515,https://produto.mercadolivre.com.br/MLB-1061725482-caixa-de-som-portatil-jbl-boombox-original-bluetooth-usb-_JM,435,47,21,21,29,#1061725482,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
45," Caixa Amplificadora Mondial Mco-07,usb, Bluetooth, 80w Rms ",168,NA,527,51,12x,16.15,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,4.3,126,https://perfil.mercadolivre.com.br/EFACILOFICIAL?brandId=752,https://produto.mercadolivre.com.br/MLB-1074194401-caixa-amplificadora-mondial-mco-07usb-bluetooth-80w-rms-_JM,78,27,9,4,8,#1074194401,Mondial,MCO-07,NA,80 W,Caixa,NA,NA,32 cm,12 cm,22 cm,2.2 kg,Multi Connect,NA,NA,Ativo,NA,NA,NA,NA,NA
46, Mini Caixinha Som Bluetooth Portátil Prova De Água Ventosa ,25,NA,894,1,5x,5.58,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,4.3,21,https://perfil.mercadolivre.com.br/LS.EXPRESS,https://produto.mercadolivre.com.br/MLB-798082339-mini-caixinha-som-bluetooth-portatil-prova-de-agua-ventosa-_JM,13,3,4,0,1,#798082339,Importado,BTS-06,NA,3 W,Caixa,NA,80 dB,NA,NA,NA,NA,NA,NA,Woofer,NA,"Banheiro, Azulejo, Vidro",2.1,NA,NA,NA
47, Caixa Amplificada Multi Connect 120w Mco-06 Mondial Bivolt ,370,NA,226,29,12x,30.91,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,4.7,19,https://perfil.mercadolivre.com.br/DUTRA_MAQUINAS?brandId=104,https://produto.mercadolivre.com.br/MLB-1064889332-caixa-amplificada-multi-connect-120w-mco-06-mondial-bivolt-_JM,15,3,1,0,0,#1064889332,Mondial,MCO-06,Preto,120 W,Caixa,NA,NA,43 cm,NA,30 cm,2.75 kg,Multi Connect,(Bivolt),NA,NA,NA,NA,NA,NA,NA
48, Caixa De Som Portátil Amplificada Usb Mp3 Radio Fm 300w E2 ,74,NA,8087,36,12x,7.16,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,4.4,874,https://perfil.mercadolivre.com.br/ZAP.OFERTAS,https://produto.mercadolivre.com.br/MLB-742391933-caixa-de-som-portatil-amplificada-usb-mp3-radio-fm-300w-e2-_JM,550,208,69,25,22,#742391933,Grasep / Automax,D-S6 / A81,NA,15 W,Caixa,USB,NA,NA,NA,NA,NA,Alto Falante Móvel,Alimentação via USB,Multimídea,"6.5""",Praia / Casa / Parque / Outros,2.1,1,NA,NA
49, Caixa De Som Portátil Jbl Wind P/ Moto E Bike P2 E Bluetooth ,186,NA,588,116,12x,15.56,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,4.7,922,https://perfil.mercadolivre.com.br/FASTBUYBRASIL,https://produto.mercadolivre.com.br/MLB-959398145-caixa-de-som-portatil-jbl-wind-p-moto-e-bike-p2-e-bluetooth-_JM,745,120,39,6,12,#959398145,JBL,Wind,NA,3 W,NA,NA,NA,NA,NA,NA,NA,Wind,NA,NA,Ativo,Capacete,NA,NA,20 kHz,120 Hz
50, Bazooquinha Pulse 3 + Bluetooth Caixa De Som Usb Sd Mp3 Fm ,72,NA,121,25,12x,6.93,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,4.3,9,https://perfil.mercadolivre.com.br/SUEDVENDAS,https://produto.mercadolivre.com.br/MLB-1043853042-bazooquinha-pulse-3-bluetooth-caixa-de-som-usb-sd-mp3-fm-_JM,5,2,2,0,0,#1043853042,A Importes,Pulse 3,NA,20 W,Caixa,NA,NA,NA,NA,NA,NA,NA,NA,Woofer,Subwoofer,portátil,Não,NA,NA,NA
51, Caixa Caixinha Som Portátil 5w Mp3 Micro Sd Usb Radio Fm Ws ,24,NA,830,1,4x,6.73,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,4.2,37,https://perfil.mercadolivre.com.br/CONNECT+PLANET,https://produto.mercadolivre.com.br/MLB-765776943-caixa-caixinha-som-portatil-5w-mp3-micro-sd-usb-radio-fm-ws-_JM,23,8,2,0,4,#765776943,Importado,WS-887,NA,5 W,Caixa,USB,NA,NA,NA,NA,249 g,Caixa De Som Portátil,110V/220V (Bivolt),Subwoofer,Subwoofer,Portatil,7.1,NA,16 kHz,280 Hz
52, Caixa Caixinha De Som Portátil Bluetooth Mp3 Pen Drive A-706 ,39,NA,340,9,6x,7.22,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,4.6,24,https://perfil.mercadolivre.com.br/LOJAZAHI,https://produto.mercadolivre.com.br/MLB-1123719900-caixa-caixinha-de-som-portatil-bluetooth-mp3-pen-drive-a-706-_JM,18,3,2,1,0,#1123719900,Importado,A-706,NA,NA,Caixa,"USB, Auxiliar, p2",NA,NA,NA,NA,300 g,NA,NA,Subwoofer,Subwoofer,Portátil,NA,NA,NA,NA
53, Caixa Som Bluetooth Amplificada 1800w Pmpo Karaokê Mp3 Fm Sd ,250,NA,553,24,12x,20.92,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,4.7,10,https://perfil.mercadolivre.com.br/NETUNO.WEB,https://produto.mercadolivre.com.br/MLB-1131066259-caixa-som-bluetooth-amplificada-1800w-pmpo-karaok-mp3-fm-sd-_JM,8,1,1,0,0,#1131066259,Briwax,FBX-108,NA,40 W,Torre,Entrada para Microfone,NA,NA,NA,NA,NA,NA,Bivolt,Woofer,Subwoofer,De piso,2.1,2,80 kHz,18 kHz
54, Caixa Som Bluetooth Amplificada 65w Rms Mp3 Fm Usb Microfone ,179,NA,967,11,12x,17.20,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,4.4,101,https://perfil.mercadolivre.com.br/NETUNO.WEB,https://produto.mercadolivre.com.br/MLB-998492307-caixa-som-bluetooth-amplificada-65w-rms-mp3-fm-usb-microfone-_JM,68,20,4,3,6,#998492307,Briwax,FBX-105,NA,65 W,Caixa,"Pendrive, Microfone, MicroSD, P2, Auxiliar, P10",NA,NA,NA,NA,NA,Premium+,NA,Woofer,Ativo/Passivo,De piso,5.1,NA,NA,NA
55, Caixa De Som Bluetooth Amplificada 40w Rms Karaokê Mp3 Fm Sd ,212,NA,183,11,12x,20.36,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,4.1,9,https://perfil.mercadolivre.com.br/NETUNO.WEB,https://produto.mercadolivre.com.br/MLB-1131066256-caixa-de-som-bluetooth-amplificada-40w-rms-karaok-mp3-fm-sd-_JM,7,0,0,0,2,#1131066256,Briwax,FBX-107,NA,40 W,Caixa,Entrada para Microfone,NA,NA,NA,NA,2.75 kg,NA,Bivolt,Tweeter,Tweeter,De piso,2.1,2,80 kHz,18 kHz
56, Mini Rádio Fm Portátil Recarregável Am Sw Mp3 P2 Preto Nf ,55,NA,135,16,10x,5.60,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,4.8,8,https://perfil.mercadolivre.com.br/HDV.VENDAS,https://produto.mercadolivre.com.br/MLB-1191620434-mini-radio-fm-portatil-recarregavel-am-sw-mp3-p2-preto-nf-_JM,7,0,1,0,0,#1191620434,Briwax,BX-670,NA,3 W,Caixa,USB,NA,NA,NA,NA,NA,NA,NA,Tweeter,Tweeter,De piso,2.1,NA,NA,NA
57, Caixa De Som Multilaser Bluetooth Festa 120w Rms Sp280 Loi ,307,NA,202,4,12x,25.67,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,4.8,51,https://perfil.mercadolivre.com.br/LOI+BRASIL,https://produto.mercadolivre.com.br/MLB-1059943320-caixa-de-som-multilaser-bluetooth-festa-120w-rms-sp280-loi-_JM,43,5,3,0,0,#1059943320,Multilaser,SP280,NA,120 W,Acomplado,NA,80 dB,NA,NA,NA,3.6 kg,Bluetooth,(Bivolt),Woofer,Woofer,"Mesa, Portátil",NA,NA,NA,NA
58, Caixa Som Portátil Amplificada Bluetooth Usb 40w 2 Microfone ,229,NA,83,14,12x,21.98,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,4.3,103,https://perfil.mercadolivre.com.br/SATURNO+ELETRONICOS,https://produto.mercadolivre.com.br/MLB-1156595615-caixa-som-portatil-amplificada-bluetooth-usb-40w-2-microfone-_JM,65,19,5,8,6,#1156595615,Briwax,FBX-106,NA,30 W,Caixa,Entrada para Microfone,NA,NA,NA,NA,2.75 kg,NA,NA,Woofer,Tweeter,De piso,2.1,NA,NA,NA
59, Caixa De Som Jbl Go 2 Portátil 3w Bluetooth Original ,179,NA,185,9,12x,14.92,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,4.9,1587,https://perfil.mercadolivre.com.br/ELETROPRINTER,https://produto.mercadolivre.com.br/MLB-1243855044-caixa-de-som-jbl-go-2-portatil-3w-bluetooth-original-_JM,1456,101,19,5,6,#1243855044,JBL,GO 2,NA,3 W,Quadrado,NA,80 dB,NA,NA,NA,184 g,NA,NA,NA,NA,Portátil,NA,NA,NA,NA
60, Caixa Som Bluetooth Amplificada Torre Mp3 Fm Usb Sd Pc 500w ,43,NA,4737,4,6x,8.14,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,4.5,210,https://perfil.mercadolivre.com.br/FIXEXPLODE,https://click1.mercadolivre.com.br/mclics/clicks/external/MLB/count?a=60OMJ9XPYmLglt%2FTLL4VSTJCoR2MpoCMbF4ETCN0EifVU6D%2Bo3Ibjq%2Fn2cFOoOW4pVdCP7Ym2vX7iVuP3mjkHlxNrOIQOlt1edxgjk2lIoVWmY2FILpvhmA1%2B8Tg1CdxnymNWz1hibj%2FoALNrUI5ReYgeqCWW%2BMu3UQWcOtVfa%2B3%2FVu7lhEY7ZZkgHYioQLlrst0SSpJqQpQcfI7PVBR%2FrzI4hRLYO3LOO9VLeFyBffeBr0OTkKCBemY634%2BGkQEyBoZL8ChBjXT0tTSz0dJpMkVIYWX2wNgrMcMRfNg4jwsl0OWW9Iw%2BhjxuozNa1qc0P7SzNS9vP%2B1ZVfW28TZe0R7UzCgQvEKH7D0jh3j%2FyIFI4BDbOWd2T8Nvkan6%2BEkCH6aM6ZKUnie%2FJZuSQ3CpZ%2B2UctwkjnAQFZBlOB9WMa%2FSMsmYpZqWD5s2apOOT9ofUF4KczN%2FEr1mODyk8AMwgyDx04QrL%2F4v3FEy1KMJfvCiR64d7p3FA7prdfmXelopDa2yqyrujmDuYeDryUECWzwhzuZsHZ6eYGZ3vFVIzyzdga2PnVeO4Mdlp7a0RvbS0lQUWvl7o5P38JhycZxFTic33kx28fh2FFViGnHwjOfeYIyb6jFDBNKZgXwvj43JaLQBMXIh8Be7QGRaTYYUHZIQLgytljoulapo6ed46j8hu%2FPRQ1YUYaofdcm6ukU%2ByPh6aNP2wO49IVjcjB53h8U4U4s2iRmOl0FcJyw70jYs5MKToBj1Qxpeea0LdAjB%2FeQvp2RWqUMzlz1uZ1VBqRZwzoozjOAT4l7eOWi0CNfAqskrgIxO0oQ46OqUdNlhdZFdzvZwvJ8IWc63CyxPhS6Hy0zAqrO3AVWQiqmmFIANjXJSVUJ3VoCDjW%2Fh1QAWeMZBnjyfFlHp0mE4wxVe5XIXn3ahTo8FPVX7hqQQnmrwXKVSucArFGqxbuUwqFIMX32FB1u%2B90MAt0n91kLE7pIO%2FPyuuVFRbRUnOu%2Bl9SkuQ59mUb4hEjU%2FUEMQQMsIU1cr6NJ5MoUvrqnlbjtLhfTR3tvx6gpWgxigmWLi6ccdmuXgOG3akFSDfZM7QXtBvdZ%2BUeAN2d9wR4xKbzfkvv96t5pXIZi6qFgkv1Hy2loFREKMmToxPsm91LPLWPltvf4jWZSPLF%2BNA8Jhay4zYWgLK3O9jZtgnhjsGY1erSPwyKnrWN0kSonjEkLCPijj7nxMEWb6XoQxCaEo1jEwTNr0eW0asLR4bTel0%2FOf33l55NRwtDx7goauS8TmT8GYYRnryNPWz%2BK6W1Ma6VvMOgJvfUMzz3spmDxlaFkED1gi1M4kwBwiOiY8sZ%2B%2Fbb5nli3z8iweLMiwHPZpxVktey%2BGPWuoYubXwOHAYYQib2vMqA4Woy6PfhdAUhCvuk6h9e0sbHep7oRqCK4f%2Fe5cTHgjy0p2YXJ9gbEeat87dQZBL1uKEPTZKaLjZ0tGL0AswFOHZE10BvqNoRU6eB6SdnudzVioGRbBI1nVBfwumFv4PjQIvqb6k0x8%2B7NgaiNsvH6AFdX%2Fgm3E0wBKu8V95hzE7I0YMwD4AsOljZEKmQqktZckT6hhQ9TAUhwD5aFkS6ReReLReF6U%2Bs5219H5xrHG8DYPFAFraonh1ZUldYzSPKuga8PVpOwmSW%2FUXS5Z0%2BGL5VWoWQWUFGxpBPCLimcVpbR3ylt02oUbVuQmD2a2W68jHV4FXhTGk9EeUHORPsJyrsZCUsw7ve%2FmAhwELiaIcen4Lkh%2Bv%2FA1C1R0g0Yu1MJe1Yg%2FSjxOuPIrB4pQViEIfVwPrjcQKkpMtHB18E%2BZtavtmISMcWgl1S7W%2FZm33%2FUikdC7H%2FmLClrbQDTuaVJtuIWj7A6ssFT82okiL5mMSPocQJSbA9RtvLJNeRIvVzHpXeOa9c%3D,162,20,16,3,9,#1154024173,Goldenultra,Torre,NA,10 W,Torre,USB,NA,NA,NA,NA,NA,Caixa de Som,NA,Subwoofer,Subwoofer,Portátil,5.1,NA,NA,NA
61, Caixa Som Soundbar Bluetooth Mts-2018 Tomate Tv Celular 120w ,489,NA,511,805,12x,40.83,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,4.8,28,https://perfil.mercadolivre.com.br/MEGAOFERTA1000,https://produto.mercadolivre.com.br/MLB-1029365629-caixa-som-soundbar-bluetooth-mts-2018-tomate-tv-celular-120w-_JM,21,7,0,0,0,#1029365629,RCA,MTS2018,NA,120 W,NA,NA,NA,NA,NA,7 cm,NA,NA,NA,imbutido,Subwoofer,NA,3,NA,NA,NA
62, Caixa Som Portátil Bluetooth 40w Recarregável Usb Microfone ,239,NA,104,18,12x,20.00,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,4.7,9,https://perfil.mercadolivre.com.br/SATURNO+ELETRONICOS,https://produto.mercadolivre.com.br/MLB-1164610186-caixa-som-portatil-bluetooth-40w-recarregavel-usb-microfone-_JM,6,3,0,0,0,#1164610186,Briwax,FBX-108,NA,40 W,Torre,Entrada para Microfone,NA,NA,NA,NA,2.75 kg,NA,NA,Woofer,Subwoofer,De piso,2.1,2,80 kHz,18 kHz
63, Mini Caixinha Som Bluetooth Portátil Prova Água Ventosa ,22,NA,268,5,4x,6.21,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,3.9,9,https://perfil.mercadolivre.com.br/DIGITAL+JE,https://produto.mercadolivre.com.br/MLB-1049750580-mini-caixinha-som-bluetooth-portatil-prova-agua-ventosa-_JM,6,0,1,0,2,#1049750580,Importado,BTS-06,NA,3 W,Redondo,NA,80 dB,NA,NA,NA,NA,NA,NA,Tweeter,Woofer,"Vidro, Azulejo",2.1,NA,NA,NA
