search_position,name,curr_price,orig_price,num_sold,in_stock,num_installments,amt_installments,arrival_time,shipping,free_return,free_return_info,review_avg,num_reviews,seller_link,product_link,five_star,four_star,three_star,two_star,one_star,item_id,color,size,Marca,Modelo,Tipo de casco,Línea,Tipo
1871, Casco Moto Doble Certificado Abatible Hro 3400 + Obsequio ,199,NA,0,40,36 cuotas,NA,NA,Envío gratis a nivel nacional,NA,NA,NA,NA,https://perfil.mercadolibre.com.co/AFMMOTOS,https://articulo.mercadolibre.com.co/MCO-475406662-casco-moto-doble-certificado-abatible-hro-3400-obsequio-_JM#position=19&type=item&tracking_id=7d551dbc-680c-4c41-9e2b-d1a830037220,NA,NA,NA,NA,NA,#475406662,"S,M,L,XL",,HRO,3400,Rebatible,NA,NA
1872, Casco Moto Integral Doble Certificado Shaft 540 + Obsequio ,240,NA,2,38,36 cuotas,NA,NA,Envío gratis a nivel nacional,NA,NA,NA,NA,https://perfil.mercadolibre.com.co/AFM.IV,https://articulo.mercadolibre.com.co/MCO-477031099-casco-moto-integral-doble-certificado-shaft-540-obsequio-_JM#position=20&type=item&tracking_id=7d551dbc-680c-4c41-9e2b-d1a830037220,NA,NA,NA,NA,NA,#477031099,"S,M,L,XL",,Shaft,SH-540,Integral,NA,NA
1873, Casco Moto Integral Doble Certificado Shaft 530 + Obsequio ,250,NA,0,40,36 cuotas,NA,NA,Envío gratis a nivel nacional,NA,NA,NA,NA,https://perfil.mercadolibre.com.co/AFM.IV,https://articulo.mercadolibre.com.co/MCO-477146314-casco-moto-integral-doble-certificado-shaft-530-obsequio-_JM#position=21&type=item&tracking_id=7d551dbc-680c-4c41-9e2b-d1a830037220,NA,NA,NA,NA,NA,#477146314,"S,M,L,XL",,Shaft,530,Integral,NA,NA
1874, Casco Moto Integral Doble Certificado Shaft 569 + Obsequio ,250,NA,0,40,36 cuotas,NA,NA,Envío gratis a nivel nacional,NA,NA,NA,NA,https://perfil.mercadolibre.com.co/AFM.IV,https://articulo.mercadolibre.com.co/MCO-477146785-casco-moto-integral-doble-certificado-shaft-569-obsequio-_JM#position=22&type=item&tracking_id=7d551dbc-680c-4c41-9e2b-d1a830037220,NA,NA,NA,NA,NA,#477146785,"S,M,L,XL",,Shaft,569,Integral,NA,NA
1875, Casco Moto Integral Shaft Sh-569 Certificado + Obsequio ,250,NA,0,40,36 cuotas,NA,NA,Envío gratis a nivel nacional,NA,NA,NA,NA,https://perfil.mercadolibre.com.co/AFMCENTRO1,https://articulo.mercadolibre.com.co/MCO-477147017-casco-moto-integral-shaft-sh-569-certificado-obsequio-_JM#position=23&type=item&tracking_id=7d551dbc-680c-4c41-9e2b-d1a830037220,NA,NA,NA,NA,NA,#477147017,"S,M,L,XL",,Shaft,569,Integral,SH-569,NA
1876," Sistemas De Comunicación De Casco De Motocicleta, Freedco ",589.9,NA,0,NA,36 cuotas,NA,NA,Envío gratis a nivel nacional,NA,NA,NA,NA,https://perfil.mercadolibre.com.co/ITGLOBALSAS,https://articulo.mercadolibre.com.co/MCO-483625960-sistemas-de-comunicacion-de-casco-de-motocicleta-freedco-_JM#position=24&type=item&tracking_id=7d551dbc-680c-4c41-9e2b-d1a830037220,NA,NA,NA,NA,NA,#483625960,NA,NA,FreedConn,NA,NA,NA,Integral
1877, Casco De La Motocicleta Pegatina - Segunda Original De Enmie ,70.1,NA,0,10,36 cuotas,NA,NA,Envío gratis a nivel nacional,NA,NA,NA,NA,https://perfil.mercadolibre.com.co/YOUR.MARKET,https://articulo.mercadolibre.com.co/MCO-484467569-casco-de-la-motocicleta-pegatina-segunda-original-de-enmie-_JM#position=25&type=item&tracking_id=7d551dbc-680c-4c41-9e2b-d1a830037220,NA,NA,NA,NA,NA,#484467569,NA,NA,GSI,NA,NA,NA,NA
1878, Casco Modular De Motocicleta Completa Dot Aprobado - Yema ,590.9,NA,0,NA,36 cuotas,NA,NA,Envío gratis a nivel nacional,NA,NA,NA,NA,https://perfil.mercadolibre.com.co/ITGLOBALSAS,https://articulo.mercadolibre.com.co/MCO-485575338-casco-modular-de-motocicleta-completa-dot-aprobado-yema-_JM#position=26&type=item&tracking_id=7d551dbc-680c-4c41-9e2b-d1a830037220,NA,NA,NA,NA,NA,#485575338,NA,NA,Yema,NA,NA,NA,Rebatible
1879, Casco Integral Para Motociclista Shaft 569 Reflex Xl ,209.9,NA,0,1,36 cuotas,NA,NA,Envío gratis a nivel nacional,NA,NA,NA,NA,https://perfil.mercadolibre.com.co/MXZONESTOREANAMARIA,https://articulo.mercadolibre.com.co/MCO-515791763-casco-integral-para-motociclista-shaft-569-reflex-xl-_JM?searchVariation=39052604680#position=27&type=item&tracking_id=7d551dbc-680c-4c41-9e2b-d1a830037220,NA,NA,NA,NA,NA,#515791763,Azul oscuro,XL,Shaft,NA,Integral,NA,NA
1880," Scorpion Exo-r710 Casco Para Motociclista Focus, Motorcro ",1150.9,NA,0,NA,36 cuotas,NA,NA,Envío gratis a nivel nacional,NA,NA,NA,NA,https://perfil.mercadolibre.com.co/AKAESCOLOMBIA,https://articulo.mercadolibre.com.co/MCO-523449128-scorpion-exo-r710-casco-para-motociclista-focus-motorcro-_JM#position=28&type=item&tracking_id=7d551dbc-680c-4c41-9e2b-d1a830037220,NA,NA,NA,NA,NA,#523449128,NA,NA,Scorpion,Focus,Integral,EXO-R710,NA
1881, Shoei X-14 Marquez 5 Casco De Motocicleta De Calle Concep ,4516.9,NA,0,NA,36 cuotas,NA,NA,Envío gratis a nivel nacional,NA,NA,NA,NA,https://perfil.mercadolibre.com.co/ITGLOBALSAS,https://articulo.mercadolibre.com.co/MCO-523462347-shoei-x-14-marquez-5-casco-de-motocicleta-de-calle-concep-_JM#position=29&type=item&tracking_id=7d551dbc-680c-4c41-9e2b-d1a830037220,NA,NA,NA,NA,NA,#523462347,NA,NA,Shoei,NA,NA,NA,NA
1882, Casco Moto Bell Qualifier Flare Certificado ,355,NA,0,4,36 cuotas,NA,NA,Envío gratis a nivel nacional,NA,NA,NA,NA,https://perfil.mercadolibre.com.co/NOMADASMOTOROAD,https://articulo.mercadolibre.com.co/MCO-530690116-casco-moto-bell-qualifier-flare-certificado-_JM?searchVariation=42054707784#position=30&type=item&tracking_id=7d551dbc-680c-4c41-9e2b-d1a830037220,NA,NA,NA,NA,NA,#530690116,Negro,"S,M,L,XL",Bell,Qualifier,Integral,NA,NA
1883, Casco Hjc Solid Mens Cl-17 Casco De Motocicleta ,752.533,NA,0,2,36 cuotas,NA,NA,Envío gratis a nivel nacional,NA,NA,NA,NA,https://perfil.mercadolibre.com.co/QUEEN.BEE.,https://articulo.mercadolibre.com.co/MCO-454698526-casco-hjc-solid-mens-cl-17-casco-de-motocicleta-_JM#position=31&type=item&tracking_id=7d551dbc-680c-4c41-9e2b-d1a830037220,NA,NA,NA,NA,NA,#454698526,NA,NA,HJC Helmets,Imppera,Integral,CL-17,NA
1884, Casco Ls2 Stream Omega De Motocicleta Cara ,695.533,NA,0,2,36 cuotas,NA,NA,Envío gratis a nivel nacional,NA,NA,NA,NA,https://perfil.mercadolibre.com.co/QUEEN.BEE.,https://articulo.mercadolibre.com.co/MCO-455019845-casco-ls2-stream-omega-de-motocicleta-cara-_JM#position=32&type=item&tracking_id=7d551dbc-680c-4c41-9e2b-d1a830037220,NA,NA,NA,NA,NA,#455019845,NA,NA,LS2 Helmets,Imppera,NA,NA,NA
1885, Casco Moto Integral Icon Rubatone Black Certificado- As ,569.99,NA,0,4,36 cuotas,NA,NA,Envío gratis a nivel nacional,NA,NA,NA,NA,https://perfil.mercadolibre.com.co/MOTTOMANIACOS2017,https://articulo.mercadolibre.com.co/MCO-467031666-casco-moto-integral-icon-rubatone-black-certificado-as-_JM?searchVariation=21899716795#position=33&type=item&tracking_id=7d551dbc-680c-4c41-9e2b-d1a830037220,NA,NA,NA,NA,NA,#467031666,Negro mate,S-M-L-XL,Icon,Airmada,Integral,Airmada,NA
1886, Visera De Casco De Motocicleta De 3/4 Cara 3 Snap Pieza De ,39.967,NA,0,5,12 cuotas,NA,NA,NA,NA,NA,NA,NA,https://perfil.mercadolibre.com.co/SUNTEKSTORECO,https://articulo.mercadolibre.com.co/MCO-469004385-visera-de-casco-de-motocicleta-de-34-cara-3-snap-pieza-de-_JM#position=34&type=item&tracking_id=7d551dbc-680c-4c41-9e2b-d1a830037220,NA,NA,NA,NA,NA,#469004385,NA,NA,NA,NA,NA,NA,NA
1887, Soporte Para Casco De Moto ,25,NA,4,5,36 cuotas,NA,NA,Envío gratis a nivel nacional,NA,NA,NA,NA,https://perfil.mercadolibre.com.co/FADA492667,https://click1.mercadolibre.com.co/mclics/clicks/external/MCO/count?a=Fb3%2FGLyP2JNak8cc6xA3ObNPrQHPAcjgYWPnmqzQNJBMHc4jn9zZNO7ez2xybMMKcQiRa5c%2F7YNUQsdiek5BxyCciw4UMy%2BURGAonUjOjvm0GHVGgo3HiRoZ6P8JhXdzXe4QVuZErSZL9ppUnaBU0QRAjBQIxKZNznfCs50RQTR%2F8seqE2xTmCl8g%2F9zsvtlMV4kYNdOpJg8cfWmJasqxMEdQDHmHZwhE%2Fh64lumOPmaYy8EQoip%2FJIIAt80sm%2FvQVrdrWVSGYgXjz8LIZ6dJcGBMyf1nJSL3G2l%2Fj%2BmAnK6FcjD8XzwJ%2FZCYJ0cyO5wCxvaH4NsmEkDvfwqRDwxw%2BSRGzRixVscn5KUe5xl0Oj61fUGs116asCHj%2BrkgH%2BG8tF%2FfMiOVi5rl4NiGBBHcz0xO5tmmrRQDhpA3GfasAJ0yqGAYCq6PlvgNQmEIplNu5GAvJ6YweTlRHYCL1xpnLUPDzseCNdZ9VuaESHYxvwGucfm2JFECVk11Sv7LsiHRWib1Kj2%2B%2BRjm8EdgCVnLB4v0w%2F4ijADk%2Bgsoost2msiZooeWO%2BziQ9GcmNaZ2PPnOcP6pjGt4SFkkIYWEpE%2FHgAZ1XBXaXuGC3Ec1%2FP0xQt9Kj3t1Tk4VDTl%2FrlNyZzcrdBFtoLHzuKJLL4eOVstyHicZfmTvs4lBHQ4eAe275y1iwH3slM5EJaBuNyBSyy%2FZG1oXYNOR7UFk5QNgNUyGiJyS3FkkX%2BO4Gc3H60Q4BEAt3k1t7WJ57qv8u8MfloJnFEUqG4Im63UZoFtCYvAvUWGUD36ru%2B9%2Bb%2FObGsmXW4D548gxGl9ddWBWcI%2F2SwoLNbbJW%2Fv8C9pbhQgBAmAPXvDEys2UuORq45VfTkX6NZ4BMyrEaOG7QDu%2BYVstxPcQx1GHJJKSaPnlp3XA3qU4t9oU7QwoItY5WX9iQqSekiXs%2FFbptbCgGSzQ5kTuv7LhaRY18kDEdmC8Zxb3qCPloUbIKsJ0ZqdsVoWo2dMOzpsC8fIDvYtbKJahEnObvyRGoUhL%2BNQRrw6vt7Iu8ZMjCN0jWb9JX7ntcMvRuneHqjooW%2Blbj3KVo3NQJhdnzTxlK1OdOXSuLMF9C1S55zlIfzhAQKMg4L9Fvyrjz02gTqRp%2BMcethZNKWctH5JIAuj8Nce%2FEjlWo7Mk3h34HkR3NO06umIN%2BWh72TqqhZ%2BPhe2P30WHYFSAwsl%2BPlqOXChXTa4HYvB8XsSk2esR%2FvOFxpJanHs1PKQpKXbYWHAsWMxyCLnBjT5MThfu4yCo7o%2BAU8vJqORutiBzPPCgO8d86dHM%2FhhOzZcMJRgvKq7RTYr0Cj%2BpD4ClbIxADdPxIeRn8zzOlnwg2eFNZ97QM8%2Ff9PznpgChGLED2fZXIWk5VRr%2BGssS4N3c%2FRJPJmuQdPHCDCQ0d%2FAHFD3sg4Mq3XqHxErnY6mwdapYtck5OU2hvNk3uUF6JgAy186%2F%2FXRSuqi4czk58fS6lz0v6pYjsxohUz1rkcTWwTcSuJgjrfJt18Pc27Y6wtsc9%2BbPxcrCHAX7M0pvgARpPaK4HrDHYYwvTYTPjiD3Yh%2BzRP8siNsX1WKlTLbYUGrzr%2BQbVjLWYE529za99tk7zvrf5bQ9NFMUTmwJh7%2FEzxEoo8xI7f5y2vp%2F7H7MNQRdIFmInyasXdDytVpBOuO%2FnIGDF2KDSZ7awOcY0sXt07eQ5QxtH3%2F4nM6D40pH4IEKqkAAtYBQl4CRJjWRgh%2BDTtsbk3AnoPhzS9KvkLRJerHvmRpYX2fqv%2FxDwNgFdfVkydDT%2B2%2FFZhd0OqNmlrA2p2LbBlXLnZkjGjBjBrV2PdaXqhfLZCVpamHUradNuZu5kNsUkn5Oq3rg6jp08HfJqHW6VJVl9V9yu%2FHwytCb7cmHKVoJnC%2BQHjf04T4Io%3D,NA,NA,NA,NA,NA,#509412648,,Two Wheels Designs,Two Wheels Designs,2019,NA,NA,NA
1888, Casco De Motocicleta Casquillo Sombrero De Motocross Mitad D ,24.893,NA,0,3,12 cuotas,NA,NA,NA,NA,NA,NA,NA,https://perfil.mercadolibre.com.co/SUNTEKSTORECO,https://articulo.mercadolibre.com.co/MCO-469007699-casco-de-motocicleta-casquillo-sombrero-de-motocross-mitad-d-_JM#position=36&type=item&tracking_id=7d551dbc-680c-4c41-9e2b-d1a830037220,NA,NA,NA,NA,NA,#469007699,NA,NA,NA,NA,NA,NA,NA
1889, Casco Mediano De Moto Ilm Con Visera Solar Integrada Hebilla ,324.9,NA,0,5,12 cuotas,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,https://perfil.mercadolibre.com.co/AKARGO+COLOMBIA,https://articulo.mercadolibre.com.co/MCO-471772365-casco-mediano-de-moto-ilm-con-visera-solar-integrada-hebilla-_JM#position=37&type=item&tracking_id=7d551dbc-680c-4c41-9e2b-d1a830037220,NA,NA,NA,NA,NA,#471772365,NA,NA,ILM,NA,Cross,NA,NA
1890, Casco Motocicleta Daytona German Básico Custom Novelty Cruce ,312.9,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://perfil.mercadolibre.com.co/LATINPORT,https://articulo.mercadolibre.com.co/MCO-472371825-casco-motocicleta-daytona-german-basico-custom-novelty-cruce-_JM#position=38&type=item&tracking_id=7d551dbc-680c-4c41-9e2b-d1a830037220,NA,NA,NA,NA,NA,#472371825,NA,NA,Daytona Helmets,NA,NA,NA,NA
1891, Casco Para Motocicleta Raider 24630mo14 Estampado De Roble I ,630.9,NA,0,12,12 cuotas,NA,NA,Envío gratis a nivel nacional,NA,NA,NA,NA,https://perfil.mercadolibre.com.co/LATINPORT,https://articulo.mercadolibre.com.co/MCO-472513082-casco-para-motocicleta-raider-24630mo14-estampado-de-roble-i-_JM#position=39&type=item&tracking_id=7d551dbc-680c-4c41-9e2b-d1a830037220,NA,NA,NA,NA,NA,#472513082,NA,NA,Raider,NA,NA,NA,NA
1892, Casco Ls2 Helmets Strobe Sólido Modular Motocicleta Con Prot ,1064.9,NA,0,12,12 cuotas,NA,NA,Envío gratis a nivel nacional,NA,NA,NA,NA,https://perfil.mercadolibre.com.co/LATINPORT,https://articulo.mercadolibre.com.co/MCO-472567725-casco-ls2-helmets-strobe-solido-modular-motocicleta-con-prot-_JM#position=40&type=item&tracking_id=7d551dbc-680c-4c41-9e2b-d1a830037220,NA,NA,NA,NA,NA,#472567725,NA,NA,LS2 Helmets,Strobe Solid,Cross,325,NA
1893, Casco Moto Hjc Sólido Adult Is33 Ii Crucero Negro Mate Grand ,1139.9,NA,0,12,12 cuotas,NA,NA,Envío gratis a nivel nacional,NA,NA,NA,NA,https://perfil.mercadolibre.com.co/LATINPORT,https://articulo.mercadolibre.com.co/MCO-472568118-casco-moto-hjc-solido-adult-is33-ii-crucero-negro-mate-grand-_JM#position=41&type=item&tracking_id=7d551dbc-680c-4c41-9e2b-d1a830037220,NA,NA,NA,NA,NA,#472568118,NA,NA,HJC,Solid,Abierto con Visera,IS-33 II,NA
1894, Hjc Sólido Mens Cl17 Casco Motocicleta Cara Completa Negro M ,830.9,NA,0,12,12 cuotas,NA,NA,Envío gratis a nivel nacional,NA,NA,NA,NA,https://perfil.mercadolibre.com.co/LATINPORT,https://articulo.mercadolibre.com.co/MCO-472631477-hjc-solido-mens-cl17-casco-motocicleta-cara-completa-negro-m-_JM#position=42&type=item&tracking_id=7d551dbc-680c-4c41-9e2b-d1a830037220,NA,NA,NA,NA,NA,#472631477,NA,NA,HJC Helmets,Solid,Cross,CL-17,NA
1895, Shoei Rf1200 Blanco Cara Completa Casco De La Motocicleta ,3197.9,NA,0,12,12 cuotas,NA,NA,Envío gratis a nivel nacional,NA,NA,NA,NA,https://perfil.mercadolibre.com.co/LATINPORT,https://articulo.mercadolibre.com.co/MCO-475669996-shoei-rf1200-blanco-cara-completa-casco-de-la-motocicleta-_JM#position=43&type=item&tracking_id=7d551dbc-680c-4c41-9e2b-d1a830037220,NA,NA,NA,NA,NA,#475669996,NA,NA,Shoei,RF-1200,Integral,NA,NA
1896, Casco Moto Integral Doble Certificado Shaft 520 + Obsequio ,229.9,NA,1,39,36 cuotas,NA,NA,Envío gratis a nivel nacional,NA,NA,NA,NA,https://perfil.mercadolibre.com.co/AFM.IV,https://articulo.mercadolibre.com.co/MCO-477318823-casco-moto-integral-doble-certificado-shaft-520-obsequio-_JM#position=44&type=item&tracking_id=7d551dbc-680c-4c41-9e2b-d1a830037220,NA,NA,NA,NA,NA,#477318823,"S,M,L,XL",,Shaft,520,Integral,NA,NA
1897, Casco Moto Doble Certificado Integral Shaft 520 + Obsequio ,229.9,NA,0,40,36 cuotas,NA,NA,Envío gratis a nivel nacional,NA,NA,NA,NA,https://perfil.mercadolibre.com.co/AFMMOTOS,https://articulo.mercadolibre.com.co/MCO-477318825-casco-moto-doble-certificado-integral-shaft-520-obsequio-_JM#position=45&type=item&tracking_id=7d551dbc-680c-4c41-9e2b-d1a830037220,NA,NA,NA,NA,NA,#477318825,"S,M,L,XL",,Shaft,520,Integral,NA,NA
1898, Cascos Ls2 Metro V3 Rapid Hi Viz Naranja Casco Para Motocicl ,1653.9,NA,0,12,12 cuotas,NA,NA,Envío gratis a nivel nacional,NA,NA,NA,NA,https://perfil.mercadolibre.com.co/LATINPORT,https://articulo.mercadolibre.com.co/MCO-477878382-cascos-ls2-metro-v3-rapid-hi-viz-naranja-casco-para-motocicl-_JM#position=46&type=item&tracking_id=7d551dbc-680c-4c41-9e2b-d1a830037220,NA,NA,NA,NA,NA,#477878382,NA,NA,LS2 Helmets,Rapid,Integral,Rapid,NA
1899, Casco De La Motocicleta Ls2 Helmets Strobe Zone Hiviz Yellow ,756.9,NA,0,12,12 cuotas,NA,NA,Envío gratis a nivel nacional,NA,NA,NA,NA,https://perfil.mercadolibre.com.co/LATINPORT,https://articulo.mercadolibre.com.co/MCO-477878398-casco-de-la-motocicleta-ls2-helmets-strobe-zone-hiviz-yellow-_JM#position=47&type=item&tracking_id=7d551dbc-680c-4c41-9e2b-d1a830037220,NA,NA,NA,NA,NA,#477878398,NA,NA,LS2 Helmets,Strobe Zone,Integral,325,NA
1900, Casco De Motocicleta De Estilo Fullface De Torc Unisexadult ,1621.9,NA,0,12,12 cuotas,NA,NA,Envío gratis a nivel nacional,NA,NA,NA,NA,https://perfil.mercadolibre.com.co/LATINPORT,https://articulo.mercadolibre.com.co/MCO-477879834-casco-de-motocicleta-de-estilo-fullface-de-torc-unisexadult-_JM#position=48&type=item&tracking_id=7d551dbc-680c-4c41-9e2b-d1a830037220,NA,NA,NA,NA,NA,#477879834,NA,NA,Torc,NA,NA,NA,NA
1901, Casco Para Motocicleta Scorpion Exor420 Fullface Solid Stree ,1230.9,NA,0,12,12 cuotas,NA,NA,Envío gratis a nivel nacional,NA,NA,NA,NA,https://perfil.mercadolibre.com.co/LATINPORT,https://articulo.mercadolibre.com.co/MCO-478367096-casco-para-motocicleta-scorpion-exor420-fullface-solid-stree-_JM#position=49&type=item&tracking_id=7d551dbc-680c-4c41-9e2b-d1a830037220,NA,NA,NA,NA,NA,#478367096,NA,NA,Scorpion,Solid,Integral,EXO-R420,NA
1902, Casco Atv Motocross Motocicleta Dot Aprobado ,429.533,NA,0,2,36 cuotas,NA,NA,Envío gratis a nivel nacional,NA,NA,NA,NA,https://perfil.mercadolibre.com.co/QUEEN.BEE.,https://articulo.mercadolibre.com.co/MCO-479741378-casco-atv-motocross-motocicleta-dot-aprobado-_JM#position=50&type=item&tracking_id=7d551dbc-680c-4c41-9e2b-d1a830037220,NA,NA,NA,NA,NA,#479741378,NA,NA,Yema,Imppera,Cross,NA,NA
1903, Calcomanía Tribal Del Casco De La Motocicleta De La Carrera ,80.9,NA,0,12,12 cuotas,NA,NA,Envío gratis a nivel nacional,NA,NA,NA,NA,https://perfil.mercadolibre.com.co/LATINPORT,https://articulo.mercadolibre.com.co/MCO-479978480-calcomania-tribal-del-casco-de-la-motocicleta-de-la-carrera-_JM#position=51&type=item&tracking_id=7d551dbc-680c-4c41-9e2b-d1a830037220,NA,NA,NA,NA,NA,#479978480,NA,NA,Decal Serpent,NA,NA,NA,Integral
1904, Casco De Motocicleta Ls2 Helmets Rebellion Unisex-adult H ,688.9,NA,0,NA,36 cuotas,NA,NA,Envío gratis a nivel nacional,NA,NA,NA,NA,https://perfil.mercadolibre.com.co/ITGLOBALSAS,https://articulo.mercadolibre.com.co/MCO-481173489-casco-de-motocicleta-ls2-helmets-rebellion-unisex-adult-h-_JM#position=52&type=item&tracking_id=7d551dbc-680c-4c41-9e2b-d1a830037220,NA,NA,NA,NA,NA,#481173489,NA,NA,LS2 Helmets,Rebellion,NA,590,Integral
1905, 2 X Vnetphone 2 Pcs V8 1200 M Waterroof Motocicleta Casco Bl ,1649.99,NA,0,12,36 cuotas,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,https://perfil.mercadolibre.com.co/AFICIONADOS+ALOSRELOJES,https://articulo.mercadolibre.com.co/MCO-481392971-2-x-vnetphone-2-pcs-v8-1200-m-waterroof-motocicleta-casco-bl-_JM#position=53&type=item&tracking_id=7d551dbc-680c-4c41-9e2b-d1a830037220,NA,NA,NA,NA,NA,#481392971,NA,NA,VNETPHONE,NA,NA,NA,NA
1906, Casco Para Motocicleta Fuera De Carretera Bell Symbol-9 F ,3317.9,NA,0,NA,36 cuotas,NA,NA,Envío gratis a nivel nacional,NA,NA,NA,NA,https://perfil.mercadolibre.com.co/ITGLOBALSAS,https://articulo.mercadolibre.com.co/MCO-483608959-casco-para-motocicleta-fuera-de-carretera-bell-symbol-9-f-_JM#position=1&type=item&tracking_id=4c078f5c-80b0-4ab0-8396-ab4677c26fb2,NA,NA,NA,NA,NA,#483608959,NA,NA,Bell,NA,NA,NA,Integral
1907, Casco Todoterreno Dot De Motocicleta Para Adultos - Mx Atv ,355.9,NA,0,99,12 cuotas,NA,NA,Envío gratis a nivel nacional,NA,NA,NA,NA,https://perfil.mercadolibre.com.co/JOSEANTONIOMOCLETON,https://articulo.mercadolibre.com.co/MCO-486037528-casco-todoterreno-dot-de-motocicleta-para-adultos-mx-atv-_JM#position=2&type=item&tracking_id=4c078f5c-80b0-4ab0-8396-ab4677c26fb2,NA,NA,NA,NA,NA,#486037528,NA,NA,MMG,NA,NA,NA,Cross
1908, Casco Moto Doble Certificado Integral Shaft 566 + Obsequio ,235.9,NA,0,40,36 cuotas,NA,NA,Envío gratis a nivel nacional,NA,NA,NA,NA,https://perfil.mercadolibre.com.co/AFM.IV,https://articulo.mercadolibre.com.co/MCO-486324279-casco-moto-doble-certificado-integral-shaft-566-obsequio-_JM#position=3&type=item&tracking_id=4c078f5c-80b0-4ab0-8396-ab4677c26fb2,NA,NA,NA,NA,NA,#486324279,"S,M,L,XL",,Shaft,PRO 566,Integral,NA,NA
1909, Casco Moto Integral Icon Dc18 - As ,749.99,NA,0,8,36 cuotas,NA,NA,Envío gratis a nivel nacional,NA,NA,NA,NA,https://perfil.mercadolibre.com.co/MOTTOMANIACOS2017,https://articulo.mercadolibre.com.co/MCO-487147756-casco-moto-integral-icon-dc18-as-_JM?searchVariation=28271028697#position=4&type=item&tracking_id=4c078f5c-80b0-4ab0-8396-ab4677c26fb2,NA,NA,NA,NA,NA,#487147756,Glory,"S,M,L,XL,XXL",Icon,Alliance,Integral,Alliance GT,NA
1910, Biltwell Inc Rover Retro Casco De La Motocicleta / Bolsa De ,343.054,NA,0,3,12 cuotas,NA,NA,Envío gratis a nivel nacional,NA,NA,NA,NA,https://perfil.mercadolibre.com.co/LIZETH.GUERRERO,https://articulo.mercadolibre.com.co/MCO-487198036-biltwell-inc-rover-retro-casco-de-la-motocicleta-bolsa-de-_JM#position=5&type=item&tracking_id=4c078f5c-80b0-4ab0-8396-ab4677c26fb2,NA,NA,NA,NA,NA,#487198036,NA,NA,Biltwell,NA,NA,NA,NA
1911, Ilm 8 Colores De Motocicleta Modular Abatible Casco Doble ,380.9,NA,0,NA,36 cuotas,NA,NA,Envío gratis a nivel nacional,NA,NA,NA,NA,https://perfil.mercadolibre.com.co/ITGLOBALSAS,https://articulo.mercadolibre.com.co/MCO-487393318-ilm-8-colores-de-motocicleta-modular-abatible-casco-doble-_JM#position=6&type=item&tracking_id=4c078f5c-80b0-4ab0-8396-ab4677c26fb2,NA,NA,NA,NA,NA,#487393318,NA,NA,ILM,NA,NA,NA,Rebatible
1912, Shoei Cortina De Barbilla X-twelve Casco De Moto De Carreras ,79.9,NA,0,99,12 cuotas,NA,NA,Envío gratis a nivel nacional,NA,NA,NA,NA,https://perfil.mercadolibre.com.co/JOSEANTONIOMOCLETON,https://articulo.mercadolibre.com.co/MCO-489816276-shoei-cortina-de-barbilla-x-twelve-casco-de-moto-de-carreras-_JM#position=7&type=item&tracking_id=4c078f5c-80b0-4ab0-8396-ab4677c26fb2,NA,NA,NA,NA,NA,#489816276,NA,NA,Shoei,NA,NA,NA,Integral
1913, Casco Para Motocicleta Dirt Bike Cs-mx 2 Sólido Adulto De ,538.9,NA,0,NA,36 cuotas,NA,NA,Envío gratis a nivel nacional,NA,NA,NA,NA,https://perfil.mercadolibre.com.co/AKAESCOLOMBIASAS,https://articulo.mercadolibre.com.co/MCO-490419043-casco-para-motocicleta-dirt-bike-cs-mx-2-solido-adulto-de-_JM#position=8&type=item&tracking_id=4c078f5c-80b0-4ab0-8396-ab4677c26fb2,NA,NA,NA,NA,NA,#490419043,NA,NA,HJC Helmets,Solid,Cross,CS-MX II,NA
1914," Casco De Moto De Cara Completa Hjc Cl-17 (negro Mate, Med ",762.9,NA,0,NA,36 cuotas,NA,NA,Envío gratis a nivel nacional,NA,NA,NA,NA,https://perfil.mercadolibre.com.co/AKAESCOLOMBIASAS,https://articulo.mercadolibre.com.co/MCO-491222911-casco-de-moto-de-cara-completa-hjc-cl-17-negro-mate-med-_JM#position=9&type=item&tracking_id=4c078f5c-80b0-4ab0-8396-ab4677c26fb2,NA,NA,NA,NA,NA,#491222911,NA,NA,HJC Helmets,NA,NA,NA,Integral
1915, Motocicleta Abierta De La Cara Del Casco De Fibra De Carb ,789.9,NA,0,NA,36 cuotas,NA,NA,Envío gratis a nivel nacional,NA,NA,NA,NA,https://perfil.mercadolibre.com.co/AKAESCOLOMBIASAS,https://articulo.mercadolibre.com.co/MCO-491236909-motocicleta-abierta-de-la-cara-del-casco-de-fibra-de-carb-_JM#position=10&type=item&tracking_id=4c078f5c-80b0-4ab0-8396-ab4677c26fb2,NA,NA,NA,NA,NA,#491236909,NA,NA,Yema,NA,NA,NA,NA
