search_position,name,curr_price,orig_price,num_sold,in_stock,num_installments,amt_installments,arrival_time,shipping,free_return,free_return_info,review_avg,num_reviews,seller_link,product_link,five_star,four_star,three_star,two_star,one_star,item_id,color,size,Marca,Linha,Modelo,Tipo de capacete,Tipo de visor,Materiais do interior,Materiais do exterior,Idade,Gênero,Peso,Tipo de fechamento,Usos recomendados
11, Capacete Moto Mixs Fokker Storm Fundo Preto Fosco Lançamento ,129,NA,"
			
				Novo
			
			
				
					 - 
				
				2221
				vendidos
			
		",(83 disponíveis),"
	
		
			
		
		12x 
		
			
				R$ 1242
		
		 sem juros
		
	

	
		",42,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,4.2,78,https://perfil.mercadolivre.com.br/KAZZU+COMERCIO,https://produto.mercadolivre.com.br/MLB-1133429702-capacete-moto-mixs-fokker-storm-fundo-preto-fosco-lancamento-_JM?searchVariation=29861517014#position=11&type=item&tracking_id=240bbc99-39c2-406d-be8f-e7bc5f1c5f26,44,14,13,3,4,#1133429702,"Vermelho,Amarelo,Azul,Azul-escuro,Cinza-claro,Laranja,Rosa,Verde,Vermelho","58,60",Mixs,Capacetes,MX2,Fechado,NA,NA,NA,NA,Unissex,NA,NA,NA
12, Capacete Moto Feminino Fechado Ebf Varias Cores E Tamanho ,133,NA,"
			
			
				
				928
				vendidos
			
		",(15 disponíveis),"
	
		
			
		
		12x 
		
			
				R$ 1116
		
		 sem juros
		
	

	
		",16,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,4.7,414,https://perfil.mercadolivre.com.br/QUALITY+SP?brandId=515,https://produto.mercadolivre.com.br/MLB-824544027-capacete-moto-feminino-fechado-ebf-varias-cores-e-tamanho-_JM#position=12&type=item&tracking_id=240bbc99-39c2-406d-be8f-e7bc5f1c5f26,328,60,15,8,3,#824544027,Branco e rosa,58,EBF,New Spark,New Spark Borboleta,Integral,Simple,NA,ABS,Adultos,Unissex,NA,NA,NA
13, Capacete Moto Protork Evolution 3g Noscity Preto Dourado Loi ,134,NA,"
			
				Novo
			
			
				
					 - 
				
				885
				vendidos
			
		",(136 disponíveis),"
	
		
			
		
		12x 
		
			
				R$ 1290
		
		 sem juros
		
	

	
		",90,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,4.5,82,https://perfil.mercadolivre.com.br/LOI+BRASIL,https://produto.mercadolivre.com.br/MLB-960763001-capacete-moto-protork-evolution-3g-noscity-preto-dourado-loi-_JM?searchVariation=25688881227#position=13&type=item&tracking_id=240bbc99-39c2-406d-be8f-e7bc5f1c5f26,53,19,6,3,1,#960763001,Preto,"56,58,60",Pro Tork,Capacetes,NOS Evolution,Integral,NA,camurça com alto nível de conforto e absorção;,Injetado em Polímero ABS de alto impacto virgem,Adultos,Unissex,1400 g,NA,NA
14, Capacete Axxis Snake Preto Vermelho Brilho Capacete Moto ,399,NA,"
			
				Novo
			
			
				
					 - 
				
				66
				vendidos
			
		",(8 disponíveis),"
	
		
			
		
		12x 
		
			
				R$ 3325
		
		 sem juros
		
	

	
		",25,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,4.8,4,https://perfil.mercadolivre.com.br/COMPETIZIONEMR,https://click1.mercadolivre.com.br/mclics/clicks/external/MLB/count?a=NlywspSAAoM3OS3HW8oRFFTggjZr1UgwBNAfwUZowHDfQghAnBFuMgQinCUxMVo%2FfLKwZEu8g4w%2BRWcYqRbSv04TJ1pnYOTKsNVJtHGNAThYVMyp%2FVY1eGozlIdv6mJ4JKX5M4TXQM5SrrnNhPQV8AZxhl8bvTf4pbBjCU0tMHj4iUSsjmA9pAx2vMIBN5LhU5SnJyRGM%2BQg1i%2BGftQ5J%2BbH0b%2BbeWxkMVp8G6sgY7Qw%2FeE0ti629Q%2BHROHhlLhNBo1vuueUNlhkj4iQ4EdouQPJcy3Ke%2BX8Thx2Mh9t0%2BGfnhlEMIIzgzWS0uhKHFEFaHl68P%2FhZC8W3FC1b9lhhgxIedjEKm0jjEhvmhb0PyBw2eDUrwEPktYej%2FJuF8eYk%2FAilaBlTQS1fMum5cvljwLP00oSdxc6TJQEqtAM50xKp04dr3vZ4F2WRXgwkSPOuWuOYWetuMp65ldhjNNUWCpr6fnwHArNmJW%2FjOWTnysJ0mHj04KI60eFH34TfwQ9KnwSyZE17QpufsQo4Dt29599tCHLuXaKLmI%2FxQxIMIGn6mJW2FXFApYBinbVgjcdGZKKwdzD4e3Ee5ZPEn%2FzDBKuvnF6UoF1XaaohINUW4%2FLTq9IY4o%2BSc7Ine2aE2DVnwUKjoiz%2Bh292rbUrFkTG7OgTMIL3Hwj%2BkFD%2B%2BwzZm0JntiaGfNZe%2BH%2FtWadS49C28bI%2BZkjjVCvs1yNkrT56KypivqWYdFHJKfYz6aAiHwnkrRnG3SwmWxS8q7uzkz%2BGLjDu6IrFt8hHFqych6SqfMVe4kS0hOSNsogQxz3icBICmWOL4PNWZJk%2FomHMeNLNk0iSbdP4HBsAMaAco0cE1raEe3ysgKbzTO3WaaITnZgZfa%2BysIRm%2BlAIMzF1Coi%2FU8C3t5a8UfT7BmQM3lOK%2FJW1onzSjBxgAMXSDQIt1Ci0%2BBDQuPS7I%2BZttfdLoUx5AEljbf%2FuHk5JcuSmsYqmJ0gP5WYuxvrO4HpRfQDhhLTFPHbKCqBNv9LvJzbEFQzDwc3InzLuoCyrkc%2BNQCV2p4yXabWdSEE2s2Yeak%2Bhx3eDkKA5P0WTycYCoaHCtP6c27DjDdqU9jWqkTlXI%2FftTasCAp2%2FN%2FELJOOflUzJi1DnRIJqIgchq3W8nduKaQYDyYxDnV06l2vt1IoEcSAvYGr6mAti7uFqFZu2YB6KWuMbMTyMaUl1k25uvj2xwVHkl91AilErVGSsZHQ5StNxRI43qD9%2FwtVN4%2FnzBEqWENhazSWBog1J7DsaRx04gqDbITrEHrHzjMfDP3TM%2FYciFZ3KNAbxkr2%2FNNSRsdWnuGpAdB6Pf3GKUiy9zTuxEE%2FRoFMyccBEH%2FZJP4749q5VW9OP3i8aYTfhMLdon5NZdhDMZbDpMBWiSsqis7oMFTbzCltJE8pVUVbFioLPGLYXZE2mYFgeGJqP4vaaRcstIwFQMixV1D7R%2B5FMsT6IMeAqWQjtWfwU5EdzYU8luGUETBpV7y0vhnbEgHTTaDhfKk0DgtVnSX%2BdiNwAdXOyL%2FQO2xTVJF8mhWh6S7kz5bYqP5gVUd5Sk1f822gO6lSBqVo%2B9SM1Tsu30qdzFyEIxgO4wlY8P6XHKldgJzIn4%2F67BiITghetNzYzPRHd8HGQEx3zqjiqutRgipSnGfHuLk2Hy2ucs7bPXp3zrT%2Fz0ru8u4NtsP7hchUABvBOskM0ag3HGW%2FSeYqR165g3qGdBlazNvwYyQuqLn2YmfCexgQAtNcYjyvHR570LdwcbvSxH7V3qu60WW6Nsv3uebyWC2VGIYN5hU4vlKoA3b0IeTIcME86Jr%2BjOZVYd591Nn8UsKHr%2FTPy0vaWuEAbWCi4lapYnGRMt9r5T76nIehrzL5xZeaTTtb1NfRyc2TkmSER5EhtmKXhfXnzYzDdrFgp0CUPcLem1Lm4fpER6CS7I4nRqy7wa12sjNfDbAmK3LXbeK3TPfU2k6oN3IfBdFwrVSox%2Futd0M9grRnKLrQHtzf2PhdvRQ%3D,3,1,0,0,0,#799776132,Preto,"56,58,60,62",Axxis,Axxis,Eagle Snake,Integral,Simple,NA,ABS,Adultos,Unissex,NA,NA,NA
15, Capacete Sport Moto 788 Automatico Pro Tork San Marino ,75,NA,"
			
				Novo
			
			
				
					 - 
				
				1947
				vendidos
			
		",(20 disponíveis),"
	
		
			
		
		12x 
		
			
				R$ 717
		
		 sem juros
		
	

	
		",17,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,4.3,48,https://perfil.mercadolivre.com.br/VEGASMIX,https://produto.mercadolivre.com.br/MLB-1052195678-capacete-sport-moto-788-automatico-pro-tork-san-marino-_JM?searchVariation=24813044366#position=15&type=item&tracking_id=240bbc99-39c2-406d-be8f-e7bc5f1c5f26,31,6,8,1,2,#1052195678,Azul,"56,58,60",Pro Tork,CAPACETE,Sport Moto 788,Integral,NA,NA,ABS,NA,NA,1.04 g,NA,NA
16, Capacete Aberto New Liberty 3 Moto Motociclista Promoção ,60,NA,"
			
				Novo
			
			
				
					 - 
				
				711
				vendidos
			
		",(2978 disponíveis),"
	
		
			
		
		12x 
		
			
				R$ 573
		
		 sem juros
		
	

	
		",73,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,4.6,1051,https://perfil.mercadolivre.com.br/CIADAMOTO1,https://produto.mercadolivre.com.br/MLB-1167358616-capacete-aberto-new-liberty-3-moto-motociclista-promoco-_JM?searchVariation=37125151127#position=16&type=item&tracking_id=240bbc99-39c2-406d-be8f-e7bc5f1c5f26,749,206,70,14,12,#1167358616,Prreto Brillante,"56,58,60",Pro Tork,New Liberty,New Liberty Three,Aberto com Viseira,Simple,Poliestireno,ABS,Adultos,Unissex,NA,NA,Urbano
17, Capacete Moto Pro Tork R8 Fechado ,104,NA,"
			
			
				
				4896
				vendidos
			
		",(2700 disponíveis),"
	
		
			
		
		12x 
		
			
				R$ 867
		
		 sem juros
		
	

	
		",67,NA,Envio para todo o país,NA,NA,4.4,2233,https://perfil.mercadolivre.com.br/SPORTBAY?brandId=721,https://produto.mercadolivre.com.br/MLB-781215610-capacete-moto-pro-tork-r8-fechado-_JM?searchVariation=17279219016#position=17&type=item&tracking_id=240bbc99-39c2-406d-be8f-e7bc5f1c5f26,1488,418,186,69,72,#781215610,"Verde,Amarelo,Azul,Azul-claro,Laranja,Prateado,Rosa,Verde,Vermelho","56,58,60",Pro Tork,Capacetes,R8,Integral,Simple,EPS,ABS,Adultos,Unissex,NA,NA,NA
18, Capacete Protork Coquinho Moto Custom Couro Boulevard Harley ,60,NA,"
			
				Novo
			
			
				
					 - 
				
				598
				vendidos
			
		",(78 disponíveis),"
	
		
			
		
		12x 
		
			
				R$ 573
		
		 sem juros
		
	

	
		",73,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,4.2,44,https://perfil.mercadolivre.com.br/BEE-STORE,https://produto.mercadolivre.com.br/MLB-852374852-capacete-protork-coquinho-moto-custom-couro-boulevard-harley-_JM?searchVariation=22590316605#position=18&type=item&tracking_id=240bbc99-39c2-406d-be8f-e7bc5f1c5f26,23,11,6,2,2,#852374852,Preto,Grande/58cm,Pro Tork,Custom,Coquinho,Aberto,NA,NA,Revestimento em Napa,Adultos,Unissex,NA,NA,NA
19, Capacete Moto Aberto Pro Tork New Liberty 3 Three ,55,NA,"
			
				Novo
			
			
				
					 - 
				
				680
				vendidos
			
		",(55 disponíveis),"
	
		
			
		
		10x 
		
			
				R$ 625
		
		 sem juros
		
	

	
		",25,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,4.6,1051,https://perfil.mercadolivre.com.br/KAZZU+COMERCIO,https://produto.mercadolivre.com.br/MLB-1190902717-capacete-moto-aberto-pro-tork-new-liberty-3-three-_JM?searchVariation=37973983683#position=19&type=item&tracking_id=240bbc99-39c2-406d-be8f-e7bc5f1c5f26,749,206,70,14,12,#1190902717,Preto,"56,58,60",Pro Tork,NA,New Liberty Three,Aberto com Viseira,Simple,Nylon,ABS,Adultos,Unissex,NA,Micrométrico,Urbano
20, Capacete Moto Axxis Skull Caveira Fosco + Viseira Extra ,478,NA,"
			
				Novo
			
			
				
					 - 
				
				47
				vendidos
			
		",(27 disponíveis),"
	
		
			
		
		12x 
		
			
				R$ 3983
		
		 sem juros
		
	

	
		",83,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,5.0,1,https://perfil.mercadolivre.com.br/COMPETIZIONEMR,https://click1.mercadolivre.com.br/mclics/clicks/external/MLB/count?a=3gpqNTdFTXNVjY83MHAe18QD413Q%2F5GmCNEjk%2FYlGwEzhUX7Ude8F53%2BnV28NaGWlt8ji7BMDzEOwpWQ6hP1zFeQmHXsupl3Cc2D1DkhMDT8qdUkzrcGhvehqrGKYijY3DAmQdDVir7qsfGWlC8Q%2BOggsgTnHBY3LcDPU2uAXDSC9j7Mk8HaftCXR7oMNW5eKFlFuzifmz0%2BEEtKGNSYYU67mbg%2Bnqc63EL9sgWvbuKEoTt8kIGsMNswo6MzMkOXoTW%2F3yRNG8Ktns9t4X2PESwVbUwCNG7RedTfcHMajhzvIJDtD6rjNaqe%2F7JJqA3d4wQAPFcUVYL3YJbL3IZyEL2OcYgH3SevHVIm%2FI55lXypombCG%2FbtL2ahtZhNusPtfp1wwgw%2BGnIZivcIebJybYkKR56gWgRrHbQS0dKUXU30272RNGVJ7uGZGHDV8T0ZhTH6rg821icLFz99HwCqIQYIWPuma3FVE95c95kCs5YanQpD9mQKJSJYncWd3bd1BxNyS15O590mKCWAmwVWGcIsXwliwwi82StWlSDHG4GFMFAm%2FwHu7oNAX86X8uMhnV6j3bo5Xir3dMVjihWKhVNZx0lctV9pE2oG6ZjKiDHWXw8wwOssfC%2FVG7lOqaeXnA5cIE6y9%2FutXYD3FjK6n%2BdmyqiwV8AaI6C3Vmtvs%2BFDpBhwZcB1D8FCEo%2BzV3yL7YPtRth6Y3kJ7qJjc0UylhXANojAN012LcOf14XdMkd5TNFNc0OWZEs%2BPCLZWTQ7jJbQOM0jF1aSD4bLi4n%2FCNRjl7gj44M7Mb7VRunbJkzeLgGUNOoOC97jKMK9P2e6ZwetAxF7VcNpS1w5VbNQB%2BPZuRjITSp4mr7A9Ob8CYyEeFkFz2mInIIsztHG3Wi9vdzvKZapX0hyvcKCjPr8zpiZ6Dq8MxVCknDImQaMQbf9n3301KlpKHCsev%2FSJwOE1%2B8iQmE8GkceBmTKsuCJEQb4JBWWqSmINcYMc%2Bs%2FY9rZFNY9OzfzJqloLvSre8tyOJWii8Zv6OGmr9u9CfFB88TN0Fx65dxOFkAT%2FTLC4osf%2BQPHc6HFqZIN3huW0UUhhORo5RLFjY%2Fe%2F5%2Bq0rty2I74CnZB7Y9Ur1ySVwVzVedA%2BrlLOdwv01rMnRFsFmxXbmljWo9uqERMsgRAlN%2FZsA%2FdrBramQIpT9WKXZ0GoLRrD8db%2BUet7xexIzWrGGE2pBzjeEWgpk0GW%2BA29z1hEhdb02o%2Fc41hISQKzk0THcTkNqUPUlk9DXxAmoDF6n5dCUhHdc%2FxcOSWvBO1MUuiUYXhj3ZygeZuEVaWO9LxGdEYupna6nLqTRa0LU3lhgw4IrfgaSjTNDwrMn4qRZvMkAkw9FfnOpk3b%2FxWDysuSXC6OvAU1gK4sTY8tLYe0PtgrA8hT6PQRZarPpsbxOu3b9ALB9NFVuI8NzeHILXFixAX8gT0ZFXuSztSN%2F6tU6ApuqjHXa9r4n6Nqtih2wArMfCqzmGa3BUoHmTOwsVNboUr%2BQhBmYbmm8zVV7KJ78FcXwWRj4s%2B1ZpYuCqjCnRc0gU7evQ%2Fhp%2FxMOB%2FU2fXX%2B%2BjdPZes7UwKUGmawLAUk2b%2FO01GQFpya18ogy%2FkuyFZApMm9eEYcvxuQoRlqTVZF1CzAiMJSYym5DP%2FMkmtrvwnfo2dJrCHpbYcXJg1%2F2qkj35kfodUjTfOocZE6Ql6O8MHDhkJD%2Fc1K4RRf%2FBkEUwYQZ26t3scuc4ipAiD6tXrScqQXj2EZkX9RJJD9GmBIqOICqNmWbIUHKV4zBLX1dd0rELrVbbtAbRdwKXi8ermjxc6FHNWpRNERLPp4qCZUUHHIeNNE8aKc6z00JNcx3QP%2F3Vu9NTrX5CUQwBKQIv9iYCGcY7S6raGpVyp255LEYI3s8Kcqrcd8knfyY4%2BAmmZXhiXU0JTAAEhAWo%2FcCgd33LnQudA4H%2BjEoRTQEgYR%2FeKtvAweZ0a%2FzrmGtM%2FkQ%2FMDRGE%2By9cvm%2FSLPmAjqKdPu%2Bvw%3D%3D,NA,NA,NA,NA,NA,#1176265589,Preto,"56,58,60,62",Axxis,NA,Skull,Integral,Simple,NA,ABS,Adultos,Unissex,NA,NA,NA
21, Capacete Moto Fechado R8 Viseira Fumê Pro Tork Rosa ,98,NA,"
			
			
				
				457
				vendidos
			
		",(1489 disponíveis),"
	
		
			
		
		12x 
		
			
				R$ 824
		
		 sem juros
		
	

	
		",24,NA,Envio para todo o país,NA,NA,4.4,2233,https://perfil.mercadolivre.com.br/SPORTBAY?brandId=721,https://produto.mercadolivre.com.br/MLB-1108206634-capacete-moto-fechado-r8-viseira-fum-pro-tork-rosa-_JM?searchVariation=27938281942#position=21&type=item&tracking_id=240bbc99-39c2-406d-be8f-e7bc5f1c5f26,1488,418,186,69,72,#1108206634,"Rosa,Amarelo,Azul,Azul-claro,Laranja,Plata,Rosa,Verde,Vermelho","56,58,60",Pro Tork,R8,R8,Integral,Simple,EPS,ABS,Adultos,Unissex,NA,NA,NA
22, Capacete Moto Pro Tork Evolution G4 Las Vegas + Viseira Extr ,154,NA,"
			
				Novo
			
			
				
					 - 
				
				812
				vendidos
			
		",(2371 disponíveis),"
	
		
			
		
		12x 
		
			
				R$ 1292
		
		 sem juros
		
	

	
		",92,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,4.7,335,https://perfil.mercadolivre.com.br/ALECARSHOP,https://produto.mercadolivre.com.br/MLB-984292838-capacete-moto-pro-tork-evolution-g4-las-vegas-viseira-extr-_JM?searchVariation=21128485402#position=22&type=item&tracking_id=240bbc99-39c2-406d-be8f-e7bc5f1c5f26,259,52,14,3,7,#984292838,Branco,"56,58,60",Pro Tork,Masculino,Evolution las Vegas,Integral,NA,NA,ABS,NA,NA,NA,NA,NA
23, Capacete Street Sport Moto For Girls Pro Tork Feminino ,75,NA,"
			
				Novo
			
			
				
					 - 
				
				927
				vendidos
			
		",(6 disponíveis),"
	
		
			
		
		12x 
		
			
				R$ 717
		
		 sem juros
		
	

	
		",17,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,4.4,1581,https://perfil.mercadolivre.com.br/VEGASMIX,https://produto.mercadolivre.com.br/MLB-1051226842-capacete-street-sport-moto-for-girls-pro-tork-feminino-_JM?searchVariation=24768784773#position=23&type=item&tracking_id=240bbc99-39c2-406d-be8f-e7bc5f1c5f26,979,347,149,57,49,#1051226842,Preto,"56,58,60",Pro Tork,CAPACETE,Sport Moto,Integral,NA,NA,ABS,NA,NA,NA,NA,NA
24, Capacete Moto Fechado Protork R8 +viseira Fume+ #balaclava ,132,NA,"
			
				Novo
			
			
				
					 - 
				
				1190
				vendidos
			
		",(1263 disponíveis),"
	
		
			
		
		12x 
		
			
				R$ 1271
		
		 sem juros
		
	

	
		",71,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,4.4,2233,https://perfil.mercadolivre.com.br/PISTAMOTO,https://produto.mercadolivre.com.br/MLB-1077714424-capacete-moto-fechado-protork-r8-viseira-fume-balaclava-_JM?searchVariation=26160059577#position=24&type=item&tracking_id=240bbc99-39c2-406d-be8f-e7bc5f1c5f26,1488,418,186,69,72,#1077714424,"Vermelho,Amarelo,Azul-claro,Azul-escuro,Laranja,Prateado,Rosa,Verde,Vermelho","56,58,60",Pro Tork,Capacetes,R8,Integral,NA,NA,NA,NA,NA,NA,NA,NA
25, Capacete Moto Axxis By Mt Skull Caveira Preto Fosco ,399,NA,"
			
				Novo
			
			
				
					 - 
				
				219
				vendidos
			
		",(20 disponíveis),"
	
		
			
		
		12x 
		
			
				R$ 3325
		
		 sem juros
		
	

	
		",25,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,4.8,21,https://perfil.mercadolivre.com.br/COMPETIZIONEMR,https://produto.mercadolivre.com.br/MLB-702919658-capacete-moto-axxis-by-mt-skull-caveira-preto-fosco-_JM?searchVariation=32770177127#position=25&type=item&tracking_id=240bbc99-39c2-406d-be8f-e7bc5f1c5f26,18,2,1,0,0,#702919658,Preto - Skull Fosco,"56,58,60,62",Axxis,Axxis,Eagle,Integral,Simple,NA,ABS,Adultos,Unissex,1430 g,Micrométrico,NA
26, Capacete Moto Infantil Pro Tork Liberty 4 Kids Girls 54 Rosa ,62,NA,"
			
				Novo
			
			
				
					 - 
				
				146
				vendidos
			
		",(160 disponíveis),"
	
		
			
		
		12x 
		
			
				R$ 524
		
		 sem juros
		
	

	
		",24,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,4.5,339,https://perfil.mercadolivre.com.br/DEAMOTOPE%C3%87AS+BSB-DF,https://produto.mercadolivre.com.br/MLB-1249960652-capacete-moto-infantil-pro-tork-liberty-4-kids-girls-54-rosa-_JM?searchVariation=38673058235#position=26&type=item&tracking_id=240bbc99-39c2-406d-be8f-e7bc5f1c5f26,226,74,26,4,9,#1249960652,Rosa,54,Pro Tork,NA,Liberty Four,Integral,Simple,Forro antialérgico,ABS,Crianças,Feminino,NA,NA,NA
27, Capacete Pro Tork New Liberty Three 3 Moto Motoqueiro Motobo ,65,NA,"
			
				Novo
			
			
				
					 - 
				
				433
				vendidos
			
		",(101 disponíveis),"
	
		
			
		
		12x 
		
			
				R$ 621
		
		 sem juros
		
	

	
		",21,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,4.6,1478,https://perfil.mercadolivre.com.br/CMC+RIDERS,https://produto.mercadolivre.com.br/MLB-1130342691-capacete-pro-tork-new-liberty-three-3-moto-motoqueiro-motobo-_JM?searchVariation=29629708493#position=27&type=item&tracking_id=240bbc99-39c2-406d-be8f-e7bc5f1c5f26,1106,254,88,12,18,#1130342691,"Preto-fosco,Azul,Branco,Prata,Preto,Preto-fosco,Rosa,Vermelho","56,58,60",Pro Tork,CAPACETE,New Liberty 3,Cross,NA,NA,NA,NA,NA,NA,NA,NA
28, Capacete Moto Feminino Pro Tork 788 Preto Fosco Rosa ,139,NA,"
			
				Novo
			
			
				
					 - 
				
				1287
				vendidos
			
		",(41 disponíveis),"
	
		
			
		
		12x 
		
			
				R$ 1166
		
		 sem juros
		
	

	
		",66,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,4.6,67,https://perfil.mercadolivre.com.br/KAZZU+COMERCIO,https://produto.mercadolivre.com.br/MLB-976930467-capacete-moto-feminino-pro-tork-788-preto-fosco-rosa-_JM?searchVariation=20790341181#position=28&type=item&tracking_id=240bbc99-39c2-406d-be8f-e7bc5f1c5f26,50,13,2,1,1,#976930467,"Rosa,Amarelo,Azul,Cinza,Laranja,Rosa,Rosa-escuro,Vermelho","58,60",Pro Tork,Evolution G6,Pro Neon,Integral,Simple,Nylon,ABS,Adultos,Unissex,NA,NA,NA
29, Capacete Moto Ebf Feminino Cross Fechado Varias Cores E Tamx ,169,NA,"
			
			
				
				245
				vendidos
			
		",(33 disponíveis),"
	
		
			
		
		12x 
		
			
				R$ 1416
		
		 sem juros
		
	

	
		",16,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,4.7,60,https://perfil.mercadolivre.com.br/QUALITY+SP?brandId=515,https://produto.mercadolivre.com.br/MLB-854437166-capacete-moto-ebf-feminino-cross-fechado-varias-cores-e-tamx-_JM?searchVariation=25530772440#position=29&type=item&tracking_id=240bbc99-39c2-406d-be8f-e7bc5f1c5f26,49,6,4,0,1,#854437166,Preto - Rosa,"56,58,60",EBF,Motard,Motard Fada,Integral,Simple,NA,ABS,Adultos,Feminino,NA,NA,NA
30, Capacete Moto Cross Pro Tork Preto Mxpro Trilha + Óculos 788 ,159,NA,"
			
				Novo
			
			
				
					 - 
				
				259
				vendidos
			
		",(92 disponíveis),"
	
		
			
		
		12x 
		
			
				R$ 1529
		
		 sem juros
		
	

	
		",29,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,4.6,248,https://perfil.mercadolivre.com.br/EMPORIUM+LIVRE,https://produto.mercadolivre.com.br/MLB-1193560008-capacete-moto-cross-pro-tork-preto-mxpro-trilha-oculos-788-_JM?searchVariation=34009613384#position=30&type=item&tracking_id=240bbc99-39c2-406d-be8f-e7bc5f1c5f26,181,45,15,2,5,#1193560008,Preto,"58,60",Pro Tork,NA,Libety Mx Cross,Cross,NA,NA,ABS,Adultos,Unissex,NA,NA,NA
31, Capacete Sm Moto Pro Tork Sport Moto 788 Marino Automático ,59,NA,"
			
				Novo
			
			
				
					 - 
				
				535
				vendidos
			
		",(71 disponíveis),"
	
		
			
		
		10x 
		
			
				R$ 682
		
		 sem juros
		
	

	
		",82,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,4.4,822,https://perfil.mercadolivre.com.br/FGOLDSHOP,https://produto.mercadolivre.com.br/MLB-1008373865-capacete-sm-moto-pro-tork-sport-moto-788-marino-automatico-_JM?searchVariation=22726180496#position=31&type=item&tracking_id=240bbc99-39c2-406d-be8f-e7bc5f1c5f26,495,193,90,24,20,#1008373865,Vermelho,"56,58,60",Pro Tork,SPORT MOTO,788,Integral,NA,NA,ABS,NA,NA,1.04 g,NA,NA
32, Capacete Moto Protork R8 Fechado Viseira Espelhada Loi ,120,NA,"
			
				Novo
			
			
				
					 - 
				
				191
				vendidos
			
		",(35 disponíveis),"
	
		
			
		
		12x 
		
			
				R$ 1147
		
		 sem juros
		
	

	
		",47,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,4.4,2233,https://perfil.mercadolivre.com.br/LOI+BRASIL,https://produto.mercadolivre.com.br/MLB-1162752461-capacete-moto-protork-r8-fechado-viseira-espelhada-loi-_JM?searchVariation=31714359831#position=32&type=item&tracking_id=240bbc99-39c2-406d-be8f-e7bc5f1c5f26,1488,418,186,69,72,#1162752461,Prata,"58,60",Pro Tork,R8,R8,Integral,NA,injetado em polímero abs de alto impacto virgem,"espumas de memória para melhor absorção de impacto e conforto, tecidos nylon em pluma anti alérgicos e com alta resistência abrasiva",Adultos,Unissex,1.27 kg,Micrométrico,Urbano
33, Capacete Moto Fechado Protork R8 Integral C/ Viseira Iridium ,103,NA,"
			
				Novo
			
			
				
					 - 
				
				381
				vendidos
			
		",(1245 disponíveis),"
	
		
			
		
		12x 
		
			
				R$ 993
		
		 sem juros
		
	

	
		",93,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,4.4,2233,https://perfil.mercadolivre.com.br/ALECARSHOP,https://produto.mercadolivre.com.br/MLB-1147317465-capacete-moto-fechado-protork-r8-integral-c-viseira-iridium-_JM?searchVariation=30661951867#position=33&type=item&tracking_id=240bbc99-39c2-406d-be8f-e7bc5f1c5f26,1488,418,186,69,72,#1147317465,"Azul-escuro,Amarelo,Azul-claro,Azul-escuro,Laranja,Prateado,Rosa,Verde,Vermelho","56,58,60",Pro Tork,R8,R8,Integral,NA,NA,NA,NA,NA,1200 g,NA,NA
34, Capacete Moto Aberto New Liberty 3 Pro Tork ,59,NA,"
			
			
				
				1117
				vendidos
			
		",(2486 disponíveis),"
	
		
			
		
		10x 
		
			
				R$ 590
		
		 sem juros
		
	

	
		",90,NA,Envio para todo o país,NA,NA,4.6,1478,https://perfil.mercadolivre.com.br/SPORTBAY?brandId=721,https://produto.mercadolivre.com.br/MLB-836050871-capacete-moto-aberto-new-liberty-3-pro-tork-_JM?searchVariation=15942556351#position=34&type=item&tracking_id=240bbc99-39c2-406d-be8f-e7bc5f1c5f26,1106,254,88,12,18,#836050871,"Vermelho,Amarelo,Azul,Branco,Prateado,Preto,Rosa,Vermelho","56,58,60",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
