search_position,name,curr_price,orig_price,num_sold,in_stock,num_installments,amt_installments,arrival_time,shipping,free_return,free_return_info,review_avg,num_reviews,seller_link,product_link,five_star,four_star,three_star,two_star,one_star,item_id,color,size,Marca,Linha,Modelo,Tipo de capacete,Tipo de visor,Materiais do interior,Materiais do exterior,Idade,Gênero,Peso,Tipo de fechamento,Usos recomendados
1194, Capacete Bell Moto-9 Yellow Camo Tri-composto ,699,NA,"
			
				Novo
			
			
				
					 - 
				
				2
				vendidos
			
		",(10 disponíveis),"
	
		
			
		
		12x 
		
			
				R$ 5825
		
		 sem juros
		
	

	
		",25,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,NA,NA,https://perfil.mercadolivre.com.br/STARRACER+OUTLET,https://produto.mercadolivre.com.br/MLB-1199348340-capacete-bell-moto-9-yellow-camo-tri-composto-_JM#position=34&type=item&tracking_id=60da5ee2-d723-4307-a147-3891b9a446ca,NA,NA,NA,NA,NA,#1199348340,Yellow camo,"56,61",Bell,NA,Moto-9,Cross,NA,NA,NA,NA,NA,NA,NA,NA
1195, Capacete Moto Feminino Ebf Super Motard Fada Preto E Rosa ,179,NA,"
			
				Novo
			
			
				
					 - 
				
				37
				vendidos
			
		",(2 disponíveis),"
	
		
			
		
		12x 
		
			
				R$ 1719
		
		 sem juros
		
	

	
		",19,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,4.7,40,https://perfil.mercadolivre.com.br/DRAGON+RACING,https://produto.mercadolivre.com.br/MLB-802802471-capacete-moto-feminino-ebf-super-motard-fada-preto-e-rosa-_JM#position=35&type=item&tracking_id=60da5ee2-d723-4307-a147-3891b9a446ca,30,7,1,1,0,#802802471,Preto - rosa,60,EBF,Super Motard,Fada,Cross,Simple,Resina termoplástica,ABS,Adultos,Feminino,1500 g,Micrométrico,Urbana
1196, Capacete Moto Esportivo Inmetro Várias Cores ,99,NA,"
			
			
				
				43
				vendidos
			
		",(13 disponíveis),"
	
		
			
		
		12x 
		
			
				R$ 955
		
		 sem juros
		
	

	
		",55,NA,Envio para todo o país,NA,NA,4.0,3,https://perfil.mercadolivre.com.br/S%C3%83O+PAULO+AUTO+PE%C3%87AS?brandId=1453,https://produto.mercadolivre.com.br/MLB-1014875031-capacete-moto-esportivo-inmetro-varias-cores-_JM#position=36&type=item&tracking_id=60da5ee2-d723-4307-a147-3891b9a446ca,1,1,1,0,0,#1014875031,"Branco/Verm,Azul-fosco,Branco/Rosa,Branco/Verm,Prata,Preto Brilhante/ Amar.,Preto Brilhante/ Verm.,Preto Fosco/Larj,Rosa","56,58,60",LS2,Premium+,GT Limited,Integral,NA, ,ABS,NA,NA,NA, , 
1197, Capacete Trilha Moto Cross Off Road Th1 Jett Evolution Fosco ,295,NA,"
			
				Novo
			
			
				
					 - 
				
				7
				vendidos
			
		",(143 disponíveis),"
	
		
			
		
		12x 
		
			
				R$ 2458
		
		 sem juros
		
	

	
		",58,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,NA,NA,https://perfil.mercadolivre.com.br/MHF+CAPACETES,https://produto.mercadolivre.com.br/MLB-1114978884-capacete-trilha-moto-cross-off-road-th1-jett-evolution-fosco-_JM#position=37&type=item&tracking_id=60da5ee2-d723-4307-a147-3891b9a446ca,NA,NA,NA,NA,NA,#1114978884,Preto,"56,58,60",Pro Tork,Capacete,Th1 Evolution,Cross,NA,Não se aplica,ABS,Adultos,Unissex,1.9 kg,NA,NA
1198, Capacete Int Protork R8 Moto Fechado Azul+ Viseira Camaleão ,114,NA,"
			
				Novo
			
			
				
					 - 
				
				5
				vendidos
			
		",(2996 disponíveis),"
	
		
			
		
		12x 
		
			
				R$ 1099
		
		 sem juros
		
	

	
		",99,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,4.4,2233,https://perfil.mercadolivre.com.br/CALIL+STORE,https://produto.mercadolivre.com.br/MLB-1157024086-capacete-int-protork-r8-moto-fechado-azul-viseira-camaleo-_JM#position=38&type=item&tracking_id=60da5ee2-d723-4307-a147-3891b9a446ca,1488,418,186,69,72,#1157024086,Azul-claro,"56,58,60",Pro Tork,R8,R8,Integral,Simple,Poliestireno,ABS,NA,NA,1200 g,Micrométrico,Urbano
1199, Capacete Moto Fechado Ebf Super Motard Fada Branco E Rosa ,189,NA,"
			
				Novo
			
			
				
					 - 
				
				49
				vendidos
			
		",(2 disponíveis),"
	
		
			
		
		12x 
		
			
				R$ 1816
		
		 sem juros
		
	

	
		",16,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,4.6,8,https://perfil.mercadolivre.com.br/DRAGON+RACING,https://produto.mercadolivre.com.br/MLB-787269989-capacete-moto-fechado-ebf-super-motard-fada-branco-e-rosa-_JM#position=39&type=item&tracking_id=60da5ee2-d723-4307-a147-3891b9a446ca,6,1,1,0,0,#787269989,Branco - Rosa,60,EBF,Super Motard,Fada,Cross,Simple,Resina termoplástica,ABS,Adultos,Feminino,NA,NA,NA
1200, Capacete Motocross Trilha Helt Cross Vision Red Vermelho ,335,NA,"
			
				Novo
			
			
				
					 - 
				
				7
				vendidos
			
		",(1 disponíveis),"
	
		
			
		
		12x 
		
			
				R$ 2792
		
		 sem juros
		
	

	
		",92,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,4.9,462,https://perfil.mercadolivre.com.br/ATACADO+MFE,https://produto.mercadolivre.com.br/MLB-1081221668-capacete-motocross-trilha-helt-cross-vision-red-vermelho-_JM#position=40&type=item&tracking_id=60da5ee2-d723-4307-a147-3891b9a446ca,410,48,1,2,1,#1081221668,Vermelho,56,Helt,Moto Cross. Off-Road,630 Cross Vision Red,Cross,Simple,Poliestireno,ABS,Adultos,Unissex,1650 g,Micrométrico,Urbano
1201, Capacete Fechado Moto Street R8 Viseira Iridium Pro Tork ,117,NA,"
			
				Novo
			
			
				
					 - 
				
				6
				vendidos
			
		",(2385 disponíveis),"
	
		
			
		
		12x 
		
			
				R$ 983
		
		 sem juros
		
	

	
		",83,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,4.4,2233,https://perfil.mercadolivre.com.br/MK+MOTO,https://produto.mercadolivre.com.br/MLB-1163602085-capacete-fechado-moto-street-r8-viseira-iridium-pro-tork-_JM#position=41&type=item&tracking_id=60da5ee2-d723-4307-a147-3891b9a446ca,1488,418,186,69,72,#1163602085,"Amarelo / 56,Amarelo / 58,Amarelo / 60,Azul Claro / 56,Azul Claro / 58,Azul Claro / 60,Azul Escuro / 56,Azul Escuro / 58,Azul Escuro / 60,Laranja / 56,Laranja / 58,Laranja / 60,Prata / 56,Prata / 58,Prata / 60,Rosa / 56,Rosa / 58,Rosa / 60,Verde / 56,Verde / 58,Verde / 60,Vermelho / 56,Vermelho / 58,Vermelho / 60",NA,Pro Tork,G6,R8,Integral,Simple,Poliestireno,ABS,NA,NA,NA,Micrométrico,Urbano
1202, Capacete Moto Shark D-skwal Blank Whu Branco ,1299,NA,"
			
				Novo
			
			
				
					 - 
				
				1
				vendido
			
		",(13 disponíveis),"
	
		
			
		
		12x 
		
			
				R$ 10825
		
		 sem juros
		
	

	
		",25,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,5.0,4,https://perfil.mercadolivre.com.br/LEOMOTOPARTS,https://produto.mercadolivre.com.br/MLB-996527917-capacete-moto-shark-d-skwal-blank-whu-branco-_JM#position=42&type=item&tracking_id=60da5ee2-d723-4307-a147-3891b9a446ca,4,0,0,0,0,#996527917,Branco,"59-60,61-62",Shark,D-Skwal,D-Skwall,Integral,Simple,NA,ABS,Adultos,Unissex,NA,NA,NA
1203, Capacete Moto Fechado Ebf E0x Frost Pfo Pta N Peels Pro Tork ,189,NA,"
			
				Novo
			
			
				
					 - 
				
				9
				vendidos
			
		",(2 disponíveis),"
	
		
			
		
		12x 
		
			
				R$ 1582
		
		 sem juros
		
	

	
		",82,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,5.0,1,https://perfil.mercadolivre.com.br/LEOMOTOPARTS,https://produto.mercadolivre.com.br/MLB-1152646575-capacete-moto-fechado-ebf-e0x-frost-pfo-pta-n-peels-pro-tork-_JM#position=43&type=item&tracking_id=60da5ee2-d723-4307-a147-3891b9a446ca,NA,NA,NA,NA,NA,#1152646575,Preto/Prata,60,Peels,E ZERO X,Frost,Integral,Simple,ABS,ABS,Adultos,Unissex,NA,NA,NA
1204, Capacete Moto Feminino/masculino Pro Tork 788 G6 Preto Fosco ,119,NA,"
			
				Novo
			
			
				
					 - 
				
				5
				vendidos
			
		",(95 disponíveis),"
	
		
			
		
		12x 
		
			
				R$ 996
		
		 sem juros
		
	

	
		",96,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,NA,NA,https://perfil.mercadolivre.com.br/LUMASHOPMIX,https://produto.mercadolivre.com.br/MLB-1197077080-capacete-moto-femininomasculino-pro-tork-788-g6-preto-fosco-_JM#position=44&type=item&tracking_id=60da5ee2-d723-4307-a147-3891b9a446ca,NA,NA,NA,NA,NA,#1197077080,"Preto-fosco/Rosa,Eagle/Amarelo,Eagle/Azul,Limit Edition-Azul,Limit Edition-Laranja,Limit Edition-Rosa,Limit Edition-Vermelho,Preto-fosco/Amarelo,Preto-fosco/Laranja,Preto-fosco/Rosa,Pro Neo-Cinza,Pro Neo-Rosa,Pro Neo-Vermelho","58,60",Pro Tork,NA,G6,Integral,Simple,NA,NA,Adultos,Unissex,NA,NA,NA
1205, Capacete Peels Spike Veloce Azul Branco Fosco Moto Fechado Lançamento ,216,NA,"
			
				Novo
			
			
				
					 - 
				
				19
				vendidos
			
		",(4 disponíveis),"
	
		
			
		
		12x 
		
			
				R$ 1800
		
		 sem juros
		
	

	
		",00,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,4.4,98,https://perfil.mercadolivre.com.br/FOXMOTO-ITAPIRA,https://produto.mercadolivre.com.br/MLB-1049598283-capacete-peels-spike-veloce-azul-branco-fosco-moto-fechado-lancamento-_JM#position=45&type=item&tracking_id=60da5ee2-d723-4307-a147-3891b9a446ca,62,23,7,4,2,#1049598283,Azul/Branco-fosco,"56,58,60",Peels,Spike,Veloce,Integral,Simple,Resina termoplástica,ABS,Adultos,Unissex,NA,NA,NA
1206, Capacete Moto Axxis By Mt Joker Palhaço + Viseira Extra ,478,NA,"
			
				Novo
			
			
				
					 - 
				
				19
				vendidos
			
		",(3 disponíveis),"
	
		
			
		
		12x 
		
			
				R$ 3983
		
		 sem juros
		
	

	
		",83,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,5.0,1,https://perfil.mercadolivre.com.br/COMPETIZIONEMR,https://produto.mercadolivre.com.br/MLB-697385770-capacete-moto-axxis-by-mt-joker-palhaco-viseira-extra-_JM#position=46&type=item&tracking_id=60da5ee2-d723-4307-a147-3891b9a446ca,NA,NA,NA,NA,NA,#697385770,Preto - Azul,"58,60",Axxis,Eagle,Joker,Integral,Simple,NA,ABS,Adultos,Unissex,NA,NA,NA
1207, Capacete Street Sport Moto For Girls Pro Tork ,57,NA,"
			
			
				
				5
				vendidos
			
		",(2724 disponíveis),"
	
		
			
		
		10x 
		
			
				R$ 648
		
		 sem juros
		
	

	
		",48,NA,Envio para todo o país,NA,NA,4.4,40,https://perfil.mercadolivre.com.br/SPORTBAY?brandId=721,https://produto.mercadolivre.com.br/MLB-929193636-capacete-street-sport-moto-for-girls-pro-tork-_JM#position=47&type=item&tracking_id=60da5ee2-d723-4307-a147-3891b9a446ca,25,11,0,1,2,#929193636,Preto,"56,58,60",Pro Tork,Capacetes,Sport Moto For Girls,Integral,NA,NA,ABS,NA,NA,NA,NA,NA
1208, 12 Adesivos Refletivos Capacete Moto Frete Gratis ,40,NA,"
			
				Novo
			
			
				
					 - 
				
				39
				vendidos
			
		",(96 disponíveis),"
	
		
			
		
		6x 
		
			
				R$ 667
		
		 sem juros
		
	

	
		",67,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,5.0,1,https://perfil.mercadolivre.com.br/NHONHO_TB,https://produto.mercadolivre.com.br/MLB-817850553-12-adesivos-refletivos-capacete-moto-frete-gratis-_JM#position=48&type=item&tracking_id=60da5ee2-d723-4307-a147-3891b9a446ca,NA,NA,NA,NA,NA,#817850553,,"9,00x2,5",AGV LS2 Shark,Reletivo,todos,Capacete,NA,NA,Sim,NA,Unissex,NA,NA,NA
1209, Capacete Moto Ebf E0x Frost Branco Azul Vermelho Brilhante ,184,NA,"
			
				Novo
			
			
				
					 - 
				
				28
				vendidos
			
		",(2 disponíveis),"
	
		
			
		
		12x 
		
			
				R$ 1767
		
		 sem juros
		
	

	
		",67,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,NA,NA,https://perfil.mercadolivre.com.br/DRAGON+RACING,https://produto.mercadolivre.com.br/MLB-761013856-capacete-moto-ebf-e0x-frost-branco-azul-vermelho-brilhante-_JM#position=49&type=item&tracking_id=60da5ee2-d723-4307-a147-3891b9a446ca,NA,NA,NA,NA,NA,#761013856,Branco - Azúl,56,EBF,E0X,Frost,Integral,Simple,Resina termoplástica,ABS,Adultos,Unissex,NA,NA,NA
1210, Capacete Moto F-17 Preto Peels Fly Aberto Urbano Custom ,119,NA,"
			
				Novo
			
			
				
					 - 
				
				24
				vendidos
			
		",(1 disponíveis),"
	
		
			
		
		12x 
		
			
				R$ 1137
		
		 sem juros
		
	

	
		",37,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,4.7,3,https://perfil.mercadolivre.com.br/MAGAIVERMOTOSTORE,https://produto.mercadolivre.com.br/MLB-818973397-capacete-moto-f-17-preto-peels-fly-aberto-urbano-custom-_JM#position=50&type=item&tracking_id=60da5ee2-d723-4307-a147-3891b9a446ca,2,1,0,0,0,#818973397,NA,NA,Fly,F-17,F-17,Aberto,Simple,Resina termoplástica,ABS,Adultos,Unissex,NA,NA,NA
1211, Capacete Peels Spike Tropical Preto Florido Fosco Moto Fechado Promoção ,216,NA,"
			
				Novo
			
			
				
					 - 
				
				4
				vendidos
			
		",(8 disponíveis),"
	
		
			
		
		12x 
		
			
				R$ 1800
		
		 sem juros
		
	

	
		",00,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,NA,NA,https://perfil.mercadolivre.com.br/FOXMOTO-ITAPIRA,https://produto.mercadolivre.com.br/MLB-1020326134-capacete-peels-spike-tropical-preto-florido-fosco-moto-fechado-promoco-_JM#position=51&type=item&tracking_id=60da5ee2-d723-4307-a147-3891b9a446ca,NA,NA,NA,NA,NA,#1020326134,Preto/Florido-fosco,"56,58,60",Peels,Spike,Tropical,Integral,Simple,Resina termoplástica,ABS,Adultos,Unissex,NA,NA,NA
1212, Capacete Moto Peels Mirage F21 Com 2 Viseiras Óculos Interno ,279,NA,"
			
				Novo
			
			
				
					 - 
				
				70
				vendidos
			
		",(1 disponíveis),"
	
		
			
		
		12x 
		
			
				R$ 2332
		
		 sem juros
		
	

	
		",32,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,4.7,594,https://perfil.mercadolivre.com.br/OMOTOCICLISTA_PARTS,https://produto.mercadolivre.com.br/MLB-911693673-capacete-moto-peels-mirage-f21-com-2-viseiras-oculos-interno-_JM#position=52&type=item&tracking_id=60da5ee2-d723-4307-a147-3891b9a446ca,458,93,33,5,5,#911693673,Rosa,60,Peels,Mirage Storm,Mirage,Integral,NA,NA,ABS,NA,NA,NA,NA,NA
1213, Capacete Moto Axxis Diagon Preto Amarelo + Viseira Fume ,478,NA,"
			
				Novo
			
			
				
					 - 
				
				2
				vendidos
			
		",(49 disponíveis),"
	
		
			
		
		12x 
		
			
				R$ 3983
		
		 sem juros
		
	

	
		",83,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,NA,NA,https://perfil.mercadolivre.com.br/COMPETIZIONEMR,https://produto.mercadolivre.com.br/MLB-1260275439-capacete-moto-axxis-diagon-preto-amarelo-viseira-fume-_JM#position=53&type=item&tracking_id=60da5ee2-d723-4307-a147-3891b9a446ca,NA,NA,NA,NA,NA,#1260275439,Preto,"56,58,60,62",Axxis,NA,Eagle Diagon,Integral,Simple,NA,ABS,Adultos,Unissex,NA,NA,NA
1214," Adesivo Refletivo P/ Capacete, Moto, Carro E Bicicleta ",11,NA,"
			
				Novo
			
			
				
					 - 
				
				1088
				vendidos
			
		",(440 disponíveis),"
	
		
			
		
		2x 
		
			
				R$ 575
		
		 sem juros
		
	

	
		",75,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,4.8,59,https://perfil.mercadolivre.com.br/FAMA2004,https://produto.mercadolivre.com.br/MLB-695011007-adesivo-refletivo-p-capacete-moto-carro-e-bicicleta-_JM#position=1&type=item&tracking_id=7d07de09-db05-404b-9364-9e1d4e463c5d,51,4,4,0,0,#695011007,Branco,9x2,Fama Adesivos,Refletivo,Refletivo capacete,Adesivo Refletivo,Simple,Adesivo Refletivo,Adesivo Relfetivo,Adultos,Unissex,NA,NA,NA
1215, Capacete Original Peels Mirage New Classic Preto Fosco Moto ,264,NA,"
			
				Novo
			
			
				
					 - 
				
				9
				vendidos
			
		",(999 disponíveis),"
	
		
			
		
		12x 
		
			
				R$ 2203
		
		 sem juros
		
	

	
		",03,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,4.6,379,https://perfil.mercadolivre.com.br/VENDAS+MOTOPE%C3%87AS,https://produto.mercadolivre.com.br/MLB-1171019003-capacete-original-peels-mirage-new-classic-preto-fosco-moto-_JM#position=2&type=item&tracking_id=7d07de09-db05-404b-9364-9e1d4e463c5d,281,60,29,7,2,#1171019003,Preto-fosco,56,Peels,DESMONTÁVEL,Mirage New Classic,Multi-Modular,Duplo,abs,ABS,Adultos,Unissex,NA,Micrométrico,Urbano
1216, Capacete Peels Spike Storm Feminino Moto Fosco Rosa Mulher ,214,NA,"
			
				Novo
			
			
				
					 - 
				
				4
				vendidos
			
		",(5 disponíveis),"
	
		
			
		
		12x 
		
			
				R$ 1792
		
		 sem juros
		
	

	
		",92,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,4.7,93,https://perfil.mercadolivre.com.br/NOVAESMOTOPE%C3%87AS,https://produto.mercadolivre.com.br/MLB-982553557-capacete-peels-spike-storm-feminino-moto-fosco-rosa-mulher-_JM#position=3&type=item&tracking_id=7d07de09-db05-404b-9364-9e1d4e463c5d,71,16,3,2,1,#982553557,Rosa,"56,58",Peels,Spike,Fechado,Integral,NA,NA,ABS,NA,NA,NA,NA,NA
1217, Capacete Moto Bell Srt Hart Luck Fibra De Vidro ,1299,NA,"
			
				Novo
			
			
				
					 - 
				
				24
				vendidos
			
		",(2 disponíveis),"
	
		
			
		
		12x 
		
			
				R$ 10825
		
		 sem juros
		
	

	
		",25,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,5.0,3,https://perfil.mercadolivre.com.br/COMPETIZIONEMR,https://produto.mercadolivre.com.br/MLB-694258266-capacete-moto-bell-srt-hart-luck-fibra-de-vidro-_JM#position=4&type=item&tracking_id=7d07de09-db05-404b-9364-9e1d4e463c5d,3,0,0,0,0,#694258266,Preto - Vermelho,"58,62",Bell,SRT,SRT,Integral,Simple,NA,Fibra de vidro,Adultos,Unissex,NA,NA,NA
1218, Capacete Moto Escamoteável Articulado Pro Tork V-pro Jet 2 ,177,NA,"
			
				Novo
			
			
				
					 - 
				
				3
				vendidos
			
		",(2095 disponíveis),"
	
		
			
		
		12x 
		
			
				R$ 1700
		
		 sem juros
		
	

	
		",00,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,4.5,572,https://perfil.mercadolivre.com.br/AD-STORE,https://produto.mercadolivre.com.br/MLB-1189696961-capacete-moto-escamoteavel-articulado-pro-tork-v-pro-jet-2-_JM#position=5&type=item&tracking_id=7d07de09-db05-404b-9364-9e1d4e463c5d,385,115,46,7,19,#1189696961,"Amarelo / 58,Amarelo / 60,Amarelo / 62,Azul / 58,Azul / 60,Azul / 62,Cinza / 58,Cinza / 60,Cinza / 62,Laranja / 58,Laranja / 60,Laranja / 62,Rosa / 58,Rosa / 60,Rosa / 62,Verde / 58,Verde / 60,Verde / 62,Vermelho / 58,Vermelho / 60,Vermelho / 62",NA,Pro Tork,NA,V-Pro Jet 2,Modular,NA,NA,NA,NA,NA,NA,NA,NA
1219, Capacete Moto New Liberty Four Pro Tork R8 Fechado Laranja ,130,NA,"
			
				Novo
			
			
				
					 - 
				
				7
				vendidos
			
		",(295 disponíveis),"
	
		
			
		
		12x 
		
			
				R$ 1083
		
		 sem juros
		
	

	
		",83,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,5.0,1,https://perfil.mercadolivre.com.br/JN.MOTOS,https://produto.mercadolivre.com.br/MLB-1122961158-capacete-moto-new-liberty-four-pro-tork-r8-fechado-laranja-_JM#position=6&type=item&tracking_id=7d07de09-db05-404b-9364-9e1d4e463c5d,NA,NA,NA,NA,NA,#1122961158,Laranja,"56,58,60",Pro Tork,Capacete,R8,Integral,NA,NA,NA,NA,NA,NA,NA,NA
1220, Capacete Moto Ebf Fechado E0x Titanium Preto Prata - Fosco ,187,NA,"
			
				Novo
			
			
				
					 - 
				
				10
				vendidos
			
		",(2 disponíveis),"
	
		
			
		
		12x 
		
			
				R$ 1566
		
		 sem juros
		
	

	
		",66,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,5.0,3,https://perfil.mercadolivre.com.br/DRAGON+RACING,https://produto.mercadolivre.com.br/MLB-835336841-capacete-moto-ebf-fechado-e0x-titanium-preto-prata-fosco-_JM#position=7&type=item&tracking_id=7d07de09-db05-404b-9364-9e1d4e463c5d,2,0,0,0,0,#835336841,Preto - Cinza,56,EBF,E0X,Titanium,Integral,Cristal,Resina termoplástica,ABS,Adultos,Unissex,1400 g,Micrométrico,Urbana
1221, Capacete Axxis Snake Preto Vermelho Brilho Capacete Moto ,399,NA,"
			
				Novo
			
			
				
					 - 
				
				66
				vendidos
			
		",(8 disponíveis),"
	
		
			
		
		12x 
		
			
				R$ 3325
		
		 sem juros
		
	

	
		",25,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,4.8,4,https://perfil.mercadolivre.com.br/COMPETIZIONEMR,https://click1.mercadolivre.com.br/mclics/clicks/external/MLB/count?a=wh6eX6GgylLiiPFROptd3WypwiTpLT8XVq4FFkQcuL0Zf650YP9NCbtVyc%2B9fj4bcqPQLPVAiNAUoV6b4vVDXyCWaA2uGI23%2BU%2FbE%2FkgxAvaSXArfNBkTdvRABXFSG88J9l93jX%2BF9I5wZo%2BsfqSgEoRZJmE9ytTlIK7%2BG0tefW3d0bftaIWSEwrUTwLS1g14IsSIx7LNfgcaEpwNivQ%2FZQC1rM1SsE0YLjKM4KjVQw7aUQ3flXSlXWf0s%2FBwmpT%2B5UBIigehXg3BRhZfRKYMie0jawIz3pPOmNdPFljz4BKlM1xa%2B6LZOBlILToy5q9jFEi91fpdn08XQM0Ih%2FnJYkaEqwJ4LPeFWxGfmEPSJ%2FS2HG0ukOpu%2FyH3THIzrEj9PfbqLtg8WOwxFWOb3laeru5Gfy7QN2kuOuQ1UNrJiTsMVC1T%2BdGFK9NYvbDRkwqheEWd58DPy9NdH3fH%2FdHytjOhFZq2aSyRSs7AGHorO2rRt%2BjgkaBCxj1o6moXc7wHYBwjOL5IW9QZQluAtstbo%2FmglLHbsJhoMQLJCYhM%2BCa%2Fb%2BGOHtmkmzv92TgBnicDdPp%2BwqSK3ExVGfl1C1QJJkyee7WdOROpXi8g6uHXQRLfP5K1u%2F38hp0%2BayWVFtM5O8bqOePj0x2PGX%2FkP0X2Ri4of1m6q15mjd5w3ttWHLb7b4f1Te0omlKH87nZD6XcOCRtHdFk%2Bk9X1ibZ5rbHBViC%2FrgadNzzBHCCUg2C5nVZblynpQeoWR8ElZ3LEXZ%2Fi%2BX2BRye6O9Io5RuOkPhpU7sCMkuWY4WixK1ZGsJzdQYrzQKoDv4RNLjC5xRiPPuaSjIN5FyryAgl1LJn0552MT5pEeglskEQR8E%2BYr%2BN6WA5qN6I2BOvBb5TXxBIhIDpKFs2L3eodZUMRrUrBICnUdy2zTIfZ9FGm0TETp6vnJe0dd95yiRJ3FuZl8Sj7ZlDleoLYenpelURqYecAEufIGKcariYMTUVIpENFkJXCv32ynr35HyGqM4fi8mOt3Yp6jzaSygbdYE8hNQCDoohbJwfL3CA%2FmGOYCQXI%2B8RDNd4aXBMpAm9vgawwNrZdsaIiZR1ry5D5BJnCp2U81djLzK7NFpc63J4%2FR5RN8sF%2F%2FP9rOD4gSZDjijCtAMkWDfwBGZ5roiEgzxw1Ns%2BlVJs3EiKB9MvEoR32a7wgL8d87AGIqCzSVg431ee%2ByOepEp9qoGe9s2RJbm4TUrWxgRe%2BHabJ4xB%2B4ivFH%2Bfj4lZF6B1LBqrVvxGwgyzYgwNp8oPBqHpcPFhdJjidwfYNyXeIjo4EqfgE9dLTS4OvzkCxSG5ZtLybkXhMsSSIulNk0MtoZVtEwDIWDe2Zvcax9xrG2oxV8yNvPiybUiJ%2FAOZ5ZS6PcycM91T5rgk4u0qzMlBM9EA92W8onSME74EgEUrdfjD41If5IV6Kd1aXsL0fiBa6cX6U136vZI8qLB%2FSANyGpzEZVfuexd8u1i1fkDbHtjmF%2FF7rJnHe9Mk5d2%2FiJyDJeJIeTIyh8sV4MNBpBQUa%2B4k9nqZclIsgqMCkFFiQtxGhKZyYNWmMDCIkdNTheKeO4tFwjnL%2FJJJwvyQlh8HIc%2FxjV8gpgEAGjpmDFl7TszXHfpJ7hi%2FPGCyFNR8CWnBDOGh6l4Lzq94KfhDX41h2KUFBaLescvDOd4imxl6GknyYU47ws%2Bw0SCDc%2ByFvz6cbT7Y%2BN97%2BtogFVvQ6J1p6E%2F%2F8m%2FEwZvYqRapXgBN3WMFCGM8kNHeZwteLV3sdTZ19wGChYMdUKU8FHs8u4nyf%2BqhwIB%2BUdIa01AXZPDA%2BPIsK91YGXWbl%2BfKW0TiskpxLCN5Npsg4I4GdlvAtLSat2fef9feJudnL0UFTNzZe4u9yOLTUGvop2gAqjHPbJjw4lnhYDrhDRexxAbM6VCj0c6xqn932jCPufjnwnC4lpDYMA6e7B8EZHdd8%2BYk9DignzuYFLHW0ecGiVwcQVrfoWZmS569fTxTAx4dnzhIxyLjVZduRkE%2BQe3IxTfTC5LQaaT2OHOQ2WsigCEc3nzaDBOEQ%3D,3,1,0,0,0,#799776132,Preto,"56,58,60,62",Axxis,Axxis,Eagle Snake,Integral,Simple,NA,ABS,Adultos,Unissex,NA,NA,NA
1222, Capacete Moto Caveira New Atomic Pro Skull Riders ,184,NA,"
			
			
				
				26
				vendidos
			
		",(2405 disponíveis),"
	
		
			
		
		12x 
		
			
				R$ 1533
		
		 sem juros
		
	

	
		",33,NA,Envio para todo o país,NA,NA,4.6,402,https://perfil.mercadolivre.com.br/SPORTBAY?brandId=721,https://produto.mercadolivre.com.br/MLB-927494188-capacete-moto-caveira-new-atomic-pro-skull-riders-_JM#position=9&type=item&tracking_id=7d07de09-db05-404b-9364-9e1d4e463c5d,295,78,24,3,2,#927494188,Prateado,"56,58,60",Pro Tork,Capacetes,New Atomic,Aberto,Duplo,EPS,ABS,Adultos,NA,NA,NA,NA
