search_position,name,curr_price,orig_price,num_sold,in_stock,num_installments,amt_installments,arrival_time,shipping,free_return,free_return_info,review_avg,num_reviews,seller_link,product_link,five_star,four_star,three_star,two_star,one_star,item_id,color,size,Marca,Tipo de casco,Tipo de visor,Edad,Modelo,Línea,Materiales del exterior,Tipo
566, Visera Casco Moto Motocross Hjc Acx2 Shifter ,12,NA,0,NA,18 cuotas,24.68,NA,Envío a todo el país,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/MOTO_TORRE,https://articulo.mercadolibre.com.uy/MLU-463966348-visera-casco-moto-motocross-hjc-acx2-shifter-_JM#position=36&type=item&tracking_id=7ab30d0d-7e7f-4bbc-9a77-152dd386a0ef,NA,NA,NA,NA,NA,#463966348,NA,NA,HJC,NA,NA,NA,NA,NA,NA,Cross
567, Casco Ls2 Valiant ,488,NA,0,NA,18 cuotas,1.003.65,NA,Envío a todo el país,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/RSMOTOS,https://articulo.mercadolibre.com.uy/MLU-455715570-casco-ls2-valiant-_JM#position=37&type=item&tracking_id=7ab30d0d-7e7f-4bbc-9a77-152dd386a0ef,NA,NA,NA,NA,NA,#455715570,NA,NA,LS2,NA,NA,NA,NA,NA,NA,NA
568, Casco Mt Stinger Gris Y Rojo Brillo ,86,NA,1,NA,18 cuotas,176.87,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/RUBIBIKES,https://articulo.mercadolibre.com.uy/MLU-465418101-casco-mt-stinger-gris-y-rojo-brillo-_JM?searchVariation=41881889760#position=38&type=item&tracking_id=7ab30d0d-7e7f-4bbc-9a77-152dd386a0ef,NA,NA,NA,NA,NA,#465418101,Rojo,NA,MT,Integral,Simple,Adultos,Stinger,NA,NA,NA
569, Casco Mt Helmets Fast Bend Integral - Mac Moto - Amarillo ,86,NA,0,NA,18 cuotas,176.87,NA,Envío a todo el país,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/MACMOTOUY,https://articulo.mercadolibre.com.uy/MLU-456360085-casco-mt-helmets-fast-bend-integral-mac-moto-amarillo-_JM#position=39&type=item&tracking_id=7ab30d0d-7e7f-4bbc-9a77-152dd386a0ef,NA,NA,NA,NA,NA,#456360085,NA,NA,MT Helmets,NA,NA,NA,NA,NA,NA,Integral
570, Visera Casco Moto Motocross Hjc Cs-mx 2 Graffed Mc8 ,19,NA,0,NA,18 cuotas,39.08,NA,Envío a todo el país,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/MOTO_TORRE,https://articulo.mercadolibre.com.uy/MLU-463971104-visera-casco-moto-motocross-hjc-cs-mx-2-graffed-mc8-_JM#position=40&type=item&tracking_id=7ab30d0d-7e7f-4bbc-9a77-152dd386a0ef,NA,NA,NA,NA,NA,#463971104,NA,NA,HJC,NA,NA,NA,NA,CS-MX II,NA,Cross
571, Intercomunicador Universal Para Cascos Miura ,999,NA,3,NA,18 cuotas,55.50,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/INTERNACIONALRACEIMPORT,https://articulo.mercadolibre.com.uy/MLU-454999929-intercomunicador-universal-para-cascos-miura-_JM#position=41&type=item&tracking_id=7ab30d0d-7e7f-4bbc-9a77-152dd386a0ef,NA,NA,NA,NA,NA,#454999929,NA,NA,NA,NA,NA,NA,NA,NA,NA,Integral
572, Casco Moto Hjc Cs-15 Kane Mc1 ,109,NA,0,NA,18 cuotas,224.18,NA,Envío a todo el país,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/MOTO_TORRE,https://articulo.mercadolibre.com.uy/MLU-460326381-casco-moto-hjc-cs-15-kane-mc1-_JM#position=42&type=item&tracking_id=7ab30d0d-7e7f-4bbc-9a77-152dd386a0ef,NA,NA,NA,NA,NA,#460326381,NA,NA,HJC,NA,NA,NA,NA,CS-15,NA,Integral
573," Casco Rebatible Ls2 | Modular, Aprobado, Blanco O Negro ",209,229,0,NA,18 cuotas,429.84,NA,Envío gratis a todo el país,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/CAFERACEUY,https://articulo.mercadolibre.com.uy/MLU-454960532-casco-rebatible-ls2-modular-aprobado-blanco-o-negro-_JM#position=43&type=item&tracking_id=7ab30d0d-7e7f-4bbc-9a77-152dd386a0ef,NA,NA,NA,NA,NA,#454960532,NA,NA,LS2,NA,NA,NA,NA,NA,NA,NA
574," Casco Acerbis | Varios Colores, Integral, Italiano ",99,160,1,NA,18 cuotas,203.61,NA,Envío gratis a todo el país,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/CAFERACEUY,https://articulo.mercadolibre.com.uy/MLU-461232872-casco-acerbis-varios-colores-integral-italiano-_JM#position=44&type=item&tracking_id=7ab30d0d-7e7f-4bbc-9a77-152dd386a0ef,NA,NA,NA,NA,NA,#461232872,NA,NA,Acerbis,NA,NA,NA,NA,NA,NA,Integral
575, Casco Moto Hjc Cs-15 Space Mc5sf Mate ,109,NA,7,NA,18 cuotas,224.18,NA,Envío a todo el país,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/MOTO_TORRE,https://articulo.mercadolibre.com.uy/MLU-454978688-casco-moto-hjc-cs-15-space-mc5sf-mate-_JM#position=45&type=item&tracking_id=7ab30d0d-7e7f-4bbc-9a77-152dd386a0ef,NA,NA,NA,NA,NA,#454978688,NA,NA,HJC,Integral,NA,NA,Space,CS-15,NA,NA
576, Casco Of583 Tatoo Gloss Black ,223,NA,1,NA,18 cuotas,458.64,NA,Envío a todo el país,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/ALLROADURUGUAY,https://articulo.mercadolibre.com.uy/MLU-448266392-casco-of583-tatoo-gloss-black-_JM#position=46&type=item&tracking_id=7ab30d0d-7e7f-4bbc-9a77-152dd386a0ef,NA,NA,NA,NA,NA,#448266392,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
577, Cascos Ls2 Ff353 Gris Titanio Matte ,90,NA,1,NA,18 cuotas,185.10,NA,Envío a todo el país,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/ALLROADURUGUAY,https://articulo.mercadolibre.com.uy/MLU-459712211-cascos-ls2-ff353-gris-titanio-matte-_JM#position=47&type=item&tracking_id=7ab30d0d-7e7f-4bbc-9a77-152dd386a0ef,NA,NA,NA,NA,NA,#459712211,NA,NA,LS2,Integral,NA,NA,NA,NA,NA,NA
578, Casco Cross Jett Neon Verde ,3911,NA,1,NA,18 cuotas,217.28,NA,Envío a todo el país,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/POCHOMOTOSPB,https://articulo.mercadolibre.com.uy/MLU-453097985-casco-cross-jett-neon-verde-_JM#position=48&type=item&tracking_id=7ab30d0d-7e7f-4bbc-9a77-152dd386a0ef,NA,NA,NA,NA,NA,#453097985,NA,NA,NA,NA,NA,NA,NA,NA,NA,Integral
579, Cascos Motos Hjc Moto Cross Cl-xy Cross Up Mc6 Niño ,99,NA,0,NA,18 cuotas,203.61,NA,Envío a todo el país,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/MOTO_TORRE,https://articulo.mercadolibre.com.uy/MLU-449739717-cascos-motos-hjc-moto-cross-cl-xy-cross-up-mc6-nino-_JM#position=49&type=item&tracking_id=7ab30d0d-7e7f-4bbc-9a77-152dd386a0ef,NA,NA,NA,NA,NA,#449739717,NA,NA,HJC,Cross,NA,NA,Cross Up,CL-X7,NA,NA
580, Casco Moto Hjc Rpha-11 Spicho Mc-2 Fibra De Carbono ,599,NA,0,NA,18 cuotas,1.231.94,NA,Envío a todo el país,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/MOTO_TORRE,https://articulo.mercadolibre.com.uy/MLU-460327043-casco-moto-hjc-rpha-11-spicho-mc-2-fibra-de-carbono-_JM?searchVariation=39316055841#position=50&type=item&tracking_id=7ab30d0d-7e7f-4bbc-9a77-152dd386a0ef,NA,NA,NA,NA,NA,#460327043,Azul,NA,HJC,Integral,Doble,Adultos,Spicho,RPHA 11,"Tr, Tricomposite",NA
581, Casco Integral Ls2 Ff353 Rapid | Gris Mate ,87,NA,1,NA,18 cuotas,178.93,NA,Envío gratis a todo el país,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/CAFERACEUY,https://articulo.mercadolibre.com.uy/MLU-464097138-casco-integral-ls2-ff353-rapid-gris-mate-_JM#position=51&type=item&tracking_id=7ab30d0d-7e7f-4bbc-9a77-152dd386a0ef,NA,NA,NA,NA,NA,#464097138,Gris mate liso,Consultar disponibilidad,LS2,Integral,NA,NA,FF352,NA,NA,NA
582," Casco Abierto Bell | Negro Mate, Interior De Cuero, Retro ",240,264,0,NA,18 cuotas,493.60,NA,Envío gratis a todo el país,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/CAFERACEUY,https://articulo.mercadolibre.com.uy/MLU-463085851-casco-abierto-bell-negro-mate-interior-de-cuero-retro-_JM#position=52&type=item&tracking_id=7ab30d0d-7e7f-4bbc-9a77-152dd386a0ef,NA,NA,NA,NA,NA,#463085851,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
583, Casco Moto Hjc Cs-15 Kane Mc2 ,109,NA,0,NA,18 cuotas,224.18,NA,Envío a todo el país,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/MOTO_TORRE,https://articulo.mercadolibre.com.uy/MLU-460326475-casco-moto-hjc-cs-15-kane-mc2-_JM#position=53&type=item&tracking_id=7ab30d0d-7e7f-4bbc-9a77-152dd386a0ef,NA,NA,NA,NA,NA,#460326475,NA,NA,HJC,NA,NA,NA,NA,CS-15,NA,Integral
584, Casco Ls2 Ff352 Lighter Naranja Negro Mate ,84,NA,1,NA,18 cuotas,172.76,NA,Envío a todo el país,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/ALLROADURUGUAY,https://articulo.mercadolibre.com.uy/MLU-462915713-casco-ls2-ff352-lighter-naranja-negro-mate-_JM#position=1&type=item&tracking_id=996ef843-53c2-4555-9a9f-a2860cbb9eb3,NA,NA,NA,NA,NA,#462915713,NA,NA,LS2,Integral,NA,NA,NA,NA,NA,NA
585," Casco Nash Rebatible Con Manos Libres, Lentes Uv Oferta ! ",4386,4824,0,NA,18 cuotas,243.67,NA,Envío gratis a todo el país,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/CAFERACEUY,https://articulo.mercadolibre.com.uy/MLU-460678502-casco-nash-rebatible-con-manos-libres-lentes-uv-oferta--_JM#position=2&type=item&tracking_id=996ef843-53c2-4555-9a9f-a2860cbb9eb3,NA,NA,NA,NA,NA,#460678502,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
586, Visor Transparente Para Casco Power Maxx - 626 ,388,NA,4,NA,18 cuotas,21.56,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/MOTOSHOPSRLMOTOSHOPSRL,https://articulo.mercadolibre.com.uy/MLU-447488397-visor-transparente-para-casco-power-maxx-626-_JM?searchVariation=39377990236#position=3&type=item&tracking_id=996ef843-53c2-4555-9a9f-a2860cbb9eb3,NA,NA,NA,NA,NA,#447488397,Blanco,NA,NA,Integral,NA,NA,NA,NA,NA,NA
587, Visera Casco Moto Motocross Hjc Acx1 Cromada ,12,NA,0,NA,18 cuotas,24.68,NA,Envío a todo el país,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/MOTO_TORRE,https://articulo.mercadolibre.com.uy/MLU-463966383-visera-casco-moto-motocross-hjc-acx1-cromada-_JM#position=4&type=item&tracking_id=996ef843-53c2-4555-9a9f-a2860cbb9eb3,NA,NA,NA,NA,NA,#463966383,NA,NA,HJC,NA,NA,NA,NA,NA,NA,Cross
588, Pinlock Antivaho Para Cascos Mt Thunder/atom/stinger 70% ,28,NA,9,NA,18 cuotas,57.59,NA,Envío a todo el país,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/URURACER,https://articulo.mercadolibre.com.uy/MLU-452262550-pinlock-antivaho-para-cascos-mt-thunderatomstinger-70-_JM#position=5&type=item&tracking_id=996ef843-53c2-4555-9a9f-a2860cbb9eb3,NA,NA,NA,NA,NA,#452262550,NA,NA,NA,NA,NA,NA,NA,NA,NA,Integral
589, Casco Ls2 Ff352 Flutter Violeta Y Negro ,2960,NA,1,NA,18 cuotas,164.44,NA,Envío a todo el país,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/POCHOMOTOSPB,https://articulo.mercadolibre.com.uy/MLU-463416214-casco-ls2-ff352-flutter-violeta-y-negro-_JM#position=6&type=item&tracking_id=996ef843-53c2-4555-9a9f-a2860cbb9eb3,NA,NA,NA,NA,NA,#463416214,NA,NA,LS2,Integral,NA,NA,NA,NA,NA,NA
590, Casco Of597 Cabrio Flaunt ,270,NA,0,NA,18 cuotas,555.30,NA,Envío a todo el país,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/ALLROADURUGUAY,https://articulo.mercadolibre.com.uy/MLU-448266558-casco-of597-cabrio-flaunt-_JM#position=7&type=item&tracking_id=996ef843-53c2-4555-9a9f-a2860cbb9eb3,NA,NA,NA,NA,NA,#448266558,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
591, Casco Integral Power Maxx Homologado Raya Consul Talle Color ,1665,NA,47,NA,18 cuotas,92.50,NA,Entrega a acordar con el vendedor,NA,NA,4.5,8,http://perfil.mercadolibre.com.uy/MOTOSHOPSRLMOTOSHOPSRL,https://articulo.mercadolibre.com.uy/MLU-447216804-casco-integral-power-maxx-homologado-raya-consul-talle-color-_JM?searchVariation=39375548018#position=8&type=item&tracking_id=996ef843-53c2-4555-9a9f-a2860cbb9eb3,5,2,1,0,0,#447216804,Negro,varios,NA,Integral,NA,NA,NA,NA,NA,NA
592, Casco Para Moto Aprobados Color Azul ,990,NA,2,NA,18 cuotas,55.00,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/HOGARYCAMPING,https://articulo.mercadolibre.com.uy/MLU-445791274-casco-para-moto-aprobados-color-azul-_JM#position=9&type=item&tracking_id=996ef843-53c2-4555-9a9f-a2860cbb9eb3,NA,NA,NA,NA,NA,#445791274,NA,NA,NA,NA,NA,NA,NA,NA,NA,Integral
593, Visera Casco Moto Motocross Hjc Acx1 ,12,NA,0,NA,18 cuotas,24.68,NA,Envío a todo el país,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/MOTO_TORRE,https://articulo.mercadolibre.com.uy/MLU-463966481-visera-casco-moto-motocross-hjc-acx1-_JM#position=10&type=item&tracking_id=996ef843-53c2-4555-9a9f-a2860cbb9eb3,NA,NA,NA,NA,NA,#463966481,NA,NA,HJC,NA,NA,NA,NA,NA,NA,Cross
594, Cascos Ls2 Ff353 Negro Sólido Brilloso ,90,NA,2,NA,18 cuotas,185.10,NA,Envío a todo el país,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/ALLROADURUGUAY,https://articulo.mercadolibre.com.uy/MLU-452835602-cascos-ls2-ff353-negro-solido-brilloso-_JM#position=11&type=item&tracking_id=996ef843-53c2-4555-9a9f-a2860cbb9eb3,NA,NA,NA,NA,NA,#452835602,NA,NA,LS2,Integral,NA,NA,NA,NA,NA,NA
595, Casco Ls2 Ff352 Race Gris Amarillo Matte ,84,NA,1,NA,18 cuotas,172.76,NA,Envío a todo el país,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/ALLROADURUGUAY,https://articulo.mercadolibre.com.uy/MLU-455625608-casco-ls2-ff352-race-gris-amarillo-matte-_JM#position=12&type=item&tracking_id=996ef843-53c2-4555-9a9f-a2860cbb9eb3,NA,NA,NA,NA,NA,#455625608,NA,NA,LS2,Integral,NA,NA,NA,NA,NA,NA
596, Cascos ,2390,NA,5,NA,18 cuotas,132.78,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/WINSTONG2010,https://articulo.mercadolibre.com.uy/MLU-447324714-cascos-_JM#position=13&type=item&tracking_id=996ef843-53c2-4555-9a9f-a2860cbb9eb3,NA,NA,NA,NA,NA,#447324714,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
597, Casco Moto Cross Hjc Cs-mx Madax Mc-84sf Violeta Mate ,119,NA,0,NA,18 cuotas,244.74,NA,Envío a todo el país,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/MOTO_TORRE,https://click1.mercadolibre.com.uy/mclics/clicks/external/MLU/count?a=IsF6QciaWaw185shC9odk6xlpA2Z3jFVSh4dIIzO%2FWseAFrBgqxsued1Fm6Y1puTD9qQF3TGxXSZwwl7%2BA9mlUAMkYSHg3RZTfc0%2BxPXwEmdJL4IPxKetQK4LZv1F0R%2BOG0ZrBw6D4JD6LaJXi82PpbJoLVIHgEfiFv3JGpQM8l5cEA%2B8L5bCwm4XlLvOOrfIb5Br0S3i%2Bjc7NoK%2FpaRwLkoCP%2Fm7iLB%2BGyPZ7NWnnjemmTL1hTKMHO2X5dsni%2F284gwRjW7vkGiw%2BlTo%2FXzTPMLAtZ3TD9lqKq169Eu%2BL%2FpEudxjkMXac5hvL2xyLuBy4y%2Bfw85y5Ny9kxy8koSt%2BP%2FAiobMpo20WsSnRUXlWdHsLomHwL3LCU2h0f8ON2n9X9ccny3dOxiEUk%2FkwvJEGE%2BtYcyxoYu2bqqxJqEG7kSgX5wbBDgZSefvjQietTMN0xNJjDhjzV91SKpT1hw2s%2BEGCbZe9K3DiHg%2BfAmsZUUD9gqm1ooozr92jyyFwLzK6psHW7GmdFHifTMr9kg8DNNx%2BUfGCH%2FXUbtl8ThGlSwWdH7V0pVCPEc6rso%2FvWYpBIHNLSKu8QsTWWdb1mqAQRpibvn95p8PEk4puwJNTJwTUwlxW%2B4A5iogTwohbQDb7IYnj9DibuAxaE7LzkFcFJJ3MgoWrumg5HZnSULDyoZet2JwSSCcg3iOdGecSA2TFa4TVaihwfF7uYdTtXZ8acuE4IVmwWaYa1h9pmwWi4LoVkuLYoPmuPTOrO%2B2gL9C%2FwfFpTGsspCkZ5rqzyxiPfRDCidSuSXsVQhVd%2FqiedpX1CwCwF5odV6MGUv4I5V1k4a0X9aIhmPS9UlAfUPdsPV8zsVw4cFV%2F2keFcguP46tE%2FeBCTMfr1hLNTEuMrUZiNRRF1F1aUu7P1P4flXO2Ungc7CPnDCJ%2FZD88KycQExurHmUshzkwyoWfxL%2FsxN2GKh2yV2nF4Qgmm0ZKCbAt1EMvhCzn4HztJLfh0iDRpf9%2F%2FczKywlTrhSqkl1%2FPPTOOnBgWMieQuelnrapxR2RDYU%2F6owBmi379OIGv8HeOxAKHNim%2BPLNgrT9daStSq1DvJgGmolCQozq%2Bcq9rm0B8XOcz0BB64BjYV7mKinlwt2jAKtrD%2ByRobUbQtBxxceo6jygeqHB7zO5WiJcdOLr%2Fp4HSREsJNWPV1z7J67eAoD0ajy%2BkdtzB3LTdpWIZ8kH%2BbR6TahV7yRB9DzDzpC%2Fd958fd53Iz44YED6PqHxfL589Vvji%2BJViSikq77Aom%2Bfloaw44%2Ba9StKqbVtxUCslubw9ZfZfZBU1fSd85ybWtmQ3ztuTv%2Fux7Kor5TG2OtOSFVXTmawNsw92puCgnho9qDq7FjMtZ2vGwgEZIzS3TkmpPDpV2wjEWSRdqaOj8zH9Faew5Sa2rrAPreLOghnPZkECnBFhPhJm%2Bf%2F55B7K70DIpUopsFCK9ka5F3PpWNNca%2FXOa6dj%2FTZbi8pXX7PkzWoOiYlmUqv2GuHjcA3ZSB1FMa0HU5WM6NghBzglI5UCrPWUM%2BzeliU45QButbBvPoBOIMiCOha53b4T%2Bl3sf7tKfRaMdnyE6tjIPmUITG6FSgZ6h8%2FsgIZ4n08Tr3QWw7n5cdftkn3%2FxJiMPUhwUKVIc5zaxIJnChR%2FA5nmJmDf05XPRHBbO3McMd8Id2NOfrJ2l96rLL1LkxkCL%2BLmmeI1p6pTQwOxHqEtPPRDvky9K5FcUDNFpa0m2EQU8cexJujih73gLNol6odmfCHIZ4bvdhC1CjIExy8yoxkpdhuNjl0HD2LEXkdV2yUGYs4tB8ltcFrxCOQX4xjcms31EnSgv7yqt4sGn4yBlMeIlP2m0XVI2iwYzwffANZ6GOoAkVciGjHjVrIyBzRKBUBZ1LsbQIZfJX%2B1T0Pq7oZaidd5zVwOUIMLavxNXgFOwotWI5zk6X9mt7S6uRZoVkfcas0Y6u3UauZn%2FnIhNNqjwQM6y4B6K9DzYZMqj2TzGIdZd%2FNtt,NA,NA,NA,NA,NA,#465922507,Violeta,NA,HJC,Cross,NA,Adultos,MADAX,NA,POLICARBONATO INYECTADO,NA
598, Casco Integral Power Máx Liso Homologado Color Negro Brillos ,1300,NA,1,NA,18 cuotas,72.22,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/VAIMACAMOTOS,https://articulo.mercadolibre.com.uy/MLU-448486840-casco-integral-power-max-liso-homologado-color-negro-brillos-_JM#position=15&type=item&tracking_id=996ef843-53c2-4555-9a9f-a2860cbb9eb3,NA,NA,NA,NA,NA,#448486840,NA,NA,Max,NA,NA,NA,NA,NA,NA,Integral
599, Casco Azul Liso Power Maxx ,1270,NA,4,NA,18 cuotas,70.56,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/RUBIBIKES,https://articulo.mercadolibre.com.uy/MLU-452465359-casco-azul-liso-power-maxx-_JM#position=16&type=item&tracking_id=996ef843-53c2-4555-9a9f-a2860cbb9eb3,NA,NA,NA,NA,NA,#452465359,NA,NA,NA,NA,NA,NA,NA,NA,NA,Integral
600, Visera Casco Moto Motocross Hjc Clxy Fuze ,12,NA,0,NA,18 cuotas,24.68,NA,Envío a todo el país,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/MOTO_TORRE,https://articulo.mercadolibre.com.uy/MLU-463966847-visera-casco-moto-motocross-hjc-clxy-fuze-_JM#position=17&type=item&tracking_id=996ef843-53c2-4555-9a9f-a2860cbb9eb3,NA,NA,NA,NA,NA,#463966847,NA,NA,HJC,NA,NA,NA,NA,NA,NA,Cross
601, Casco Moto Hjc Fg-70s Ladon White Vintage Cafe Race Custom ,179,NA,0,NA,18 cuotas,368.14,NA,Envío a todo el país,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/MOTO_TORRE,https://click1.mercadolibre.com.uy/mclics/clicks/external/MLU/count?a=uUbcKCfdP1e2R5vgsVYg6HL%2FyhR8tdKmVOw%2FonMvGNYBXMkkGlNIYrHK6TzIpFzeRirwUEqVXnFGdcnTgnuY0arZY2%2Bk4Krv9qskxFK5gq3T3NP4Xe5N3j3B3a0s%2FW3RgHU9akeOHYMqHREOCx3s2UzO09VTVW6IY1wtewRoqsIar8SdBdSCMzUeQFpzH4FvyQpxQyUVaewKpU1SxoLpmXlLIK1lGztEbH3ZGMSY7ec8vdKzX4mgEGh2ZDVCxDxHHZ6KGcvDXPoHGMP1ce6SLXTZThkQIq5%2Fdcgu%2Bnszzl3UWCE4%2FIi97jl%2B5Tu1zaDYUur5f8oLk9c10n2ti7f1d13zlIUccOfZXMm4xpnJ%2BQvb4lTL7aBqopJh%2Bjmbopvm32O3CpnTHP2qXt5plautku0fKQQz17%2B0bTSjIVjU7hU56%2FzAgduZGt1DBHxtxQZg%2BYn%2Bdt%2FunabPIR%2Bvov0PObLqAKTFIHEDCSU7ls8EH7dcUkfH5bpjULFp0P51eh9ltNSrSZBHC%2FUPL2FJ8XvW74G0klZXOhdDuy8tOCoh8FGEtwr%2BbTdFHHlJuc%2B5gZPLay2xfEGSvEiOvPXwIndEbEizOn5V58RhZ9bp1E1myFwkI5G5ouUGw%2FAHAINMKgl%2FjQVU3nWV2HTh1TXAEPB%2Bx8HuLQkkFM4dy4euMb2GHMYjKtFw%2B8YMqSS2CqiqraNlrHfVcyeA6r36Io1GSqG4GZQe8TrxtNO9yxto5kf6BVqX0v5OOQxOZoqOWTyhKPhlL9qzASzz6ard8IZAUamVfUKyvqfObqarnn0%2BgFdQnbQzBBv8dPPbpAyibevMJWSU3dRv6ubddja1NWBUv5xz6G7dDNLP6NdAfoYPv3xtVw29GVZNcjJJh6nuwB4fN9LQijRfh2FnwxT99RdsoTrlE2Ir0uKrcwcmgUaJK7wp5NATTWOrLh5DdorQJ%2FZu2SJV8PFmcAHJKtTKe4wGGYp2%2FM%2BvOBgYFfH%2Bf2rgYE516rtI7OrCgF8%2FupoNun8lgkqXA5qKEW46kovkQsyBY%2B23tpZyBi5sIaWBwJ3DJV4WekcbWbCqpMD2cM8a9symbUJXn5%2Fsik0vNKSYWlusVKHPKfYsQ3a1OWUCsRj%2BtqaBAu0Hsl6auiXWj6Y%2B5pf9YWyfFYuEtJ24bL8QEFDucrfYvSqWwMCRl%2BPfdNa%2B%2BN%2Bo3Gz1oh%2FjyjCqzVmHPShlYKV%2BNUY2osLt88ARoyl7UAL2sYAx0MurCHUExQta0xCdBwgzWuY%2FrqX%2BqqyE3p%2FGK%2FcClQEsH4e6UOmzJltMOXaKQ5Do8cX1cGeFncwibCYN%2BP01SxA3FWiVN2CeqJlB%2FbdmIiV15Lp6dPlXntdRvC2X5KvWS0cAmrUcAl3l64Abe5OQtDS79pQFXHvDWkL%2B6wHMOad6TIcr6ppK7inrJzfRxpvGJma%2BDfywYnQB4chdbqnQSacc2riBKbDsazcnQ0tnYxnlnQHUdcxWswmsHNsE%2BCa9dvWc1TCZ8la%2F8GqsvZ5HIgNUtHF9jhZQIk7zuWFSj7fX7h678aDrrYise%2Bg3I2DhSUoHZMSg%2Fm6bC0fjLW9q%2FBZxY2kqKDwjJYfdvTOPUTJ0MewHKgbrS3puKJNHMp0%2BHyZ6EimFbctrRPmVSNm%2BAfLOYb%2FB2sXJm8iTsSCYh%2BdKpX1fUEvn65sA3ULEc2K14t%2FFNWNBGBB2V2jmaLIsOfMqMPvokcRKUv42YnG79GXYOCzOyGKC5KvEruZ7tK6IxSi8vCS1OOOlZu%2FZtDwj1gDZjkElpcgVGQ2jiwYoDPpnu%2FwHVuLSdo8K1CSPwa8YQPJ0k94VNZUgmp3tZKsWyLCZ6g9R4uE9f2ODI6zc26i5O29Qc46IrGp5xvS500fHznH1%2Fd8RzZkf8%2B1gm%2FuAq4DW8Ut8CgWgB%2BGf2Ui5hN8G%2Bi8SnzsXa56gxsfzV3KmxCn1aeqbIYyUWb2Hh0fvId86VH7LjzdKu%2F%2BOGMgbjnf4bJyLgdmTNVPUWEeW05glqNgkOyf3y9I%3D,NA,NA,NA,NA,NA,#465933955,Blanco,NA,HJC,Abierto,NA,Adultos,LADON,CL-ST,KEVLAR,NA
602, Casco Integral Power Máx Homologado Amarillo - Danger ,1400,NA,1,NA,18 cuotas,77.78,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/VAIMACAMOTOS,https://articulo.mercadolibre.com.uy/MLU-463889640-casco-integral-power-max-homologado-amarillo-danger-_JM#position=19&type=item&tracking_id=996ef843-53c2-4555-9a9f-a2860cbb9eb3,NA,NA,NA,NA,NA,#463889640,NA,NA,Max,NA,NA,NA,NA,NA,NA,Integral
603, Casco Integral Dama Violeta Power Maxx Aprobados ,1600,NA,3,NA,18 cuotas,88.89,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/RUBIBIKES,https://articulo.mercadolibre.com.uy/MLU-448591010-casco-integral-dama-violeta-power-maxx-aprobados-_JM#position=20&type=item&tracking_id=996ef843-53c2-4555-9a9f-a2860cbb9eb3,NA,NA,NA,NA,NA,#448591010,NA,NA,NA,NA,NA,NA,NA,NA,NA,Integral
