search_position,name,curr_price,orig_price,num_sold,in_stock,num_installments,amt_installments,arrival_time,shipping,free_return,free_return_info,review_avg,num_reviews,seller_link,product_link,five_star,four_star,three_star,two_star,one_star,item_id,color,size,Marca,Tipo de casco,Tipo de visor,Edad,Modelo,Línea,Materiales del exterior,Tipo
937, Casco Agv K-3 Sv Pulse Gris Italiano Original ,350,NA,0,NA,18 cuotas,719.83,NA,Envío a todo el país,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/URURACER,https://articulo.mercadolibre.com.uy/MLU-455428277-casco-agv-k-3-sv-pulse-gris-italiano-original-_JM#position=39&type=item&tracking_id=95ab9d06-3772-4ed4-a107-91ea916c1e17,NA,NA,NA,NA,NA,#455428277,NA,NA,AGV,Integral,NA,NA,K-3 SV,K-3 SV,NA,NA
938, Visor Ls2 Ff390 Tinted Negro ,1579,NA,0,NA,18 cuotas,87.72,NA,Envío a todo el país,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/POCHOMOTOSPB,https://articulo.mercadolibre.com.uy/MLU-463468634-visor-ls2-ff390-tinted-negro-_JM#position=40&type=item&tracking_id=95ab9d06-3772-4ed4-a107-91ea916c1e17,NA,NA,NA,NA,NA,#463468634,NA,NA,LS2,NA,NA,NA,NA,NA,NA,NA
939, Casco Integral Power Máx Liso Homologado Color Negro Mate ,1300,NA,0,NA,18 cuotas,72.22,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/VAIMACAMOTOS,https://articulo.mercadolibre.com.uy/MLU-463947544-casco-integral-power-max-liso-homologado-color-negro-mate-_JM#position=41&type=item&tracking_id=95ab9d06-3772-4ed4-a107-91ea916c1e17,NA,NA,NA,NA,NA,#463947544,NA,NA,Max,NA,NA,NA,NA,NA,NA,Integral
940, Casco Ls2 Ff323 Arrow Carbono Sting Azul Naranja Fluo ,489,NA,0,NA,18 cuotas,1.005.71,NA,Envío a todo el país,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/ALLROADURUGUAY,https://articulo.mercadolibre.com.uy/MLU-452719499-casco-ls2-ff323-arrow-carbono-sting-azul-naranja-fluo-_JM#position=42&type=item&tracking_id=95ab9d06-3772-4ed4-a107-91ea916c1e17,NA,NA,NA,NA,NA,#452719499,NA,NA,LS2,Integral,NA,NA,NA,NA,NA,NA
941, Casco Airoh Cross Twist 2019 Twgr21 Ls2 Agv Acerbis ,279,NA,0,NA,18 cuotas,573.81,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/RUBIBIKES,https://articulo.mercadolibre.com.uy/MLU-457116332-casco-airoh-cross-twist-2019-twgr21-ls2-agv-acerbis-_JM#position=43&type=item&tracking_id=95ab9d06-3772-4ed4-a107-91ea916c1e17,NA,NA,NA,NA,NA,#457116332,NA,NA,NA,NA,NA,NA,NA,NA,NA,Cross
942, Casco Airoh Valor Impact Orange ,223,NA,0,NA,18 cuotas,458.64,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/RUBIBIKES,https://articulo.mercadolibre.com.uy/MLU-463611083-casco-airoh-valor-impact-orange-_JM#position=44&type=item&tracking_id=95ab9d06-3772-4ed4-a107-91ea916c1e17,NA,NA,NA,NA,NA,#463611083,NA,NA,NA,NA,NA,NA,NA,NA,NA,Integral
943, Visor Transparente Ahumado O Espejado Para Casco Power Maxx ,336,NA,3,NA,18 cuotas,18.67,NA,Envío a todo el país,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/MOTOSHOPSRLMOTOSHOPSRL,https://articulo.mercadolibre.com.uy/MLU-447730260-visor-transparente-ahumado-o-espejado-para-casco-power-maxx-_JM#position=45&type=item&tracking_id=95ab9d06-3772-4ed4-a107-91ea916c1e17,NA,NA,NA,NA,NA,#447730260,NA,NA,NA,NA,NA,NA,NA,NA,NA,Integral
944, Arco Profesional Tig Mig Solar Auto Oscurecimiento Soldadura ,2698,NA,NA,NA,18 cuotas,149.89,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/HERMES_STORE?brandId=520,https://articulo.mercadolibre.com.uy/MLU-451893705-arco-profesional-tig-mig-solar-auto-oscurecimiento-soldadura-_JM#position=46&type=item&tracking_id=95ab9d06-3772-4ed4-a107-91ea916c1e17,NA,NA,NA,NA,NA,#451893705,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
945, Casco Ls2 Ff352 Locus Negro Amarillo ,84,NA,0,NA,18 cuotas,172.76,NA,Envío a todo el país,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/ALLROADURUGUAY,https://articulo.mercadolibre.com.uy/MLU-462915967-casco-ls2-ff352-locus-negro-amarillo-_JM#position=47&type=item&tracking_id=95ab9d06-3772-4ed4-a107-91ea916c1e17,NA,NA,NA,NA,NA,#462915967,NA,NA,LS2,Integral,NA,NA,NA,NA,NA,NA
946, Casco Hjc Rpha10 Oria Mc-10 Fibra De Carbono ,349,NA,0,NA,18 cuotas,717.78,NA,Envío a todo el país,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/MOTO_TORRE,https://articulo.mercadolibre.com.uy/MLU-446544355-casco-hjc-rpha10-oria-mc-10-fibra-de-carbono-_JM#position=48&type=item&tracking_id=95ab9d06-3772-4ed4-a107-91ea916c1e17,NA,NA,NA,NA,NA,#446544355,NA,NA,HJC,NA,NA,NA,Carbon,RPHA 10,NA,Integral
947, Casco -off Cross Power Maxx - Con Visor Y Visera ,2730,NA,0,NA,18 cuotas,151.67,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/VAIMACAMOTOS,https://articulo.mercadolibre.com.uy/MLU-460111193-casco-off-cross-power-maxx-con-visor-y-visera-_JM#position=49&type=item&tracking_id=95ab9d06-3772-4ed4-a107-91ea916c1e17,NA,NA,NA,NA,NA,#460111193,NA,NA,NA,NA,NA,NA,NA,NA,NA,Cross
948, Casco Integral Power Máx Homologado Negro Y Rosado - Rayo ,1400,NA,0,NA,18 cuotas,77.78,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/VAIMACAMOTOS,https://articulo.mercadolibre.com.uy/MLU-448486830-casco-integral-power-max-homologado-negro-y-rosado-rayo-_JM#position=50&type=item&tracking_id=95ab9d06-3772-4ed4-a107-91ea916c1e17,NA,NA,NA,NA,NA,#448486830,NA,NA,Max,NA,NA,NA,NA,NA,NA,Integral
949, Fútbol Fuego Patrón Máscara Protectora Solar Pro Auto Oscure ,2889,NA,NA,NA,18 cuotas,160.50,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/HERMES_STORE?brandId=520,https://articulo.mercadolibre.com.uy/MLU-454624366-futbol-fuego-patron-mascara-protectora-solar-pro-auto-oscure-_JM#position=51&type=item&tracking_id=95ab9d06-3772-4ed4-a107-91ea916c1e17,NA,NA,NA,NA,NA,#454624366,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
950," Casco Agv Blade , Super Comodo (con Visor Oscuro De Regalo) ",179,NA,1,NA,18 cuotas,368.14,NA,Envío a todo el país,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/URURACER,https://articulo.mercadolibre.com.uy/MLU-446120032-casco-agv-blade-super-comodo-con-visor-oscuro-de-regalo-_JM#position=52&type=item&tracking_id=95ab9d06-3772-4ed4-a107-91ea916c1e17,NA,NA,NA,NA,NA,#446120032,NA,NA,AGV,Integral,NA,NA,Blade,Blade,NA,NA
951, Casco Agv K-5 Mod. Enlace ,499,NA,0,NA,18 cuotas,1.026.28,NA,Envío a todo el país,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/URURACER,https://articulo.mercadolibre.com.uy/MLU-462687597-casco-agv-k-5-mod-enlace-_JM#position=53&type=item&tracking_id=95ab9d06-3772-4ed4-a107-91ea916c1e17,NA,NA,NA,NA,NA,#462687597,NA,NA,AGV,NA,NA,NA,NA,NA,NA,Integral
952, 12mp A7 Hd 720p Deportes Impermeable Dv Cámara Acción Auto M ,2265,NA,NA,NA,18 cuotas,125.83,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/HERMES_STORE?brandId=520,https://articulo.mercadolibre.com.uy/MLU-456529792-12mp-a7-hd-720p-deportes-impermeable-dv-camara-accion-auto-m-_JM#position=1&type=item&tracking_id=a55a990f-3f10-4f62-9551-64a99ec557bb,NA,NA,NA,NA,NA,#456529792,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
953, Casco Repuesto Visor Mica Oscura Ls2 Ff320 - Ff353 ,41,NA,0,NA,18 cuotas,84.32,NA,Envío a todo el país,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/ALLROADURUGUAY,https://articulo.mercadolibre.com.uy/MLU-450828859-casco-repuesto-visor-mica-oscura-ls2-ff320-ff353-_JM#position=2&type=item&tracking_id=a55a990f-3f10-4f62-9551-64a99ec557bb,NA,NA,NA,NA,NA,#450828859,NA,NA,LS2,Integral,NA,NA,NA,NA,NA,NA
954, Casco Ls2 Ff352 Dyno Azul Mate ,84,NA,0,NA,18 cuotas,172.76,NA,Envío a todo el país,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/ALLROADURUGUAY,https://articulo.mercadolibre.com.uy/MLU-462916463-casco-ls2-ff352-dyno-azul-mate-_JM#position=3&type=item&tracking_id=a55a990f-3f10-4f62-9551-64a99ec557bb,NA,NA,NA,NA,NA,#462916463,NA,NA,LS2,Integral,NA,NA,NA,NA,NA,NA
955, Casco Sol Integral - Ss-1 Naranja Fluor Con Graficos ,3520,NA,0,NA,18 cuotas,195.56,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/VAIMACAMOTOS,https://articulo.mercadolibre.com.uy/MLU-457381656-casco-sol-integral-ss-1-naranja-fluor-con-graficos-_JM#position=4&type=item&tracking_id=a55a990f-3f10-4f62-9551-64a99ec557bb,NA,NA,NA,NA,NA,#457381656,NA,NA,NA,NA,NA,NA,NA,NA,NA,Cross
956, Casco Airoh Cosmo White Integral Nolan/hjc/ls2 ,773,NA,0,NA,18 cuotas,1.589.80,NA,Envío gratis a todo el país,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/POCHOMOTOSPB,https://articulo.mercadolibre.com.uy/MLU-453171863-casco-airoh-cosmo-white-integral-nolanhjcls2-_JM#position=5&type=item&tracking_id=a55a990f-3f10-4f62-9551-64a99ec557bb,NA,NA,NA,NA,NA,#453171863,NA,NA,NA,NA,NA,NA,NA,NA,NA,Integral
957, Casco Airoh Gp500 Rival Blue Matt ,479,NA,0,NA,18 cuotas,985.14,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/RUBIBIKES,https://articulo.mercadolibre.com.uy/MLU-454012913-casco-airoh-gp500-rival-blue-matt-_JM#position=6&type=item&tracking_id=a55a990f-3f10-4f62-9551-64a99ec557bb,NA,NA,NA,NA,NA,#454012913,NA,NA,NA,NA,NA,NA,NA,NA,NA,Integral
958, Racer Patrón Solar Con Auto-oscurecimiento Arco Tig Mig Sold ,6821,NA,NA,NA,18 cuotas,378.94,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/HERMES_STORE?brandId=520,https://articulo.mercadolibre.com.uy/MLU-456567105-racer-patron-solar-con-auto-oscurecimiento-arco-tig-mig-sold-_JM#position=7&type=item&tracking_id=a55a990f-3f10-4f62-9551-64a99ec557bb,NA,NA,NA,NA,NA,#456567105,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
959, Casco Airoh Modelo Valor Eclipse Para Ruta O Ciudad ,223,NA,0,NA,18 cuotas,458.64,NA,Envío gratis a todo el país,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/CAPOTERACING,https://articulo.mercadolibre.com.uy/MLU-462317117-casco-airoh-modelo-valor-eclipse-para-ruta-o-ciudad-_JM#position=8&type=item&tracking_id=a55a990f-3f10-4f62-9551-64a99ec557bb,NA,NA,NA,NA,NA,#462317117,NA,NA,NA,NA,NA,NA,NA,NA,NA,Integral
960, Casco Ls2 Ff352 Tribal Matt Azul ,2960,NA,0,NA,18 cuotas,164.44,NA,Envío a todo el país,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/POCHOMOTOSPB,https://articulo.mercadolibre.com.uy/MLU-463415986-casco-ls2-ff352-tribal-matt-azul-_JM#position=9&type=item&tracking_id=a55a990f-3f10-4f62-9551-64a99ec557bb,NA,NA,NA,NA,NA,#463415986,NA,NA,LS2,Integral,NA,NA,NA,NA,NA,NA
961, Casco Motocross Fox V3 Saldo De Talles Oferta. ,498,NA,0,NA,18 cuotas,1.024.22,NA,Envío gratis a todo el país,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/WTR+MOTOS,https://articulo.mercadolibre.com.uy/MLU-454093316-casco-motocross-fox-v3-saldo-de-talles-oferta-_JM#position=10&type=item&tracking_id=a55a990f-3f10-4f62-9551-64a99ec557bb,NA,NA,NA,NA,NA,#454093316,NA,NA,NA,NA,NA,NA,NA,NA,NA,Cross
962, Casco Integral Mixs Niño Homologado Color Negro Mate ,989,NA,0,NA,18 cuotas,54.94,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/VAIMACAMOTOS,https://articulo.mercadolibre.com.uy/MLU-463829703-casco-integral-mixs-nino-homologado-color-negro-mate-_JM#position=11&type=item&tracking_id=a55a990f-3f10-4f62-9551-64a99ec557bb,NA,NA,NA,NA,NA,#463829703,NA,NA,Mixs,NA,NA,NA,NA,NA,NA,Integral
963, Casco Nenki Nk-826 Integral Con Lentes Negro O Diseño ,3823,NA,1,NA,18 cuotas,212.39,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/MOTOSHOPSRLMOTOSHOPSRL,https://articulo.mercadolibre.com.uy/MLU-445477763-casco-nenki-nk-826-integral-con-lentes-negro-o-diseno-_JM#position=12&type=item&tracking_id=a55a990f-3f10-4f62-9551-64a99ec557bb,NA,NA,NA,NA,NA,#445477763,NA,NA,Nenki,NA,NA,NA,NA,NA,NA,Integral
964, Nuevo Proarc Tig Mig Auto Oscurecimiento Soldadura Máscara S ,7222,NA,NA,NA,18 cuotas,401.22,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/HERMES_STORE?brandId=520,https://articulo.mercadolibre.com.uy/MLU-456580821-nuevo-proarc-tig-mig-auto-oscurecimiento-soldadura-mascara-s-_JM#position=13&type=item&tracking_id=a55a990f-3f10-4f62-9551-64a99ec557bb,NA,NA,NA,NA,NA,#456580821,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
965, Casco Moto Husqvarna Motorcycles Moto 9 Gotland ,890,NA,0,NA,18 cuotas,1.830.43,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/AMERICANDREAM+URUGUAY,https://click1.mercadolibre.com.uy/mclics/clicks/external/MLU/count?a=tmtdoHCjumoCf5CSEXTiWdPr9QxeUg%2BBmxQ9xmAv7k4ZBVEseO%2BT%2FCdx4Tu7YMs9J3CD%2FvRIRAF%2FZFcIZNq3q6m12UXngYf4PkQF%2ByqfhIJSE%2BQjVmJ6fTArM8YK56g4vtJiC%2BTtFafQraJhYhilGn8tctbuTF2AGRYFGHarnM3zAzlH5x8yoDcdNw6vk3Qo7mw0EVp5eudupHaWIU9zTkiDUZD3rR38t3Lt%2FP9K0uZ938mFQBO0iVADKj97b5CghneQBqYnj7jW6bza8ZRJxG1c%2BTZkALBSNruyCeuDGIBpJsvzV1SpeX7%2Fgc%2BnM1q0RSzGJok7JHCM%2FLNMab4hubfVxCtNfY3QAHdW3K8A%2FppH1xIAFGtHBft98RoKJ5yN3tFPafYOzOuZ0s91UA7z3vowpG08n%2FmCijNl4ZAxnA9FPhjY1YSJNMQNO2Ad0idxNbC81%2BxS%2FzA1fCs0QpEJWndH%2F%2B%2Bimjn52CpPCSZoY71LLtT0Ux7Jlz%2BMgfiU3D64TiIytWVax04DklZNxhfKsqZ3xzdgKN6ACjzxlFYxAbwLTbN33y2EBM7DfjnugGj5KIjGW5RGVZLL89sEMXFmEXLqqlbc1awEYooXbKS0FZEBzUNTgKBtcNAPdSGhBMqQuR4FCTUYAE%2BAasC3ZYGkUZDLyR1sIVLMVOdRXEFVcpIJWA99Kh%2Fz5cV9W2oSpzwLY57EUqRPQ%2B0239gi%2FczD7vqYWjTgj1fJ6csrwtXfWaBkNI21kaLHT9YtMLKana7bQe%2BDO%2FCPqRzyZGJcAXmUpTlDtcFvPBO8tBLopxFd1Wc5yNmwyrrB7BAzRiwDK%2F372P2ZPPG6YG45qgPdzLyUZ8%2FxDu8QFLeZCCBrozN3ohA4JCZOQjztn2M3bxLMj422jMZmzMovsKQ34ji08TTjomBhPTGBuobExpG4OUp%2BW8TaO1CIaKc3CgzaZZbF5OvMQ2YQvZMOv5hyxpW636%2FMoWNcFW3OG6jNbudQpl7RAOWNDbzgBhF3GZgmRq1IIVsqyBpSqJJW87ms9z2uphFden2wN859M0jKKQkcEUE3P0Oz6trEZL4TwKR0TZ1Kn9ls0avTdAsSjpJNTVxYugzI3h3RXCrHXY2SLta%2FIHyMMh%2Fa0zXEsiD4DLC3P3kyRRrUgOnH%2BBTZJE68Q9StdC%2BKBx2mQM9U139E1HSz1iKuexYLadzU0b2sdjZUIIZiFfBX%2FNVSLzlVXCwczy1XeMCVVQWp8Uknq%2BnD6O0vUC%2BMOb%2F5YfgBM6RLU23xrPaSPgVxs317uscUkn3lCoPTpgRGb%2F0CnRh84Gq6NtnKkoBYfT7vV4105BInPijxOIuUtTEzM1J87mGDYNkwFP7lKbpNtg78p%2F8SaHC17e8HCxT1I7vjibWuMkUTZNxrxCMF%2BHLeb5jvBKdv1ZGv9ew91PV5%2BScD%2FZEWvi1IWpIiT4aL7VEp9urgrSWL2T0GiZR2wgoEdGSNAPVZRSm%2B5h6NLBy1xaIwez2QKzUNJg0R4IZn9yI8edxVGiGT1XHcjYwEcqfKpCTkwUbM5GLFxn1bWiwcVdo4NUTcN7GQJb4jCgvznDv0xoKbqVersR5MSM8YzttXH9OKDLlhMdqYhEvnWT6w97GpBZ0A7IpUffp1KlZtwwaAAfFD1dIH%2Bw9FX9nv1JqFEu%2F9lyJShBwYBJdT12TIU3sLLM224IIZQpTdWnERcAk4bXNTdmXY%2BOky%2B14%2B1i1zOEuwcKaP%2BtxYea5Et5lHV9yBEIq3VhnLDwgESgwufW5e7INCPiV7EF%2F9DiGcqG38otN6fYQouO6POox%2FPuef8N%2BxBWfOm9bxG8Cb%2FCAwhiVKO0p%2Fim1ulMjG4bMA6AuD%2FZ40U4Wpkhv7%2BZjdWrGdxAcipnVsvTh6TfIf8ms%2FbwV608nA86BiUXLyYoQLD80se0CPsz3Sd8ijeVeiTHKXrupkOqm5pJ782cPiBHfomn0vUR2Rdho2ggGEMI0Q4%2BUoeV8nXSMSKxL4l9O1HYi6EQ%3D%3D,NA,NA,NA,NA,NA,#459369166,Azul oscuro,S,Husqvarna Motorcycles,Integral,Simple,Adultos,Moto 9 Gotland,NA,Policarbonato ligero,NA
966, Visor Azul Para Cascos Mt V12 Max Vision ,1332,NA,0,NA,18 cuotas,74.00,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/MOTOSHOPSRLMOTOSHOPSRL,https://articulo.mercadolibre.com.uy/MLU-454810159-visor-azul-para-cascos-mt-v12-max-vision-_JM?searchVariation=39489335556#position=15&type=item&tracking_id=a55a990f-3f10-4f62-9551-64a99ec557bb,NA,NA,NA,NA,NA,#454810159,Azul,UNICO,Max,Integral,NA,NA,NA,NA,NA,NA
967, Casco Integral Power Máx Homologado Azul - Line-- ,1400,NA,0,NA,18 cuotas,77.78,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/VAIMACAMOTOS,https://articulo.mercadolibre.com.uy/MLU-463890327-casco-integral-power-max-homologado-azul-line--_JM#position=16&type=item&tracking_id=a55a990f-3f10-4f62-9551-64a99ec557bb,NA,NA,NA,NA,NA,#463890327,NA,NA,Max,NA,NA,NA,NA,NA,NA,Integral
968, Visor Ls2 Ff352 Tinted Negro ,1085,NA,0,NA,18 cuotas,60.28,NA,Envío a todo el país,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/POCHOMOTOSPB,https://articulo.mercadolibre.com.uy/MLU-463468648-visor-ls2-ff352-tinted-negro-_JM#position=17&type=item&tracking_id=a55a990f-3f10-4f62-9551-64a99ec557bb,NA,NA,NA,NA,NA,#463468648,NA,NA,LS2,NA,NA,NA,NA,NA,NA,NA
969, Casco Hjc Moto Cs-15 Treague Mc-8f Mate ,109,NA,2,NA,18 cuotas,224.18,NA,Envío a todo el país,NA,NA,5,4,http://perfil.mercadolibre.com.uy/MOTO_TORRE,https://click1.mercadolibre.com.uy/mclics/clicks/external/MLU/count?a=HO8Aa3qOAUgfEE6klWmHA0Ecu%2BpJHSOzq3fJ2yMsb730hH0sjlMlPLy%2F61%2B%2FJ%2FLy7BDDNyCltufFm5rLli56UKiRWyaVCkppjvZKbB7GBC0XYlGxRBPyUgq9cYgi9bdVYk%2FCyn7SDpcqwWLRStyGQcgk%2Fr2%2BT53CZAxlrHdeXzKdMGUQ08BRaHz4h1sl6sZwdQzE88i0xr%2BVY4kgVTsHOWBymSexBKrhy3GkDVrJa3M%2FPmWORlmRiYeRyNAenYlc%2BEy8A4a7C5j5f3sDVs8ATYFs%2Bnzo1c%2BlAJk8zsUdF%2FwzUE9jEaAXJ70uvx4FagDR2btOaCvsL1yOik14PwEyY5GVk9CpbrwzSFGWAEwouUJSReGkKprzsnGHE04oWo7sX6Cv5rwctj199Xjn1BgoxyHPcr9FGZaii1gapuXqG0rkuCJ9BOPxGYeQADR3JZkhIYRbNsjbPxukPbobWT6sE3EtP%2FHbok%2BZ0zeZaFjl5mmBzCmn4IclPLEEOTr1%2F3LS1fjxmibznviTduiQcSr0YYuc6KRR4dIfLus5ekIq6%2FPMMhxm6%2FuGVqhyJlfb1xa7GyVIWRfo93vypUUEo1IPWM1OsBrKMATgPD9USuZzSyA%2FdxOWjMr5vVb2n3BfrWA3no3d8bJY8poMXQQE7Rb1dsTj8zWgCXD50U4XOIC4%2Fq6goAB13JLDGtlYFchwL%2FY35J5JfW2drRk%2B1BsDObQQa4mo%2BAHULMTs8TW5dow6N9cHbwFMvuWlQemcBZwa2ukIXbRmn3y8GppLCmId1T51xz44kjoenycV9o0ehBip7yr5e89hWqdJz4nnP%2BtsKpwIWEZ1qccW9veUploabF%2FxjHbTakniaUjxgyKih%2F9F5rokE%2BIT82ZbNOrZCZD6RFTapNPBFLyWVzRAUAKRSpFtMgZWEIQOHTJ07j91bfC789dS%2BKERqqfg%2BjnxACKLIGyKLqBiFQToLM5AVRyKWqW7D4FZhCofiiorML4GJv4yiYRzTJOJ4xWIz72EmYldVIjV1X0H%2BDBBLTksc5L44N8CdJOH1R%2Frp3u17s5%2BFqAxBBCGLsP28OF%2BDWu0ev0eO99gjP%2Be4BmwN%2BWnzywMSiwqe8JCnqV8A4Hf%2BeeaSTBfN31%2BxFMoI7sMRD60DhVQ%2B1%2B9DjnlVtOI7zIsFdC%2BfBw9RzH5w0w0hte6B%2BM9FAqTAAwZtHLDJH%2FtIrBz%2FWPWP%2FPuwMfYmLF2Wsdo2Vqwfof8IO2lTICo7%2F%2BGUYGtIGq%2FWhpE2lXLkGOtL%2BBn8SnHT4GqOKDyA42dpo2gUJINjQWacTR7p8CW40wlUkwAu7OEi%2BPinwMh1HzzI22%2BtTQWaBsd1%2Fuc0XLUoZlWHiXI6ZfiUINPjDFyWwOZd5bmlwVQ8gZBbovJAJFLTbqfL3Bmv1NevYIr%2BPV0aSxdsmlheQJ7wBkISD8tVeP3zRQkDKtUFHnIGbOnm1NOw4tsFSI1YhQTuTakYzCoHg2UJx78iXTf%2BlAMqvINq%2FkLhnQvPmv3KTG54QqezQeKsWLq%2FfH5MYDfzEPwvpvgr3sVRIIjSDnMWgnTB8i3jeTkfUzLPLa0B%2BwUovZSZEc7pn72A1iNkrtHM%2B%2FkunbEAgIwCVS6b4TIaeGdivcxFGfJZy5Ry7jnemBXBfG%2B%2Fm53zeUtT4T%2B6NhHn%2BoSz7BU0nDRICRwVD589jdVK1ATTNObnHDJrWOGcf0OCjVZPju0mLk3ClHBKtjQDjAiKfFxekGG7vTZEhyLAIvlFBsDK2O6KFITHfBMxkF381O1eOnSq0NxzmKNk5XuqM9TMpnpJfr5tLsKCN1AWYfNNpyX8oANy5AApTe9adMSJRBPno58Sv6D87eObgfAaRx9tZuvlSnj2ZMvoJSFYk7cRYpShimUcTQGULgO18zFpsdatxqLkLi3VBC7CKbCAHovOCOu%2FgcfadgcAO2MY9iQ0ybr%2BnuKmQsgJnRTLPliH3wt715mNGm0%2FumIXIS0Z5xz80DYbXU%3D,4,0,0,0,0,#454979602,NA,NA,HJC,NA,NA,NA,Treague,CS-15,NA,Integral
970, Visor Ahumado Para Cascos Mt V12 Max Vision (sin Mecanismo) ,1332,NA,0,NA,18 cuotas,74.00,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/MOTOSHOPSRLMOTOSHOPSRL,https://articulo.mercadolibre.com.uy/MLU-454810165-visor-ahumado-para-cascos-mt-v12-max-vision-sin-mecanismo-_JM?searchVariation=39489337927#position=19&type=item&tracking_id=a55a990f-3f10-4f62-9551-64a99ec557bb,NA,NA,NA,NA,NA,#454810165,Gris,NA,Max,Integral,NA,NA,NA,NA,NA,NA
971, Casco Mt Stinger ,2990,NA,0,NA,18 cuotas,166.11,NA,Envío a todo el país,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/RSMOTOS,https://articulo.mercadolibre.com.uy/MLU-463164350-casco-mt-stinger-_JM#position=20&type=item&tracking_id=a55a990f-3f10-4f62-9551-64a99ec557bb,NA,NA,NA,NA,NA,#463164350,NA,NA,NA,NA,NA,NA,NA,NA,NA,Integral
972, Casco Hjc Motocross Cs-mx Dakota Mc-5sf Negro Mate ,119,NA,0,NA,18 cuotas,244.74,NA,Envío a todo el país,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/MOTO_TORRE,https://articulo.mercadolibre.com.uy/MLU-454978692-casco-hjc-motocross-cs-mx-dakota-mc-5sf-negro-mate-_JM#position=21&type=item&tracking_id=a55a990f-3f10-4f62-9551-64a99ec557bb,NA,NA,NA,NA,NA,#454978692,NA,NA,HJC,Cross,NA,NA,Dakota,CS-MX II,NA,NA
973, Casco Repuesto Boquera Ls2 Ff320 ,14,NA,0,NA,18 cuotas,28.79,NA,Envío a todo el país,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/ALLROADURUGUAY,https://articulo.mercadolibre.com.uy/MLU-449794944-casco-repuesto-boquera-ls2-ff320-_JM#position=22&type=item&tracking_id=a55a990f-3f10-4f62-9551-64a99ec557bb,NA,NA,NA,NA,NA,#449794944,NA,NA,LS2,Integral,NA,NA,NA,NA,NA,NA
974, Casco Protork Negro Talle 60 ,980,NA,NA,NA,18 cuotas,54.49,NA,Retiro gratis en tienda de Geant,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/ODALERSAODALERSA?brandId=522,https://articulo.mercadolibre.com.uy/MLU-462518719-casco-protork-negro-talle-60-_JM#position=23&type=item&tracking_id=a55a990f-3f10-4f62-9551-64a99ec557bb,NA,NA,NA,NA,NA,#462518719,NA,NA,Pro Tork,Integral,NA,NA,NA,NA,NA,NA
