search_position,name,curr_price,orig_price,num_sold,in_stock,num_installments,amt_installments,arrival_time,shipping,free_return,free_return_info,review_avg,num_reviews,seller_link,product_link,five_star,four_star,three_star,two_star,one_star,item_id,Marca,Modelo,Modelo detalhado,Potência de saída (RMS),Tipos de filtros do alto-falante,Quantidade de alto-falantes,Sensibilidade de entrada,Largura,Altura,Formato do alto-falante,Linha,Tipos de alto-falante,Lugares de colocação,Configuração de canais,Conectores de entrada,Distorção,Peso,Modelo alfanumérico,Voltagem,Ambientes,Resposta máxima em frequência,Resposta mínima em frequência
167, Caixa De Som Portátil Bluetooth Amplificada Usb Mp3 Fm A-81 ,195,NA,"
			
				Novo
			
			
				
					 - 
				
				307
				vendidos
			
		",(204 disponíveis),"
	
		
			
		
		12x 
		
			
				R$ 1627
		
		 sem juros
		
	

	
		",27,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,4.4,120,https://perfil.mercadolivre.com.br/HW11MX,https://produto.mercadolivre.com.br/MLB-1020222837-caixa-de-som-amplificada-led-bluetooth-mp3-sd-microfone-sp25-_JM,78,26,9,3,4,#1020222837,Multilaser,SP256,NA,40 W,Woofer,2,80 dB,NA,NA,Caixa,Deko,NA,"Sala,quarto,suite,cozinha,festa,balada,escritorio,carro,quintal,sacada,terraço,salão,portatil,usb,fm",Digital,NA,0.3 %,NA,NA,NA,NA,NA,NA
168, Caixa De Som Mini Bluetooth 40w - Rádio Fm ,67,NA,"
			
				Novo
			
			
				
					 - 
				
				14
				vendidos
			
		",(5 disponíveis),"
	
		
			
		
		12x 
		
			
				R$ 649
		
		 sem juros
		
	

	
		",49,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,2.0,1,https://perfil.mercadolivre.com.br/LOJAZAHI,https://produto.mercadolivre.com.br/MLB-1180324426-caixa-de-som-portatil-bluetooth-amplificada-usb-mp3-fm-a-81-_JM,NA,NA,NA,NA,NA,#1180324426,Altomex,A81,NA,15 W,NA,NA,NA,NA,NA,Caixa,NA,Subwoofer,"Móvel, Portátil",NA,NA,0.3 %,NA,NA,NA,NA,NA,NA
169, Mini Caixinha Som Bluetooth Portátil Prova De Água Ventosa ,149,NA,"
			
				Novo
			
			
				
					 - 
				
				96
				vendidos
			
		",(47 disponíveis),"
	
		
			
		
		12x 
		
			
				R$ 1433
		
		 sem juros
		
	

	
		",33,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,4.3,1690,https://perfil.mercadolivre.com.br/SHOP+MIX_ONLINE,https://produto.mercadolivre.com.br/MLB-1178021516-caixa-de-som-mini-bluetooth-40w-radio-fm-_JM,1094,283,157,63,93,#1178021516,JBL,Xtreme,NA,40 W,Passivo,2,80 dB,NA,NA,Caixa,NA,Subwoofer,Portatil,5.1,NA,NA,NA,NA,NA,NA,20 kHz,70 Hz
170, Caixa De Som Multilaser Sp217 Bluetooth Led Amplificada Usb ,24,NA,"
			
				Novo
			
			
				
					 - 
				
				1100
				vendidos
			
		",(12 disponíveis),"
	
		
			
		
		5x 
		
			
				R$ 547
		
		 sem juros
		
	

	
		",47,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,4.0,28,https://perfil.mercadolivre.com.br/IMPACTOVENDASS,https://produto.mercadolivre.com.br/MLB-726466956-mini-caixinha-som-bluetooth-portatil-prova-de-agua-ventosa-_JM,15,6,3,0,4,#726466956,Importado,BTS-06,NA,3 W,Passivo,1,80 dB,NA,NA,Caixa,Ventosa,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
171, Caixa De Som Bluetooth 40w - Pendrive - Auxiliar - Sd - Fm ,287,NA,"
			
				Novo
			
			
				
					 - 
				
				228
				vendidos
			
		",(23 disponíveis),"
	
		
			
		
		12x 
		
			
				R$ 2392
		
		 sem juros
		
	

	
		",92,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,4.7,1263,https://perfil.mercadolivre.com.br/PEGMIX,https://produto.mercadolivre.com.br/MLB-911887123-caixa-de-som-multilaser-sp217-bluetooth-led-amplificada-usb-_JM,952,243,40,7,21,#911887123,Multilaser,SP217,NA,80 W,Ativo,NA,NA,20 cm,33 cm,Caixa,Som Portátil,NA,NA,NA,Leitor SD,NA,2.5 kg,SP 217,NA,NA,NA,NA
172, 60 Unidades - Caixa De Som Mini Speaker Ws887 Bluetooth ,129,NA,"
			
				Novo
			
			
				
					 - 
				
				56
				vendidos
			
		",(44 disponíveis),"
	
		
			
		
		12x 
		
			
				R$ 1079
		
		 sem juros
		
	

	
		",79,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,4.6,8,https://perfil.mercadolivre.com.br/TNT+TECNOLOGIA,https://click1.mercadolivre.com.br/mclics/clicks/external/MLB/count?a=Dxx0MbAHexCHXc6JWAosXxMj%2FMDcqT5I2u7ySwulv%2Byuk4jxHDMYK%2F%2B5ULlYzWzedGE2PHZfsL9%2BjBqmyWlLN7M0fPZp9X4ie%2BPa1v%2FjEPnpTWHScjNWfo1qLjMBHXxD99xag2MiYD1dClz7V%2FGXnGieks3mhr4YpvR%2BxJmkK8uwAjax2c1AedUo6vyqGwcMd9v03BTxv6vQqkmW4pYFrz09M0wdh21ziWbGzfh69HpSuo%2BjZhLDpw1YqPg%2FaGpLHrpyb%2FFIi5krt%2Fix0Ouy29E6tNrhfUNzPJ8BkKT3ukHzpzFt08ZINdL1RriyTOf30ZW3MOX3qa2EwLsYcWIiNkUxf0z%2FzgrxSrJ5HxXgBI9yb2YcC5wVWPr%2FcR3dfQlaR%2F3Fp1kQezOzkMbMYpRdz5zvLDFaiPTcDJVyAeEeuvu1AJleZ4jfzpUegfqulBXmM1ZxS7Yc4CJuA0OjqdRKQ9DXRZEs1v5IWlVrnEunKangF5T%2BAGx%2B9ZzgklVdTm%2BX18S0e5tdyeo7gxiolrPxpUE9KSqIt3hcbAsVd0BdzPY1erqe4Rj%2BgMpoTLTwGM5UMTctn0JAINhpbcC28Zl6c%2FVLv0Wa02uVQTMyo0WiqF5lCpqzUtQwQsc%2BW4HrAx6e2gaIf6pgBilYaKB5FjDSeNVZo04b6ld%2FfJcBvUunWDokjFYp5UdGDzFLpMXzlfWyBvcqMqIAfdNuuqqR3ZGmrBDwnEWNVcxqHd6o6YW%2Fz9hfYuF5JcdEKGpE5s9yuzveYlXgrNtyN7Vj2%2F2vgniEx2JkwvVmJksJaBqqdRv%2B65rmFNhMwKCTLFjNMVv6X7k4y5KTLKCqRzWriV2uKXcu%2BkZkZi356eOno7rGIkrqEqU1VPAeVDJFQEGwaozbPIzNwk9ZGLZw4ZKDWpGaotvBaQ5Op9muHZug9F5YR8l7ydy%2F9UjmCLu46pwm6oJWahXBz5vvThhceqZ7vfPgZB9OW2AdpJCNMgvD33GZInICGRQ4lcpf7oCt548STuNzjqb78VoVk2f%2Fzz8HUIxB20raFuFZYPb969NMTdoIWrEna5D7drMC1bxSlVNXeDomytLe6n%2BHv7GAdqUQvW5JUvY3A9szVgJFlTEY27HQ1WkIiQRNdjiiYRwT6rFUoqh%2Fwg2GnRbwPyVFv7Uvh3eic5D%2BuooxdMGD3fI8gvrrpEvq%2Fwe4iXTP6ZGblxV3h1TANw0h22nFW0x0bQXVQys1dlXoGMV4CUMgDv0EpowP4k1zEFAwy2MdeXOg9PMkwTTIbTR1dzpByXMYWAaXrN8KIsupkSyJTkT2HaYw724bDr6ZPtgSLq5l7aub6KQd49tk0K5FY8bnyqTwk19CDiaq1mn86wxg%2F9FRWPHX119e2BfejNg%2BS3AzXawEzqEuprADX7k%2BekqvU6PtzuGUwk1qEJ6Uwp3XHmq4pmjMLI5NOAMxbLzBXLJp7cwHqzMYJSgb2T9ZgnrzsfJN5KYVS8lU7c2%2BVMz97RkWO%2B3xKV4%2BjvWHmFygJYsWn%2BKKTYEL1BbtwE3Wnbm%2Fu4%2B96ziaOINfUneaM3tdUjRJs2f4OI7IhcBOWddGeXdayEHZXDZov8t2GhFvfGGb%2Bg9OuTL2SVd6rpML%2BjTgO54tXUFwAmnlYBFx0agInDBfTDJwrqfz4%2F0glS1AE5ADMwZfOcbzS6QP,5,3,0,0,0,#926879947,Wster/Xtrad,WS-1618,WS1618,20 W,Comum,NA,NA,NA,NA,Redondo,Audio,Woofer,1,digital,USB,NA,NA,WS1618,110V/220V (Bivolt),Interno,60 Hz,50 Hz
173, Caixa Som Torre Bluetooth Mp3 P2 Usb Sd Pendrive + Microfone ,149,NA,"
			
				Novo
			
			
				
					 - 
				
				75
				vendidos
			
		",(36 disponíveis),"
	
		
			
		
		12x 
		
			
				R$ 1433
		
		 sem juros
		
	

	
		",33,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,4.3,1690,https://perfil.mercadolivre.com.br/SHOP+MIX_ONLINE,https://produto.mercadolivre.com.br/MLB-1242775067-caixa-de-som-bluetooth-40w-pendrive-auxiliar-sd-fm-_JM,1094,283,157,63,93,#1242775067,JBL,Xtreme,NA,40 W,Subwoofer,2,80 dB,NA,NA,Caixa,NA,Subwoofer,Portatil,5.1,USB,NA,780 g,NA,NA,NA,20 kHz,70 Hz
174, Caixa Caixinha 300w Led Som Bluetooth Portatil Fm Usb P2 ,107,NA,"
			
				Novo
			
			
				
					 - 
				
				103
				vendidos
			
		",(4 disponíveis),"
	
		
			
		
		12x 
		
			
				R$ 1032
		
		 sem juros
		
	

	
		",32,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,5.0,7,https://perfil.mercadolivre.com.br/FIXEXPLODE,https://produto.mercadolivre.com.br/MLB-1197901502-caixa-som-torre-bluetooth-mp3-p2-usb-sd-pendrive-microfone-_JM,7,0,0,0,0,#1197901502,Altomax,A-7093,NA,20 W,Subwoofer,NA,NA,NA,NA,Caixa,NA,Subwoofer,Portátil,5.1,USB,NA,NA,NA,NA,NA,NA,NA
175, Caixa Som Bluetooth Jbl Xtreme 2 40w Azul Jblxtreme2azl ,28,NA,"
			
				Novo
			
			
				
					 - 
				
				305
				vendidos
			
		",(2 disponíveis),"
	
		
			
		
		6x 
		
			
				R$ 536
		
		 sem juros
		
	

	
		",36,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,4.4,7,https://perfil.mercadolivre.com.br/LOJA10.ML,https://produto.mercadolivre.com.br/MLB-1037277419-caixa-caixinha-300w-led-som-bluetooth-portatil-fm-usb-p2-_JM,5,0,2,0,0,#1037277419,Grasep,D-BH1051,NA,5 W,Ativo,1,NA,NA,NA,Caixa,Caixinha de som Bluetooth com TWS,NA,NA,NA,Micro SD. USB. P2. Bluetooth. TWS. FM,NA,300 g,NA,NA,Interno,NA,NA
176, Caixa Som Bluetooth Ws1618 Ent.usb Pen Drive Aux Sd ,1039,NA,"
			
			
				
				23
				vendidos
			
		",(496 disponíveis),"
	
		
			
		
		12x 
		
			
				R$ 8665
		
		 sem juros
		
	

	
		",65,NA,Envio para todo o país,NA,NA,4.4,45,https://perfil.mercadolivre.com.br/FASTSHOP+OFICIAL?brandId=942,https://produto.mercadolivre.com.br/MLB-1231034915-caixa-som-bluetooth-jbl-xtreme-2-40w-azul-jblxtreme2azl-_JM,34,4,2,0,5,#1231034915,JBL,Xtreme,JBLXTREMEBLUUS,40 W,Passivo,1,80 dB,136 mm,288 mm,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20 kHz,70 Hz
177, Caixa Som Micro System 2.1 Bluetooth 3000w Mp3 Fm Pc Bivolt ,399,NA,"
			
				Novo
			
			
				
					 - 
				
				85
				vendidos
			
		",(9914 disponíveis),"
	
		
			
		
		12x 
		
			
				R$ 3820
		
		 sem juros
		
	

	
		",20,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,4.0,12,https://perfil.mercadolivre.com.br/RELU+MAGAZINE,https://produto.mercadolivre.com.br/MLB-1132330430-caixa-som-micro-system-21-bluetooth-3000w-mp3-fm-pc-bivolt-_JM,6,3,1,1,1,#1132330430,XTrad,XDG-11,NA,60 W,NA,NA,NA,NA,NA,Caixa,Sistema De Som Bluetooth,NA,NA,NA,"RCA, p2, USB, pen drive, sd card",NA,2800 kg,NA,NA,NA,NA,NA
178, Caixa De Som Speaker Google Home Mini 2019 Português - Preta ,359,NA,"
			
				Novo
			
			
				
					 - 
				
				7
				vendidos
			
		",(28 disponíveis),"
	
		
			
		
		12x 
		
			
				R$ 2992
		
		 sem juros
		
	

	
		",92,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,NA,NA,https://perfil.mercadolivre.com.br/COMPRE+F%C3%81CILBR1,https://click1.mercadolivre.com.br/mclics/clicks/external/MLB/count?a=RBwJYu1Wn4DCg0%2FIBv2NRPIZs5NZznzBf3OM2uCSJG1s%2FlUth%2FQQMFxJoUuc4QC0YNbMCumoT8HYDmllHX5p8uhcawjKYQtczCljdHsoUDi0KcvZdpvFCSe0xZUje7vFwWZXRDPtQhoGMCpUdQvNJTN3wH7I6glyKIS0qz2c3YPFY6a2wS2a0rKEX9TL4fVu9hpHVKOYQ39sWGeEUZWxT5cwOo8ZLFmWA8wEPn5XSB6ohXJsyVfDGV4crCWSPigkZNeEGupQcRTQ9ylsO4%2F5U3wzTOugyZGyWKWX9WIB6lvRhVgLN2WGe2ofpbloco9JRk2wO96lwCQxJTqkfZXwKO67NvwCZcp7nM4D0GVxmkoTwtO0HbYjiYwjJd%2BWVIRqFYh8X%2BC0zz4iG1GOBN28AD4V7XdyP8BL08a5jk98fSZC29pnjGtm9hvMYrDLub%2Bi5NSV2xdjpaoh5PcpG9nDcUyviyHr8RzG89wYTl9gNwj1cP3ZXM38GM7D30lXW0G9QPV6T2pchQlIwEXph6iVq0yc%2Biekg8kpKEc%2FVd9mdF6hVA8klsTkCHbWB7gwXMl5p27CZCrQsRK2zk7Y5R7gp9Rg0BDeAPannpBYGSf%2FMUm4gr14bf5AbVM0%2F3LrS%2FfLv%2FeIi%2BAiXkWrLk58dcTuQ8w3FfIVWE89c%2FiVhIWBI4Vq9rbV1L1krfqenuJy9P0nFu5tsOVBkB7P8OSmcEhXD8MAgm2kk%2BVWk0U6p9ZH%2BJuHF6E2vOp0MBtzOVSU9oEAgftjK8ZPQ330Q%2B%2BFNWJb4p3aHRpnFdDbMR6BDdndkzju927oUbd%2F782dLmq6BhxD3ypKzA%2B7Gr4yg0U6G1Ox68i1OxrYhzwUKZgTt0xm38%2BK%2BZdSSO79HyuWkMrQlA17QqQC0Jpp%2BXhH02aTWtoGo7a1UC04IqX3GnzfjqPEhFr5WBtAKPsA8%2FTScc%2Fpk2c1Ik0pLyqocYo%2FNyrkeyHkYowUT3GLNSMxyd6%2Fbl1CQYM0niduxlgQ%2BWGG6X0MTvM1FvwAoa9mF3CpnpuLv9yLL9IdrNa%2BVHVeNCeQvsKfNqv%2BjJLRdorgn7k%2Fva0nqA%2BeaZL13vzWYFAgOFIqRCGVOotrvKSrFkRJA%2FlhRhkGKpU6ttgpoWuGunLqi1UpR1RHTavLncIVkD47NKNnzbkAdZfswY5h10%2BoHRanb2VKDyForCWx0zFp5zy5i3r0%2BFmdEr7RCs7Dxj4ouFD3y7PryjYLbO4abkFFiF0%2FCo5yWqzQ34Mx%2B%2BzTkiGq4rhUf2nFPgj8Vx6RTy9f1xq2whwztoUcmw0QwQS%2FmcrMRE3WVrb%2B0uC%2F9J1WEZfubTt0rKpDHks2vNNxOKopOclSnttltUMWnWbRiiq2NpxstJJTucqW9uZe%2FMOtcK5VlCkfUWCqpGB5fRcQAQPOZazYB2vgNgDevnV6l5G2lVyzg6jzh70tbJJl6SWWjGOUyzgFRAtVXJP16E8ZHfrsA0R%2FCAhTikmB1xTqa7mYyGuiNP3JnoLsVl0F%2FqfrS69T8QI2ysxtgStI4XPnATUKFCcu%2Bhqytxri1A2ilPzyGQ%2F15Ia9hItrazp2SF26o0aY6lPFxJMH0iJC8XOuWsDvyPEoxxhPZjSNI3DIprZ%2B7ra5CsRL96RWOnmAK9gWQWX8n9JOjo6pFo4dQPZUSPCBxcJ6H0vzxkdqA0A%3D,NA,NA,NA,NA,NA,#1193512296,Boombox,Boombox Grande,NA,60 W,Passivo,2,80 dB,NA,NA,Circular,Caixa Som,NA,NA,5.1,USB,NA,1500 g,Boombox Com Alça,Bivolt,Externo,NA,NA
179, Caixa De Som Bose Revolve + Plus Com Bluetooth Prova D'agua ,198,NA,"
			
				Novo
			
			
				
					 - 
				
				106
				vendidos
			
		",(94 disponíveis),"
	
		
			
		
		12x 
		
			
				R$ 1892
		
		 sem juros
		
	

	
		",92,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,5.0,6,https://perfil.mercadolivre.com.br/SANTOSMOTTAMARIA,https://produto.mercadolivre.com.br/MLB-1220069260-caixa-de-som-speaker-google-home-mini-2019-portugus-preta-_JM,6,0,0,0,0,#1220069260,Google,Home Mini,NA,3 W,Passivo,1,NA,"3.86 ""","3.86 """,circular,NA,fixo,multiplos,mono,NA,NA,350 g,NA,NA,NA,NA,NA
180, Caixa Bluetooth Jbl Go2 Preta Com Potência De 3 W - Jbl ,1869,NA,"
			
				Novo
			
			
				
					 - 
				
				7
				vendidos
			
		",(93 disponíveis),"
	
		
			
		
		12x 
		
			
				R$ 15575
		
		 sem juros
		
	

	
		",75,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,5.0,7,https://perfil.mercadolivre.com.br/MLVENDAJA,https://produto.mercadolivre.com.br/MLB-994253440-caixa-de-som-bose-revolve-plus-com-bluetooth-prova-dagua-_JM,7,0,0,0,0,#994253440,Bose,Revolve+,NA,NA,Tweeter,NA,NA,NA,NA,NA,SoundLink,NA,PORTATIL,NA,Auxiliar,NA,2 lb,NA,NA,NA,NA,NA
181, Caixa De Som Speaker Jbl Go 2 - Promoção - Original ,155,NA,"
			
			
				
				159
				vendidos
			
		",(1021 disponíveis),"
	
		
			
		
		12x 
		
			
				R$ 1298
		
		 sem juros
		
	

	
		",98,NA,Envio para todo o país,NA,NA,4.9,15,https://perfil.mercadolivre.com.br/FASTSHOP+OFICIAL?brandId=942,https://produto.mercadolivre.com.br/MLB-1127430528-caixa-bluetooth-jbl-go2-preta-com-potncia-de-3-w-jbl-_JM,14,1,0,0,0,#1127430528,JBL,GO 2,JBLGO2BLK,25 W,NA,NA,80 dB,71 mm,86 mm,NA,Creature,NA,NA,NA,Auxiliar,NA,NA,NA,NA,NA,NA,NA
182, Caixa Som Ambiente Jbl Selenium C321 Par Preto C321p 60w ,139,NA,"
			
				Novo
			
			
				
					 - 
				
				208
				vendidos
			
		",(18 disponíveis),"
	
		
			
		
		12x 
		
			
				R$ 1328
		
		 sem juros
		
	

	
		",28,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,4.9,1439,https://perfil.mercadolivre.com.br/ELETRONICOSMUNDO19,https://produto.mercadolivre.com.br/MLB-1111692425-caixa-de-som-speaker-jbl-go-2-promoco-original-_JM,1319,95,18,4,3,#1111692425,JBL,GO 2,NA,3 W,Passivo,1,80 dB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20 kHz,180 Hz
183, Caixa De Som Jbl Go2 Bluetooth Original 1 Ano De Garantia+nf ,327,NA,"
			
				Novo
			
			
				
					 - 
				
				69
				vendidos
			
		",(200 disponíveis),"
	
		
			
		
		12x 
		
			
				R$ 2732
		
		 sem juros
		
	

	
		",32,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,5.0,8,https://perfil.mercadolivre.com.br/AUDIOB+SHOP,https://produto.mercadolivre.com.br/MLB-1034743529-caixa-som-ambiente-jbl-selenium-c321-par-preto-c321p-60w-_JM,8,0,0,0,0,#1034743529,JBL,C321,C321P,30 W,Passivo,NA,NA,19 cm,12 cm,Caixa,Ambientare,NA,De parede,NA,NA,NA,NA,NA,NA,NA,NA,NA
184, 2 Caixinha Som Bluetooth Tws Metal Mini Speaker 3w Portátil ,154,NA,"
			
				Novo
			
			
				
					 - 
				
				93
				vendidos
			
		",(4 disponíveis),"
	
		
			
		
		12x 
		
			
				R$ 1288
		
		 sem juros
		
	

	
		",88,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,4.9,1439,https://perfil.mercadolivre.com.br/RN+NACIONAIS-IMPORTADOS,https://produto.mercadolivre.com.br/MLB-1246892764-caixa-de-som-jbl-go2-bluetooth-original-1-ano-de-garantianf-_JM,1319,95,18,4,3,#1246892764,JBL,GO 2,NA,3 W,NA,1,80 dB,NA,NA,Caixa,NA,portatil,NA,NA,NA,NA,0.18 kg,NA,NA,NA,NA,NA
185, Caixa Caixinha Som Amplificada Bluetooth Mp3 Usb Cartao 106 ,78,NA,"
			
				Novo
			
			
				
					 - 
				
				95
				vendidos
			
		",(4 disponíveis),"
	
		
			
		
		12x 
		
			
				R$ 755
		
		 sem juros
		
	

	
		",55,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,5.0,3,https://perfil.mercadolivre.com.br/FIXEXPLODE,https://produto.mercadolivre.com.br/MLB-1234775422-2-caixinha-som-bluetooth-tws-metal-mini-speaker-3w-portatil-_JM,3,0,0,0,0,#1234775422,Importado,FN-0006/M3,NA,3 W,Subwoofer,1,NA,NA,NA,Caixa,NA,Subwoofer,Portátil,5.1,Bluetooth,NA,NA,NA,NA,NA,NA,NA
186, Caixa De Som Sound Bar Com 120w Smart Tv Pc Bluetooth Optico ,64,NA,"
			
				Novo
			
			
				
					 - 
				
				335
				vendidos
			
		",(111 disponíveis),"
	
		
			
		
		12x 
		
			
				R$ 537
		
		 sem juros
		
	

	
		",37,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,3.4,12,https://perfil.mercadolivre.com.br/MAGAZINEHELENA,https://produto.mercadolivre.com.br/MLB-916822223-caixa-caixinha-som-amplificada-bluetooth-mp3-usb-cartao-106-_JM,1,5,4,2,0,#916822223,Yes,MS-140BT,NA,15 W,Auto-falante com caixa de madeira selada,2,NA,NA,NA,NA,Caixa de Som Portátil,NA,NA,NA,Auxiliar,NA,NA,NA,110V/220V (Bivolt),NA,80 kHz,18 kHz
187, Caixa De Som Amplificada Bluetooth 2000w Fortress 2 Microfon ,499,NA,"
			
				Novo
			
			
				
					 - 
				
				65
				vendidos
			
		",(935 disponíveis),"
	
		
			
		
		12x 
		
			
				R$ 4167
		
		 sem juros
		
	

	
		",67,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,4.7,3,https://perfil.mercadolivre.com.br/MEGAOFERTA1000,https://produto.mercadolivre.com.br/MLB-1029363160-caixa-de-som-sound-bar-com-120w-smart-tv-pc-bluetooth-optico-_JM,2,1,0,0,0,#1029363160,RCA,MTS2018,NA,120 W,NA,NA,NA,NA,7 cm,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
188, Mini Caixa Som Portátil Mp3 Fm Usb Pendrive Micro Sd Td-v26 ,709,NA,"
			
				Novo
			
			
				
					 - 
				
				28
				vendidos
			
		",(8 disponíveis),"
	
		
			
		
		12x 
		
			
				R$ 5916
		
		 sem juros
		
	

	
		",16,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,5.0,1,https://perfil.mercadolivre.com.br/SANBOX-BR,https://produto.mercadolivre.com.br/MLB-1166151527-caixa-de-som-amplificada-bluetooth-2000w-fortress-2-microfon-_JM,NA,NA,NA,NA,NA,#1166151527,JBL,Caixa Amplificada Bluetooh,NA,200 W,NA,NA,NA,NA,NA,Caixa,NA,NA,NA,NA,USB,NA,NA,NA,NA,NA,NA,NA
189, Caixa Som Amplificada Bluetooth Mp3 Fm Usb Sd P2 Suporte Cel ,29,NA,"
			
				Novo
			
			
				
					 - 
				
				162
				vendidos
			
		",(10 disponíveis),"
	
		
			
		
		6x 
		
			
				R$ 555
		
		 sem juros
		
	

	
		",55,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,4.9,10,https://perfil.mercadolivre.com.br/CR10+IMPORTS,https://produto.mercadolivre.com.br/MLB-714132517-mini-caixa-som-portatil-mp3-fm-usb-pendrive-micro-sd-td-v26-_JM,9,1,0,0,0,#714132517,Importado,TD-V26,NA,3 W,NA,1,NA,NA,NA,Caixa,NA,Subwoofer,mesa,NA,"USB, Micro SD, Auxiliar",NA,NA,NA,NA,NA,NA,NA
190, Caixa Som Bluetooth Amplificada 500w Portátil Led Falante 15 ,41,NA,"
			
				Novo
			
			
				
					 - 
				
				78
				vendidos
			
		",(11 disponíveis),"
	
		
			
		
		6x 
		
			
				R$ 698
		
		 sem juros
		
	

	
		",98,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,NA,NA,https://perfil.mercadolivre.com.br/ELETRO+SHOK,https://produto.mercadolivre.com.br/MLB-1173803395-caixa-som-amplificada-bluetooth-mp3-fm-usb-sd-p2-suporte-cel-_JM,NA,NA,NA,NA,NA,#1173803395,Inova,RAD-386Z,NA,5 W,NA,NA,NA,NA,NA,Caixa,NA,Woofer,De piso,NA,Auxiliar,NA,NA,NA,NA,NA,NA,NA
191, Camaro Caixa Som Carrinho Carro Toca Musica Radio Mp3 Player ,716,NA,"
			
				Novo
			
			
				
					 - 
				
				215
				vendidos
			
		",(111 disponíveis),"
	
		
			
		
		12x 
		
			
				R$ 6848
		
		 sem juros
		
	

	
		",48,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,4.5,135,https://perfil.mercadolivre.com.br/BANANA-SHOP,https://produto.mercadolivre.com.br/MLB-783258320-caixa-som-bluetooth-amplificada-500w-portatil-led-falante-15-_JM,96,23,10,3,3,#783258320,AMVOX,ACA 501 NEW PRETO BIVOL,ACA 501 NEW,500 W,Ativo,1,NA,NA,NA,Caixa,ACA 501 NEW,Subwoofer e Tweeter,"De piso, De mesa",2.1,NA,NA,13.1 kg,ACA 501 NEW,Bivolt,Interno,NA,NA
192, Caixinha Som Bluetooth Tws Metal Amplificada Mini Speaker 3w ,34,NA,"
			
				Novo
			
			
				
					 - 
				
				138
				vendidos
			
		",(362 disponíveis),"
	
		
			
		
		6x 
		
			
				R$ 647
		
		 sem juros
		
	

	
		",47,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,NA,NA,https://perfil.mercadolivre.com.br/HLBMULTIVENDAS,https://produto.mercadolivre.com.br/MLB-1149787992-camaro-caixa-som-carrinho-carro-toca-musica-radio-mp3-player-_JM,NA,NA,NA,NA,NA,#1149787992,Nakazaki,Camaro,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,USB,NA,NA,NA,NA,NA,NA,NA
193, Caixa Som Boombox Grande 60w Potente + Carregador Original ,42,NA,"
			
				Novo
			
			
				
					 - 
				
				413
				vendidos
			
		",(3 disponíveis),"
	
		
			
		
		6x 
		
			
				R$ 795
		
		 sem juros
		
	

	
		",95,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,4.9,11,https://perfil.mercadolivre.com.br/FIXEXPLODE,https://produto.mercadolivre.com.br/MLB-1196109866-caixinha-som-bluetooth-tws-metal-amplificada-mini-speaker-3w-_JM,10,1,0,0,0,#1196109866,Importado,FN-0006/M3,NA,3 W,Subwoofer,1,NA,NA,NA,Caixa,NA,Subwoofer,Portátil,5.1,Bluetooth,NA,NA,NA,NA,NA,NA,NA
