search_position,name,curr_price,orig_price,num_sold,in_stock,num_installments,amt_installments,arrival_time,shipping,free_return,free_return_info,review_avg,num_reviews,seller_link,product_link,five_star,four_star,three_star,two_star,one_star,item_id,Marca,Línea,Modelo,Potencia de salida (RMS),Tipos de filtros del parlante,Lugares de colocación,Formato del parlante,Configuración de canales,Conectores de entrada,Peso,Tipos de parlante,Voltaje,Altura
1614, Parlante Portátil Bluetooth Sony Xb01 Extra Bass - Rojo ,1999,NA,2,10,12 cuotas,NA,NA,Envío gratis a todo el país,Devolución gratis,Tenés 30 días desde que lo recibís,NA,NA,https://perfil.mercadolibre.com.ar/SONY+ARGENTINA?brandId=140,https://articulo.mercadolibre.com.ar/MLA-782299261-parlante-portatil-bluetooth-sony-xb01-extra-bass-rojo-_JM,NA,NA,NA,NA,NA,#782299261,Sony,EXTRA BASS,Srs-xb01,3 W,NA,NA,Mono,NA,NA,160 g,"Portátil, Mini, Bluetooth, Inalámbrico, Extra Bass, Rango completo",NA,NA
1615, Parlante Kolke Hi-fi Kpg-100 Karaoke Usb C/control Remoto ,2070,NA,6,1,12 cuotas,NA,NA,Llega gratis mañana,Devolución gratis,Tenés 30 días desde que lo recibís,4.7,24,https://perfil.mercadolibre.com.ar/RECARGASINKTEC,https://articulo.mercadolibre.com.ar/MLA-699387253-parlante-kolke-hi-fi-kpg-100-karaoke-usb-ccontrol-remoto-_JM,18,5,0,1,0,#699387253,Kolke,NA,KPG-100,5 W,Subwoofer,Portatil,Caja,2.1,Entrada para Micrófono,NA,NA,NA,NA
1616, Parlante Reproductor Philco Sph1600 Usb/sd/radio ,2686,NA,2,7,12 cuotas,NA,NA,Envío gratis a todo el país,Devolución gratis,Tenés 30 días desde que lo recibís,NA,NA,https://perfil.mercadolibre.com.ar/PEROZZI_E_HIJO,https://articulo.mercadolibre.com.ar/MLA-781001221-parlante-reproductor-philco-sph1600-usbsdradio-_JM,NA,NA,NA,NA,NA,#781001221,Philco,NA,SPH1600,16 W,NA,NA,NA,NA,NA,NA,NA,NA,NA
1617, Parlante Portatil Bluetooth Usb Karaoke 1400w Microfono X650 ,8990,NA,10,3,6 cuotas sin interés,NA,NA,Llega gratis mañana,Devolución gratis,Tenés 30 días desde que lo recibís,5,1,https://perfil.mercadolibre.com.ar/DEPOT+CENTRO,https://articulo.mercadolibre.com.ar/MLA-654632223-parlante-portatil-bluetooth-usb-karaoke-1400w-microfono-x650-_JM,1,0,0,0,0,#654632223,Thonet & Vander,BOING,BOING X KJA650B,1400 W,Portátil,portatil,Caja,NA,NA,NA,NA,NA,NA
1618, Parlante Portátil Potenciado Winco W209 ,1998,NA,54,4,12 cuotas,NA,NA,Llega mañana,Devolución gratis,Tenés 30 días desde que lo recibís,4.4,118,https://perfil.mercadolibre.com.ar/ELECTROPLUS_37,https://articulo.mercadolibre.com.ar/MLA-621185136-parlante-portatil-potenciado-winco-w209-_JM,75,29,6,5,3,#621185136,Winco,NA,W209,40 W,Subwoofer,celulares y pc,Caja,2.0,NA,NA,Subwoofer,NA,NA
1619, Parlante Torre Karaoke Portatil Bt 1803 Bluetooth Luces Led ,1889,NA,231,100,12 cuotas,NA,NA,Llega mañana,Devolución gratis,Tenés 30 días desde que lo recibís,5,5,https://perfil.mercadolibre.com.ar/RGC+STORE,https://articulo.mercadolibre.com.ar/MLA-712754732-parlante-torre-karaoke-portatil-bt-1803-bluetooth-luces-led-_JM,5,0,0,0,0,#712754732,BT SPEAKER,NA,BT 1803,10 W,Mini tweeter,Toda superficie que permita apoyarlo o trasnportarlo,Portatil,RADIO FM,USB,NA,Mini tweeter,NA,NA
1620, Parlante Portátil Jbl Go Negro Gtia. Original. ,1849,NA,3,27,12 cuotas,NA,NA,Envío gratis a todo el país,Devolución gratis,Tenés 30 días desde que lo recibís,4.8,729,https://perfil.mercadolibre.com.ar/TECNOWAYSRL,https://articulo.mercadolibre.com.ar/MLA-735435088-parlante-portatil-jbl-go-negro-gtia-original-_JM,605,109,14,1,0,#735435088,JBL,NA,Jbl Go Rojo,3 W,portatil,"Mesa, escritorio, exterior",Caja,2.1,Auxiliar,130 g,Mini tweeter,NA,NA
1621, Parlante Potencia Panacom Sp-1840 Radio Mp3 ,8999,NA,1,1,12 cuotas,NA,NA,Envío gratis a todo el país,Devolución gratis,Tenés 30 días desde que lo recibís,NA,NA,https://perfil.mercadolibre.com.ar/NAXTERHOGAR,https://articulo.mercadolibre.com.ar/MLA-682368563-parlante-potencia-panacom-sp-1840-radio-mp3-_JM,NA,NA,NA,NA,NA,#682368563,Panacom,NA,SP-1840,NA,Woofer,De piso,Caja,NA,Entrada para Micrófono,NA,NA,NA,NA
1622, Parlante Portatil Xiaomi Mi Pocket Speaker 2 Bluetooth Envio ,1999,2899,4,84,6 cuotas sin interés,NA,NA,Envío gratis a todo el país,Devolución gratis,Tenés 30 días desde que lo recibís,NA,NA,https://perfil.mercadolibre.com.ar/JAZAKSHOP.COM,https://articulo.mercadolibre.com.ar/MLA-770152502-parlante-portatil-xiaomi-mi-pocket-speaker-2-bluetooth-envio-_JM,NA,NA,NA,NA,NA,#770152502,Xiaomi,Mi,Mi Pocket Speaker 2,5 W,NA,NA,NA,NA,NA,125 g,NA,NA,NA
1623, Parlante Hi Fi Karaoke Kolke 200w Kpg-100 ,2099,NA,4,2,12 cuotas,NA,NA,Envío gratis a todo el país,Devolución gratis,Tenés 30 días desde que lo recibís,4.7,24,https://perfil.mercadolibre.com.ar/ALESTEBRANDML,https://articulo.mercadolibre.com.ar/MLA-710208731-parlante-hi-fi-karaoke-kolke-200w-kpg-100-_JM,18,5,0,1,0,#710208731,Kolke,NA,KPG-100,200 W,Portátil,Multimedia,portatil,NA,NA,NA,portatil,NA,NA
1624, Parlante Portatil Bluetooth Tipo Pill Usb Sd Aux + Envió ,899,NA,3,96,12 cuotas,NA,NA,Envío gratis a todo el país,Devolución gratis,Tenés 30 días desde que lo recibís,NA,NA,https://perfil.mercadolibre.com.ar/DREAMDIGITAL,https://articulo.mercadolibre.com.ar/MLA-792334186-parlante-portatil-bluetooth-tipo-pill-usb-sd-aux-envio-_JM,NA,NA,NA,NA,NA,#792334186,Mini Speaker,NA,Bt-808L,NA,Inalambrico,Universal,Bluetooh,NA,NA,NA,NA,NA,NA
1625, Parlante House Of Marley Get Together Mini - Denim Bluetooth ,9999,NA,13,3,12 cuotas,NA,NA,Llega gratis mañana,Devolución gratis,Tenés 30 días desde que lo recibís,5,1,https://perfil.mercadolibre.com.ar/PHOTOSTORE,https://articulo.mercadolibre.com.ar/MLA-684790953-parlante-house-of-marley-get-together-mini-denim-bluetooth-_JM,1,0,0,0,0,#684790953,House of Marley,Get Together,GET TOGETHER MINI - DENIM,3 W,Portátil,portatil,Caja,2.0,NA,NA,portatil,USB,NA
1626, Parlante Panacom Sp3419 Wm 3500w Usb Bt + Mic Inalambrico ,6299,NA,2,2,12 cuotas,NA,NA,Llega gratis mañana,Devolución gratis,Tenés 30 días desde que lo recibís,4.6,26,https://perfil.mercadolibre.com.ar/OESTE+AUDIO_,https://articulo.mercadolibre.com.ar/MLA-733224369-parlante-panacom-sp3419-wm-3500w-usb-bt-mic-inalambrico-_JM,16,9,1,0,0,#733224369,Panacom,SKYLINE,SP-3419WM,35 W,Activo,VARIOS,Caja,NA,Entrada para Micrófono,NA,Woofer,NA,NA
1627, Parlante Portátil Novik Neo Impact One 1200 W Rms Dj Karaoke ,8098,NA,5,1,12 cuotas,NA,NA,Llega gratis mañana,Devolución gratis,Tenés 30 días desde que lo recibís,NA,NA,https://perfil.mercadolibre.com.ar/TECNOFAST_,https://articulo.mercadolibre.com.ar/MLA-705052325-parlante-portatil-novik-neo-impact-one-1200-w-rms-dj-karaoke-_JM,NA,NA,NA,NA,NA,#705052325,Novik,NA,IMPACT ONE,1200 W,Portátil,De piso,Caja,NA,Auxiliar,17.1 kg,Woofer,110V/220V (Bivolt),400 mm
1628, Parlante Portatil Mp3 Usb Bluetooth Multi Led Gadnic Oferta ,1749,NA,7,499,12 cuotas,NA,NA,Llega mañana,Devolución gratis,Tenés 30 días desde que lo recibís,NA,NA,https://perfil.mercadolibre.com.ar/SALES+COM?brandId=945,https://articulo.mercadolibre.com.ar/MLA-754854561-parlante-portatil-mp3-usb-bluetooth-multi-led-gadnic-oferta-_JM,NA,NA,NA,NA,NA,#754854561,Gadnic,NA,NanoStudio,10 W,"Parlante Portatil, Parlante Bluetooth, Parlante Con luces, Parlante Wireless","Eventos, Cumpleaños, Casas, Departamentos",Speaker,NA,NA,NA,NA,NA,NA
1629, Bafle Portátil Potenciado 20w Led Bluetooth Usb Mic Kpm-169 ,1842,NA,3,5,12 cuotas,NA,NA,Llega mañana,Devolución gratis,Tenés 30 días desde que lo recibís,4.3,3,https://perfil.mercadolibre.com.ar/AMITOSAI+STORES,https://articulo.mercadolibre.com.ar/MLA-751047895-bafle-portatil-potenciado-20w-led-bluetooth-usb-mic-kpm-169-_JM,2,0,1,0,0,#751047895,Kolke,Karaoke,KPM-169,20 W,PORTATIL BLUETOOTH,NA,Caja,NA,USB / BLUETOOTH / MICRO SD / AUX / MIC,NA,NA,USB 5V,NA
1630, Parlante Portatil Bluetooth Edifier Mp211 Varios Colores New ,1809,NA,3,4,12 cuotas,NA,NA,Envío a todo el país,Devolución gratis,Tenés 30 días desde que lo recibís,4.6,69,https://perfil.mercadolibre.com.ar/DALECL%C3%8DCK,https://articulo.mercadolibre.com.ar/MLA-629103277-parlante-portatil-bluetooth-edifier-mp211-varios-colores-new-_JM,44,21,3,0,1,#629103277,Edifier,NA,MP211,4 W,Tweeter,NA,NA,1,Auxiliar,215 g,NA,NA,NA
1631, Parlante Bafle Portatil Bluetooth Usb Panacom Sp3315 Blanco ,2399,NA,2,23,12 cuotas,NA,NA,Envío gratis a todo el país,Devolución gratis,Tenés 30 días desde que lo recibís,3,1,https://perfil.mercadolibre.com.ar/LEFCASADEMUSICA,https://articulo.mercadolibre.com.ar/MLA-772471622-parlante-bafle-portatil-bluetooth-usb-panacom-sp3315-blanco-_JM,0,0,1,0,0,#772471622,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1632, Parlante Speaker Jbl Go 2 Bt Sumergible Negro ,2099,NA,2,96,12 cuotas,NA,NA,Envío gratis a todo el país,Devolución gratis,Tenés 30 días desde que lo recibís,4.8,761,https://perfil.mercadolibre.com.ar/CLIMAX+TIENDAONLINE,https://articulo.mercadolibre.com.ar/MLA-785490082-parlante-speaker-jbl-go-2-bt-sumergible-negro-_JM,633,118,9,0,1,#785490082,JBL,NA,GO 2,3 W,Portátil,Portatil,Portatil,NA,NA,184 g,portable,NA,NA
1633, Equipo De Musica Cabezal 2 Parlantes Apto Microfono Kpm-275 ,1395,NA,3,4,12 cuotas,NA,NA,Llega mañana,Devolución gratis,Tenés 30 días desde que lo recibís,NA,NA,https://perfil.mercadolibre.com.ar/VALKIRIA+TECNO,https://articulo.mercadolibre.com.ar/MLA-785806956-equipo-de-musica-cabezal-2-parlantes-apto-microfono-kpm-275-_JM,NA,NA,NA,NA,NA,#785806956,Kolke,PORTABLE MUSIC,KPM-275,15 W,Activo,NA,Caja,NA,USB / BLUETOOTH / MICRO SD / AUX,NA,NA,USB 5V,NA
1634, Parlante Portátil Usb Bluetooth Karaoke Recargable Fm ,2099,NA,3,7,12 cuotas,NA,NA,Llega gratis mañana,Devolución gratis,Tenés 30 días desde que lo recibís,NA,NA,https://perfil.mercadolibre.com.ar/NIXOSHOP,https://articulo.mercadolibre.com.ar/MLA-756386718-parlante-portatil-usb-bluetooth-karaoke-recargable-fm-_JM,NA,NA,NA,NA,NA,#756386718,Pagoda,NA,PGD 2011,15 W,Portátil,VARIO,Caja,2.1,NA,NA,PORTAIL,NA,NA
1635, Parlante Bluetooth Mondial Moc-05 Portatil Usb Radio Fm Sd ,1888,2299,19,10,12 cuotas,NA,NA,Llega gratis mañana,Devolución gratis,Tenés 30 días desde que lo recibís,4.4,8,https://perfil.mercadolibre.com.ar/GASTRO+HOGAR,https://articulo.mercadolibre.com.ar/MLA-706541708-parlante-bluetooth-mondial-moc-05-portatil-usb-radio-fm-sd-_JM,4,3,1,0,0,#706541708,Mondial,Multi Connect,MCO-05,30 W,Woofer,Interiores,Caja,1,NA,NA,NA,NA,NA
1636, Parlante Torre De Sonido Bluetooth Neo Usb Micro Auxilia ,3599,NA,2,1,12 cuotas,NA,NA,Envío gratis a todo el país,Devolución gratis,Tenés 30 días desde que lo recibís,NA,NA,https://perfil.mercadolibre.com.ar/DESPENSADIGITAL,https://articulo.mercadolibre.com.ar/MLA-776578222-parlante-torre-de-sonido-bluetooth-neo-usb-micro-auxilia-_JM,NA,NA,NA,NA,NA,#776578222,NEO,NA,NV-WSP330,50 W,NA,NA,NA,NA,Auxiliar,NA,NA,NA,1 m
1637, Parlante Bluetooth Ventilador Noga Manos Libres Microsd Usb ,669,NA,12,11,12 cuotas,NA,NA,Envío a todo el país,Devolución gratis,Tenés 30 días desde que lo recibís,5,1,https://perfil.mercadolibre.com.ar/DALECL%C3%8DCK,https://articulo.mercadolibre.com.ar/MLA-740733163-parlante-bluetooth-ventilador-noga-manos-libres-microsd-usb-_JM,1,0,0,0,0,#740733163,Noga,NA,NGP-FAN,3 W,Tweeter,NA,NA,1,NA,NA,NA,NA,NA
1638, Parlante Torre Bluetooth Inalambrico Noga X2 Usb Aux Fm 20 W ,2999,NA,7,992,12 cuotas,NA,NA,Llega gratis mañana,Devolución gratis,Tenés 30 días desde que lo recibís,3,1,https://perfil.mercadolibre.com.ar/ELECTRO+POINT,https://articulo.mercadolibre.com.ar/MLA-761823163-parlante-torre-bluetooth-inalambrico-noga-x2-usb-aux-fm-20-w-_JM,0,0,1,0,0,#761823163,Noga,NA,NGS-X2,20 W,Woofer columna,Toda la casa,Columna,NA,NA,NA,torre columna,NA,12 cm
1639, Parlante Bluetooth Velador Luz Colores Sd Usb Celu Microf ,599,NA,4,NA,12 cuotas,NA,NA,Llega mañana,Devolución gratis,Tenés 30 días desde que lo recibís,NA,NA,https://perfil.mercadolibre.com.ar/TUTECNO.COM.AR,https://articulo.mercadolibre.com.ar/MLA-739022391-parlante-bluetooth-velador-luz-colores-sd-usb-celu-microf-_JM,NA,NA,NA,NA,NA,#739022391,Genérico,NA,Parlante Velador,3 W,Mini tweeter,NA,Caja,no,NA,NA,NA,3.7V,NA
1640, Parlante Bluetooth Velador Luz Colores Sd Usb Celu Microf ,2499,NA,50,3,12 cuotas,NA,NA,Envío gratis a todo el país,Devolución gratis,Tenés 30 días desde que lo recibís,4.5,2,https://perfil.mercadolibre.com.ar/BAIRESIT,https://articulo.mercadolibre.com.ar/MLA-715260299-parlante-inalambrico-bluetooth-ion-luces-led-_JM,1,1,0,0,0,#715260299,ION,NA,ION-18R,NA,NA,NA,NA,NA,Auxiliar,NA,NA,NA,NA
1641, Parlante Inalambrico Bluetooth- Ion- Luces Led ,350,NA,10,5,12 cuotas,NA,NA,Llega mañana,Devolución gratis,Tenés 30 días desde que lo recibís,NA,NA,https://perfil.mercadolibre.com.ar/QUERI+ACCESORIOS,https://articulo.mercadolibre.com.ar/MLA-680425961-parlante-bluetooth-recargable-para-la-ducha-resistente-agua-_JM,NA,NA,NA,NA,NA,#680425961,Queri Accesorios,NA,Parlante ducha,3 W,De ducha,NA,Redondo,NA,NA,NA,NA,NA,NA
1642, Parlante Bluetooth Recargable Para La Ducha Resistente Agua ,10400,NA,1,998,12 cuotas,NA,NA,Llega gratis mañana,Devolución gratis,Tenés 30 días desde que lo recibís,4.9,636,https://perfil.mercadolibre.com.ar/AUDIOSTAF+ELECTRONIKO,https://articulo.mercadolibre.com.ar/MLA-786711656-parlante-portatil-jbl-charge-4-bluetooth-sumergible-black-_JM,553,75,6,1,1,#786711656,JBL,NA,Charge 4,30 W,Portátil,NA,NA,NA,NA,NA,NA,NA,NA
1643, Parlante Portatil Jbl Charge 4 Bluetooth Sumergible Black ,9589,NA,1,998,6 cuotas sin interés,NA,NA,Envío gratis a todo el país,Devolución gratis,Tenés 30 días desde que lo recibís,NA,NA,https://perfil.mercadolibre.com.ar/MEXXCOMPUTACION,https://articulo.mercadolibre.com.ar/MLA-759569335-parlante-logitech-ue-boom-3-violeta-sonido-360-agua-mexx-2-_JM,NA,NA,NA,NA,NA,#759569335,Logitech,NA,Ue Boom3,18 W,NA,Portatil,NA,NA,NA,608 g,NA,NA,NA
1644, Parlante Logitech Ue Boom 3 Violeta Sonido 360° Agua Mexx 2 ,2025,NA,2,2,12 cuotas,NA,NA,Llega gratis mañana,Devolución gratis,Tenés 30 días desde que lo recibís,NA,NA,https://perfil.mercadolibre.com.ar/TIENDA+SILOE,https://articulo.mercadolibre.com.ar/MLA-763134397-parlante-portatil-bluetooth-bazooka-sd-usb-camuflado-control-_JM,NA,NA,NA,NA,NA,#763134397,Senon,NA,BOOMBOXC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1645, Parlante Pcbox Ice Bluetooth Bateria 1800 Mah Micosd Rojo ,1990,NA,2,997,12 cuotas,NA,NA,Llega mañana,Devolución gratis,Tenés 30 días desde que lo recibís,4.8,761,https://perfil.mercadolibre.com.ar/JV_AUDIO,https://articulo.mercadolibre.com.ar/MLA-774091048-parlante-portatil-jbl-go-2-bluetooth-blue-varios-colores-_JM,633,118,9,0,1,#774091048,JBL,NA,GO 2,3 W,Subwoofer,NA,NA,NA,NA,0.18 kg,NA,NA,NA
1646, Parlante Portátil Bluetooth Bazooka Sd Usb Camuflado Control ,2190,NA,2,3,12 cuotas,NA,NA,Envío gratis a todo el país,Devolución gratis,Tenés 30 días desde que lo recibís,4.8,761,https://perfil.mercadolibre.com.ar/IMPPORT_LP,https://articulo.mercadolibre.com.ar/MLA-787277868-parlante-jbl-go-2-bluetooth-portatil-sumergible-colores-_JM,633,118,9,0,1,#787277868,JBL,NA,GO 2,3 W,Mini tweeter,NA,NA,NA,NA,186 g,NA,NA,NA
1647, Parlante Portatil Jbl Go 2 Bluetooth Blue Varios Colores ,2490,NA,33,9975,12 cuotas,NA,NA,Envío gratis a todo el país,Devolución gratis,Tenés 30 días desde que lo recibís,3.3,3,https://perfil.mercadolibre.com.ar/ALCLICK+ML,https://click1.mercadolibre.com.ar/mclics/clicks/external/MLA/count?a=7bQPPUPUDsA61biJ9x1xAaruw2sDTUx2YIWei0pidZUcTIuVLPcBWEnb4a4HPNWHmOnLOqQR5kJSKk6KI7bNgl2jwEOJu3agwTqtzBTULOKZ%2BRTVCaHvL5Jr4ej9YsU%2Fv%2BC4JItGHoazz80cINKWPMk6HUazW4IsE2eCl08fXSL4JzxFb7H%2BPj7tlesEJUiUtIpkSRnCPkMGRd05IAmsFQpK4D5LbtTO2%2Ff1wfi4OwLdrrfwiZiIqbWeJqCSvwoNJcQW9Tp2wiTjHH5sgwAo2iTT2hXhi4%2FkyTEt4xHze2wZ7whW%2BA89nCgvV5zspV32n9IgIZ2g3QkMQANa68XBxtQrFQCIFtz4jfjEaEK5EBs5azilBB0s6oM1Hwr6sHjWV08RZ2jwA0epIpM%2BnUW1a6cmznkpzx4Yifpfz7Q5y%2FFP4AxOVNTuCORnLDnzaqGJ7ySr40jDAzqU%2BZm1arJAlJrHgi7ToDn1Smuv3aQ8WPIwqGvc1RgESqgiBwCh97uVPhs4qBGOZa5u5Ub1BX9IXzg8m5gcCiTm1Iv%2BWqbUYTBA9kRU0xW5jMszDCkUP5mvQW61HJRCnoqoL%2BdbfqQaM36v0HAYuHeL8rC0aWHyG2RKC0WyPg1HGqrk0yErYLeKRcDi%2BwtK7YsgaffqINZ%2BV1n5ZtxC82eFW9DUq%2FEbvPGaY%2FWtUmESlOEO7lokEYdMGt64Zp57dm%2BA8OHHlguZrwap%2BaQd8trFmJO3rL9Ssq8lO%2BnDTK%2F4HNcYbbCxarR183nVDk1lsUK9UA4zuZEMYisq92apC2qqrjcIXn0s1SgIBnq7kIPzYoLQYwdPeXvRAqm3sa8M2wNaA%2FjHX6Woe9Ivqsik2yb%2FXAIy9HlrYiNemrqJ5p8V6NqBgdOQ32lHmlPEgL8LUqRNMEgWDn%2FIYN14n9pquM0Ai3ab5mFm7YjPjFR4%2F%2BNkQA01L6PwOjhH%2B0MLrxnmdXQaDR6ryX0rrdxrUxPyHc%2Bor%2BxR%2FWphDxShA6he5xw6FfkPWMXPSmYPTNngYc105AofC0EOaUGFfLvXbTyhqrdUAxGBGfxUr5sZrVD2grpt1mh0WiuzjN3CTG47xsE7ThhYmANu8s%2FQARNtfK2lnRlzCYH3Ucphk%2FOMtS6HGm6AhIcyU6Fz04oalrPAzD1PjNyDDfp3q01HeEnPuXkEsHh%2B9VolSLTvqucRelY%2Bj4S0QXYyaPvNUYJMcX9FCC4QRRlI%2FHckWLavQdMmfv4tEV7tje4kUBlbYyyVfbVOp612BnOcSSQ1yubZ0Ypo15aFp5wIf355EpSz%2FQZOIUpjoLZ%2BQ%2BNoHADNO%2F6JLZ%2BeOjbB0xOV2voAZFhu0o6HWrobpy6RQ2nTbXjjmVLmECQ0Td0u0uQ929vcNclTyEJBzJ%2FrtoeFA0uag0z31Zecze3FWK%2B2rDA%2BHDbly3vFJoGD9qLP4Gw0RBh1rGO0krs%2BYIpqVcQPKti%2Fh9ktL%2BnGkRDT%2Fsmy5HacxqINtf7FAX860Gls4TyANeht%2BuEqDjqoyr%2FTID2uxSWzzgPWPj5nSq19OFlbSMrrOosVOAQhv5%2B95zPbaHCOYKlrvgXWs1%2BWhqid0SHKzYG5otdANlTZHVOaE62qTpqUStUrFtobYxxi4KiZ7mZYIKNKZvuf45PcS8oyoXZnAnkEaF2cW7ljlExTlx7iactGXJcEhL8IRA%3D%3D,1,1,0,0,1,#755179606,Otras Marcas,MOSKU DX,SP-KJA16E,500 W,Activo,NA,Caja Portátil,NA,"Bluetooth, USB, microSD, AUX, Micrófono",NA,Woofer,220,NA
1648, Parlante Jbl Go 2 Bluetooth Portátil Sumergible Colores ,1990,NA,2,997,12 cuotas,NA,NA,Llega mañana,Devolución gratis,Tenés 30 días desde que lo recibís,4.8,761,https://perfil.mercadolibre.com.ar/ELECTRONIKO+E-COMMERCE,https://articulo.mercadolibre.com.ar/MLA-774455159-parlante-portatil-jbl-go-2-bluetooth-yellow-varios-colores-_JM,633,118,9,0,1,#774455159,JBL,NA,GO 2,3 W,Subwoofer,NA,NA,NA,NA,0.18 kg,NA,NA,NA
1649, Parlante Portatil Jbl Go 2 Bluetooth Yellow Varios Colores ,1990,NA,2,10,12 cuotas,NA,NA,Llega gratis mañana,Devolución gratis,Tenés 30 días desde que lo recibís,NA,NA,https://perfil.mercadolibre.com.ar/DEPOT+CENTRO,https://articulo.mercadolibre.com.ar/MLA-761472833-parlante-portatil-bluetooth-karaoke-usb-sd-15w-f905-noga-_JM,NA,NA,NA,NA,NA,#761472833,Noga,NA,F905,15 W,Portátil,mesa,Caja,1.0,Auxiliar,NA,Subwoofer,NA,NA
1650, Parlante Portatil Bluetooth Karaoke Usb Sd 15w F905 Noga ,2299,NA,49,40,12 cuotas,NA,NA,Llega gratis mañana,Devolución gratis,Tenés 30 días desde que lo recibís,4.5,308,https://perfil.mercadolibre.com.ar/SOUND-GROUP,https://articulo.mercadolibre.com.ar/MLA-641665619-parlante-stromberg-portatil-bluetooth-20w-rms-chroma-kazz-_JM,190,83,25,6,4,#641665619,Thonet & Vander,frei,Frei,16 W,Portátil,NA,NA,NA,USB,NA,NA,NA,NA
1651, Parlante Rubik Bluetooth Luz Micro Usb Portatil Manos Libres ,3999,NA,89,1,12 cuotas,NA,NA,Llega gratis mañana,Devolución gratis,Tenés 30 días desde que lo recibís,4.5,36,https://perfil.mercadolibre.com.ar/VENTAS_TECNOCENTER,https://articulo.mercadolibre.com.ar/MLA-636808661-parlante-philco-djp20-karaoke-25w-bt-usb-radio-fm-microfono-_JM,21,13,2,0,0,#636808661,Philco,DJ Speakers,DJP20,25 W,Karaoke Portatil,Portatil,Activo,Estereo,Entrada para Micrófono,3 kg,PORTATIL,NA,230 mm
1652, Parlante Stromberg Portatil Bluetooth 20w Rms Chroma Kazz ,1799,NA,20,5,12 cuotas,NA,NA,Llega gratis mañana,Devolución gratis,Tenés 30 días desde que lo recibís,4,2,https://perfil.mercadolibre.com.ar/DEPOT+CENTRO,https://articulo.mercadolibre.com.ar/MLA-684244124-parlante-torre-columna-bluetooth-con-usb-fm-y-sd-noga-net-x2-_JM,0,2,0,0,0,#684244124,Noganet,Noga,NGS-X2,20 W,Columna,columna,Columna,1.0,NA,NA,Subwoofer,NA,12 cm
