search_position,name,curr_price,orig_price,num_sold,in_stock,num_installments,amt_installments,arrival_time,shipping,free_return,free_return_info,review_avg,num_reviews,seller_link,product_link,five_star,four_star,three_star,two_star,one_star,item_id,Marca,Peso,Modelo,Potencia de salida (RMS),Tipos de filtros del parlante
1674, Parlante No Bounds Em-ja015-rd House Of Marley Bluetooth ,225,NA,"
			
				Nuevo
			
			
		",(10 disponibles),NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/SERPROCTI+SAC,https://articulo.mercadolibre.com.pe/MPE-436571741-parlante-no-bounds-em-ja015-rd-house-of-marley-bluetooth-_JM,NA,NA,NA,NA,NA,#436571741,House of Marley,NA,NA,NA,NA
1675, Parlante Bluetooth Tronsmart Element Force 40w Ipx7 ,279,NA,"
			
				Nuevo
			
			
		",(3 disponibles),NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/IMPORTACIONES+STA.L,https://articulo.mercadolibre.com.pe/MPE-437173384-parlante-bluetooth-tronsmart-element-force-40w-ipx7-_JM,NA,NA,NA,NA,NA,#437173384,NA,NA,NA,NA,NA
1676, Audifonos Bluetooth Nfc + Sd 2 En 1 Modo Parlante - Sodo ,119,NA,"
			
				Nuevo
			
			
		",(20 disponibles),NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/FULL+NOVEDADES-,https://articulo.mercadolibre.com.pe/MPE-437253300-audifonos-bluetooth-nfc-sd-2-en-1-modo-parlante-sodo-_JM,NA,NA,NA,NA,NA,#437253300,NA,NA,NA,NA,NA
1677," Liquidacion! Parlante Inalámbrico Landbyte Bv210, Bluetoot ",134,NA,"
			
				Nuevo
			
			
		",(2 disponibles),NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/REMATESYLIQUIDACION_PC,https://articulo.mercadolibre.com.pe/MPE-434594726-liquidacion-parlante-inalambrico-landbyte-bv210-bluetoot-_JM,NA,NA,NA,NA,NA,#434594726,NA,NA,NA,NA,NA
1678," [ ] Parlante Inalámbrico Logitech Ue Wonderboom Fireball, ",250,NA,"
			
				Nuevo
			
			
				
					 - 
				
				1
				vendido
			
		",(2 disponibles),NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/OFERTAS+DELIVERY,https://articulo.mercadolibre.com.pe/MPE-437009054--parlante-inalambrico-logitech-ue-wonderboom-fireball-_JM,NA,NA,NA,NA,NA,#437009054,Logitech,NA,NA,NA,NA
1679, A Pedido!! Parlante Iluv Syren Bluetooth/ Nfc / Hands Fre ,138,NA,"
			
				Nuevo
			
			
		",(2 disponibles),NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/REMATESYLIQUIDACION_PC,https://articulo.mercadolibre.com.pe/MPE-434727864-a-pedido-parlante-iluv-syren-bluetooth-nfc-hands-fre-_JM,NA,NA,NA,NA,NA,#434727864,NA,NA,NA,NA,NA
1680, Parlante Skill Bluetooth Barril Yellow Hands Free/micro Usb ,62,NA,"
			
				Nuevo
			
			
		",(3 disponibles),NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/VIERA+ASOCIADOS,https://articulo.mercadolibre.com.pe/MPE-436126982-parlante-skill-bluetooth-barril-yellow-hands-freemicro-usb-_JM,NA,NA,NA,NA,NA,#436126982,NA,NA,NA,NA,NA
1681, Parlante Bluetooth Acuático Manos Libres Micrófono Gift ,29,NA,"
			
				Nuevo
			
			
		",(10 disponibles),NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/OSRA6692680,https://articulo.mercadolibre.com.pe/MPE-436462989-parlante-bluetooth-acuatico-manos-libres-microfono-gift-_JM,NA,NA,NA,NA,NA,#436462989,GN,200 kg,ISC,NA,NA
1682, Parlante No Bounds Em-ja015-bl House Of Marley Bluetooth ,225,NA,"
			
				Nuevo
			
			
		",(10 disponibles),NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/SERPROCTI+SAC,https://articulo.mercadolibre.com.pe/MPE-436570903-parlante-no-bounds-em-ja015-bl-house-of-marley-bluetooth-_JM,NA,NA,NA,NA,NA,#436570903,House of Marley,NA,NA,NA,NA
1683, Parlante Bluetooth Usb Memoria Microsd 5horas De Música ,40,NA,"
			
				Nuevo
			
			
		",(1 disponibles),NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/INVERSIONES+ALVINEC,https://articulo.mercadolibre.com.pe/MPE-436572681-parlante-bluetooth-usb-memoria-microsd-5horas-de-musica-_JM,NA,NA,NA,NA,NA,#436572681,Estándar,NA,LN-14,NA,NA
1684, Nuevo Parlante Bluetooth 4.1 Acuático Ducha Resiste Al Agua ,25,NA,"
			
				Nuevo
			
			
		","
		
			¡Único disponible!
		
	",NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/JERSON_MEZA,https://articulo.mercadolibre.com.pe/MPE-436820416-nuevo-parlante-bluetooth-41-acuatico-ducha-resiste-al-agua-_JM,NA,NA,NA,NA,NA,#436820416,NA,NA,NA,NA,NA
1685, Parlante Activo 2 Vías 1000w Bluetooth Behringer B115w + Gta ,1304,NA,"
			
				Nuevo
			
			
		",(100 disponibles),NA,NA,NA,Envío gratis a todo el país,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/SOUNDA+E.I.R.L,https://articulo.mercadolibre.com.pe/MPE-437225036-parlante-activo-2-vias-1000w-bluetooth-behringer-b115w-gta-_JM,NA,NA,NA,NA,NA,#437225036,NA,NA,NA,NA,NA
1686, Parlante Bluetooth Recargable Sd/radio/usb ,75,NA,"
			
				Nuevo
			
			
		",(1 disponibles),NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/PLUSTONER+SAC,https://articulo.mercadolibre.com.pe/MPE-436742875-parlante-bluetooth-recargable-sdradiousb-_JM,NA,NA,NA,NA,NA,#436742875,JBL (Generico),NA,NA,NA,NA
1687, Parlante Bluetooth Usb Radio Karaoke ,100,NA,"
			
				Nuevo
			
			
				
					 - 
				
				4
				vendidos
			
		",(6 disponibles),NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/CIROXELECTRONIC,https://articulo.mercadolibre.com.pe/MPE-423071099-parlante-bluetooth-usb-radio-karaoke-_JM,NA,NA,NA,NA,NA,#423071099,NA,NA,NA,NA,NA
1688, Parlante Bluetooth Xiaomi En Stock!!! ,120,NA,"
			
				Nuevo
			
			
				
					 - 
				
				1
				vendido
			
		","
		
			¡Último disponible!
		
	",NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/IMPORTMYO,https://articulo.mercadolibre.com.pe/MPE-426080354-parlante-bluetooth-xiaomi-en-stock-_JM,NA,NA,NA,NA,NA,#426080354,NA,NA,NA,NA,NA
1689, Parlante Ewtto Hi-fi ,40,NA,"
			
				Nuevo
			
			
		","
		
			¡Único disponible!
		
	",NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,NA,https://articulo.mercadolibre.com.pe/MPE-433218944-parlante-ewtto-hi-fi-_JM,NA,NA,NA,NA,NA,#433218944,ewtto,NA,NA,NA,NA
1690, Parlante Fender Mic S6004bt - Rms: 60w (40w + 10w X2) (woofe ,105,NA,"
			
				Nuevo
			
			
		",(10 disponibles),NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/WWW.CORPORACIONDASH.COM,https://articulo.mercadolibre.com.pe/MPE-432980762-parlante-fender-mic-s6004bt-rms-60w-40w-10w-x2-woofe-_JM,NA,NA,NA,NA,NA,#432980762,NA,NA,NA,NA,NA
1691, Parlantes Bluetooth Ventas Por Mayor Se Envia A Provincia ,35,NA,"
			
				Nuevo
			
			
				
					 - 
				
				5
				vendidos
			
		",(45 disponibles),NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/23JOSEREVOLLEDO,https://articulo.mercadolibre.com.pe/MPE-423550062-parlantes-bluetooth-ventas-por-mayor-se-envia-a-provincia-_JM,NA,NA,NA,NA,NA,#423550062,NA,NA,NA,NA,NA
1692, Jbl Flip 4 Parlante Bluetooth Portatil Acuatico Bass Colores ,365,NA,"
			
				Nuevo
			
			
		",(10 disponibles),NA,NA,NA,Envío gratis a todo el país,NA,NA,4.8,9,http://perfil.mercadolibre.com.pe/ALONSOFITNESS2,https://articulo.mercadolibre.com.pe/MPE-435685975-jbl-flip-4-parlante-bluetooth-portatil-acuatico-bass-colores-_JM,7,2,0,0,0,#435685975,JBL,NA,Flip 4,16 W,Activo
1693, Parlante Bluetooth Waterproof Shower Speaker Con Luces Led ,29,NA,"
			
				Nuevo
			
			
		",(10 disponibles),NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/PRECIO.PE,https://articulo.mercadolibre.com.pe/MPE-426243682-parlante-bluetooth-waterproof-shower-speaker-con-luces-led-_JM,NA,NA,NA,NA,NA,#426243682,NA,NA,NA,NA,NA
1694, Bose Soundlink 3 Protector De Silicona Smatree Funda ,60,NA,"
			
				Nuevo
			
			
				
					 - 
				
				10
				vendidos
			
		",(11 disponibles),NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,5.0,1,http://perfil.mercadolibre.com.pe/VENTA_ONLINE_PERU,https://articulo.mercadolibre.com.pe/MPE-431636566-bose-soundlink-3-protector-de-silicona-smatree-funda-_JM,NA,NA,NA,NA,NA,#431636566,Bose,NA,III,NA,Pasivo
1695, Parlante Logitech Ue Roll Bluetooth Blue/red ,215,NA,"
			
				Nuevo
			
			
		",(4 disponibles),NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/SATIAGOTEJADACHACON,https://articulo.mercadolibre.com.pe/MPE-432553646-parlante-logitech-ue-roll-bluetooth-bluered-_JM,NA,NA,NA,NA,NA,#432553646,Logitech,NA,NA,NA,NA
1696, Parlantes Bluetooh Envio Provincia ,15,NA,"
			
				Nuevo
			
			
		","
		
			¡Único disponible!
		
	",NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/REVOLLEDO2323,https://articulo.mercadolibre.com.pe/MPE-434442803-parlantes-bluetooh-envio-provincia-_JM,NA,NA,NA,NA,NA,#434442803,NA,NA,NA,NA,NA
1697, Parlante Jbl Charge 4 Bt 100% Original 20horas 30w Acuático ,529,NA,"
			
				Nuevo
			
			
		",(100 disponibles),NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/CARE1509251,https://articulo.mercadolibre.com.pe/MPE-436829855-parlante-jbl-charge-4-bt-100-original-20horas-30w-acuatico-_JM,NA,NA,NA,NA,NA,#436829855,JBL,NA,Charge 4,30 W,Activo
1698, Parlantes Subwoofer Icaro Halion 200w Usb Sd Fm Blueto Karao ,255,NA,"
			
				Nuevo
			
			
		",(20 disponibles),NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/HUANCAYOVENDE.COM,https://articulo.mercadolibre.com.pe/MPE-436242028-parlantes-subwoofer-icaro-halion-200w-usb-sd-fm-blueto-karao-_JM,NA,NA,NA,NA,NA,#436242028,NA,NA,NA,NA,NA
1699, Coolbox - Parlante Bluetooth 2.1 Con Subwoofer ,175,NA,NA,(50 disponibles),NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,NA,https://articulo.mercadolibre.com.pe/MPE-436816251-coolbox-parlante-bluetooth-21-con-subwoofer-_JM,NA,NA,NA,NA,NA,#436816251,Coolbox,NA,EM-3685FT,NA,NA
1700, Parlante Bluetooth Vivitar Get Loud ,59,NA,"
			
				Nuevo
			
			
		",(1 disponibles),NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/JAVEN2015,https://articulo.mercadolibre.com.pe/MPE-436380148-parlante-bluetooth-vivitar-get-loud-_JM,NA,NA,NA,NA,NA,#436380148,Vivitar,NA,VM60033BT-BLK-STP,NA,NA
1701, Parlante Amplificador Cafini Bluetooth Karaoke Cn-s2471fm-bt ,571,NA,"
			
				Nuevo
			
			
		",(20 disponibles),NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/INHOUSESHOP+PERU,https://articulo.mercadolibre.com.pe/MPE-437003003-parlante-amplificador-cafini-bluetooth-karaoke-cn-s2471fm-bt-_JM,NA,NA,NA,NA,NA,#437003003,NA,16 kg,NA,NA,NA
1702, Parlante Bluetooth Nuevo Acuático Ducha Resistente Al Agua ,33,NA,"
			
				Nuevo
			
			
		","
		
			¡Único disponible!
		
	",NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/BUFFALOS+TECHNOLOGY,https://articulo.mercadolibre.com.pe/MPE-428838899-parlante-bluetooth-nuevo-acuatico-ducha-resistente-al-agua-_JM,NA,NA,NA,NA,NA,#428838899,NA,NA,NA,NA,NA
1703, Parlante Portátil House Of Marley Chant Mini Navy Bluetooth ,185,NA,"
			
				Nuevo
			
			
		",(10 disponibles),NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/REBAJAS-RODIEL,https://articulo.mercadolibre.com.pe/MPE-432774363-parlante-portatil-house-of-marley-chant-mini-navy-bluetooth-_JM,NA,NA,NA,NA,NA,#432774363,NA,NA,NA,NA,NA
1704, Parlante Jbl Flip 4 Bluetooth Portatil ,329,NA,"
			
				Nuevo
			
			
		",(100 disponibles),NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,4.8,9,http://perfil.mercadolibre.com.pe/CARE1509251,https://articulo.mercadolibre.com.pe/MPE-436828500-parlante-jbl-flip-4-bluetooth-portatil-_JM,7,2,0,0,0,#436828500,JBL,515 g,Flip 4,16 W,Activo
1705, Parlante Portatil Bluetooth Jam Hang Up Hx-p101-rd Rojo ,89,NA,"
			
				Nuevo
			
			
		","
		
			¡Único disponible!
		
	",NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/PERU_DE_SHOPPING,https://articulo.mercadolibre.com.pe/MPE-435614702-parlante-portatil-bluetooth-jam-hang-up-hx-p101-rd-rojo-_JM,NA,NA,NA,NA,NA,#435614702,NA,NA,NA,NA,NA
1706," Coolbox - Parlante Bluetooth Speaker Fm,tf,usb,aux,mic ",49,NA,NA,(50 disponibles),NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,NA,https://articulo.mercadolibre.com.pe/MPE-436820714-coolbox-parlante-bluetooth-speaker-fmtfusbauxmic-_JM,NA,NA,NA,NA,NA,#436820714,Coolbox,NA,JY-42SIL,NA,NA
1707, Parlante Bluetooth Cafini ,65,NA,"
			
				Nuevo
			
			
				
					 - 
				
				1
				vendido
			
		",(99 disponibles),NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/LEVEL-STORE,https://articulo.mercadolibre.com.pe/MPE-431349141-parlante-bluetooth-cafini-_JM,NA,NA,NA,NA,NA,#431349141,NA,NA,NA,NA,NA
1708, Bola Parlante Bluetooth + Usb Luces Led Sicodelicas Ritmica ,40,NA,"
			
				Nuevo
			
			
				
					 - 
				
				2
				vendidos
			
		",(66 disponibles),NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/ATOCONGOMULTISERVICE,https://articulo.mercadolibre.com.pe/MPE-423357222-bola-parlante-bluetooth-usb-luces-led-sicodelicas-ritmica-_JM,NA,NA,NA,NA,NA,#423357222,NA,NA,NA,NA,NA
1709, Parlantes Subwoofer Pantro Halion 120w Usb Sd Fm Bluetoot ,190,NA,"
			
				Nuevo
			
			
		",(20 disponibles),NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/HUANCAYOVENDE.COM,https://articulo.mercadolibre.com.pe/MPE-436241686-parlantes-subwoofer-pantro-halion-120w-usb-sd-fm-bluetoot-_JM,NA,NA,NA,NA,NA,#436241686,NA,NA,NA,NA,NA
1710, Dancing Speaker Perrito Bailarín Bluetooth | Envío Nacional ,24,NA,"
			
				Nuevo
			
			
				
					 - 
				
				7
				vendidos
			
		",(92 disponibles),NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/GOBESIMPORT,https://articulo.mercadolibre.com.pe/MPE-434238635-dancing-speaker-perrito-bailarin-bluetooth-envio-nacional-_JM,NA,NA,NA,NA,NA,#434238635,NA,0.5 kg,NA,NA,NA
1711, Barra De Sonido Inalámbrica Samsung 80 W ,230,NA,"
			
				Nuevo
			
			
				
					 - 
				
				5
				vendidos
			
		",(8 disponibles),NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/APOLOSYSTEMONLINE,https://articulo.mercadolibre.com.pe/MPE-432107114-barra-de-sonido-inalambrica-samsung-80-w-_JM,NA,NA,NA,NA,NA,#432107114,Samsung,1.81 kg,NA,NA,NA
1712, Parlante Activo Caja 12'' Mp3 Bluetooth 150w Jbl Js12bt ,880,NA,"
			
				Nuevo
			
			
		",(2 disponibles),NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/ELSHADDAI+STORE,https://articulo.mercadolibre.com.pe/MPE-434394935-parlante-activo-caja-12-mp3-bluetooth-150w-jbl-js12bt-_JM,NA,NA,NA,NA,NA,#434394935,NA,NA,NA,NA,NA
1713, Emoji Speaker Bluetooth | Envíos A Nivel Nacional ,43,NA,"
			
				Nuevo
			
			
				
					 - 
				
				2
				vendidos
			
		",(97 disponibles),NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/GOBESIMPORT,https://articulo.mercadolibre.com.pe/MPE-434237986-emoji-speaker-bluetooth-envios-a-nivel-nacional-_JM,NA,NA,NA,NA,NA,#434237986,NA,NA,NA,NA,NA
1714, Minicomponente Equipo De Sonido Bluetooth Parlante Lg ,450,NA,"
			
				Nuevo
			
			
				
					 - 
				
				1
				vendido
			
		",(4 disponibles),NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/GEAN+AV,https://articulo.mercadolibre.com.pe/MPE-428852200-minicomponente-equipo-de-sonido-bluetooth-parlante-lg-_JM,NA,NA,NA,NA,NA,#428852200,LG,0.9 kg,OM4560,NA,NA
1715, Parlante Bluetooth Samsung Level Box Mini Premium Negro ,239,NA,"
			
				Nuevo
			
			
		",(900 disponibles),NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/MEGARICKHUNTER,https://articulo.mercadolibre.com.pe/MPE-434356916-parlante-bluetooth-samsung-level-box-mini-premium-negro-_JM,NA,NA,NA,NA,NA,#434356916,NA,NA,NA,NA,NA
1716, Parlante Bluetooth Waterproof Shower Resistente Al Agua ,20,NA,"
			
				Nuevo
			
			
				
					 - 
				
				4
				vendidos
			
		",(96 disponibles),NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/PRECIO.PE,https://articulo.mercadolibre.com.pe/MPE-426243758-parlante-bluetooth-waterproof-shower-resistente-al-agua-_JM,NA,NA,NA,NA,NA,#426243758,NA,2 kg,NA,NA,NA
1717, Paralante Bose Soundlink Micro Nuevo Sellado ,420,NA,"
			
				Nuevo
			
			
		",(1 disponibles),NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/JOTASURFING2008,https://articulo.mercadolibre.com.pe/MPE-436808198-paralante-bose-soundlink-micro-nuevo-sellado-_JM,NA,NA,NA,NA,NA,#436808198,Bose,NA,soundlink micro,NA,Activo
1718, Altavoz Bluedio Bs-6 ,139,NA,"
			
				Nuevo
			
			
				
					 - 
				
				1
				vendido
			
		","
		
			¡Último disponible!
		
	",NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/TECHBOSSPERU,https://articulo.mercadolibre.com.pe/MPE-435025405-altavoz-bluedio-bs-6-_JM,NA,NA,NA,NA,NA,#435025405,Bluedio,637 g,NA,NA,NA
1719, Parlante Bluetooth Bazooka Iblue Usb/msd/fm/aux 5w Negrocaja ,49,NA,"
			
				Nuevo
			
			
		",(3 disponibles),NA,NA,NA,Envío gratis a todo el país,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/SUMPCSYQ,https://articulo.mercadolibre.com.pe/MPE-427376709-parlante-bluetooth-bazooka-iblue-usbmsdfmaux-5w-negrocaja-_JM,NA,NA,NA,NA,NA,#427376709,NA,NA,NA,NA,NA
1720, Parlante Bluetooth Master G Spb50 Radio Fm Mp3 Blanco ,35,NA,"
			
				Nuevo
			
			
		",(900 disponibles),NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/MEGARICKHUNTER,https://articulo.mercadolibre.com.pe/MPE-429784256-parlante-bluetooth-master-g-spb50-radio-fm-mp3-blanco-_JM,NA,NA,NA,NA,NA,#429784256,Master-G,NA,NA,5 W,NA
1721, Parlante Portatil Bluetooth Radio Fm Usb Con Luz Led Handsfr ,30,NA,"
			
				Nuevo
			
			
				
					 - 
				
				243
				vendidos
			
		",(207 disponibles),NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/FACEIMPORT,https://articulo.mercadolibre.com.pe/MPE-427019692-parlante-portatil-bluetooth-radio-fm-usb-con-luz-led-handsfr-_JM,NA,NA,NA,NA,NA,#427019692,NA,NA,NA,NA,NA
1722," Parlante Bluetooh Mini X6 ,radio, Sd Y Usb ",28,NA,"
			
				Nuevo
			
			
				
					 - 
				
				2
				vendidos
			
		",(99 disponibles),NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/FREDDYANTONIODIAZHUAYTA,https://articulo.mercadolibre.com.pe/MPE-423002793-parlante-bluetooh-mini-x6-radio-sd-y-usb-_JM,NA,NA,NA,NA,NA,#423002793,NA,NA,NA,NA,NA
1723," Parlante Bluetooh Bt Speaker ,radio, Sd Y Usb Solo X Mayor ",28,NA,"
			
				Nuevo
			
			
				
					 - 
				
				1
				vendido
			
		",(99 disponibles),NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/FREDDYANTONIODIAZHUAYTA,https://articulo.mercadolibre.com.pe/MPE-422315041-parlante-bluetooh-bt-speaker-radio-sd-y-usb-solo-x-mayor-_JM,NA,NA,NA,NA,NA,#422315041,NA,NA,NA,NA,NA
1724, Parlante Bluetooth Jbl Flip 4 Sumergible Sellado / Tienda ,369,NA,"
			
				Nuevo
			
			
		",(10 disponibles),NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,4.8,9,http://perfil.mercadolibre.com.pe/MOISES+CHAGUA,https://articulo.mercadolibre.com.pe/MPE-432482190-parlante-bluetooth-jbl-flip-4-sumergible-sellado-tienda-_JM,7,2,0,0,0,#432482190,JBL,515 g,Flip 4,16 W,Activo
1725, Jbl Charge 3 - 20w- Parlante Bluetooth ,539,NA,"
			
				Nuevo
			
			
				
					 - 
				
				1
				vendido
			
		",(11 disponibles),NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/CHAGUAVILLAJUANBECKER,https://articulo.mercadolibre.com.pe/MPE-426698710-jbl-charge-3-20w-parlante-bluetooth-_JM,NA,NA,NA,NA,NA,#426698710,JBL,NA,Charge 3,20 W,Pasivo
1726, Parlante Portatil Bluetooth Usb Radio Potente ,55,NA,"
			
				Nuevo
			
			
				
					 - 
				
				6
				vendidos
			
		",(94 disponibles),NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,5.0,1,http://perfil.mercadolibre.com.pe/PLAZATECH,https://articulo.mercadolibre.com.pe/MPE-425606446-parlante-portatil-bluetooth-usb-radio-potente-_JM,NA,NA,NA,NA,NA,#425606446,NA,NA,NA,NA,NA
1727, Parlante Portatil Radio Bluetooth Recargable Entrada Usb ,48,NA,"
			
				Nuevo
			
			
				
					 - 
				
				3
				vendidos
			
		",(2 disponibles),NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/PRODUCTOSRS,https://articulo.mercadolibre.com.pe/MPE-425264980-parlante-portatil-radio-bluetooth-recargable-entrada-usb-_JM,NA,NA,NA,NA,NA,#425264980,NA,NA,NA,NA,NA
1728, Parlante Bluetooth Sony Srs-xb21 Extra Bass Xb21 - Dlectro ,329,NA,"
			
				Nuevo
			
			
				
					 - 
				
				1
				vendido
			
		",(947 disponibles),NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/DLECTRO,https://articulo.mercadolibre.com.pe/MPE-432467754-parlante-bluetooth-sony-srs-xb21-extra-bass-xb21-dlectro-_JM,NA,NA,NA,NA,NA,#432467754,Sony,NA,SRS-XB21,NA,Activo
1729, Parlante Portatil Bluetooth Usb Radio Potente ,58,NA,"
			
				Nuevo
			
			
				
					 - 
				
				3
				vendidos
			
		",(97 disponibles),NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/CORPORACI%C3%93N+NAHUILAU,https://articulo.mercadolibre.com.pe/MPE-425592121-parlante-portatil-bluetooth-usb-radio-potente-_JM,NA,NA,NA,NA,NA,#425592121,NA,NA,NA,NA,NA
1730, Parlante Bluetooth Linterna Acuático - Hopestar P4 Original ,259,NA,"
			
				Nuevo
			
			
		",(5 disponibles),NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/ALKA+CORP,https://articulo.mercadolibre.com.pe/MPE-428928961-parlante-bluetooth-linterna-acuatico-hopestar-p4-original-_JM,NA,NA,NA,NA,NA,#428928961,NA,NA,NA,NA,NA
1731, Bose Soundtouch 20 Hi-fi Parlante Alta Fidelidad Nuevo ,1799,NA,"
			
				Nuevo
			
			
				
					 - 
				
				3
				vendidos
			
		",(7 disponibles),NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/ALTAPATAGONIAEXIM,https://articulo.mercadolibre.com.pe/MPE-428750274-bose-soundtouch-20-hi-fi-parlante-alta-fidelidad-nuevo-_JM,NA,NA,NA,NA,NA,#428750274,Bose,NA,NA,NA,NA
1732, Parlante Karaoke Portatil Bluetooth Urbano+ Microfono Gratis ,120,NA,"
			
				Nuevo
			
			
		",(100 disponibles),NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/CORPORACI%C3%93N+NAHUILAU,https://articulo.mercadolibre.com.pe/MPE-431844154-parlante-karaoke-portatil-bluetooth-urbano-microfono-gratis-_JM,NA,NA,NA,NA,NA,#431844154,NA,NA,NA,NA,NA
