search_position,name,curr_price,orig_price,num_sold,in_stock,num_installments,amt_installments,arrival_time,shipping,free_return,free_return_info,review_avg,num_reviews,seller_link,product_link,five_star,four_star,three_star,two_star,one_star,item_id,color,size,Marca,Linha,Modelo,Tipo de capacete,Tipo de visor,Materiais do exterior,Idade,Gênero,Materiais do interior,Peso,Posição da ventilação,Tipo de fechamento,Certificado de segurança,Usos recomendados
1904, Capacete Sport Moto Feminino Sm Mulher For Girls Protork ,109,NA,"
			
				Novo
			
			
				
					 - 
				
				97
				vendidos
			
		",(245 disponíveis),"
	
		
			
		
		12x 
		
			
				R$ 917
		
		 sem juros
		
	

	
		",17,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,4.4,1576,https://perfil.mercadolivre.com.br/SABOREAVENTURA,https://produto.mercadolivre.com.br/MLB-1057535130-capacete-sport-moto-feminino-sm-mulher-for-girls-protork-_JM?searchVariation=25089230961,975,346,149,57,49,#1057535130,"Branco,Preto,Rosa","56,58,60",Pro Tork,capacete,SPORT MOTO - FECHADO,Integral,Simple,termoplastico abs,Adultos,Feminino,NA,1.04 g,NA,NA,NA,NA
1905, Capacete Moto Infantil Com Viseira Espelhada Azul + Cristal ,89,NA,"
			
				Novo
			
			
				
					 - 
				
				3
				vendidos
			
		",(106 disponíveis),"
	
		
			
		
		12x 
		
			
				R$ 742
		
		 sem juros
		
	

	
		",42,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,NA,NA,https://perfil.mercadolivre.com.br/VENDASFREEMARKET,https://produto.mercadolivre.com.br/MLB-1170561765-capacete-moto-infantil-com-viseira-espelhada-azul-cristal-_JM?searchVariation=32285141625,NA,NA,NA,NA,NA,#1170561765,Azul,54,Pro Tork,Kids,New Four,Integral,Simple,ABS,Crianças,Unissex,EPS,NA,NA,NA,NA,NA
1906, Capacete Moto Feminino Femme Azul Branco Pro Tork 58 ,119,NA,"
			
				Novo
			
			
				
					 - 
				
				8
				vendidos
			
		",(198 disponíveis),"
	
		
			
		
		12x 
		
			
				R$ 1146
		
		 sem juros
		
	

	
		",46,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,4.6,57,https://perfil.mercadolivre.com.br/DISTRIMIX77,https://produto.mercadolivre.com.br/MLB-872017125-capacete-moto-feminino-femme-azul-branco-pro-tork-58-_JM?searchVariation=21381216384,41,12,2,0,1,#872017125,NA,58,Pro Tork,Evolution G5,Evolution G5 Femme,Aberto, ,ABS, , , ,NA, , , , 
1907, Capacete Fechado Motoqueiro Moto Sport Automatico Pro Tork ,89,NA,"
			
				Novo
			
			
				
					 - 
				
				8
				vendidos
			
		",(9 disponíveis),"
	
		
			
		
		12x 
		
			
				R$ 749
		
		 sem juros
		
	

	
		",49,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,4.4,1576,https://perfil.mercadolivre.com.br/AB.MIDIA,https://produto.mercadolivre.com.br/MLB-1073324163-capacete-fechado-motoqueiro-moto-sport-automatico-pro-tork-_JM?searchVariation=25910173227,975,346,149,57,49,#1073324163,"Preto Fosco / 56,Preto Fosco / 58,Vermelho / 56,Vermelho / 58,Vermelho / 60",NA,Pro Tork,Capacete,Motosport,Integral,Transparente,ABS,Adultos,NA,Resina termopl?stica,1600 g,NA,Microm?trico,Inmetro,Urbana
1908, Capacete Fechado Moto Pro Tork Amarelo 788 G6 Pro Series ,179,NA,"
			
			
				
				5
				vendidos
			
		",(1798 disponíveis),"
	
		
			
		
		12x 
		
			
				R$ 1492
		
		 sem juros
		
	

	
		",92,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,4.6,88,https://perfil.mercadolivre.com.br/SPORTBAY+PLUS?brandId=2047,https://produto.mercadolivre.com.br/MLB-1172436060-capacete-fechado-moto-pro-tork-amarelo-788-g6-pro-series-_JM?searchVariation=32458961031,63,17,7,0,1,#1172436060,"Amarelo,Amarelo,Azul,Cinza,Laranja,Rosa,Verde,Vermelho","56,58,60",Pro Tork,Evolution,G6 Pro Series,Fechado,Simple,ABS,Adultos,Unissex,Material antialérgico,NA,NA,NA,NA,NA
1909, Capacete Protork R8 Moto Fechado Prateado + Viseira Camaleão ,148,NA,"
			
				Novo
			
			
				
					 - 
				
				2
				vendidos
			
		",(28 disponíveis),"
	
		
			
		
		12x 
		
			
				R$ 1236
		
		 sem juros
		
	

	
		",36,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,4.4,2197,https://perfil.mercadolivre.com.br/CALIL+STORE,https://produto.mercadolivre.com.br/MLB-1157028345-capacete-protork-r8-moto-fechado-prateado-viseira-camaleo-_JM?searchVariation=31300169437,1459,412,187,66,73,#1157028345,Prateado,"56,58,60",Pro Tork,R8,R8,Integral,Simple,ABS,NA,NA,Poliestireno,1200 g,Superior,Micrométrico,Inmetro,Urbano
1910, Capacete Protork R8 Moto Fechado Rosa + Viseira Camaleão ,148,NA,"
			
				Novo
			
			
				
					 - 
				
				4
				vendidos
			
		",(2997 disponíveis),"
	
		
			
		
		12x 
		
			
				R$ 1236
		
		 sem juros
		
	

	
		",36,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,4.4,2197,https://perfil.mercadolivre.com.br/CALIL+STORE,https://produto.mercadolivre.com.br/MLB-1157035639-capacete-protork-r8-moto-fechado-rosa-viseira-camaleo-_JM?searchVariation=31300221813,1459,412,187,66,73,#1157035639,Rosa,"56,58,60",Pro Tork,R8,R8,Integral,Simple,ABS,NA,NA,Poliestireno,1200 g,Superior,Micrométrico,Inmetro,Urbano
1911, Capacete Moto Axxis Eagle Diagon Verde Amarelo Brilho ,399,NA,"
			
				Novo
			
			
				
					 - 
				
				5
				vendidos
			
		",(3 disponíveis),"
	
		
			
		
		12x 
		
			
				R$ 3325
		
		 sem juros
		
	

	
		",25,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,NA,NA,https://perfil.mercadolivre.com.br/COMPETIZIONEMR,https://produto.mercadolivre.com.br/MLB-793549369-capacete-moto-axxis-eagle-diagon-verde-amarelo-brilho-_JM?searchVariation=39827285414,NA,NA,NA,NA,NA,#793549369,Verde,"60,62",Axxis,NA,Eagle Diagon,Integral,Simple,ABS,Adultos,Unissex,NA,NA,NA,NA,NA,NA
1912, Capacete Moto Axxis Dreams Ocre Brilhante + Viseira Fume ,478,NA,"
			
				Novo
			
			
				
					 - 
				
				1
				vendido
			
		",(39 disponíveis),"
	
		
			
		
		12x 
		
			
				R$ 3983
		
		 sem juros
		
	

	
		",83,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,NA,NA,https://perfil.mercadolivre.com.br/COMPETIZIONEMR,https://produto.mercadolivre.com.br/MLB-1283379629-capacete-moto-axxis-dreams-ocre-brilhante-viseira-fume-_JM?searchVariation=41088913311,NA,NA,NA,NA,NA,#1283379629,Preto,"56,58,60,62",Axxis,NA,Dreams Ocre,Integral,Simple,ABS,Adultos,Unissex,NA,NA,NA,NA,NA,NA
1913, Capacete Moto Bieffe 3 Sport Mirror Feminino Preto E Rosa ,434,NA,"
			
				Novo
			
			
				
					 - 
				
				4
				vendidos
			
		",(6 disponíveis),"
	
		
			
		
		12x 
		
			
				R$ 3624
		
		 sem juros
		
	

	
		",24,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,4.8,21,https://perfil.mercadolivre.com.br/DRAGON+RACING,https://produto.mercadolivre.com.br/MLB-952236758-capacete-moto-bieffe-3-sport-mirror-feminino-preto-e-rosa-_JM?searchVariation=30542992286,19,1,0,0,1,#952236758,Negro Brillante - rosa,"56,58,60",Bieffe,3 Sport,Mirror,Cross,Cristal,ABS,Adultos,Unissex,Resina termoplástica,1400 g,Inferior / Superior,Micrométrico,Inmetro,Urbana
1914, Capacete Moto Infantil Fechado Fly Fun Power Azul ,119,NA,"
			
				Novo
			
			
				
					 - 
				
				10
				vendidos
			
		",(5 disponíveis),"
	
		
			
		
		12x 
		
			
				R$ 1146
		
		 sem juros
		
	

	
		",46,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,5.0,2,https://perfil.mercadolivre.com.br/MAGAIVERMOTOSTORE,https://produto.mercadolivre.com.br/MLB-948281704-capacete-moto-infantil-fechado-fly-fun-power-azul-_JM,NA,NA,NA,NA,NA,#948281704,"52,54,56",NA,Fly,Fun,Fun Power,Integral,Simple,ABS,Crianças,Unissex,Resina termoplástica,NA,NA,NA,NA,NA
1915, Capacete Moto Bieffe B40 Tron Preto Cinza Com Óculos Interno ,499,NA,"
			
				Novo
			
			
				
					 - 
				
				1
				vendido
			
		",(10 disponíveis),"
	
		
			
		
		12x 
		
			
				R$ 4778
		
		 sem juros
		
	

	
		",78,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,4.3,19,https://perfil.mercadolivre.com.br/DRAGON+RACING,https://produto.mercadolivre.com.br/MLB-1042416204-capacete-moto-bieffe-b40-tron-preto-cinza-com-oculos-interno-_JM?searchVariation=40581271165,8,9,1,1,0,#1042416204,Preto,"56,58,60,61",Bieffe,B-40,Tron,Integral,Duplo,ABS,Adultos,Unissex,Resina termoplástica,1400 g,Inferior,Micrométrico,Inmetro,Urbano
1916, Capacete Moto Pro Tork Evolution 788 G6 Pro Series Tech ,159,NA,"
			
				Novo
			
			
				
					 - 
				
				5
				vendidos
			
		",(15 disponíveis),"
	
		
			
		
		12x 
		
			
				R$ 1332
		
		 sem juros
		
	

	
		",32,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,4.2,38,https://perfil.mercadolivre.com.br/HELMET+WORLD,https://click1.mercadolivre.com.br/mclics/clicks/external/MLB/count?a=VLAA9rfoKc9FP9wx%2B%2BRgXF24rs2gXcn%2BD3gsPEp6T2HaPWIKuh5YDXJp2WSoGo8kHRvFd7ifo%2FGp1h6GoqKO931U%2BowMSP%2B2I5kacuCSCmJgFchvjRT4CrxuV%2FOm%2BWcQ2oG5o%2FN7QK505lbC7eh6jf%2B7is5lgPAUKMxju95vtvHC1VhV3OVE6ewc8YfJRx9UveqlUQcO2hWG5Rbx5fU1YCAe8Mux7gW7GirjcdskGwd%2FU1u5PYwazkgyUb7QIfhS3yHJzTB%2BHqIenkrTLLcolG5M79VYrHGIR5J1rmVbj51CKdkO63hu43md7fYLInoYOogCu6OwurYW5nVkjtT7zmq8rAzDh22cNn52kMwuyHMJIao16wwin5qpmlGMd9O1%2BoF1uGqQGS9Oke9hpGq6AmytMAM2VW2E8IhklD8TeSuHCJCCLPky4IY7yjTG%2BqFd8h5bzL9LXCXo8AGkoD7BcSwWA48ke9hwhK8CVeKO9R%2FTVG5SEkPTToRiwo08XBIhMApmXZe75iDmEdAgKV%2BScbuuasGNYJheSrcWd%2FtIljI7PHMyZa%2BK%2FRqVVbTYKKJPuKk3HQUjdwlYIF6CIveBkRXZ0boyq9itIn3LTECSidozMYxmsPvlGiPKp9KLzYh6KiGfl7ewL70D5azOj2AbW%2BGZRymQDT5FLOeBYh7jyJxU%2Bhw4BmvniQRMaRaE2Tz1k0xpMtz0MlwXzdKzZ1bz9eZWGnw9%2FKqRQGHL3vkaff8N2K19CfSj47xXXRdWRv06CmtdO0yV4vx3eVoPIYoUQBC3eo8E%2Bdb5kKdmxSD5EE%2Fly7oC2vegwR%2B94y6Du3ARCUubdrcSE%2FOUPPW6FFyrxvD%2BtTgu0VU85IvBraOqk35jTMmaqviJxPw1dnin36HoJiXFDk5y1ZOqmCrAAtUm3cDxJfeElsQBvN2SKRi5zm3uS4mbGXbMm5JFROKuYjmv7%2FJ6yHM5GUhFBx89%2FTJctHl2nUoNlTKPaFSzq2bVF4AGG9o8DMVTkd6jzNF9Kj6Azu%2BNM%2BYrwnjzq2HVTD7bsbh6Y0e09apB1MykNMMcshbBkOnS8bc2gSfF0Z4dElLAWlrZZcHA%2BajJpIdzTaHo1mZ6p5ywufUDHOYnD8XyKvkJ97vom2nyEx94A4XlSCn0uVkxONgJfCOd%2FPjnZCJcv0aRMp8m5Q0ZgXyC1ciJxEBO5gH0a5AtkO%2BJhCmrkXWd%2BB%2Fy%2FrQpCDIWf0jFdmNlcGSrCWrXSa93jxSMU%2Bx58EWbvOiBNOFKuuZUOXSLDI5jLMLm23r615ItjJvPKy9DMnGQqegr%2BbKt0dtCIqgAgfxzDWluFmDAqb7dG8EMj2FpWRkt8tCjPpjkHKrT%2BBZB5DLar06Nw%2F8aNKIe8kaMDGcP3qz2GnQBNtKtvhW1pLE%2BZsHhqW3guD2Pg5qSi5SN9LyzI%2BqrcgFZUTpn%2FrKCo0xv4LaW%2FbhPqgRhzFm22X29a4Rwr24dDBYm%2F0Mhge%2B%2BM8oM4ogEDOW7EJH%2BIDXHJF9Kkyrhr8DDmaqH0S0HBzG2FD2OxvE8QvnBvV7n3AwG07IwdWG69Uo3N8cA2NBf6dgxdpXTMezmXicqzWV5qka%2BbnBmaT82FhddzVzxhE5TVnZxbZX4r6RlkihiI2BEAuGvmy7vJrpYRla0tUqopRFkpS4%2FTE7SEFFCct4uf6jEC6LIDpfl1vshOZ7B06%2FSBAujxkX2lc8%2BxcmPxbz3NxPQtRxfgxFMy0oS0xS4x4%2B0nNo65l05Bqv%2BLZQJhGOm3pQZu2bm4wbDbbFQuMRkuwOKBoHnzfihIpZVxeEJpCaE25hjvOVoOci1h6XiL%2F%2FJz%2FLwzOhM5pan%2BebldmxurEYqCXJCrQQLb0KBEJrqRSMTG0YvwU9GvMy7Hliqd%2BudDp4fK1QDdRxQ%2Blpiacl%2BKFIBA9vnhApXmXxvc1%2BuhHvvu4ixHQCaMQbM,22,7,4,3,2,#1268115605,Rosa,"58,60",Mixs,Gladiator,Carbon-X,Integral,Simple,ABS,Adultos,Unissex,NA,NA,NA,NA,NA,NA
1917, Capacete Moto Evolution G6 Eagle Fechado Integral Protork ,169,NA,"
			
				Novo
			
			
				
					 - 
				
				3
				vendidos
			
		",(2999 disponíveis),"
	
		
			
		
		12x 
		
			
				R$ 1417
		
		 sem juros
		
	

	
		",17,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,4.6,48,https://perfil.mercadolivre.com.br/ON+MOTOPARTS,https://produto.mercadolivre.com.br/MLB-1141346449-capacete-moto-evolution-g6-eagle-fechado-integral-protork-_JM?searchVariation=30318010584,34,9,1,2,1,#1141346449,Rosa,"56,58,60",Pro Tork,Evolution G6,G6 Eagle,Integral,Simple,ABS,Adultos,Unissex,EPS,NA,NA,NA,NA,NA
1918, Capacete Moto Mt Stinger Warehead Fosco Amarelo - Promocao ,449,NA,"
			
				Novo
			
			
				
					 - 
				
				9
				vendidos
			
		",(11 disponíveis),"
	
		
			
		
		12x 
		
			
				R$ 3742
		
		 sem juros
		
	

	
		",42,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,5.0,1,https://perfil.mercadolivre.com.br/LEOMOTOPARTS,https://produto.mercadolivre.com.br/MLB-994953179-capacete-moto-mt-stinger-warehead-fosco-amarelo-promocao-_JM?searchVariation=33201498417,NA,NA,NA,NA,NA,#994953179,Preto/Amarelo,"57-58,59-60",MT,Fechado,Stinger,Aberto,Simple,ABS,Adultos,Unissex,ABS,NA,NA,NA,NA,NA
1919, Capacete Sport Moto 788 Automatico Verde Modelo San Marino ,109,NA,"
			
				Novo
			
			
				
					 - 
				
				76
				vendidos
			
		",(14 disponíveis),"
	
		
			
		
		12x 
		
			
				R$ 908
		
		 sem juros
		
	

	
		",08,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,4.8,6,https://perfil.mercadolivre.com.br/SPEEDMOTOPARTS,https://produto.mercadolivre.com.br/MLB-893089242-capacete-sport-moto-788-automatico-verde-modelo-san-marino-_JM,5,1,0,0,0,#893089242,NA,NA,Pro Tork,Evolution G4,Sport Moto 788,Integral,NA,NA,NA,NA,NA,1.04 g,NA,NA,NA,NA
1920, Capacete Moto Aberto Ebf Shield Solid Com Viseira Chumbo ,69,NA,"
			
			
				
				144
				vendidos
			
		",(6 disponíveis),"
	
		
			
		
		12x 
		
			
				R$ 582
		
		 sem juros
		
	

	
		",82,NA,Envio para todo o país,NA,NA,4.5,166,https://perfil.mercadolivre.com.br/CONNECT+PARTS?brandId=170,https://produto.mercadolivre.com.br/MLB-719677466-capacete-moto-aberto-ebf-shield-solid-com-viseira-chumbo-_JM?searchVariation=23799866113,116,32,10,6,2,#719677466,Chumbo,56,Pro Tork,Shield,Solid,Aberto,NA,ABS,NA,NA,NA,NA,NA,NA,NA,NA
1921, 2 Capacete Moto Masculino Cores Variadas Preço Atacdo Oferta ,143,NA,"
			
				Novo
			
			
				
					 - 
				
				2
				vendidos
			
		",(1965 disponíveis),"
	
		
			
		
		12x 
		
			
				R$ 1199
		
		 sem juros
		
	

	
		",99,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,4.4,1576,https://perfil.mercadolivre.com.br/JULLIANADECASTROSOUZACASTRO,https://produto.mercadolivre.com.br/MLB-1221129080-2-capacete-moto-masculino-cores-variadas-preco-atacdo-oferta-_JM?searchVariation=36122473452,975,346,149,57,49,#1221129080,"Preto-fosco,Azul,Branco,PRETO COM ROSA,PRETO COM VERDE,PRETO COM VERMELHO,Preto com Branco,Preto-brilhante,Preto-fosco,Rosa,Vermelho","56,58,60",Pro Tork,NA,Sport Moto,Integral,Simple,Policarbonato,Adultos,Unissex,Poliestireno,NA,NA,NA,NA,NA
1922, Capacete Moto Mixs Fokker Storm Fundo Preto Fosco Lançamento ,65,NA,"
			
				Novo
			
			
				
					 - 
				
				19
				vendidos
			
		",(1485 disponíveis),"
	
		
			
		
		12x 
		
			
				R$ 621
		
		 sem juros
		
	

	
		",21,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,4.2,35,https://perfil.mercadolivre.com.br/A.T+STORE,https://click1.mercadolivre.com.br/mclics/clicks/external/MLB/count?a=IotN%2BkwSSBa1M%2F7%2FZAsaoBI0Q1DezKvBhaXsxGiQx7ETtmXLbQs9lK9B3d1Hhmj5z5mci%2F4lRG3kdGapYq1%2F8pelCMHbc43yPmG1KrGrx%2BAjTksrXm958JjGN9EjOgzPMwrmcHfXUX1TTAxkmd%2BZNaUL12pXcn1DrwVmtMiCtyc6S6M8Im2U2dUmZt0%2B7zll3MRXroR3dxa%2FXJVXkqJRcXWUtybdigBP7mtFOC2xL2Vd8czLU%2BM29pG9ZasARad35Ufev2dMbQ%2BUuBEYKow2h2eAFuRokiinNqrAmFqafORQyngNGlz0p6p8drzSatpLBCCpgj8EsjUzdHDCrO6F6%2BhkmiTs9uOXfX%2B1YYOOxvlonQzkUGbETNt8lfjNOTnrKBYd0Xn820SU0MUfP4FgFwH5OeXCK0WzCbdSW9twLfksnJJQ6aXkByAeRAVkzxfJmSvjamMhV63pgdyrhK5vmk0zmXSfyZOXcXRbCymFsumAJUczTuGADRcOuskPAs8LifX9mcOCc38gzMm9wsm7MEe45o1yU%2FgBNdVfyn46p9r3WVhlchhpvK3waPq5CkQATwS2oADr9YQQN5wwZChRMxefruRzxiXey6aimhZC9PssB6XK%2BhHJbCHx5e8U4ojS6Wj1Fi2unpOlyl271FZVWYzyO3DH7z%2FMELT1YlFGscVQSin6OTKkSK6Fqse%2FfDIMqQP7zyftKjrEyGFwIgcrVjIIATG6f8HUnFNI7I4Imgqy6Cuj9t6yF%2FI3fPTZKqYpzJ3uJdpqJJXwmYqi14Q9yYr1xpm8FIMwsZy1f0Frxq8pvbIjEo0KILUuwooEWGvWpHCFivEzSFoidxXzWL%2FuzHRvMGZStXNZUWDIG8N%2B2wheTOd%2FdL8Ru9%2BiDtvF1KVDQ0TdilkJv%2Fs6Cyi%2Bk0EPcKwjXcBjSdjy0HRgWG1fuGEAzicDgZhLjvMhwErwBN6ULuo7qDMuWTPTcV2fXIr%2FLNH0lK0En16sZ4jdH5B6SdKZB0oj31O86Db1vkjVJzk%2BVU%2BcxY%2FCKMSAjOGdgUk4zvGgahdVGmg6j4RXSGbXjCn8hw5%2B5xnzJYQ3LxiqtWJyPNOuj1GanvJQTfkgp4QdMO6f9Sgslw2Jbc6ZyR0krBxPsXSji5S5jnVwZiCotDN%2Fk%2F5V1DdpCVeHQATmx4u5u%2Fde8mSrYvFhBeJ7FApFR%2F4zHXXgj%2BVNAaHmN3LH%2BvYFQ6Os8TXuwsBcSs0FxCHH7CdrCG5YjcPihRnLjT%2BbxZdPPLFhdauzcmGBkYpHeBXCR%2BGmJ7EC8HDSTRiiNoDu2Y8YjPHWjgeseP%2BQCJSzfRZlqdGOscyl%2FCFNVg%2BoDT3QyglXeTwBtA5c6Qd%2F1d%2B2nrup6rjeK04uZ2EczsWZusgbQatKAdiPSFnRNrYJy9CwyPA01rGBvnJg1EJ2%2BZsHMtgxFKW5tgupxwilpl1M7hK9FCDsIrGOGoXOeB8iPGJmrItbijjVKiqxLmSWafZy5G9uD2RRqtkQHVWSm4SzUTRJYgtiK9KreT4W7COxnjU3PkLeuh%2Ff6J6dvA8a1ISlDl5U8ZA6KiTYv6u0cdIY1j%2FkMCSd22L5czg9wE2EvuLPiW8eZ3JSOpFIgPQAHBCCbKaONpptyUPR23AfdrvkAa0ALsxmwWDr%2BcsSRQBDQ0NVXbyrmvjce3zX8v8FfvLPyjbFJAOV3%2Bab0rxZkbsO48DaKwpM0Jc%2BaHVDryhrKFZqx4YP527FDZ4Em4xmHrqagS1ofSYePC46bKN9OYm07vsxJqKDXxhFrfBj%2F%2Be%2F6K1eG67Moi2bUeRfW2mBTiiRYFuzgGjjo7sH2dRa8b1Y38ghrJfyKdDAm4ceLJEEJapedMrZxYIGtcOYiUD1zNqZFsRDRoMPRXA%2BeeLNPkxAVlbWvZgUnyM39NHVU5O4j3NO0RZRQRYHS2ghhThj%2FIXU1WNBmzYwbRfkpw%3D%3D,21,5,7,0,2,#1281300205,Preto,"56,58,60",Pro Tork,NA,Sport Moto,Integral,Simple,NA,Adultos,Unissex,NA,NA,NA,NA,NA,NA
1923, Capacete Automático Tipo San Marino Super 788 Rosa Pro Tork ,91,NA,"
			
				Novo
			
			
				
					 - 
				
				2
				vendidos
			
		",(58 disponíveis),"
	
		
			
		
		12x 
		
			
				R$ 758
		
		 sem juros
		
	

	
		",58,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,NA,NA,https://perfil.mercadolivre.com.br/SPEEDMOTOPARTS,https://produto.mercadolivre.com.br/MLB-1019229707-capacete-automatico-tipo-san-marino-super-788-rosa-pro-tork-_JM?searchVariation=25141355333,NA,NA,NA,NA,NA,#1019229707,Rosa - Branco,"56,58,60,ABS",Pro Tork,Super Sport Moto 788,Super Sport Moto 788,Integral,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1924, Capacete Moto Peels Icon Óculos Interno Motociclista Barato ,336,NA,"
			
				Novo
			
			
				
					 - 
				
				19
				vendidos
			
		",(399 disponíveis),"
	
		
			
		
		12x 
		
			
				R$ 2808
		
		 sem juros
		
	

	
		",08,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,4.8,67,https://perfil.mercadolivre.com.br/CIADAMOTO1,https://produto.mercadolivre.com.br/MLB-1022202233-capacete-moto-peels-icon-oculos-interno-motociclista-barato-_JM?searchVariation=31654219562,55,11,0,0,1,#1022202233,Preto/Azul,"56,58,60,62",Peels,Dash,Icon,Integral,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1925, Capacete Moto Fechado Mt Stinger Spike 56/58/60/62 Azul/amar ,449,NA,"
			
				Novo
			
			
				
					 - 
				
				2
				vendidos
			
		",(1 disponíveis),"
	
		
			
		
		12x 
		
			
				R$ 3742
		
		 sem juros
		
	

	
		",42,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,NA,NA,https://perfil.mercadolivre.com.br/MOTOPAN+DISTRIBUIDORA,https://produto.mercadolivre.com.br/MLB-1062525636-capacete-moto-fechado-mt-stinger-spike-56586062-azulamar-_JM,NA,NA,NA,NA,NA,#1062525636,NA,NA,MT,MT STINGER,Spike,Integral,Simple,ABS/POLICARBONATO,Adultos,Unissex,NA,NA,NA,NA,NA,NA
1926, Capacete Moto Infantil Viseira Camaleão New Liberty Marrom ,169,NA,"
			
				Novo
			
			
				
					 - 
				
				1
				vendido
			
		",(499 disponíveis),"
	
		
			
		
		12x 
		
			
				R$ 1417
		
		 sem juros
		
	

	
		",17,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,4.6,781,https://perfil.mercadolivre.com.br/PISTAMOTO,https://produto.mercadolivre.com.br/MLB-1276410318-capacete-moto-infantil-viseira-camaleo-new-liberty-marrom-_JM?searchVariation=40601927138,570,144,50,6,11,#1276410318,Marrom,54,Pro Tork,New Liberty,New Liberty 4 Kids,Integral,NA,ABS,NA,NA,Material antialérgico,NA,NA,NA,NA,Urbano
1927, Capacete Moto Evolution Gospel Jesus Preto Pro Tork ,110,NA,"
			
				Novo
			
			
				
					 - 
				
				34
				vendidos
			
		",(25 disponíveis),"
	
		
			
		
		12x 
		
			
				R$ 1051
		
		 sem juros
		
	

	
		",51,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,4.5,56,https://perfil.mercadolivre.com.br/FGOLDSHOP,https://produto.mercadolivre.com.br/MLB-999959076-capacete-moto-evolution-gospel-jesus-preto-pro-tork-_JM?searchVariation=22726236228,36,13,6,0,1,#999959076,"Branco,Preto","56,58,60",Pro Tork,Evolution 3G,Gospel,Integral,NA,ABS,NA,NA,NA,NA,NA,NA,NA,NA
