search_position,name,curr_price,orig_price,num_sold,in_stock,num_installments,amt_installments,arrival_time,shipping,free_return,free_return_info,review_avg,num_reviews,seller_link,product_link,five_star,four_star,three_star,two_star,one_star,item_id,Marca,Línea,Modelo,Potencia de salida (RMS),Tipos de filtros del parlante,Peso,Color,Conectores de entrada
32, Parlante Portatil 15´´ Bluetooth Microfono Con Luces Dimm ,103,NA,13,99,18 cuotas,211.78,NA,Envío a todo el país,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/FUTUROXXI+DIMM,https://articulo.mercadolibre.com.uy/MLU-449928360-parlante-portatil-15-bluetooth-microfono-con-luces-dimm-_JM#position=32&type=item&tracking_id=a8f198c7-649b-4cfb-98b0-138c61c52d42,NA,NA,NA,NA,NA,#449928360,NA,NA,NA,NA,NA,NA,NA,NA
33, Parlante Bluetooth Jbl Go2 Portátil Calidad Potencia Febo ,1376,NA,125,98926,18 cuotas,76.44,NA,Envío a todo el país,NA,NA,4.8,235,http://perfil.mercadolibre.com.uy/FEBOUY,https://articulo.mercadolibre.com.uy/MLU-458234258-parlante-bluetooth-jbl-go2-portatil-calidad-potencia-febo-_JM#position=33&type=item&tracking_id=a8f198c7-649b-4cfb-98b0-138c61c52d42,198,32,2,2,0,#458234258,JBL,NA,GO 2,3 W,Activo,184 g,NA,NA
34, Parlante Bluetooth Thonet&vander Frei 16 Watts (colores) ,63,89,55,494,18 cuotas,129.53,NA,Envío gratis a todo el país,NA,NA,4.6,45,http://perfil.mercadolibre.com.uy/THONET-VANDER-URUGUAY?brandId=148,https://articulo.mercadolibre.com.uy/MLU-453091126-parlante-bluetooth-thonetvander-frei-16-watts-colores-_JM#position=34&type=item&tracking_id=a8f198c7-649b-4cfb-98b0-138c61c52d42,27,18,0,0,0,#453091126,Thonet & Vander,NA,Frei,16 W,Activo,NA,NA,USB
35, Parlante Home Theater Con Bluetooth Ratsel Para Smart Tv ,199,240,11,30,18 cuotas,409.17,NA,Envío gratis a todo el país,NA,NA,5,1,http://perfil.mercadolibre.com.uy/THONET-VANDER-URUGUAY?brandId=148,https://click1.mercadolibre.com.uy/mclics/clicks/external/MLU/count?a=5hCPeHpQh2JkxduvEqdj9eD53ume1PvwXxvk7mZsRaJkXYZX5XmHesKJQ6VNWoI7W59qz8nwSt28PuEI2YMCrmKUKyIDkW7oELSJf%2FVumvUNd7W6EYPdlgN2NUJDZhlc9bT%2BCjXiIa1hgXvdjOBbZtqnidNdbU7de9xWqd3WHBR0CxufhhsHDxNVtefTh4sFZIOWoWbGXzxh1hfl%2FAzjBxPZ6Bl5kkmQ9z%2F7cflFUYPeu6bDI4dGu%2BAfVa0QUit7AkxMjxaOfojEoHi0RwfttH3U4jLEk2k%2BUIfZmfe%2FVpGevWaeTKzR7q4wEdT9568WbDfDGjLttlxbSy81DknhqSMJ%2FKabY9XKaoOUqekbwFp4t6j3XuRxrzb%2BjIXX9FxkP0HlxLnHQHUqY6CTkdrN2qiFDpcNpeO7Q0E8fvFpt5zfkutl1bKYMfckNMOsJVSTubQxi6CPu%2Bi6oYXW2%2FBGiQ3cRKeLcIRj9o5ixmJlf7UqX0MACDQ1%2BItKgTxN8a0dWzOgpux7N3b0ZNg9r8MWUDtrJ%2B6lw9eQGCrAIjPX0urd1oEhMNnE7BPzhWBWhwfJNH4T8yKdtDeoAFTZasswOWpxMFLA6omdQfYXSy1199f47KI9yzNy68Z5hZPw%2F%2B08Dx28Bk08L38inO10UjOLRazzLsC1dfb4CYphXxTQZcdunpmBz%2BEo6Xu1X3%2BJ6aNhvsLeXGZaQ%2BUOeT%2BENWL94TwkQekjZrz9CdnIA1SL6h6Wb%2F6n%2BtRIquFHuqjgRMSP5zObhgfxWvFzFOox21Ci8FS80iR961yIORPUuViHL29Ktv4tZ4Ar6DwD%2B8H6QICYK12CY7LEFMTxzwwH6nU%2Fj%2B32rdP%2B5GmZD6KClvfDq1s1zv62KUqacaae0DKhd%2FlgS6hRzqSkqrgYbW4aRm%2FhJ%2F%2BsaOburGP8AMXcMk%2BL8vG1GijFnKK2K2x7GnyD39I7fRQsg2PnD18%2FmvO5yCnFjBXg9Bbw8uR3oSCfvfurQdvKNrYSqBnka3FbeJt0P49coQvq5K%2FLUd3HJtruvM7OP9pW%2B2oBjcIvQjJxGcA%2BuxI07lFvNJ%2F1URvBdkFOxBHdP4ReALG2cMbnbBEB7Q%2B0%2BsoiWTMcMAPp%2F5NZo%2F%2BwSg%2B6WOav7dryAxNezejZTMygMFE1Hu5MHq2l4LBXHPfxyTSPd0eT4JXvADXXIFNj2O2crI%2FxHcTrrP%2BM3ga1ndlJyXNifLVDtuzfrgbw5snVSd5xtTkbLvCMFTeZ11Andkxu5Da8NpHT5Q4BpwObut0T%2Bz%2FLnZafVQwyy9xAUyF5vAuC9l1hGd72tQrt0QOXW%2FR1%2BmeD55DDlG28W6aORa6b0ooZOpqKxx4eKq8j4u6kdAof5gv4Dk4paxdFlMdzLbPX9gQv8sdUdrB4VrR7yHdGQqBvONaGNvkfWPx3oCn6n7zypo5uH85eV4bj3x0F2SIDl7KVV8tqbun%2B7PELmrXHqAePMoFsOy4n8H3JzSnmJ8IUqvzNYBRbpDmROQhVL%2Fi2XOPAq9Sd1%2BUXZY40V9KvTqvSSMoeinqsPyS%2FpdnJF73fofdya8RNBFaS3N0H8Yr%2B51LaJ3%2BFZfWAEx4Rxx%2BKng8vp6Oll2CrjiaycKhGQfND6yxp%2BdgbUZq8tTzUIwP6WWqJZwQWllYoESE7AnEUCkdI1nyAwIflz8ovtonO8QvfWhEJ4ZFSOopT62%2F5zcRRDSdmsQQvqh%2B%2FMMLQ8M%2FHA%2BppoULeq2jUgEs9gmxZ3ZfNDul8Y%2Fdnpna%2FMI%2B8mc3YRzQfn%2FwzGdc%3D,1,0,0,0,0,#460404087,Thonet & Vander,NA,Ratsel,NA,NA,NA,Negro,NA
36, Parlante Equipo Audio Sony V81 Alta Potencia Bluetooth Pcm ,854,899,7,999,18 cuotas,1.755.92,NA,Envío a todo el país,NA,NA,5,1,http://perfil.mercadolibre.com.uy/PCM+URUGUAY-SA,https://articulo.mercadolibre.com.uy/MLU-458268876-parlante-equipo-audio-sony-v81-alta-potencia-bluetooth-pcm-_JM#position=36&type=item&tracking_id=a8f198c7-649b-4cfb-98b0-138c61c52d42,1,0,0,0,0,#458268876,Sony,NA,NA,NA,NA,NA,NA,NA
37, Parlante Jbl Original Bluetooth Flip 4 + Auric Inalam ,3899,NA,13,986,18 cuotas,216.61,NA,Envío a todo el país,NA,NA,4.8,219,http://perfil.mercadolibre.com.uy/BLACKDOGELECTRONICS,https://articulo.mercadolibre.com.uy/MLU-464526070-parlante-jbl-original-bluetooth-flip-4-auric-inalam-_JM#position=37&type=item&tracking_id=a8f198c7-649b-4cfb-98b0-138c61c52d42,183,29,4,1,1,#464526070,JBL,Flip,Flip 4,16 W,Activo,515 g,NA,NA
38, Parlante Bluetooth Mp3 Musica Usb Portable Ahorro Y Compras ,365,390,19,181,18 cuotas,20.28,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/JESDEN+SA,https://articulo.mercadolibre.com.uy/MLU-456740342-parlante-bluetooth-mp3-musica-usb-portable-ahorro-y-compras-_JM#position=38&type=item&tracking_id=a8f198c7-649b-4cfb-98b0-138c61c52d42,NA,NA,NA,NA,NA,#456740342,NA,NA,NA,NA,NA,NA,NA,NA
39, Victrola Tocadiscos Con Parlantes Bluetooth Entrada Aux Amv ,86,91,65,10,18 cuotas,176.83,NA,Envío a todo el país,NA,NA,4.8,9,http://perfil.mercadolibre.com.uy/AMVSTORE,https://articulo.mercadolibre.com.uy/MLU-457806850-victrola-tocadiscos-con-parlantes-bluetooth-entrada-aux-amv-_JM#position=39&type=item&tracking_id=a8f198c7-649b-4cfb-98b0-138c61c52d42,7,2,0,0,0,#457806850,Victrola,NA,NA,NA,NA,NA,Negro,NA
40, Parlante Portatil Bluetooth Jbl Charge 3 Batería Futuro21 ,5890,6249,50,3,18 cuotas,327.22,NA,Envío a todo el país,NA,NA,4.7,29,http://perfil.mercadolibre.com.uy/FUTUROXXI+DIMM,https://articulo.mercadolibre.com.uy/MLU-458974093-parlante-portatil-bluetooth-jbl-charge-3-bateria-futuro21-_JM#position=40&type=item&tracking_id=a8f198c7-649b-4cfb-98b0-138c61c52d42,21,6,2,0,0,#458974093,JBL,NA,Charge 3,20 W,Pasivo,NA,NA,NA
41, Radio Parlante Jvc N1218bu Bluetooth Fm Usb 220v O Pilas Loi ,34,39,9,2988,18 cuotas,69.91,NA,Envío a todo el país,NA,NA,5,1,http://perfil.mercadolibre.com.uy/LOI+URUGUAY?brandId=638,https://articulo.mercadolibre.com.uy/MLU-463512747-radio-parlante-jvc-n1218bu-bluetooth-fm-usb-220v-o-pilas-loi-_JM#position=41&type=item&tracking_id=a8f198c7-649b-4cfb-98b0-138c61c52d42,1,0,0,0,0,#463512747,NA,NA,NA,NA,NA,NA,NA,NA
42, Parlante Portatil Bateria Kolke Bomb Inalambrico Bluetooth ,1490,NA,22,998,18 cuotas,82.78,NA,Envío a todo el país,NA,NA,3.3,3,http://perfil.mercadolibre.com.uy/TODOOFERTAS.UY,https://articulo.mercadolibre.com.uy/MLU-459404638-parlante-portatil-bateria-kolke-bomb-inalambrico-bluetooth-_JM#position=42&type=item&tracking_id=a8f198c7-649b-4cfb-98b0-138c61c52d42,0,1,2,0,0,#459404638,Kolke,NA,Bomb KPM-222,NA,NA,NA,NA,NA
43, Parlante Bluetooth Portatil Excelente Sonido Resistente Agua ,990,NA,64,436,18 cuotas,55.00,NA,Entrega a acordar con el vendedor,NA,NA,4.4,11,http://perfil.mercadolibre.com.uy/ACCESOPC3000,https://articulo.mercadolibre.com.uy/MLU-452263084-parlante-bluetooth-portatil-excelente-sonido-resistente-agua-_JM#position=43&type=item&tracking_id=a8f198c7-649b-4cfb-98b0-138c61c52d42,8,0,2,1,0,#452263084,NA,NA,NA,NA,NA,NA,NA,NA
44, Parlante Tipo Jbl Xtreme Bluetooth Portable Musica Waterpool ,1490,NA,71,929,18 cuotas,82.78,NA,Lo retiro en el domicilio del vendedor,NA,NA,3.7,11,http://perfil.mercadolibre.com.uy/TECNOCELL.UY,https://articulo.mercadolibre.com.uy/MLU-455224472-parlante-tipo-jbl-xtreme-bluetooth-portable-musica-waterpool-_JM#position=44&type=item&tracking_id=a8f198c7-649b-4cfb-98b0-138c61c52d42,5,3,0,1,2,#455224472,Xtreme,NA,Xtreme,40 W,Pasivo,NA,NA,NA
45, Parlante Kolke Boxy Bluetooth 4'' 12w Batería Oferta Loi ,387,499,28,987,18 cuotas,21.50,NA,Envío a todo el país,NA,NA,5,1,http://perfil.mercadolibre.com.uy/LOI+URUGUAY?brandId=638,https://articulo.mercadolibre.com.uy/MLU-464025873-parlante-kolke-boxy-bluetooth-4-12w-bateria-oferta-loi-_JM#position=45&type=item&tracking_id=a8f198c7-649b-4cfb-98b0-138c61c52d42,1,0,0,0,0,#464025873,Kolke,NA,NA,12 W,NA,NA,NA,NA
46, Parlante Kolke Estilo Torre Bluetooth Radio Fm Usb Musica ® ,1787,NA,18,982,18 cuotas,99.28,NA,Envío a todo el país,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/TECNOCELL.UY,https://articulo.mercadolibre.com.uy/MLU-459954449-parlante-kolke-estilo-torre-bluetooth-radio-fm-usb-musica--_JM#position=46&type=item&tracking_id=a8f198c7-649b-4cfb-98b0-138c61c52d42,NA,NA,NA,NA,NA,#459954449,Kolke,NA,NA,NA,NA,NA,NA,NA
47, Parlante Portátil Bluetooth 3w Rms Usb Microsd Aux En Loi ,239,257,19,999,18 cuotas,13.28,NA,Envío a todo el país,NA,NA,4,2,http://perfil.mercadolibre.com.uy/LOI+URUGUAY?brandId=638,https://articulo.mercadolibre.com.uy/MLU-462660839-parlante-portatil-bluetooth-3w-rms-usb-microsd-aux-en-loi-_JM#position=47&type=item&tracking_id=a8f198c7-649b-4cfb-98b0-138c61c52d42,0,2,0,0,0,#462660839,NA,NA,NA,3 W,NA,NA,NA,NA
48, Parlante Portátil Jbl Flip 4 Bluetooth Gtia 1 Año Solo Febo ,4060,4275,108,99273,18 cuotas,225.56,NA,Envío a todo el país,NA,NA,4.8,219,http://perfil.mercadolibre.com.uy/FEBOUY,https://articulo.mercadolibre.com.uy/MLU-453364621-parlante-portatil-jbl-flip-4-bluetooth-gtia-1-ano-solo-febo-_JM#position=48&type=item&tracking_id=a8f198c7-649b-4cfb-98b0-138c61c52d42,183,29,4,1,1,#453364621,JBL,Flip,Flip 4,16 W,Activo,515 g,NA,NA
49, Lámpara Parlante Bluetooth Luz Full Rgb Color Control Remoto ,350,NA,16,34,18 cuotas,19.44,NA,Envío a todo el país,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/VIKEI+SA,https://articulo.mercadolibre.com.uy/MLU-461912199-lampara-parlante-bluetooth-luz-full-rgb-color-control-remoto-_JM#position=49&type=item&tracking_id=a8f198c7-649b-4cfb-98b0-138c61c52d42,NA,NA,NA,NA,NA,#461912199,NA,NA,NA,NA,NA,NA,NA,NA
50, Parlante Bluetooth Jbl Charge 3 Resistente Al Agua ,6300,NA,114,10,18 cuotas,350.00,NA,Envío gratis a todo el país,NA,NA,4.7,29,http://perfil.mercadolibre.com.uy/URU-MARKET,https://articulo.mercadolibre.com.uy/MLU-459229297-parlante-bluetooth-jbl-charge-3-resistente-al-agua-_JM#position=50&type=item&tracking_id=a8f198c7-649b-4cfb-98b0-138c61c52d42,21,6,2,0,0,#459229297,JBL,NA,Charge 3,20 W,Pasivo,800 g,NA,NA
51, Parlante Inalambrico Jbl Flip 4 Bluetooth Portátil Calidad ® ,3879,NA,5,995,18 cuotas,215.50,NA,Envío a todo el país,NA,NA,4.8,219,http://perfil.mercadolibre.com.uy/TECNOCELL.UY,https://articulo.mercadolibre.com.uy/MLU-464528523-parlante-inalambrico-jbl-flip-4-bluetooth-portatil-calidad--_JM#position=51&type=item&tracking_id=a8f198c7-649b-4cfb-98b0-138c61c52d42,183,29,4,1,1,#464528523,JBL,Flip,Flip 4,16 W,Activo,515 g,NA,NA
52, Home Parlantes Barra Sonido Bluetooth Tv Klip Xtreme Febo ,2890,NA,23,99933,18 cuotas,160.56,NA,Envío a todo el país,NA,NA,4,2,http://perfil.mercadolibre.com.uy/FEBOUY,https://articulo.mercadolibre.com.uy/MLU-459248547-home-parlantes-barra-sonido-bluetooth-tv-klip-xtreme-febo-_JM#position=52&type=item&tracking_id=a8f198c7-649b-4cfb-98b0-138c61c52d42,0,2,0,0,0,#459248547,Xtreme,NA,NA,NA,NA,NA,NA,NA
53, Parlante Bluetooth Jbl Go 2 Pórtatil Nuevo Y Resistente ! Pm ,1389,NA,37,7,18 cuotas,77.17,NA,Lo retiro en el domicilio del vendedor,NA,NA,4.8,235,http://perfil.mercadolibre.com.uy/PRECIOSMIAMI,https://articulo.mercadolibre.com.uy/MLU-454769756-parlante-bluetooth-jbl-go-2-portatil-nuevo-y-resistente-pm-_JM#position=53&type=item&tracking_id=a8f198c7-649b-4cfb-98b0-138c61c52d42,198,32,2,2,0,#454769756,JBL,GO,GO 2,NA,NA,0.18 kg,Miami,Plug
54, Parlante Portátil Bluetooth Ducha Resistente Agua Led Luces! ,470,NA,13,37,18 cuotas,26.11,NA,Envío a todo el país,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/VIKEI+SA,https://articulo.mercadolibre.com.uy/MLU-461914309-parlante-portatil-bluetooth-ducha-resistente-agua-led-luces-_JM#position=1&type=item&tracking_id=32e59ad6-3a22-4c53-bf3d-c069e1a5e32c,NA,NA,NA,NA,NA,#461914309,NA,NA,NA,NA,NA,NA,NA,NA
55, Parlante 12 Activo Bluetooth Bateria Microfono Futuro21 ,2939,NA,214,30,18 cuotas,163.28,NA,Envío a todo el país,NA,NA,4.3,3,http://perfil.mercadolibre.com.uy/FUTUROXXI+DIMM,https://articulo.mercadolibre.com.uy/MLU-463651026-parlante-12-activo-bluetooth-bateria-microfono-futuro21-_JM#position=2&type=item&tracking_id=32e59ad6-3a22-4c53-bf3d-c069e1a5e32c,1,2,0,0,0,#463651026,NA,NA,NA,NA,NA,NA,NA,NA
56, Parlante Portatil Jbl Go 2 Bluetooth Colores Futuro21 Dimm ,1599,NA,56,8,18 cuotas,88.83,NA,Envío a todo el país,NA,NA,4.8,235,http://perfil.mercadolibre.com.uy/FUTUROXXI+DIMM,https://articulo.mercadolibre.com.uy/MLU-446606517-parlante-portatil-jbl-go-2-bluetooth-colores-futuro21-dimm-_JM#position=3&type=item&tracking_id=32e59ad6-3a22-4c53-bf3d-c069e1a5e32c,198,32,2,2,0,#446606517,JBL,GO,GO 2,3 W,Activo,NA,NA,NA
57, Parlante Portatil Bt Radio Fm Usb Aux Sd Ahorro Y Compras ,599,NA,70,127,18 cuotas,33.28,NA,Entrega a acordar con el vendedor,NA,NA,2,1,http://perfil.mercadolibre.com.uy/JESDEN+SA,https://articulo.mercadolibre.com.uy/MLU-446675269-parlante-portatil-bt-radio-fm-usb-aux-sd-ahorro-y-compras-_JM#position=4&type=item&tracking_id=32e59ad6-3a22-4c53-bf3d-c069e1a5e32c,0,0,0,1,0,#446675269,NA,NA,NA,NA,NA,1.5 kg,NA,USB
58, Jbl Go Parlante Go 2 Portatil Bluetooth - Otec ,1377,NA,37,49,18 cuotas,76.50,NA,Entrega a acordar con el vendedor,NA,NA,4.8,235,http://perfil.mercadolibre.com.uy/O+TEC,https://articulo.mercadolibre.com.uy/MLU-460365921-jbl-go-parlante-go-2-portatil-bluetooth-otec-_JM#position=5&type=item&tracking_id=32e59ad6-3a22-4c53-bf3d-c069e1a5e32c,198,32,2,2,0,#460365921,JBL,GO,GO 2,3 W,Activo,NA,NA,NA
59, Parlante Bluetooth Portátil Tipo Jbl Extreme ,990,NA,49,22,18 cuotas,55.00,NA,Entrega a acordar con el vendedor,NA,NA,4.4,8,http://perfil.mercadolibre.com.uy/UNAGANGAUY.COM,https://articulo.mercadolibre.com.uy/MLU-458071733-parlante-bluetooth-portatil-tipo-jbl-extreme-_JM#position=6&type=item&tracking_id=32e59ad6-3a22-4c53-bf3d-c069e1a5e32c,5,2,0,1,0,#458071733,JBL,NA,NA,NA,NA,NA,NA,USB
60, Mini Parlante Bluetooth Con Luces Mp3 Recargable 3w Clicshop ,185,NA,29,15,18 cuotas,10.28,NA,Entrega a acordar con el vendedor,NA,NA,5,2,http://perfil.mercadolibre.com.uy/CLICSHOPURUGUAY,https://articulo.mercadolibre.com.uy/MLU-463556772-mini-parlante-bluetooth-con-luces-mp3-recargable-3w-clicshop-_JM#position=7&type=item&tracking_id=32e59ad6-3a22-4c53-bf3d-c069e1a5e32c,2,0,0,0,0,#463556772,NA,NA,NA,3 W,NA,NA,NA,NA
61, Jbl Flip 4 Bluetooth - Otec ,3999,NA,7,100,18 cuotas,222.17,NA,Entrega a acordar con el vendedor,NA,NA,4.8,219,http://perfil.mercadolibre.com.uy/O+TEC,https://articulo.mercadolibre.com.uy/MLU-464404764-jbl-flip-4-bluetooth-otec-_JM#position=8&type=item&tracking_id=32e59ad6-3a22-4c53-bf3d-c069e1a5e32c,183,29,4,1,1,#464404764,JBL,Flip,Flip 4,16 W,Activo,965 g,NA,NA
62, Parlante Barra Sonido Subwoofer Bluetooth Fm Usb Klip Xtreme ,4890,NA,10,490,18 cuotas,271.67,NA,Envío a todo el país,NA,NA,4,1,http://perfil.mercadolibre.com.uy/TECNOCELL.UY,https://articulo.mercadolibre.com.uy/MLU-457206849-parlante-barra-sonido-subwoofer-bluetooth-fm-usb-klip-xtreme-_JM#position=9&type=item&tracking_id=32e59ad6-3a22-4c53-bf3d-c069e1a5e32c,0,1,0,0,0,#457206849,NA,NA,NA,NA,NA,NA,NA,NA
63, Parlante Amplificado 8p Luces Bluetooth Micrófono Karaoke ,1795,1999,137,863,18 cuotas,99.72,NA,Envío a todo el país,NA,NA,5,8,http://perfil.mercadolibre.com.uy/BLACKDOGELECTRONICS,https://articulo.mercadolibre.com.uy/MLU-456793350-parlante-amplificado-8p-luces-bluetooth-microfono-karaoke-_JM#position=10&type=item&tracking_id=32e59ad6-3a22-4c53-bf3d-c069e1a5e32c,8,0,0,0,0,#456793350,NA,NA,NA,NA,NA,NA,Negro,NA
64, Parlante Bluetooth A Prueba De Agua 5w Rms Con Ventosa Loi ,247,349,29,999,18 cuotas,13.72,NA,Envío a todo el país,NA,NA,2,2,http://perfil.mercadolibre.com.uy/LOI+URUGUAY?brandId=638,https://articulo.mercadolibre.com.uy/MLU-463417490-parlante-bluetooth-a-prueba-de-agua-5w-rms-con-ventosa-loi-_JM#position=11&type=item&tracking_id=32e59ad6-3a22-4c53-bf3d-c069e1a5e32c,0,0,0,2,0,#463417490,Kolke,NA,NA,5 W,NA,NA,NA,NA
65, Parlante Inalambrico 8000w Luces Bluetooth Microsonic Yanett ,175,NA,11,2,18 cuotas,359.82,NA,Envío a todo el país,NA,NA,5,2,http://perfil.mercadolibre.com.uy/UNIONELECTRODOMESTICOSLTDAU,https://articulo.mercadolibre.com.uy/MLU-451266414-parlante-inalambrico-8000w-luces-bluetooth-microsonic-yanett-_JM#position=12&type=item&tracking_id=32e59ad6-3a22-4c53-bf3d-c069e1a5e32c,2,0,0,0,0,#451266414,NA,NA,NA,NA,NA,NA,NA,Auxiliar
66, Parlante Multimedia Bluetooth Energy Sistem Tower 8 120w Amv ,239,NA,18,10,18 cuotas,491.41,NA,Lo retiro en el domicilio del vendedor,NA,NA,5,3,http://perfil.mercadolibre.com.uy/AMVSTORE,https://articulo.mercadolibre.com.uy/MLU-452350467-parlante-multimedia-bluetooth-energy-sistem-tower-8-120w-amv-_JM#position=13&type=item&tracking_id=32e59ad6-3a22-4c53-bf3d-c069e1a5e32c,3,0,0,0,0,#452350467,Energy Sistem,NA,NA,NA,NA,NA,NA,NA
67, Parlante Bluetooth Jbl Go 2 Pórtatil Nuevo Y Resistente ! Pm ,1389,NA,37,7,18 cuotas,77.17,NA,Envío a todo el país,NA,NA,4.8,235,http://perfil.mercadolibre.com.uy/PRECIOSMIAMI,https://click1.mercadolibre.com.uy/mclics/clicks/external/MLU/count?a=17S4O2Id396U8UB1i62K46EyInz3zLseJIUqCxVpBEm6eqHyiinmSnq5vUkKQc4xtrILULcFc75%2B%2FnCH3nwWRvsLyL9xTy13edjWSOwhmZaiEG7RnX6IL2Z9bd%2FEKup%2Bpe3ZvrKQxe0Ffozz2COa0fLSyPqthYQ6ajW0k8Eucjp4IsPAgchyxuNQ%2FtR76GfDUcFF%2FchYlwtdhvVNJu1J2izj0jUb3EmhPqNMN3kUW7jZJM2GyZr8vigKfPYZ3G6XzmWiFmT3qzF0F5z2Np5cq4iiHnNd66GwHxrJXaoayHRi5pv21Px%2FJjg9yWxYtyjLOLSflc%2BlI3qEs1GNOlsOuntaDs7dV9%2Fn5CXMOChCptpxbHRjQg1JzSRXYsO4Rxrta%2BY3kcV28eKxn9rKuDvHXWFLUe1XszHnYRFyiUe6Ll%2BAJk7e0Mt%2FaJIMRbcF94dTNwiZFiR5D%2Fi%2FKWxvLFKnJ%2F56gpz8AF66rkiEccT8JEMrMlXOMyEuaKkjlMNlZpOAwizHeSG9QotDiObikP9gNCrxy2%2FT2HiAvET%2BeTaoLuj%2FBhcSP%2FgEosotGRBkQaP8xQeUWJqbbtMYRfDfdN0kATNZSv22FZmTo2LrC4fnn46iZEEzTJkxRje51LoC4Q%2BVtwDlry3keqqNTPLKXoSnTG8Pz%2BCwuFS4djACgVRfQ0ngeZApsJ9Otk81uRSq5RLm4IiFSPX5ezolvNhNYS9evkeeCr2NAeT2McfYz1rRhgpeeCghPs96QXG0EJIGC3rHEysGFna0FaGn8hAm8BEILTt17rjU0T64Uj798d2fGHT3GlCzk6y6Rhx77xoCx7h6OsIHMS9eBdLH488OkZhAs%2B9TZ7IchNGObvzNKwlCG32bsRDbzDub64HB39SlefYNz6iLUqnT2jET7G36JsK48BMRzXBRVCdrIjS6DjwkP1A4t7P0bHk0rqaTqJep5XqboB5B8HIhGxaXjyzY5EDq70F4%2BHY3yIRcpBVK%2Bc9NBOb8Kuvj99CCipIOynVVgGX2FWzklRCJd5ElKw%2F2h9stAX1colJnogbpBvnqGwHQufwhGGDbPhLYqlU5kxnMewby3phSTtGJKXPs4sTTcPyuCbfx8lNNWBDj2O3%2F1jBxRE0b5Vwv68xB9hBG%2F4leoPc0Ygr%2FIBrPP5tMAVg%2BbcPmUrqENRLa%2FP7Nk%2BTS1%2F6yXSVY3ca6%2FzqcFEVudEl4GOjZldFfZ2r5TOHB8EF4LasNItxuJe9RBrlgm0OK4lve6%2FeCuu9U2Q9dkc4z5lpyeyWY%2FIzfiEOQTbTRci7c94Jm6IIOjOmSqLnCa0PYDjXie06W2NsoqUPPhP3uOhepHR2yGauJKFZdGG7pZlQM%2B3gk0AmgTDy46765pjbW9CFW%2Bb6Yph5yUWK1kI3eL5CXCZqcyRrqnjE1I52Qalps2thf1F7lyX2TyxVajP024QzzktW3kqo5WONjX7EoIWFXbqCPqys604F7r44qnmuwHHXv5cVfHKfUFb0oXTaVJr0qHZI%2B1Qg2Tgv0oGsEk5d7RwFtp5HwKc3RdMcjjSmKWs9wIt48zZBGFzuYnbXeCVbmGMkBEbiNxa00zT2xai7jY0fyhqi9zbzSatyapts2wKNVCV3WNCp3ki4SjnkE%2BCYndrJekMu917OMg29bkpYa21%2F4C7K0pB4%2FAS%2FWE7lUmf8IvoKypbbkYKllLSSqF%2BqqIMdR%2Bf11qf3Xi%2BnHsQ863wSiLaE%2FUo2I8%2BTXHFx4FxmS4njTo%2BMOHXk3sqQHzJ6UqZKl3edF6xTzF2qIDb%2BOtOUBgtalpwJqe5hO6vYO%2FcU8GojVESxoJkys,198,32,2,2,0,#454769756,JBL,GO,GO 2,NA,NA,0.18 kg,Miami,Plug
68, Parlante Microsonic 6000w Luces Bluetooth Microfono Yanett ,4990,NA,84,2,18 cuotas,277.22,NA,Entrega a acordar con el vendedor,NA,NA,5,8,http://perfil.mercadolibre.com.uy/UNIONELECTRODOMESTICOSLTDAU,https://articulo.mercadolibre.com.uy/MLU-449605582-parlante-microsonic-6000w-luces-bluetooth-microfono-yanett-_JM#position=15&type=item&tracking_id=32e59ad6-3a22-4c53-bf3d-c069e1a5e32c,8,0,0,0,0,#449605582,NA,NA,NA,NA,NA,NA,NA,Auxiliar
69, Parlante Grande Equipo Audio Punktal Usb Bluetooth Led Sensa ,199,NA,25,13,18 cuotas,409.17,NA,Envío a todo el país,NA,NA,5,4,http://perfil.mercadolibre.com.uy/LA+SENSACIONLTDA,https://articulo.mercadolibre.com.uy/MLU-450289666-parlante-grande-equipo-audio-punktal-usb-bluetooth-led-sensa-_JM#position=16&type=item&tracking_id=32e59ad6-3a22-4c53-bf3d-c069e1a5e32c,4,0,0,0,0,#450289666,Punktal,NA,NA,NA,NA,NA,NA,NA
70, Parlante Jbl Charge 3 Bluetooth Potencia Y Calidad Loi ,6170,7043,111,993,18 cuotas,342.78,NA,Envío a todo el país,NA,NA,4.7,29,http://perfil.mercadolibre.com.uy/LOI+URUGUAY?brandId=638,https://articulo.mercadolibre.com.uy/MLU-459217384-parlante-jbl-charge-3-bluetooth-potencia-y-calidad-loi-_JM#position=17&type=item&tracking_id=32e59ad6-3a22-4c53-bf3d-c069e1a5e32c,21,6,2,0,0,#459217384,JBL,NA,Charge 3,20 W,Pasivo,NA,NA,NA
