search_position,name,curr_price,orig_price,num_sold,in_stock,num_installments,amt_installments,arrival_time,shipping,free_return,free_return_info,review_avg,num_reviews,seller_link,product_link,five_star,four_star,three_star,two_star,one_star,item_id,Marca,Línea,Modelo,Potencia de salida (RMS),Tipos de filtros del parlante,Peso,Color,Conectores de entrada
510, Parlante Amplificado Pl-615 Circuit ,3610,NA,1,99,18 cuotas,200.56,NA,Envío a todo el país,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/CIRCUIT+OFERTAS,https://articulo.mercadolibre.com.uy/MLU-458730653-parlante-amplificado-pl-615-circuit-_JM#position=33&type=item&tracking_id=2eb5e5fb-7393-4ac0-ae96-720b99a9ce68,NA,NA,NA,NA,NA,#458730653,Kolke,NA,NA,NA,NA,NA,NA,NA
511, Parlantes Amplificador Portatil Xion Xi-sd85 2000w Pmpo - Fa ,45,NA,1,999,18 cuotas,92.52,NA,Envío a todo el país,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/FAMAELECTRODOMESTICOS,https://articulo.mercadolibre.com.uy/MLU-454518594-parlantes-amplificador-portatil-xion-xi-sd85-2000w-pmpo-fa-_JM#position=34&type=item&tracking_id=2eb5e5fb-7393-4ac0-ae96-720b99a9ce68,NA,NA,NA,NA,NA,#454518594,Xion,NA,Xi-sd85,NA,NA,NA,NA,Entrada para Micrófono
512, Home Parlantes Klip Xtreme Kws-760 5.1 Bluetooth 150w Sd Usb ,194,NA,1,99,18 cuotas,398.89,NA,Envío a todo el país,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/DEACOSRL,https://click1.mercadolibre.com.uy/mclics/clicks/external/MLU/count?a=EJVlTGJYUjBNM10WhlGyh%2B9LONY5My99LFh5dcME%2BUCrwKgQ6F4XivVmv6q9TkkEWhW9Y6v5eCqQerpvDhlO6l3lPrbgLzZ4ojlbjGGcruRJF4aX6FwNpV9tYoN7BfJPE0mnbPA4KjNMLCoFYHGTHL8HfG0KAEuOPNnZV2h3LFz77A0uFfAIa4o0UJGhV%2FyeTLWkoalQr98OWxQEHZHSKwuEJS5vDZ7edzO099HHLS%2B0HXWdH09QpUdQOAeIS0pgY07v58eo796sQU0mU90yv0%2BSZUbZZalPpU6Ta8KcFOb4dg2C%2FOXAAWmnVougtoaUmpWFZm1ias%2FlfsFkNzYodYPOWIEmmoh34Ia5IkD3OmRgarTH9hnhLFTICd9f4B2rRtiyM3zDsDBnrv0DC%2Btr%2Bbl3X080S8Y%2F%2FokVBsZa9Dl3muuf3WH%2FNa2%2BcNnFTfZTxT7pcpTJ3lG55khIoPEzy6t0n2HO09MUkcv4SXcEcGt%2BCsq9l9EZr7%2BQiE3HVrbfWanaIE91LvfpnWPeQThrUJWViJLD3CcbbGTLOslIQVC32MMoRlVlGJJcvYONUsvixqAN2ogvzEs6MOuqshMMg0E4SxigSfgGqMscKxv6wVfmHXHX80EQ6wIbZ%2BLRRMqeKqy7LXeMAO9hxon3jsvukGik9Bv0vM05gnAfvo5mgaBRimmQ50K8e0HVmV1J6mLnQrAa5b5utWc15oVzPyVEHhiu3%2Bq9rNBdBkc7ei4sTjvMJdLy5%2BgDA4OZjiTohRsTOKOz2Rplotw4nYNqWfuFPehLYKsEH8kFyV4GZ%2Bqn5NQfYcdnzJgtGkRaeluO7g0E2NJh4ET69ZJM07oiWYlY%2BqyPmlvX%2BI3O25i3985lBz51WJsmbnhRTqfxp%2BKo6WG2D3aqPGWYugqH3FFQGa%2FFhYBTPwGwnDr4QFccIyyGodwL4AMY%2Ftfj6gxzB2n0BvONztbXA1Yqznq2QuDwL8daNDMgpclIgGmPb4yBhTc9JD8hdgX0qO%2B6we4fyDBJebyq1KQuY4yztC3k8WZPmoYmAySqrIj9E%2Bp%2BP0hwkKHiqEWZDait686vhIsRj%2FdQy5Mqnhc9G6PAgwMebD6yANOltHLrhydtt11Ci0R4%2BVTNOevmp4jdsVreSFJY%2FspsAjH2ZmbRLkXn7Q4lUV%2FHjEJDtftxlx8TVmjRYdtnLkAhp3KBHd07GMHiwmHbMMNEfe74gUW%2BbtY%2FFvvdIo1odaQDOWkVH6O9ZrSGqvF8c%2Brc3h9KrtYoaLdpLiMSTuyX4y9UN43KKVp0P2fhwPInjdhzVMvVkV1ImZE33%2BPJSonjTwlm9ZC5PJvWug7orbG8Id3FLmEWst2lwSfs1Qd7YZ3a9cjOLgBo9Z0QU2X%2F3KHgFQmic0Ia82E1eaUSIbCH9tIgYd80LPJOvhr65NpiBnIq5ng%2BQmPRv7Osv8gDNo2IUYkte0eRLnoPq4cj3gKQqsfGUBFHxmniUEDamiDUutY4wUD25Q3co7QKqvkEOtVw4k%2FVhMpvHe%2BkmAetYNJPsF%2FrH0SWhoHDTgz43fQCtbns0WY10ua3RnsrXph3K0PMVyWG1LqicOgEfv50Ip2vcZ6pGMPrJiDRbnGK1yc6Cf0HGKTeNgl2XvIJGvA6JpWaRYxQNmkLZwUJA09re4dcx6PWJf276IsZ%2Bn9c7fVQ8VmlDAPFvUSHLQq85J8rVANI3XvHoq%2BcV5PeFBdADRaopwB0DbPlFechEMBLNBYYbHXSAyiyOXyugJlw2qCrkIhWpeUK%2F9wwsdMgomd5PsvStG04yrCH2NBRA3Ewb8MmZrPj1NLlP3WaLqBzyfPrpA%3D%3D,NA,NA,NA,NA,NA,#464620689,NA,NA,NA,NA,NA,NA,NA,NA
513, Parlante Portátil Jbl Flip 4 Splashproof Bluetooth Zonatecno ,139,NA,NA,7,18 cuotas,285.80,NA,Envío a todo el país,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/ZONATECNO?brandId=628,https://articulo.mercadolibre.com.uy/MLU-459301200-parlante-portatil-jbl-flip-4-splashproof-bluetooth-zonatecno-_JM#position=36&type=item&tracking_id=2eb5e5fb-7393-4ac0-ae96-720b99a9ce68,NA,NA,NA,NA,NA,#459301200,JBL,Flip,Flip 4,16 W,Activo,NA,Turquesa,NA
514, Parltante Bluetooth Havit E30 Extras Bajos Nfs Sistema Tws ® ,3390,NA,0,5000,18 cuotas,188.33,NA,Envío a todo el país,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/TOPTECNOUY,https://articulo.mercadolibre.com.uy/MLU-463809311-parltante-bluetooth-havit-e30-extras-bajos-nfs-sistema-tws--_JM#position=37&type=item&tracking_id=2eb5e5fb-7393-4ac0-ae96-720b99a9ce68,NA,NA,NA,NA,NA,#463809311,NA,NA,NA,NA,NA,NA,NA,NA
515, Parlante Marshall Stockwell Black Bluetooth Con Es Zonatecno ,279,NA,NA,3,18 cuotas,573.66,NA,Lo retiro en la tienda del vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/ZONATECNO?brandId=628,https://articulo.mercadolibre.com.uy/MLU-462851236-parlante-marshall-stockwell-black-bluetooth-con-es-zonatecno-_JM#position=38&type=item&tracking_id=2eb5e5fb-7393-4ac0-ae96-720b99a9ce68,NA,NA,NA,NA,NA,#462851236,Marshall,NA,Stockwell,20 W,Activo,NA,Black,NA
516, Parlante Bluetooth Aiwa Aw31r Tsuy ,45,49,1,14,18 cuotas,92.52,NA,Lo retiro en el domicilio del vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/TS.UY,https://articulo.mercadolibre.com.uy/MLU-459634839-parlante-bluetooth-aiwa-aw31r-tsuy-_JM#position=39&type=item&tracking_id=2eb5e5fb-7393-4ac0-ae96-720b99a9ce68,NA,NA,NA,NA,NA,#459634839,Aiwa,NA,NA,NA,NA,NA,Rojo,USB
517, Equipo De Audio Parlante Activo Sony Cd Bluetooth Radio H Ma ,659,NA,0,99999,18 cuotas,1.354.98,NA,Envío a todo el país,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/FERRESERVI+MACRO,https://articulo.mercadolibre.com.uy/MLU-456215126-equipo-de-audio-parlante-activo-sony-cd-bluetooth-radio-h-ma-_JM#position=40&type=item&tracking_id=2eb5e5fb-7393-4ac0-ae96-720b99a9ce68,NA,NA,NA,NA,NA,#456215126,Sony,NA,NA,NA,NA,NA,NA,NA
518, Parlantes Bose Soundtouch 30 Wifi Bluetooth 12s/r Oferta Amv ,874,NA,4,10,18 cuotas,1.797.04,NA,Envío a todo el país,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/AMVSTORE,https://articulo.mercadolibre.com.uy/MLU-446543555-parlantes-bose-soundtouch-30-wifi-bluetooth-12sr-oferta-amv-_JM#position=41&type=item&tracking_id=2eb5e5fb-7393-4ac0-ae96-720b99a9ce68,NA,NA,NA,NA,NA,#446543555,Bose,SoundTouch,NA,NA,NA,NA,NA,NA
519, Parlante Portatil Jbl Boombox Bluetooth 2x30 Watts ,27999,NA,0,5,18 cuotas,1.555.50,NA,Envío a todo el país,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/COMPRALO_HOY01,https://articulo.mercadolibre.com.uy/MLU-462599132-parlante-portatil-jbl-boombox-bluetooth-2x30-watts-_JM#position=42&type=item&tracking_id=2eb5e5fb-7393-4ac0-ae96-720b99a9ce68,NA,NA,NA,NA,NA,#462599132,JBL,NA,Boombox,NA,Activo,5.25 kg,Negro,NA
520, Parlante Bluetooth 6.5 Batería Recargable 30w Con Mic Loi ,37,59,NA,2997,18 cuotas,76.08,NA,Envío a todo el país,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/LOI+URUGUAY?brandId=638,https://articulo.mercadolibre.com.uy/MLU-464139709-parlante-bluetooth-65-bateria-recargable-30w-con-mic-loi-_JM#position=43&type=item&tracking_id=2eb5e5fb-7393-4ac0-ae96-720b99a9ce68,NA,NA,NA,NA,NA,#464139709,Kolke,NA,NA,NA,NA,NA,NA,NA
521, Parlante Portatil Ledstar 8 Bluetooth Bateria Fm Futuro21 ,1879,NA,39,50,18 cuotas,104.39,NA,Envío a todo el país,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/FUTUROXXI+DIMM,https://articulo.mercadolibre.com.uy/MLU-459769261-parlante-portatil-ledstar-8-bluetooth-bateria-fm-futuro21-_JM#position=44&type=item&tracking_id=2eb5e5fb-7393-4ac0-ae96-720b99a9ce68,NA,NA,NA,NA,NA,#459769261,Xion,NA,Ledstar LCA-08,15 W,NA,NA,NA,USB
522, Parlante Portátil Bose Soundlink Revolve Plus Bluetooth Amv ,479,NA,6,10,18 cuotas,984.88,NA,Envío a todo el país,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/AMVSTORE,https://articulo.mercadolibre.com.uy/MLU-448706125-parlante-portatil-bose-soundlink-revolve-plus-bluetooth-amv-_JM#position=45&type=item&tracking_id=2eb5e5fb-7393-4ac0-ae96-720b99a9ce68,NA,NA,NA,NA,NA,#448706125,Bose,SoundLink,Revolve+,NA,Activo,0.66 kg,NA,Auxiliar
523, Parlante Activo 28000w Xion Pantalla Led Usb Sd Fm C/control ,385,NA,3,2,18 cuotas,791.60,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/UNIONELECTRODOMESTICOSLTDAU,https://articulo.mercadolibre.com.uy/MLU-444775579-parlante-activo-28000w-xion-pantalla-led-usb-sd-fm-ccontrol-_JM#position=46&type=item&tracking_id=2eb5e5fb-7393-4ac0-ae96-720b99a9ce68,NA,NA,NA,NA,NA,#444775579,Xion,NA,NA,NA,NA,NA,NA,Entrada para Micrófono
524, Parlantes Sony Mhc V02 Megastore Virtual ,349,NA,0,1,18 cuotas,717.58,NA,Envío a todo el país,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/MEGASTORE_VIRTUAL,https://articulo.mercadolibre.com.uy/MLU-464052569-parlantes-sony-mhc-v02-megastore-virtual-_JM#position=47&type=item&tracking_id=2eb5e5fb-7393-4ac0-ae96-720b99a9ce68,NA,NA,NA,NA,NA,#464052569,Sony,NA,MHC V02,NA,NA,NA,NA,NA
525, Parlante Jbl Flip 4 Bluetooth ,126,169,NA,1,18 cuotas,260.71,NA,Entrega a acordar con el vendedor,NA,NA,4.8,219,NA,https://articulo.mercadolibre.com.uy/MLU-460469185-parlante-jbl-flip-4-bluetooth-_JM#position=48&type=item&tracking_id=2eb5e5fb-7393-4ac0-ae96-720b99a9ce68,183,29,4,1,1,#460469185,JBL,Flip,Flip 4,16 W,Activo,NA,NA,Auxiliar
526, Xiaomi Mi Parlante De Bolsillo - Tienda Oficial Xiaomi ,44,NA,NA,5,18 cuotas,90.47,NA,Envío a todo el país,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/ESLOPETSAESLOPETSA?brandId=228,https://articulo.mercadolibre.com.uy/MLU-459817958-xiaomi-mi-parlante-de-bolsillo-tienda-oficial-xiaomi-_JM#position=49&type=item&tracking_id=2eb5e5fb-7393-4ac0-ae96-720b99a9ce68,NA,NA,NA,NA,NA,#459817958,Xiaomi,Mi,NA,NA,NA,NA,NA,NA
527, Micrófono Karaoke Bluetooth Parlante Infantil Ios Android ,639,NA,235,194,18 cuotas,35.50,NA,Envío a todo el país,NA,NA,4.7,30,http://perfil.mercadolibre.com.uy/ML+IMPORTACIONES,https://articulo.mercadolibre.com.uy/MLU-449908978-microfono-karaoke-bluetooth-parlante-infantil-ios-android-_JM#position=50&type=item&tracking_id=2eb5e5fb-7393-4ac0-ae96-720b99a9ce68,24,4,2,0,0,#449908978,KSONG TRANSURE,NA,Q7,NA,NA,NA,NA,NA
528," Parlantes Harman Kardon Onyx 5 Negro, Macrotec ",259,NA,2,4,18 cuotas,532.53,NA,Envío a todo el país,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/MACROTEC_TIENDA,https://articulo.mercadolibre.com.uy/MLU-458300454-parlantes-harman-kardon-onyx-5-negro-macrotec-_JM#position=51&type=item&tracking_id=2eb5e5fb-7393-4ac0-ae96-720b99a9ce68,NA,NA,NA,NA,NA,#458300454,Harman Kardon,NA,NA,NA,NA,NA,NA,NA
529, Parlante Jbl Charge 4 Portatil 20 Horas Futuro21 ,198,NA,158,1,18 cuotas,407.11,NA,Envío gratis a todo el país,NA,NA,4.6,27,http://perfil.mercadolibre.com.uy/FUTUROXXI+DIMM,https://articulo.mercadolibre.com.uy/MLU-448599376-parlante-jbl-charge-4-portatil-20-horas-futuro21-_JM#position=52&type=item&tracking_id=2eb5e5fb-7393-4ac0-ae96-720b99a9ce68,20,6,0,0,1,#448599376,Ledstar,NA,Charge 4,30 W,Activo,NA,NA,NA
530," Parlante Inalambrico Panavox Party 6,5 X 2 30wx 2 Rms Albion ",4658,NA,0,20,18 cuotas,258.78,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/VENTASALBION,https://articulo.mercadolibre.com.uy/MLU-463240714-parlante-inalambrico-panavox-party-65-x-2-30wx-2-rms-albion-_JM#position=53&type=item&tracking_id=2eb5e5fb-7393-4ac0-ae96-720b99a9ce68,NA,NA,NA,NA,NA,#463240714,NA,NA,NA,NA,NA,NA,NA,NA
531, Parlante Bluetooth Jbl Soundgear Potencia Calidad Febo ,10500,NA,0,99999,18 cuotas,583.33,NA,Envío a todo el país,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/FEBOUY,https://articulo.mercadolibre.com.uy/MLU-459827740-parlante-bluetooth-jbl-soundgear-potencia-calidad-febo-_JM#position=1&type=item&tracking_id=35b2b10f-96eb-498a-be9c-93f0e9f0ba98,NA,NA,NA,NA,NA,#459827740,JBL,NA,NA,NA,NA,350 g,NA,NA
532, Parlante Activo Woofer 12 Pul X 2 Karaoke Equal Bluetooth Fm ,314,NA,0,2450,18 cuotas,645.62,NA,Envío gratis a todo el país,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/CARRASCO+IMPORT,https://articulo.mercadolibre.com.uy/MLU-462872546-parlante-activo-woofer-12-pul-x-2-karaoke-equal-bluetooth-fm-_JM#position=2&type=item&tracking_id=35b2b10f-96eb-498a-be9c-93f0e9f0ba98,NA,NA,NA,NA,NA,#462872546,NA,NA,NA,NA,NA,NA,NA,NA
533, Parlante Activo Top Digital 2.1 O-623 Bluetooth Barra Sonido ,79,99,NA,152,18 cuotas,162.84,NA,Envío a todo el país,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/LIBRERIASDELLITORALSA?brandId=564,https://articulo.mercadolibre.com.uy/MLU-458527515-parlante-activo-top-digital-21-o-623-bluetooth-barra-sonido-_JM#position=3&type=item&tracking_id=35b2b10f-96eb-498a-be9c-93f0e9f0ba98,NA,NA,NA,NA,NA,#458527515,NA,NA,NA,NA,NA,NA,NA,NA
534, Parlante Para La Ducha Resistente Al Agua Con Ventosa Bt ,390,NA,6,94,18 cuotas,21.67,NA,Envío a todo el país,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/MEGAOFERTAS.UY,https://articulo.mercadolibre.com.uy/MLU-463461478-parlante-para-la-ducha-resistente-al-agua-con-ventosa-bt-_JM#position=4&type=item&tracking_id=35b2b10f-96eb-498a-be9c-93f0e9f0ba98,NA,NA,NA,NA,NA,#463461478,NA,NA,NA,NA,NA,NA,NA,NA
535, Parlante Bluetooth Portátil Jbl Xtreme 2 Calidad Febo ,14465,NA,3,99996,18 cuotas,803.61,NA,Envío a todo el país,NA,NA,3.7,11,http://perfil.mercadolibre.com.uy/FEBOUY,https://articulo.mercadolibre.com.uy/MLU-452399898-parlante-bluetooth-portatil-jbl-xtreme-2-calidad-febo-_JM#position=5&type=item&tracking_id=35b2b10f-96eb-498a-be9c-93f0e9f0ba98,5,3,0,1,2,#452399898,Xtreme,NA,Xtreme,40 W,Pasivo,NA,Teja,NA
536, Home Parlante Barra Sonido Tv Jbl Bar Studio Bluetooth ® Ty ,7990,NA,0,10000,18 cuotas,443.89,NA,Envío a todo el país,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/TECNOCELL.UY,https://articulo.mercadolibre.com.uy/MLU-459211571-home-parlante-barra-sonido-tv-jbl-bar-studio-bluetooth-ty-_JM#position=6&type=item&tracking_id=35b2b10f-96eb-498a-be9c-93f0e9f0ba98,NA,NA,NA,NA,NA,#459211571,JBL,Studio,NA,NA,NA,1.4 kg,NA,NA
537, Parlante Panasonic Ua7 1700rms Gran Calidad De Sonido Albion ,629,NA,0,10,18 cuotas,1.293.29,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/VENTASALBION,https://articulo.mercadolibre.com.uy/MLU-461726695-parlante-panasonic-ua7-1700rms-gran-calidad-de-sonido-albion-_JM#position=7&type=item&tracking_id=35b2b10f-96eb-498a-be9c-93f0e9f0ba98,NA,NA,NA,NA,NA,#461726695,Sony,NA,NA,NA,NA,NA,NA,NA
538, Parlante Kolke Sonic Con 2 Mic 15'' Kpb-157 ,168,NA,NA,10,18 cuotas,345.43,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/DISTRICOMP+S.A.?brandId=11,https://articulo.mercadolibre.com.uy/MLU-465186559-parlante-kolke-sonic-con-2-mic-15-kpb-157-_JM#position=8&type=item&tracking_id=35b2b10f-96eb-498a-be9c-93f0e9f0ba98,NA,NA,NA,NA,NA,#465186559,Kolke,NA,KPB-157,NA,NA,NA,NA,NA
539, Parlante Bose Soundlink Colour 2 Bluetooth + Envios Gratis ,239,NA,1,9999,18 cuotas,491.41,NA,Lo retiro en el domicilio del vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/DIGINET+URUGUAY,https://articulo.mercadolibre.com.uy/MLU-450434951-parlante-bose-soundlink-colour-2-bluetooth-envios-gratis-_JM#position=9&type=item&tracking_id=35b2b10f-96eb-498a-be9c-93f0e9f0ba98,NA,NA,NA,NA,NA,#450434951,Bose,SoundLink,NA,NA,NA,NA,NA,NA
540, Paralantes Amplificadores Activos Sony Mhc-v11 - Fama ,363,395,2,999,18 cuotas,746.37,NA,Lo retiro en el domicilio del vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/FAMAELECTRODOMESTICOS,https://articulo.mercadolibre.com.uy/MLU-451754809-paralantes-amplificadores-activos-sony-mhc-v11-fama-_JM#position=10&type=item&tracking_id=35b2b10f-96eb-498a-be9c-93f0e9f0ba98,NA,NA,NA,NA,NA,#451754809,Sony,NA,Mhv-V11,45 W,NA,NA,NA,NA
541, Ff Parlante Activo/pasiv Xion 38000w Led Bluetooth Xixt88-2 ,599,NA,5,99994,18 cuotas,1.231.61,NA,Envío a todo el país,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/FERRETERIA+FERRESERVI,https://articulo.mercadolibre.com.uy/MLU-444707325-ff-parlante-activopasiv-xion-38000w-led-bluetooth-xixt88-2-_JM#position=11&type=item&tracking_id=35b2b10f-96eb-498a-be9c-93f0e9f0ba98,NA,NA,NA,NA,NA,#444707325,Xion,NA,NA,NA,NA,NA,NA,NA
542, Parlante Jbl Speaker Flip 4 Celeste Bluetooth 4.2 Nnet ,113,119,0,NA,18 cuotas,232.34,NA,Envío a todo el país,NA,NA,4.8,219,http://perfil.mercadolibre.com.uy/NNET+URUGUAY,https://articulo.mercadolibre.com.uy/MLU-463116074-parlante-jbl-speaker-flip-4-celeste-bluetooth-42-nnet-_JM#position=12&type=item&tracking_id=35b2b10f-96eb-498a-be9c-93f0e9f0ba98,183,29,4,1,1,#463116074,JBL,Flip,Flip 4,16 W,Activo,515 g,NA,NA
543, Parlante Portable Kolke C/bluetooth Oferta Casa Imperio !! ,75,NA,0,50,18 cuotas,154.21,NA,Envío a todo el país,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/IMPERIOGF,https://articulo.mercadolibre.com.uy/MLU-461744278-parlante-portable-kolke-cbluetooth-oferta-casa-imperio--_JM#position=13&type=item&tracking_id=35b2b10f-96eb-498a-be9c-93f0e9f0ba98,NA,NA,NA,NA,NA,#461744278,Kolke,NA,NA,NA,NA,NA,NA,NA
544, Parlante Portatil Logitech X50 Bluethoot Colores 5 Horas Usb ,29,NA,4,6,18 cuotas,59.63,NA,Envío a todo el país,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/INFINITTECHNOLOGY,https://click1.mercadolibre.com.uy/mclics/clicks/external/MLU/count?a=l3lKkcXNUIIJy%2FecqaUNGd%2BuKWcvmqp1W2C4g7gTDZA651FttdsV3II3A2JxAdeduP%2B2mrZsd3ZKntKcZ0YMH1q6LZr3I%2BpEf%2BSinH6J%2FW9Hhm0RDFzRfW1o0XY57PGOxbqp4V0pwrE%2F7FIaWVdYx3UndNtoZDmBReVR2Ty828tlFq%2B6MnDXDy%2BddE2gqAlq5FqPo1czvr5T77%2FnLWx9lO%2B6cvjR%2Bt0fDM55RiNoyEkpzQuydV9daHmZ4M3JulVPTrNurhzaxBVvCNChU2ZSutzcYexC9QATpKFW1l4BY8kQD0bURsnohJFOVG6G%2BDute6A51HWEq0raMiV0iTBjfhyGlfoROZf8sHOEa5rm50cxIPTRsmTHAVB526B7NNgwJ4EJLzW7z6zRI93bpFGGfFaifIFAtjset0kzNuEUKTteze%2BJHy114Dk8Dt5aZwQUL5NeD40W3s6PHy84%2FzUvwXsDV7ebbljLxFIGdugDpYfWeVRA2J2LStDlqyXs15d71oInGEcVI7s0F91byLWrQ9XBMysvBLLz2q0vWwf4YOgHG59VFytS%2FcTiMU9a9WsanxLcdjyaIpd%2BvZ6swi100DuMeipgCteyHguAU82sMcExwL3%2BGoM0xFaXgzWYBVmwAe5Wti4FBI4aEhW80Ss3xzTIAt%2BE6OWCPZjtgIZwN%2Bd%2BCMGGDCkcduifUT2zOcCVd4cVN4n4r%2B7MbbD8hh3xYtd2JYqLahqpHEjD2tV6En3zvdsczuKekyYP6X6knpcdbEbC3hsLedl%2FeuQ2Ve9YRUWtnpXP1AuKto6mNvdxAVzpEOUF7IOUwSWZfjYnRFgq%2B9LC0doiJZHww7lAf%2Bil4TL9UmXihaVs7woY405H7S%2FLeD3U17CGuRxSg29WmzDPQD1WtDmHWed03BegtIgRVI%2FIle9576Oeg3zwOOYyi0TpbVwOki83GiMXnr%2BCdo92E35vhYGKymci0EEJWSUfs8DaENwRb%2BlM0zxBeRqGXy8%2FHAzw%2Bi%2BMaPWow9TIcScZbkeZ0f6AhKlinn9QjDLbrfiXdk5PjJ5WTkNYlCv7E9lLd4JiaabtBvFppygSIvHlxzdKR0TZaiwJP1T%2Bliortnntfq%2Fr4t0auv9VpP%2BSNQ3xZvQt11OMg%2Fv6zSsMkqSfIqP7gQqNR%2FxNy%2BAy8dajddgmmTOWhD9jjL6BkTPpH4pllASUhYVf8p3d2li55CdLnoTCH%2F6jldkKMEDMcFw%2BzzU86C4dQ0%2BS%2BArSRtRxv%2BPYCkZVlFdtCUi0nQmC1HgYo898drgep%2BgWmo4%2FCZW6CT8q%2FfqUVdqPOzW99R%2FSmIdl7zM4r43lfOH%2BnHqKNJksNEiS6dUwwzKc6UVv1agcAKOmapaH%2BEba%2Ff43d4joFSRNqZtS%2Brt%2BXAtFTXQdmqroG1xtkrzZELjCfE%2Fn%2BgUaYVwqCCW076557ww1iwgeByZ%2BCLKx8NmGepFJxpMdUCQgDqUVxOA8F61BRTYAOHamMLZFA812ms4Oiy8NvcukRiIUT45234%2F7gEmn2%2BQXzGg90mMn16aZ6dH0k2ensbBkfAemKABbdwfGSMacqSibucCgbNC7MKqlL%2B4GYO7wDdib9R9JTJhJcQr1g9a%2F5DU%2BjU0oCq7Niwk2cULsqW714KxxlPIAdVHtPL7rUSDHbdQQyps3i0sj5ov4uRbHLNOh1cAA1dc31IuIh4VSK0wbIuXs5jAv5jV4kuH%2B7onNJyyW%2BBL6Ye8VlnN1D3xlEWDbJx59YQNOkfQhXtNRJp71LJQpIU31INeyDotN9dCpMbPdyydRu%2FKIOIQeSwMy6pdpscnQSQT1Z4N51FO2Uncv,NA,NA,NA,NA,NA,#454194009,NA,NA,NA,NA,NA,NA,NA,NA
545, Adaptador Bluetooth Usb 4.0 Audio Pc Parlantes Celular ® ,250,NA,677,5000,18 cuotas,13.89,NA,Envío a todo el país,NA,NA,4.3,54,http://perfil.mercadolibre.com.uy/TOPTECNOUY,https://articulo.mercadolibre.com.uy/MLU-443724089-adaptador-bluetooth-usb-40-audio-pc-parlantes-celular--_JM#position=15&type=item&tracking_id=35b2b10f-96eb-498a-be9c-93f0e9f0ba98,31,12,8,1,2,#443724089,Dongle,NA,CSR 4.0,NA,NA,NA,NA,USB
546, Parlante 2.1 Klip Xtreme Bluetooth Kws-710 160w Rms ,128,NA,0,2,18 cuotas,263.18,NA,Envío a todo el país,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/LIDERTEK+SRL,https://articulo.mercadolibre.com.uy/MLU-455464416-parlante-21-klip-xtreme-bluetooth-kws-710-160w-rms-_JM#position=16&type=item&tracking_id=35b2b10f-96eb-498a-be9c-93f0e9f0ba98,NA,NA,NA,NA,NA,#455464416,Xtreme,NA,KWS-710,160 W,Activo,NA,NA,"USB,Auxiliar,Lector SD"
547, Parlante Jvc Portable Recargable Bluetooth Xsn228bu ,95,NA,0,4,18 cuotas,195.33,NA,Envío a todo el país,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/AUDIO-TOTAL,https://articulo.mercadolibre.com.uy/MLU-462038697-parlante-jvc-portable-recargable-bluetooth-xsn228bu-_JM#position=17&type=item&tracking_id=35b2b10f-96eb-498a-be9c-93f0e9f0ba98,NA,NA,NA,NA,NA,#462038697,NA,NA,NA,6 W,NA,NA,NA,NA
