search_position,name,curr_price,orig_price,num_sold,in_stock,num_installments,amt_installments,arrival_time,shipping,free_return,free_return_info,review_avg,num_reviews,seller_link,product_link,five_star,four_star,three_star,two_star,one_star,item_id,color,size,Marca,Linha,Modelo,Tipo de capacete,Tipo de visor,Materiais do interior,Materiais do exterior,Idade,Gênero,Peso,Tipo de fechamento,Certificado de segurança,Usos recomendados,Posição da ventilação
1666, Capacete Moto Pro Tork Viseira Camaleão V Pro Jet 3 Verde ,157,NA,3,1801,12x,15.01,NA,Envio para todo o país,NA,NA,4.6,1740,https://perfil.mercadolivre.com.br/SPORTBAY?brandId=721,https://produto.mercadolivre.com.br/MLB-1114349148-capacete-moto-pro-tork-viseira-camaleo-v-pro-jet-3-verde-_JM?searchVariation=28419966359,1256,338,93,23,29,#1114349148,"Verde,Amarelo,Azul,Azul-claro,Grafite,Laranja,Rosa,Verde,Vermelho","58,60,62",Pro Tork,V-Pro,V-Pro Jet 3,Integral,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1667, Capacete Moto Mixs Feminino Fokker Racing Girls 2 ,159,NA,2,1200,12x,13.25,NA,Envio para todo o país,NA,NA,4.3,3,https://perfil.mercadolivre.com.br/SPORTBAY?brandId=1034,https://produto.mercadolivre.com.br/MLB-1124922673-capacete-moto-mixs-feminino-fokker-racing-girls-2-_JM?searchVariation=29274025711,1,2,0,0,0,#1124922673,Azul,"56,58,60,62",Mixs,Fokker,Racing Girls 2,Integral,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1668, Capacete Moto Artic Ebf E08 Robocop Chumbo N Peels Pro Tork ,169,NA,2,2,12x,14.12,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,NA,NA,https://perfil.mercadolivre.com.br/LEOMOTOPARTS,https://produto.mercadolivre.com.br/MLB-1228367786-capacete-moto-artic-ebf-e08-robocop-chumbo-n-peels-pro-tork-_JM?searchVariation=36804420815,NA,NA,NA,NA,NA,#1228367786,Chumbo,"M - 57/58,L - 59/60",EBF,NA,Animals,Escamoteável,Simple,Resina termoplástica,Resina termoplástica,Adultos,Unissex,NA,NA,NA,NA,NA
1669, Capacete Moto Pro Tork 788 G6 Preto Fosco Cinza ,150,NA,2,98,12x,14.34,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,4.7,444,https://perfil.mercadolivre.com.br/KAZZU+COMERCIO,https://produto.mercadolivre.com.br/MLB-1134187605-capacete-moto-pro-tork-788-g6-preto-fosco-cinza-_JM?searchVariation=29911107203,337,79,20,7,1,#1134187605,Preto-fosco - Cinza,"58,60",Pro Tork,Evolution G4,788,Integral,NA,NA,ABS,NA,NA,NA,NA,NA,NA,NA
1670, Capacete Moto Fechado Mixs Fokker Eddy Preto Grafite Brilho ,152,NA,5,15,12x,14.61,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,4.8,14,https://perfil.mercadolivre.com.br/DRAGON+RACING,https://produto.mercadolivre.com.br/MLB-820380944-capacete-moto-fechado-mixs-fokker-eddy-preto-grafite-brilho-_JM?searchVariation=19750518415,11,3,0,0,0,#820380944,Preto,"56,58,60,62",Mixs,Fokker,Eddy,Integral,Cristal,Resina termoplástica,ABS,Adultos,Unissex,1350 g,Micrométrico,Inmetro,Urbana,Inferior / Superior
1671, Capacete Moto Fechado R8 Dourada + Viseira Transp Pro Tork ,144,NA,4,2357,12x,12.08,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,4.4,2154,https://perfil.mercadolivre.com.br/ADSTORE+2018,https://produto.mercadolivre.com.br/MLB-1169800250-capacete-moto-fechado-r8-dourada-viseira-transp-pro-tork-_JM?searchVariation=32235852066,1430,407,183,63,71,#1169800250,"Amarelo / 56,Amarelo / 58,Amarelo / 60,Azul Claro / 56,Azul Claro / 58,Azul Claro / 60,Azul Escuro / 56,Azul Escuro / 58,Azul Escuro / 60,Laranja / 56,Laranja / 58,Laranja / 60,Prata / 56,Prata / 58,Prata / 60,Rosa / 56,Rosa / 58,Rosa / 60,Verde / 56,Verde / 58,Verde / 60,Vermelho / 56,Vermelho / 58,Vermelho / 60",NA,Pro Tork,G6,R8,Integral,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1672, Capacete Moto Pro Tork Evolution G6 Eagle + Viseira Fumê ,159,NA,4,1000,12x,13.33,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,4.6,47,https://perfil.mercadolivre.com.br/ALECARSHOP,https://produto.mercadolivre.com.br/MLB-891186330-capacete-moto-pro-tork-evolution-g6-eagle-viseira-fum-_JM?searchVariation=27058369592,34,9,1,2,1,#891186330,"Amarelo,Azul,Laranja,Rosa,Vermelho","56,58,60",Pro Tork,Fechado,Evolution G6 Eagle,Integral,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1673, Capacete Moto Robocop Escamoteável Pro Tork V Pro Jet 2 ,195,NA,9,98,12x,18.73,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,4.5,561,https://perfil.mercadolivre.com.br/EMPORIUM+LIVRE,https://produto.mercadolivre.com.br/MLB-983980917-capacete-moto-robocop-escamoteavel-pro-tork-v-pro-jet-2-_JM?searchVariation=26109606205,376,115,46,6,18,#983980917,Branco/Vermelho,"58,60,62",Pro Tork,V-Pro JET 2,Jet 2,Integral,NA,NA,ABS,NA,NA,NA,NA,NA,NA,NA
1674, Kit Adesivo Refletivo Para Capacete Moto Carro E Bicicleta ,9,NA,6,1965,1x,9.99,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,NA,NA,https://perfil.mercadolivre.com.br/ASMPARTS,https://produto.mercadolivre.com.br/MLB-1175487549-kit-adesivo-refletivo-para-capacete-moto-carro-e-bicicleta-_JM,NA,NA,NA,NA,NA,#1175487549,"MOD1,MOD2","8CM X 2CM,2CM DE DIÂMETRO",TATI ADESIVOS,Refletivo,Refletivo,Refletivo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1675, Capacete Moto Texx Gladiator Escamoteavel Robocop Articulado ,560,NA,5,22,12x,53.56,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,4.5,36,https://perfil.mercadolivre.com.br/IMPERIUM+MOTOS,https://produto.mercadolivre.com.br/MLB-1274266912-capacete-moto-texx-gladiator-escamoteavel-robocop-articulado-_JM?searchVariation=40447101488,24,7,4,0,1,#1274266912,"Branco,Preto-brilhante","58,60,61",TEXX,NA,Gladiator,Modular,Duplo,NA,ABS,NA,Unissex,NA,NA,NA,NA,NA
1676, Kit 2 Capacete Sport Moto Protork Com Flores + Frete ,154,NA,13,295,12x,14.81,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,4.4,1572,https://perfil.mercadolivre.com.br/PISTAMOTO,https://produto.mercadolivre.com.br/MLB-957998250-kit-2-capacete-sport-moto-protork-com-flores-frete-_JM?searchVariation=19397809445,973,344,149,57,49,#957998250,Rosa,"56,58,60",Pro Tork,Capacete,Sport Moto,Integral,NA,NA,ABS,NA,NA,NA,NA,NA,NA,NA
1677, Capacete Moto Cross Trilha Th1 Adventure C/ Viseira Protork ,237,NA,140,18,12x,22.74,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,5,12,https://perfil.mercadolivre.com.br/MHF+CAPACETES,https://produto.mercadolivre.com.br/MLB-905511921-capacete-moto-cross-trilha-th1-adventure-c-viseira-protork-_JM?searchVariation=17272042773,12,0,0,0,0,#905511921,"Prateado,Amarelo,Azul,Bordô,Laranja,Prateado,Verde-claro,Vermelho","56,58,60",Pro Tork,Capacete,Th1 Adventure,Cross,Simple,NA,ABS,Adultos,Unissex,1400 g,NA,NA,NA,NA
1678, Capacete Moto Pro Tork Viseira Iridium V Pro Jet 3 Grafite ,159,NA,2,1799,12x,13.25,NA,Envio para todo o país,NA,NA,4.6,1740,https://perfil.mercadolivre.com.br/SPORTBAY?brandId=721,https://produto.mercadolivre.com.br/MLB-1113172964-capacete-moto-pro-tork-viseira-iridium-v-pro-jet-3-grafite-_JM?searchVariation=28345154033,1256,338,93,23,29,#1113172964,"Grafito,Amarelo,Azul,Azul-claro,Grafito,Laranja,Rosa,Verde,Vermelho","58,60,62",Pro Tork,V-Pro,V-Pro Jet 3,Integral,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1679, Capacete Moto Ebf New Spark Flash Motociclista Cores ,169,NA,2,8,12x,16.24,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,4,1,https://perfil.mercadolivre.com.br/HAVANNAMOTOPARTS,https://produto.mercadolivre.com.br/MLB-1173539304-capacete-moto-ebf-new-spark-flash-motociclista-cores-_JM?searchVariation=32541398334,0,1,0,0,0,#1173539304,"Preto/Prata - -,Preto/Rosa - -,Preto/Vermelho - -","56,58,60",EBF,New Spark,Flash,Aberto,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1680, Capacete Moto Peels F21 Us Navy C/ Viseira Cristal Mais Fumê ,249,NA,22,7,12x,23.85,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,4.5,204,https://perfil.mercadolivre.com.br/MAGAIVERMOTOSTORE,https://produto.mercadolivre.com.br/MLB-766420076-capacete-moto-peels-f21-us-navy-c-viseira-cristal-mais-fum-_JM?searchVariation=17493919058,140,39,19,3,3,#766420076,"56,58,60",NA,Peels,F-21,F-21 US Navy,Integral,Duplo,Resina termoplástica,ABS,Adultos,Unissex,NA,NA,NA,NA,NA
1681, Capacete Nolan N64 Flazy Red/black + Viseira Fumê ,990,NA,1,58,12x,82.50,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,4.8,11,https://perfil.mercadolivre.com.br/LOJA+TOLEMAN,https://produto.mercadolivre.com.br/MLB-1155643942-capacete-nolan-n64-flazy-redblack-viseira-fum-_JM?searchVariation=31209363542,9,2,0,0,0,#1155643942,"58 - M,60 - L,61/62 - XL",NA,Nolan,"Nolan N64, Ideal para Motos o Dia a Dia, Motos Street, Naked",N64 Flazy Red/Black,Integral,Simple,"Forração, Berço em Isopor",Policarbonato Lexan,Adultos,Unissex,1480 g,NA,NA,NA,NA
1682, Capacete De Moto Pro Tork R8 + Viseira Camaleão ,119,NA,940,1849,12x,11.46,NA,Envio para todo o país,NA,NA,4.4,2154,https://perfil.mercadolivre.com.br/SPORTBAY?brandId=721,https://produto.mercadolivre.com.br/MLB-928189738-capacete-de-moto-pro-tork-r8-viseira-camaleo-_JM?searchVariation=19885678024,1430,407,183,63,71,#928189738,"Azul-celeste,Amarelo,Azul,Azul-celeste,Laranja,Prata,Rosa,Verde,Vermelho","56,58,60",Pro Tork,Capacetes,R8,Integral,Simple,Poliestireno,ABS,NA,NA,NA,Micrométrico,Inmetro,Urbano,Superior
1683, Capacete Moto Infantil Pro Tork New Liberty Kids Rosa Touca ,149,NA,7,593,12x,12.49,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,NA,NA,https://perfil.mercadolivre.com.br/PISTAMOTO,https://produto.mercadolivre.com.br/MLB-927860952-capacete-moto-infantil-pro-tork-new-liberty-kids-rosa-touca-_JM,NA,NA,NA,NA,NA,#927860952,NA,NA,Pro Tork,Capacetes,Liberty,Integral,NA,NA,ABS,NA,NA,0.925 g,NA,NA,NA,NA
1684, Capacete Moto Cross Jett Evolution Trilha + Óculos Amarelo ,355,NA,2,28,12x,29.61,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,NA,NA,https://perfil.mercadolivre.com.br/CALIL+STORE,https://produto.mercadolivre.com.br/MLB-1169139282-capacete-moto-cross-jett-evolution-trilha-oculos-amarelo-_JM?searchVariation=32189902556,NA,NA,NA,NA,NA,#1169139282,Amarelo,"56,58,60",Pro Tork,Unissex,Jett Evolution,Integral,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1685, Capacete Atlético Paranaense Moto Fechado Pro Tork + Copo ,159,NA,7,2699,12x,13.25,NA,Envio para todo o país,NA,NA,NA,NA,https://perfil.mercadolivre.com.br/SPORTBAY?brandId=721,https://produto.mercadolivre.com.br/MLB-871041625-capacete-atletico-paranaense-moto-fechado-pro-tork-copo-_JM?searchVariation=27844586304,NA,NA,NA,NA,NA,#871041625,Vermelho/Preto,"56,58,60",Pro Tork,Capacetes,Evolution G7,Integral,NA,NA,ABS,NA,NA,NA,NA,NA,NA,NA
1686, Capacete Moto Ls2 Ff358 Draze Branco Vermelho Azul Brilhante ,599,NA,6,5,12x,49.92,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,NA,NA,https://perfil.mercadolivre.com.br/DRAGON+RACING,https://produto.mercadolivre.com.br/MLB-822187068-capacete-moto-ls2-ff358-draze-branco-vermelho-azul-brilhante-_JM?searchVariation=27859897101,NA,NA,NA,NA,NA,#822187068,Branco - Azúl,"58,60,61",LS2,FF358,Draze,Integral,Cristal,Resina termoplástica,ABS,Adultos,Unissex,1400 g,Micrométrico,Inmetro,Urbana,Ineriror / Superior
1687, Capacete Moto Aberto Peels Freeway Redshift Tp/ls2 Mt Cb 300 ,230,NA,7,2,12x,22.03,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,5,1,https://perfil.mercadolivre.com.br/COYOTEMOTORACING,https://produto.mercadolivre.com.br/MLB-1179107187-capacete-moto-aberto-peels-freeway-redshift-tpls2-mt-cb-300-_JM?searchVariation=32988343348,1,0,0,0,0,#1179107187,Preto-fosco - Grafite,"58,62",Peels,Freeway,FREEWAY REDSHIFT,Aberto,Simple,Resina termoplástica,ABS,Adultos,Unissex,NA,NA,NA,NA,NA
1688, Capacete Moto Feminino Pro Tork 788 G6 Preto Fosco Rosa 58 ,149,NA,173,75,12x,12.49,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,4.7,444,https://perfil.mercadolivre.com.br/KAZZU+COMERCIO,https://produto.mercadolivre.com.br/MLB-940634312-capacete-moto-feminino-pro-tork-788-g6-preto-fosco-rosa-58-_JM?searchVariation=21166572715,337,79,20,7,1,#940634312,Rosa,"58,60",Pro Tork,Evolution G4,788,Integral,NA,NA,ABS,NA,NA,NA,NA,NA,NA,NA
1689, Capacete Moto Pro Tork Evolution Nos ,127,NA,1020,2721,12x,12.14,NA,Envio para todo o país,NA,NA,4.7,112,https://perfil.mercadolivre.com.br/SPORTBAY?brandId=721,https://produto.mercadolivre.com.br/MLB-838419149-capacete-moto-pro-tork-evolution-nos-_JM,89,15,5,3,0,#838419149,Laranja (NS6),"56,58,60",Pro Tork,Capacetes,Evolution 3G,Integral,NA,NA,ABS,NA,NA,NA,NA,NA,NA,NA
1690, Capacete Moto G6 Protork Factory 58 60 Lançamento!!! ,139,NA,12,130,12x,13.33,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,5,2,https://perfil.mercadolivre.com.br/EMPORIUM+LIVRE,https://produto.mercadolivre.com.br/MLB-951861284-capacete-moto-g6-protork-factory-58-60-lancamento-_JM,2,0,0,0,0,#951861284,"LIMIT VERMELHO,NEON Cinza/Laranja,NEON Cinza/Rosa,Neón amarelo,PRO CINZA,PRO ROSA,PRO VERMELHO,RACING LARANJA,RACING ROSA","56,58,60",Pro Tork,Evolution G6,Evolution 788 g6,Integral,Simple,NA,ABS,Adultos,Unissex,NA,NA,NA,NA,NA
1691, Capacete De Moto Aberto X11 Freedom Metric Motoqueiro Street ,299,NA,1,2999,12x,24.99,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,4,11,https://perfil.mercadolivre.com.br/VENDAS+MOTOPE%C3%87AS,https://produto.mercadolivre.com.br/MLB-1177798144-capacete-de-moto-aberto-x11-freedom-metric-motoqueiro-street-_JM?searchVariation=32889635152,5,2,2,0,1,#1177798144,Cinza/Preto,"58,60,62",X11,NA,Freedom Metric,Aberto,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1692, Capacete Sport Moto 788 Amarelo Pro Tork ,84,NA,4,2693,12x,8.03,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,4.4,810,https://perfil.mercadolivre.com.br/SPORTBAY+PLUS?brandId=2047,https://produto.mercadolivre.com.br/MLB-1172422575-capacete-sport-moto-788-amarelo-pro-tork-_JM?searchVariation=32457724437,487,191,90,22,20,#1172422575,"Amarelo,Amarelo,Azul,Branco,Laranja,Rosa,Verde,Vermelho","56,58,60",Pro Tork,Sport Moto,Sport Moto 788,Integral,NA,NA,ABS,NA,NA,NA,NA,NA,NA,NA
1693, Capacete Moto Custom Retrô Plus Usa Azul Shadow Harley Drag ,349,NA,4,3,12x,29.16,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,NA,NA,https://perfil.mercadolivre.com.br/KPCTMOTOSTORE,https://produto.mercadolivre.com.br/MLB-1039773560-capacete-moto-custom-retr-plus-usa-azul-shadow-harley-drag-_JM,NA,NA,NA,NA,NA,#1039773560,"56,57",NA,Kraft,Kraft Plus,Plus Usa,Clássico,Simple,Resina termoplástica,ABS,Adultos,Unissex,NA,NA,NA,NA,NA
1694, Capacete Bell Moto-3 Motosprint ,949,NA,12,3,12x,79.08,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,5,2,https://perfil.mercadolivre.com.br/MOTOSPRINT_MEGASTORE,https://produto.mercadolivre.com.br/MLB-893674304-capacete-bell-moto-3-motosprint-_JM?searchVariation=20662178385,2,0,0,0,0,#893674304,Preto,"XL,L",Bell,Bell,Moto-3,Integral,NA,NA,fibra,NA,NA,NA,NA,NA,NA,NA
1695, Capacete Moto Ebf New Spark Flash Preto E Vermelho Fosco ,152,NA,34,14,12x,14.61,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,5,1,https://perfil.mercadolivre.com.br/DRAGON+RACING,https://produto.mercadolivre.com.br/MLB-755967287-capacete-moto-ebf-new-spark-flash-preto-e-vermelho-fosco-_JM?searchVariation=29479293861,1,0,0,0,0,#755967287,Preto - Rojo,"56,58,60",EBF,New Spark,Flash,Integral,Cristal,Resina termoplástica,ABS,Adultos,Unisexx,1400 g,Engate Rápido,Inmetro,Urbana,Inferior / Superior
1696, Capacete Moto Peels Spike Robot Chumbo Cb Xre Mt03 Ls2 300cc ,216,NA,3,1,12x,20.65,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,NA,NA,https://perfil.mercadolivre.com.br/MAGAIVERMOTOSTORE,https://produto.mercadolivre.com.br/MLB-1159158353-capacete-moto-peels-spike-robot-chumbo-cb-xre-mt03-ls2-300cc-_JM,NA,NA,NA,NA,NA,#1159158353,Preto Chumbo Fosco,58,Peels,Spike,Spike Robot,Integral,Simple,Resina termoplástica,ABS,Adultos,Unissex,NA,NA,NA,NA,NA
1697, Capacete Moto Cross Trilha Th1 Jett Evolution Off Road ,289,NA,2,149,12x,27.71,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,NA,NA,https://perfil.mercadolivre.com.br/MHF+CAPACETES,https://produto.mercadolivre.com.br/MLB-1114999738-capacete-moto-cross-trilha-th1-jett-evolution-off-road-_JM?searchVariation=28453483296,NA,NA,NA,NA,NA,#1114999738,Vermelho,"56,58,60",Pro Tork,Capacete,Th1 Evolution,Cross,NA,NA,ABS,Adultos,Unissex,1.9 kg,NA,NA,NA,NA
1698, Capacete Infantil Moto Criança Pro Tork Liberty Preto ,69,NA,55,1,12x,5.75,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,4.6,457,https://perfil.mercadolivre.com.br/SAMI7511656,https://produto.mercadolivre.com.br/MLB-1034783175-capacete-infantil-moto-crianca-pro-tork-liberty-preto-_JM?searchVariation=23993425589,338,77,32,6,4,#1034783175,Preto,54,Pro Tork,Liberty,Kids,Integral,NA,NA,ABS,NA,NA,NA,NA,NA,NA,NA
1699, Capacete Moto Masculino San Marino Todas As Cores ,133,NA,186,249,12x,11.08,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,4.4,7,https://perfil.mercadolivre.com.br/ATACADOMELHORPRE%C3%87O,https://produto.mercadolivre.com.br/MLB-1049176305-capacete-moto-masculino-san-marino-todas-as-cores-_JM?searchVariation=27882899246,6,0,0,0,1,#1049176305,Preto-fosco,"56,58,60",Taurus,NA,San Marino,Integral,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1700, Capacete Moto Fechado Mixs Fokker Carbon X Preto Verde Fosco ,152,NA,4,25,12x,14.61,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,4.2,38,https://perfil.mercadolivre.com.br/DRAGON+RACING,https://produto.mercadolivre.com.br/MLB-792994808-capacete-moto-fechado-mixs-fokker-carbon-x-preto-verde-fosco-_JM?searchVariation=33591225635,22,7,4,3,2,#792994808,Preto/Verde,"56,58,60,62",Mixs,Fokker,Stamper,Escamoteável,Cristal,Resina termoplástica,ABS,Adultos,Unissex,1350 g,Micrométrico,Inmetro,Urbana,Inferior / Superior
1701, Capacete Moto Fechado Evolution 5g Protork Frete Gratis ,140,NA,4,96,12x,11.67,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,NA,NA,https://perfil.mercadolivre.com.br/AT+E-COMMERCE,https://produto.mercadolivre.com.br/MLB-1230216455-capacete-moto-fechado-evolution-5g-protork-frete-gratis-_JM?searchVariation=37024709738,NA,NA,NA,NA,NA,#1230216455,Vermelho,"58,60",Pro Tork,NA,EVOLUTION 5G CARBON,Fechado,Simple,NA,NA,Adultos,Unissex,NA,NA,NA,NA,NA
1702, Capacete Moto Cross Infantil Factory Edition Fosco + Oculos ,185,NA,8,15,12x,15.42,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,NA,NA,https://perfil.mercadolivre.com.br/MHF+CAPACETES,https://produto.mercadolivre.com.br/MLB-1124828700-capacete-moto-cross-infantil-factory-edition-fosco-oculos-_JM?searchVariation=29221908186,NA,NA,NA,NA,NA,#1124828700,Laranja,54,Pro Tork,Capacete,Factory Edition Neon Infantil,Cross,NA,Não se aplica,ABS,Crianças,Unissex,NA,NA,NA,NA,NA
1703, Capacete Moto G6 Pro Series Fechado Vermelho - Pro Tork ,154,NA,2,7,12x,12.91,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,NA,NA,https://perfil.mercadolivre.com.br/PE%C3%87AEMCASA,https://produto.mercadolivre.com.br/MLB-1182029443-capacete-moto-g6-pro-series-fechado-vermelho-pro-tork-_JM,NA,NA,NA,NA,NA,#1182029443,"58,60",NA,Pro Tork,NA,G6 Pro Series,Integral,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1704, Capacete Moto Tipo Sanmarino Automático Masculino/feminino ,70,NA,1,4518,12x,5.83,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,4.2,35,https://perfil.mercadolivre.com.br/A.T+STORE,https://click1.mercadolivre.com.br/mclics/clicks/external/MLB/count?a=GisN8Wn%2B%2FWQsGuqynDSuc6WO9bMFj9C5DvHtE63PY9rEOI0RHBnJ7Bgu2vSNqrByrEBTXBGBIoWkFpN1V1U83jum9IbM0Bfn3LjZN%2FXJ07%2BDRJmmY6QXAnGB9LbbCl2Qcr4jB2IcP9dxNGFO%2BnS8Oe%2F9bHCpu5gxcWgESs4Ocq6l72YSqF4wSEUrKmBtMzZNbhnhp0M7G1%2FbySA8eRIJX3ZvK96wgcLelP0tRvWhY%2FadUgcYFnNNfAa3%2B0FeYiehZns1FFPeDSedXovPw3wYv%2FMXegAvel5VP2H4fSKDo1hfe%2BnM9Q9vGgQTjX92kVm5Me9vKbNY%2B7plv28HtPWfb2DtmYekok%2BxZR5EW45AgMx5me5%2BRYQPmLl0G720fPVbgrU5yJenIal4AB6HrGRHXuI11WW57RSc0Tg4rKMlv7CI5EsvCBim2hxJu7gBiAJ1ZaTd2ssEXv8YEgP8e8W11bdcG4fHUKZNULiP8fRDm1DzmWiV0vK2Wr1KnVCOMChokWdCsVPpS8VDWEZ5xCU%2BytdbVGsJjkvnjgKyu6M4ax2Oc%2BDMAKA1zPmk3HmeDak2%2FPBp737LtlNeRQpwk9xLczU%2BacLkwZ%2FYf1WdTzXgKUXHF%2FH8bc1HtgMet3ElKnsO7ugIJcd79Q19YDHaefIH9rRd%2F4c2Sj%2F0i25OIcwuOR4Noy3jf%2FDk7eQ%2FMGZyjds9uzqnZKzrpommijArEL7qCPZIZd67EZdV1T2Eq0cM2aSisJGxIMCne2ToGFiasKpKNQi3bUokWHmwKztf3HGWMgqM0zXoljnOKaaV6PylE0brTQ1FSo%2F4zuOzo32rLUg%2B1b%2F0okxAQxyMBLHBeUHa2afvwNyD67moMCn5SwX7PeZtc8yqfj%2BHbubpErXcw2i1rorUsDbiKBGDGzlhEpMZMHbW%2F7xvO3CphlSmdDAZTIYP2Ppc%2BwVYfeGBahWin5MAq5pHiu7IFeoFMVFU3tPCe9m0hVopWI3eIqeryEto4CQJSBUnQFjXRvr5FvMWvnOy7FUhQ9Krnu5uMYaHbIiD0KunGaHeyWJUJEZH%2FJxfnK60wUFarY6AZHctihEPyaZOkHIsb2LZnTsnTy3lAkuofQINIDDL0grJLTu3D2pONgg2Hw3soNoUuTaZMbL9FVe9GVzXyEc1RB2ZAgfcZ9TA4m74F6hX7uhJrk7saKn32gT7kWlif%2Fv7cl3HNwweC6kDyn5Rg4ev0XxIy%2Fin8R7WaWkBDAx1Ww0wZQubJjtN80hDMtSyA%2F7paMi5cAofkcHn8L6IX1Vs3NhKf0W1SW3tDJgN22Nx0fPJQZ25rkFmSGg%2BZw1T3PO81vs0U4MJeTL1oZuvAmGD6yEc7qKzPlpyN15KxAqoK8D1iXBEPoZX2etq7Fvb36mn0u2zd3APkAM5vCTwmXNcjI5b%2FqE1jzZb6bACu37By9cCQuyVeGbIG8ZdmqHDaRjXCh8%2F3Te2QsH6j%2FzEv0W4e9BsROXP%2FGBGDwa61dj3dgzwD%2BUtx5gW2jt0ybx3JhSKsmkX847YWAziqoQbxzZqX8D3Uyb3kkqzUwuGPJhmVwks1iiLd4w7pNyenKD9Y0fynHirM76BGRRce9yUz%2Bu6xe%2FaivA40ZWXM6LLF%2BAU97TGLSxr9Iu7pCvxPftyDUAWMctfOuGlV8dbPs52WJv50EXApZ2loQX0WqWyQwn3eVPrlWsdnHr2Yp6TakbBUeLcnRvWeZR84HyHPIUbph7QfO6WiXVLneNE0ayt%2FCes91h%2FD8BYuYmqSxFcuMlzDrnEnG1yZlrvnLsEMNkfV8Wim%2FWg0Ok39bUtk%2FIQglxsEaMxspX0BJXBQQOtboZRYmXrnv4aXnQ%2FsekJMvrPX%2Bm%2Bqbgh2heV0M1NpeAIkseFTWueDcwvgiT6%2BDj7%2BxzdB%2FiHMI6YgTlcRqcNTZEF4huHp3kIt8n4p23XMew%2B%2BA%3D%3D,21,5,7,0,2,#1281299739,Rosa,"56,58,60",Pro Tork,NA,Sport Moto 788,Integral,Simple,NA,ABS,Adultos,Unissex,NA,NA,NA,NA,NA
1705, Capacete Moto Mixs Fokker Paint Vermelho Promoçao ,119,NA,46,44,12x,11.45,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,5,2,https://perfil.mercadolivre.com.br/KMMOTOSHOP,https://produto.mercadolivre.com.br/MLB-691458384-capacete-moto-mixs-fokker-paint-vermelho-promocao-_JM,2,0,0,0,0,#691458384,"56,58,60,62",NA,Mixs,Capacete,Mixs Fokker Paint,Integral,Simple,NA,ABS,Adultos,Unissex,1.6 kg,NA,NA,NA,NA
