search_position,name,curr_price,orig_price,num_sold,in_stock,num_installments,amt_installments,arrival_time,shipping,free_return,free_return_info,review_avg,num_reviews,seller_link,product_link,five_star,four_star,three_star,two_star,one_star,item_id,Marca,Línea,Modelo,Potencia de salida (RMS),Tipos de filtros del parlante,Lugares de colocación,Formato del parlante,Configuración de canales,Conectores de entrada,Peso,Voltaje,Tipos de parlante,Altura
11, Parlante Portátil Bluetooth Karaoke Fm Led Usb Mp3 Aux + Mic ,2890,3590,"
			
				Nuevo
			
			
				
					 - 
				
				1353
				vendidos
			
		",(92 disponibles),12 cuotas,NA,NA,Entrega a acordar con el vendedor,NA,NA,4.5,132,https://perfil.mercadolibre.com.ar/ALCLICK+ML,https://articulo.mercadolibre.com.ar/MLA-720520187-parlante-portatil-bluetooth-karaoke-fm-led-usb-mp3-aux-mic-_JM,92,22,11,4,3,#720520187,Oryx,KPB,KPB-221,NA,Activo,NA,Caja Portátil,NA,USB,NA,220,Woofer,NA
12, Parlante Portátil Bluetooth Usb Radio Fm Charge Mini ,649,NA,"
			
				Nuevo
			
			
				
					 - 
				
				141
				vendidos
			
		",(24 disponibles),12 cuotas,NA,NA,Envío a todo el país,Devolución gratis,Tenés 30 días desde que lo recibís,4.3,6,https://perfil.mercadolibre.com.ar/MWPRODUCTSARGENTINA,https://articulo.mercadolibre.com.ar/MLA-736936659-parlante-portatil-bluetooth-usb-radio-fm-charge-mini-_JM,4,1,0,1,0,#736936659,Genérico,NA,Charge Mini,6 W,NA,NA,Caja,NA,NA,512 g,3.7V,portatil,NA
13, Parlante Karaoke Bluetooth Usb + Luz + Sd + Microfono ,1399,2399,"
			
				Nuevo
			
			
				
					 - 
				
				1033
				vendidos
			
		",(1982 disponibles),12 cuotas,NA,NA,Llega mañana,Devolución gratis,Tenés 30 días desde que lo recibís,4.6,84,https://perfil.mercadolibre.com.ar/REAL-COLOR,https://articulo.mercadolibre.com.ar/MLA-648179703-parlante-karaoke-bluetooth-usb-luz-sd-microfono-_JM,59,18,5,1,1,#648179703,TECHNOLOGY LINE,NA,SBL10-KARAOKE-RED,10 W,Woofer,NA,Caja,NA,NA,NA,NA,NA,NA
14, Parlante Portátil Vivitar Bluetooth Cuotas S/interes ,1619,1799,"
			
				Nuevo
			
			
				
					 - 
				
				149
				vendidos
			
		",(36 disponibles),6 cuotas sin interés,NA,NA,Envío gratis,Devolución gratis,Tenés 30 días desde que lo recibís,4.4,11,https://perfil.mercadolibre.com.ar/ELECTROWORLDGROUPARGENTINA,https://click1.mercadolibre.com.ar/mclics/clicks/external/MLA/count?a=qlltZvLuoebyydyccfIHipxArdIEp3m7QAPGXMNekUGmz%2BcgfqcOg1c5Y1Lds1hzDAsclGOoK%2FH6HiN%2BjiiZwRn8nOJ%2B%2BrgAWU3Fn962pul1TkEuOiVGsnLI3l9XcNMGB6hG%2BfA6BoKMMyPoP1dbCVWmsumUnpqf1VxPgOI5SROn2f0RxK96ZVOmwG7X0p7M%2BxfuzJOHuTzHT6bLwmdbzkTT0jLiB88pILxCmb6aHTuHK2cLIuOHMxQS%2FVhmhwq3H4MKVjZLmZAvqFjsuxYyiH%2FvJO6MSNDk5gS0U6LJM2bPR91Kiyyw1CC2pwbGAnpoyKIUAkGNQjKsTJXjdLpQSG%2BmOQxPbc81NguT220SMz5CJanz6UVrDpCphJmr2tp3yLDS2TAYy%2BiAQRFiqmwJsqE2zvCDH22b8nGEFn5%2FtkEnTU%2F2hA9QOrD1f9STYdQZyq%2B55BVP0A8UNPHlus9srMg4NEJdfVUkUNOGbK3EMOdmhbzVbHkXJNRBplmvQAJ2V6xnIjy1WOAdhvzshpQTQGIp67G7sqxkF6MIdfK230LtDFbiA%2BZoU75qQqZmJcOkskh%2FGPQ%2BRdAg8YsiZxOTiMvYEhbBKILGwxaNS5mgU9UStC3GJcBrzWQ7UcXFJxRvTtAsZBHI7DfmGxk4AhHHruz4WpLN6oPqvQygdXvgo4%2BBfkvonlcXTJIcEUO5%2BhDlMknJ5MZFM6P3dWwWwGbBDatnb6v1gUPgspzAbIxmmGLOVqQ3Y8HDmoYPctt1Ls0%2FwfNVcWQO98UO7HmYb06zhKWlhJ773OBUjSjb4KS8S%2F8nZTfBZe1FAMLbgApQeQPYW6CpxLMUwlf1sXV9mNuPSE1hmt8xTqtZwW04CpbOVGX1wTnYlCEGxzxqQ3WqjR85VMjYdGB1AQvijIPR2JJEZAsYe339RmgVqyq6sZ1o01Qzg%2BYUYMG7RAUHACF35SQVhi1sze6SEcHsL%2F45Jwsw0W9yb8Eu1hcz0H0C%2B4HStFrZiILMT5gUA8%2Bvq21Is6XqJiYBoJt1ML9W2PgtFGmOqxS085bPfiiAqITUvmgy7RJMqzvPFRjSOuUoMa93YT3LryhZSQi%2FzVJeeovQTiJfu7ddxHsmgraJ41GgWpQnwQnSEmTJlPiFbrWE8Jz7MUBoI8R6eU6DSSrUlDes1CQhypphTYtKbFlFZ5yEYxqPW8UsWr2KdCe29DhbszoIo9eDDXxlGU0l976lG1HFacKke0MlyEfIJ%2Fyy6SxLHXY9K%2FkKpldsZgaJlQ6z9nVJykl6sNsV7F%2BZK2%2FRDinPQVHj4DdLEtBqGlsRkAiVt4bHsX%2Bjy4GC0mXrjCy2%2B1p1sL1B7t8RueLXs7f9mzqJEN9DbV3vw%2B01LNDJhMulkN6opjmScboJKNMN0LzjIg6JFlFfbXWK8ge7XSsBCs65eoxCS5bZjW0kN0tkjgba%2FvjBJ4buhC5x46yiJcFMrMyUvU7uJQLGaWrGO%2F%2Fr0qHqswmHPRijqM0q1IoerpjWJBIKYiQeuMluS8gdTbdbi9ul8aYbVMipFi1bqmn6El78QCqLqHRyhbOjIWs278ilQOyXF8zZ%2Fil%2BFA6VuSnaKLuCFvc%2BJd41GRhw3hS33c4I%2BjyQa4CXLAVKPMwusLS5XECML6xCwXZ6TC6sGOoT6yzlIBbvZtw9xJxuECCVQq%2B5n%2BO5Fx4kBdfep8DO3p2obKYDiz7yF20Pox3vTYe7%2FAwv4ASgblcCE3lf%2BUUL%2FfpvpqvtB8RfGtWUGoIW0MfKUw7CyDMKG1Co4y15uze6QpUZYaPKFN7iU3KaUSXrLS7ZEv2DGlPLn1YRdKvYKIJHVx0T%2BcIeCYjiACSDdfmFbYIx01sj,8,1,1,0,1,#760433469,Vivitar,FABRIC COLLECTION,VF60013BT,5 W,Woofer,"Piso, mesa, estante",Caja,NA,NA,NA,5V,Tweeter,10 cm
15, Parlante Portátil Bluetooth Karaoke Usb Fm Luces + 2 Mics ,3190,NA,"
			
				Nuevo
			
			
				
					 - 
				
				1637
				vendidos
			
		",(91 disponibles),12 cuotas,NA,NA,Entrega a acordar con el vendedor,NA,NA,4.5,273,https://perfil.mercadolibre.com.ar/ALCLICK+ML,https://articulo.mercadolibre.com.ar/MLA-663857293-parlante-portatil-bluetooth-karaoke-usb-fm-luces-2-mics-_JM,186,60,20,3,4,#663857293,Otras Marcas,KPB,KPB-221,45 W,Activo,NA,Caja Portátil,NA,"Bluetooth, USB, microSD, AUX, Micrófono.",NA,220V,Woofer,NA
16, Parlante Valija Carrito Karaoke Bluetooth ,3600,NA,"
			
				Nuevo
			
			
				
					 - 
				
				280
				vendidos
			
		",(16 disponibles),12 cuotas,NA,NA,Envío gratis,Devolución gratis,Tenés 30 días desde que lo recibís,4.3,14,https://perfil.mercadolibre.com.ar/JBD-HITECH,https://articulo.mercadolibre.com.ar/MLA-719694463-parlante-valija-carrito-karaoke-bluetooth-_JM,9,1,3,1,0,#719694463,RX,NA,RX-1010,35 W,RECREACION,"PORTATIL, CARRITO, VALIJA",Caja,2.1,NA,NA,NA,CARRITO,NA
17, Altavoz Parlante Portatil Music Mini Craquelado Recargable ,258,NA,"
			
				Nuevo
			
			
				
					 - 
				
				1011
				vendidos
			
		",(548 disponibles),12 cuotas,NA,NA,Llega mañana,Devolución gratis,Tenés 30 días desde que lo recibís,4.6,13,https://perfil.mercadolibre.com.ar/MONA-FELISA+OPORTUNIDADESVIP,https://articulo.mercadolibre.com.ar/MLA-634321330-altavoz-parlante-portatil-music-mini-craquelado-recargable-_JM,9,3,1,0,0,#634321330,Genérico,NA,Music Animal,3 W,Portátil,De mesa,Tambor,5.1,NA,NA,5 V,NA,NA
18, Parlante Portatil Bluetooth Mini Hongo Manos Libre Usb 3w ,339,NA,"
			
				Nuevo
			
			
				
					 - 
				
				421
				vendidos
			
		",(39 disponibles),12 cuotas,NA,NA,Envío a todo el país,Devolución gratis,Tenés 30 días desde que lo recibís,5.0,7,https://perfil.mercadolibre.com.ar/UNIVERSALSHOPS,https://articulo.mercadolibre.com.ar/MLA-750048172-parlante-portatil-bluetooth-mini-hongo-manos-libre-usb-3w-_JM,7,0,0,0,0,#750048172,UNIVERTSAL,NA,Portatil,12 W,Bluetooth,Cualquier Superficie,Honguito,No aplica,NA,80 g,DC5V23:51,Bluetooth,NA
19, Parlante Bluetooth Recargable Ducha Anti Agua Con Microsd 5w ,228,NA,"
			
				Nuevo
			
			
				
					 - 
				
				468
				vendidos
			
		",(3 disponibles),12 cuotas,NA,NA,Llega mañana,Devolución gratis,Tenés 30 días desde que lo recibís,4.8,8,https://perfil.mercadolibre.com.ar/SMART-CLICK,https://articulo.mercadolibre.com.ar/MLA-789005543-parlante-bluetooth-recargable-ducha-anti-agua-con-microsd-5w-_JM,6,2,0,0,0,#789005543,MIYOSHI,NA,Modelo C6,5 W,Tweeter,"Ducha, De pared, De techo",Redondo,2.1,NA,152 g,NA,Tweeter,NA
20, Parlante Portatil Karaoke 12'' Fm Bluetooth Usb Mic Inalambr ,6999,NA,"
			
				Nuevo
			
			
				
					 - 
				
				112
				vendidos
			
		",(11 disponibles),6 cuotas sin interés,NA,NA,Envío gratis,Devolución gratis,Tenés 30 días desde que lo recibís,3.6,5,https://perfil.mercadolibre.com.ar/ELECTROWORLDGROUPARGENTINA,https://click1.mercadolibre.com.ar/mclics/clicks/external/MLA/count?a=1Ze2TAHOYNx%2BG4sSymk%2FanIIAKwG5sXKFD%2F0cuutf9QMEvx7AST6Gt5qPY8UDpjNgVov32ZYn5%2B4btphmOrPgoO7eJ%2F2BqWYppuNnSY3TjtZcKHDZWIU6m267I%2BcQRWedPVq5eFZfiu1%2BW2UPPDDTaSR7%2FXcZ%2BKy6LZQRdIHGTq6udi1RyGNGCWcJatSjL3XyXuuUo6jckNlOj9nAUZLSORNOYPPveZdql9liOsOAwbXoeITHUV1MImzqeOzb0KkVbpNza0KpntScJTmRQm9ta02%2Febq%2FTNPhjELfYKuUYmXHVdhJe7WLSl1EkwD9IfWgi%2FMC%2FoAyxNS6lhvjpnAvRm8xm3aBSahDCYZ4nwnV4Yn0fxHbVQvV7AjMSK2QnhVOBhcknU36NCiEDR9sk5PDrThWwSF4xxo64CVUOVj%2FPja37Lf%2FY8rrxX66aA2sa%2ByOM9IgknroHKx3AnI8bBTdkG6VMm2g0l8sf3ez2%2BNskBLuuSfP%2FlvbiFXRAtjeyCdaD1oAM5B2rjD8JLIZ6Z8tFIW8UTPDEU1tGxXg76ekZghRr%2BVvu4ls%2Fsdty3kvGLFkKDkIZ4p8%2FiExpYVx16YgL5hGYPE%2F7doQ5tKo4fpMJJF14kug29wjOu7pLWEPVJ30XYycqyf%2F9SfAt25bdxf%2FhO3XcP1%2Barl74VnSsScwTUNeeYvWZTC2blH0xE9wwZGeq7BNg26Px%2F%2B6Wh0SADGEaJd%2FPYL4QVvXjVV7MtbD34dMp7V4BTIq47%2FLN13nbBDlUPhZn4ToxL%2Brk18X9RFS9mMNAPpyTNhtZhuzo0768mIi34Jh3w7cB2RQb5sc97RPdf2ozasDkOcuQGAu8jRmhq8dNHF3OVg6c%2Fub%2FWpqAEWAK%2ByemY1F%2BeVsrugqX%2BziNfOvMQF%2F4PeIBjE1u9TR%2FXGkHO5fvkthHtohrWBRCdTopwxifWlslNFxr01JvwnMycI%2FWjrLSFglHKe0CZ9yonXxpZEEWAzzaUwbYRemj58ROm0n3arxGqIp2QYK%2FT9RTkb3OqYxGhYueOZO41zQ7b3dYHM7p1antmqegDvEJZyzCU3MxB4zweE4K%2FmPzik%2Fc7uTYcN4ndfEyiGS4qVA4zaCV8n2M82U%2BkGxBaXV0Akbl%2BTeFgEoK3IhiNPg82dP7XC8g8x92kQUjeoPHpoG4BnK3CmiFy7PDCcxsetN1lppZtC3hPGyjbIV7MBdoKMYhNSPEFCXDe3UAxzmPm%2BxeZnnpHhRo0dvi7BqUV%2FAvIgxXaVURLNpScx4b0lChEhr1RcJL9bl7x50c5UNSBRE57OhQ%2F%2B1GrVvNjkOelzarhGmTQ3CAyZ4SMHrClR6Mq4Pv%2BENHDE%2BaicG06GXTl6I%2FfsetUO3Vy5DRtmmnfFC8yHniGvpyEP%2BgsFqAmhQXigozucN1G6GIlH6zN5tY3OHZrSqtMiKg5L6G2uZJqp1QXLGwIbyujg41f7laxbOZqtfbRzwcJOmCYqu7j%2FBrefXDZEXsNWonIJ0xs4znrmX6tVceLALfM3mt4ILoCinRNB3JSn4iss02dmHo3FxZFbQnmFhHvoTZt1eDQHR4pqLi79CNUlu%2F4LxpHi77FOPnz6RNtQ9oqQ27bObYQ05raD4ihf6lARReP9b%2FXgnOaqhS7e5pTtW9H1ta62KdbwLRXjvMKkxi2863OSafaCS%2Bpw1t8YyG3tybL28AISWXBYaQZRVLxKZzIsjPti0uXfdTdEC9OyjHCjB0qgsgRc10UehLxKHu9GoYL3Nhj7ejgQo8xYTcUyWa7mqhYelDLzD7DEM4wLesX%2B8KaV1Joy0NAgyeOBUeZhvLwyhOA3X6j%2FswfVFLufl01G1g8XWc9nZJkOAMHHT1fltA%3D%3D,2,1,0,2,0,#761047217,Otras Marcas,PBX-1210,PBX-1210,NA,Portátil,De piso,Caja,NA,NA,NA,220,Portatil,NA
21, Parlante Bluetooth Jbl Flip 4 iPhone Android 100% Original ! ,5799,NA,"
			
				Nuevo
			
			
				
					 - 
				
				423
				vendidos
			
		",(7 disponibles),12 cuotas,NA,NA,Llega gratis mañana,Devolución gratis,Tenés 30 días desde que lo recibís,4.8,1923,https://perfil.mercadolibre.com.ar/TECNOPARAVOS,https://articulo.mercadolibre.com.ar/MLA-661330596-parlante-bluetooth-jbl-flip-4-iphone-android-100-original--_JM,1640,243,29,6,5,#661330596,JBL,Flip Series 4,Flip 4,16 W,Portátil,NA,NA,NA,NA,515 g,NA,Portatil,NA
22, Parlante Portatil Radio Usb Bluetooth Potencia 4000w Karaoke ,5999,NA,"
			
				Nuevo
			
			
				
					 - 
				
				673
				vendidos
			
		",(447 disponibles),12 cuotas,NA,NA,Envío gratis a todo el país,Devolución gratis,Tenés 30 días desde que lo recibís,4.4,67,https://perfil.mercadolibre.com.ar/BLUEWAYBLUE,https://articulo.mercadolibre.com.ar/MLA-680688727-parlante-portatil-radio-usb-bluetooth-potencia-4000w-karaoke-_JM,39,21,3,1,3,#680688727,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
23, Parlante Bluetooth Usb Mcsd Microfono C/cable Full! ,1399,2399,"
			
				Nuevo
			
			
				
					 - 
				
				165
				vendidos
			
		",(63 disponibles),12 cuotas,NA,NA,Envío a todo el país,Devolución gratis,Tenés 30 días desde que lo recibís,4.8,6,https://perfil.mercadolibre.com.ar/REAL-COLOR,https://articulo.mercadolibre.com.ar/MLA-698611319-parlante-bluetooth-usb-mcsd-microfono-ccable-full-_JM,5,1,0,0,0,#698611319,Global Electronics,NA,SBL10,10 W,Woofer,"Living, Habitacion, Comedor",Portatil,NA,NA,NA,NA,Portatil,NA
24, Parlante Jbl Go 2 Bluetooth Portátil Sumergible 3w Go2 Cuota ,2899,NA,"
			
				Nuevo
			
			
				
					 - 
				
				117
				vendidos
			
		",(9 disponibles),6 cuotas sin interés,NA,NA,Envío gratis,Devolución gratis,Tenés 30 días desde que lo recibís,4.8,817,https://perfil.mercadolibre.com.ar/ITECOM+DIGITAL,https://articulo.mercadolibre.com.ar/MLA-756256332-parlante-jbl-go-2-bluetooth-portatil-sumergible-3w-go2-cuota-_JM,683,123,10,0,1,#756256332,JBL,NA,GO 2,3 W,Pasivo,Todos,Portátil,NA,NA,186 g,NA,Tweeter,NA
25, Parlante Bluetooth Portátil Radio Usb Mp3 Leds 1500 Watts ,1799,NA,"
			
				Nuevo
			
			
				
					 - 
				
				307
				vendidos
			
		",(498 disponibles),12 cuotas,NA,NA,Entrega a acordar con el vendedor,NA,NA,4.5,21,https://perfil.mercadolibre.com.ar/HELITEC,https://articulo.mercadolibre.com.ar/MLA-651682375-parlante-bluetooth-portatil-radio-usb-mp3-leds-1500-watts-_JM,15,4,1,0,1,#651682375,Helitec,NA,S6,1005 W,Activo,NA,caja portatil,NA,USB,NA,NA,Woofer,NA
26, Parlante Grande 12 Pulgada Karaoke Bluetooth Led Fiesta +mic ,3999,NA,"
			
				Nuevo
			
			
				
					 - 
				
				1736
				vendidos
			
		",(402 disponibles),12 cuotas,NA,NA,Entrega a acordar con el vendedor,NA,NA,4.5,544,https://perfil.mercadolibre.com.ar/ALCLICK+ML,https://articulo.mercadolibre.com.ar/MLA-739077845-parlante-grande-12-pulgada-karaoke-bluetooth-led-fiesta-mic-_JM,360,134,31,10,9,#739077845,Otras Marcas,T - 12 Pulgadas,T152,NA,Activo,NA,Caja Portátil,NA,"Bluetooth, USB, microSD, AUX, Mic x2.",NA,220,Woofer,NA
