search_position,name,curr_price,orig_price,num_sold,in_stock,num_installments,amt_installments,arrival_time,shipping,free_return,free_return_info,review_avg,num_reviews,seller_link,product_link,five_star,four_star,three_star,two_star,one_star,item_id,Potencia de salida (RMS),Marca,Modelo,Tipos de filtros del parlante,Peso,Conectores de entrada
18, Parlante Tipo Jbl Xtreme Bluetooth Portable Musica Waterpool ,1490,NA,65,935,18 cuotas,82.78,NA,Envío a todo el país,NA,NA,4,10,http://perfil.mercadolibre.com.uy/TECNOCELL.UY,https://click1.mercadolibre.com.uy/mclics/clicks/external/MLU/count?a=iO8zEDNhMLlahlB20UJTb9CSc1dPbYJYhp1GwwrnK0JN9e2D2enaRKgdVWwr9Y2kFLvkeH7EzBd8ji4jAW2mscIiIm3V%2BQTvXu0NdqTqHuAUmOAZerlTUYrPllh5qMTdtkUYIyLarI7Vo75yN678NVJ2kc7UrmLNsq%2FSQN%2FAfG5OP9tqZhrT%2B%2FiPAe%2FOdUcnwYc2wrLd4nZLB4dz9iCIChjbELKq97yGXzcdpwDxEGBTQbvga7909vLwC1CWMsVaKols6HrbigqtOI2siFCno8EYHC8GdzpNYfkh9tSVbAUSCVRsiKrBBNT6c274CWheaZM0bsWUvrjCrcSPSjkkcoCufXLgTjV9lxDl8wnf1qEshPrYIRHKUzcc1w5jNbLZ7s1mytP4Y%2FaYo5KpZgYd4iPljNaV%2FEvtQVm6krj6zS7dupAOZ7lkwzqtQUSv5%2F8Mx6yXi5OcroK98a8IftFaBOu46Mk8eryFLdqtfdZePzGy2g0ogkhOfVr6y1%2F%2BGGw63gNZis90TBc9x1fNJiWzlWPBZbEi27D0CXnh%2BkUNwUZcHPrBVzDMCrI7Ggt%2B%2BCFtFUKr0Nw0gQbKtKEEc0OKQFW1NbW3AWi1%2BhJwFenoDCVOK2%2BSkGvUBL8ibR0yX43hSjLhDHgkEkVASEYOfb%2FN%2BoKOTHFz0dHK4etQozheep7jyjNkcZyx7xbSlJ5CLFPUMQYzpL8lAikykFRi%2FkWWySsgCLe36Zp%2Bmx4%2FQcMVhhRrz9sSLrMnBbhuRUHuCN99dXLz8kETjldN%2BF7xrRTPkY6%2F8vUVYtf%2BBd4LWSeHe3crc8eFWRcvZSd5lIMoeyXJjeiY95JDuS8%2Ff9ifPlqEhxJOprJt5ny3Fp0s1HttQ4gEyPJbeOnYLyYlxbOxqA%2FFtVCGjQQw6NOAyBcFeVKbo8IzyINhPxTO%2FyiiqxI7ICPeIaxpfvLLXOaDo3GNPY0mrBiL5mKo5aHisRQzmsRngim6SuRpufCV4VTlSTmmqTxx1nBIK0nEHDkZbcvw%2BYEjk9Eq6Kd1Z%2F9FhdR3jWH35VGO2MCT%2F4Rc1oEEVmB88lgq6clgeFr0nO04YfAXrfE3xxmBzVil%2BhGgdEUCrgBQFI33v4rkJ3AikvGknZi9nFNrOzyuAetqbp%2BLN2jl%2BztIgS74OJ39s8Y2b1KNq3ECzWh8lrTQqvF49VucOXZKpcqps2l8BfINIZC7QL4%2BWuDWxDhpp6hb%2FXed2MZi%2FKRYcyqMN%2BJBB1nKjt5cBslXvrNbmDnTxFPFQ0yrnjbjU5id2Blv1g%2FyLQST8pWl2xudYPhXMjkGsnjSaPR8ZQC46viZF2maPbHgF4LNlBFEUY05ARu%2Fu7YRzw9jX1PwEZKpxo3Pxh2LlEazLZw4BWm%2FxbNUEa%2FwidinEvaNjrKlQoYWxJeSJbjzgq0%2FzcP%2Fiz6lOFgifEI3NiW8fsbtI8thcBZZFNNTY0Q816tzucby%2BfeXsoR6rggZDIx7KdOgmuOs1UBbFxRvpLNUHef1AckT2lTGG%2FGBR85IZRD95H4uoO28aNgOnaqnK0CuE9frT7%2B%2FlKm%2BxDJumt83VevFVMcMBkHhazO8Ztt6TWGfrWUd%2BIJYHSZwzyGWXqR1CtUymx07OsR9KqIaHApCGijNqRKu2R26Tf4HZ97bGRRC6bkBAkBGGvBG7HAU9X8K,5,3,0,1,1,#455224472,40 W,Xtreme,Xtreme,Pasivo,NA,NA
19, Parlante Portatil Ledstar 6 Bluetooth Bateria Futuro21 Dimm ,1199,NA,24,98,18 cuotas,66.61,NA,Envío a todo el país,NA,NA,2.3,3,http://perfil.mercadolibre.com.uy/FUTUROXXI+DIMM,https://articulo.mercadolibre.com.uy/MLU-446606518-parlante-portatil-ledstar-6-bluetooth-bateria-futuro21-dimm-_JM,0,0,1,2,0,#446606518,NA,Bose,NA,NA,NA,NA
20, Parlante 8 Activo Luces Leds Bateria Portatil Dimm ,2179,NA,45,10,18 cuotas,121.06,NA,Envío a todo el país,NA,NA,4.3,8,http://perfil.mercadolibre.com.uy/FUTUROXXI+DIMM,https://articulo.mercadolibre.com.uy/MLU-447773265-parlante-8-activo-luces-leds-bateria-portatil-dimm-_JM,5,2,0,0,1,#447773265,NA,Xion,NA,NA,3.4 kg,NA
21, Parlante Bluetooth Resistente L Tipo Jbl Flip 4 Colores ,749,890,50,68,18 cuotas,41.61,NA,Entrega a acordar con el vendedor,NA,NA,4.8,211,http://perfil.mercadolibre.com.uy/TUBELUXUY,https://articulo.mercadolibre.com.uy/MLU-444859109-parlante-bluetooth-resistente-l-tipo-jbl-flip-4-colores-_JM,178,27,4,1,1,#444859109,16 W,JBL,Flip 4,Activo,NA,NA
22, Micrófono Karaoke Bluetooth Inalámbrico Parlante Usb Oferta ,579,645,238,74,18 cuotas,32.17,NA,Envío a todo el país,NA,NA,4,24,http://perfil.mercadolibre.com.uy/ELECTROVENTAS+ONLINE,https://articulo.mercadolibre.com.uy/MLU-454535976-microfono-karaoke-bluetooth-inalambrico-parlante-usb-oferta-_JM,13,6,0,1,4,#454535976,NA,NA,NA,NA,NA,NA
23, Parlante Flip4 Portátil Bluetooth Tipo Jbl Envío Gratis!! ,1150,NA,27,23,18 cuotas,63.89,NA,Envío gratis a todo el país,NA,NA,4.8,211,http://perfil.mercadolibre.com.uy/YOVENTAS.COM,https://articulo.mercadolibre.com.uy/MLU-461735121-parlante-flip4-portatil-bluetooth-tipo-jbl-envio-gratis-_JM,178,27,4,1,1,#461735121,16 W,JBL,Flip 4,Activo,515 g,NA
24, Parlante Portatil Bateria Kolke Bomb Inalambrico Bluetooth ,1490,NA,21,999,18 cuotas,82.78,NA,Envío a todo el país,NA,NA,4,4,http://perfil.mercadolibre.com.uy/TODOOFERTAS.UY,https://articulo.mercadolibre.com.uy/MLU-459404638-parlante-portatil-bateria-kolke-bomb-inalambrico-bluetooth-_JM,1,1,1,0,0,#459404638,NA,Kolke,Bomb KPM-222,NA,NA,NA
25, Parlante Barra De Sonido Bluetooth Tv Potente Calidad Smart® ,1379,NA,29,1771,18 cuotas,76.61,NA,Envío a todo el país,NA,NA,4.8,4,http://perfil.mercadolibre.com.uy/TECNOCELL.UY,https://articulo.mercadolibre.com.uy/MLU-455224414-parlante-barra-de-sonido-bluetooth-tv-potente-calidad-smart-_JM,3,1,0,0,0,#455224414,NA,NA,NA,NA,NA,NA
26, Parlante Jbl Go 2 Bluetooth Resistente Al Agua Oferta Loi ,1260,1899,25,5989,18 cuotas,70.00,NA,Envío a todo el país,NA,NA,4.8,219,http://perfil.mercadolibre.com.uy/LOI+URUGUAY?brandId=638,https://articulo.mercadolibre.com.uy/MLU-462202467-parlante-jbl-go-2-bluetooth-resistente-al-agua-oferta-loi-_JM,186,29,2,2,0,#462202467,3 W,JBL,GO 2,Activo,NA,USB
27, Parlante Bluetooth Portatil Excelente Sonido Resistente Agua ,990,NA,60,440,18 cuotas,55.00,NA,Entrega a acordar con el vendedor,NA,NA,4.2,9,http://perfil.mercadolibre.com.uy/ACCESOPC3000,https://articulo.mercadolibre.com.uy/MLU-452263084-parlante-bluetooth-portatil-excelente-sonido-resistente-agua-_JM,6,0,2,1,0,#452263084,NA,NA,NA,NA,NA,NA
28, Parlante Bluetooth Kolke Shake A Batería Con Mic Oferta Loi ,34,39,17,985,18 cuotas,69.44,NA,Envío a todo el país,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/LOI+URUGUAY?brandId=638,https://articulo.mercadolibre.com.uy/MLU-460487947-parlante-bluetooth-kolke-shake-a-bateria-con-mic-oferta-loi-_JM,NA,NA,NA,NA,NA,#460487947,NA,Kolke,NA,NA,NA,NA
29, Parlante Bluetooth Resistente Tipo Jbl Charge Buenos Graves ,990,1090,236,95,18 cuotas,55.00,NA,Envío a todo el país,NA,NA,4.1,17,http://perfil.mercadolibre.com.uy/TUBELUXUY,https://articulo.mercadolibre.com.uy/MLU-450615769-parlante-bluetooth-resistente-tipo-jbl-charge-buenos-graves-_JM,8,4,4,1,0,#450615769,NA,JBL,NA,NA,NA,USB
30, Parlante Equipo Audio Sony V81 Alta Potencia Bluetooth Pcm ,859,NA,7,999,18 cuotas,1.704.64,NA,Envío a todo el país,NA,NA,5,1,http://perfil.mercadolibre.com.uy/PCM+URUGUAY-SA,https://articulo.mercadolibre.com.uy/MLU-458268876-parlante-equipo-audio-sony-v81-alta-potencia-bluetooth-pcm-_JM,1,0,0,0,0,#458268876,NA,Sony,NA,NA,NA,NA
31, Parlante Jbl Charge 3 Bluetooth Potencia Y Calidad Loi ,6299,7043,110,994,18 cuotas,349.94,NA,Envío a todo el país,NA,NA,4.7,28,http://perfil.mercadolibre.com.uy/LOI+URUGUAY?brandId=638,https://articulo.mercadolibre.com.uy/MLU-459217384-parlante-jbl-charge-3-bluetooth-potencia-y-calidad-loi-_JM,21,5,2,0,0,#459217384,20 W,JBL,Charge 3,Pasivo,NA,NA
32, Mini Parlante Portátil Bluetooth Mp3 Sd Recargable Clicshop ,185,NA,54,28,18 cuotas,10.28,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/CLICSHOPURUGUAY,https://articulo.mercadolibre.com.uy/MLU-453546717-mini-parlante-portatil-bluetooth-mp3-sd-recargable-clicshop-_JM,NA,NA,NA,NA,NA,#453546717,NA,NA,NA,NA,NA,NA
33, Parlante Bluetooth Jbl Flip 4 Nuevos Garantidos ,4190,NA,118,911,18 cuotas,232.78,NA,Envío gratis a todo el país,NA,NA,4.8,211,http://perfil.mercadolibre.com.uy/URU-MARKET,https://articulo.mercadolibre.com.uy/MLU-450357543-parlante-bluetooth-jbl-flip-4-nuevos-garantidos-_JM,178,27,4,1,1,#450357543,16 W,JBL,Flip 4,Activo,515 g,NA
34, Parlante 2.0 Bluetooth Tienda Oficial Thonet & Vander Kürbis ,225,245,92,13,18 cuotas,446.50,NA,Envío gratis a todo el país,NA,NA,4.7,16,http://perfil.mercadolibre.com.uy/THONET-VANDER-URUGUAY?brandId=148,https://articulo.mercadolibre.com.uy/MLU-444260918-parlante-20-bluetooth-tienda-oficial-thonet-vander-kurbis-_JM,12,1,2,0,0,#444260918,NA,Thonet & Vander,Kürbis Bluetooth,NA,NA,NA
35, Parlante 2.0 Bluetooth Tienda Oficial Thonet & Vander Kürbis ,225,245,92,13,18 cuotas,446.50,NA,Envío gratis a todo el país,NA,NA,4.7,16,http://perfil.mercadolibre.com.uy/THONET-VANDER-URUGUAY?brandId=148,https://click1.mercadolibre.com.uy/mclics/clicks/external/MLU/count?a=jCuRp05E9DTSVk57csH4OupcTEId92SwtIETAoaDetxKFQcoV1AhhvHEAWiSCRaLAJwOTdp3DMnH7h66%2FKeYoORp3TrHSVFqRgTlWJjeNpSFh5CNpMyziWIZ8xdGiZ4GY013KN6QnVrjy27PNK22aW%2FYWt01EkburLOmpssxLd%2BL%2B00Bg9QEvUFOvs73H710CILt8VpsihWnYf4qc7jWmq2%2B%2BOO9pKVkX0GXY0oGqBJ1NwFkvWLu%2BdrUzUiLJ5UNvoCNRuB5jLZ%2FFAt%2FqQWdVH%2BhGVxVkbKo2pTyy3y57HVrOYglnBLgSogkHF4xEJ7vOLKR5hinPwLo67yrSBTx1WLSMKlYKChKrcKHqkjt3r0bc8l64BmFBXBZvkGj9wq7pkoP8s9HGghepd%2FPKffOwrUm7M%2BsXjmlXyGSEfiKtNCSig6mczOCegj3%2BSweUYVZQicdrHcZibq0uHfOQY3IdlCcv%2FtjXlxbq4zhXNqv84%2BDEpQ%2B6RfvLesYKwVzpaoBIyT%2FKAjNFlYCtDe1CG8q29Ns%2FFzRsMEjEXD6tufxcC8y2tj%2F%2FYoRHW2VOnzWvEO9K%2Bx8Q2bS7gR%2B14IpC%2F66bKGA3WsUAFMlrXnX4aeDa3r4aDVejckQCnQLfDyZDqhHysXnYr%2FSmnb4Q51axGoIpWPR7x6LSr9K4%2BD074TAMzcKr7RoAV9ex3aNOAoM4CW%2FMUrbBEAtLFQybrX5yGtdSj8qLJ4yps7CUiIzDH5FBtZCMe3dEvZcXC7W9WeJsAw1qpYrh%2BvRvAiR%2BUn7xwhE9xLbdtkU5KFAN1BzeADEns7zAA8wdBVmG4D%2FIpdEvIyNl0xnIGAzLuQMNcPlxvurRNwViROZCd%2BEqQjlv9YxdtY4oYFJM6lcYr7wT%2FSbLjDX%2BznO5vdqXnafN44T4N5ns7S6DsYRhowqFHvhrll86uGAf0d4az1P7pJXwvAXb4VdsldQhWeAesMdruITVbsUWnYEfq4YVmpfdCVdDndAaSaqSSFZe3EXpcB%2BJxibfL0f9zeH4MvNghX%2FXIR1V%2B7oNzYc6zSXCFsZV0hM8O%2FFflxoGOtF4ngUwcpNzifMZJX1L8yh56t007O%2BZfwdVPNZBl82954M%2FC6PaJpeX4QnK8pFHlP5u2Ofzw6YEGNMeLgw5Gmd7Yp206gEN%2BTDKWbz6gbHn%2BKzispNHQMp68bAxybNzGy9R5Ku0otu4wfFHCyF8NuvwgT%2BLQLN0PL2PrVbgtsgvHubuK%2FusbFmxOBHDOatZGj0TdqGVjXiTw90jJeLz6rnyTlSVFyDihAKbC3%2Foj8ywUZwXf5gjG5kOg0tI5qH4RDNUaYvlGRk10eUkSMuqBcjQnd%2FUPGrjMSIoi37UquwaVCAsUx1KBNjEf5aJ9ojwDfLKvGU5sfFqZoHwLr9uM8BeSJfnArEgPrdfAavsbnJFe6AKrPa%2FTXd7cLS1JKebCM99136yS9GoNw4co5AwaZsZzK1YoqquShhE5Nfu%2FvUk8KYqJgOVToKpKYTsWyZ7Rdoh7fWJ9rHe13zn4Cuv18cSG7kAl141ZKFNr97d1%2FRltRK%2BMVQOnfWpzm7V2aAAX1kJ8C2bRGSzb%2FBGiggHp64zD01%2B2nBvpMO1KzBZtFTYoVXpoMNv4UhOtI0buhcsaycYhxAajtXnzEOrsxswvtX8NSD,12,1,2,0,0,#444260918,NA,Thonet & Vander,Kürbis Bluetooth,NA,NA,NA
36, Parlante Boombox Resistente Al Agua Tipo Jbl Bluetooth Radio ,2190,NA,16,21,18 cuotas,121.67,NA,Envío a todo el país,NA,NA,4.3,3,http://perfil.mercadolibre.com.uy/TUBELUXUY,https://articulo.mercadolibre.com.uy/MLU-450436906-parlante-boombox-resistente-al-agua-tipo-jbl-bluetooth-radio-_JM,2,0,1,0,0,#450436906,NA,JBL,Boombox,Activo,1700 kg,NA
37, Parlante Bluetooth Jbl Charge 4 Directo Del Importador ,6399,NA,15,12,18 cuotas,355.50,NA,Envío a todo el país,NA,NA,4.8,45,http://perfil.mercadolibre.com.uy/URU-MARKET,https://articulo.mercadolibre.com.uy/MLU-460591460-parlante-bluetooth-jbl-charge-4-directo-del-importador-_JM,36,7,0,0,1,#460591460,30 W,JBL,Charge 4,Activo,965 g,NA
38, Equipo Audio Parlantes Muteki Sony V90 Maxima Potencia Pcm ,1049,NA,11,999,18 cuotas,2.081.68,NA,Entrega a acordar con el vendedor,NA,NA,4,1,http://perfil.mercadolibre.com.uy/PCM+URUGUAY-SA,https://articulo.mercadolibre.com.uy/MLU-450314509-equipo-audio-parlantes-muteki-sony-v90-maxima-potencia-pcm-_JM,0,1,0,0,0,#450314509,NA,Sony,NA,NA,50.5 kg,NA
39, Parlante Bluetooth T&g Portátil 10w Resistente Al Agua Loi ,649,713,12,997,18 cuotas,36.06,NA,Envío a todo el país,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/LOI+URUGUAY?brandId=638,https://articulo.mercadolibre.com.uy/MLU-462550224-parlante-bluetooth-tg-portatil-10w-resistente-al-agua-loi-_JM,NA,NA,NA,NA,NA,#462550224,10 W,NA,NA,NA,NA,NA
40, Parlante Portatil 15´´ Bluetooth Microfono Con Luces Dimm ,109,NA,10,95,18 cuotas,216.30,NA,Envío a todo el país,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/FUTUROXXI+DIMM,https://articulo.mercadolibre.com.uy/MLU-449928360-parlante-portatil-15-bluetooth-microfono-con-luces-dimm-_JM,NA,NA,NA,NA,NA,#449928360,NA,NA,NA,NA,NA,NA
41, Parlante Bluetooth Jbl Go2 Portátil Calidad Potencia Febo ,1228,NA,121,98930,18 cuotas,68.22,NA,Envío a todo el país,NA,NA,4.8,219,http://perfil.mercadolibre.com.uy/FEBOUY,https://articulo.mercadolibre.com.uy/MLU-458234258-parlante-bluetooth-jbl-go2-portatil-calidad-potencia-febo-_JM,186,29,2,2,0,#458234258,3 W,JBL,GO 2,Activo,184 g,NA
