search_position,name,curr_price,orig_price,num_sold,in_stock,num_installments,amt_installments,arrival_time,shipping,free_return,free_return_info,review_avg,num_reviews,seller_link,product_link,five_star,four_star,three_star,two_star,one_star,item_id,Modelo,Formato,Marca,Color
1042, Auriculares Bluetooth + Base De Carga - Celtronic Paysandú ,399,NA,14,985,18 cuotas,22.17,NA,Entrega a acordar con el vendedor,NA,NA,5,1,http://perfil.mercadolibre.com.uy/CELTRONIC.PAY,https://click1.mercadolibre.com.uy/mclics/clicks/external/MLU/count?a=MIr5qECVJP5x57IiSBIr%2FroVsn8qFuF2qlyRVh74rqacbwlkk8DLMFhfi38IFLQy7WykMA1r%2Frhb2urIUgGTxWK%2BpFciUjeOwgKxXu2q1W%2BvARiiL95gSVPze1ShcB1N6aX8Osj0UKWSmtKyUU%2B2xHLibIpfmAhnfnxgARMPSmeNa5HzqB3lmlV58Jnx0kNUK8BQE%2FtVISZu0kFppyOEcqrRg%2FjtZj%2BNHYdijmnqJhSf71Bl50PafdvPT89cxMJHekLa3SegdYkf1ki%2BLeGXVY9QGcvkH13D51aH%2BAPdk3R3zDr3fwUSPIpBRanyIV6lJkElaZVvQAg%2FT65yglkMf6%2BkkqV1zTDB%2FCFhPYyOpAkbuY%2BePFr0q3%2FGDGsa3Bett7LK4543KnafUY2RZgmuTVX1ubGzC3BLH6l9j%2FZn9YpyxwNCmti6sF6wEaqD68l6CFYOTFzvf216IzPYuQXyJnHQt%2BzXn2%2Fzt2Bc4k33AVmbjwRKpfSvERh5fJ%2FLrHBZkwM6ePffXiSojMANhJDMsOVreS4kt8m7BvKtkk8KEo%2F2qDU9FvBF%2Fndllvb235WPzNLEgeVePnEpmo7oWUElU5NA5S3G%2F%2Fo0FiKp%2BNdccDljxvmF6odNY3jkO%2FSh3I6OL4DlD8jZrbWgHTBxqNJ3zFacaUXTITWVnj5WX5OG%2FOeKf8jvrNP5vNd0aCGiLbat0vDRMD8mntWPjMXrHxFMmGtZG13l9igQfl4hQhLtJsSm3J%2BvtabtM63Vtmy3jN4tz0CRmZpDJVv9LxmkLSxamYawYDExjuZ%2FP7HsZ0K25puCChzVchFJ6PVXwRnkHIMePhK%2FHDlu25znQ0F1IeTtPW2kWlDogMslPkWJP7eDGSjRVVeestOyRCNphcsqHNkwfR%2F%2FDDoqc0z9NXNAgY%2FyCnM%2BFBZUndTESwSMql772XGblMUkg4UpEmstI5DbQYb21FmF3jgYuNVWrFAAyxD62MV1irjuDzCgzmVXCca6R7AO5w79RjWVL%2BkfiUFRb%2BG3ez1MSpRFdPb7sEuFxxCNflpHdN%2Fp3bFA07egH1GNXtySpzkJTmFjNLtiF6I0YFybQN0qZy5%2Fs5egYQuH7eI7YXiGcdeiye5Jp%2FAnF1U1KPZ1lu3SmrPPHFCaC%2F3llg0NW8ogGl%2FyUz9NTNaEvvpOtYBJumTxxOtJAXDzNMtLuHYYthQ%2B5BxnqRN%2F%2BuFIWQ6d%2B04k1ghPdCXGP0kyJ%2B%2Fwxl8tMgK9zfUpq7UsUfBrNjG3cv6KPGEMIc2q%2Bh7GtNYcPbE2Yd5isRiJa1cw7AdaWUMjG33zLea5hbi%2FvRAViLan3WI9TVz1SEPAr0EDF5DOooxYlxSLIa%2FkTzKfeS%2BYFNpQAhDgHn3sMuM0%2BSvYuyaGMrN2oep480%2FD7IIsvuryJNVeIh%2F9QU1uap9p%2BG62kWyiVAmLl0M%2BrcwX25Qsg7DMzpBxAHMGzFwQ7Nu99qUOM8FjRuUsniGFE%2BYuyVyjpFG9VU%2Bp52veUL9H7in%2BdN%2Bqlgtwhk7LlHgZojLyjfc337TupT%2BOW%2FmqiqEEx2Csq3xYv2%2FWtUH51IqsEoNflu%2B9DNjsC%2FI3m%2Fqw3FmXoApWkA9RFveqjLwO5JA0gAuAuQzbzkj17lEgddGEPYtvHYOgOWatsd0W5ZkegxqMpyT2Nz1ao6Y1Kw2WTqf0XqL2dY4zV2MaVoM3PZOL6KC4fUYHQxQEzGFu7r%2Fx2PWNYGGyz0gIyoPDg6KgXYTRMB5s%2FALlViSRHhsrxOhgzGEEKfHdZebJyPlYDw965gB9Gv73XaWinqEZGyqdUSn7%2BTWiLtrs6KeG0N658YNN,1,0,0,0,0,#459557614,NA,NA,NA,NA
1043, Vivitar Auriculares Kids Tech Va50012bt Blu Tru Bluetooth. C ,28,NA,0,10,18 cuotas,58.62,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/KASVERUY,https://articulo.mercadolibre.com.uy/MLU-459919322-vivitar-auriculares-kids-tech-va50012bt-blu-tru-bluetooth-c-_JM#position=36&type=item&tracking_id=9a100878-87dc-41c0-bb71-2a7ad7ba7989,NA,NA,NA,NA,NA,#459919322,NA,NA,NA,NA
1044, Auriculares Inalambricos Bluetooth Par Blanco O Negro Recarg ,749,NA,1,59,18 cuotas,41.61,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/RELOJES+MONTEVIDEO,https://articulo.mercadolibre.com.uy/MLU-463851471-auriculares-inalambricos-bluetooth-par-blanco-o-negro-recarg-_JM#position=37&type=item&tracking_id=9a100878-87dc-41c0-bb71-2a7ad7ba7989,NA,NA,NA,NA,NA,#463851471,NA,NA,NA,NA
1045, Swimbuds 100% Auriculares Impermeables Diseñados Para Vol ,90,NA,0,NA,18 cuotas,185.10,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/AKAESURUGUAY,https://articulo.mercadolibre.com.uy/MLU-461331903-swimbuds-100-auriculares-impermeables-disenados-para-vol-_JM#position=38&type=item&tracking_id=9a100878-87dc-41c0-bb71-2a7ad7ba7989,NA,NA,NA,NA,NA,#461331903,NA,NA,Swimbuds,NA
1046, Auriculares Bluetooth - Agosto Ep650 - Auriculares Inalám ,98,NA,0,NA,18 cuotas,201.55,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/AKAESURUGUAY,https://articulo.mercadolibre.com.uy/MLU-461654939-auriculares-bluetooth-agosto-ep650-auriculares-inalam-_JM#position=39&type=item&tracking_id=9a100878-87dc-41c0-bb71-2a7ad7ba7989,NA,NA,NA,NA,NA,#461654939,NA,NA,August,NA
1047, Auriculares Ebox Bluetooth Inalámbrico ,950,NA,NA,513,18 cuotas,52.78,NA,Envío a todo el país,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/LIBRERIASDELLITORALSA?brandId=564,https://articulo.mercadolibre.com.uy/MLU-459144674-auriculares-ebox-bluetooth-inalambrico-_JM#position=40&type=item&tracking_id=9a100878-87dc-41c0-bb71-2a7ad7ba7989,NA,NA,NA,NA,NA,#459144674,NA,Con Vincha,NA,NA
1048," Yamay - Auriculares Bluetooth Para Teléfono Móvil, Con Mi ",90,NA,0,NA,18 cuotas,185.10,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/AKAESURUGUAY,https://articulo.mercadolibre.com.uy/MLU-464660352-yamay-auriculares-bluetooth-para-telefono-movil-con-mi-_JM#position=41&type=item&tracking_id=9a100878-87dc-41c0-bb71-2a7ad7ba7989,NA,NA,NA,NA,NA,#464660352,NA,NA,NA,NA
1049, Auricular Inalámbrico Ripcolor D014n Bt/micro Sd/fm G P ,25,NA,0,4,18 cuotas,52.86,NA,Envío a todo el país,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/GP+HOGARYTALLER,https://articulo.mercadolibre.com.uy/MLU-455454055-auricular-inalambrico-ripcolor-d014n-btmicro-sdfm-g-p-_JM#position=42&type=item&tracking_id=9a100878-87dc-41c0-bb71-2a7ad7ba7989,NA,NA,NA,NA,NA,#455454055,NA,Sin Vincha,NA,Roja
1050, Auriculares Inalámbricos Intraurales Resistentes Al Sudor ,76,NA,0,NA,18 cuotas,156.31,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/AKAESURUGUAY,https://articulo.mercadolibre.com.uy/MLU-464690805-auriculares-inalambricos-intraurales-resistentes-al-sudor-_JM#position=43&type=item&tracking_id=9a100878-87dc-41c0-bb71-2a7ad7ba7989,NA,NA,NA,NA,NA,#464690805,NA,NA,NA,NA
1051, Auricular Bluetooth Sony Mod. Wh-ch400 ,99,NA,NA,5,18 cuotas,203.61,NA,Retiro gratis en tienda de Geant,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/ODALERSAODALERSA?brandId=522,https://articulo.mercadolibre.com.uy/MLU-463357225-auricular-bluetooth-sony-mod-wh-ch400-_JM#position=44&type=item&tracking_id=9a100878-87dc-41c0-bb71-2a7ad7ba7989,NA,NA,NA,NA,NA,#463357225,WH-CH400,Con Vincha,Sony,NA
1052, Dostyle V4.1 - Auriculares Bluetooth Inalámbricos Estéreo ,66,NA,0,NA,18 cuotas,135.74,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/AKAESURUGUAY,https://articulo.mercadolibre.com.uy/MLU-464840532-dostyle-v41-auriculares-bluetooth-inalambricos-estereo-_JM#position=45&type=item&tracking_id=9a100878-87dc-41c0-bb71-2a7ad7ba7989,NA,NA,NA,NA,NA,#464840532,NA,NA,NA,NA
1053, Auriculares Inalámbricos Con Bluetooth Para Motorola Xv X ,121,NA,0,NA,18 cuotas,248.86,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/AKAESURUGUAY,https://articulo.mercadolibre.com.uy/MLU-464914015-auriculares-inalambricos-con-bluetooth-para-motorola-xv-x-_JM#position=46&type=item&tracking_id=9a100878-87dc-41c0-bb71-2a7ad7ba7989,NA,NA,NA,NA,NA,#464914015,NA,NA,Motorola,NA
1054, Auriculares Bluetooth Manos Libres Ifrogz Plugz iPhone Febo ,1050,NA,57,99943,18 cuotas,58.33,NA,Envío a todo el país,NA,NA,4.7,7,http://perfil.mercadolibre.com.uy/FEBOUY,https://articulo.mercadolibre.com.uy/MLU-444612776-auriculares-bluetooth-manos-libres-ifrogz-plugz-iphone-febo-_JM#position=47&type=item&tracking_id=9a100878-87dc-41c0-bb71-2a7ad7ba7989,6,0,1,0,0,#444612776,IFPLGW-BL0,Sin Vincha,Ifrogz,NA
1055," Auriculares Bluetooth Inalámbricos Con Bluetooth V4.1, Li ",65,NA,0,NA,18 cuotas,133.68,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/AKAESURUGUAY,https://articulo.mercadolibre.com.uy/MLU-464916608-auriculares-bluetooth-inalambricos-con-bluetooth-v41-li-_JM#position=48&type=item&tracking_id=9a100878-87dc-41c0-bb71-2a7ad7ba7989,NA,NA,NA,NA,NA,#464916608,NA,NA,NA,NA
1056, Auriculares Inalámbricos Aiwa Aw2 Pro Bluetooth Blanco Pcm ,45,NA,0,999,18 cuotas,92.55,NA,Envío a todo el país,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/PCM+URUGUAY-SA,https://articulo.mercadolibre.com.uy/MLU-465292595-auriculares-inalambricos-aiwa-aw2-pro-bluetooth-blanco-pcm-_JM#position=49&type=item&tracking_id=9a100878-87dc-41c0-bb71-2a7ad7ba7989,NA,NA,NA,NA,NA,#465292595,NA,Con Vincha,NA,NA
1057," Feyas S9 Auriculares Bluetooth Podómetro Inteligente, Ina ",53,NA,0,NA,18 cuotas,109.00,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/AKAESURUGUAY,https://articulo.mercadolibre.com.uy/MLU-464917307-feyas-s9-auriculares-bluetooth-podometro-inteligente-ina-_JM#position=50&type=item&tracking_id=9a100878-87dc-41c0-bb71-2a7ad7ba7989,NA,NA,NA,NA,NA,#464917307,NA,NA,NA,NA
1058, Auriculares Bluetooth Inalambrico Stereo Android iPhone ,300,NA,3,996,18 cuotas,16.67,NA,Envío a todo el país,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/GAMERSGEEKS,https://articulo.mercadolibre.com.uy/MLU-459548178-auriculares-bluetooth-inalambrico-stereo-android-iphone-_JM#position=51&type=item&tracking_id=9a100878-87dc-41c0-bb71-2a7ad7ba7989,NA,NA,NA,NA,NA,#459548178,NA,NA,NA,NA
1059, Auricular Inalámbrico Bluetooth Diseño Héroes Estilo Contig ,1199,NA,1,940,18 cuotas,66.61,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,NA,https://articulo.mercadolibre.com.uy/MLU-465717111-auricular-inalambrico-bluetooth-diseno-heroes-estilo-contig-_JM#position=52&type=item&tracking_id=9a100878-87dc-41c0-bb71-2a7ad7ba7989,NA,NA,NA,NA,NA,#465717111,Personalizado,NA,NA,NA
1060, Auricular Inalámbrico Mini Bluetooth S530 ,600,NA,1,18,18 cuotas,33.33,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,NA,https://articulo.mercadolibre.com.uy/MLU-456305490-auricular-inalambrico-mini-bluetooth-s530-_JM#position=53&type=item&tracking_id=9a100878-87dc-41c0-bb71-2a7ad7ba7989,NA,NA,NA,NA,NA,#456305490,NA,NA,NA,NA
1061, Auriculares Bluetooh Magneticos Manos Libre Deporte Kingsale ,289,NA,0,10,18 cuotas,16.06,NA,Envío a todo el país,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/KING-SALE,https://articulo.mercadolibre.com.uy/MLU-453863375-auriculares-bluetooh-magneticos-manos-libre-deporte-kingsale-_JM#position=1&type=item&tracking_id=3150b707-a912-4352-ba9d-bf3ce0fa816c,NA,NA,NA,NA,NA,#453863375,NA,Con Vincha,NA,NA
1062," Beyution, Auriculares Bluetooth V4.0 Inalámbricos (negro) ",49,NA,0,NA,18 cuotas,100.78,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/AKAESURUGUAY,https://articulo.mercadolibre.com.uy/MLU-464917422-beyution-auriculares-bluetooth-v40-inalambricos-negro-_JM#position=2&type=item&tracking_id=3150b707-a912-4352-ba9d-bf3ce0fa816c,NA,NA,NA,NA,NA,#464917422,NA,NA,NA,NA
1063, Auriculares Jbl Endurance Sprint Azul Bluetooth Nnet ,70,NA,0,999,18 cuotas,143.97,NA,Envío a todo el país,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/NNET+URUGUAY,https://articulo.mercadolibre.com.uy/MLU-463197565-auriculares-jbl-endurance-sprint-azul-bluetooth-nnet-_JM#position=3&type=item&tracking_id=3150b707-a912-4352-ba9d-bf3ce0fa816c,NA,NA,NA,NA,NA,#463197565,SPRINT,Sin Vincha,JBL,NA
1064," Agkey Mini Auricular Bluetooth, Invisible Earbud V4.1 wir ",61,NA,0,NA,18 cuotas,125.46,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/AKAESURUGUAY,https://articulo.mercadolibre.com.uy/MLU-464917467-agkey-mini-auricular-bluetooth-invisible-earbud-v41wir-_JM#position=4&type=item&tracking_id=3150b707-a912-4352-ba9d-bf3ce0fa816c,NA,NA,NA,NA,NA,#464917467,NA,NA,NA,NA
1065, Auricular Manos Libres Inalámbrico Bluetooth iPhone Samsu ® ,449,NA,2,9998,18 cuotas,24.94,NA,Envío a todo el país,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/TECNOCELLUY,https://articulo.mercadolibre.com.uy/MLU-455711277-auricular-manos-libres-inalambrico-bluetooth-iphone-samsu--_JM#position=5&type=item&tracking_id=3150b707-a912-4352-ba9d-bf3ce0fa816c,NA,NA,NA,NA,NA,#455711277,NA,NA,NA,Negro
1066," Mpow 059 Auriculares Bluetooth Over Ear, Hi-fi Auriculares I ",2751,NA,0,100,18 cuotas,152.83,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/HERMESSTORE,https://articulo.mercadolibre.com.uy/MLU-457494611-mpow-059-auriculares-bluetooth-over-ear-hi-fi-auriculares-i-_JM#position=6&type=item&tracking_id=3150b707-a912-4352-ba9d-bf3ce0fa816c,NA,NA,NA,NA,NA,#457494611,NA,Con Vincha,Mpow,NA
1067, Auriculares Manos Libres Inalámbricos Bluetooth ® ,690,NA,1,9999,18 cuotas,38.33,NA,Envío a todo el país,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/TECNOCELLUY,https://articulo.mercadolibre.com.uy/MLU-455714417-auriculares-manos-libres-inalambricos-bluetooth--_JM#position=7&type=item&tracking_id=3150b707-a912-4352-ba9d-bf3ce0fa816c,NA,NA,NA,NA,NA,#455714417,NA,NA,NA,NA
1068, Audífonos Aiwa Aw 15 Bluetooth Para Contestar Llamados ,45,NA,1,9,18 cuotas,92.55,NA,Envío a todo el país,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/PARABRISAS+EJIDO,https://articulo.mercadolibre.com.uy/MLU-454046226-audifonos-aiwa-aw-15-bluetooth-para-contestar-llamados-_JM#position=8&type=item&tracking_id=3150b707-a912-4352-ba9d-bf3ce0fa816c,NA,NA,NA,NA,NA,#454046226,NA,Sin Vincha,NA,NA
1069, T-sab E207 - Collar Con Auriculares Estéreo Bluetooth ,44,NA,0,NA,18 cuotas,90.49,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/AKAESURUGUAY,https://articulo.mercadolibre.com.uy/MLU-464917836-t-sab-e207-collar-con-auriculares-estereo-bluetooth-_JM#position=9&type=item&tracking_id=3150b707-a912-4352-ba9d-bf3ce0fa816c,NA,NA,NA,NA,NA,#464917836,NA,NA,NA,NA
1070, Auriculares Bluetooth Stereo Kolke Active Magnet Manos Libre ,449,NA,1,999,18 cuotas,24.94,NA,Envío a todo el país,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/TECNOCELLUY,https://articulo.mercadolibre.com.uy/MLU-463220365-auriculares-bluetooth-stereo-kolke-active-magnet-manos-libre-_JM#position=10&type=item&tracking_id=3150b707-a912-4352-ba9d-bf3ce0fa816c,NA,NA,NA,NA,NA,#463220365,KOA 226,NA,Kolke,NA
1071, Plantronics Savi Auriculares Con Micrófono En Línea Indic ,63,NA,0,NA,18 cuotas,129.57,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/AKAESURUGUAY,https://articulo.mercadolibre.com.uy/MLU-464918162-plantronics-savi-auriculares-con-microfono-en-linea-indic-_JM#position=11&type=item&tracking_id=3150b707-a912-4352-ba9d-bf3ce0fa816c,NA,NA,NA,NA,NA,#464918162,NA,NA,Plantronics,NA
1072, Auriculares Bluetooth C/microfono Ps4 Play 4 Pc Sonido 3d ® ,159,NA,0,100,18 cuotas,327.01,NA,Envío a todo el país,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/TECNOCELL.UY,https://articulo.mercadolibre.com.uy/MLU-458943537-auriculares-bluetooth-cmicrofono-ps4-play-4-pc-sonido-3d--_JM#position=12&type=item&tracking_id=3150b707-a912-4352-ba9d-bf3ce0fa816c,NA,NA,NA,NA,NA,#458943537,NA,Con Vincha,NA,NA
1073," Neon Jelly Series - Auriculares Inalámbricos, Color Naran ",61,NA,0,NA,18 cuotas,125.46,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/AKAESURUGUAY,https://articulo.mercadolibre.com.uy/MLU-464918504-neon-jelly-series-auriculares-inalambricos-color-naran-_JM#position=13&type=item&tracking_id=3150b707-a912-4352-ba9d-bf3ce0fa816c,NA,NA,NA,NA,NA,#464918504,NA,NA,NA,NA
1074, Auricular Bluetooth Deportivo Manos Libres ,500,NA,0,24,18 cuotas,27.78,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/VIACELL848,https://click1.mercadolibre.com.uy/mclics/clicks/external/MLU/count?a=QHUXTkcqrg3gvpbTvclor%2Bx0USkblKa0mxgbYvMGUGR1ljiUk3VYx9L%2BkzfkkmRkiKlp1d25ZUnMVtzpUgZdhvwiCEKmp5RBKbz2hChbYHcZaqejmxpozjAvoEP8jqHxnvdAOKI6io7EBp2ghm4aYaf9mDPOMDqAeSzSBsfs%2FzWcrmp3vjs4KWhbQEPI92hX9VPnlzGGMlRpZfDLY7kQxJGEqs7MCcGD2FfdFCqAszF%2FIFX7sbr1bOPQXiMRqoLPlsw%2B7nmGhi97zQ10lgI3Sd9Wt127OHMR6864pjusdhnxdlGlX3ig1dkIga5fBeY5I2UEm7tkRF1y%2BBVnqcgcu3pqwDpRqwXcRw13v7UKAE31ZU6OXzVOxSJJ2N%2BWj%2FfwmB3bstTsG2Z6mMnNNMq1Y%2FwrKro2e1MtDzyF%2FWZN0DDl8LHkPx%2FSSJnf1ngp18YByLD1cFJBxUDw8Fmvxg8O0BjXMM64Y4HyQz19zp1wTxTBunFok6TAwAdHGoXVd%2BfVRV8vrCrxdl2fgMcXObkUbMSumSX0vH%2BxJOUa6OvdUeY4fiWVzR9OPpguCDgXrilCcYzlZF1GuEs55I2bYw%2FRZpcKRYN2XwSlehAEayFifBtYHe6YMK3xpEnSHy%2BTOBhpRF%2FCuMA%2BWMmeDoZkJCKeZMD10r5Z8BBy1KdxPGhI9aM3t5TCwsn1Gwn2db2zvqwSaMBhmtyQQkJY8HZu2h1AH2N0FtTmXylkzcGaDxi7Sujw%2FXWMvuwxJW30zkPUKtlIU1XEn4p7nJMVkp1HT6JNOe%2BX8ivVo33rQQrEBdc511P%2BEzsperCJIWcEFr%2BeRfd0D%2BnL8O9nV1m1sTrlz2J9y0MHSQGAKf1rmyRjw1uKIUMhAtA%2Fhu5KtWFU4fp3YKAqpEz3S4hHVNlemGT%2FvEZ1Ptr1gsAId92rSZOTbt9CPLOxiT%2Bu9daCA5Gi3jgGIrVcwE9Pw0i%2FGSDkhetCv%2BggiV75w%2B3RsldRQgSY07FeJqluVR6FsxVarnboPzcR3GHg11U6sNkrlYpNgZLO%2BXLplS%2FtmL2zaK3bUB5l49K5yjclrHpl2mljSh%2BnjEkH6R%2B0jxdm%2F8jtarAHOvxTzWGgwFCsyNH92FXQtrsMUg5sM1lWltz%2BmhQXUEXsSdvHvlHCUE6APlXIZthAetn4he68io6IfnSgEzpYu3dKEL0SffpXs2S7vP0rf%2Fd2eMjl6vjBhoEEUNp3N9oN2KGcEIc42FdK51G3vwyRZzh5fIALsSHwa2NxRXQ42pePMh8k4mu%2Foj%2FUd28H3eOolab6sMeFLEu%2B0ZDvuZARdnBl05snJdWHkaUwBc6JDqXSlKA0EHUtwjRIMXUxSGwoRW%2BLIX4CtnCpxdLlySdxokAySLpMQZI3KVCON9kcAxDk554cwPpko76K%2Buf1vYt2%2FhTGJxlvTUNCnliyipHRut2oy2V%2FZaqRO6fuYZEYcVQ%2B6PEIuI4HQZ%2FiaGOTqx9XZZ46dB5qevt%2BP8m0FjDgY5bHdHTe66IKTCFdzhNZCUqzBZs%2Bt0wYERboPpk4pm8Wq11dmZnXs%2B0DINH1Q1%2FqOkJK71XmyC%2BFamRIAzaue9dAH47KQXb4IcxYkBFcgEWxgM87QBgLSc7q%2F%2FOpgvT5fymfHyIhnKEkDSHl6HyJxKUD0d2ZjBjNREZ7q9KKYA3Sa1ZWTG7EDbhOg05SUB%2BFWEzt1DSp6Q7xrD%2Fy4oMdi019R9vE5BVjR%2Fr08I2y1EVrvllwKTQHgjCKXQpZibFvvhcgJCv%2Fjmlho6VLbIUhAVtfbLzmgC6pC1hGSABcti9GXAdhG%2Fh4UAd1,NA,NA,NA,NA,NA,#464120057,NA,NA,NA,NA
1075, Auriculares Manos Libres Bluetooth Deportivos V3.0 Calidad ® ,347,NA,1,9999,18 cuotas,19.28,NA,Envío a todo el país,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/TECNOCELLUY,https://articulo.mercadolibre.com.uy/MLU-456417058-auriculares-manos-libres-bluetooth-deportivos-v30-calidad--_JM#position=15&type=item&tracking_id=3150b707-a912-4352-ba9d-bf3ce0fa816c,NA,NA,NA,NA,NA,#456417058,NA,NA,NA,Negro
1076, Auricular Bluetooth Con Micrófono - Manos Libres Auriculares ,499,NA,0,NA,18 cuotas,27.72,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/LAMEJOROFERTA_URUGUAY,https://articulo.mercadolibre.com.uy/MLU-453774357-auricular-bluetooth-con-microfono-manos-libres-auriculares-_JM#position=16&type=item&tracking_id=3150b707-a912-4352-ba9d-bf3ce0fa816c,NA,NA,NA,NA,NA,#453774357,NA,Sin Vincha,NA,Blanco
1077," Auricular Bluetooth Para Teléfonos Celulares, Auriculares ",57,NA,0,NA,18 cuotas,117.23,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/AKAESURUGUAY,https://articulo.mercadolibre.com.uy/MLU-464918578-auricular-bluetooth-para-telefonos-celulares-auriculares-_JM#position=17&type=item&tracking_id=3150b707-a912-4352-ba9d-bf3ce0fa816c,NA,NA,NA,NA,NA,#464918578,NA,NA,NA,NA
