search_position,name,curr_price,orig_price,num_sold,in_stock,num_installments,amt_installments,arrival_time,shipping,free_return,free_return_info,review_avg,num_reviews,seller_link,product_link,five_star,four_star,three_star,two_star,one_star,item_id,Marca,Línea,Modelo,Formato
11, Mini AirPods I9s Tws Audifonos Bluetooth 5.0 Ultima Version ,75,NA,31,15,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,3,2,http://perfil.mercadolibre.com.pe/MAJU4927724,https://articulo.mercadolibre.com.pe/MPE-435244365-mini-airpods-i9s-tws-audifonos-bluetooth-50-ultima-version-_JM#position=11&type=item&tracking_id=41badc90-76b2-407a-86cd-ef35efa258b3,0,0,2,0,0,#435244365,NA,NA,NA,NA
12, Motorola Audifonos Bluetooth Pulse Escape Super Combo Pack ,139,189,126,26,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,4.8,18,http://perfil.mercadolibre.com.pe/FULL+NOVEDADES-,https://articulo.mercadolibre.com.pe/MPE-433512029-motorola-audifonos-bluetooth-pulse-escape-super-combo-pack-_JM#position=12&type=item&tracking_id=41badc90-76b2-407a-86cd-ef35efa258b3,15,3,0,0,0,#433512029,Motorola,NA,Pulse Escape,Over-ear
13, Audífonos I7s Tws Bluetooth Tipo AirPods Blanco Y Negro ,34,NA,47,6,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,4,2,http://perfil.mercadolibre.com.pe/LIZANDROAN,https://articulo.mercadolibre.com.pe/MPE-432449528-audifonos-i7s-tws-bluetooth-tipo-airpods-blanco-y-negro-_JM#position=13&type=item&tracking_id=41badc90-76b2-407a-86cd-ef35efa258b3,0,2,0,0,0,#432449528,NA,NA,NA,NA
14, Audifonos Deportivos Bluetooth 4.2 Inalámbricos Radio Sd ,49,NA,623,377,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,4.4,9,http://perfil.mercadolibre.com.pe/GRUPONATIC.PE,https://click1.mercadolibre.com.pe/mclics/clicks/external/MPE/count?a=C1x11EWbnHc5oXruIRS2ySKcVemIlpcunbcmK%2F84Ug7voufMJnOk4wRXKxM4fVwlb3KLAGVLoKVArAmgGuD5DULc6gQuQdkFxHoJCkWdw19TcfDB2gnnILJwcx%2F2INopf4d8%2BEWp1eoZTB1qoF%2FbmBC%2FpOUJp3%2BfzSkUs5PXsPtDQ4exGbvhQS08K8H1CtGl3wSRXij4pY0KFY1GVHFoXnEkRQ0om2mh4UjJGRsE6GMhEhp1twsr6a8KAC5RN29rrXJbYNgsJCzCnzv9dNOWAx7Cnqh1pIO2vKO%2FJY8yk60HSIBdziVILNZlelN9lye%2B9p%2FaulHyAG0VO2Tv%2Bg4Bcmdz%2FsUs6zkx6IOJRQV1%2B5jbTHhCinK43FhNiyu1hRjMSO1EcxZYYlvZJXv67i1h2OtkHo5KumrXXKVlBjPUniU0UI3YlTsLQqYJaGXHItejDgLkV3FwvMvY5FKgxpRrIP33YXyLAfOSGGBRBRb4RtWxl7QfmZ78uarOJGnxai2krtvvFfGh1kic%2FzTfNylmA3%2BZHoDeh%2F5QrDw03OmV7vLVXw5Z5YXaf11OX4BpGCW8qoY9LhwGL6lwh40hZK5zKuqA%2F%2FLo8Mnxname0FhZKx2JoN%2Bcr8AOEpeEMcdEJS7B9Iq7%2FC89YXgyzlb5mvAdWhAMZQ2Lwp9WxWqYeyPLD4Vfn6GQorCDSkePyvgygy%2FR643t3%2F5EKSvFCH3l7iS2%2FnyXffhDe1MrMyaQIbcKgi2eKxRZIfr4aEr0xKWshPohUufBrx8M%2FI4fuAgH4ZPa0cGWdLph%2FAI5cxD5xA5BQk5sRMDuBLQ0i6hKYN0pGV5KVcxZ4jge7Ob26K%2B%2FyPocppWpmJNgQCyT36hEZYLkC2yKwrAchgFgRiMb4L2JD4It3KFH44%2B22QTJXWwoe49gU9vPMdyh1ot1KXxIhG1A6CWC%2BZdn8vz96ytFnSMFT7PcyK1CxoOjxEQIB%2BoJJD6a8EesHVzFl%2BknEw1VjRfJk%2BCOQDzdS5u1WNm1BJ%2B5KibW%2BK6UFJRARc0lkULrYgSpTgTUGhaKLDgbin25ltVpHcB%2B1Tlss2IyKtyJ5I4WkfPpJxVKTAQYZtNp9oRwWq0Pw6tvzC41%2BkPciTP11A%2BDQ1GoWr4yy%2F1ANSfWXG5wk%2FfmtSvFpbyAg81RT9%2B5hYQr%2B%2FZFgZgz9OFUv6dLJUXKOXa8xKrIfQVVwhW9Yb9gFlOmpQ4uyWoagq6D%2FRJUAJdax1HkUgLOfDUQUCdlDiYGZ%2BUPWiACl0TMtdG71qlskxKK68AnFzBR9DKzIfY8s%2FAkNbki8YiyL%2B3j16F%2BPK1YgfN%2BX6O9lJqeH%2FYvNd5jBcWzKDbgtDV961DeMjNih7LK1VXVeXEFqCGauZfN8Yl3RriOQg7NvadOhuOreJJ2XXEaNtg7xq%2BtAHZKtNLre2HU77z8MPdQiznsrhUpHBl3BhI%2Bwu1TEmWnGO6QK%2FJvOLd1XMsswTKeEK6mkFWV9kGnZuZcwcdUVjFoQm0of7rtMxbUVPBEFrP0OnfI73LJvudtZB2uAAzCmv%2F%2Ft133cpmTFbRb1HiXSSuWVJJVdWVBrfcE56asKwSOHPco7VI2%2FIoJcLcV0EebRxSwhH%2FxNMr5fogZiLDtvQXqNlWhf%2BwcM94JF6QEu06c7cYeZSBoKHSka00BrdrsDE5h9OowpWQoEYfMQoKN6NN6KeVHvRn0RoNo3X0%3D,5,3,1,0,0,#418636835,st3,NA,NA,NA
15," Audifono Redmi Xiaomi Airdots Originales! En Stock,tienda ",78,NA,62,89,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,4.7,100,http://perfil.mercadolibre.com.pe/TITECHNOLOGYIMPORT,https://articulo.mercadolibre.com.pe/MPE-436723758-audifono-redmi-xiaomi-airdots-originales-en-stocktienda-_JM#position=15&type=item&tracking_id=41badc90-76b2-407a-86cd-ef35efa258b3,70,25,5,0,0,#436723758,Xiaomi,NA,AIRDOTS REDMI,NA
16, Jbl Audifonos Bluetooth Pure Bass T450 Wireless Harman ,149,169,34,16,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,5,2,http://perfil.mercadolibre.com.pe/FULL+NOVEDADES-,https://articulo.mercadolibre.com.pe/MPE-434659465-jbl-audifonos-bluetooth-pure-bass-t450-wireless-harman-_JM#position=16&type=item&tracking_id=41badc90-76b2-407a-86cd-ef35efa258b3,2,0,0,0,0,#434659465,JBL,NA,T450,NA
17, Audifonos I7s Plus Bluetooth 5.0 Inalambricos Apple Android ,44,NA,315,285,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,3.5,2,http://perfil.mercadolibre.com.pe/HUMA7820320,https://articulo.mercadolibre.com.pe/MPE-433034458-audifonos-i7s-plus-bluetooth-50-inalambricos-apple-android-_JM#position=17&type=item&tracking_id=41badc90-76b2-407a-86cd-ef35efa258b3,0,1,1,0,0,#433034458,i7s Plus,NA,NA,NA
18, U8 Audífonos Bluetooth 8 Horas De Bateria Sonido Stereo ,40,NA,6,13,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/MARCIALZANABRIARIVERA,https://click1.mercadolibre.com.pe/mclics/clicks/external/MPE/count?a=5jyitFFJ6Nmf2y%2BNzMcDGRWGPe5zk4Ow78LAItMjAKdEnuELEWCqeicu6KudJPA2abtaggOTj9m5pT0i9wrPG0j1h9v0mfSsavfytiAa%2BRpUaMQuwUhBakatt33bF2RGObucXGqsTbmSUjqVNcsClm06ClGZyFaYeG%2BxDxhXD%2B%2FIUu%2F0N2hVb3DeCZ4QOY75UA%2B3uL4GYyPN31VQrZ5%2FA%2FJoUUps%2F8wHdCknQb1OzjRBJhMKMIrL3%2B%2BmlNa6sJmJMhokRBGkq41Cm5155tEPhXtTfueDma%2BEZuJId6%2B6r28JpVci1XX%2F3mljWjiSQ1sCU%2BFMuj2uJ%2Fnp8d9isR4fqYoi0b03g44ilogCAv7T3xRtCgahToPZyDudTVn4afKX8%2FxQdMe%2FE7my6r3AsPqrvRupF1Ig%2BvoHhZ6NXSOa%2FtUB5n5Yp37ynYcRfs6L%2BSMmKMv%2FCf02p55JdCll%2BZoZhPr7eEnbW2kgn%2BtA39UVxKOgctVoQGm9EWPGvrbQRkAmfgxGen6atSzpufJpsjpkgZwf9RZV59A9TQGWMQx3l9A1DZPiNtmQVrr9IrNjEkN%2BnrBdyYx06UwJ942ZkzlcIckeUcAM7kgWpNLl7aumsGsxrqEmtPc8zIp4XZsAW7RNCrrPlJir48l27HzXMVOWhLml916oU0aM1OayjUBkQzy%2FGXTeR1VG6xNcEGDfVyJpKufjaSzkZhIGbI58QI%2BtBee9wV4TuRNOkT03CdTUBc8d9Kw96T4YO32FgU4yeadkj0HEGW1Aw9Fmyn%2F%2BaJ2iI2vbQFQe%2BhJH53HJ87V4pVwHkic6OHk0Ou5vvC5PyX22Q8kg8o%2FJvvasP8vJR0V%2Fji9DXYxRrbCuS3KaL0%2BtIWuxn8bGHFuLhF2PTrGBCIxcQwzkg34NQvKMeSyxe9JbySehCDcNbgqY9PJEm2qZrMb4IhLSB5ZJVKxD1M6Orf2KVnAPZ71ZAmg3NFdz2Mvy5S1vwa0VHeSfhrjCPrHHjgXsi4Hs7TwfUX2juExVMMUQQeFAcavyHP7BfF6GAq75GxxO5VkgLbfbCuAG21Z30pqqHMTkGiBnanE0QsZTrGNdKokj35p8TsZD%2BcH6jVG%2BF1mQ8Ior905VJNR1tZYV1MDpVFeuuHF55qLXApK5i%2BnBNd%2BHadkkgmFXZ09Z1V2YJDZ1ezSG3T2Uj6sUbGOcHAEgQ%2Fxy9dp60MlF3GC4vKHresWosb88x23tFLijMKOGTUwTRusYVeR0BEjRlYQGJnTwBi7RoiCNo0M0YjIt40tq9iLsHmtwbfA5TyhkKVxJGeE9x8YBWvH7EI48ZaUmlgJb1Ywbe59CMh%2FgKcHB5WhdEM1%2FJXVsRjCzxUTJZaAD5tyeuAhdU8Pyv6Nvy8RL%2BdcRUZ%2F0OuxRB%2B9f35UM5fc6c%2FfxQtKNeTU%2Bl1eWm97aioD8QWGRHyvvGpTNJQM9CYHgsPYqZeCMLWVbx%2BiGL6y%2FvPn68JR%2FEHJwma9egJUjlNGxlAFo1Ijbc%2Bq1R5K5%2Fdx%2BB2l%2FQLghWhVYP8ASqaAlyBmpfFxQClw6dzDu5a%2FSFY7jZaRql391jN3rRt00jo7%2FSiHKg%2FXRngiPH9%2BQMdPV6sdcnqW5jUaehZJzFd3JJcN5PFoAHCLQcBxKhQoJFVBgUADcltI9FD8R%2FS4bQXXTZNRhaDwn0TJa9we16jp4HJPuu7LvldiHBPt8xGh%2F3KCwi78%3D,NA,NA,NA,NA,NA,#434431093,NA,NA,NA,NA
19, Audifonos Xiaomi Mi Sports Youth Edition 2019 ,76,NA,46,14,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,4.5,2,http://perfil.mercadolibre.com.pe/MAJU4927724,https://articulo.mercadolibre.com.pe/MPE-436221893-audifonos-xiaomi-mi-sports-youth-edition-2019-_JM#position=19&type=item&tracking_id=41badc90-76b2-407a-86cd-ef35efa258b3,1,1,0,0,0,#436221893,Xiaomi,Mi,NA,NA
20, Audifonos Deportivos Bluetooth 4.2 Inalámbricos Radio Sd ,49,NA,623,377,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,4.4,9,http://perfil.mercadolibre.com.pe/GRUPONATIC.PE,https://articulo.mercadolibre.com.pe/MPE-418636835-audifonos-deportivos-bluetooth-42-inalambricos-radio-sd-_JM#position=20&type=item&tracking_id=41badc90-76b2-407a-86cd-ef35efa258b3,5,3,1,0,0,#418636835,st3,NA,NA,NA
21, Audifonos Motorola Bluetooth Pulse Escape Plus Camuflado ,149,169,33,29,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,4.7,13,http://perfil.mercadolibre.com.pe/FULL+NOVEDADES-,https://articulo.mercadolibre.com.pe/MPE-433197597-audifonos-motorola-bluetooth-pulse-escape-plus-camuflado-_JM#position=21&type=item&tracking_id=41badc90-76b2-407a-86cd-ef35efa258b3,9,4,0,0,0,#433197597,Motorola,NA,Pulse Escape+,Over-ear
22, Audifonos Bluetooth Inalambrico I7s Tws Itelsistem ,32,NA,28,72,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,4.7,3,http://perfil.mercadolibre.com.pe/ITELSISTEMSAC,https://articulo.mercadolibre.com.pe/MPE-435912653-audifonos-bluetooth-inalambrico-i7s-tws-itelsistem-_JM#position=22&type=item&tracking_id=41badc90-76b2-407a-86cd-ef35efa258b3,2,1,0,0,0,#435912653,NA,NA,NA,NA
23, Apple AirPods 2 Originales Sellados Garantizados Oferta!! ,738,NA,19,12,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,4.9,42,http://perfil.mercadolibre.com.pe/IPLUS_STORE,https://articulo.mercadolibre.com.pe/MPE-434385525-apple-airpods-2-originales-sellados-garantizados-oferta-_JM#position=23&type=item&tracking_id=41badc90-76b2-407a-86cd-ef35efa258b3,39,2,0,0,1,#434385525,Apple,Auriculares Inalambricos,A2032 A2031 A1602,Handfree
24, Audifonos Hands Free Sports Bluetooth V4.1 Con Micro ,60,NA,611,298,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,4.8,52,http://perfil.mercadolibre.com.pe/MKURON0,https://articulo.mercadolibre.com.pe/MPE-421391955-audifonos-hands-free-sports-bluetooth-v41-con-micro-_JM#position=24&type=item&tracking_id=41badc90-76b2-407a-86cd-ef35efa258b3,41,9,2,0,0,#421391955,NA,NA,NA,NA
25, Audífono Bluetooth Huawei Honor Sport Am61 ,115,NA,26,18,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,4.7,6,http://perfil.mercadolibre.com.pe/MAJU4927724,https://articulo.mercadolibre.com.pe/MPE-435912269-audifono-bluetooth-huawei-honor-sport-am61-_JM#position=25&type=item&tracking_id=41badc90-76b2-407a-86cd-ef35efa258b3,5,0,1,0,0,#435912269,Huawei,Honor Series,Xsport,In-ear
26, Audífonos Inalambricos Bluetooth AirPods I10 Tws ,119,NA,16,35,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/RODRI+STORE01,https://articulo.mercadolibre.com.pe/MPE-435892665-audifonos-inalambricos-bluetooth-airpods-i10-tws-_JM#position=26&type=item&tracking_id=41badc90-76b2-407a-86cd-ef35efa258b3,NA,NA,NA,NA,NA,#435892665,NA,NA,NA,NA
27, Audifonos Inalambricos Airdots Bluetooth Xiaomi Redmi Tws ,79,NA,555,9980,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,4.7,100,http://perfil.mercadolibre.com.pe/CADI.PE,https://articulo.mercadolibre.com.pe/MPE-437468694-audifonos-inalambricos-airdots-bluetooth-xiaomi-redmi-tws-_JM#position=27&type=item&tracking_id=41badc90-76b2-407a-86cd-ef35efa258b3,70,25,5,0,0,#437468694,Xiaomi,Mi,AirDots,In-ear
28, Audifonos Xiaomi Mi Sports Bluetooth Inalambricos ,99,NA,53,31,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,4.3,3,http://perfil.mercadolibre.com.pe/FRANKSMAZA,https://articulo.mercadolibre.com.pe/MPE-432908688-audifonos-xiaomi-mi-sports-bluetooth-inalambricos-_JM#position=28&type=item&tracking_id=41badc90-76b2-407a-86cd-ef35efa258b3,1,2,0,0,0,#432908688,Xiaomi,NA,NA,NA
29, Huawei Audifonos Bluetooth Sport Lite Am61 Wireless Original ,149,NA,7,13,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,1,1,http://perfil.mercadolibre.com.pe/FULL+NOVEDADES-,https://articulo.mercadolibre.com.pe/MPE-434303187-huawei-audifonos-bluetooth-sport-lite-am61-wireless-original-_JM#position=29&type=item&tracking_id=41badc90-76b2-407a-86cd-ef35efa258b3,0,0,0,0,1,#434303187,Huawei,NA,Am61,NA
30, Audífonos Bluetooth 5.0 Qcy Qs2 Tws/deporti/mejor Que Xiaomi ,99,NA,22,5,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/MONTEZAMOVIL,https://articulo.mercadolibre.com.pe/MPE-436749040-audifonos-bluetooth-50-qcy-qs2-twsdeportimejor-que-xiaomi-_JM#position=30&type=item&tracking_id=41badc90-76b2-407a-86cd-ef35efa258b3,NA,NA,NA,NA,NA,#436749040,QCY,Q,Q-S2,In-ear
31, Audifonos Bluetooth I7s Tws Cargador Portatil Apple Android ,39,NA,765,36,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,4.3,11,http://perfil.mercadolibre.com.pe/BRUNOESPINOZAFALCN,https://articulo.mercadolibre.com.pe/MPE-432083624-audifonos-bluetooth-i7s-tws-cargador-portatil-apple-android-_JM#position=31&type=item&tracking_id=41badc90-76b2-407a-86cd-ef35efa258b3,7,2,1,0,1,#432083624,Apple,TWS,i9S,In-ear
32, Audifono Blitzwolf Inalambrico Blutooth Ipx6 Tactil AirPods ,229,NA,12,7,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/AVY-BELLA,https://articulo.mercadolibre.com.pe/MPE-436210221-audifono-blitzwolf-inalambrico-blutooth-ipx6-tactil-airpods-_JM#position=32&type=item&tracking_id=41badc90-76b2-407a-86cd-ef35efa258b3,NA,NA,NA,NA,NA,#436210221,BlitzWolf,NA,NA,NA
33, Audifonos Samsung U Flex Edition Bluetooth Wireless S9 S10 ,189,239,12,18,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,5,1,http://perfil.mercadolibre.com.pe/FULL+NOVEDADES-,https://articulo.mercadolibre.com.pe/MPE-436410727-audifonos-samsung-u-flex-edition-bluetooth-wireless-s9-s10-_JM#position=33&type=item&tracking_id=41badc90-76b2-407a-86cd-ef35efa258b3,1,0,0,0,0,#436410727,Samsung,NA,U Flex,Neckband
34, Audifonos Skullcandy Ink'd Wireless Supreme Sound Bluetooth ,139,NA,38,98,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,5,2,http://perfil.mercadolibre.com.pe/FULL+NOVEDADES-,https://articulo.mercadolibre.com.pe/MPE-434095418-audifonos-skullcandy-inkd-wireless-supreme-sound-bluetooth-_JM#position=34&type=item&tracking_id=41badc90-76b2-407a-86cd-ef35efa258b3,2,0,0,0,0,#434095418,Skullcandy,NA,INK'D Wireless,NA
35, Auriculares Bluetooth Hoco Es20 Con Control Táctil ,260,NA,0,NA,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/LUCIANATZ,https://click1.mercadolibre.com.pe/mclics/clicks/external/MPE/count?a=LKLNFIe6XKuCDbOVQWKomuUZGZ7M2fbHF76pMIaTzw5vCd2iK5jTjCF%2BOAf3hLsEeYfc0tCtP85YG%2BbWcD2NBlVcqoQ2e2960Dsy0j8Hgt6goVp8v5zaKvyqOiVBdYduOPPld0ENvTNBRPUPn9REaN3VNIeEKJ8t%2FAKGvuKgp0aq%2FpSu0cZIZR32qkq7y%2BIJclKmu%2FcyCI3fcSMc%2BwKMZD0DU2DaTyuC5vjUZPTBlvlsclTrullvF2Dj8TTZtlwHzykzpNoyvVXYC%2F%2FrXnHeXqtysiHbQyKyE3hXG5hUEfjewQPcKEHlWfN%2FNhZaiayGV6pZJoEHOVclP9DeOSfC6e6yDjQVbBFhF16eL4b1ly4K8fvxIEpM9VG7TNYKgYScYPD0jb569Hxm33yt2Ovj6DdJoNcx5SwiIL7wgqtp%2F6eotq%2BtHdXvh%2F9a89mm1gK7%2Bss5I5%2FoOqLjgP%2FFYwVBTZ8OCDqvrKK1hncfoi%2FE2VYwEy2aY13PXVLWVkvIDuGSGm3kPAD5NjsFr9nxGo0yqfPCvniF9liuOYatLMpf0u9C0yi4KVBMAuua7vVF61SB2FTNAVo166EQHLy%2B7hd4%2F%2FONKZbL8M0vaXaLcKcYMaa6UWIizwlnu%2BgpE%2BQ8%2BdQbH6QJvaDcYh63EO8E4YnXrmiEyV2rCiPBGphJ%2FkeIWY9wuWu%2FWLvw3TQn7GDiZLlvKE6pcrW6e%2Fa5ulQY%2B9g2OCpY1iSHBI1hsJpZT%2FPCtk0UeZoBm%2FWrT79AJU7T9sWGmi%2Box%2BIaWaTvjKXbB%2FY2Q8tLiPMJDpvoVAKgYtRXWF7w48%2BWw3PH7lFEt6AC5BcgDRlEn0n06KqXWf2jcSr50HoMuoRHEDvZxpTUSS%2FEimfAfxPzy4C97unjfnx5Z6ZGUllzhxRfC9xnlLWBE95uQOEPUCJJwOmuydmCi5IIivD%2FJJhGn06UKASk84U86S8sFMR%2F1Xodm4YuSZq%2FaifNvW2YZR2mnUryZHa7f0aATtRQjvTWDRUpUmE3vxOe29PWfvimtWhHq%2FlGzvQGOESpxEM0KRT3G6gflEWCmvZGMBfXkO6ajTAeT9kiV%2By9v1gzk%2Bi5x8xR8cOLv6q%2BQ5Ja2rCIWU12l1nodDvqgrlvm%2FVYuKr6Ws6AlkGeI66pneZWjKj7iGU6oHkeAyPQNP6BNhA2lImM%2FAPYAW9Qc2m%2BQ%2BDLkry4oP3K4sXKHlIaVzccZ2elimluUt8rXBqRyudioZkguTCYbP4kQq6AmCSnxA3Z7XDS278k9Lc%2FDKXYXOvqmPaytj%2Bq5djD4XtWhLYo9bSZaqk%2FqI6cSlCKAfmn4fUEHxHqsYqxJHRULkVvWpS7hSaVZssXI%2B2xJ0aLSJOqAwyx7Ykvs5z9yNiYUm90NOphT0brUTVPAtWHZALD8dSCCCmex17aiGcvMfP0fdpiGraqEF4Q9vMrsSmGn9XxkM3cwX%2BiqEg6UFiexKn%2BjxDX304BwuUCptoLsGK4daXiPPw1kzEGcl24%2BnN1P5nZMcG9wtvJ8kHVkGLJiEYImiSILeVVu1bY2jg6cmYZMeOiw4vjtC5ng0N7X1gqFgIqzqO9LC%2FMN%2BG%2BbwqLgyBO3TYdhHilK71SLpQfh8eReZeGKYgK9SDvrl8vAG%2BqYs8tP7MSHRluP3g1Q%2Bi7CetLsHpne%2BRWM3I14ReoF0J5d7qZZmO1plhp%2BUT1IdwBwD4j,NA,NA,NA,NA,NA,#437431728,NA,NA,NA,NA
36, Audifonos Bluetooth I7 Tws iPhone Android ,39,NA,17,85,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,3,2,http://perfil.mercadolibre.com.pe/AGKE6470835,https://articulo.mercadolibre.com.pe/MPE-435089395-audifonos-bluetooth-i7-tws-iphone-android-_JM#position=36&type=item&tracking_id=41badc90-76b2-407a-86cd-ef35efa258b3,0,0,2,0,0,#435089395,NA,NA,NA,NA
