search_position,name,curr_price,orig_price,num_sold,in_stock,num_installments,amt_installments,arrival_time,shipping,free_return,free_return_info,review_avg,num_reviews,seller_link,product_link,five_star,four_star,three_star,two_star,one_star,item_id,color,size,Marca,Línea,Modelo,Tipo de casco,Tipo de visor,Materiales del exterior,Edad,Género,Materiales del interior,Modelo alfanumérico,Peso
1389, Casco Abatible Rojo Certificacion Dot ,"1,299",NA,33,2964,12 meses,128.33,NA,Envío gratis a todo el país,Devolución gratis,Tienes 30 días desde que lo recibes,5,2,https://perfil.mercadolibre.com.mx/LAS_MEJORESVENTAS,https://click1.mercadolibre.com.mx/mclics/clicks/external/MLM/count?a=N0LIXrKwqMHtsRaalouThmz15anZFAjVzy9kY9KOZzPYxNepol2QyybVJce8oqLsMooIJOsdU069aFQAbTaVVAKaqrqNbVoKrhxu1739ZxQe5Sr3uuXXHblimzXFIIGqRiOXByKVOZ7HcGHWzRuHyIfqEIw6gtjhJcBef7g%2FMHToldm2pJNLP1Mc4vYDgNgv9PgoKJE%2B3Qp05xAAzjvqPo9KYmqH8TqNPF3GF2Qxpv%2B4iS0bgOeLWXvR4orwxyp7XYQFoKOwS3nEqPzx09UZ7zUVUwvMRbCzmfGuZ%2Fr9EmIkSqdI0eFga6cK9VNJYlMwOyzi4VT0iiNb6IHNHOeAadTc22xjdcPRtbBpq3471giQLb2uptQCzlvRJRhDiJx0uCELgUWC7bwuRUYlP%2FFPmrH4WPde7ctwUA3SpIkWQ8cHEB9Ar7BM5vKWen%2Bkr2bDMvIl%2BOjIAOpWNDUS3dHw6TzPlu4K94QCcVVjJzsIfkWSmqTmFJeL%2FdttDYso87b4X%2BYccgpVN%2BuChX3ucVFWp2cs3%2FP1PhF7g8Kyf%2BNZhCV4kAgtDaT8zgqzrt6guAnu4KGF9UOCYrL9TIG3N7w0MrLmmX066OnNdrqVYjcFmKXs16Mcs%2BDjOeM8BtnMgu%2BoAjht9hn21NF2co2EsRJDyyh0B9yzhd4nwoFvZG%2BQZ4SEFU73Vvmyrh%2BPOy93Z1nYu%2FmCGk7g1OqTfD1RJGUer4xTxPYFOqyKD9Y4xX%2F99qcW6n2T4lZuc%2F8R6SizyA1faVn5%2Fc3BLjjEabkzw67l1vNTRuLaAOi%2BRm9supqOIw%2FyOKuOTzaglSMxSZuJqEZJmXTppDxdybnnispHzsBDmUdAA79PVt%2FPRxSq80MXdXkbgzFRse0G3OkRwKFSqgrTGIsUBqIcEHK8TWtZaeoJwW1o%2F1eUWxxl%2F1vTF7tj9WQZsSndjm%2FVNFDl6uCZn8veaEzcf%2Bblk7x3FfGJy1nwG45UTxW9h0VGVwOe33gynuZYeB1T2yZtgE58A9fJdHOIgtZxTfR4%2FRQTVVmn19bRUH78NgFq8q%2B4a7Uq5yIVnfBOKAApq6tXAHfwk36jC%2FBnoRynCULer%2BAr0o9XPmxnS%2F1xuONRFWx33oQdnl8QAChX2PnJz%2FS%2B25bQw5agumwWAXjTPrROQ554Z8GwDnYydz4ovTUzRxfFAYg1F%2FxvSm9tWtuqVi95bhDnHpA5TMjtADqNpzbFPaVbwL0nn8KN7FvneN5kWobDLcgNVSM7LeX%2FNR699aopi3CYXjG%2BQhDWzRTiYADSW%2Bq7cUfPZtqIikR6eDYCr2wfDalz1wkNnphw0JJNTvtbijQdkKD8tTf9uOKSsrTeMJhwghbDpwEqniVu3PSwn3BtOx%2F84CUbofjCSGIlVsrP4G2rsVDJBp47UIt0UBsC6Xb4fj%2FTeJ09o4jVq3%2BqnP0Xwo1x4hvIYmtZ%2FpV6AwcDOijjhhOkI%2FMCeH0YlalPDN6tBWl%2Ban6XVsQ4oPgTg5VnEpPaY9taRMHOFzEvf57czMfCaPRrzlZ6VdIg5XqbgU1Xk1eea3d%2BHIE6KGFz4gpCjYV4CVFkvHZmyjVLKtLd1zIoqPS%2BEisMIB3GVa2gz5aUWjpshYSnewgnfd0YEvLcGOEZ4RX420N%2Bsxowe%2Fstbw5NMA67oKbFs9YkRBWTGAICdm2upk3cvetey8H2FE8H1BlBxp0hNAUNlTsVxI6BUfxXv%2F72SVNE7ExWX4833pXlmv%2BcVnZ%2BHKm%2BPhyMbmUqMDPqNpFNuCpPU6z%2BdRmtNXsK03wyacWylL%2FrAs1jdzxrXuwKohhCctm3aVTOavmG8OCBsZ4%3D,2,0,0,0,0,#631667679,Rojo,"0,M 57-58,L 59-60,XL 61-62",LAS MEJORES VENTAS,DP9982,DP9982,Rebatible,NA,Policarbonato,NA,NA,NA,NA,NA
1390, 23.6 \ Gradiente Rampa Casco Trenzas / Cola De Caballo Motoc ,557,NA,2,2,18 meses,30.97,NA,NA,NA,NA,NA,NA,https://perfil.mercadolibre.com.mx/SUNTEKSTOREMX,https://articulo.mercadolibre.com.mx/MLM-660855842-236-gradiente-rampa-casco-trenzas-cola-de-caballo-motoc-_JM,NA,NA,NA,NA,NA,#660855842,NA,NA,Unbranded,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1391, Casco Retro Chopper 3/4glx Talla M L Y Xl Negromatte Dot ,"1,599",NA,11,3,18 meses,88.83,NA,Envío gratis a todo el país,Devolución gratis,Tienes 30 días desde que lo recibes,NA,NA,https://perfil.mercadolibre.com.mx/MONZ_DRM,https://articulo.mercadolibre.com.mx/MLM-620674144-casco-retro-chopper-34glx-talla-m-l-y-xl-negromatte-dot-_JM,NA,NA,NA,NA,NA,#620674144,NA,NA,GLX,NA,Chopper 3/4 negro matte,Abierto,NA,ABS,Adultos,Unisex,NA,NA,NA
1392, Casco Roda Abatible Deliver ,"1,650",NA,9,96,18 meses,91.67,NA,Envío gratis a todo el país,Devolución gratis,Tienes 30 días desde que lo recibes,NA,NA,https://perfil.mercadolibre.com.mx/COMA1712137,https://articulo.mercadolibre.com.mx/MLM-571872329-casco-roda-abatible-deliver-_JM?searchVariation=34176536762,NA,NA,NA,NA,NA,#571872329,NEGRO CON AZUL,ABS,Roda,CASCO,Deliver,Rebatible,NA,ABS,NA,NA,NA,NA,NA
1393, Casco Para Moto Azul Metálico 3/4 Cerrado ,699,NA,9,271,12 meses,69.06,NA,Envío gratis a todo el país,Devolución gratis,Tienes 30 días desde que lo recibes,5,1,https://perfil.mercadolibre.com.mx/SACHSOLUTIONS,https://articulo.mercadolibre.com.mx/MLM-604563236-casco-para-moto-azul-metalico-34-cerrado-_JM?searchVariation=25261679908,1,0,0,0,0,#604563236,NA,"M,L,XL",NA,NA,NA,3/4,NA,NA,NA,NA,NA,NA,NA
1394, Casco Shatf Sh-571 S-51 Azul/amarillo Doble Certificacion ,"1,750",NA,11,3,18 meses,97.22,NA,Envío gratis a todo el país,Devolución gratis,Tienes 30 días desde que lo recibes,NA,NA,https://perfil.mercadolibre.com.mx/MOTOSPORTACCES,https://articulo.mercadolibre.com.mx/MLM-637951885-casco-shatf-sh-571-s-51-azulamarillo-doble-certificacion-_JM?searchVariation=35614849745,NA,NA,NA,NA,NA,#637951885,NA,"S,XL",Shaft,SH-571,S51,Integral,Simple,NA,Adultos,Unisex,NA,NA,1500 g
1395, Casco Abatible Ls2 Valiant 180 Nucleus Efecto Luminiscente ,"5,999",NA,2,1,18 meses,333.28,NA,Envío gratis a todo el país,Devolución gratis,Tienes 30 días desde que lo recibes,NA,NA,https://perfil.mercadolibre.com.mx/POMISSHOP,https://click1.mercadolibre.com.mx/mclics/clicks/external/MLM/count?a=KivAauYe4Slzih8nJVjKKdpqRQRtDLy%2FqJXeqwb%2Bou96DvW3VqI6c4VexxgYIdX0iEBCx5El1%2BFHjUdGcO0uokZuJEsL7liWk1MRL8sDIQfVS8UCk8uelGzuNORXeWGlboZloTcAqFBBapUTEnMbyNclYYT5gGzDi7TyWR%2Bzc5sjgG1bMxskUiIuyvfBZqXHiyrw2FHCBXGcxOCuHNNa2Wf38XeYh4rw1d5FZKAJNRggkE99M%2FnlN3hx2H0Qx2wBRNPEkf7zd4j%2BaEg4V9VjJo%2FTScGcUqU1VWXtsJFosro8RRQsqlDW9AOo3iKh0OUorykLmrGIdzNr2n%2BBluITklu2BV8McUhrvKQ4tPvR1ITnFFJ25shNwIAnefu8QZUJUO0dDrtuQqDYhjOMHYDtZ82EzNmBNZTVRFzsh0sk9GhdzZO9tBfAIS2V8M1ZhTZd%2FY6nu2iPXcLIJ6w%2FFu98LcIB%2Bim02UVGcQqnNMcqknFr9xd8Bpz86ixOGKy04KgzlPHrJlD6ZTv%2FiP7G5F1hvpZHCq24wWZnsnCv82f89Ms2NL7mSIEcyo5Clg1KgOLiRW2H1C6hh4m9AnsXalOCLPzlkI2MaLOqXfi%2FGWAG0M9e10qLTaXq4YSU%2BpOci2Y5%2FQG9UvYbXAjno0aC5ntE58FJ0T%2B7XmrZFEacakbgnRTZQ1buqUI9lOApDI4w54QW5vjvSmk1aB5Eh0UpoXo5sQ%2BM9xaC%2FtVjZnZa0tfVfcVMpjZateo9sf%2FERaMGN0RrlzE1gYAikrw4wq4%2FEpXGBwTpWpcxIqtsul45CobFmGxU1sr%2BM13QUt%2BEoLDtEKmhD3GkTG3rd2RS0P8bgeal9UajVG5u%2BlXMuYz68w12JjpkDiShaV71eyshl520xdH%2FIhX2%2BUkofYMSAD%2FTxVyxTnKI4Gb%2FlTFSSOr8LjzEzKRAO4b8EAA0xbOV2sb3frDGykzZDvFbxkT%2BpQCjo5OsbmKfXATXi%2BJgofIA1lNIdO3s4ibBns34hXRNg6WmTYbSnEHMxzuI%2F3qTTXNesuLEwO74njYIdfF1bLRMtTusdw22LyIrZWWKrmSPDPgbzH6BQ44XnNPmEl89rKv345ygnirzmXosrmNc3JKTa4reedAMmndFWyPjegRDLKi97kXs02SQ6d4fWbXsnwzf%2BQH9NCY1s8XJ1LRfwoEvvtgvib1ed9k7nWE6L6jZfXoATLOe3MAVCz9D0%2Fl2rSIKq3BtaxhdWMX5mNzrMM%2BGdpfT2UVaMb0XYYnjkN2Xclmb6Lq2t4AvgXJyfGQ6zzIaTMemP5UCzOmi%2Bb1ePItN6LBhEevubCKQO8L0F75ls4mLDQMkBI8IypKwTS1KxP5844o2cMNSLUX3in1e5O2XU1Ces%2FRq%2B1KuJSav6dSdQBnKyPhM0ZWcBKDhRKBViPvaP7OEthwq5CCq4lbEWrAih%2BJs4LDAVcK4MCAUv2r5V2sDk3TnEs0R2FeE06Yaneqp9D7aV2ufCLxrkswoutip6AeAuHKURqmZs0N%2B%2BTSlvhriuOAvbJkn%2FCLwQWtSZHVkKIavuSUuvNN6Qm63HNBI9IoZKCZyjDb8fugi0YPApaqtCHAiuPmil8nkKe5x2GyJUZynv0dAI%2BEFCPvKGdU7seXX1birCL%2FT6h20tMawBl1fvR6XPf%2Bf611%2BgnPJl7DMZ4fBR9eJDtqN0iFZe7C4%2B9XTfdRI8a0iAUdf4uclNCOc%2F0RY1uvvXXrQ1hhTYbFavryVkI6%2Bwk5ms6FmB1cyzKiIr9Y%2FJM0VQAEq7qZ34JQn3sjPULsp0ZZQxgI6771dSTBqmucVhIdQdxTqvbmqXu2sPbYEK2ZC0OE5QSMUiAGtxKWQLSU%3D,NA,NA,NA,NA,NA,#683861353,Negro/Verde,L,LS2,NA,Nucleus,Rebatible,Doble,HPTT,Adultos,Unisex,EPS,NA,NA
1396, Pads De Gel Reemplazo Slendertone Para Todos Los Cinturones ,"1,814",NA,4,36,12 meses,179.23,NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.com.mx/CHUPAPRECIOS,https://articulo.mercadolibre.com.mx/MLM-551085727-pads-de-gel-reemplazo-slendertone-para-todos-los-cinturones-_JM,NA,NA,NA,NA,NA,#551085727,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1397, Casco Shaft Yak Thai Azul Con Lentes Humo + Regalos Riderone ,"2,099",NA,1,1,12 meses,207.36,NA,Envío gratis a todo el país,Devolución gratis,Tienes 30 días desde que lo recibes,NA,NA,https://perfil.mercadolibre.com.mx/RIDERONE1,https://articulo.mercadolibre.com.mx/MLM-620843823-casco-shaft-yak-thai-azul-con-lentes-humo-regalos-riderone-_JM?searchVariation=22734510608,NA,NA,NA,NA,NA,#620843823,Azul,"M, L, XL",Shaft,Cerrado,Yak Thai,Integral,NA,ABS,NA,NA,NA,NA,1500 g
1398, 2 Cascos Cortos Chopper Diferentes Decorados ,700,NA,64,27,12 meses,69.15,NA,Envío gratis a todo el país,Devolución gratis,Tienes 30 días desde que lo recibes,4,13,https://perfil.mercadolibre.com.mx/HUGO_CASTRO.,https://articulo.mercadolibre.com.mx/MLM-577434996-2-cascos-cortos-chopper-diferentes-decorados-_JM?searchVariation=39511492813,5,4,3,1,0,#577434996,Negro,L,Biker Shop,casco corto,Corto,Corto,NA,plastico abs,Adultos,Unisex,bondeado,1,NA
1399, Casco Shaft Medieval Blue L Y Xl+ Regalos Rider One ,"1,799",NA,13,1,18 meses,99.94,NA,Envío gratis a todo el país,Devolución gratis,Tienes 30 días desde que lo recibes,NA,NA,https://perfil.mercadolibre.com.mx/RIDERONE1,https://articulo.mercadolibre.com.mx/MLM-605524782-casco-shaft-medieval-blue-l-y-xl-regalos-rider-one-_JM?searchVariation=19935281983,NA,NA,NA,NA,NA,#605524782,NA,NA,Shaft,CERRADO,Medieval  Blue Mate,Integral,Simple,ABS,Adultos,Unisex,mixto,NA,1500 g
1400, Casco Cerrado Rocket Force Matt Fucsia S-23 Rider One ,"1,998",NA,1,2,18 meses,111.00,NA,Envío gratis a todo el país,Devolución gratis,Tienes 30 días desde que lo recibes,NA,NA,https://perfil.mercadolibre.com.mx/RIDERONE1,https://articulo.mercadolibre.com.mx/MLM-661374667-casco-cerrado-rocket-force-matt-fucsia-s-23-rider-one-_JM?searchVariation=32082115074,NA,NA,NA,NA,NA,#661374667,Fucsia,XS-M-L-XL,Rocket Force,S-23,Zion,Integral,NA,NA,NA,NA,NA,NA,NA
1401, Bolsa Para Casco De Motocicleta Az ,770,NA,1,9,12 meses,76.07,NA,Envío gratis a todo el país,Devolución gratis,Tienes 30 días desde que lo recibes,NA,NA,https://perfil.mercadolibre.com.mx/VENE-GAS,https://articulo.mercadolibre.com.mx/MLM-697366797-bolsa-para-casco-de-motocicleta-az-_JM,NA,NA,NA,NA,NA,#697366797,NA,NA,AmazonBasics,NA,65-035-010401-PL,NA,NA,NA,NA,NA,NA,NA,NA
1402," Torc T-50 Baja Round Mexico Casco 3/4, Bobber Rider One ","1,850",NA,1,2,18 meses,102.78,NA,Envío gratis a todo el país,Devolución gratis,Tienes 30 días desde que lo recibes,4.9,22,https://perfil.mercadolibre.com.mx/RIDERONE1,https://articulo.mercadolibre.com.mx/MLM-615620379-torc-t-50-baja-round-mexico-casco-34-bobber-rider-one-_JM?searchVariation=21209056584,20,2,0,0,0,#615620379,Blanco,XS - S,Torc,3/4,baja round,Abierto,NA,NA,NA,NA,NA,NA,NA
1403, Casco Abatible Modular Joe Rocket Rkt 18 Series Negro Mate ,"2,799",NA,1,15,18 meses,155.50,NA,Envío gratis a todo el país,Devolución gratis,Tienes 30 días desde que lo recibes,NA,NA,https://perfil.mercadolibre.com.mx/ESNAKIZAR_GUADALAJARA,https://articulo.mercadolibre.com.mx/MLM-661462464-casco-abatible-modular-joe-rocket-rkt-18-series-negro-mate-_JM?searchVariation=32765963540,NA,NA,NA,NA,NA,#661462464,NA,"S,M,L,XL,XXL",Joe Rocket,Modular,Rkt 18 Series Negro Mate,Rebatible,Simple,Policarbonato,Adultos,Masculino,Poliestireno,NA,NA
1404, Casco Abierto Ls2 Of599 Spitfire Sunrise Rider One ,"1,897",NA,3,3,18 meses,105.39,NA,Envío gratis a todo el país,Devolución gratis,Tienes 30 días desde que lo recibes,4.8,46,https://perfil.mercadolibre.com.mx/RIDERONE1,https://articulo.mercadolibre.com.mx/MLM-621481466-casco-abierto-ls2-of599-spitfire-sunrise-rider-one-_JM,37,7,2,0,0,#621481466,NA,NA,LS2,OFF599 SPITFIRE,Sunrise,Abierto,Simple,Policarbonato,Adultos,Unisex,mixto,NA,NA
1405, Casco Abatible Faseed Para Dama Fs-901 Cute Rider One ,"1,999",NA,10,5,18 meses,111.06,NA,Envío gratis a todo el país,Devolución gratis,Tienes 30 días desde que lo recibes,4.8,12,https://perfil.mercadolibre.com.mx/RIDERONE1,https://articulo.mercadolibre.com.mx/MLM-605524006-casco-abatible-faseed-para-dama-fs-901-cute-rider-one-_JM?searchVariation=25506950234,10,2,0,0,0,#605524006,NA,NA,Faseed,ABATIBLE,901,Integral,NA,ABS,NA,NA,NA,NA,1.5 kg
1406, O ' Neal 3 Srs De Los Hombres Apagado - Carretera Rancid Cas ,"3,710",NA,0,NA,18 meses,206.12,NA,NA,NA,NA,NA,NA,https://perfil.mercadolibre.com.mx/DIGITALWAREHOUSEMX,https://articulo.mercadolibre.com.mx/MLM-698261403-o-neal-3-srs-de-los-hombres-apagado-carretera-rancid-cas-_JM,NA,NA,NA,NA,NA,#698261403,NA,NA,O'Neal,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1406, O ' Neal 3 Srs De Los Hombres Apagado - Carretera Rancid Cas ,"3,710",NA,0,NA,18 meses,206.12,NA,NA,NA,NA,NA,NA,https://perfil.mercadolibre.com.mx/DIGITALWAREHOUSEMX,https://articulo.mercadolibre.com.mx/MLM-698261403-o-neal-3-srs-de-los-hombres-apagado-carretera-rancid-cas-_JM,NA,NA,NA,NA,NA,#698261403,NA,NA,O'Neal,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1407, Casco Moto Cerrado Con Visera Movible ,615,NA,1,19,18 meses,34.17,NA,Envío gratis a todo el país,Devolución gratis,Tienes 30 días desde que lo recibes,NA,NA,https://perfil.mercadolibre.com.mx/THEBIKEBAR?brandId=837,https://articulo.mercadolibre.com.mx/MLM-636857877-casco-moto-cerrado-con-visera-movible-_JM?searchVariation=26250213763,NA,NA,NA,NA,NA,#636857877,Blanco,Grande,Favorit,2018-2019,Adulto,Cerrado,NA,NA,NA,NA,NA,NA,NA
1408, Casco Tech-x2 Blanco Cross City C/gafas Rider One ,"1,994",NA,5,3,18 meses,110.78,NA,Envío gratis a todo el país,Devolución gratis,Tienes 30 días desde que lo recibes,1,1,https://perfil.mercadolibre.com.mx/RIDERONE1,https://articulo.mercadolibre.com.mx/MLM-583763850-casco-tech-x2-blanco-cross-city-cgafas-rider-one-_JM,0,0,0,0,1,#583763850,BCO,"M, L y XL",LS2,Cross City,FF386,Rebatible,NA,NA,NA,NA,NA,632A,1550 g
1409, Casco Torc T50 Negro Bullhead Rider One ,"1,850",NA,3,1,18 meses,102.78,NA,Envío gratis a todo el país,Devolución gratis,Tienes 30 días desde que lo recibes,4.9,22,https://perfil.mercadolibre.com.mx/RIDERONE1,https://articulo.mercadolibre.com.mx/MLM-645523310-casco-torc-t50-negro-bullhead-rider-one-_JM?searchVariation=40212287281,20,2,0,0,0,#645523310,Negro,L,Torc,T-50,T50 BULLHEAD,Abierto,NA,Policarbonato,Adultos,Unisex,Poliestireno,NA,NA
1410, Motocicleta Completo Cara Casco Visera Para Hjc Hj -09 Cl -1 ,722,NA,3,26,18 meses,40.12,NA,NA,NA,NA,NA,NA,https://perfil.mercadolibre.com.mx/CARMOTORSPORTSMX,https://articulo.mercadolibre.com.mx/MLM-657211226-motocicleta-completo-cara-casco-visera-para-hjc-hj-09-cl-1-_JM,NA,NA,NA,NA,NA,#657211226,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1411, Casco Para Perro Pequeño Moto Envío Gratis ,788,NA,2,1,12 meses,77.85,NA,Envío gratis a todo el país,Devolución gratis,Tienes 30 días desde que lo recibes,NA,NA,https://perfil.mercadolibre.com.mx/Q+PERR%C3%93N,https://articulo.mercadolibre.com.mx/MLM-656197926-casco-para-perro-pequeno-moto-envio-gratis-_JM,NA,NA,NA,NA,NA,#656197926,NA,Chico,Q Perrón,Biker Dog,Black Helmet,Choper,NA,ABS,NA,NA,NA,NA,NA
1412, Escorpión Exo -at950 Neocon Dual Cristal Nieve Casco Mate N ,"5,091",NA,1,7,18 meses,282.87,NA,NA,NA,NA,4.9,12,https://perfil.mercadolibre.com.mx/PERFMOTOMX,https://articulo.mercadolibre.com.mx/MLM-681341299-escorpion-exo-at950-neocon-dual-cristal-nieve-casco-mate-n-_JM,11,1,0,0,0,#681341299,NA,NA,Scorpion,NA,95-1085-SD,NA,NA,NA,NA,NA,NA,NA,NA
1412, Escorpión Exo -at950 Neocon Dual Cristal Nieve Casco Mate N ,"5,091",NA,1,7,18 meses,282.87,NA,NA,NA,NA,4.9,12,https://perfil.mercadolibre.com.mx/PERFMOTOMX,https://articulo.mercadolibre.com.mx/MLM-681341299-escorpion-exo-at950-neocon-dual-cristal-nieve-casco-mate-n-_JM,11,1,0,0,0,#681341299,NA,NA,Scorpion,NA,95-1085-SD,NA,NA,NA,NA,NA,NA,NA,NA
1413, Casco Tipo Cross Calavera Certificado Dot ,"1,399",NA,15,432,12 meses,138.21,NA,Envío gratis a todo el país,Devolución gratis,Tienes 30 días desde que lo recibes,5,1,https://perfil.mercadolibre.com.mx/SACHSOLUTIONS,https://articulo.mercadolibre.com.mx/MLM-648344979-casco-tipo-cross-calavera-certificado-dot-_JM?searchVariation=28850524004,1,0,0,0,0,#648344979,NA,"M,L,XL",Sach,Dot,Calavera,Cross,Simple,Polipropileno,Adultos,Unisex,Poliestireno,NA,NA
1414, Casco Agv K-3 Sv Plk Liquefy ,"6,900",NA,1,6,18 meses,383.33,NA,Envío gratis a todo el país,Devolución gratis,Tienes 30 días desde que lo recibes,NA,NA,https://perfil.mercadolibre.com.mx/TIENDACIAOITALIA,https://articulo.mercadolibre.com.mx/MLM-678091231-casco-agv-k-3-sv-plk-liquefy-_JM?searchVariation=35665240000,NA,NA,NA,NA,NA,#678091231,NA,"S,L,XL,XXL,MS,ML",AGV,K-3 SV,LIQUEFY,Integral,Simple,NA,Adultos,Unisex,NA,NA,NA
1415, Casco Nolan N90-2 Plata/negro Abatible ,"5,999",NA,8,59,18 meses,333.28,NA,Envío gratis a todo el país,Devolución gratis,Tienes 30 días desde que lo recibes,4.5,2,https://perfil.mercadolibre.com.mx/SHOP+IGARTUA,https://articulo.mercadolibre.com.mx/MLM-632284030-casco-nolan-n90-2-platanegro-abatible-_JM?searchVariation=25218508452,1,1,0,0,0,#632284030,NA,"M,L,XL,XXL",Nolan,TURISMO,N90-2,Rebatible,Doble,Policarbonato,Adultos,Unisex,Resina termoplástica,NA,NA
1416," Casco Joe Rocket Rkt 14 Series Blanco Tallas S,m, L, Xxl ","2,599",NA,7,5,18 meses,144.39,NA,Envío gratis a todo el país,Devolución gratis,Tienes 30 días desde que lo recibes,NA,NA,https://perfil.mercadolibre.com.mx/MOTOLIFEGDL,https://articulo.mercadolibre.com.mx/MLM-660721045-casco-joe-rocket-rkt-14-series-blanco-tallas-sm-l-xxl-_JM?searchVariation=31931127794,NA,NA,NA,NA,NA,#660721045,NA,"S,M,L,XL,XXL",Joe Rocket,RKT 14,SM,Integral,Doble,Policarbonato,Adultos,Unisex,Poliester,NA,NA
1417, Casco Para Moto 3/4 Chopper Torc Helmet Fastlane Plata ,"1,730",NA,3,1,12 meses,170.91,NA,Envío gratis a todo el país,Devolución gratis,Tienes 30 días desde que lo recibes,NA,NA,https://perfil.mercadolibre.com.mx/MOTOCITY+STORE,https://articulo.mercadolibre.com.mx/MLM-587345226-casco-para-moto-34-chopper-torc-helmet-fastlane-plata-_JM?searchVariation=37921691806,NA,NA,NA,NA,NA,#587345226,Gris,"Naranja,XXL",Torc,Chopper,T-50,Abierto,NA,Policarbonato,Adultos,Unisex,EPS,NA,NA
1418, Casco Shaft Experiment Negrointegral Certificación Ece 22-05 ,"1,750",NA,3,5,18 meses,97.22,NA,Envío gratis a todo el país,Devolución gratis,Tienes 30 días desde que lo recibes,NA,NA,https://perfil.mercadolibre.com.mx/MOTOSPORTACCES,https://articulo.mercadolibre.com.mx/MLM-659145786-casco-shaft-experiment-negrointegral-certificacion-ece-22-05-_JM?searchVariation=39625650797,NA,NA,NA,NA,NA,#659145786,NA,"M,XL",Shaft,SH-571,Experiment,Integral,Simple,NA,Adultos,Unisex,NA,NA,1500 g
1419," Cascos Abatibles Con Gafas Y 2 Micas , Ahumada Y ","1,000",NA,3,6,12 meses,98.79,NA,Envío gratis a todo el país,Devolución gratis,Tienes 30 días desde que lo recibes,NA,NA,https://perfil.mercadolibre.com.mx/MAFE3726166,https://articulo.mercadolibre.com.mx/MLM-594623586-cascos-abatibles-con-gafas-y-2-micas-ahumada-y-_JM,NA,NA,NA,NA,NA,#594623586,BLACO/ROJO,alessia,Alessia,Abatible Alessi,Extrem / base blanca,Cross,Doble,Polipropileno,Adultos,Masculino,Poliestireno,NA,NA
1420, Casco Cerrado Shaft Face Stroke Verde Neon Rider One ,"1,798",NA,52,5,18 meses,99.89,NA,Envío gratis a todo el país,Devolución gratis,Tienes 30 días desde que lo recibes,4.9,7,https://perfil.mercadolibre.com.mx/RIDERONE1,https://articulo.mercadolibre.com.mx/MLM-587565174-casco-cerrado-shaft-face-stroke-verde-neon-rider-one-_JM?searchVariation=34438732931,6,1,0,0,0,#587565174,NA,"M,L,XL",Shaft,CERRADO,FACE STROKE VERDE,Integral,Simple,Policarbonato,Adultos,Unisex,Poliestireno,NA,1500 g
1421, Casco Torc T50 Azul/rojo Rebel Star 3/4 Rider One ,"1,850",NA,6,3,18 meses,102.78,NA,Envío gratis a todo el país,Devolución gratis,Tienes 30 días desde que lo recibes,4.9,22,https://perfil.mercadolibre.com.mx/RIDERONE1,https://articulo.mercadolibre.com.mx/MLM-645522723-casco-torc-t50-azulrojo-rebel-star-34-rider-one-_JM?searchVariation=34324987359,20,2,0,0,0,#645522723,Azul/Rojo,S a XXL,Torc,T-50,REBEL STAR,Abierto,NA,NA,NA,NA,NA,NA,NA
1422, Casco De Cara Abierta Motocicleta 3/4 Con Visera De Escudo ,679,NA,1,15,18 meses,37.72,NA,NA,NA,NA,NA,NA,https://perfil.mercadolibre.com.mx/SUNTEKSTOREMX,https://articulo.mercadolibre.com.mx/MLM-660855044-casco-de-cara-abierta-motocicleta-34-con-visera-de-escudo-_JM,NA,NA,NA,NA,NA,#660855044,NA,NA,Unbranded,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1423, Edge Shield Outer ,248,NA,3,3,12 meses,24.50,NA,Envío a todo el país,Devolución gratis,Tienes 30 días desde que lo recibes,NA,NA,https://perfil.mercadolibre.com.mx/CHG+ACCESORIOS,https://articulo.mercadolibre.com.mx/MLM-641221760-edge-shield-outer-_JM,NA,NA,NA,NA,NA,#641221760,NA,NA,Daytona Helmets,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1424, Casco Cerrado Para Xl Rocket Force Vengador Pink ,"1,998",NA,5,3,18 meses,111.00,NA,Envío gratis a todo el país,Devolución gratis,Tienes 30 días desde que lo recibes,5,1,https://perfil.mercadolibre.com.mx/RIDERONE1,https://articulo.mercadolibre.com.mx/MLM-638517535-casco-cerrado-para-xl-rocket-force-vengador-pink-_JM?searchVariation=31632444612,1,0,0,0,0,#638517535,Pink,solo XL,Rocket Force,S-91,Vengador,Integral,NA,NA,NA,NA,NA,NA,NA
