search_position,name,curr_price,orig_price,num_sold,in_stock,num_installments,amt_installments,arrival_time,shipping,free_return,free_return_info,review_avg,num_reviews,seller_link,product_link,five_star,four_star,three_star,two_star,one_star,item_id,color,size,Marca,Línea,Modelo,Tipo de casco,Género,Peso,Tipo,Color
1208, Motocicleta Casco Completo Cara Bicicleta Táctico Cascos Ne ,52.88,NA,0,200,12,4.407,NA,NA,NA,NA,NA,NA,https://perfil.mercadolibre.cl/CIMAALEGRIACL,https://articulo.mercadolibre.cl/MLC-480558746-motocicleta-casco-completo-cara-bicicleta-tactico-cascos-ne-_JM,NA,NA,NA,NA,NA,#480558746,NA,NA,NA,NA,NA,NA,NA,1900 g,NA,NA
1209, Cascos De Moto Y Deportes De Motor Bell 7075804 ,394.174,NA,0,100,6,65.696,NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/IMPOGLOBAL.COM,https://articulo.mercadolibre.cl/MLC-488442995-cascos-de-moto-y-deportes-de-motor-bell-7075804-_JM,NA,NA,NA,NA,NA,#488442995,NA,NA,Bell,NA,NA,Rebatible,NA,NA,NA,Bell
1210," Casco Para Motocicleta De Cara Completa Con Doble Visor Glx, ",13.99,NA,1,1,12,1.166,NA,Envío a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/FARENASL,https://articulo.mercadolibre.cl/MLC-486888980-cod-1245678-casco-de-moto-para-bebe-certificado-dot-_JM,NA,NA,NA,NA,NA,#486888980,Plateado,XS,NA,NA,NA,Integral,NA,600 g,NA,NA
1211, Personalidad Motocicleta Casco Lucha Contra Niebla Carreras ,20.206,NA,0,10,12,1.684,NA,NA,NA,NA,NA,NA,https://perfil.mercadolibre.cl/ELECTRONICSSHOPCL,https://articulo.mercadolibre.cl/MLC-492547702-personalidad-motocicleta-casco-lucha-contra-niebla-carreras-_JM,NA,NA,NA,NA,NA,#492547702,NA,NA,NA,NA,NA,NA,NA,NA,Abierto,NA
1212," Casco De Rostro Completo 1storm, Con Módulos De Motocicleta ",104.99,NA,0,3,12,8.749,NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/UP-SHOP,https://articulo.mercadolibre.cl/MLC-468642756-casco-para-motocicleta-de-cara-completa-con-doble-visor-glx-_JM,NA,NA,NA,NA,NA,#468642756,NA,NA,NA,NA,NA,NA,NA,NA,Integral,NA
1213, Profesional Racing Motocross Casque Hors Route Casco De Moto ,13.701,NA,0,200,12,1.142,NA,NA,NA,NA,NA,NA,https://perfil.mercadolibre.cl/COMPRATECHCL,https://articulo.mercadolibre.cl/MLC-480607699-profesional-racing-motocross-casque-hors-route-casco-de-moto-_JM,NA,NA,NA,NA,NA,#480607699,NA,NA,No Brand,NA,NA,Cross,NA,1350 g,NA,Black
1214, Troy Lee Diseña Casco Para Motocicletas Todoterreno Adulto D ,344.96,NA,0,NA,6,57.493,NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/IMPOGLOBAL.COM,https://articulo.mercadolibre.cl/MLC-490918069-troy-lee-disena-casco-para-motocicletas-todoterreno-adulto-d-_JM,NA,NA,NA,NA,NA,#490918069,NA,NA,Troy Lee Designs,NA,Factory,Rebatible,NA,NA,NA,White/Blue
1215, Shoei Diabolic Rf-1200 street Bike Racing  casco De Moto Tc ,112.99,NA,0,3,12,9.416,NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/UP-SHOP,https://articulo.mercadolibre.cl/MLC-470765398-casco-de-rostro-completo-1storm-con-modulos-de-motocicleta-_JM,NA,NA,NA,NA,NA,#470765398,NA,NA,NA,NA,NA,NA,NA,4 lb,Integral,NA
1216, Gafas De Protección Medio Casco Vintage Piloto Deporte Moto ,2.271,NA,0,15,12,189,NA,NA,NA,NA,NA,NA,https://perfil.mercadolibre.cl/SUNTEKSTORECL,https://articulo.mercadolibre.cl/MLC-459297708-gafas-de-proteccion-medio-casco-vintage-piloto-deporte-moto-_JM,NA,NA,NA,NA,NA,#459297708,NA,NA,NA,NA,NA,NA,NA,NA,Abierto,NA
1217, Casco Moto Shiro Sh-821 Le Mans Rojo Mate ,64.99,NA,2,1,6,10.832,NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/YAMAHA+OFICIAL?brandId=146,https://articulo.mercadolibre.cl/MLC-464978854-casco-moto-shiro-sh-821-le-mans-rojo-mate-_JM?searchVariation=38591920549,NA,NA,NA,NA,NA,#464978854,Rojo,S,Shiro,NA,SH-821,Integral,NA,NA,NA,NA
1218, Motocicleta Atv Casco 3 snap Escudo De Burbuja Y Todo Patent ,886.99,NA,0,3,12,73.916,NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/UP-SHOP,https://articulo.mercadolibre.cl/MLC-470769616-shoei-diabolic-rf-1200street-bike-racingcasco-de-moto-tc-_JM,NA,NA,NA,NA,NA,#470769616,NA,NA,Shoei,NA,RF-1200,NA,NA,NA,Integral,NA
1219, Abierto Cara O Mitad Cara De La Motocicleta Cascos 3- Chasqu ,6.134,NA,0,8,12,511,NA,NA,NA,NA,NA,NA,https://perfil.mercadolibre.cl/CARMOTORSPORTSCL,https://articulo.mercadolibre.cl/MLC-471725744-abierto-cara-o-mitad-cara-de-la-motocicleta-cascos-3-chasqu-_JM,NA,NA,NA,NA,NA,#471725744,NA,NA,NA,NA,NA,NA,NA,NA,Rebatible,NA
1220, Casco De Moto Jiekai Casco De Montar A Caballo Con Casco De ,18.748,NA,0,21,12,1.562,NA,NA,NA,NA,NA,NA,https://perfil.mercadolibre.cl/GLOBALBUYCL,https://articulo.mercadolibre.cl/MLC-486106425-casco-de-moto-jiekai-casco-de-montar-a-caballo-con-casco-de-_JM,NA,NA,NA,NA,NA,#486106425,NA,NA,Jiekai,NA,JK-512,NA,NA,NA,Abierto,NA
1221," Nolan N40 adulto Street Casco De Motocicleta  flat Black, X ",56.99,NA,0,3,12,4.749,NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/UP-SHOP,https://articulo.mercadolibre.cl/MLC-470769747-motocicleta-atv-casco-3snap-escudo-de-burbuja-y-todo-patent-_JM,NA,NA,NA,NA,NA,#470769747,NA,NA,NA,NA,NA,NA,NA,NA,Integral,NA
1222," Equipo De Protección,black Metal Más Fuerte Moto Casco D.. ",44.248,NA,0,2,12,3.687,NA,NA,NA,NA,NA,NA,https://perfil.mercadolibre.cl/SPICEIMPORTSCL,https://articulo.mercadolibre.cl/MLC-479249493-equipo-de-proteccionblack-metal-mas-fuerte-moto-casco-d-_JM,NA,NA,NA,NA,NA,#479249493,NA,NA,RydeWear,NA,Black Metal Helmet Quick Release,NA,NA,NA,Rebatible,NA
1223, Casco Moto Airoh Switch Sign Rojo Gloss Talla M ,413.99,NA,0,3,12,34.499,NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/UP-SHOP,https://articulo.mercadolibre.cl/MLC-470770525-nolan-n40adulto-street-casco-de-motocicletaflat-black-x-_JM,NA,NA,NA,NA,NA,#470770525,NA,NA,Nolan,NA,N40,Integral,NA,4.9 lb,NA,NA
1224, Casco De Motocicleta Autopdr Helmets 3/5 Open Chopper Bike ,111.291,NA,0,99,6,18.548,NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/MIMOSPA,https://articulo.mercadolibre.cl/MLC-478239755-casco-de-motocicleta-autopdr-helmets-35-open-chopper-bike-_JM,NA,NA,NA,NA,NA,#478239755,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1225," Casco Para Motocicleta Con Lentes Harley, Bufanda, Visera ",9.039,NA,0,200,12,753,NA,NA,NA,NA,NA,NA,https://perfil.mercadolibre.cl/ANDOERCL,https://articulo.mercadolibre.cl/MLC-489495235-casco-para-motocicleta-con-lentes-harley-bufanda-visera-_JM,NA,NA,NA,NA,NA,#489495235,NA,NA,NA,NA,NA,Abierto,Unisex,NA,NA,Como
1226, Casco De Moto Hjc Marvel Unisex-adult's Full Face Cl-17 ,103.491,NA,0,NA,6,17.248,NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/DUNLOPCHILE,https://articulo.mercadolibre.cl/MLC-471316520-casco-moto-airoh-switch-sign-rojo-gloss-talla-m-_JM,NA,NA,NA,NA,NA,#471316520,NA,NA,Airoh,Switch,NA,NA,NA,NA,Integral,NA
1227, Casco De Moto Bell Face Star Full-face (blanco Brillante / H ,571.184,NA,0,100,6,95.197,NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/2EBOX,https://articulo.mercadolibre.cl/MLC-484983357-casco-de-moto-bell-face-star-full-face-blanco-brillante-h-_JM,NA,NA,NA,NA,NA,#484983357,NA,NA,Bell,NA,Star,NA,NA,3.13 kg,Rebatible,NA
1228, Casco Moto Ls2 Ff352 Negro Matte ,52.99,NA,2,4,12,4.416,NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/MOTOXTREME+STORE,https://articulo.mercadolibre.cl/MLC-467703257-casco-moto-ls2-ff352-negro-matte-_JM,NA,NA,NA,NA,NA,#467703257,NA,"XL,XXL",LS2,NEGRO MATTE,FF352 ROOKIE,Integral,Unisex,1350 g,NA,NA
1229, Cascos Moto Y Deportes Motor 0851-1508-04 Hjc Helmets ,245.995,NA,0,100,6,40.999,NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/2EBOX,https://articulo.mercadolibre.cl/MLC-477300370-casco-de-moto-hjc-marvel-unisex-adults-full-face-cl-17-_JM,NA,NA,NA,NA,NA,#477300370,NA,NA,HJC,CL-17,NA,NA,NA,2.34 kg,Integral,NA
1230, Cascos Enduro/cross Ybk Fullpower Moto ,34.29,NA,1,5,12,2.858,NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/FULLPOWER+MOTO,https://click1.mercadolibre.cl/mclics/clicks/external/MLC/count?a=ylIupEtKEY1RSDoN0v3CAQOYhpywUd7NlKArg68gtd2TzFPA5%2BnSN25lcQIEDTYo0gyhpCPsJ7G2WHlnhX8hkKYHgfGAA2DgOgvzOA8Sv7kD5nzLF%2FJTQ8Jm789Y3otAODytL8u%2Bd%2FKR4hzjhJP3H65lS5GXCW6ooqiFPVMagvjXxfcXlDKd2riyOUWXFXJkTGAjIAM2cfRvgWXcZ%2BM6qR4hDAW9mGjgQU5SCmshmDaQphXfEyXf7MYmgMz6WemlyeStG4cVqUQwFMdp7qpcpSiknwFljydSES4vCPxvX4hEVG%2Bib%2F%2FSFHxUEstR%2BceB0D%2B06YRkkYZffjJz6b4wo0S2fo66ycaUCUdF8Do3LVxdPtT%2BEbmzXMk7Nmp3mzTHl3yOfRrSRZd9QTZLlqVxi0QqBsYickmvGHjTRJZjOsXKWxEl%2BLSIS7Je80UqwjiFNBIIwT5vY3UMXixGtvEN%2Baq5S%2BP%2FrReTS5SCOnmyMva2%2FSigF%2Fl04x1gzolu4xV%2FG89Dc%2FDKOZvqYQYVCIEERQ9gXyj5O%2FAfLCBWn6CnCw%2BKbQTGZTuYcvtSnLLMSYMvUFhWFKTR3POashM9w6rEepZYHSyIkiF7bVKp4OtK8gdZZSh3QxnY7A%2FUxBr1FI%2BIOQd43sslJvfT6vG02OMolN3o%2BOQujpo4FNyxYoV%2FIcPB5gUeX8u2FX8L4xD1P4jYxu%2F71z7qVhfHvCHa6ZLFEHju12PtgNuPLJwsOcNfqdqCM05aoAvuOvttkjSyWxTtSZnIONesJ%2BslF%2B25fzXYjaUZ%2FHL5BCCnlCHqCvMYEeyYbaq8iEsGslrO3EoCKJd4wFhOKjQnSrO%2FwDm%2B5qMf%2Fmo89tiQIGvRUzM9z5iq3v6j47Cag%2Fq36pBkPjOgp7tE%2BsquzTDSZ5%2FHzDFNm3plW%2Bfm0X4Js2b4LgTgsCT5D%2BTSZm4K0AEKNUqOrQtQs5zx8qIx8UXEDVHm7AZNDOp35uf49OU6jiGfzBnnjnwZwcCeXmL79O0FMhL506zztG78aX0TqWa2KJ3YDI7Ktdbp0Zv8h6ZgsE4GvGeWAPICUiePMqhsDn3DhS9nKuBMqB4y3TWxu29kGjMOXnOcMcL9Z8Br9eoYRBynACklxnY9nni6GgFJs7lbgZlLt1zmheR0%2FKEM2n5cbjHSusH%2FlTG0OmzU4UQx1rz5VBS%2BVwLIY0eAtPzEW9iskZQWTElhdYcEwfLpbaoblDdFPil5%2F9CexX5y3idyjSOu5Esl5nqwCbGI6aHWYOavAOiz5zdLNjOddapWq6HG2q%2FKJCPg1InIbw1OvxoSfU5Imp37iTepzBzrDCO7KQqXnZ2b4sBRlXyG%2BqaDlxrQ3rFATD3F7R1pGG5Y%2FIyOdO8CUjtqAxbD41%2BTFZIlVMBQ2%2FqPtG1cZ%2F0tUXcC2k31jGJ1D7krfJKRupJqaPlqT8GuTrZpIY4awbW5mBAsbXfa%2Bhlz7ixMvj9fGABsdOOgkC7pCVkeUzS9DdV%2FHTyU%2Fhr5MXVK3NlaWqk1%2B87maxUoAhVAMDjwUP3RSjYHYZkR1vwa29kSl0qzx9jzKEXocWL0WHriRjPey4Cnfey0FtB1HAf4qstADn23bwSE3IQ7R60SaHN1LHSKGXMeNZxDZdnfAoyB9Wmyyt9%2F3Ulb%2B%2FpaKhR27F0LiUMaUjKm3AWJ45eNoz3%2BknED7UwI0CwgkxzCcL42uwOWKyzaG5GWPJbhotA5pw6qNlzkZ1bOxQC0%2BI3N9bzwz2s94IkevhxQrGSc0rlt%2BUB3rW0ZTcMYX6%2BrCEiJ,NA,NA,NA,NA,NA,#460297983,Negro/Rojo,L,YBK,NA,Monster,Cross,NA,NA,NA,NA
1231, Cascos De Moto Y Deportes De Motor 509 Altitude With Fidlock ,353.774,NA,0,100,6,58.962,NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/IMPOGLOBAL.COM,https://articulo.mercadolibre.cl/MLC-486323213-cascos-de-moto-y-deportes-de-motor-509-altitude-with-fidlock-_JM,NA,NA,NA,NA,NA,#486323213,NA,NA,NA,NA,NA,NA,NA,NA,Rebatible,NA
1232, Casco Moto Shiro Sh-881 Motorland Amarillo Mate ,10901.556,NA,0,NA,6,1.816,NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/COMPREONLINECHILE,https://articulo.mercadolibre.cl/MLC-480448119-cascos-moto-y-deportes-motor-0851-1508-04-hjc-helmets-_JM,NA,NA,NA,NA,NA,#480448119,NA,NA,HJC,NA,NA,NA,NA,NA,Integral,NA
1233, Motocicleta Cascos Electromobile Casco Unisex Protector Sola ,16.692,NA,0,3,12,1.391,NA,NA,NA,NA,NA,NA,https://perfil.mercadolibre.cl/NEWCOORDINATESCL,https://articulo.mercadolibre.cl/MLC-490910388-motocicleta-cascos-electromobile-casco-unisex-protector-sola-_JM,NA,NA,NA,NA,NA,#490910388,NA,NA,New-ZF,NA,New-ZF0525,Abierto,NA,NA,NA,Brown
1234, Casco Moto Abatible Certificado Negro Dot Cert Dot / 862 ,32.99,NA,240,23,6,5.498,NA,Envío gratis a todo el país,NA,NA,4.7,9,https://perfil.mercadolibre.cl/CUPOCLICKCHILE,https://click1.mercadolibre.cl/mclics/clicks/external/MLC/count?a=MbRY%2Bzw1CsQ9QWweSOMQFhNnImrzxt%2FB9t8udDoh0NrKgnw8%2FiG%2BBTgX4%2FUpCRWDYaUCFZIz0IPXjrWxsweqO4Shpklf9AFS63tqdhqlpl1SJFx5ru3TR1GQWu2N40HVmz6eQ%2BUVRLI3U%2Fh92CvOL5%2BDWFPt4ahWgFhcdyohye8X7iiSs3hqyZzXWrYPilywnypYogZtHSMZi4SaByaqGzRB8LRuaU4j2TC0g6FjyP%2Bihd8KaL3%2FXDLnB6bE1QARDYccCndATlB2rOT0JqtI%2FumzIEALa94ddLPwALwIqQzH5RzM7HdQbtKB8Eqkqr4vufXo6gXoYOaCc34QMi1E82%2F0W1Xz6R0KqRFbK1%2Bg41MHdjTF2VORGSlG41MEJg0r0eGxELo6z1eWoo%2FiCiDBd4%2FXtNDUedX31kMAPaQ9Yqesvtf5IYNL7xAAyY9ELi03FIATdmo4a6JC7qf2twKHATk4TPJLfuz50DH0BjHJ04TZ0dfk8Ss%2Bl8XG72%2FeTIB6XWymAjqhex8FyF1uvrmcTcEmrZh3mZsdmrV8YNUTJmc9xAI%2FGsndt6XhPFxQna2LpGESZSJJnpQzyA%2FEHcgYoPSYsAjdm6gqSscmPQWuWSd7Fuy0nGrO21quzhe0%2FF3%2BiNWJAuMMqXGWl%2Fv%2BLWUw%2Bp2RZ2UZtFIZSlW4bQHxqb%2Bm%2Bx4zodMvAbimW6TXdeF%2FEe%2Fu04eYrzzYgJQGvdA7yxHNkHREWl9YcXVYtYHcOy0DK384jWIhp06dGAfCJWZESjGgPORG5vR%2FDdxdMKcCQvUJKlTzmmVw%2FBtbytWribshjFOznTHRcGta9pGeZ0hZPK1fTi2M6HHm8OK30PXu2VuqAJQL%2FgFwUHpXU20d8GLj3PPm1lFpkRpd4bHrj85fzSsCayvFUJ5D9Bke9eUUJUloJeS%2B9W5rQFcpAPbrcZSaLVHLsYkAA7VPG1doGn18PtMhtXshTQxoIo%2BnC%2FMCRt5Klpm%2BcTTsEXGyx8YOTZUPYT5HHRRUvgMvaavH0lrasrSU%2FiWsXtTH%2F921VH84AgaMa6p7lT3FlBYFl85qQjgpEbcDLQd0%2FrKTiufwuQdTG43WuSa3paeGGBnz7KPLT1sWiS7OJ4QTOYmu2Q9lRGWMsW0rih%2FmEaLbBQNL3jywst2gIAc%2FfVqJ8CD8y%2BPgHIXUBQojNU5tc9bBQtqsY2Jc7eWz9%2F9J3GRGZyLA%2B%2B7x33gTTJCv%2FrpGxACZ9mMBhiSHCIktVgyKlmAARyr8wFtT5acg0sQ80Oxg9ICKTdqlNCfr8ap%2FtWBrt9DjqdgvgRNy8dSj23HC6q3%2FHDaDAS0pS0CrlCPEyiX%2BazN9CTiGKtToVGfCYU0lUCFh%2F1umKTRz1VCQyp7IH2xllbYE4OpvVqxbxQ%2Bcn5f4mSCqYuFvW5U5D3A%2FviW8dbHAPMXS1vQjP25op%2FvYFpW2cK35rOPlAb9lBL%2BCAVPTyQ%2F524z2SLkPkZAiuccdAtQmeNkYcg%2Bb4IRwBqsOABOhqfDrLCzX2gf%2FQ4zULDJSdWZ9%2F5hwo8MPI%2F7VGSVjMNgJVs4Fig4QAwKHlU3F4BQi%2FDnMLH63LiCJS9Zhqd8TC2TAxNbX0gB0gvsPQi%2FlNbNixIzEIs97hz99tBCZv5AEAMgOGXf9tUigMl53mVSDRiK4kz9owbKfwcT7D2q8N5w1qGrTrOlCz0WoabZ3QFVdtpSQoZTvZEy5sjdX3Kh9CUFBqLetSCQdThOgbbla3oAjk8Mb5rW0aejHKMxKq3lJlm9CWC3DwNmn4H5qCTXFCe9PS4Nc%2BgqyNqXxJ%2F4RhRA%3D,8,0,0,1,0,#465351553,NA,NA,Helmet FGN,FGN,862,Integral,Masculino,NA,NA,NA
1235, Bluetooth Para Casco De Moto Estereo Ultima Tecnologia ,28.99,NA,0,1,6,4.832,NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/VENTAS+ELECTRONICAS1,https://articulo.mercadolibre.cl/MLC-467217447-bluetooth-para-casco-de-moto-estereo-ultima-tecnologia-_JM,NA,NA,NA,NA,NA,#467217447,NEGR,NA,Ostart,NA,edr,NA,NA,NA,Bluetooth,NA
1236, Casco Bell Moto-9 Carbon Flex Pro Circuit Helmet-l ,72.99,NA,NA,32,6,12.165,NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/YAMAHA+OFICIAL?brandId=146,https://articulo.mercadolibre.cl/MLC-480525984-casco-moto-shiro-sh-881-motorland-amarillo-mate-_JM,NA,NA,NA,NA,NA,#480525984,Amarillo mate,"S,M,L,XL",Shiro,NA,SH-881,Integral,NA,1.39 g,NA,NA
1237, Cascos De Moto Y Deportes De Motor Vof1109 ,82.081,NA,0,100,6,13.680,NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/IMPOGLOBAL.COM,https://articulo.mercadolibre.cl/MLC-486324497-cascos-de-moto-y-deportes-de-motor-vof1109-_JM,NA,NA,NA,NA,NA,#486324497,NA,NA,NA,NA,NA,NA,NA,NA,Rebatible,NA
1238, Casco Protector Solar Motocicleta Lucha Contra - Uv Cascos L ,9.832,NA,0,20,12,819,NA,NA,NA,NA,NA,NA,https://perfil.mercadolibre.cl/ELECTRONICSSHOPCL,https://articulo.mercadolibre.cl/MLC-492511665-casco-protector-solar-motocicleta-lucha-contra-uv-cascos-l-_JM,NA,NA,NA,NA,NA,#492511665,NA,NA,NA,NA,NA,NA,NA,NA,Abierto,NA
1239," Casco Integral Para Motocicleta Bell Star Mips (isla De Man, ",982.014,NA,0,99,6,163.669,NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/MIMOSPA,https://articulo.mercadolibre.cl/MLC-481552588-casco-bell-moto-9-carbon-flex-pro-circuit-helmet-l-_JM,NA,NA,NA,NA,NA,#481552588,NA,NA,Bell,NA,Moto-9 Carbon Flex,NA,NA,NA,Integral,NA
1240, Casco Moto Ls2 Ff353 Rapid Infinity Negro Gris Amarillo ,64.99,NA,2,30,12,5.416,NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/MOTOXTREME.CL?brandId=329,https://articulo.mercadolibre.cl/MLC-463804344-casco-moto-ls2-ff353-rapid-infinity-negro-gris-amarillo-_JM,NA,NA,NA,NA,NA,#463804344,"M,L,XL",,LS2,353,Rapid Infinity,NA,Unisex,1250 g,NA,NA
1241," Casco De Moto Ls2 Arrow Carbon Cara Completa (negro, X-small ",568.417,NA,0,100,6,94.736,NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/2EBOX,https://articulo.mercadolibre.cl/MLC-483835280-casco-integral-para-motocicleta-bell-star-mips-isla-de-man-_JM,NA,NA,NA,NA,NA,#483835280,NA,NA,Bell,NA,Star,Integral,NA,2.74 kg,NA,Dorado brillante
1242, Cascos De Moto Y Deportes De Motor Vega 92-388201 ,55.509,NA,0,100,6,9.252,NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/IMPOGLOBAL.COM,https://articulo.mercadolibre.cl/MLC-486325130-cascos-de-moto-y-deportes-de-motor-vega-92-388201-_JM,NA,NA,NA,NA,NA,#486325130,NA,NA,Vega,NA,NA,NA,NA,NA,Rebatible,NA
1243, Casco Del Motor Cara Abierta Capacete Racing Motocicleta ,10.603,NA,0,2,12,884,NA,NA,NA,NA,NA,NA,https://perfil.mercadolibre.cl/CASAFELIZCL,https://articulo.mercadolibre.cl/MLC-493622500-casco-del-motor-cara-abierta-capacete-racing-motocicleta-_JM,NA,NA,NA,NA,NA,#493622500,NA,NA,Jiekai,NA,NA,Abierto,NA,NA,NA,NA
1244, Casco Moto Fly Elite Rockstar Negro Mate/carbón/amarillo L ,226.111,NA,0,100,6,37.685,NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/2EBOX,https://articulo.mercadolibre.cl/MLC-485332965-casco-de-moto-ls2-arrow-carbon-cara-completa-negro-x-small-_JM,NA,NA,NA,NA,NA,#485332965,NA,NA,LS2,NA,NA,Integral,NA,2.06 kg,NA,Carbón
1245, Cascos De Moto Y Deportes De Motor Kask Whe00036.210 ,183.852,NA,0,NA,6,30.642,NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/IMPOGLOBAL.COM,https://articulo.mercadolibre.cl/MLC-486326600-cascos-de-moto-y-deportes-de-motor-kask-whe00036210-_JM,NA,NA,NA,NA,NA,#486326600,NA,NA,NA,NA,NA,NA,NA,NA,Rebatible,NA
1246, Visor De Casco De Motocicleta De Cara Completa Para Agv K3sv ,6.235,NA,0,9,12,520,NA,NA,NA,NA,NA,NA,https://perfil.mercadolibre.cl/CARMOTORSPORTSCL,https://articulo.mercadolibre.cl/MLC-471932680-visor-de-casco-de-motocicleta-de-cara-completa-para-agv-k3sv-_JM,NA,NA,NA,NA,NA,#471932680,NA,NA,AGV,K-3 SV,K-3 SV,NA,NA,NA,NA,NA
1247, Accesorios Motocicleta Titular Casco Percha Estante Chaqueta ,116.91,NA,0,1,6,19.485,NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/DUNLOPCHILE,https://articulo.mercadolibre.cl/MLC-495697542-casco-moto-fly-elite-rockstar-negro-matecarbonamarillo-l-_JM?searchVariation=39884302856,NA,NA,NA,NA,NA,#495697542,Negro,NA,Fly,NA,Elite,Integral,NA,NA,NA,NA
1248, Carreras Carretera Casco Motocicleta Y Moto Suciedad Bicicle ,12.341,NA,0,200,12,1.028,NA,NA,NA,NA,NA,NA,https://perfil.mercadolibre.cl/LANDIDYCL,https://articulo.mercadolibre.cl/MLC-494311961-carreras-carretera-casco-motocicleta-y-moto-suciedad-bicicle-_JM,NA,NA,NA,NA,NA,#494311961,NA,NA,No Brand,NA,NA,Abierto,NA,NA,NA,NA
1249," Cascos De Moto Y Deportes De Motor Hld3001 Black, Xs ",213.876,NA,0,NA,6,35.646,NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/IMPOGLOBAL.COM,https://articulo.mercadolibre.cl/MLC-486331479-cascos-de-moto-y-deportes-de-motor-hld3001-black-xs-_JM,NA,NA,NA,NA,NA,#486331479,NA,NA,NA,NA,NA,NA,NA,NA,Rebatible,NA
1250, Carreras Desmontable De La Motocicleta Casco Protector Cara ,3.633,NA,0,29,12,303,NA,NA,NA,NA,NA,NA,https://perfil.mercadolibre.cl/HOMEGARDENTOYSCL,https://articulo.mercadolibre.cl/MLC-469445068-accesorios-motocicleta-titular-casco-percha-estante-chaqueta-_JM,NA,NA,NA,NA,NA,#469445068,NA,NA,NA,NA,NA,NA,NA,NA,Integral,NA
