search_position,name,curr_price,orig_price,num_sold,in_stock,num_installments,amt_installments,arrival_time,shipping,free_return,free_return_info,review_avg,num_reviews,seller_link,product_link,five_star,four_star,three_star,two_star,one_star,item_id,color,size,Marca,Modelo,Tipo de casco,Tipo de visor,Materiales del interior,Materiales del exterior,Edad,Género,Línea,Peso,Usos recomendados,Modelo alfanumérico
1124, Casco Schuberth E1 Matt Black Bamp Group ,54585,NA,"
			
				Nuevo
			
			
				
					 - 
				
				1
				vendido
			
		",(2 disponibles),12 cuotas,NA,NA,Envío gratis a todo el país,Devolución gratis,Tenés 30 días desde que lo recibís,5.0,1,https://perfil.mercadolibre.com.ar/BAMPGROUP,https://articulo.mercadolibre.com.ar/MLA-693614798-casco-schuberth-e1-matt-black-bamp-group-_JM?searchVariation=24072197812,NA,NA,NA,NA,NA,#693614798,Negro,"M,XL",Schuberth,E1,Rebatible,NA,NA,NA,NA,NA,E1,NA,NA,NA
1125, Burbuja Lente Original Bell Custom 500 Retro Riderpro ,2499,NA,"
			
				Nuevo
			
			
				
					 - 
				
				10
				vendidos
			
		",(4 disponibles),12 cuotas,NA,NA,Llega gratis hoy,Devolución gratis,Tenés 30 días desde que lo recibís,NA,NA,https://perfil.mercadolibre.com.ar/RIDER-PRO,https://articulo.mercadolibre.com.ar/MLA-625247901-burbuja-lente-original-bell-custom-500-retro-riderpro-_JM?searchVariation=40163849295,NA,NA,NA,NA,NA,#625247901,Gris oscuro,UNICO,Bell,Custom 500,custom,Simple,NA,Policarbonato,Adultos,Unisex,Abierto,NA,NA,NA
1126, Casco Abierto Givi Stark 10.4 Negro Mate Oficial Givi Italia ,4969,NA,"
			
				Nuevo
			
			
				
					 - 
				
				12
				vendidos
			
		",(1 disponibles),12 cuotas,NA,NA,Llega gratis hoy,Devolución gratis,Tenés 30 días desde que lo recibís,5.0,2,https://perfil.mercadolibre.com.ar/SUZUKI+QUILMES,https://articulo.mercadolibre.com.ar/MLA-710467418-casco-abierto-givi-stark-104-negro-mate-oficial-givi-italia-_JM?searchVariation=27809995125,NA,NA,NA,NA,NA,#710467418,Negro mate,M2,AGV,OF570 Verso Negro Mate,Abierto,NA,NA,KPA,NA,NA,Abierto,970 g,NA,570
1127, Casco Moto Hawk Rs1 F Integral Sophie Negro Tienda Oficial ,1990,NA,"
			
			
				
				40
				vendidos
			
		",(283 disponibles),12 cuotas,NA,NA,Llega gratis hoy,Devolución gratis,Tenés 30 días desde que lo recibís,4.5,314,https://perfil.mercadolibre.com.ar/HAWK+HELMETS?brandId=1746,https://click1.mercadolibre.com.ar/mclics/clicks/external/MLA/count?a=TjyUUfEOze1kG7uZxTTsoKzqFtb43COWGLJCqU3dxGgUnpeeaykBIBLXOKRF%2FgPwhrFsXR2BHFvmrOXfIwJPRyvrmEaniv8Gwk0oVLB9iI3hVy1FxXZA5G0a5T6iPrQWw9OOs4i9bmHbFqzH8IKYgPJtER6aCv8%2FczDhih82Ci4avU9tTX8ZU5rDk1u3T2pCk4%2FqBjtlieYOQWeoJuBnxSFrFOx5Ur5ygMfH%2BRxqKF59DzQBjJuWeRtoOpIsCpEPXtOWH4tz1Mx5Wao7JELOmyWU%2BNGzvZ4Ak1B96%2Fl41N3jOyCeSaVpC0gyzNhAP3Y20mdiqfAQJDJx%2BS%2BEzFUMQ0vOT8B3EmNSEkRQyUIutW4AoEuntTV4vtFk2MslKjMSiTZJFkQPDPD5Ig73Ow0tL%2FtdMVucVZcJSVIrkFWvKcmmwQKWADAHP0pt1PmOTQaY9p2XGRT71R8f4%2BXsdyS97BP%2FunJo633ST4lLefWmBFpUo7S8nTQAhSz55LW92%2Bw0KGcoCzVTTNGkFv1J2MMGjBxZ2csrU3Pb9os51DPnCgR0XxQ4Ul0cmWJyMrSOBS%2F7e5w52I7nBmN3mRSDj2z%2FS05i9NvXFrYyO3NdhYLwzNsqzHde9SG8Hfc2gGR7wwBfo1PRl4nhmtOvu9nBQQOUinDL8cM9dL6XLzm1YI54CCX0qyK51bL0EdkIdDO4oiXdF1rfwhtsYhupqWMMsCmCPvQmLlVAdQgm5ahZGfFQl00Abx70%2BGdCH5ftdn68e926iyAn5r88UImXCr0TxLteFi8s5QjCw%2Fv3a9X4TO5DyFp3tkEwXfHJkiMmM773M%2FVWkC752EpYhlNQgptGAZbuq8LyrO%2Bhl0tI%2Bzlakn5WGTYrSQg%2FzZTLN8WuCJv60YTOOxA0tGYiiPeEttfqQ7J5Rjpxt4qb%2BfjeFvW1wcuOWVZuKJhdX8dJRg97FJhJLcbn0r9e0%2BtLwDlPdZ84%2FMNw8c1VMFEXJvim9%2BAladqkUaTX7wZuyZYEzkGj6Sg6nHWIPYJAsYl2Y5nbSteCHpxvign9ldX4dFMswIn%2BzFv2NrKoZ9lpCc6u9WVw3qtsana2jwx6cJsM74o8TdlaaAEPZEo8Pa8IF8wjUVJx3JFJ5rrp%2BSz8dqxRrKpx8F2n2ekI%2B1%2BePIhGACXIctLCZnB%2Bm%2BJfDBHMM%2FCOvq4Ad0ocMjutF10OZzg2nprXYgKAnLzz5Re7i0pFa7SAEoNHJTZWFlv4uKl58AyhPzdwSsK9jzrUc2rS4uOHyj0VsOhKtF9%2BWSGZCi5XD3QrQ7uRjyT2HfrrwpfcyfGJPMzCJLQsRDv9GrSr%2FZ5r80yG04SjA8eCM45VR0u48OHpTiatSXVm0Xu1g%2Bn%2Fcpzz6lOWNzXhFmYBzG9MKC%2FNsdpoOi3UF5vDPugTpXkL4C52t5cP2Lbd3uJ%2FIPaUfkf8xzk4Rv3NNCrzcoyQbyz%2Bqm75BwbZrilqv7FujyNa5V6yNW9C7Chx4niNEGI341GwZNvwRRPfl%2FgwlbzAJTl3lerRFIUNrP%2Fppj0IS1KBWfUSNvBC2QEY5ykbkcF5c2gjZbNAhk4BuXn30xgpp5TC2DaGktZbQqh3w1%2BHe36Gu1h612zvYWhRh%2BwbCAePFsXHT5w1C3mTx85i2mW2qME%2BhBYUwzEnR9FzNz5yL5SfA94uP0SV1qfI3vnHFvtMLuYNItJuk2zUAz2PdT%2FThqjEd5ekxO1F07%2B9I%2BbcWOQInAAmt9%2FfXeUiPSIQ2JF9mgrXbAh3VFQB%2FRtU0CUeosDsX7T3jkHUSJJSaccZ2gEtHS%2FwDi9WxwwAJQ9IdlTa97pWDFnxC%2B3PNgZF6bDNB4fjp7Rl1GZJnyzY9BZXhAsn7DWXPkE9FDKR6w9An7%2BZIy1mwjAeB5eteQGP6UK2U%2FAY3P6OnuCvZw%3D%3D,211,66,32,4,1,#786125540,SOPHIE N,"L,M,S,XL,S,M,L,XL",Hawk,RS1 F,Integral,Simple,Cuero sintético,ABS,Adultos,Unisex,NA,NA,NA,NA
1128, Casco Integral Ls2 Ff 352 Rookie Fire 2019 Single Mono Fas ,4490,6286,"
			
				Nuevo
			
			
				
					 - 
				
				46
				vendidos
			
		",(7 disponibles),12 cuotas,NA,NA,Llega gratis hoy,Devolución gratis,Tenés 30 días desde que lo recibís,4.8,13,https://perfil.mercadolibre.com.ar/FASMOTOS00,https://articulo.mercadolibre.com.ar/MLA-662712572-casco-integral-ls2-ff-352-rookie-fire-2019-single-mono-fas-_JM?searchVariation=38606718209,12,0,1,0,0,#662712572,,"S,M,L,XL",LS2,352 Rookie Touring,Integral,NA,Resina termoplástica,Policarbonato,NA,NA,Integral,1300 g,Road,352 Rookie Touring
1129, Casco Motocross Enduro Max Jump Red 325 - 2018 Premium ,4957,NA,"
			
				Nuevo
			
			
				
					 - 
				
				9
				vendidos
			
		",(183 disponibles),12 cuotas,NA,NA,Llega gratis hoy,Devolución gratis,Tenés 30 días desde que lo recibís,4.0,2,https://perfil.mercadolibre.com.ar/WSTANDARD+GROUP,https://articulo.mercadolibre.com.ar/MLA-696208760-casco-motocross-enduro-max-jump-red-325-2018-premium-_JM?searchVariation=36719713235,NA,NA,NA,NA,NA,#696208760,Rojo,"S,M,L,XL,XXL",Max,MAX,Cross,NA,NA,ABS,NA,NA,CROSS,NA,NA,NA
1130, Casco Bell Star Tricomposite Mips Negro Mate Pista Fas Motos ,29993,41990,"
			
				Nuevo
			
			
				
					 - 
				
				6
				vendidos
			
		",(2 disponibles),12 cuotas,NA,NA,Llega gratis hoy,Devolución gratis,Tenés 30 días desde que lo recibís,4.4,37,https://perfil.mercadolibre.com.ar/FASMOTOS00,https://articulo.mercadolibre.com.ar/MLA-619622365-casco-bell-star-tricomposite-mips-negro-mate-pista-fas-motos-_JM?searchVariation=24669828618,22,12,1,1,1,#619622365,Negro mate,"L,XL",Bell,Star,Integral,NA,NA,fibra aramida + fibra de vidrio y de fibra de carbono,NA,NA,Integral,NA,NA,NA
1131, Casco Airflow Metropolis Ls2 Of 562 Metropolis Nuevo Modelo ,4690,NA,"
			
				Nuevo
			
			
				
					 - 
				
				3
				vendidos
			
		",(5 disponibles),12 cuotas,NA,NA,Llega gratis hoy,Devolución gratis,Tenés 30 días desde que lo recibís,NA,NA,https://perfil.mercadolibre.com.ar/LOQUIEROYA-TIENDA,https://articulo.mercadolibre.com.ar/MLA-781347968-casco-airflow-metropolis-ls2-of-562-metropolis-nuevo-modelo-_JM?searchVariation=35327310047,NA,NA,NA,NA,NA,#781347968,Negro/Amarillo,"M,L",LS2,Airflow,Abierto,Simple,Poliestireno,Policarbonato,Adultos,Unisex,562,NA,NA,NA
1132, Casco Integral Agv K5 Thorn 46 Doble Visor Pista Cuotas ,22492,33738,"
			
				Nuevo
			
			
				
					 - 
				
				1
				vendido
			
		",(12 disponibles),6 cuotas sin interés,NA,NA,Llega gratis hoy,Devolución gratis,Tenés 30 días desde que lo recibís,4.7,16,https://perfil.mercadolibre.com.ar/STIMOTOS2008,https://articulo.mercadolibre.com.ar/MLA-745093944-casco-integral-agv-k5-thorn-46-doble-visor-pista-cuotas-_JM?searchVariation=39392020201,11,5,0,0,0,#745093944,Negro/Blanco/Amarillo,"Amarillo,L,XL,XXL,MS",AGV,K-5,Integral,NA,NA,NA,NA,NA,Integral,NA,NA,NA
1133, Casco Fox V1 Race Helmet Ece Naranja Enduro Cross Top Racing ,8147,NA,"
			
				Nuevo
			
			
				
					 - 
				
				2
				vendidos
			
		",(17 disponibles),12 cuotas,NA,NA,Llega gratis hoy,Devolución gratis,Tenés 30 días desde que lo recibís,NA,NA,https://perfil.mercadolibre.com.ar/TOP-RACING,https://articulo.mercadolibre.com.ar/MLA-729252856-casco-fox-v1-race-helmet-ece-naranja-enduro-cross-top-racing-_JM?searchVariation=32508185065,NA,NA,NA,NA,NA,#729252856,Naranja/Negro,NA,Fox,Race,Cross,NA,NA,ABS,NA,NA,V1,NA,NA,NA
1134, Casco Agv K5 S Magnitude Amarillo Pinlock - Cuotas Fas Motos ,22172,NA,"
			
				Nuevo
			
			
				
					 - 
				
				1
				vendido
			
		",(1 disponibles),6 cuotas sin interés,NA,NA,Llega gratis hoy,Devolución gratis,Tenés 30 días desde que lo recibís,5.0,2,https://perfil.mercadolibre.com.ar/FASMOTOS00,https://articulo.mercadolibre.com.ar/MLA-753801592-casco-agv-k5-s-magnitude-amarillo-pinlock-cuotas-fas-motos-_JM?searchVariation=28804612711,NA,NA,NA,NA,NA,#753801592,Amarillo,,AGV,K5,Integral,Simple,Resina termoplástica,Resina,Adultos,Unisex,Integral,NA,Urbano,210041A
1135, Casco Cross Just 1 Pro Rave Amarillo Negro Blanco Top Racing ,6449,NA,"
			
				Nuevo
			
			
				
					 - 
				
				5
				vendidos
			
		",(3 disponibles),12 cuotas,NA,NA,Llega gratis hoy,Devolución gratis,Tenés 30 días desde que lo recibís,4.0,1,https://perfil.mercadolibre.com.ar/TOP-RACING,https://articulo.mercadolibre.com.ar/MLA-668595396-casco-cross-just-1-pro-rave-amarillo-negro-blanco-top-racing-_JM?searchVariation=25656986032,NA,NA,NA,NA,NA,#668595396,Amarillo - negro,M,Just1,Pro Rave,Cross,NA,NA,ABS,NA,NA,NA,NA,NA,NA
1136, Casco Moto Hawk Rs9 Abierto Army Verde Mat Visor Devotobikes ,2361,2999,"
			
				Nuevo
			
			
				
					 - 
				
				50
				vendidos
			
		",(99976 disponibles),12 cuotas,NA,NA,Llega gratis hoy,Devolución gratis,Tenés 30 días desde que lo recibís,4.6,194,https://perfil.mercadolibre.com.ar/DEVOTOBIKES,https://articulo.mercadolibre.com.ar/MLA-740548589-casco-moto-hawk-rs9-abierto-army-verde-mat-visor-devotobikes-_JM?searchVariation=26098300313,135,41,14,2,2,#740548589,Verde mate,"XL 62CM,L 60CM,M - 58 cm,S 56CM",Hawk,Army,Abierto,NA,Cuero sintético,Laca Tricapa,NA,NA,rs9,NA,Urbana,NA
1137, Casco Halcon Hawk Rs5 Vector Doble Visor Rebatible Cuotas ,3759,NA,"
			
				Nuevo
			
			
				
					 - 
				
				8
				vendidos
			
		",(950 disponibles),6 cuotas sin interés,NA,NA,Llega gratis hoy,Devolución gratis,Tenés 30 días desde que lo recibís,4.4,1009,https://perfil.mercadolibre.com.ar/MOTO+DELTA,https://articulo.mercadolibre.com.ar/MLA-752481490-casco-halcon-hawk-rs5-vector-doble-visor-rebatible-cuotas-_JM?searchVariation=28523620065,617,271,79,27,15,#752481490,. - .,.,Hawk,RS5 Vector,Rebatible,NA,NA,Policarbonato,NA,NA,Vector,NA,NA,NA
1138, Casco Shoei Gt-air Pendulum Carbon Oficialstore Motodelta ,43082,NA,"
			
				Nuevo
			
			
				
					 - 
				
				3
				vendidos
			
		",(2 disponibles),12 cuotas,NA,NA,Llega gratis hoy,Devolución gratis,Tenés 30 días desde que lo recibís,4.7,9,https://perfil.mercadolibre.com.ar/MOTO+DELTA,https://articulo.mercadolibre.com.ar/MLA-729470243-casco-shoei-gt-air-pendulum-carbon-oficialstore-motodelta-_JM?searchVariation=28503723581,7,1,1,0,0,#729470243,. - .,.,Shoei,pendulum,Integral,NA,NA,Fibra de carbono,NA,NA,gt-air,NA,NA,NA
1139, Casco Vertigo Jet Vintage Maya History 2 Abierto Retro Gtia ,2689,NA,"
			
				Nuevo
			
			
				
					 - 
				
				6
				vendidos
			
		",(1 disponibles),6 cuotas sin interés,NA,NA,Llega gratis hoy,Devolución gratis,Tenés 30 días desde que lo recibís,4.5,105,https://perfil.mercadolibre.com.ar/OPENFACTORY,https://articulo.mercadolibre.com.ar/MLA-773470512-casco-vertigo-jet-vintage-maya-history-2-abierto-retro-gtia-_JM?searchVariation=33585581974,70,28,2,2,3,#773470512,Beige Mate - Maya - -,"L - CMOF1065BE1L,M - CMOF1065MBE1M,L - CMOF1065MBE1L",Vértigo,Jet Vintage Maya - History,Abierto,NA,NA,NA,NA,NA,NA,NA,NA,NA
1140, Casco Abierto Ls2 560 Trip White Blanco Visor - Um ,4990,NA,"
			
				Nuevo
			
			
				
					 - 
				
				23
				vendidos
			
		",(15 disponibles),12 cuotas,NA,NA,Llega gratis hoy,Devolución gratis,Tenés 30 días desde que lo recibís,4.7,9,https://perfil.mercadolibre.com.ar/URQUIZA+MOTOS,https://articulo.mercadolibre.com.ar/MLA-605609559-casco-abierto-ls2-560-trip-white-blanco-visor-um-_JM?searchVariation=21071769165,6,3,0,0,0,#605609559,Blanco,"XS,S,M,L,XL",LS2,Trip,Abierto,NA,NA,ABS,NA,NA,Rocket II,1050 g,NA,NA
1141, Casco Integral Airoh Storm Starter Rojo - Sti Motos ,8999,13499,"
			
				Nuevo
			
			
				
					 - 
				
				3
				vendidos
			
		",(19 disponibles),12 cuotas,NA,NA,Llega gratis hoy,Devolución gratis,Tenés 30 días desde que lo recibís,NA,NA,https://perfil.mercadolibre.com.ar/STIMOTOS2008,https://articulo.mercadolibre.com.ar/MLA-729692116-casco-integral-airoh-storm-starter-rojo-sti-motos-_JM?searchVariation=32559171058,NA,NA,NA,NA,NA,#729692116,Rojo - negro,"S,M,L,XL,XXL",Airoh,Starter,Integral,Doble,Dry Confort,HRT,Adultos,Unisex,Storm,1420 g,NA,NA
1142, Casco Integral Halcon H57 Modelo Nuevo Motos Miguel ,1104,NA,"
			
				Nuevo
			
			
				
					 - 
				
				61
				vendidos
			
		",(91 disponibles),6 cuotas sin interés,NA,NA,Llega hoy,Devolución gratis,Tenés 30 días desde que lo recibís,4.4,298,https://perfil.mercadolibre.com.ar/MM+REPUESTOS,https://articulo.mercadolibre.com.ar/MLA-617951326-casco-integral-halcon-h57-modelo-nuevo-motos-miguel-_JM?searchVariation=32647714801,185,66,33,11,2,#617951326,Negro,NA,Halcon,H57,Integral,Simple,Resina termoplástica,No aplica,Adultos,Unisex,H57,NA,NA,H57
1143, Casco Niños Homologado Halcon H5 Kids ¡delivery Gratis! ,860,NA,"
			
				Nuevo
			
			
				
					 - 
				
				7
				vendidos
			
		",(1 disponibles),12 cuotas,NA,NA,Llega hoy,Devolución gratis,Tenés 30 días desde que lo recibís,4.7,46,https://perfil.mercadolibre.com.ar/OTRANTO-MOTORSPORTS,https://articulo.mercadolibre.com.ar/MLA-735778425-casco-ninos-homologado-halcon-h5-kids-delivery-gratis-_JM?searchVariation=35743025893,36,7,3,0,0,#735778425,"Azul,Negro","XXS,XS",Halcon,H5 Kids,Integral,NA,NA,NA,NA,NA,H5,NA,NA,NA
1144, Casco Moto Hawk Rs9 Abierto Visor Tienda Oficial ,2465,NA,"
			
			
				
				4
				vendidos
			
		",(291 disponibles),12 cuotas,NA,NA,Llega gratis hoy,Devolución gratis,Tenés 30 días desde que lo recibís,4.6,194,https://perfil.mercadolibre.com.ar/HAWK+HELMETS?brandId=1746,https://articulo.mercadolibre.com.ar/MLA-777130856-casco-moto-hawk-rs9-abierto-visor-tienda-oficial-_JM?searchVariation=34479541268,135,41,14,2,2,#777130856,,"S,M,L,XL",Hawk,RS9,Abierto con Visera,Simple,Cuero sintético,ABS,Adultos,Unisex,NA,NA,Urbana,NA
1145, Casco Rebatible Caberg Duke Doble Visor Negro Y Blanco Moto ,7750,9687,"
			
				Nuevo
			
			
				
					 - 
				
				14
				vendidos
			
		",(17 disponibles),12 cuotas,NA,NA,Llega gratis mañana,Devolución gratis,Tenés 30 días desde que lo recibís,5.0,2,https://perfil.mercadolibre.com.ar/CICLOFOX,https://articulo.mercadolibre.com.ar/MLA-691714860-casco-rebatible-caberg-duke-doble-visor-negro-y-blanco-moto-_JM?searchVariation=32926537891,NA,NA,NA,NA,NA,#691714860,Negro,NA,Caberg,Duke,Rebatible,NA,NA,Policarbonato,NA,NA,Rebatible,NA,NA,NA
1146, Casco Integral Ls2 Ff 352 Mono Negro Mate En Xero Racing ,4349,NA,"
			
				Nuevo
			
			
				
					 - 
				
				6
				vendidos
			
		",(1 disponibles),6 cuotas sin interés,NA,NA,Llega gratis hoy,Devolución gratis,Tenés 30 días desde que lo recibís,NA,NA,https://perfil.mercadolibre.com.ar/XERORACING,https://articulo.mercadolibre.com.ar/MLA-616724612-casco-integral-ls2-ff-352-mono-negro-mate-en-xero-racing-_JM?searchVariation=37489713213,NA,NA,NA,NA,NA,#616724612,Talle,XL,LS2,F 352,Integral,NA,NA,Policarbonato,NA,NA,Basic,NA,NA,FF352
1147, Casco Motocross Enduro Hawk Zx7 Premium Motos Miguel ,5870,NA,"
			
				Nuevo
			
			
				
					 - 
				
				5
				vendidos
			
		",(7 disponibles),6 cuotas sin interés,NA,NA,Llega gratis hoy,Devolución gratis,Tenés 30 días desde que lo recibís,4.5,13,https://perfil.mercadolibre.com.ar/MM+REPUESTOS,https://articulo.mercadolibre.com.ar/MLA-719704331-casco-motocross-enduro-hawk-zx7-premium-motos-miguel-_JM?searchVariation=26863789996,9,3,0,0,1,#719704331,Azul - BLANCO,"S,M,L,XL",Hawk,ZX7,ENDURO,Simple,Resina termoplástica,HPTT,Adultos,Unisex,MOTOCROS,NA,NA,NA
1148, Casco Integral Doble Visor Ls2 Ff 397 Vector Rpm-1240 ,10390,NA,"
			
				Nuevo
			
			
				
					 - 
				
				8
				vendidos
			
		",(12 disponibles),12 cuotas,NA,NA,Llega gratis hoy,Devolución gratis,Tenés 30 días desde que lo recibís,5.0,1,https://perfil.mercadolibre.com.ar/RPM-1240,https://articulo.mercadolibre.com.ar/MLA-711551972-casco-integral-doble-visor-ls2-ff-397-vector-rpm-1240-_JM?searchVariation=25951120693,NA,NA,NA,NA,NA,#711551972,Negro - negro,s m l xl,LS2,Single,Integral,Doble,NA,Resina,Adultos,Unisex,Vector,NA,NA,NA
1149, Casco Agv Fluid Abierto Con Lentes Doble Visor Calidad Wagne ,8971,NA,"
			
				Nuevo
			
			
				
					 - 
				
				13
				vendidos
			
		",(1988 disponibles),6 cuotas sin interés,NA,NA,Llega gratis hoy,Devolución gratis,Tenés 30 días desde que lo recibís,NA,NA,https://perfil.mercadolibre.com.ar/WAGNER-HERMANOS,https://articulo.mercadolibre.com.ar/MLA-686025260-casco-agv-fluid-abierto-con-lentes-doble-visor-calidad-wagne-_JM?searchVariation=25064803668,NA,NA,NA,NA,NA,#686025260,Negro,"XL, L, M",AGV,Fluid abierto con lentes,Abierto,NA,Termoplástico inyectado,Policarbonato,NA,NA,Abierto,NA,Calle,NA
1150, Casco Moto Vertigo Hoken + Guantes + Mascara Regalo - 12cuo ,2498,2873,"
			
				Nuevo
			
			
				
					 - 
				
				4
				vendidos
			
		",(1106 disponibles),18 cuotas sin interés,NA,NA,Llega gratis hoy,Devolución gratis,Tenés 30 días desde que lo recibís,4.2,6,https://perfil.mercadolibre.com.ar/STIAHORA12,https://articulo.mercadolibre.com.ar/MLA-801883587-casco-moto-vertigo-hoken-guantes-mascara-regalo-12cuo-_JM?searchVariation=40656508587,3,1,2,0,0,#801883587,Negro,"XS,S,M,L,XL",Vértigo,Hoken,Integral,Simple,Set Poliester,ABS,Adultos,Unisex,NA,NA,NA,NA
1151, Casco Integral Ls2 352 Fan Hi-vis Amarillo Garage - Um ,4490,NA,"
			
				Nuevo
			
			
				
					 - 
				
				4
				vendidos
			
		",(4 disponibles),12 cuotas,NA,NA,Llega gratis hoy,Devolución gratis,Tenés 30 días desde que lo recibís,NA,NA,https://perfil.mercadolibre.com.ar/URQUIZA+MOTOS,https://articulo.mercadolibre.com.ar/MLA-651366422-casco-integral-ls2-352-fan-hi-vis-amarillo-garage-um-_JM?searchVariation=21330299477,NA,NA,NA,NA,NA,#651366422,Amarillo,"M,L,XL",LS2,Ff 352,Integral,NA,NA,NA,NA,NA,integral,NA,NA,NA
1152, Casco Moto Ls2 353 Rapid Mujer Poppies Blanco Rosa Damas Fas ,5490,7686,"
			
				Nuevo
			
			
				
					 - 
				
				66
				vendidos
			
		",(2 disponibles),12 cuotas,NA,NA,Llega gratis hoy,Devolución gratis,Tenés 30 días desde que lo recibís,4.9,10,https://perfil.mercadolibre.com.ar/FASMOTOS00,https://articulo.mercadolibre.com.ar/MLA-659941561-casco-moto-ls2-353-rapid-mujer-poppies-blanco-rosa-damas-fas-_JM?searchVariation=27954595974,9,1,0,0,0,#659941561,Blanco,M,LS2,Rapid,Integral,NA,Resina termoplástica,Policarbonato,NA,NA,Integral,NA,Road,FF353
1153, Casco Cross Doble Visor Acerbis Flip Fs 606 Enduro Fas Motos ,8459,11842,"
			
				Nuevo
			
			
				
					 - 
				
				2
				vendidos
			
		",(3 disponibles),12 cuotas,NA,NA,Llega gratis hoy,Devolución gratis,Tenés 30 días desde que lo recibís,4.9,8,https://perfil.mercadolibre.com.ar/FASMOTOS00,https://articulo.mercadolibre.com.ar/MLA-770905674-casco-cross-doble-visor-acerbis-flip-fs-606-enduro-fas-motos-_JM?searchVariation=33003650521,7,1,0,0,0,#770905674,,"S,M,XXL",Acerbis,FLIP 606,Cross,NA,NA,NA,NA,NA,NA,1560 g,NA,NA
1154, Casco Integral Con Anteojos Sol Max V127 Pro Street + Visor ,3799,NA,"
			
				Nuevo
			
			
				
					 - 
				
				4
				vendidos
			
		",(155 disponibles),12 cuotas,NA,NA,Llega gratis hoy,Devolución gratis,Tenés 30 días desde que lo recibís,4.8,46,https://perfil.mercadolibre.com.ar/WSTANDARD+GROUP,https://articulo.mercadolibre.com.ar/MLA-774268561-casco-integral-con-anteojos-sol-max-v127-pro-street-visor-_JM?searchVariation=33762860558,37,8,0,0,0,#774268561,Rojo y Blanco,"S,M,L,XL",Max,V127,INTEGRAL DOBLE VISOR,NA,NA,NA,NA,NA,NA,NA,NA,NA
1155, Casco Agv K5 Magnitude Gris Pinlock Cuotas Fas Motos ,22172,NA,"
			
				Nuevo
			
			
				
					 - 
				
				2
				vendidos
			
		",(2 disponibles),6 cuotas sin interés,NA,NA,Llega gratis hoy,Devolución gratis,Tenés 30 días desde que lo recibís,5.0,2,https://perfil.mercadolibre.com.ar/FASMOTOS00,https://articulo.mercadolibre.com.ar/MLA-755382467-casco-agv-k5-magnitude-gris-pinlock-cuotas-fas-motos-_JM?searchVariation=29413878060,NA,NA,NA,NA,NA,#755382467,Negro,,AGV,Magnitude,Integral,Simple,Resina termoplástica,Resina,Adultos,Unisex,K-5 S,NA,NA,NA
1156, Casco Moto Motocross Zeus Gj 901 Naranja Enduro Calle ,3849,4890,"
			
				Nuevo
			
			
				
					 - 
				
				9
				vendidos
			
		",(1 disponibles),12 cuotas,NA,NA,Llega gratis hoy,Devolución gratis,Tenés 30 días desde que lo recibís,NA,NA,https://perfil.mercadolibre.com.ar/SUZUKI+QUILMES,https://articulo.mercadolibre.com.ar/MLA-783569935-casco-moto-motocross-zeus-gj-901-naranja-enduro-calle-_JM?searchVariation=35932699638,NA,NA,NA,NA,NA,#783569935,NA,S,Zeus,Gj 901,Cross,NA,NA,NA,NA,NA,NA,NA,NA,NA
1157, Casco Ls2 Integral Ff 353 Rapid Liviano 2019 El Conde Motos ,4990,NA,"
			
				Nuevo
			
			
				
					 - 
				
				20
				vendidos
			
		",(4 disponibles),12 cuotas,NA,NA,Llega gratis hoy,Devolución gratis,Tenés 30 días desde que lo recibís,4.5,33,https://perfil.mercadolibre.com.ar/ELCONDE+MOTOS,https://articulo.mercadolibre.com.ar/MLA-664506534-casco-ls2-integral-ff-353-rapid-liviano-2019-el-conde-motos-_JM?searchVariation=21308277147,20,10,3,0,0,#664506534,Negro mate,XL,LS2,FF353,Integral,Simple,ABS,Policarbonato,NA,NA,Integral,NA,NA,FF353
1158, Casco Rebatible Mac By Ls2 Fenix Blanco Brillante Oferta!!! ,4690,NA,"
			
				Nuevo
			
			
				
					 - 
				
				14
				vendidos
			
		",(5 disponibles),12 cuotas,NA,NA,Llega gratis hoy,Devolución gratis,Tenés 30 días desde que lo recibís,4.3,21,https://perfil.mercadolibre.com.ar/ARGENMOTOS,https://articulo.mercadolibre.com.ar/MLA-734482862-casco-rebatible-mac-by-ls2-fenix-blanco-brillante-oferta-_JM?searchVariation=25115456766,11,6,2,0,1,#734482862,Blanco,"S,M,L,XL",LS2,Fénix,Rebatible,Doble,Acolchonado,ABS,Adultos,Unisex,REBATIBLE,NA,NA,NA
1159, Casco Integral Bell Qualifier Negro Mate Pista - Um ,7260,NA,"
			
				Nuevo
			
			
				
					 - 
				
				19
				vendidos
			
		",(2 disponibles),12 cuotas,NA,NA,Llega gratis hoy,Devolución gratis,Tenés 30 días desde que lo recibís,5.0,1,https://perfil.mercadolibre.com.ar/URQUIZA+MOTOS,https://articulo.mercadolibre.com.ar/MLA-697973183-casco-integral-bell-qualifier-negro-mate-pista-um-_JM?searchVariation=23312308708,NA,NA,NA,NA,NA,#697973183,Negro mate,"XL,2XL",Bell,Solid,Integral,NA,NA,Policarbonato,NA,NA,Qualifier,NA,NA,NA
