search_position,name,curr_price,orig_price,num_sold,in_stock,num_installments,amt_installments,arrival_time,shipping,free_return,free_return_info,review_avg,num_reviews,seller_link,product_link,five_star,four_star,three_star,two_star,one_star,item_id,color,size,Marca,Linha,Modelo,Tipo de capacete,Tipo de visor,Materiais do exterior,Idade,Gênero,Materiais do interior,Peso,Tipo de fechamento,Certificado de segurança,Usos recomendados
1761, Capacete Moto Fechado Protork R8 + Viseira Fumê + Cristal ,138,NA,2,296,12x,11.58,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,4.4,2123,https://perfil.mercadolivre.com.br/AD-STORE,https://produto.mercadolivre.com.br/MLB-1257251466-capacete-moto-fechado-protork-r8-viseira-fum-cristal-_JM?searchVariation=39135136307,1407,403,181,62,70,#1257251466,"Vermelho,Amarelo,Azul,Azul-claro,Laranja,Prata,Rosa,Verde,Vermelho","56,58,60",Pro Tork,NA,R8,Integral,Simple,ABS Injetado,Adultos,Unissex,Forro Anti-Alérgico,NA,NA,NA,NA
1762, Capacete Moto San Marino Taurus Preto Fosco Tam 58 ,151,NA,3,54,12x,14.45,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,NA,NA,https://perfil.mercadolivre.com.br/MISTERAUTOBRASIL?brandId=1125,https://produto.mercadolivre.com.br/MLB-1205773417-capacete-moto-san-marino-taurus-preto-fosco-tam-58-_JM?searchVariation=34865816560,NA,NA,NA,NA,NA,#1205773417,Preto-fosco,NA,Taurus,NA,0103403PF58,Integral,NA,NA,NA,NA,NA,NA,NA,NA,NA
1763, Capacete Moto Fly F8 Preto Fosco Fechado ,109,NA,5,147,12x,9.08,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,5,1,https://perfil.mercadolivre.com.br/GRIFE_DO_CAPACETE,https://produto.mercadolivre.com.br/MLB-950508372-capacete-moto-fly-f8-preto-fosco-fechado-_JM?searchVariation=19104444683,1,0,0,0,0,#950508372,Preto,"58 - M,60 - G,56 - P",Fly,F-8,Combat,Integral,NA,ABS,NA,NA,NA,NA,NA,NA,NA
1764, Capacete Lançamento Motosky Phantom Tamanhos Até 60 ,189,NA,4,1,12x,15.75,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,4.4,2123,https://perfil.mercadolivre.com.br/JOAO-LUCIANO2006,https://produto.mercadolivre.com.br/MLB-960045448-capacete-lancamento-motosky-phantom-tamanhos-ate-60-_JM?searchVariation=24124968533,1407,403,181,62,70,#960045448,Vermelho cinza e rosa,58 60 56,Pro Tork,2018,R8,Integral,Simple,Policarbonato,NA,NA,Poliestireno,NA,Micrométrico,Inmetro,Urbano
1765, Capacete Moto Mt Thunder 3 Slant Preto Vermelho ,599,NA,1,5,12x,49.92,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,5,1,https://perfil.mercadolivre.com.br/LEOMOTOPARTS,https://produto.mercadolivre.com.br/MLB-1027683110-capacete-moto-mt-thunder-3-slant-preto-vermelho-_JM?searchVariation=25821966031,1,0,0,0,0,#1027683110,Preto - Rojo,61-62,MT,Thunder 3,Slant,Integral,Simple,Policarbonato,Adultos,Unissex,ABS,NA,NA,NA,NA
1766, Capacete San Marino Pro Tork Masculino Feminino 56/58/60 ,70,NA,NA,84,12x,5.83,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,NA,NA,https://perfil.mercadolivre.com.br/A.T+STORE,https://click1.mercadolivre.com.br/mclics/clicks/external/MLB/count?a=ejm1VUu7VuheglrirQQ1DSC%2BpubE%2BfSVQi%2FKxBcAQIt9L3%2BxZgO%2FTBD%2Bb%2Bd8M5AI9TtnwmWk3aNmzggmMEiQswzawkUW0nizgcTg8oPWS9l9aOIooVWkRRMe6JtmI1FC1ehO%2FoTdW12KM9wvAAj%2Fl%2FBZQKFI49m%2BbIadov7tRKzwQWjJtDPDd5o9SWo8op2bUYOgkaHq4vdiLEdeM1a5kYN4G8%2FTKeM6LvG5gdwFqmVvtOPXtXrSpoix7%2F%2Bb%2FTZxVtLnFrvjO8TUN3ar%2BZ5J3JF8bCX3Hw2AR9e%2BgC3l1CBjHUUpD9C0hcAHeXKDv0q4x1Zr9zA0kVjcSdTsleaTIUp39P1pQCHFlVIN83YQ0Cx%2FNWbY301x%2FwIyOeo%2Fq6PG0U9vFXxsokyxwIUsLdAtkuKdMLRjzkC%2BX12bkaV%2BOiCeA27sPnB90bRargREbumLpVn%2BjUOJiolwdlPg16WFoOezrOQ3FXv3Ha3Qe6z%2FCPKSzuIPDu3rWGwN3MFiCehmqPbnB5WnFMFGH16UWDA8fzHAUE9M%2FnSOwqDWabQ7OTVa7EIBr1xGkjHFI4Vm9fMeWvCB8YV%2FV0xCsGyEEld1B7AQvHmBpd3zH0JDSLAA5GhXGaE4FyyRhNHPMt%2FIUjaYMjIQZnKpDqmc6U2ca1Kwp8fvy82a4x8PCGvUJY9k%2B4cCodFFAKXg6O0RL%2Fh71FuNRl0Xl4oG57Cb0QZosMDrq%2BKz4t5zGDvAhGCQsTU2%2BAtbtilPfL3zjFw6aSvxKYP7dEK%2FUkikdWam6sPS1cubfwcUXGYCv0fZ4mqmzPL2dVSqwAU8BaSOLFWEci1VQWkNQcPw8VEHMV5w2mUmWSZ9RFkhrpxmRjQOFzm5XBxcVw9RbtGWmDTxgpU24Ot2C1ESXIbsjpsI2TGR4zfN4aIjVftArRN8j%2Fdik%2FxOem37AIAtd5TwsZzY3Hv89EJZTpu5x4U027497tfYVbA5RDPKXRlLmzQ6zuTVRqB78EygnbxkPc6Tfa53NbIuIDmzYztFd6tvKvI2eTGj8TeUojb1xhTJ2cMPjAx75XB85m8hTowWsCGc0PYGWn9%2FroOWn2QUrvR1DXvIb1y25TF6nmZHDimSeKBaYAFjaS1s%2ByMQxVHOaoWRW8CYqf8cIAh49izhk206GnegzXaHip0xzlTdv81IQ8YKyLKEU9YT8gfeTofxQnTxrKKp71m3NkxTG%2FjEElYI4wlalpEz%2FCipmaYi3swheoK3ejWHRKLQXgG%2F0Fx9W1kGtdEGjIGg5czR46iVANfxojFZ1uEztzNBi3faW9hPprdzJmCyYFVZwLepH%2B7CeKIyFr1cfU%2FYfjPch%2FImHDpWYdm02agYaz6rj70vrTcarCu6Xtyvj9Cq2EkD6M53TSDFBbumMkc6x8Jc4RrGfXrEQcWiQ5aZQorY8oU5cWwogfulKyPsCoQogbgJdZP85hwjaq%2FTeuWfQok%2Bj43JjXvI3VTb2WdVf05ydcYLlr7vjSsah6Ts85bSuCqffsztbmMuoUyo5%2BO2JRq%2BApKI%2FOQIQJHTcanaxkWwcWNS2JUQxTVnRH7xmbAMF9k6WJa0imENAwL2vIhVQ95b3oJD5adMnWYXNk9UuGhQ8VWfF4H%2B8%2BOMxYa%2Fk1u7t2zAX1Xu%2Fk9jCG%2BcVBs2UXRFT2iapm5mfHlyqSu9jDPljXj07JN380U6oIVjXh%2Bo72v0clA38Jbej0%2Ft3V%2FB70ggxhCJ54RsMqu51YzC1O5wYZA1XDYJ%2BKeyGR%2FtnnJ%2FKeVCyCuvHjIEHhs%2F6nKdTqWqa1ovBlLKiEM3BE1ks74OtR4Je0IhGvPxPYJEIw4rEK56YjtHf2Wt61PK4FRemT5I820LVq25iJ%2BMmTQTz7pQaJE4O9TPJnec22tBmcfj0x9RYBN0GRogOBnCms%2FEfDtNpiGOkoNpWP621%2BCH62nTN4MJuUyX,NA,NA,NA,NA,NA,#1281297439,Preto,"56,58,60",Pro Tork,NA,Sport Moto,Integral,NA,NA,Adultos,Unissex,NA,NA,NA,NA,NA
1767, Capacete Moto Infantil Viseira Dourada New Liberty Branco ,119,NA,2,599,12x,9.92,NA,Envio para todo o país,NA,NA,4.6,1024,https://perfil.mercadolivre.com.br/SPORTBAY?brandId=721,https://produto.mercadolivre.com.br/MLB-1114395000-capacete-moto-infantil-viseira-dourada-new-liberty-branco-_JM?searchVariation=28423088120,744,190,62,11,17,#1114395000,Branco,54,Pro Tork,New Liberty,New Liberty 4 Kids,Integral,NA,NA,NA,NA,NA,NA,NA,NA,NA
1768, 2 Capacete De Moto Masculino Feminino Sm Automatico Marino ,119,NA,2,1500,12x,11.47,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,4.4,1563,https://perfil.mercadolivre.com.br/KAZZU+COMERCIO,https://produto.mercadolivre.com.br/MLB-1134493882-2-capacete-de-moto-masculino-feminino-sm-automatico-marino-_JM?searchVariation=29927006340,970,338,149,57,49,#1134493882,"Vermelho,Amarelo,Azul,Branco,Preto,Rosa,Verde,Vermelho","56,58,60",Pro Tork,Sport Moto,Sport Moto,Integral,NA,NA,NA,NA,NA,NA,NA,NA,NA
1769, Capacetes Moto Mixs Raptor Preto Fosco ,119,NA,22,17,12x,9.92,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,4,2,https://perfil.mercadolivre.com.br/KMMOTOSHOP,https://produto.mercadolivre.com.br/MLB-878579410-capacetes-moto-mixs-raptor-preto-fosco-_JM,0,2,0,0,0,#878579410,"56,58,60,62",NA,Mixs,NA,MIXS RAPTOR,Integral,Simple,casco feito em ABS de alto impacto,Adultos,Unissex,NA,NA,NA,NA,NA
1770, Capacete Moto Mt Thunder 3 Slant Preto Fosco Cinza ,599,NA,1,111,12x,49.92,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,NA,NA,https://perfil.mercadolivre.com.br/LEOMOTOPARTS,https://produto.mercadolivre.com.br/MLB-996335235-capacete-moto-mt-thunder-3-slant-preto-fosco-cinza-_JM?searchVariation=27157521342,NA,NA,NA,NA,NA,#996335235,Preto - Cinza,"59-60,61-62,57-58",MT,Thunder 3,Slant,Integral,Simple,Policarbonato,Adultos,Unissex,ABS,NA,NA,NA,NA
1771, Capacete Moto Modelo R8 Rosa Protork + Viseira Fume + Touca ,119,NA,13,348,12x,11.47,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,5,1,https://perfil.mercadolivre.com.br/PISTAMOTO,https://produto.mercadolivre.com.br/MLB-908800621-capacete-moto-modelo-r8-rosa-protork-viseira-fume-touca-_JM?searchVariation=27140855945,1,0,0,0,0,#908800621,Rosa - Cinza,"56,58,60",Pro Tork,V-Pro,R8,NA,NA,ABS,NA,NA,NA,1200 g,NA,NA,NA
1772, Capacete Moto Ls2 Ff358 Air Militar Preto Verde Fosco ,589,NA,17,8,12x,49.16,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,4.5,2,https://perfil.mercadolivre.com.br/DRAGON+RACING,https://produto.mercadolivre.com.br/MLB-846780526-capacete-moto-ls2-ff358-air-militar-preto-verde-fosco-_JM?searchVariation=27861131726,1,1,0,0,0,#846780526,Preto - Verde,"56,58,60,61",LS2,FF358,Air Militar,Fechado,Cristal,ABS,Adultos,Unissex,Resina termoplástica,1400 g,Micrométrico,Inmetro,Urbana
1773, Capacete Moto Pro Tork Feminino R8 Dourado + Chaveiro ,126,NA,2,299,12x,10.58,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,4.4,2123,https://perfil.mercadolivre.com.br/AD-STORE,https://produto.mercadolivre.com.br/MLB-1253816003-capacete-moto-pro-tork-feminino-r8-dourado-chaveiro-_JM?searchVariation=38911774969,1407,403,181,62,70,#1253816003,"Rosa,Amarelo,Azul-claro,Azul-escuro,Laranja,Prata,Rosa,Verde,Vermelho","56,58,60",Pro Tork,NA,R8,Integral,Simple,ABS Injetado,Adultos,Unissex,Forro Anti-Alérgico,NA,Micrométrico,Inmetro,Urbano
1774, Capacete Fechado Moto 788 G6 Speed Evolution Pro Tork ,119,NA,15,1801,12x,9.99,NA,Envio para todo o país,NA,NA,4.7,38,https://perfil.mercadolivre.com.br/SPORTBAY?brandId=721,https://produto.mercadolivre.com.br/MLB-903408274-capacete-fechado-moto-788-g6-speed-evolution-pro-tork-_JM?searchVariation=19714367418,32,2,1,1,1,#903408274,Cinza-escuro,"56,58,60",Pro Tork,Capacetes,Evolution G6 Speed,Integral,NA,ABS,NA,NA,NA,NA,NA,NA,NA
1775, Capacete Bieffe Moto B-40 Racing + Boné Da Marca ,516,NA,2,1,12x,43.00,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,4.6,28,https://perfil.mercadolivre.com.br/CLUBEDOCAPACETE?brandId=2031,https://produto.mercadolivre.com.br/MLB-1183694320-capacete-bieffe-moto-b-40-racing-bone-da-marca-_JM?searchVariation=33321693853,19,7,2,0,0,#1183694320,Branco com Vermelho,"56,58,60,61",Bieffe,B-40,Racing,Integral,NA,NA,NA,NA,NA,NA,NA,NA,NA
1776, Capacete Moto Infantil Viseira Cromada New Liberty Marrom ,119,NA,1,599,12x,11.37,NA,Envio para todo o país,NA,NA,4.6,1024,https://perfil.mercadolivre.com.br/SPORTBAY?brandId=721,https://produto.mercadolivre.com.br/MLB-1114698975-capacete-moto-infantil-viseira-cromada-new-liberty-marrom-_JM?searchVariation=28438325759,744,190,62,11,17,#1114698975,Marrom,54,Pro Tork,New Liberty,New Liberty 4 Kids,Integral,NA,NA,NA,NA,NA,NA,NA,NA,NA
1777, Capacete Moto Pro Tork Fechado G7 Com Viseira Escura Fumê ,184,NA,1084,178,12x,15.41,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,4.4,62,https://perfil.mercadolivre.com.br/VENDASFREEMARKET,https://produto.mercadolivre.com.br/MLB-932323283-capacete-moto-pro-tork-fechado-g7-com-viseira-escura-fum-_JM?searchVariation=33250877811,40,14,3,3,2,#932323283,Preto,"56,58,60",Pro Tork,Evolution,R8,Integral,Simple,ABS,Adultos,Unissex,EPS,NA,NA,NA,NA
1778, Capacete De Moto Pro Tork Dragon Evolution G5 Rosa ,119,NA,2,2080,12x,11.37,NA,Envio para todo o país,NA,NA,4.8,48,https://perfil.mercadolivre.com.br/SPORTBAY?brandId=721,https://produto.mercadolivre.com.br/MLB-838782028-capacete-de-moto-pro-tork-dragon-evolution-g5-rosa-_JM?searchVariation=16086690928,39,5,3,0,0,#838782028,Rosa,"56,58,60",Pro Tork,Capacetes,Evolution G5 Dragon,Integral,NA,ABS,NA,NA,NA,NA,NA,NA,NA
1779, Capacete Feminino Mulher Menina Sm Marino Protork Rosa ,138,NA,4,2997,12x,11.50,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,4.4,1563,https://perfil.mercadolivre.com.br/CALIL+STORE,https://produto.mercadolivre.com.br/MLB-1157151606-capacete-feminino-mulher-menina-sm-marino-protork-rosa-_JM?searchVariation=31306531527,970,338,149,57,49,#1157151606,Rosa,"56,58,60",Pro Tork,Unissex,SPORT MOTO - FECHADO,Integral,NA,NA,NA,NA,NA,1.04 g,NA,NA,NA
1780, Capacete Para Moto Protork New Liberty Four R8 ,120,NA,2,1200,12x,10.00,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,1,1,https://perfil.mercadolivre.com.br/GRIFE_DO_CAPACETE,https://produto.mercadolivre.com.br/MLB-1142653568-capacete-para-moto-protork-new-liberty-four-r8-_JM?searchVariation=33253578436,0,0,0,0,1,#1142653568,"Verde,Amarelo,Azul,Azul-claro,Laranja,Prata,Rosa,Verde,Vermelho","58 - M,60 - G,56 - P",Pro Tork,New Liberty Four,R8,Integral,Simple,ABS,Adultos,Unissex,Isopor interno com aletas para absorção e dissipação de choque,NA,NA,NA,NA
1781, Capacete Moto Aberto Pro Tork Liberty + Copo De Brinde ,84,NA,863,299,12x,7.08,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,4.6,1024,https://perfil.mercadolivre.com.br/AD-STORE,https://produto.mercadolivre.com.br/MLB-682410704-capacete-moto-aberto-pro-tork-liberty-copo-de-brinde-_JM?searchVariation=30318467733,744,190,62,11,17,#682410704,"Amarelo - Amarelo,Amarelo - Amarelo,Azul - Azúl,Branco - Branco,Cinza-escuro - Cinza-escuro,Prateado - Prateado,Preto - Preto,Rosa - Rosa,Vermelho - Vermelho","56,58,60,56 ( P ) 55-56 cm,58 ( M) 57-58 cm,60 ( g ) 59-60 cm",Pro Tork,Capacetes,Liberty,Aberto,NA,2282471,NA,NA,NA,NA,NA,NA,NA
1782, Capacete Moto Aberto Wind V2 Speed Lines Vermelho Tam 56 ,90,NA,3,3,12x,7.58,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,NA,NA,https://perfil.mercadolivre.com.br/MISTERAUTOBRASIL?brandId=1125,https://produto.mercadolivre.com.br/MLB-1057298797-capacete-moto-aberto-wind-v2-speed-lines-vermelho-tam-56-_JM?searchVariation=34411933174,NA,NA,NA,NA,NA,#1057298797,Vermelho,NA,Taurus,NA,Wind V2 Speed Lines,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1783, Capacete Original Crossover X3 Mais Luva Fit X X11 Moto ,598,NA,5,300,12x,49.91,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,4.8,82,https://perfil.mercadolivre.com.br/CIADAMOTO1,https://produto.mercadolivre.com.br/MLB-1118074548-capacete-original-crossover-x3-mais-luva-fit-x-x11-moto-_JM?searchVariation=39503269330,67,13,1,1,0,#1118074548,Preto,"58,60,62",X11,X3-R,Crossover,Cross,NA,NA,NA,NA,NA,NA,NA,NA,NA
1784, Capacete Moto 788 4g Valentino Pro Tork Tamanho 58 Preto ,115,NA,43,196,12x,10.99,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,4.7,330,https://perfil.mercadolivre.com.br/KAZZU+COMERCIO,https://produto.mercadolivre.com.br/MLB-781213895-capacete-moto-788-4g-valentino-pro-tork-tamanho-58-preto-_JM?searchVariation=26669332725,255,50,14,3,7,#781213895,Verde,"58,60",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1785, Capacete Moto New Liberty Four 4 + Viseira Camaleão Pro Tork ,120,NA,2,2398,12x,10.00,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,4.5,1592,https://perfil.mercadolivre.com.br/AD-STORE,https://produto.mercadolivre.com.br/MLB-1197853190-capacete-moto-new-liberty-four-4-viseira-camaleo-pro-tork-_JM?searchVariation=34312830397,1056,338,143,32,22,#1197853190,"Amarelo / Tam. 56 (P),Amarelo / Tam. 58 (M),Amarelo / Tam. 60 (G),Azul / Tam. 56 (P),Azul / Tam. 58 (M),Azul / Tam. 60 (G),Branco / Tam. 56 (P),Branco / Tam. 58 (M),Branco / Tam. 60 (G),Prata / Tam. 56 (P),Prata / Tam. 58 (M),Prata / Tam. 60 (G),Preto / Tam. 56 (P),Preto / Tam. 58 (M),Preto / Tam. 60 (G),Preto Fosco / Tam. 56 (P),Preto Fosco / Tam. 58 (M),Preto Fosco / Tam. 60 (G),Rosa / Tam. 56 (P),Rosa / Tam. 58 (M),Rosa / Tam. 60 (G),Vermelho / Tam. 56 (P),Vermelho / Tam. 58 (M),Vermelho / Tam. 60 (G)",NA,Pro Tork,NA,New Liberty 4 Vis. Camaleão,Integral,NA,NA,NA,NA,NA,NA,NA,NA,NA
1786, Capacete Fechado Motosky Collection Blade Viseira Anti Risco ,102,NA,16,1,12x,9.82,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,NA,NA,https://perfil.mercadolivre.com.br/ROTA+BRUSCA,https://produto.mercadolivre.com.br/MLB-1043840689-capacete-fechado-motosky-collection-blade-viseira-anti-risco-_JM?searchVariation=31276905362,NA,NA,NA,NA,NA,#1043840689,"Preto,Vermelho","56,60",TEXX,Motosky,Collection Sky Blade,Integral,Anti Risco,ABS,NA,NA,"Nylon pluma, acoplado a espuma D22",NA,Cinto jugular com fecho rápido,NA,NA
1787, Capacete Moto Fechado Ls2 Rapid Ff353 Carrera Preto Amarelo ,599,NA,1,1,12x,49.92,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,NA,NA,https://perfil.mercadolivre.com.br/LEOMOTOPARTS,https://produto.mercadolivre.com.br/MLB-1103215303-capacete-moto-fechado-ls2-rapid-ff353-carrera-preto-amarelo-_JM?searchVariation=27592347762,NA,NA,NA,NA,NA,#1103215303,Preto/Amarelo,L - 60,LS2,Rapid,FF353,Integral,Simple,ABS,Adultos,Unissex,ABS,NA,NA,NA,NA
1788, Capacete De Moto Protork New Liberty Four R8 Várias Cores ,120,NA,2,1200,12x,10.00,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,NA,NA,https://perfil.mercadolivre.com.br/GRIFE_DO_CAPACETE,https://produto.mercadolivre.com.br/MLB-1142649208-capacete-de-moto-protork-new-liberty-four-r8-varias-cores-_JM?searchVariation=33253155369,NA,NA,NA,NA,NA,#1142649208,"Verde,Amarelo,Azul,Azul-claro,Laranja,Prata,Rosa,Verde,Vermelho","58 - M,60 - G,56 - P",Pro Tork,New Liberty Four,R8,Integral,Simple,ABS,Adultos,Unissex,Isopor interno com aletas para absorção e dissipação de choque,NA,NA,NA,NA
1789, Capacete Fechado Moto 788 Pro Tork Evolution G6 Pro ,119,NA,16,2108,12x,9.99,NA,Envio para todo o país,NA,NA,4.5,495,https://perfil.mercadolivre.com.br/SPORTBAY?brandId=721,https://produto.mercadolivre.com.br/MLB-888907269-capacete-fechado-moto-788-pro-tork-evolution-g6-pro-_JM?searchVariation=17872428914,350,85,37,6,16,#888907269,Vermelho,"56,58,60",Pro Tork,Capacetes,Evolution G6 Pro,Integral,NA,ABS,NA,NA,NA,NA,NA,NA,NA
1790, Capacete Moto Fechado Ls2 Rapid Ff353 Medal Preto Prata ,599,NA,1,1,12x,49.92,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,NA,NA,https://perfil.mercadolivre.com.br/LEOMOTOPARTS,https://produto.mercadolivre.com.br/MLB-1103225504-capacete-moto-fechado-ls2-rapid-ff353-medal-preto-prata-_JM?searchVariation=27592750635,NA,NA,NA,NA,NA,#1103225504,Preto/Prata,L - 60,LS2,Rapid,FF353,Integral,Simple,ABS,Adultos,Unissex,ABS,NA,NA,NA,NA
1791, Capacete Infantil Criança Moto Pro Tork Liberty Four Kids ,99,NA,12,11,12x,8.25,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,4.6,455,https://perfil.mercadolivre.com.br/JP+MOTOPE%C3%87AS,https://produto.mercadolivre.com.br/MLB-1022857244-capacete-infantil-crianca-moto-pro-tork-liberty-four-kids-_JM?searchVariation=23430019232,336,77,32,6,4,#1022857244,Preto,"54,ABS",Pro Tork,0,Liberty Four Kids,Integral,NA,NA,NA,NA,NA,0.925 g,NA,NA,NA
1792, Kit C/4 Capacete Moto New Liberty 4 Preto Fosco Atacado ,230,NA,2,2939,12x,19.17,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,4.6,1024,https://perfil.mercadolivre.com.br/JULLIANADECASTROSOUZACASTRO,https://produto.mercadolivre.com.br/MLB-1227957050-kit-c4-capacete-moto-new-liberty-4-preto-fosco-atacado-_JM?searchVariation=36752257043,744,190,62,11,17,#1227957050,Preto-fosco,"56,58,60",Pro Tork,NA,Liberty,Integral,Simple,"ABS, Policarbonato",Adultos,Unissex,Poliestireno,NA,NA,NA,NA
1793, Capacete Moto Motoqueiro Motoboy Pro Tork 788 Sport Moto ,120,NA,2,6,12x,10.00,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,4.4,806,https://perfil.mercadolivre.com.br/CMC+RIDERS,https://produto.mercadolivre.com.br/MLB-1151098655-capacete-moto-motoqueiro-motoboy-pro-tork-788-sport-moto-_JM?searchVariation=30897207349,484,190,90,22,20,#1151098655,Branco,"56,58,60",Pro Tork,CAPACETE,Sport Moto 788,Cross,NA,NA,NA,NA,NA,NA,NA,NA,NA
1794, Capacete Fechado Moto 788 G6 Factory Racing Pro Tork ,119,NA,25,2106,12x,9.99,NA,Envio para todo o país,NA,NA,4.6,145,https://perfil.mercadolivre.com.br/SPORTBAY?brandId=721,https://produto.mercadolivre.com.br/MLB-888909435-capacete-fechado-moto-788-g6-factory-racing-pro-tork-_JM?searchVariation=17869783721,108,23,8,1,4,#888909435,Rosa,"56,58,60",Pro Tork,Capacetes,Evolution G6 Factory Racing,Integral,NA,ABS,NA,NA,NA,NA,NA,NA,NA
1795, Capacete Moto Aberto Feminino Atomic For Girls + Brinde ,105,NA,3,2982,12x,8.83,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,NA,NA,https://perfil.mercadolivre.com.br/AD-STORE,https://produto.mercadolivre.com.br/MLB-787743056-capacete-moto-aberto-feminino-atomic-for-girls-brinde-_JM?searchVariation=38844969914,NA,NA,NA,NA,NA,#787743056,Branco,"56,58,60",Pro Tork,130341,Atomic,Aberto,NA,2282471,NA,NA,NA,NA,NA,NA,NA
1796, Capacete Moto Aberto Protork New Liberty Three Frete Grátis ,109,NA,8,1496,12x,10.51,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,4.6,1602,https://perfil.mercadolivre.com.br/ALECARSHOP,https://produto.mercadolivre.com.br/MLB-1147318181-capacete-moto-aberto-protork-new-liberty-three-frete-gratis-_JM?searchVariation=30662025607,1186,280,102,15,19,#1147318181,"Fosco,Amarelo,Azul,Branco,Fosco,Prateado,Preto,Rosa,Vermelho","56,58,60",Pro Tork,CAPACETE,New Liberty 3,Aberto,NA,NA,NA,NA,NA,NA,NA,NA,NA
1797, Capacete Moto Peels Spike Tropical Preto Fosco ,215,NA,2,100,12x,18.00,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,NA,NA,https://perfil.mercadolivre.com.br/DISTRIMIX77,https://produto.mercadolivre.com.br/MLB-1201169762-capacete-moto-peels-spike-tropical-preto-fosco-_JM?searchVariation=34521110325,NA,NA,NA,NA,NA,#1201169762,Branco-brilhante,"56,58",Peels,NA,Tropical,Integral,Simple,ABS,Adultos,Unissex,"Revestimento interno em tecido antialérgico, removível e lavável",NA,NA,NA,NA
1798, Capacete Moto Pro Tork Evolution Nos ,129,NA,19,2713,12x,10.75,NA,Envio para todo o país,NA,NA,4.5,4,https://perfil.mercadolivre.com.br/SPORTBAY?brandId=721,https://produto.mercadolivre.com.br/MLB-779772518-capacete-moto-pro-tork-evolution-nos-_JM,2,2,0,0,0,#779772518,Laranja (NS6),"56,58,60",Pro Tork,Capacetes,NOS Evolution,Integral,NA,ABS,NA,NA,NA,NA,NA,NA,NA
1799, Capacete De Moto Pro Tork 788 G6 Evolution Azul E Branco ,164,NA,9,177,12x,15.76,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,NA,NA,https://perfil.mercadolivre.com.br/RACE+ACTION,https://produto.mercadolivre.com.br/MLB-1024861332-capacete-de-moto-pro-tork-788-g6-evolution-azul-e-branco-_JM?searchVariation=23538605455,NA,NA,NA,NA,NA,#1024861332,Azul,"56,58,60",Pro Tork,Evolution G4,Evolution G6,Integral,NA,ABS,NA,NA,NA,NA,NA,NA,NA
1800, Capacete Moto Azul Automático ,98,NA,2,12,12x,9.45,NA,Envio para todo o país,NA,NA,NA,NA,https://perfil.mercadolivre.com.br/AUTO+MONSTER?brandId=998,https://produto.mercadolivre.com.br/MLB-1232109728-capacete-moto-azul-automatico-_JM?searchVariation=37196252594,NA,NA,NA,NA,NA,#1232109728,Azul,"56,60",FW3,NA,Automatic,Integral,NA,NA,NA,NA,NA,1.45 kg,NA,NA,NA
