search_position,name,curr_price,orig_price,num_sold,in_stock,num_installments,amt_installments,arrival_time,shipping,free_return,free_return_info,review_avg,num_reviews,seller_link,product_link,five_star,four_star,three_star,two_star,one_star,item_id,Marca,Peso,Modelo,Potencia de salida (RMS),Altura,Tipos de filtros del parlante,Conectores de entrada,Color
2026, Kef Egg Versátil Sistema De Altavoces De Escritorio - Froste ,251.595,NA,"
			
				Nuevo
			
			
		",(100 disponibles),"
	
		
			
		
		6 cuotas de
		
			
				$ 41.932
			
		
		 sin interés
		
	

	
		","
				$ 41.932
			",NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/2EBOX,https://articulo.mercadolibre.cl/MLC-477708987-kef-egg-versatil-sistema-de-altavoces-de-escritorio-froste-_JM#position=15&type=item&tracking_id=3f80a7ac-a53e-45b9-b3a3-bc5ad58b0d31,NA,NA,NA,NA,NA,#477708987,KEF,NA,NA,NA,NA,NA,NA,NA
2027, Parlante Portátil Cuello Bluetooth Altavoz Soundgear / Viña ,19.990,NA,"
			
				Nuevo
			
			
		",(1 disponibles),"
	
		
			
		
		6 cuotas de
		
			
				$ 3.332
			
		
		 sin interés
		
	

	
		","
				$ 3.332
			",NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/ESHOP+CHILE,https://articulo.mercadolibre.cl/MLC-489643161-parlante-portatil-cuello-bluetooth-altavoz-soundgear-vina-_JM#position=16&type=item&tracking_id=3f80a7ac-a53e-45b9-b3a3-bc5ad58b0d31,NA,NA,NA,NA,NA,#489643161,NA,280 g,NA,NA,NA,NA,NA,NA
2028, Parlante Bluetooth Prosound - Prophone ,9.990,NA,"
			
				Nuevo
			
			
				
					 - 
				
				5
				vendidos
			
		",(985 disponibles),"
	
		
			
		
		6 cuotas de
		
			
				$ 1.665
			
		
		 sin interés
		
	

	
		","
				$ 1.665
			",NA,Envío a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/PROPHONELTDA,https://articulo.mercadolibre.cl/MLC-441325157-parlante-bluetooth-prosound-prophone-_JM#position=17&type=item&tracking_id=3f80a7ac-a53e-45b9-b3a3-bc5ad58b0d31,NA,NA,NA,NA,NA,#441325157,NA,NA,NA,NA,NA,NA,NA,NA
2029, Pack 10 Ampolleta Led Con Parlante Bluetooth ,39.990,NA,"
			
				Nuevo
			
			
				
					 - 
				
				1
				vendido
			
		",(9 disponibles),"
	
		
			
		
		12 cuotas de
		
			
				$ 3.332
			
		
		 sin interés
		
	

	
		","
				$ 3.332
			",NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,https://perfil.mercadolibre.cl/HOMEVENTAS+LTDA,https://click1.mercadolibre.cl/mclics/clicks/external/MLC/count?a=m8HK2IE94idwDoiiJGbaWINH7E4Yrod%2BZFWOeMwecqL39p3ShxaV9MIlZgKcIdN62Vv0bwJoy%2BHD1HxhlqZVCZcdrsj3GplzXR07Yakj7LSRrEf3QB%2BDRTSNIKQGX5xbDjJAkS2hf0uXLbxYeXvndG3TIIA%2F4wmoW%2F%2BphZ4SeN68ABml7vYCZM662EEF9YV%2FMmrymppOmDN9FptjzMe1ZkCRmO%2FuFe44KGIDVc2%2F%2B1s9%2FfSGX7%2Bn2nr0EYjjurX74wRcUZrt3Om%2BwaADMtkhUWoc42iju4ulPnRm3QfsEazix6eW323vwbzQY8WtGk6VCaP2DBi1925lwhnThv1S%2Fc3rhYe9R2k%2BQQc1JCC4NeUtmEIHNXtl6QXeQNwZUJtE%2BWxhf42JWtB2pbT9Kv8qzMBTyM43mNkxqt6DCEtHE6FitvvZ90EfHzajwaRgLWFJnCLq80EF94xAbZJMwCccxd7UzF5sUeOr9vPm5Z4w0ZosELl5WV%2FyUMQ62nYpBm3SIKml0cxceNmn%2Ff8CxgBD6sJBWdH8FRjvVZ%2BLfTlyebRdUe3%2B2vSthUGR0QS0%2FSzO3hQZwwjPTctyBXnmxcd9nahvw4DxpcznD%2BofNgXDNSxQpAB9d3FsKD%2BVe9Kmi32zKVxxzgsLZB4od4wuBtuG4nT8AeAYbzkqVdFSaoUAw8Iz4hiy%2B6uZWXqxBhgJIaWTptrD0n3WG2F5s04IWPkVEBQbsqIOrGtG6ElMuT0LbIX32gG2w9zJp2Sbv3mv0z8eBuIufrYpiLb7femfklS8k2ciMmq8q8MmMzPZzzF%2BHhB%2FKGCiZSgN%2Fg5rbcpsefFAXPa1IY64K4jUWpxTZnRI5Lqh4F3hIRUNiRS1HM9yellNuRzb9%2FdD8VlERnzZMjd%2FnvUT47X%2BCYTHnCVTtKIjngFQUkA9MSWeXu3mOscNn%2FQ5Ye0C%2FnfkZYYnv3O9dHG%2BaxDmsX%2Fl%2FyATaNlTvlq3d6BWFCEfkSGCCGZ9VKmm1gT6BrY4gMgquo0wTdg%2FnsMCnSeAtPvrRCGl%2BnZa%2FfjGj9LxXhB8QnApGePbg%2BWct4ILtDG1qs1hBhG2aatV%2BrFyZN17hKloABFqr4j4jmL%2BHPOibgknSHwHe1tmpuX%2BZL%2BnUA8bcOkWvOxaf4KCJFMuMuDEanSAw7zkOeJIhBpAiS0CVA6D1LGjM9kYD9x4znqiSyij14v41Z7Is2WAG1yjEoozTPKAyNz26V%2FoBtLrFQ7MKHnKS%2BRDw%2FMEOmBC%2FTrgQEUl8yCq0RIUPo8BsPVW5%2BUxQhqaNQ0E0p94DeQBynDuMDwHHpHh%2BezLJGO7b4n60lX0apGVJ6mBcPrA3D8zk%2Bjk%2FD7H%2F1M1IujUBuvktu8nvn7VaKSerqTCMbF3frfYcIeshtAEJzB4xujTfQMhKMvqFQhUqmb74t9tbS6LXIaBvq%2BgLGP8zXPpXXSJADm2f2LazfsxfLYBKDvv777SBkzJb78hs28aGpNMEAEr086Jh6lAo%2BOtE7RgkKglz9UH41uU8oToippY3o%2Fjw5dFM5DRaakjttcoTg7L4Jrp321vhRu28GE6ApNY4xkPyiWWqbR2lTPDJgJkh%2F5b1UGvIwSy6vIZGSovSq1qjrpsV6l%2BwJkZrx5laiOpRoy285tyNfvIg9tF4%2BLUYuT4vvj%2FIarzP9XC1FgfMVjrpm2mMoFTVUmT%2BuRSDV%2FaRmgFC6PQcLIVuOwX%2BKg%3D,NA,NA,NA,NA,NA,#458347228,NA,NA,NA,NA,NA,NA,NA,NA
2030, Parlante Bluetooth Sumergible Ue Wonderboom Lila Proglobal ,44.990,56.990,"
			
				Nuevo
			
			
				
					 - 
				
				2
				vendidos
			
		",(4 disponibles),"
	
		
			
		
		6 cuotas de
		
			
				$ 7.498
			
		
		 sin interés
		
	

	
		","
				$ 7.498
			",NA,Envío gratis a todo el país,NA,NA,5.0,3,https://perfil.mercadolibre.cl/PROGLOBALCHILE,https://articulo.mercadolibre.cl/MLC-458200234-parlante-bluetooth-sumergible-ue-wonderboom-lila-proglobal-_JM#position=19&type=item&tracking_id=3f80a7ac-a53e-45b9-b3a3-bc5ad58b0d31,2,0,0,0,0,#458200234,Ultimate Ears,0.425 kg,WONDERBOOM,NA,10.2 cm,Activo,USB,NA
2031, Parlante Portátil Jbl Pulse 3 Bluetooth Resistente Al Agua ,209.000,NA,"
			
				Nuevo
			
			
		",(16 disponibles),"
	
		
			
		
		6 cuotas de
		
			
				$ 34.833
			
		
		 sin interés
		
	

	
		","
				$ 34.833
			",NA,Envío gratis a todo el país,NA,NA,5.0,3,https://perfil.mercadolibre.cl/CLICKBOX_OFERTAS,https://articulo.mercadolibre.cl/MLC-458378706-parlante-portatil-jbl-pulse-3-bluetooth-resistente-al-agua-_JM#position=20&type=item&tracking_id=3f80a7ac-a53e-45b9-b3a3-bc5ad58b0d31,3,0,0,0,0,#458378706,JBL,960 g,Pulse 3,NA,92 mm,NA,NA,NA
2032, Audioengine B2 Premium Bluetooth Speaker (nogal) ,303.344,NA,"
			
				Nuevo
			
			
		",(100 disponibles),"
	
		
			
		
		12 cuotas de
		
			
				$ 25.279
			
		
		 sin interés
		
	

	
		","
				$ 25.279
			",NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,https://perfil.mercadolibre.cl/IMPOGLOBAL.COM,https://articulo.mercadolibre.cl/MLC-480406434-audioengine-b2-premium-bluetooth-speaker-nogal-_JM#position=21&type=item&tracking_id=3f80a7ac-a53e-45b9-b3a3-bc5ad58b0d31,NA,NA,NA,NA,NA,#480406434,NA,NA,NA,NA,NA,NA,NA,NA
2033, Parlante Bluetooth Jbl Go Inalámbrico Negro Portátil ,34.990,NA,"
			
				Nuevo
			
			
		",(10 disponibles),"
	
		
			
		
		6 cuotas de
		
			
				$ 5.832
			
		
		 sin interés
		
	

	
		","
				$ 5.832
			",NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/NETEXPERTOS,https://articulo.mercadolibre.cl/MLC-458766573-parlante-bluetooth-jbl-go-inalambrico-negro-portatil-_JM#position=22&type=item&tracking_id=3f80a7ac-a53e-45b9-b3a3-bc5ad58b0d31,NA,NA,NA,NA,NA,#458766573,JBL,130 g,GO,3 W,NA,Pasivo,NA,NA
2034, Parlante Bluetooth Portatil Fm Audio P-35 11002 / Fernapet ,8.990,NA,"
			
				Nuevo
			
			
		",(22 disponibles),"
	
		
			
		
		6 cuotas de
		
			
				$ 1.498
			
		
		 sin interés
		
	

	
		","
				$ 1.498
			",NA,Envío a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/FERNAPET,https://articulo.mercadolibre.cl/MLC-459923993-parlante-bluetooth-portatil-fm-audio-p-35-11002-fernapet-_JM#position=23&type=item&tracking_id=3f80a7ac-a53e-45b9-b3a3-bc5ad58b0d31,NA,NA,NA,NA,NA,#459923993,NA,690 g,NA,NA,18 cm,NA,USB,NA
2035, Parlante Bluetooth Impermeable Awei Y280 770978 Fernapet ,38.990,NA,"
			
				Nuevo
			
			
		",(20 disponibles),"
	
		
			
		
		6 cuotas de
		
			
				$ 6.498
			
		
		 sin interés
		
	

	
		","
				$ 6.498
			",NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/FERNAPET,https://articulo.mercadolibre.cl/MLC-462316286-parlante-bluetooth-impermeable-awei-y280-770978-fernapet-_JM#position=24&type=item&tracking_id=3f80a7ac-a53e-45b9-b3a3-bc5ad58b0d31,NA,NA,NA,NA,NA,#462316286,NA,NA,Track,NA,NA,NA,NA,NA
2036, Parlante Gato Bailarín Blanco Bluetooth V 4.1 / Ekipofertas ,10.990,NA,"
			
				Nuevo
			
			
		",(5 disponibles),"
	
		
			
		
		6 cuotas de
		
			
				$ 1.832
			
		
		 sin interés
		
	

	
		","
				$ 1.832
			",NA,Envío a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/EKIPOFERTAS,https://articulo.mercadolibre.cl/MLC-464262339-parlante-gato-bailarin-blanco-bluetooth-v-41-ekipofertas-_JM#position=25&type=item&tracking_id=3f80a7ac-a53e-45b9-b3a3-bc5ad58b0d31,NA,NA,NA,NA,NA,#464262339,NA,NA,NA,NA,NA,NA,NA,NA
2037, Pyle Par De 3 Bluetooth Empotrado Montaje Empotrado En El T ,92.162,NA,"
			
				Nuevo
			
			
		",(100 disponibles),"
	
		
			
		
		12 cuotas de
		
			
				$ 7.680
			
		
		 sin interés
		
	

	
		","
				$ 7.680
			",NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,https://perfil.mercadolibre.cl/IMPOGLOBAL.COM,https://articulo.mercadolibre.cl/MLC-481661909-pyle-par-de-3-bluetooth-empotrado-montaje-empotrado-en-el-t-_JM#position=26&type=item&tracking_id=3f80a7ac-a53e-45b9-b3a3-bc5ad58b0d31,NA,NA,NA,NA,NA,#481661909,NA,NA,NA,NA,NA,NA,NA,NA
2038, Parlante Bazooka Bluetooth Inalámbrico 15w 1200mah ,10.990,NA,"
			
				Nuevo
			
			
		",(3 disponibles),"
	
		
			
		
		6 cuotas de
		
			
				$ 1.832
			
		
		 sin interés
		
	

	
		","
				$ 1.832
			",NA,Envío a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/CYBER_CLINIC_3.0,https://articulo.mercadolibre.cl/MLC-465549797-parlante-bazooka-bluetooth-inalambrico-15w-1200mah-_JM#position=27&type=item&tracking_id=3f80a7ac-a53e-45b9-b3a3-bc5ad58b0d31,NA,NA,NA,NA,NA,#465549797,NA,0.75 kg,NA,15 W,NA,NA,NA,NA
2039, Lampara Luna Y Parlante Bluetooth 15 Cm 2 Colores Recargable ,14.990,NA,"
			
				Nuevo
			
			
				
					 - 
				
				1
				vendido
			
		","
		
			¡Último disponible!
		
	","
	
		
			
		
		6 cuotas de
		
			
				$ 2.498
			
		
		 sin interés
		
	

	
		","
				$ 2.498
			",NA,Envío a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/ARANA_80,https://articulo.mercadolibre.cl/MLC-466950958-lampara-luna-y-parlante-bluetooth-15-cm-2-colores-recargable-_JM#position=28&type=item&tracking_id=3f80a7ac-a53e-45b9-b3a3-bc5ad58b0d31,NA,NA,NA,NA,NA,#466950958,NA,NA,NA,NA,NA,NA,NA,NA
2040, Foco Par Led 6 Rgb Luz Disco Fiesta Con Parlante Bluetooth ,7.990,NA,"
			
				Nuevo
			
			
		",(100 disponibles),"
	
		
			
		
		12 cuotas de
		
			
				$ 666
			
		
		 sin interés
		
	

	
		","
				$ 666
			",NA,Envío a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/HDFACTORY,https://articulo.mercadolibre.cl/MLC-468586541-foco-par-led-6-rgb-luz-disco-fiesta-con-parlante-bluetooth-_JM#position=29&type=item&tracking_id=3f80a7ac-a53e-45b9-b3a3-bc5ad58b0d31,NA,NA,NA,NA,NA,#468586541,NA,NA,NA,NA,NA,NA,NA,NA
2041," Parlante Bluetooth Onkyo X3 , Black ",129.407,NA,"
			
				Nuevo
			
			
		",(99 disponibles),"
	
		
			
		
		6 cuotas de
		
			
				$ 21.568
			
		
		 sin interés
		
	

	
		","
				$ 21.568
			",NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/GESATLTDA,https://articulo.mercadolibre.cl/MLC-469249342-parlante-bluetooth-onkyo-x3-black-_JM#position=30&type=item&tracking_id=3f80a7ac-a53e-45b9-b3a3-bc5ad58b0d31,NA,NA,NA,NA,NA,#469249342,Onkyo,NA,NA,NA,NA,NA,NA,NA
2042, Big Bike Parts Sistema De Sonido Bluetooth Impermeable Compl ,171.321,NA,"
			
				Nuevo
			
			
		",(100 disponibles),"
	
		
			
		
		12 cuotas de
		
			
				$ 14.277
			
		
		 sin interés
		
	

	
		","
				$ 14.277
			",NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,https://perfil.mercadolibre.cl/IMPOGLOBAL.COM,https://articulo.mercadolibre.cl/MLC-483055566-big-bike-parts-sistema-de-sonido-bluetooth-impermeable-compl-_JM#position=31&type=item&tracking_id=3f80a7ac-a53e-45b9-b3a3-bc5ad58b0d31,NA,NA,NA,NA,NA,#483055566,NA,NA,NA,NA,NA,NA,NA,NA
2043, Ampolleta Led Parlante Usb Bluetooth Rgb Control ,6.890,NA,"
			
				Nuevo
			
			
		",(100 disponibles),"
	
		
			
		
		12 cuotas de
		
			
				$ 574
			
		
		 sin interés
		
	

	
		","
				$ 574
			",NA,Envío a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/HDFACTORY,https://articulo.mercadolibre.cl/MLC-472864207-ampolleta-led-parlante-usb-bluetooth-rgb-control-_JM#position=32&type=item&tracking_id=3f80a7ac-a53e-45b9-b3a3-bc5ad58b0d31,NA,NA,NA,NA,NA,#472864207,NA,NA,NA,NA,NA,NA,NA,NA
2044, Parlante Karaoke + Microfono Bowmann Bts 250k ,19.990,NA,"
			
				Nuevo
			
			
		",(20 disponibles),"
	
		
			
		
		6 cuotas de
		
			
				$ 3.332
			
		
		 sin interés
		
	

	
		","
				$ 3.332
			",NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/PARO1305168,https://articulo.mercadolibre.cl/MLC-492479337-parlante-karaoke-microfono-bowmann-bts-250k-_JM#position=33&type=item&tracking_id=3f80a7ac-a53e-45b9-b3a3-bc5ad58b0d31,NA,NA,NA,NA,NA,#492479337,NA,NA,NA,NA,NA,NA,Auxiliar,NA
2045," Parlante Bluetooth, Jbl Pulse 3, Color Negro + Envío Gratis ",185.000,NA,"
			
				Nuevo
			
			
		",(1 disponibles),"
	
		
			
		
		12 cuotas de
		
			
				$ 15.417
			
		
		 sin interés
		
	

	
		","
				$ 15.417
			",NA,Envío gratis a todo el país,NA,NA,5.0,1,https://perfil.mercadolibre.cl/WEBGAMERS,https://articulo.mercadolibre.cl/MLC-495692497-parlante-bluetooth-jbl-pulse-3-color-negro-envio-gratis-_JM#position=34&type=item&tracking_id=3f80a7ac-a53e-45b9-b3a3-bc5ad58b0d31,NA,NA,NA,NA,NA,#495692497,JBL,NA,Pulse 3,NA,NA,NA,NA,NA
2046," Ds2 Parlante Jamo Portable Bluetooth, Microsd Y Fm ",24.990,49.990,"
			
			
				
				19
				vendidos
			
		",(3 disponibles),"
	
		
			
		
		6 cuotas de
		
			
				$ 4.165
			
		
		 sin interés
		
	

	
		","
				$ 4.165
			",NA,Envío gratis a todo el país,NA,NA,5.0,1,https://perfil.mercadolibre.cl/MUSICWORLDCHILE?brandId=183,https://click1.mercadolibre.cl/mclics/clicks/external/MLC/count?a=P1oabtQOIIZ580HNg2kUQmk6rhR4SInI50aGCaLJk1iN1UmpvgDVsbRJKHAnBwDndl0L5vNtYEfv%2FVYCtASUvg2yPQ%2BwS25S3zrPGmrzqxwsgXFmtnwasQzsdx1C%2B26eCXKQ9S9PBcNPuUqiyNVnz53o1ZSd%2BD4teNrNyEwPyNmKv74M5yF%2F%2FVOsb6q3E5ZeAS2hUFVcItywyrlLqlm%2B61WIel2IiEsKhgc0pxPe3Ls4Y%2B%2BNHHN%2BvXaTNEh82g%2FUftLQ1g6uAdFdwKQ0n9RvPRKrV1VoPisUGvHaC6BqJ2LlT5q3FYScDsg%2BShd%2B9In1N9SrnSvRLEldP9md872fI4QXKdUlRnxg7tlyYt92nbMl8%2BvnxLtq8OimWDisbLGwjpBrEe8qQ34%2FBrRJYW2qRAPgNJSlALHxIV5oAgwfYuYWHpEavq6rD571NVqAjehl96ZrbYy2zPeJhOdUFEfzJR7SrP6MjDeJul6mpUJYfnSWAXxP9rRHZAjeRqaAdzVI0HxPNWZzpUY9pLhIfAsVgAMo5JbeYSZx147Bccr2QbDfiOS32zH8qB9fIhJg%2Fq%2FV3CGHYKVhl5nHp94gt4dLrzGEHKQFfyY7Wo%2BheppgTFz9WD8BhEXv8mtwPHXbDUE%2BVKwIie21Hh%2Bx99Ki0zsmz5Lt9uc2SeN4CsbIUxFfcfH5XSvO1rkwD2u92bAkczQCqmaBG4oXDeUBUvUP6IlGKua8vA7tQX7tSpATMenFaPjdJZu2J7EzDufiltyeh7ZT4%2BhP3s%2BG2JRFOGxBNVmfKGmN6meaGI2sf5duiKV3H8%2F9g%2BT37oyo4e8gg7kp%2B8utyv9NaUK6jfnslJ03V70nFlVJok8Ue9NhYGWOO0SWg7KrNUpK8LAM%2B7t4%2BbAgEcLCpP3dGSICJcJUUGgKZ4d6e5Sy2voMyyNI81Kf1v3eDstfMH%2FQbpXxBQq%2BQJlg%2Fx%2Forv14bIZ0T4uwFFYj2l0WJ7V7d8qTWUzZr0JfVVM13IjvqZ%2BHSZlyFo6LVMRd2Ln%2BhtOz53ZCyDmaWYlRKx%2FdeeCFj4YJy3pNI8LkgSHJiPXXRp3fZMuNEHQP0ZmqMZtKso%2BahygKwsXL2Y3RjXIsosPVeALvXjH5uJ0vbysLtAAG1OHf3V0yqW%2B2K%2BrA4rcLQ%2BcVV8SO8UovVKvHUEJkubrj6l7pgCMTbYDDSg3vQVBT0XE9kEFGBQN73yaLKVQ7HMsng96varQAwLj4iQaFqSuMsSG4G09SPTJvmjfXMgEmZU%2Bq%2BOcev3hv8WQKwxBb5oTa4x4bm5M%2BoO1izWXWW%2BG3HpJ0k5ogeUCKR%2BX3lHFZVSStF3frpPhN8iyxhI7rpRJKLc3b6nWCkDuepYZ1WS9O3ElrvSCwpoXpsKIjbiFRM61ITMLEhq%2BXminxoB8WFroXMnFe%2BeLch4fcmZ48kqw92rZuLMmQTZwIuhmWazptMRLjS1exENobof%2FJiYevln2kpV924Hc70MymVFUWnLJKlowsC21lCjTR3uJwyQGeLLnqTcVvZ9HzyzFAKUVl%2FHFlOidlt4D2Wi4sWBIaY9xI5QRv3ljZSb6x8BmLEND5IJHZu%2BittJCxEOPYUo3oO2BuRYajVzmpUZlbRgcJdf2XVLdNah1LSVH3FItJ%2BD7WxKt5UM%2B5CvzaVDt%2FP%2BlMyk4Ti%2Fj6NkF%2F9hbKHDnKIaMpQXmWLnplfFKhw4CH%2BCdvKd1nqLGXd%2F5hRhdDbA%3D%3D,NA,NA,NA,NA,NA,#453772618,Jamo,0.18 kg,NA,NA,NA,NA,NA,NA
2047, Parlante Karaoke Bluetooth Master G Spb8b ,39.900,NA,"
			
				Nuevo
			
			
		",(100 disponibles),"
	
		
			
		
		12 cuotas de
		
			
				$ 3.325
			
		
		 sin interés
		
	

	
		","
				$ 3.325
			",NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/FIGOIMPORT,https://articulo.mercadolibre.cl/MLC-495984938-parlante-karaoke-bluetooth-master-g-spb8b-_JM#position=36&type=item&tracking_id=3f80a7ac-a53e-45b9-b3a3-bc5ad58b0d31,NA,NA,NA,NA,NA,#495984938,Master-G,3 kg,SPB8B,20 W,38.5 cm,NA,Auxiliar,NA
2048, Parlante Subwoofer Bluetooth Logitech Z337 2.1 - Revogames ,62.990,NA,"
			
				Nuevo
			
			
		",(10 disponibles),"
	
		
			
		
		6 cuotas de
		
			
				$ 10.498
			
		
		 sin interés
		
	

	
		","
				$ 10.498
			",NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/REVOLUTIONGAMES.CL,https://articulo.mercadolibre.cl/MLC-497789949-parlante-subwoofer-bluetooth-logitech-z337-21-revogames-_JM#position=37&type=item&tracking_id=3f80a7ac-a53e-45b9-b3a3-bc5ad58b0d31,NA,NA,NA,NA,NA,#497789949,Logitech,NA,Z337,NA,NA,NA,RCA,NA
2049, Altavoces De Torre De Wakeboard Marino Bluetooth - 6.5 Pulga ,286.968,NA,"
			
				Nuevo
			
			
		",(100 disponibles),"
	
		
			
		
		6 cuotas de
		
			
				$ 47.828
			
		
		 sin interés
		
	

	
		","
				$ 47.828
			",NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/2EBOX,https://articulo.mercadolibre.cl/MLC-487274069-altavoces-de-torre-de-wakeboard-marino-bluetooth-65-pulga-_JM#position=38&type=item&tracking_id=3f80a7ac-a53e-45b9-b3a3-bc5ad58b0d31,NA,NA,NA,NA,NA,#487274069,NA,NA,NA,NA,NA,NA,NA,NA
2050, Parlante Jbl Flip 4 Blanco ,79.990,NA,NA,(5 disponibles),"
	
		
			
		
		6 cuotas de
		
			
				$ 13.332
			
		
		 sin interés
		
	

	
		","
				$ 13.332
			",NA,Envío gratis a todo el país,NA,NA,5.0,2,https://perfil.mercadolibre.cl/ADMINISTRADORA+ADP?brandId=209,https://articulo.mercadolibre.cl/MLC-499479328-parlante-jbl-flip-4-blanco-_JM#position=39&type=item&tracking_id=3f80a7ac-a53e-45b9-b3a3-bc5ad58b0d31,NA,NA,NA,NA,NA,#499479328,JBL,0.184 kg,Flip 4,16 W,NA,Activo,NA,Blanco
2051, Parlante Potente Bluetooth Karaoke Mic 300w Radio ,29.990,49.990,"
			
				Nuevo
			
			
		",(100 disponibles),"
	
		
			
		
		12 cuotas de
		
			
				$ 2.499
			
		
		 sin interés
		
	

	
		","
				$ 2.499
			",NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/HOMEVENTAS+LTDA,https://articulo.mercadolibre.cl/MLC-500763250-parlante-potente-bluetooth-karaoke-mic-300w-radio-_JM#position=40&type=item&tracking_id=3f80a7ac-a53e-45b9-b3a3-bc5ad58b0d31,NA,NA,NA,NA,NA,#500763250,NA,3.2 kg,NA,300 W,NA,NA,USB,NA
2052, Marshall Parlante Stockwell Portátil Bluetooth Funda 12 Ctas ,239.990,299.990,"
			
				Nuevo
			
			
		",(898 disponibles),"
	
		
			
		
		12 cuotas de
		
			
				$ 19.999
			
		
		 sin interés
		
	

	
		","
				$ 19.999
			",NA,Envío gratis a todo el país,NA,NA,5.0,5,https://perfil.mercadolibre.cl/PHONESTORE-RETAILCHILE,https://articulo.mercadolibre.cl/MLC-454089320-marshall-parlante-stockwell-portatil-bluetooth-funda-12-ctas-_JM#position=41&type=item&tracking_id=3f80a7ac-a53e-45b9-b3a3-bc5ad58b0d31,5,0,0,0,0,#454089320,Marshall,1.2 kg,Marshall Parlante Stockwell Portátil Bluetooth Incluye Funda,20 W,NA,Activo,NA,NA
2053, Parlante Potente 15' Bluetooth Karaoke Mic 300w Radio ,49.980,NA,"
			
				Nuevo
			
			
				
					 - 
				
				5
				vendidos
			
		",(95 disponibles),"
	
		
			
		
		12 cuotas de
		
			
				$ 4.165
			
		
		 sin interés
		
	

	
		","
				$ 4.165
			",NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/ESHOPANGIE,https://articulo.mercadolibre.cl/MLC-458942502-parlante-potente-15-bluetooth-karaoke-mic-300w-radio-_JM#position=42&type=item&tracking_id=3f80a7ac-a53e-45b9-b3a3-bc5ad58b0d31,NA,NA,NA,NA,NA,#458942502,NA,NA,NA,NA,NA,NA,NA,NA
2054, House Of Marley Chant Mini Bluetooth Portátil De Palm Sis ,70.077,NA,"
			
				Nuevo
			
			
		","
		
			¡Único disponible!
		
	","
	
		
			
		
		6 cuotas de
		
			
				$ 11.680
			
		
		 sin interés
		
	

	
		","
				$ 11.680
			",NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/AKAESCHILE.,https://articulo.mercadolibre.cl/MLC-497547266-house-of-marley-chant-mini-bluetooth-portatil-de-palm-sis-_JM#position=43&type=item&tracking_id=3f80a7ac-a53e-45b9-b3a3-bc5ad58b0d31,NA,NA,NA,NA,NA,#497547266,NA,NA,NA,NA,NA,NA,NA,NA
2055, Parlante Led Portatil Bluetooth Mp3 Usb Micro Sd Fm Radio ,13.990,NA,"
			
				Nuevo
			
			
		",(1000 disponibles),"
	
		
			
		
		12 cuotas de
		
			
				$ 1.166
			
		
		 sin interés
		
	

	
		","
				$ 1.166
			",NA,Envío a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/OFERTABKNCL,https://articulo.mercadolibre.cl/MLC-461637188-parlante-led-portatil-bluetooth-mp3-usb-micro-sd-fm-radio-_JM#position=44&type=item&tracking_id=3f80a7ac-a53e-45b9-b3a3-bc5ad58b0d31,NA,NA,NA,NA,NA,#461637188,NA,NA,NA,NA,NA,NA,NA,NA
2056, Logitech Parlante Bluetooth X50 Azul - Logitech ,14.990,19.990,NA,(20 disponibles),"
	
		
			
		
		6 cuotas de
		
			
				$ 2.498
			
		
		 sin interés
		
	

	
		","
				$ 2.498
			",NA,Envío a todo el país,NA,NA,5.0,1,https://perfil.mercadolibre.cl/MOBILEHUT?brandId=85,https://articulo.mercadolibre.cl/MLC-475435435-logitech-parlante-bluetooth-x50-azul-logitech-_JM#position=45&type=item&tracking_id=3f80a7ac-a53e-45b9-b3a3-bc5ad58b0d31,NA,NA,NA,NA,NA,#475435435,Logitech,142 g,X50 Azul,3 W,97.5 mm,Activo,Auxiliar,NA
