search_position,name,curr_price,orig_price,num_sold,in_stock,num_installments,amt_installments,arrival_time,shipping,free_return,free_return_info,review_avg,num_reviews,seller_link,product_link,five_star,four_star,three_star,two_star,one_star,item_id,Potencia de salida (RMS),Marca,Modelo,Tipos de filtros del parlante,Peso,Color,Conectores de entrada
625, Parlantes Harman Kardon Nova 2.0 Bluetooth ,480,NA,0,500,18 cuotas,987.20,NA,Envío a todo el país,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/URU_WOOFER,https://articulo.mercadolibre.com.uy/MLU-446605890-parlantes-harman-kardon-nova-20-bluetooth-_JM#position=46&type=item&tracking_id=c25f79a3-33ff-4e47-a5fb-1f82d2b66bf6,NA,NA,NA,NA,NA,#446605890,NA,Harman Kardon,NA,NA,NA,NA,NA
626, Parlante Jbl Charge 3 Verde Bluetooth Fidelidad Y Poder Nnet ,187,NA,0,999,18 cuotas,384.60,NA,Envío a todo el país,NA,NA,4.6,29,http://perfil.mercadolibre.com.uy/NNET+URUGUAY,https://articulo.mercadolibre.com.uy/MLU-463238909-parlante-jbl-charge-3-verde-bluetooth-fidelidad-y-poder-nnet-_JM#position=47&type=item&tracking_id=c25f79a3-33ff-4e47-a5fb-1f82d2b66bf6,16,5,2,0,0,#463238909,20 W,JBL,Charge 3,Pasivo,800 g,NA,NA
627, Parlante Portátil Bluetooth Kolke Kpp-063 Rojo Districomp ,12,NA,2,3,18 cuotas,24.91,NA,Envío a todo el país,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/DISTRICOMP+S.A.?brandId=11,https://articulo.mercadolibre.com.uy/MLU-451292963-parlante-portatil-bluetooth-kolke-kpp-063-rojo-districomp-_JM#position=48&type=item&tracking_id=c25f79a3-33ff-4e47-a5fb-1f82d2b66bf6,NA,NA,NA,NA,NA,#451292963,NA,Kolke,NA,NA,NA,NA,NA
628, Parlante Portable Jvc N1238bu 16w Rms Bt Fm Usb Sd Aux Loi ,47,69,NA,2997,18 cuotas,96.66,NA,Envío a todo el país,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/LOI+URUGUAY?brandId=638,https://articulo.mercadolibre.com.uy/MLU-465393445-parlante-portable-jvc-n1238bu-16w-rms-bt-fm-usb-sd-aux-loi-_JM#position=49&type=item&tracking_id=c25f79a3-33ff-4e47-a5fb-1f82d2b66bf6,NA,NA,NA,NA,NA,#465393445,16 W,NA,NA,NA,NA,NA,USB
629, Ff Parlante Activo Xion 25000w Led Usb Fm Bluetooth Xi-xt155 ,499,NA,1,99998,18 cuotas,1.026.28,NA,Envío a todo el país,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/FERRETERIA+FERRESERVI,https://articulo.mercadolibre.com.uy/MLU-444991717-ff-parlante-activo-xion-25000w-led-usb-fm-bluetooth-xi-xt155-_JM#position=50&type=item&tracking_id=c25f79a3-33ff-4e47-a5fb-1f82d2b66bf6,NA,NA,NA,NA,NA,#444991717,NA,Xion,NA,NA,40 kg,NA,Entrada para Micrófono
630, Mini Parlante En Aluminio Bluetooth Aux 3.5mm Micro-sd V2 ® ,255,NA,64,3992,18 cuotas,14.17,NA,Envío a todo el país,NA,NA,4.5,2,http://perfil.mercadolibre.com.uy/TOPTECNOUY,https://articulo.mercadolibre.com.uy/MLU-440326014-mini-parlante-en-aluminio-bluetooth-aux-35mm-micro-sd-v2--_JM#position=51&type=item&tracking_id=c25f79a3-33ff-4e47-a5fb-1f82d2b66bf6,1,1,0,0,0,#440326014,NA,NA,NA,NA,NA,NA,NA
631, Parlante Jbl Speaker Flip 4 Celeste Bluetooth 4.2 Nnet ,119,NA,0,NA,18 cuotas,244.74,NA,Envío a todo el país,NA,NA,4.8,217,http://perfil.mercadolibre.com.uy/NNET+URUGUAY,https://articulo.mercadolibre.com.uy/MLU-463116074-parlante-jbl-speaker-flip-4-celeste-bluetooth-42-nnet-_JM#position=52&type=item&tracking_id=c25f79a3-33ff-4e47-a5fb-1f82d2b66bf6,186,29,4,1,1,#463116074,16 W,JBL,Flip 4,Activo,515 g,NA,NA
632, Parlante Portable Bluetooth Xion Sd42bt Recargable Futuro21 ,1590,NA,0,54,18 cuotas,88.33,NA,Envío gratis a todo el país,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/FUTUROXXI+DIMM,https://articulo.mercadolibre.com.uy/MLU-463447700-parlante-portable-bluetooth-xion-sd42bt-recargable-futuro21-_JM#position=53&type=item&tracking_id=c25f79a3-33ff-4e47-a5fb-1f82d2b66bf6,NA,NA,NA,NA,NA,#463447700,NA,Xion,NA,NA,NA,NA,Auxiliar
633, Parlante 2.0 Edifier R1700 Bluetooth Marron ,167,NA,22,NA,18 cuotas,343.46,NA,Entrega a acordar con el vendedor,NA,NA,4.7,3,http://perfil.mercadolibre.com.uy/SHOPPING-UY?brandId=9,https://articulo.mercadolibre.com.uy/MLU-446185971-parlante-20-edifier-r1700-bluetooth-marron-_JM#position=1&type=item&tracking_id=6f3ec091-7154-47aa-ade8-c66cd389af5c,2,1,0,0,0,#446185971,NA,Edifier,NA,NA,NA,NA,NA
634, Parlante Bluetooth 5 En 1 Kolke Mod. Kpo-016 Geant ,29,NA,NA,10,18 cuotas,61.49,NA,Retiro gratis en tienda de Geant,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/ODALERSAODALERSA?brandId=522,https://articulo.mercadolibre.com.uy/MLU-455479477-parlante-bluetooth-5-en-1-kolke-mod-kpo-016-geant-_JM#position=2&type=item&tracking_id=6f3ec091-7154-47aa-ade8-c66cd389af5c,NA,NA,NA,NA,NA,#455479477,NA,Kolke,NA,NA,NA,NA,NA
635," Parlante Portatil , Usb,sd,bluetooth,fm Cafini ",1841,NA,0,10,18 cuotas,102.28,NA,Envío a todo el país,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/CAFINI+URUGUAY,https://articulo.mercadolibre.com.uy/MLU-464359433-parlante-portatil-usbsdbluetoothfm-cafini-_JM#position=3&type=item&tracking_id=6f3ec091-7154-47aa-ade8-c66cd389af5c,NA,NA,NA,NA,NA,#464359433,NA,Cafini,NA,NA,NA,Negro,USB
636, Parlante Portatil Ultimate Ears Ue Megaboom 20hs Bateria Amv ,365,NA,5,10,18 cuotas,750.68,NA,Envío a todo el país,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/AMVSTORE,https://articulo.mercadolibre.com.uy/MLU-448289165-parlante-portatil-ultimate-ears-ue-megaboom-20hs-bateria-amv-_JM#position=4&type=item&tracking_id=6f3ec091-7154-47aa-ade8-c66cd389af5c,NA,NA,NA,NA,NA,#448289165,NA,Ultimate Ears,MEGABOOM,Activo,877 g,NA,NA
637, Parlantes Activos Xion Xt92 Bluetooth 2 Microfonos - Fama ,387,NA,0,999,18 cuotas,795.93,NA,Envío a todo el país,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/FAMAELECTRODOMESTICOS,https://articulo.mercadolibre.com.uy/MLU-451755483-parlantes-activos-xion-xt92-bluetooth-2-microfonos-fama-_JM#position=5&type=item&tracking_id=6f3ec091-7154-47aa-ade8-c66cd389af5c,NA,NA,NA,NA,NA,#451755483,NA,Xion,NA,NA,NA,NA,NA
638, Parlante Jbl Flip 4 Inalambrico Bluetooth Turquesa Nnet ,135,NA,0,999,18 cuotas,277.65,NA,Envío a todo el país,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/NNET+URUGUAY,https://articulo.mercadolibre.com.uy/MLU-463273532-parlante-jbl-flip-4-inalambrico-bluetooth-turquesa-nnet-_JM#position=6&type=item&tracking_id=6f3ec091-7154-47aa-ade8-c66cd389af5c,NA,NA,NA,NA,NA,#463273532,16 W,JBL,Flip 4,Activo,515 g,Turquesa,NA
639, Parlante Marshall Bluetooth Woburn ,646,NA,1,998,18 cuotas,1.328.61,NA,Envío a todo el país,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/URU_WOOFER,https://articulo.mercadolibre.com.uy/MLU-449127514-parlante-marshall-bluetooth-woburn-_JM#position=7&type=item&tracking_id=6f3ec091-7154-47aa-ade8-c66cd389af5c,NA,NA,NA,NA,NA,#449127514,90 W,Marshall,Woburn,Activo,NA,NA,NA
640, Parlante Activo/pasiv Xion 38000w Led Bluetooth Xixt88-2 ,20590,NA,0,15,18 cuotas,1.143.89,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/MFSHOPUY,https://articulo.mercadolibre.com.uy/MLU-455461599-parlante-activopasiv-xion-38000w-led-bluetooth-xixt88-2-_JM#position=8&type=item&tracking_id=6f3ec091-7154-47aa-ade8-c66cd389af5c,NA,NA,NA,NA,NA,#455461599,NA,Xion,NA,NA,NA,NA,NA
641, Parlante Portable Sony Extrabass Bluetooth Bt Srs Xb10 ,69,NA,0,10,18 cuotas,142.94,NA,Envío a todo el país,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/INFINITTECHNOLOGY,https://articulo.mercadolibre.com.uy/MLU-450959969-parlante-portable-sony-extrabass-bluetooth-bt-srs-xb10-_JM#position=9&type=item&tracking_id=6f3ec091-7154-47aa-ade8-c66cd389af5c,NA,NA,NA,NA,NA,#450959969,NA,Sony,SRS-XB10,Activo,260 g,Azul,NA
642, Parlante Portátil Cafini 3794 Con Control Y Micrófono ,55,NA,0,10,18 cuotas,113.12,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/ENCONTRALO.SHOP,https://articulo.mercadolibre.com.uy/MLU-462486039-parlante-portatil-cafini-3794-con-control-y-microfono-_JM#position=10&type=item&tracking_id=6f3ec091-7154-47aa-ade8-c66cd389af5c,NA,NA,NA,NA,NA,#462486039,NA,Cafini,3794,Activo,NA,NA,NA
643, Jbl Jr Pop Parlante Para Niños Luces Resistente Easybuy ,1640,NA,0,1,18 cuotas,91.11,NA,Envío a todo el país,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/EASYBUYSHOP,https://articulo.mercadolibre.com.uy/MLU-464675037-jbl-jr-pop-parlante-para-ninos-luces-resistente-easybuy-_JM#position=11&type=item&tracking_id=6f3ec091-7154-47aa-ade8-c66cd389af5c,NA,NA,NA,NA,NA,#464675037,NA,JBL,JRPOP,NA,NA,NA,NA
644, Parlante Equipo Audio Sony V81 Alta Potencia Bluetooth - Ltc ,879,NA,0,50,18 cuotas,1.807.81,NA,Envío a todo el país,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/LATENTACIONSRL,https://articulo.mercadolibre.com.uy/MLU-461228286-parlante-equipo-audio-sony-v81-alta-potencia-bluetooth-ltc-_JM#position=12&type=item&tracking_id=6f3ec091-7154-47aa-ade8-c66cd389af5c,NA,NA,NA,NA,NA,#461228286,NA,Sony,NA,NA,NA,NA,NA
645, Parlante Inalámbrico Bluetooth Luz Led Karaoke ,361,NA,0,1510,18 cuotas,742.46,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/CARRASCO+IMPORT,https://articulo.mercadolibre.com.uy/MLU-462871856-parlante-inalambrico-bluetooth-luz-led-karaoke-_JM#position=13&type=item&tracking_id=6f3ec091-7154-47aa-ade8-c66cd389af5c,NA,NA,NA,NA,NA,#462871856,NA,NA,NA,NA,NA,Gris,NA
646, Parlantes Bluetooth 2.1 Thonet & Vander Laut Bluetooth ,207,NA,0,58,18 cuotas,425.73,NA,Envío gratis a todo el país,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/LEAMAUSRL,https://click1.mercadolibre.com.uy/mclics/clicks/external/MLU/count?a=hTIEFDrStEr8jYvjsoj1Dw6VzhQKsc1bTwrQkMtTUu7CQM%2BdB0ac6HoLMgDi93QNHa7Nh60UP7UWduu659cpD%2BiWZxFmKS%2BkSh7heUwVaqoR8xpmx9xZL2%2B8o%2BnJbqmYUUAsxX%2FIfSjJtqfqFrGUD%2Fu4oLFEePVot5GzrmPniHW0HVbESjpr3GXGh050l2BE3GD2KnVf2lHxlkZCtYka4nCLxMGlxZyh7AU4BkF1W8e%2BRhTjuTjtx2Ro2CWcarER3vsYIPcuLgDMA7uE2CR1KuTm4uquJpuNT0NWk7s6qk7L1bowssP0YLj8eqw%2BRzsgbj0PV7htkst1OpyT7LsWtAIaz0h2bqhdjr%2BI844Z%2BkFRVwqKa1nhlfe0nzpCHlJoCw98m0F10nebPA6A8i%2FWHaHMS2rCZSvkkMEX%2B9Jw5KAyunjnfqbK9R8xpQsCAT6JEOHZN144ul%2FGlgZsdDr3nbjOa%2FQZzqJbBohdIYbH11X2SQF0Fs%2BXM5xcoToXzNXXHpFZViosRNj6hS%2Bc7PGLShpkXey86QlgLqUl%2BeVfJw2J%2BfHIFzFTNaxuLLpKMOAnMZ%2FQhhxOmCPdsQETCivHHXxPHvA5GI3sztAkW%2B7xS0BuEXNxX6N0hFpAeD2bO1XXegJipovt8trQibQ%2F%2FuhkTFACEJsh1hal1HrrKC8uANcMiWe4IAqVH5cHlHM1o7DhSttQhAeddKVlaFQ2iKWVT%2BD0VClHN4Jc%2Br3S4tyghI%2BwrHbu6FiNlI5f1PeE8uPqNLct9tl2knsnx%2BItitY%2BH0KjRfUC6sMpFbG5Vrjgw46z4nAYekWlWY7fV2Z0uzgTsiQBMPPKLMCAl8aQzMlZNxtgxnwJR2ZMW5x%2BfwDJO%2BOXA0eWaRTDhyyY6sVTLS17SPFUiVe8vx%2BF9qoR4wTpQtJ3Nm4TtUHO8b3uZl6tHuw7vQcKgNCIsVVkYAYMSXBwh2wz%2Fe8jRo%2BmPWpJKjqdnwe0GUNMxjaYIWl6xEzpUzoX5hyl5MjV0hnDPm0xD6RysrjhOsu6wYsNOEeM25iA%2FHVcDNv3ZGirm7%2F08e9MeOq497FV4HX7KxyLzVDmHX9oaDzrbg3DJzJsLAxj0VIPt2tdgoQhiO99FvKw6HX3WJJneU2hp9v%2FAZpQCW0Dh5UrTJZST4Fz8EScHwRDdY8VwlRg7A83owrMcUNSlqO9XNlbH5wPR7BRq7BFgJwFYf%2FU8hYKFIVvH2hzubuXZjGPbzF7n445vEmdNMI6DRaVySQiyBoZ%2BwIBJ1JewMCHTJHKyAa8AaGQbDckZmBgNuHXIUhyM%2Fdrb1zUGsXiRcRgTR%2Fn5a4nIx%2Ft5Q6OUDO6w6dEg7zGGoch1uvoc4LrZaY3kDf8mTxAIJjhismus2QFAd4y60TH1PWoaNWQdBe8W6fUbG0wcTiHnvh%2BuX5Fz%2BCI1US9MrCID1a3%2FloEYorZEq1hF1oBXgnjsB3eG1bgwvtDgUnYgb%2B2ZfYQk94QsqEYTkprscH0wvDHqKKnl00p288rTJW8%2B%2BjeC2F3BIckHI8U8upBlUoVOHHS%2F5rl2w%2BvMQLI%2B%2B68Q%2FFLHhyo0H6TP0A0T4EyiDB%2Fin3DZSXQ8ub5mUVCz%2Bbs9cLNl2IgGHmSGdm%2F9jc55vS1Y5yIA1pX%2BwaRvNGst98rAKqcmQsKbQ4MI7hX7qRsrEshtYYaZrXQyQ9DuKb7cfwBkX06YMFNP2nXgJcJIAvcN%2BlzFHP%2BP%2Bmm1WA2wvfvIo5TTIZuFPwj3lkQwpz25%2F1YuYQJ4lWBGWDFN37a8CiNUQ2859Du1hXmN9dr230P%2FR5X9rwREl1gZmidVHc%3D,NA,NA,NA,NA,NA,#463824338,NA,Thonet & Vander,Laut Bluetooth,NA,NA,NA,NA
647, Parlante Bluetooth Sony Extrabass Portable Inalámbrico Lcm ,2690,NA,0,1000,18 cuotas,149.44,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/LACUEVAMUEBLES,https://articulo.mercadolibre.com.uy/MLU-453836618-parlante-bluetooth-sony-extrabass-portable-inalambrico-lcm-_JM#position=15&type=item&tracking_id=6f3ec091-7154-47aa-ade8-c66cd389af5c,NA,NA,NA,NA,NA,#453836618,NA,Sony,NA,NA,NA,Negro,NA
648," Patineta Electrica 6.5 , Luces Led, Bluetooth, Parlantes! ",8990,NA,2,48,18 cuotas,499.44,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/TS+ELECTRONICA,https://articulo.mercadolibre.com.uy/MLU-460327467-patineta-electrica-65-luces-led-bluetooth-parlantes-_JM#position=16&type=item&tracking_id=6f3ec091-7154-47aa-ade8-c66cd389af5c,NA,NA,NA,NA,NA,#460327467,NA,NA,NA,NA,NA,NA,NA
649, Parlante Lg Pk7 20w 22hrs Bt Meridian + Regalo Cam Web Tsuy ,268,NA,0,NA,18 cuotas,551.19,NA,Envío a todo el país,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/TS.UY,https://articulo.mercadolibre.com.uy/MLU-463575762-parlante-lg-pk7-20w-22hrs-bt-meridian-regalo-cam-web-tsuy-_JM#position=17&type=item&tracking_id=6f3ec091-7154-47aa-ade8-c66cd389af5c,NA,NA,NA,NA,NA,#463575762,20 W,LG,NA,NA,NA,NA,NA
650, Parlante Audio Portable Aiwa S 21 Lo Mejor Para Papa ,47,NA,3,7,18 cuotas,96.66,NA,Envío gratis a todo el país,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/PARABRISAS+EJIDO,https://click1.mercadolibre.com.uy/mclics/clicks/external/MLU/count?a=WYH%2Fcpr3CDRN8WYKk1spzcP52pUWAUUIH59GoqLw1T9s%2BqiKG8LeV0JXAKkcqUgg3VCpLD3lZXdJEIMCy1GnymFibHA%2BboWtQ4jDu8ggw3mxQ1f6orKfNAfrzA%2FNNCLngJZPO1TD7JGanWziw5epuW6awCc1qInt4v2QyRzf%2FboEpiy7MFq9zmxRpI6SGHlXDMp5jAAH76Tt66PU2kK4pghUMeUQHSphChgvJj9heh056fA6TSQJfK0PHple%2FbVleuiHqnlboab4n2BR7KKt6kuKSM1EDHPQtFfg0p33%2Bo6SodLs7FiqWYNMGnryNaFbRNWHUwCjrnfJqAVnkckaghUOxXyT4oasgswzjAoAVy63k%2FwdkDWZA9A01suoBrsdwftWtZGZs4PG9VhMKNNdO%2FDyr7rdhcrOnoq%2BL42gDOnbPdutSDuAkSt2o4%2BO8IC1M3Z%2FjkwwhWJpbEFqsTA4UYmXXNC3X%2Bh25VoTxaW7RFAiTzEL2563erJQqdE6U1eX0IRDtuwBMrIUXF5qMIwI04xZGIgGPaCvlnRuugufI7hsQUL68Za%2BJY2dTXQLYYuYVGsLrQ7QRuT1utIqwQVPEFBhsbUkf6%2FxFrONIeuQc%2BDBDwJj1K1qU0Pq1NhD4XdDSYj786kOTV87xtmrjCNed0k516nHn5Zp28rivdvo42U%2F97WKsKjXysWtLwsfHjR462FYNwKsQcReBj6WpGR54bmFumpZmOftD35vesJiUiaD%2B%2Brgh0%2FJBX0YvebbgTHMXdKDJoec7rx1THRDsvo3TR16EQhiColfbEPdCd1HugN1aEV8J0am7CtXINWyWlnzTvVtZ6Cr81sGm1%2F6wqsgOuvhlApSb%2B9IjBxQeQfRFUzkhc3F0LbcTFI%2B0pcRoygUDL2%2BkyMRtQVqMlJ%2FfLzx%2BW8N%2FNqpM3RwjBkBRiA35EOsBRSewBuXerYTuQ0E8UYmbBvdI58r4dG5qmklwSJx3XNOejLYobXYDcbn1gGnPiY1wcB0fapwtxfR%2BsWKKusHnjGiuxg%2F2RRJ5Y28SPnrycOpa3mk5KmYBXSE41RHMcrcUrlKD2GSs9CkoCv25g1B4q0MoHvdORy%2F9P6Eyv34sZqc6gRbtDKX8HIz5vq4qMNn5w79vCCd5YroYR9aOJx6g050lAwETnkt2qOESWQV%2B%2BH87aBbEE5FzKRA14YnfnYWkm1A67kBCHY6vXQYZfnW5qaT6Mmvhda%2B8TqfrY3zfBw%2BNW9t1DZ5FMP%2B9c51BMI47%2Ba3u02IH5x8K0wu7n7tN6cLrP9PZW69y8AaHc9iFTH6JOOG6g7azsw1lp0UxbT0VUuOKyNJSNHAawHRUaWN4JMeG3T8PMMBb3UffRcjGt5748Ptmdmf8MlXfU68HYGCL02LkJwsbi3ho3YTAlrGcVay3treAWhAdejkZPhbeMvvCodyi9AiKl%2BPxw086Ys5EladDUYJuejzMBZS7%2B0z%2BIpPInP%2ByftTpWwPtQ0JcMwR%2Ftz7wFdoah0lJDtFx%2Fyvd7oPOvhQ3mNR%2FezwKLvXKmGVVQNa8VLPbKu%2BcwkpZGBfO1JPeFRfjfjXXAw1LVzk2fTiKC9BOV7sFxREh%2BxEy0ntZvRLNtfVx2nOejIDJWPmdkHe%2FMLJ74lFQdZ6RMlGIwHBBeJBn8LaTes5aeJHUbiSqwx9y3wCIgWocIEaWFJT5QOrXls0hz8ZNVWPc6XwVyXJ%2FBgg2SqPFQqYsmct6LvyGOkuGT25fFxtUCNI%2BY1jtR%2FUu6zyRYrVL4og0uX%2BcTevTfjTDSflCSPuhj%2Bvh5Y55XX2eX50OcD5gavh2zxrZ9Mg,NA,NA,NA,NA,NA,#454048731,NA,Aiwa,AW-S21,NA,NA,NA,USB
651, Parlante Portatil Jbl Boombox Bluetooth 2x30 Watts Dcshop ,746,NA,0,99,18 cuotas,1.535.53,NA,Envío gratis a todo el país,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/DCSHOPCOMUY,https://articulo.mercadolibre.com.uy/MLU-463061555-parlante-portatil-jbl-boombox-bluetooth-2x30-watts-dcshop-_JM#position=19&type=item&tracking_id=6f3ec091-7154-47aa-ade8-c66cd389af5c,NA,NA,NA,NA,NA,#463061555,NA,JBL,Boombox,Activo,5.25 kg,Negro,NA
652, Parlante Xion Xi-xt66 12000w Pmpo. - Vía Confort ,219,NA,NA,10,18 cuotas,450.41,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/CANUS+SA?brandId=48,https://articulo.mercadolibre.com.uy/MLU-449777802-parlante-xion-xi-xt66-12000w-pmpo-via-confort-_JM#position=20&type=item&tracking_id=6f3ec091-7154-47aa-ade8-c66cd389af5c,NA,NA,NA,NA,NA,#449777802,NA,Xion,NA,NA,NA,NA,NA
653, Parlante Portatil Xion Bluetooth Usb Sd Sd95bt ,49,NA,0,99999,18 cuotas,100.78,NA,Envío a todo el país,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/FERRETERIA+FERRESERVI,https://articulo.mercadolibre.com.uy/MLU-456715150-parlante-portatil-xion-bluetooth-usb-sd-sd95bt-_JM#position=21&type=item&tracking_id=6f3ec091-7154-47aa-ade8-c66cd389af5c,NA,NA,NA,NA,NA,#456715150,NA,Xion,NA,NA,NA,NA,NA
654, Parlante Bluetooth Xion Portatil Sd50bt ,79,NA,1,99998,18 cuotas,162.48,NA,Envío a todo el país,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/FERRETERIA+FERRESERVI,https://articulo.mercadolibre.com.uy/MLU-456715193-parlante-bluetooth-xion-portatil-sd50bt-_JM#position=22&type=item&tracking_id=6f3ec091-7154-47aa-ade8-c66cd389af5c,NA,NA,NA,NA,NA,#456715193,NA,Xion,NA,NA,NA,NA,NA
655, Parlante Portatil Bluetooth/ Usb /sd Card/ Karaoke - El Rega ,973,NA,9,8,18 cuotas,54.06,NA,Envío a todo el país,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/ELREGALON.COM.UY,https://articulo.mercadolibre.com.uy/MLU-453902300-parlante-portatil-bluetooth-usb-sd-card-karaoke-el-rega-_JM#position=23&type=item&tracking_id=6f3ec091-7154-47aa-ade8-c66cd389af5c,NA,NA,NA,NA,NA,#453902300,NA,NA,NA,NA,NA,NA,NA
656, Parlante Jam Hangup Bluetooth Portátil Potencia Calidad Febo ,1275,NA,20,99996,18 cuotas,70.83,NA,Envío a todo el país,NA,NA,5,1,http://perfil.mercadolibre.com.uy/FEBOUY,https://articulo.mercadolibre.com.uy/MLU-449241970-parlante-jam-hangup-bluetooth-portatil-potencia-calidad-febo-_JM#position=24&type=item&tracking_id=6f3ec091-7154-47aa-ade8-c66cd389af5c,1,0,0,0,0,#449241970,NA,NA,NA,NA,NA,NA,NA
657, Parlante Jbl Xtreme 2 Inalambrico Negro Bluetooth Nnet ,407,NA,0,999,18 cuotas,837.06,NA,Envío a todo el país,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/NNET+URUGUAY,https://articulo.mercadolibre.com.uy/MLU-463273729-parlante-jbl-xtreme-2-inalambrico-negro-bluetooth-nnet-_JM#position=25&type=item&tracking_id=6f3ec091-7154-47aa-ade8-c66cd389af5c,NA,NA,NA,NA,NA,#463273729,40 W,JBL,Xtreme,Pasivo,2.393 kg,Negro,NA
658, Parlante Subwoofer 12 Pulgadas Karaoke Fm Bluetooth ,199,NA,0,1510,18 cuotas,409.28,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/CARRASCO+IMPORT,https://articulo.mercadolibre.com.uy/MLU-462875191-parlante-subwoofer-12-pulgadas-karaoke-fm-bluetooth-_JM#position=26&type=item&tracking_id=6f3ec091-7154-47aa-ade8-c66cd389af5c,NA,NA,NA,NA,NA,#462875191,NA,NA,NA,NA,NA,Tweet,NA
659, Parlantes Bluetooth T&v Koloss+parlante Frei Portatil Regalo ,672,NA,4,12,18 cuotas,1.382.08,NA,Envío gratis a todo el país,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/THONET-VANDER-URUGUAY?brandId=148,https://articulo.mercadolibre.com.uy/MLU-455769778-parlantes-bluetooth-tv-kolossparlante-frei-portatil-regalo-_JM#position=27&type=item&tracking_id=6f3ec091-7154-47aa-ade8-c66cd389af5c,NA,NA,NA,NA,NA,#455769778,NA,NA,NA,NA,NA,NA,NA
660, Parlante Bose Soundtouch 10 Inalambrico Wifi Bt Gris Nnet ,345,NA,0,999,18 cuotas,709.55,NA,Envío a todo el país,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/NNET+URUGUAY,https://articulo.mercadolibre.com.uy/MLU-453780660-parlante-bose-soundtouch-10-inalambrico-wifi-bt-gris-nnet-_JM#position=28&type=item&tracking_id=6f3ec091-7154-47aa-ade8-c66cd389af5c,NA,NA,NA,NA,NA,#453780660,NA,Bose,10,Activo,NA,NA,Auxiliar
661, Parlante Portátil Energy Sistem Music Box B2 Bluet Zonatecno ,29,NA,NA,2,18 cuotas,59.64,NA,Envío a todo el país,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/ZONATECNO?brandId=628,https://articulo.mercadolibre.com.uy/MLU-451708092-parlante-portatil-energy-sistem-music-box-b2-bluet-zonatecno-_JM#position=29&type=item&tracking_id=6f3ec091-7154-47aa-ade8-c66cd389af5c,NA,NA,NA,NA,NA,#451708092,NA,Energy Sistem,NA,NA,NA,NA,NA
662, Parlante Portable Jbl Flip 4 Bluetooth 2 X 8w Color Gris ,117,NA,0,100,18 cuotas,240.63,NA,Envío a todo el país,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/DEACOSRL,https://articulo.mercadolibre.com.uy/MLU-461973168-parlante-portable-jbl-flip-4-bluetooth-2-x-8w-color-gris-_JM#position=30&type=item&tracking_id=6f3ec091-7154-47aa-ade8-c66cd389af5c,NA,NA,NA,NA,NA,#461973168,8 W,JBL,Flip 4,Activo,515 g,NA,NA
663, Aiwa Parlante Sistema Audio 80w Bluetooth Microfono Incluido ,204,NA,0,5,18 cuotas,419.56,NA,Envío a todo el país,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/SMARTOPTION,https://articulo.mercadolibre.com.uy/MLU-459352752-aiwa-parlante-sistema-audio-80w-bluetooth-microfono-incluido-_JM#position=31&type=item&tracking_id=6f3ec091-7154-47aa-ade8-c66cd389af5c,NA,NA,NA,NA,NA,#459352752,NA,Aiwa,NA,NA,NA,NA,NA
