search_position,name,curr_price,orig_price,num_sold,in_stock,num_installments,amt_installments,arrival_time,shipping,free_return,free_return_info,review_avg,num_reviews,seller_link,product_link,five_star,four_star,three_star,two_star,one_star,item_id,color,size,Marca,Línea,Modelo,Tipo de casco,Peso,Tipo
1972, Casco De Cara Abierta Motocicleta 3/4 Con Visera Completa E ,14.99,NA,3,197,12,1.249,NA,Envío a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/MULTISHOPVIRTUAL23,https://click1.mercadolibre.cl/mclics/clicks/external/MLC/count?a=nyxhaCOb5zPvKxzzVR2Yq2OWyh0DRSPYY%2Bl8zQNJ1vgvBkxkwcQwJKgHSlIG1oANStJBz7TG4O62A1bOM%2FHUeo6%2FLrO4Rr1%2FZYV%2Fcru8eQ0bqMpfN%2BkW4%2FfXWF4MKKxi4ISJuP1Jt%2FRUdEOS70rc9tNCFX%2BmKkbKvQCwWhmEjneFcWkEB4mBIjcXL7xEzWUTF6%2Fz9Skqo4yezdagehD3RZXavzGi48Q2YJ75M7FV3OPgEDF1LXW64tBbDx%2FGso9UP5k%2FSiTxR%2Fryb4GYmL1RGjPcCqBTmRQk%2FsSM4cWxM7Zu%2F5D7ca3IR8s6M1ofpzC4lll2FvI9PfTLqWLXy6NMVoB4sdlYraGYLNtotux7YnHl%2B8xQ3mY%2Fwcn%2FenhKrlMmlLKyltkpSV4Xm%2BygFyBXmxFS8oisXdJsc11lVYcf8Kf4p8RMjtxfZvEuosD%2FhZx4HqGdnfJ9hQGJJu%2BDu03emKhIXzsFHJNKA%2B76dRQ3TSVJ7%2BShBkKyewP9PXLIwsqppLWMZov2tXAuD0YAzUxhTFjx9tpFEx0WMYrxxpqkkiF8SrHLN5jDTOToQW%2F7AkHb%2Fg687T3y0gUEJE8lJgDJPazzm5WTesYAKIHBAoAUwUaMe4%2FupLC3m%2B7m6wLLNgRjA7QcjsNzUPJUpNeWOfyVYHsb5qgvhoVkwCeaSsQMTOP4Tn2sgXgRz%2BkPbV4qV7bm3ypeveIrcm0pCWzDPaAgEqUCOoljoRHtWTj3HH7xb9Vke126yK13anldedEtWwqOfK2sia6Rdpxpqfj%2FdgjjInBOlHzD%2BZrSAo99bXhXN%2FLgWyRmOvT2d7MnwcquX8FemN82cFmkJvVaDUAAvFgfISoU1yrwryYTA0DAgMJH1SBWC%2BrhASTJEzx9wbVoQ%2BpMyME4y%2FfzXmoUI1zgeSTe4kSHIyQGS%2FHMUsbO9BrMYgNptHgmf0722qCBIl30on%2F5YlbW48%2BtNS%2Ba%2FwYxsl1NcHy5uQVthvD99%2B%2FbLSJ26UI0ZaHTXhMEUDQ1BORXDcc3xITdYcF1EWV6mVofj4oe%2FON84TuHW2UOEb%2BMflSDLOV0k8f5OHHImwPNotMaWQUFN%2FenvH78snpmzOeAz5MwagcZjcc%2BeInBAoUvejK%2FLWapqN5jgJtmCnIfsooTkdML2GYmb7THB2Vvh3h20Z45Y7DkBZZNsysI%2BS7D4u8e9z28TiddHkXtymaGBGU9Gb4VxWyXjwSaJCauf9l0ZhhMDrDsbt%2Ba2ed3caZEdDu5AQ4kNKuDyUceewB3fUMe3F8tjRzFJAf6zq6MAPL%2F5E%2BeDJRXGhjzF2pUEPhOWl03mIqgq%2FYB7dLyAp%2BDNTm6OeNFhsVHFFYI0DzmRtETZHjIAf4ACgdU4d6xXsIAh23Mtee6YUipWT7vC1DXRrbQ7VemstfbITFUas1VNK60jAqed1Msfc8dToa%2BOR7uB%2B81E3Iqz5sU9kyXru%2BO6LA7hb%2B%2F5sXiJR3THz1Vmc2lGMe2RMsx8BtvwwrtTT57dsPCS9ZtcfKjhigTZhm6npP5aSYKNNCFW%2FkTVxOwSuPrLvQL8fpwi4QzFkIbu885cgKWzjYMQsuNCzgWT1zKIZVH3COy706n8mMspuYrgJay29A6599OEtqO2CxPTOLCDDuM9kOwYGltF4jaWUpYXlI5cktM6PD3T9TKP5%2F2GyUt06skT6hEJnAQpibO0AVwgFSCF6zeoSZNYZqZYDlhMJzQQ%2Bwtl9McAMXAuoqx6aXvYCIKJmW4GgpXk%2BkjpagYq1yLtKqz3LDmW6T5aVahz9L%2FcaemBoHICfNPAMnJIcSoCQGu,NA,NA,NA,NA,NA,#481654990,Negro,"s,m",HELMET,NA,NA,Integral,NA,NA
1973, Casco De Motocicleta De Cara Completa Con Ls2 Stream Sólido ,4.667,NA,0,NA,12,389,NA,NA,NA,NA,NA,NA,https://perfil.mercadolibre.cl/CARMOTORSPORTSCL,https://articulo.mercadolibre.cl/MLC-477380457-red-de-carga-bungee-con-6-ganchos-para-casco-motocicletas-m-_JM,NA,NA,NA,NA,NA,#477380457,NA,NA,Unbranded,NA,NA,Integral,NA,NA
1974, Red De Carga Bungee Con 6 Ganchos Para Casco Motocicletas M ,183.314,NA,0,100,6,30.552,NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/IMPOGLOBAL.COM,https://articulo.mercadolibre.cl/MLC-489889341-casco-de-motocicleta-de-cara-completa-con-ls2-stream-solido-_JM,NA,NA,NA,NA,NA,#489889341,NA,NA,LS2,NA,NA,NA,NA,Abierto
1975, Cascos De Moto Y Deportes De Motor Raider 55-568p-13 ,3.921,NA,0,NA,12,327,NA,NA,NA,NA,NA,NA,https://perfil.mercadolibre.cl/CARMOTORSPORTSCL,https://articulo.mercadolibre.cl/MLC-477401734-bloqueo-de-casco-abierto-para-2-motos-para-cierre-de-hebill-_JM,NA,NA,NA,NA,NA,#477401734,NA,NA,Unbranded,NA,NA,NA,NA,Integral
1976, Casco Moto Shoei Rf-1200 Flagger Tc5 ,25,NA,0,2,12,2.083,NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/VIGA-MOTOS,https://click1.mercadolibre.cl/mclics/clicks/external/MLC/count?a=FYB%2By%2FRiKJlg%2FqtCPPEBQAUtlVtaFh29jEO%2By5u%2Fh9i0HKERbO4ND70Ajr%2FiaOEjnhUeH%2BhAprZ91Jkbd5aKtQ5U4Hz4m0CrdTNp51t2nuJZtyEkaxbWJZ6Gq84%2BQ%2Fc1%2BPJazQe0FZ4gvZxKcyXGOR4TcyoSgchtNb0eJ2GpgrD3%2BUlurZQWrqvJgXntNyPiT6esu4%2B5hnhfHTd0tcTS5m9o4tYqOW7lGdQdLsSf%2BlmrQ0X5xBrvtR7QKHOvmBtlf2pI1S%2FhkoNfs9tSFxZn%2BHyWUnWU80ED2Lg8f%2FO1EFjzWyShuiERdXDzd5u%2F%2BimO0c5U6E%2BgQug9Ismz%2FIcha6U%2FW7IO5W%2BvtTPjvzN9fBeUR%2BSkVNF%2FSHADbfnDq%2B89ZjLtRi28h5jW0QT%2BSQqNB7Dp%2FwQzN50nv%2BNlnt29gLyFx%2F8JQk7ClLGSqgJwidU2CfIPlOQNf6tQ%2F%2By%2F5EpdEcflHuc9AhKMTU4Y1NDN1BaeRnaEd7dS511fHnf%2B7fWF6wRhpx9c0pJYLo%2F%2FNlZqHlg4iVUVCE52ZSP3kNpRS8%2Bf4Ud1TWstkUaA66pGXM0hxQvv4%2B5vdFTvjLFK8xbFrCa8U9M5HhKouOuO%2FPcUE9q%2BlHtfa9kqo1isKPxfIY3ZeGCv4lU1tRdW9ODymo8LEhQ7x9IxK%2FHzi7GpCP4Jy3Q5hNFW1FrHn2hnFGvtlisPPuRbGGJhbAywZ1aunbiaDuNYhrIYCU5Js49YHwXbYklFxr6dZMY3aN1WaBQ6Q%2FTa7n1QErsjgJCmZLEjnJX2kO73V9Gxs66KLDwAjNJLyoDda5rgWncdxQDWRQUioOwfEZ1br5hhDKwuRAGtlXwEEI%2B%2FGgMfcedG7pIMNcrjPdbt9iuVIJ5u37JmPoARYNiRAKEqjHuV6aKSW3e%2FYaZdPOQ83pkubgD5OHQFbVlrEyaOTy6LAeY9I4LF%2BIymEbMRD%2Bscw9kTjRqkYX3KJNeGuDxm5LZYSP5L1B4uNktbzkFMX0kIYaWOesN3Z5TgXEOPLC92bJfGLJ6HsqsC1kgiYev0Zq4ey5TtYG0HSMemdb7yjnQZoxJSS2xa8DkT7fijASvfwfPAksUUj%2Fkwdk%2FaOscSH%2FMtNxzO1%2BUcP52KMqCL%2BXhHoNi1Gtrrrp1CGjdVERMO7PQb1unwTVCgKIUZJGcvQvXYNHA4wN%2BL59k6t%2BcVUAHPWnvo27PzNvz25b2xKXiNq57r9%2FtAMjjxuJTOvL2LbaYy3AdoD8xpGtnZRJ0gKLTmPrv6v1rPSzoNupGO2UNDkP4sZl0duBQZG%2BciaKGXKGjhkgToYlUDNKXN5928SRtsshcFhMisA6LT0JkoUJ2A3Q%2BAE6Q3RlD9TnsBga%2BhMeS9arBqLQsjViPAZKD85EyKWhkTikAxLVkT%2BOCXm4MRiAQjcXW1GyMlKElf19qsMVKmgnwaVlFXqoBi1J1bOA5q1ecpj26PBr2AedW%2Fx1EB1qKfY6nPaPtspjXFiqZINt1z8XnusH1XrScTn6xgdx65QvUSoe%2Fc9nrZO2lcYhR2T1qwsiQBJPIaqXS9zy5k2bKFBpShvHgI1M0DP39StKjCpUcu5hDbUCD8ZUa1F54ZZ%2B7ayr5ePwuaiH%2Bz95Cocp2mo5J48faHE4JntxPxiCHnBhcJTG41g6RgTB4tdL%2FvflNfCvpPQU3MeKM6ou1uqlmRNmLoShkiL8tICnJeGR6ba0vUmg82%2BukfEy8r702CKl5IHCqiBcY1Pi9ysHeXOY0W8FX1vRL7eq6fXB2R2%2FrgpgjUIihrFBOI2sQvqN0Rk6DYKwCr8nQ%3D,NA,NA,NA,NA,NA,#465285074,NA,NA,LS2,NA,Breaker,NA,NA,Integral
1977, Bloqueo De Casco Abierto Para 2 Motos Para Cierre De Hebill ,152.748,NA,0,100,6,25.458,NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/IMPOGLOBAL.COM,https://articulo.mercadolibre.cl/MLC-486340415-cascos-de-moto-y-deportes-de-motor-raider-55-568p-13-_JM,NA,NA,NA,NA,NA,#486340415,NA,NA,NA,NA,NA,NA,NA,Rebatible
1978, Casco De Cara Abierta Para Motocicleta Punto Aprobado -... ,52.99,NA,NA,5,12,4.416,NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/MOTOXTREME.CL?brandId=329,https://articulo.mercadolibre.cl/MLC-466725103-casco-moto-ls2-ff352-infinite-blanco-negro-amarillo-_JM,NA,NA,NA,NA,NA,#466725103,NA,NA,LS2,INFINITE,FF352 ROOKIE,NA,1350 g,Integral
1979, Cascos De Moto Y Deportes De Motor Scorpion 52-540-68 ,6.296,NA,0,199,12,525,NA,NA,NA,NA,NA,NA,https://perfil.mercadolibre.cl/COMPRATECHCL,https://articulo.mercadolibre.cl/MLC-478975621-casco-de-moto-medio-rostro-abierto-de-proteccion-vermelho-_JM,NA,NA,NA,NA,NA,#478975621,NA,NA,NA,NA,NA,Integral,550 g,NA
1980, Casco De Moto Medio Rostro Abierto De Protección Vermelho ,102,NA,0,999,6,17.000,NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/TODOENCARGO-CL,https://articulo.mercadolibre.cl/MLC-490139026-casco-de-cara-abierta-para-motocicleta-punto-aprobado--_JM,NA,NA,NA,NA,NA,#490139026,NA,NA,YEMA Helmet,NA,NA,NA,3.85 lb,Abierto
1981, Casco Moto Ls2 Ff352 Infinite Blanco Negro Amarillo ,37.567,NA,0,NA,6,6.261,NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/IMPOGLOBAL.COM,https://articulo.mercadolibre.cl/MLC-486341545-cascos-de-moto-y-deportes-de-motor-scorpion-52-540-68-_JM,NA,NA,NA,NA,NA,#486341545,NA,NA,Scorpion,NA,NA,NA,NA,Rebatible
1982, Verano De La Motocicleta Mitad Casco Béisbol Tapa Cascos Pa ,4.315,NA,0,200,12,360,NA,NA,NA,NA,NA,NA,https://perfil.mercadolibre.cl/VICAMSTORECL,https://articulo.mercadolibre.cl/MLC-479550154-verano-de-la-motocicleta-mitad-casco-beisbol-tapa-cascos-pa-_JM,NA,NA,NA,NA,NA,#479550154,NA,NA,Brand New,NA,NA,NA,NA,Integral
1983, Cascos De Moto Y Deportes De Motor Gmax 72-5738xx ,131.99,NA,0,3,12,10.999,NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/UP-SHOP,https://articulo.mercadolibre.cl/MLC-468652126-fox-racing-2017-race-youth-v1-motocross-casco-de-moto-rosa-_JM,NA,NA,NA,NA,NA,#468652126,NA,NA,Fox Racing,V1,Race,NA,16 lb,Cross
1984, Casco Motocicleta Bluetooth Interphone Motocicleta Walkie -t ,4.776,NA,0,200,12,398,NA,NA,NA,NA,NA,NA,https://perfil.mercadolibre.cl/TOMTOPWHOLESALECL,https://articulo.mercadolibre.cl/MLC-481853091-casco-de-bisbol-de-la-mitad-del-casco-de-la-motocicleta-_JM,NA,NA,NA,NA,NA,#481853091,NA,NA,NA,NA,NA,NA,NA,Integral
1985, Casco De Bisbol De La Mitad Del Casco De La Motocicleta ,132.407,NA,0,NA,6,22.068,NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/IMPOGLOBAL.COM,https://articulo.mercadolibre.cl/MLC-486342670-cascos-de-moto-y-deportes-de-motor-gmax-72-5738xx-_JM,NA,NA,NA,NA,NA,#486342670,NA,NA,Gmax,NA,NA,NA,NA,Rebatible
1986, Cascos De Moto Y Deportes De Motor Gmax 72-5730x ,40.313,NA,0,2,12,3.359,NA,NA,NA,NA,NA,NA,https://perfil.mercadolibre.cl/JCTAGCL,https://articulo.mercadolibre.cl/MLC-490588440-casco-motocicleta-bluetooth-interphone-motocicleta-walkie-t-_JM,NA,NA,NA,NA,NA,#490588440,NA,NA,JCTAG,NA,JCTAG,NA,NA,Abierto
1987," Fox Racing 2017 Race Youth V1 Motocross Casco De Moto, Rosa, ",15.701,NA,0,200,12,1.308,NA,NA,NA,NA,NA,NA,https://perfil.mercadolibre.cl/DRESSTOPCL,https://articulo.mercadolibre.cl/MLC-483611239-aleman-estilo-vendimia-de-la-motocicleta-casco-carbono-fibra-_JM,NA,NA,NA,NA,NA,#483611239,NA,NA,No Brand,NA,others,NA,NA,Integral
1988, Alemán Estilo Vendimia De La Motocicleta Casco Carbono Fibra ,130.879,NA,0,100,6,21.813,NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/IMPOGLOBAL.COM,https://articulo.mercadolibre.cl/MLC-486342760-cascos-de-moto-y-deportes-de-motor-gmax-72-5730x-_JM,NA,NA,NA,NA,NA,#486342760,NA,NA,Gmax,NA,NA,NA,NA,Rebatible
1989," Motocicleta, Modelo De Casco Integral, Punto Aprobado Yema ",263.99,NA,0,3,12,21.999,NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/UP-SHOP,https://articulo.mercadolibre.cl/MLC-470786459-nolan-durango-adulto-n21streetcasco-de-moto-plana-negro-_JM,NA,NA,NA,NA,NA,#470786459,NA,NA,Nolan,NA,N21,NA,NA,Cross
1990, Cascos De Moto Y Deportes De Motor Gmax 72-5738s ,5.993,NA,0,200,12,499,NA,NA,NA,NA,NA,NA,https://perfil.mercadolibre.cl/GLOBALBUYCL,https://articulo.mercadolibre.cl/MLC-486104298-casco-uv-lucha-contra-raspador-de-uv-motocicleta-del-escudo-_JM,NA,NA,NA,NA,NA,#486104298,NA,NA,No Brand,NA,no model,NA,NA,Integral
1991, Casco Uv Lucha Contra Raspador De Uv Motocicleta Del Escudo ,155.846,NA,0,100,6,25.974,NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/IMPOGLOBAL.COM,https://articulo.mercadolibre.cl/MLC-490819817-motocicleta-modelo-de-casco-integral-punto-aprobado-yema-_JM,NA,NA,NA,NA,NA,#490819817,NA,NA,Yema,NA,NA,NA,NA,Abierto
1992," Nolan Durango Adulto N21 street  casco De Moto Plana Negro, ",130.081,NA,0,NA,6,21.680,NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/IMPOGLOBAL.COM,https://articulo.mercadolibre.cl/MLC-486342762-cascos-de-moto-y-deportes-de-motor-gmax-72-5738s-_JM,NA,NA,NA,NA,NA,#486342762,NA,NA,Gmax,NA,NA,NA,NA,Rebatible
1993, Lente Plegable Con Visera Para Motocicleta Ls2 Mx433 Casco ,20.9,NA,0,NA,6,3.483,NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/VIGA-MOTOS,https://click1.mercadolibre.cl/mclics/clicks/external/MLC/count?a=ZCPqd8UhiUw1juhIe9nxVSecSilQBFLlFMOvZQRyf7l1ot1Y%2F3JnE%2FJO31j0VRXoQv5X8yk7phfNSobURf2ddHd6XduFOUopZpPFlV5GvjjNwqpjLaAZLIe92nv8ldjtUO6nVfC3STUxzZp0KnyaKXCUV7R9sfwbYCXBlR1%2BTjSC85hE9oxyo9grcSj2hLyK2HMV0iHRt%2FUHLVvjSCHX3OV8ZQBttzR8YJe5Bv9x5ABS%2BiWsowZFmZssCOTiTRaCP03o0Rwg6HtX6262HPvIXHsbuf7UvwCCpxFQRIihOy%2FVtHiBHWGOI2XS%2Fd%2FzKHROSim0UQNsScweUG82XMkRZ%2BVXWfb5l4Kw0tVbRDoL%2B6HisE6GhYlP63N25PDuCpyaQUIEtAp1k0SfetJ3wXxvDAb0vVzEN5Bo96i34t%2B0eJcALNoXBc5iv2TwIi9xFtohrGe9lPdYxKaWRBQupLF1%2F9g3v7TQNsQmGVqiviNO9w0XVMroeGJf888YzSRADsMTEZiPYY9msOpnyuUnZqE5owti7jgd2EX7RJCvYwy5sVo%2B2p3%2BeS8vjSc5Hl8vSCRInfwxNZBNxD2yefaK3zb77aPUH6XNJDS7oo4gCCEcOeSy8Ukm7%2BOEActJwAjkIz7exfTOqZW4VaGsrInnlRQJYnDpPeULUCnMpnG%2B03xZKanZHjAjzHYFW0TjYXw205D1%2Fq84DUFNkIrzxrT8VdBBtI71moYJRd03ygZCmkAeDJShT6bPNMUCJtru8ArKzkxeiNsAdKrZfn9gy75mqnUapk66auLTST3WT5qVRvo7gkGyJm%2FE1pk%2FqbOJ4QbhGpFCVewuFz%2FpEyCz55t%2Fm%2BWG7MhW3QQLna66pPU5Ll7hRFGh7XpioUEmSYChTwoADufLd%2BQUCxZm0vd0hfD6%2BEE4i4IgljUlB5ew9mfBpLuymej3AFMSCmyG84f5VaT8tB5JHtDxPX0WcDl7DrDe0sb6Ct5i7Dl1KFwx2lBzKoxRnoBh%2FihRmFed%2FK6oBpPa0pU0nRzY0kivfKCcPr%2ByMU96FwDTqUiVR%2ByumitQ5ws3CrzBuT1tKqWmhm5Qcd6jBhVW7PiFfJn3%2FH%2F%2Fz8Dhf7BNEU00b3KIdzMinOcv%2BcKXBrNe9ARJQwZc1GnqBcU7PuuOZ7dTxjx11%2FSm%2F5cP%2BdY8L3XF9m6dL0KgDb2vYo1qdWg0K3QdK7qKd28uGKhnxn%2FHCSyf%2BvlS9cr1asR7%2FHCJV%2FcfiGOrGaPWSIV8Lu9vLBokOsQ%2FxL419t7lBgDnuQLxUTXMO2SgNorlY9BTalxoXam2xCpkUt06mlD0oYlKsF%2FuToPoVKNLnNNAQVvqEYvTGCjhTXvbCe7WPGH0y%2BJwBFW2%2FQJ7ok2iifiJV6zbWvDWBmjMWN2W%2BIHGb1LnapwfnflQFrAYUw1px4KeFEkixGfUQxzWWfCCVgL7ZG5365I4rFILNdFSlMsG1KRo8kUIaGXkIlsAuRiNe7rSfcJKyZrjgSZRcSneA9MmS3UUS6ZXk0l5FrYRS2V%2B2P5dcCU3IcUjU7ahnjPNYWrpM%2BKzmd8qLtnUBL1X9t%2BUUHnAOsgdJaAATIhq7usfzBAZqwLK3WZQmdNAf7ws4RsSTCrJaEMYwXOOrVz1mGZFV2Pj118pSVfC0X%2BdzPPVQL%2F1nn5lwcRmH6p8yJ3nV8tQ8MuaaDgJXz2zmt95KG2Qn6jUr4pZy1F2g6LJz37Gvk326tonNJOG4sjREKy3rvVraDBPneQomvtuKaHEBHIAZVbH9CG1NanuKg%3D%3D,NA,NA,NA,NA,NA,#494748857,NA,NA,LS2,NA,NA,Abierto,NA,NA
1994, Cascos De Moto Y Deportes De Motor Gmax 72-5730s ,8.025,NA,0,2,12,669,NA,NA,NA,NA,NA,NA,https://perfil.mercadolibre.cl/CARMOTORSPORTSCL,https://articulo.mercadolibre.cl/MLC-486147961-lente-plegable-con-visera-para-motocicleta-ls2-mx433-casco-_JM,NA,NA,NA,NA,NA,#486147961,NA,NA,Unbranded,NA,NA,Integral,NA,NA
1995," Los Cascos De Casco De Motocicleta T-72 (negro, X-pequeño) ",15,NA,0,10,6,2.500,NA,Envío a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/MR7_ACCESORIOS,https://articulo.mercadolibre.cl/MLC-451881893-sistema-fijacion-con-tornillos-para-casco-moto-nzi-combi-duo-_JM,NA,NA,NA,NA,NA,#451881893,NA,NA,NZI,NA,Combi Duo,NA,NA,NA
1996, Casco Uv Lucha Contra Raspador De Uv Motocicleta Del Escudo ,17.351,NA,0,200,12,1.446,NA,NA,NA,NA,NA,NA,https://perfil.mercadolibre.cl/SHOPPINGMALLCL,https://articulo.mercadolibre.cl/MLC-487316144-casco-uv-lucha-contra-raspador-de-uv-motocicleta-del-escudo-_JM,NA,NA,NA,NA,NA,#487316144,NA,NA,No Brand,NA,No Model,NA,NA,Integral
1997, Sistema Fijación Con Tornillos Para Casco Moto Nzi Combi Duo ,130.081,NA,0,NA,6,21.680,NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/IMPOGLOBAL.COM,https://articulo.mercadolibre.cl/MLC-486342774-cascos-de-moto-y-deportes-de-motor-gmax-72-5730s-_JM,NA,NA,NA,NA,NA,#486342774,NA,NA,Gmax,NA,NA,NA,NA,Rebatible
1998, Cascos De Moto Y Deportes De Motor Gmax 72-5730xx ,74.088,NA,0,100,6,12.348,NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/IMPOGLOBAL.COM,https://articulo.mercadolibre.cl/MLC-491992644-los-cascos-de-casco-de-motocicleta-t-72-negro-x-pequeno-_JM,NA,NA,NA,NA,NA,#491992644,NA,NA,NA,NA,NA,NA,NA,Abierto
1999, Casco Del Motor Cara Abierta Capacete Racing Motocicleta ,11.155,NA,0,200,12,930,NA,NA,NA,NA,NA,NA,https://perfil.mercadolibre.cl/RCMOMENTCL,https://articulo.mercadolibre.cl/MLC-487399672-casco-del-motor-cara-abierta-capacete-racing-motocicleta-_JM,NA,NA,NA,NA,NA,#487399672,NA,NA,Jiekai,NA,NA,NA,NA,Integral
2000, Casco Moto Medio Rostro Abierto Protección Negro ,250.302,NA,0,99,6,41.717,NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/MIMOSPA,https://articulo.mercadolibre.cl/MLC-478239846-casco-de-motocicleta-bell-mag-9-sena-helmet-medium-black-_JM,NA,NA,NA,NA,NA,#478239846,NA,NA,Bell,NA,Mag-9,NA,NA,NA
2001, Alemán Estilo Vendimia De La Motocicleta Casco Mitad Abierto ,130.081,NA,0,NA,6,21.680,NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/IMPOGLOBAL.COM,https://articulo.mercadolibre.cl/MLC-486342779-cascos-de-moto-y-deportes-de-motor-gmax-72-5730xx-_JM,NA,NA,NA,NA,NA,#486342779,NA,NA,Gmax,NA,NA,NA,NA,Rebatible
2002, Cascos De Moto Y Deportes De Motor Gmax 72-5731x ,14.518,23.506,0,200,12,1.210,NA,NA,NA,NA,NA,NA,https://perfil.mercadolibre.cl/TOPTECKCL,https://articulo.mercadolibre.cl/MLC-488670008-aleman-estilo-vendimia-de-la-motocicleta-casco-mitad-abierto-_JM,NA,NA,NA,NA,NA,#488670008,NA,NA,No Brand,NA,no model,NA,NA,Integral
2003, Casco De Motocicleta Bell Mag-9 Sena Helmet (medium) (black) ,7.027,NA,0,200,12,586,NA,NA,NA,NA,NA,NA,https://perfil.mercadolibre.cl/CASAFELIZCL,https://articulo.mercadolibre.cl/MLC-493164602-casco-moto-medio-rostro-abierto-proteccion-negro-_JM,NA,NA,NA,NA,NA,#493164602,NA,NA,NA,NA,NA,Abierto,550 g,NA
2004, Motocicleta Scooter 3/4 Cara Casco Vendimia Capacete Para Ha ,47.194,NA,0,10,12,3.933,NA,NA,NA,NA,NA,NA,https://perfil.mercadolibre.cl/ELECTRONICSSHOPCL,https://articulo.mercadolibre.cl/MLC-492568874-motocicleta-scooter-34-cara-casco-vendimia-capacete-para-ha-_JM,NA,NA,NA,NA,NA,#492568874,NA,NA,NA,NA,NA,NA,NA,Integral
2005, Scooter Motocicleta Cara Abierta Medio Casco Cuero Visera ,130.081,NA,0,NA,6,21.680,NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/IMPOGLOBAL.COM,https://articulo.mercadolibre.cl/MLC-486342783-cascos-de-moto-y-deportes-de-motor-gmax-72-5731x-_JM,NA,NA,NA,NA,NA,#486342783,NA,NA,Gmax,NA,NA,NA,NA,Rebatible
2006, Cascos De Moto Y Deportes De Motor 109018403 ,160.724,NA,0,99,6,26.787,NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/MIMOSPA,https://articulo.mercadolibre.cl/MLC-478240825-casco-de-motocicleta-fox-racing-2017-race-adult-v1-motocross-_JM,NA,NA,NA,NA,NA,#478240825,NA,NA,Fox Racing,V1,Race,NA,NA,Cross
2007, Casco Carreras Motocicleta De Cara Completo Para Yemr ,24.939,NA,0,10,12,2.078,NA,NA,NA,NA,NA,NA,https://perfil.mercadolibre.cl/ELECTRONICSSHOPCL,https://articulo.mercadolibre.cl/MLC-492642744-casco-carreras-motocicleta-de-cara-completo-para-yemr-_JM,NA,NA,NA,NA,NA,#492642744,NA,NA,NA,NA,NA,NA,NA,Integral
2008, Casco De Motocicleta Fox Racing 2017 Race Adult V1 Motocross ,8.163,NA,0,200,12,680,NA,NA,NA,NA,NA,NA,https://perfil.mercadolibre.cl/CASAFELIZCL,https://articulo.mercadolibre.cl/MLC-493643523-scooter-motocicleta-cara-abierta-medio-casco-cuero-visera-_JM,NA,NA,NA,NA,NA,#493643523,NA,NA,No Brand,NA,COLOR AZUL,Abierto,NA,NA
2009," Shoei Casco De Motocicleta, Metálico  antracita, 2xl, Antra ",828.99,NA,0,3,12,69.082,NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/UP-SHOP,https://articulo.mercadolibre.cl/MLC-465880720-shoei-casco-de-motocicleta-metalicoantracita-2xl-antra-_JM,NA,NA,NA,NA,NA,#465880720,NA,NA,Shoei,NA,NA,NA,5.95 lb,Integral
2010, Cascos De Moto Y Deportes De Motor Gmax G104199 ,178.505,NA,0,100,6,29.751,NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/IMPOGLOBAL.COM,https://articulo.mercadolibre.cl/MLC-486343760-cascos-de-moto-y-deportes-de-motor-gmax-g104199-_JM,NA,NA,NA,NA,NA,#486343760,NA,NA,Gmax,NA,NA,NA,NA,Rebatible
