search_position,name,curr_price,orig_price,num_sold,in_stock,num_installments,amt_installments,arrival_time,shipping,free_return,free_return_info,review_avg,num_reviews,seller_link,product_link,five_star,four_star,three_star,two_star,one_star,item_id,color,size,Marca,Modelo,Tipo de casco,Línea,Tipo de visor,Materiales del exterior,Edad,Materiales del interior,Género,Modelo alfanumérico,Peso
11," Casco Integral Negro Mate, Negro , Rojo, Azul Y Plata ",550,NA,677,4,18 meses,30.56,NA,Envío gratis a todo el país,Devolución gratis,Tienes 30 días desde que lo recibes,4.5,93,https://perfil.mercadolibre.com.mx/GUERREROBIKER,https://articulo.mercadolibre.com.mx/MLM-610879940-casco-integral-negro-mate-negro-rojo-azul-y-plata-_JM?searchVariation=31678827987,62,18,11,0,2,#610879940,NA,"M,L,XL",Promoto,A107,Integral,CERRADO,Simple,ABS,Adultos,Poliestireno,Unisex,basic,NA
12, Casco Moto Accesorio Alebrije Kov Dot Abatible Rojo / Rosa ,699,NA,1007,130,12 meses,69.06,NA,Envío gratis a todo el país,Devolución gratis,Tienes 30 días desde que lo recibes,4.8,35,https://perfil.mercadolibre.com.mx/VALERIARIOU,https://click1.mercadolibre.com.mx/mclics/clicks/external/MLM/count?a=fn8AYOsko9ZX3R8%2Bzw8Kmi5Td4yZ6%2BtkrciSoJMzoXyH7im3VTPnH8UzhUZCIcxYbKf7JwQNN%2FbGLHUTOruwrEqDOTcFTfLgDocy%2BNhh92grSgUhci0%2B1Er6CbnJtuOBhEEV2uwBnsM0Pg31BJk%2FhI3Ro8vOt1Jg43vFtBnSZs8H7jej3IbKwv56qszmv%2BpLipm6pU%2BfHRA7JBx7%2B3SVp7O4AF9GkPTNLpWK2h5WLhYzYQruxUgUfwc2S4zk7WKwxpc%2BtPO07jqz14JAIHMzp2gboptz6K5g9Fs2jwlk9ESPTM9tCvbL3krN2HjZ6Hr3kKzTOTKIMGVXW02UJbqYSpi%2B84LtIrGpaXShc09xBcS0n8HEF8ejmEMXTRvWl%2B%2BUe5vpCiqrkeVoxopmi0%2BQkQbk6MBpa5S0YhhxBWweTdVLyNmMwL%2FRJFngC6nIqZtftKjaJlf%2Bx8PiFkTgIYwgvAzfhnoYYLees0LtvAVTxHtUWYsNyH41MMEHlIxFbLcTjPG3sLF9dS4JKmhn1pQO6LQ0yqDEmtFMba0aW3edwvPmv2kRjoDY7k1LxFDchR5h71fozB1i3Q%2FZdwrsQR%2FATbLAUsfgjev4MRqBUUCpNm6dhPj0wt6w%2F%2BXqZWPIvkG0tCKYsK%2BL%2BYth9qTSSA0oRkwNAUej8rEB9nqsfvEsaJsv3XEsBXl%2FbWMRaloCsWR%2B1GF%2BYRfUSmrzorcM1ZVpqkqz1rNhR8TAyefWVwK0XanTp%2BiEYLJvl7B1%2Fu1gwWUhyzgBtAoC%2BCstKi5TzeEj2sTcAqfWFeVtvMmCqVSH0uE8a34jubZWKy014o6SlAttWG8sb6UlG1nMIfct2y7PYrharGXUG1%2FwFOn%2B6siM2lmpA7MXysgXM4Ka0uP1NdRbuz0AF8gtr7mwDjd%2Fw65G%2BtsHMQzFv2TCPTmXEnogsfEm9nTF2lqdvkFGSZ%2B%2Bwd0ZkTE17X5vZigx06KrHZ6fgcT34Ao78y0uKUbHDuEG8To4xveFBIM5t3FIw4Oi9UmF%2BHK6sFx4i39FOokdhJ6Yh5Wz3pkj42ueuhitSf323LwFxJzy%2FqQTyk1OmRLzsZdMJ0017yYxmnr1aS%2Fu9EmiYiAyLvG%2Fik0HdAJFcjwBR2j4QEsIHh0xz94GK2%2Fm%2BVC4YgaaulYnBQJ0JtoHHsYNTOIMoKIeN%2BpyoaMZk1%2BFOilyva3zHnZB8jv8nAEHNEQcr3eWnny7qQZ0jSx16bPaS8wSrUke79l5Dr9xdv%2Fr3HAonVKRp%2FszarTsbw7esQd8Z0OmK6mfwLIdcwpqjxOiAZDzDLcx88QPckH4hdX9YSLrUdHEh2cf8lRBabnoxhYyX5NRBBAS8q9Vg28zWJKPy7UcZGL8OuM2ATGT5RUG0p2XUUHQYV%2BBa%2BgV4zGFQgQfrWYY9iK07nc1%2FOs0OuRJcsoRUhgqa6f76%2Bx4WWw1aGUsODzD2VhxMLvFWkZ62Dr311eR7jAtsb%2F%2BAcUC3ftmWJTwbIRYpaGZ%2F4dXh7EMJPjitQz%2BImKF9RO%2Bht%2Fo9NuSI60QViEvLZt14SfYaFv%2FDnxaHuuNXUFf%2BrZX4u95ykkKzvoRmYFkx1eg%2BuCECggQSxA9srPIVBSSXS%2BaHxBfRwy%2BMK4OUlsCtU8TE0lpW6MOKfjB6BAaxDikaf4JDdeikaILlMTqgXx1cWYdh%2BHfwjIi6iUOuREbK3xfsPP3wo4OH1rE9yYfjBDsSQ3wVoDsned%2BrCMbt4xBdK23UC6xAoRQTyrMdXKeSdbJF4awazhbY702IytUTtBtWDBcblqYuZ2IH14gauq%2B7U0%3D,30,3,2,0,0,#583170040,NA,"S,M,L,XL",Alessia,TIPO CROSS,Cross,NA,NA,NA,NA,NA,NA,NA,NA
13, Casco Abatible Deportivo Modular Cafe Racer Fassed Trooper ,"1,289",NA,45,3,18 meses,71.61,NA,Envío gratis a todo el país,Devolución gratis,Tienes 30 días desde que lo recibes,5,2,https://perfil.mercadolibre.com.mx/LOWEN+GRUPO,https://articulo.mercadolibre.com.mx/MLM-666658333-casco-moto-accesorio-alebrije-kov-dot-abatible-rojo-rosa-_JM?searchVariation=33492521682,2,0,0,0,0,#666658333,Rosa,S,KOV,ALEBRIJE,Rebatible,NA,NA,NA,NA,NA,NA,NA,NA
14," Casco Tipo Cross Moto Negro Mate Dot Tallas S, M, L Y Xl ","1,459",NA,92,21,18 meses,81.06,NA,Envío gratis a todo el país,Devolución gratis,Tienes 30 días desde que lo recibes,4.4,9,https://perfil.mercadolibre.com.mx/ACCESORIOSEXCLUSIVOSMX,https://articulo.mercadolibre.com.mx/MLM-689955419-casco-abatible-deportivo-modular-cafe-racer-fassed-trooper-_JM?searchVariation=38914188679,7,0,1,1,0,#689955419,NA,"M,L,XL",Faseed,Trooper,Multi-Modular,NA,Simple,ABS,Adultos,Poliestireno,Unisex,NA,NA
15, Casco Tipo Cross Negro Mate Certificacion Dot Tallas ,949,NA,1700,141,12 meses,93.75,NA,Envío gratis a todo el país,Devolución gratis,Tienes 30 días desde que lo recibes,4.8,74,https://perfil.mercadolibre.com.mx/VALERIARIOU,https://articulo.mercadolibre.com.mx/MLM-582660373-casco-tipo-cross-negro-mate-certificacion-dot-tallas-_JM?searchVariation=23194309270,62,11,1,0,0,#582660373,NA,"negro,S,M,L,XL",Alessia,NEGRO MATE,Cross,CAS-CRO-15,Simple,ABS,Adultos,Poliestireno,NA,NA,NA
16, Casco Nuevo Shaft Aztec Evo Mate Sh-571 Rider One ,"1,799",NA,332,139,18 meses,99.94,NA,Envío gratis a todo el país,Devolución gratis,Tienes 30 días desde que lo recibes,4.9,24,https://perfil.mercadolibre.com.mx/RIDERONE1,https://articulo.mercadolibre.com.mx/MLM-577998441-casco-nuevo-shaft-aztec-evo-mate-sh-571-rider-one-_JM?searchVariation=39433695939,22,0,0,1,0,#577998441,NA,"S,M,L,XL",Shaft,Aztec,Integral,SH-571_Evo,Simple,Policarbonato,Adultos,Poliestireno,Unisex,NA,1500 g
17," Casco Depredador, Envío Gratis!!! ",899,NA,667,385,18 meses,49.94,NA,Envío gratis a todo el país,Devolución gratis,Tienes 30 días desde que lo recibes,4.1,53,https://perfil.mercadolibre.com.mx/JK+MOTORS,https://articulo.mercadolibre.com.mx/MLM-568733170-casco-depredador-envio-gratis-_JM?searchVariation=23088464886,27,14,6,2,4,#568733170,Negro,"negro,MEDIANO,CHICO,EXTRA GRANDE,GRANDE",JK,Negro,Integral,DEPREDADOR,Simple,Fibra de vidrio,Adultos,Esponja,Masculino,EDN,NA
18, Casco Roda Revenge Abatible Gafa Interna Certificado Dot ,"1,499",NA,137,23,18 meses,83.28,NA,Envío gratis a todo el país,Devolución gratis,Tienes 30 días desde que lo recibes,4.9,11,https://perfil.mercadolibre.com.mx/VALERIARIOU,https://click1.mercadolibre.com.mx/mclics/clicks/external/MLM/count?a=7fkXxeonEr8ZySVOmIPxgT0gigWF5%2FsyV5oZtCm9V%2FJ6CqiEhrlC9pCNhwn3LR1uwqE3KGTkUtDjXOeP%2BE%2FimU88ljg9d87KxWZdYkSBpeHb6uSQGBgVf1hvHEW%2B%2BgyKizpeiFodYMI1tyYDWtN1Th8jhRuX%2FeIGRKAWkDdB%2BaRTvp3gaD3UQnnIrCEpJNWDH250VbScOKFl%2BDzimDR0aII8MDj5urOVpC6AfCkj2BdfcEJ%2BCfTkKXDKhCA9FOA5XtyZkZC2m%2BiZuyRMGqFRsg8ZkItMlTkSsKDEGfUBU3EhdiIoL6M9dQ9TU9PkSNY4Lbb2VHQf4a%2FI0qmZN0hNoh334fWaYXCtqiSfMAcQmWrfksINodngnRk2nDFP1ybltcfG%2BF932qexX4m4yAv1uJJpoB2dr0%2FVR3VYn6VdZan%2BudP0qX6NPv2%2BRtzqzWBHvRE%2FxqgZd%2B3SYULSnoAfGQV%2F6sqC6nRqyfiQSnAHmZdBhl%2FViHBZ29%2F6AYWCoJYXQH8FQw1qKkhbOYzj%2Bw3ujzh64G%2FP0ecZ0l7SIqOP8cgxdeUPRx4YpRKzSeymQknWFq7HD4dQvEkZs4V8NwbT8reL5iO9MAXXXTkKlYwNLce9tnHUqFjd1Ql09Uajx3dh8LgnNH2347cqdu7XT4TRkEN1CNJUdjQIEO93d3wYau%2B4lRFNcb646YAvrrCL08ExUb9nYhSWl75VsTh08IhCfHGa6uj7J0O9gG0f4c7gI4ZINLfM9MrZOK%2Fy2morfecUSeaJIqWWI%2Fk9gBa5CmiGRImXvOmBKFqCJaxiFetBKWNYuTByQFsaNwXLsfscD3xCVYNwS2nehe59pEttEZbCVOXff2HxCwZDt%2Bt2M%2BMgHXBRl6%2FGxMALz8PcfklfuaBNqHwYnzsDVA2buBd%2FL6PRrZp4yRKPdLG89lbkAuKpJk77obXHi2NiTqG2SnoGCndAEH97vm6qJTQ0bximMoijnrU8QmtP24I1eWA2zaa1BxUSPqxWtF4V8GjsiMn3tpRtUDXmortB0kE4abMlfoKly1IT%2BGpmt%2BoreuJ7HNkKGcU72wzInADd8du5VwpS9iMCGxcWh2NIdFFFfmrhXYih66BX6HRkv%2Fhe9fvwCXEqui4ub%2Fy4O7dGiK%2ByRhJy%2FAt%2F1b0DA46CqcuXNWSjgFI3HOHojzAHDU%2BwSYz24hn2nwiipFMX75P5xwQYL5laNaDSF2bKKQCFQ6IE3szRfPHXDnzkYLjBnBMskLi8XzDvzkhf6FuAxsr4t26YVO6AaGmQR7iOviSqJy4AQwpghCdFaGKh%2B27ycclZCofmiLp85%2Fn%2FVC0utb6nJ3qCL66qhD3K8jImIF4SIKpgBlvClNrOLJYFqara3M7ga7OCXMv4JszC5rLJtG0ZGubqGtZhPXHebircW3%2FYgckpqblXpgJHZpCXv8wt7TZa2UUpkyONBUYDhP%2Fr145UVRVHzkgEoxQuRnJMTbKFnUwclawlhKDYKD03W%2BxMYkCqFLKGJbBZRCqKRl52%2BuWieFzUqXxFc0IiS%2FqYlGdXCnnn9ewkfF0dvCOP3tuQHDXl5iRkluOjMaNeqMyK02aEovCmvmSawx%2FNa473UuCtwS0ukqwFoLKhen%2BXCUxkPUA8BqEpMlePEZjMp7CMAOHzxTDiSaDXJD55mc%2F6rBIqnVfGmhnWUxJoBSlZ0WS09t%2FUIs4%2BIwhxfZEGU5sdChSeY8xnXUJOILwCxZnrLkaFFq2aUjUIH1Q6NgzX5R7Or7PQfdGXHousf0Rnw%2FNDmdMgUdxULcoOW5nz0KmPLs%2FWvtnP4vT6WzlJjQ%3D%3D,10,1,0,0,0,#660198062,NA,"S,M",Risky,CAS-VA-31,Rebatible,ABATIBLE / MODULAR,NA,NA,NA,NA,NA,NA,NA
19, Casco Abatible R7-168 Lente Interno Cerificado Dot Ngo/mate ,"1,199",NA,610,19,18 meses,66.61,NA,Envío gratis a todo el país,Devolución gratis,Tienes 30 días desde que lo recibes,4.7,124,https://perfil.mercadolibre.com.mx/SHOP+IGARTUA,https://articulo.mercadolibre.com.mx/MLM-610191804-casco-roda-revenge-abatible-gafa-interna-certificado-dot-_JM?searchVariation=22702583678,96,20,5,1,2,#610191804,"Negro/Plata,Blanco,Negro Matte,Negro brillo,Negro/Morado,Negro/Naranja,Negro/Plata,Negro/Rojo,Rojo brillo","L y XL,S,M,L,XL",RODA,2019,Rebatible,Revenge,Simple,ABS Alto Impacto,Adultos,Resina termoplástica,Unisex,NA,NA
20, Casco Abatible Dama Risky Pink Ultra Negro Rosa Dot Ece2205 ,"1,199",NA,262,20,18 meses,66.61,NA,Envío gratis a todo el país,Devolución gratis,Tienes 30 días desde que lo recibes,3.8,11,https://perfil.mercadolibre.com.mx/MOTO-HELMETS,https://articulo.mercadolibre.com.mx/MLM-623560080-casco-abatible-r7-168-lente-interno-cerificado-dot-ngomate-_JM?searchVariation=25336287924,4,4,1,1,1,#623560080,NA,"M,L,XL,XXL",R7,168,Abatible,Racing,Doble,CASCASA TERMOPLASTICA,Adultos,NA,Unisex,NA,NA
21," Casco Tipo Cross Moto Negro Mate Dot Tallas S, M, L Y Xl ",699,NA,1007,130,12 meses,69.06,NA,Envío gratis a todo el país,Devolución gratis,Tienes 30 días desde que lo recibes,4.8,35,https://perfil.mercadolibre.com.mx/VALERIARIOU,https://articulo.mercadolibre.com.mx/MLM-583170040-casco-tipo-cross-moto-negro-mate-dot-tallas-s-m-l-y-xl-_JM?searchVariation=32245623358,30,3,2,0,0,#583170040,NA,"S,M,L,XL",Alessia,TIPO CROSS,Cross,NA,NA,NA,NA,NA,NA,NA,NA
22, Casco Híbrido Crossover Moto Faseed Trooper Certificado Ece ,"1,449",NA,113,9,18 meses,80.50,NA,Envío gratis a todo el país,Devolución gratis,Tienes 30 días desde que lo recibes,4.9,8,https://perfil.mercadolibre.com.mx/NINJAMOTOSHOP,https://articulo.mercadolibre.com.mx/MLM-686224257-casco-hibrido-crossover-moto-faseed-trooper-certificado-ece-_JM?searchVariation=40049216142,7,1,0,0,0,#686224257,NA,"L 59-60cm,S 55-56cm,M 57-58cm,XL 61-62cm",Faseed,Fs-726X,Multi-Modular,NA,Simple,ABS,Adultos,Poliestireno,Unisex,NA,NA
23, Casco Integral Roda Asteroid Pro Con Certificacion Dot ,849,NA,66,26,12 meses,83.87,NA,Envío gratis a todo el país,Devolución gratis,Tienes 30 días desde que lo recibes,4.9,8,https://perfil.mercadolibre.com.mx/GRUPO+AEP,https://articulo.mercadolibre.com.mx/MLM-660783834-casco-integral-roda-asteroid-pro-con-certificacion-dot-_JM?searchVariation=31940579169,7,1,0,0,0,#660783834,NA,"L,XL",RODA,Asteroid PRO,Integral,CERRADO,NA,NA,NA,NA,NA,NA,NA
24, Casco Abatible Risky Samurai Negro Naranja Dot Y Ece2205 ,"1,499",NA,74,42,18 meses,83.28,NA,Envío gratis a todo el país,Devolución gratis,Tienes 30 días desde que lo recibes,5,6,https://perfil.mercadolibre.com.mx/VALERIARIOU,https://articulo.mercadolibre.com.mx/MLM-660197893-casco-abatible-risky-samurai-negro-naranja-dot-y-ece2205-_JM?searchVariation=31791606682,6,0,0,0,0,#660197893,NA,"S,M,L",Risky,CAS-VA-32,Rebatible,ABATIBLE / MODULAR,Doble,Plastico ABS,Adultos,Resina termoplástica,Unisex,NA,NA
25, Casco Faseed Fs-807 Xrt Mate Certificado Ece R2205 ,"1,290",NA,89,5,18 meses,71.67,NA,Envío gratis a todo el país,Devolución gratis,Tienes 30 días desde que lo recibes,4.9,18,https://perfil.mercadolibre.com.mx/SKULLGUARD_MOTO,https://articulo.mercadolibre.com.mx/MLM-569333459-casco-faseed-fs-807-xrt-mate-certificado-ece-r2205-_JM?searchVariation=32469613987,17,1,0,0,0,#569333459,NA,"XL(61 - 62 cm),M(57 - 58 cm),L(59 - 60 cm),S(55 - 56 cm)",Faseed,FS-807,Integral,XRT,NA,ABS,NA,NA,NA,NA,1.5 kg
26, Casco Faseed Fs-701a Top-gun Abierto Certificado Ece ,950,NA,77,1,12 meses,93.85,NA,Envío gratis a todo el país,Devolución gratis,Tienes 30 días desde que lo recibes,5,3,https://perfil.mercadolibre.com.mx/SKULLGUARD_MOTO,https://articulo.mercadolibre.com.mx/MLM-647086195-casco-faseed-fs-701a-top-gun-abierto-certificado-ece-_JM?searchVariation=28571396766,3,0,0,0,0,#647086195,NA,"M (57 - 58 cm),L (59 - 60 cm),XL (61 - 62 cm)",Faseed,FS-701A,Abierto,Top-Gun,NA,NA,NA,NA,NA,NA,NA
27, Casco Abierto Ls2 Airflow Solid Of562 Negro/mate 2019 ,"1,301",NA,157,17,18 meses,72.28,NA,Envío gratis a todo el país,Devolución gratis,Tienes 30 días desde que lo recibes,4.8,26,https://perfil.mercadolibre.com.mx/MOTOCITY+STORE,https://articulo.mercadolibre.com.mx/MLM-599846131-casco-abierto-ls2-airflow-solid-of562-negromate-2019-_JM?searchVariation=32169910434,20,6,0,0,0,#599846131,Negro,"Mate,S,M,L,XL",LS2,OF562,Abierto,CHOPPER,Simple,Policarbonato,Adultos,EPS,Unisex,OF562,NA
28, Casco Negro Mate Integral Cerrado Doble Certificado Dot Ece ,999,NA,384,135,18 meses,55.50,NA,Envío gratis a todo el país,Devolución gratis,Tienes 30 días desde que lo recibes,4.8,35,https://perfil.mercadolibre.com.mx/REMATESCENTRO,https://articulo.mercadolibre.com.mx/MLM-588323187-casco-negro-mate-integral-cerrado-doble-certificado-dot-ece-_JM?searchVariation=28662643986,30,4,0,0,1,#588323187,NA,"M  MEDIANO 57-58,L GRANDE 59-60,XL EXTRA GRANDE 61-62,M MEDIANO 57-58",WINMEX,DP802,Integral,CERRADO,Simple,Tricomposite,Adultos,Poliestireno,Unisex,802,1.4 kg
